country,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR
1994-08,,,,,,,,,,,,15.6871,71.91842,,-30.88381,-16.76066,20.28451,32.93815,,,,,,,,,,,,
1994-09,,,,,,,,,,,,17.2475,72.90557,,-28.67582,-9.690941,19.83834,32.75761,,,,,,,,,,,,
1994-10,,,,,,,,,,,,14.99973,74.06911,,-25.36384,-7.671022,23.33519,27.30637,,,,,,,,,,,,
1994-11,,,,,,,,,,,,11.63035,74.68426,,-23.15585,-6.661063,25.55195,18.39628,,,,,,,,,,,,
1994-12,,,,,,,,,,,,12.562,75.42599,,-15.42789,-4.641145,29.09554,26.89924,,,,,,,,,,,,
1995-01,,,,,,,,,,,,11.3498,75.94434,,-7.699934,-2.621226,33.2947,28.9707,,,,,,,,,,,,
1995-02,,,,,,,,,,,,9.645598,76.7981,,0.02802509,-1.611267,37.35816,30.57609,,,,,,,,,,,,
1995-03,,,,,,,,,,,,12.06441,77.4013,,-2.179963,0.4086514,40.06476,33.6046,,,,,,,,,,,,
1995-04,,,,,,,,,,,,11.26786,78.25327,,-5.491946,-6.661063,43.18053,34.9727,,,,,,,,,,,,
1995-05,,,,,,,,,,,,9.207941,78.08956,,-7.699934,-13.73078,35.39026,33.65467,,,,,,,,,,,,
1995-06,,,,,,,,,,,,6.661917,77.90921,,-9.907922,-21.81045,25.56917,31.88828,,,,,,,,,,,,
1995-07,,,,,,,,,,,,8.312484,77.66214,,-12.11591,-13.73078,18.20838,26.55232,,,,,,,,,,,,
1995-08,,,,,,,,,,,,8.659577,77.51896,,-14.3239,-5.651104,16.9845,17.30594,,,,,,,,,,,,
1995-09,,,,,,,,,,,,13.247,77.35785,,-8.803927,2.42857,15.28897,28.50852,,,,,,,,,,,,
1995-10,,,,,,,,,,,,11.25721,77.2345,,-4.387951,-5.651104,15.78603,35.03479,,,,,,,,,,,,
1995-11,,,,,,,,,,,,8.67615,77.25026,,1.132019,-12.72082,16.73955,39.88129,,,,,,,,,,,,
1995-12,,,,,,,,,,,,8.055799,77.33035,,-2.179963,-20.80049,17.01817,42.78793,,,,,,,,,,,,
1996-01,,,,,,,,,,,,9.367937,77.2608,,-6.59594,-18.78057,18.38833,40.28845,,,,,,,,,,,,
1996-02,,,,,,,,,,,,10.48298,77.05935,,-9.907922,-16.76066,18.99317,38.30167,,,,,,,,,,,,
1996-03,,,,,,,,,,,,8.194207,76.81445,,-6.59594,-14.74074,18.58683,32.72742,,,,,,,,,,,,
1996-04,,,,,,,,,,,,3.093382,76.56847,,-2.179963,-17.77061,18.52979,24.8708,,,,,,,,,,,,
1996-05,,,,,,,,,,,,-1.821193,76.36621,,1.132019,-19.79053,20.86281,15.45897,,,,,,,,,,,,
1996-06,,,,,,,,,,,,3.719997,76.18374,,-6.59594,-22.82041,22.1416,27.38446,,,,,,,,,,,,
1996-07,,,,,,,,,,,,9.098814,76.04326,,-14.3239,-22.82041,24.72341,35.79295,,,,,,,,,,,,
1996-08,,,,,,,,,,,,12.86119,76.3427,,-22.05186,-23.83037,26.23809,40.36208,,,,,,,,,,,,
1996-09,,,,,,,,,,,,10.72947,76.68697,,-13.2199,-23.83037,26.90372,42.79889,,,,,,,,,,,,
1996-10,,,,,,,,,,,,6.382222,77.03286,,-4.387951,-25.85029,27.84839,40.609,,,,,,,,,,,,
1996-11,,,,,,,,,,,,1.699479,77.19328,,4.444002,-28.88017,28.88406,38.4226,,,,,,,,,,,,
1996-12,,,,,,,,,,,,2.283364,77.38676,,3.340008,-30.90009,27.56975,41.09018,,,,,,,,,,,,
1997-01,,,,,,,,,,,,5.761759,77.38414,,2.236013,-22.82041,27.65087,42.3417,,,,,,,,,,,,
1997-02,,,,,,,,,,,,8.933908,77.66034,,1.132019,-15.7507,27.06025,43.68444,,,,,,,,,,,,
1997-03,,,,,,,,,,,,13.26507,77.79303,,-2.179963,-7.671022,23.92385,45.28628,,,,,,,,,,,,
1997-04,,,,,,,,,,,,14.30552,78.15985,,-4.387951,-8.680982,27.51359,47.20958,,,,,,,,,,,,
1997-05,,,,,,,,,,,,14.56371,78.14997,,-7.699934,-9.690941,26.71471,45.68214,,,,,,,,,,,,
1997-06,,,,,,,,,,,,14.28866,78.41588,,-11.01192,-11.71086,27.7504,43.56492,,,,,,,,,,,,
1997-07,,,,,,,,,,,,14.52395,78.82732,,-14.3239,-9.690941,29.39014,38.9389,,,,,,,,,,,,
1997-08,,,,,,,,,,,,14.00437,78.52386,,-17.63588,-7.671022,25.11716,32.04825,,,,,,,,,,,,
1997-09,,,,,,,,,,,,11.83052,78.31324,,-4.387951,-5.651104,20.26925,36.75471,,,,,,,,,,,,
1997-10,,,,,,,,,,,,4.79771,78.08622,,9.963972,-13.73078,13.7923,38.08788,,,,,,,,,,,,
1997-11,,,,,,,,,,,,-1.640509,78.13403,,24.3159,-21.81045,20.68006,41.20482,,,,,,,,,,,,
1997-12,,,,,,,,,,,,-5.742246,78.08768,,22.10791,-30.90009,23.94472,35.78125,,,,,,,,,,,,
1998-01,,,,,,,,,,,,-3.89958,77.79445,,18.79593,-23.83037,28.21944,30.92756,,,,,,,,,,,,
1998-02,,,,,,,,,,,,-3.172975,76.87852,,16.58794,-17.77061,22.54951,24.83963,,,,,,,,,,,,
1998-03,,,,,,,,,,,,2.017028,75.60855,,7.755984,-10.7009,16.30551,24.50797,,,,,,,,,,,,
1998-04,,,,,,,,,,,,1.617995,74.80835,,-1.075969,-18.78057,10.44633,22.55859,,,,,,,,,,,,
1998-05,,,,,,,,,,,,1.299417,74.77577,,-9.907922,-25.85029,7.702522,19.84062,,,,,,,,,,,,
1998-06,,,,,,,,,,,,-0.3915077,75.01994,,-8.803927,-33.92996,5.324207,23.95151,,,,,,,,,,,,
1998-07,,,,,,,,,,,,3.009116,75.38186,,-6.59594,-23.83037,2.909407,26.26178,,,,,,,,,,,,
1998-08,,,,,,,,,,,,6.439856,74.58897,,-5.491946,-13.73078,0.09458835,27.5584,,,,,,,,,,,,
1998-09,,,,,,,,,,,,8.933149,73.92136,,-2.179963,-4.641145,-3.156914,29.26063,,,,,,,,,,,,
1998-10,,,,,,,,,,,,12.95193,73.37533,,0.02802509,9.498284,-8.654669,29.38554,,,,,,,,,,,,
1998-11,,,,,,,,,,,,16.99471,72.53858,,2.236013,23.63771,-1.556162,29.58242,,,,,,,,,,,,
1998-12,,,,,,,,,,,,25.2687,71.9037,,-4.387951,37.77714,2.064455,33.64099,,,,,,,,,,,,
1999-01,,,,,,,,,,,,22.59848,70.8418,,-9.907922,20.60784,6.049344,37.27968,,,,,,,,,,,,
1999-02,,,,,,,,,,,,18.4054,71.98587,,-16.53189,2.42857,9.198527,36.25574,,,,,,,,,,,,
1999-03,,,,,,,,,,,,11.12793,72.9137,,-9.907922,-14.74074,11.05145,38.21661,,,,,,,,,,,,
1999-04,,,,,,,,,,,,8.29436,74.28445,,-4.387951,-15.7507,13.77478,36.24582,,,,,,,,,,,,
1999-05,,,,,,,,,,,,5.554651,72.4808,,2.236013,-17.77061,14.07655,36.67058,,,,,,,,,,,,
1999-06,,,,,,,,,,,,7.97218,71.14914,,-4.387951,-18.78057,14.60647,38.30916,,,,,,,,,,,,
1999-07,,,,,,,,,,,,8.482338,70.08112,,-12.11591,-22.82041,15.55346,36.15152,,,,,,,,,,,,
1999-08,,,,,,,,,,,,8.992677,69.91512,,-18.73988,-27.87021,18.81812,36.10836,,,,,,,,,,,,
1999-09,,,,,,,,,,,,6.656594,69.80768,,-15.42789,-31.91004,22.07656,36.45193,,,,,,,,,,,,
1999-10,,,,,,,,,,,,5.880333,70.0889,,-12.11591,-30.90009,23.40199,36.42517,,,,,,,,,,,,
1999-11,,,,,,,,,,,,5.041755,70.98671,,-8.803927,-29.89013,26.53179,36.21146,,,,,,,,,,,,
1999-12,,,,,,,,,,,,5.934432,72.302,,-5.491946,-28.88017,26.84056,41.19152,,,,,,,,,,,,
2000-01,,,,,,,,,,,,6.247024,73.20377,,-1.075969,-23.83037,25.95146,41.49547,,,,,,,,,,,,
2000-02,,,,,,,,,,,,3.929035,73.68204,,3.340008,-19.79053,29.5617,34.91765,,,,,,,,,,,,
2000-03,,,,,,,,,,,,6.243829,74.05516,,2.236013,-14.74074,30.56081,35.70824,,,,,,,,,,,,
2000-04,,,,,,,,,,,,3.687275,74.84994,,2.236013,-13.73078,32.77049,27.02862,,,,,,,,,,,,
2000-05,,,,,,,,,,,,3.66479,74.57191,,2.236013,-11.71086,26.18231,24.94124,,,,,,,,,,,,
2000-06,,,,,,,,,,,,5.824193,74.65755,,1.132019,-10.7009,19.56445,29.3055,,,,,,,,,,,,
2000-07,,,,,,,,,,,,4.894758,75.09465,,1.132019,-11.71086,13.87324,27.52715,,,,,,,,,,,,
2000-08,,,,,,,,,,,,5.861728,75.39314,,0.02802509,-13.73078,8.84444,31.34399,,,,,,,,,,,,
2000-09,,,,,,,,,,,,0.9929116,75.3254,,11.06797,-15.7507,4.496483,29.7974,,,,,,,,,,,,
2000-10,,,,,,,,,,,,-4.038605,76.00494,,22.10791,-17.77061,-1.24979,27.76271,,,,,,,,,,,,
2000-11,,,,,,,,,,,,-9.293992,73.98118,,33.14785,-20.80049,-7.388891,26.06636,,,,,,,,,,,,
2000-12,,,,,,,,,,,,-8.183156,72.49189,,23.2119,-23.83037,-15.18241,22.4928,,,,,,,,,,,,
2001-01,,,,,,,,,,,,1.968989,71.44795,-3.570142,-17.63588,-35.94988,-25.2006,24.22097,-7.649006,30.97696,,,,,,,,,,
2001-02,,,,,,,,,,,,-14.88083,70.88726,-10.52888,2.236013,-30.90009,-20.27927,-11.5064,16.90759,65.66917,,,,,,,,,,
2001-03,,,,,,,,,,,,-14.67299,69.76628,-12.62145,2.236013,-26.86025,-19.0234,-14.92272,24.10879,61.97044,,,,,,,,,,
2001-04,,,,,,,,,,,,11.24264,67.27811,-7.346795,-22.05186,-6.661063,-16.10623,18.33712,14.10163,50.8164,,,,,,,,,,
2001-05,,,,,,,,,,,,18.59086,68.7252,-4.409277,-45.23573,-11.71086,-13.84011,22.2477,-3.401333,49.8427,,,,,,,,,,
2001-06,,,,,,,,,,,,11.50981,69.43704,-5.600529,-23.15585,-7.671022,-11.8144,19.04459,-48.39716,50.66191,,,,,,,,,,
2001-07,,,,,,,,,,,,14.78596,69.48513,-4.227136,-3.283957,14.54808,-8.793648,26.52585,-29.17821,48.87508,,,,,,,,,,
2001-08,,,,,,,,,,,,9.648397,70.31493,-3.310506,-25.36384,-31.91004,-3.819986,35.4914,-4.889283,50.81297,,,,,,,,,,
2001-09,,,,,,,,,,,,-7.437224,70.49301,-10.46994,24.3159,-16.76066,1.928215,18.76488,-2.662543,46.94554,,,,,,,,,,
2001-10,,,,,,,,,,,,-2.144636,71.801,6.146862,2.236013,-17.77061,7.016097,13.57272,24.53282,41.60986,,,,,,,,,,
2001-11,,,,,,,,,,,,10.78959,72.6706,9.520028,-18.73988,12.52816,9.562326,1.100744,14.55185,44.12034,,,,,,,,,,
2001-12,,,,,,,,,,,,8.105124,73.09636,11.18539,-19.84387,-13.73078,11.61591,18.20228,-32.28828,46.1916,,,,,,,,,,
2002-01,,,,,,,,,,,,-8.692892,75.0825,6.985639,13.27595,7.478366,10.43493,-20.28109,-9.442124,37.34359,,,,,,,,,,
2002-02,,,,,,,,,,,,-3.339475,71.1394,6.433296,29.83587,9.498284,11.30442,10.31916,-0.7658591,31.07339,,,,,,,,,,
2002-03,,,,,,,,,,,,5.713481,74.14336,2.578368,-3.283957,11.5182,6.126376,2.338282,91.8259,36.49477,,,,,,,,,,
2002-04,,,,,,,,,,,,8.28344,72.48282,-10.36251,-8.803927,9.498284,8.085599,6.548105,1.567949,42.30083,,,,,,,,,,
2002-05,,,,,,,,,,,,-2.918726,73.96189,0.3927689,-14.3239,-23.83037,12.82954,0.7502923,10.33569,39.30811,,,,,,,,,,
2002-06,,,,,,,,,,,,2.698855,74.18536,-4.768118,29.83587,7.478366,19.05653,30.45407,-45.32265,41.32097,,,,,,,,,,
2002-07,,,,,,,,,,,,-3.236043,75.46191,0.1808227,-5.491946,-5.651104,26.08482,-9.548969,7.320452,45.51442,,,,,,,,,,
2002-08,,,,,,,,,,,,-0.7516707,75.26038,-0.996277,1.132019,-0.6013079,24.56734,-0.5216851,2.148814,46.69352,,,,,,,,,,
2002-09,,,,,,,,,,,,10.64114,76.94266,-1.11364,2.236013,-2.621226,23.56068,36.78065,6.69693,49.17166,,,,,,,,,,
2002-10,,,,,,,,,,,,12.83672,78.00709,-0.5126035,-7.699934,-1.611267,22.22784,32.4215,11.47406,13.9467,,,,,,,,,,
2002-11,,,,,,,,,,,,15.53769,75.94035,-3.796768,-37.50777,-12.72082,19.29365,21.8261,9.628839,44.85056,,,,,,,,,,
2002-12,,,,,,,,,,,,10.73864,76.1655,-3.411978,-6.59594,3.438529,16.20315,22.18146,-7.658945,50.37922,,,,,,,,,,
2003-01,,,,,,,,,,,,-12.84804,76.19617,-18.01276,-7.699934,-12.72082,10.42832,-33.52324,-1.998046,53.71799,,,,,,,,,,
2003-02,,,,,,,,,,,,-10.97117,72.22585,-11.51482,44.18779,-16.76066,16.61482,28.03494,-7.961914,48.90429,,,,,,,,,,
2003-03,,,,,,,,,,,,-11.68953,76.87208,-7.633683,11.06797,-6.661063,19.50229,-17.33957,90.8697,40.45934,,,,,,,,,,
2003-04,,,,,,,,,,,,5.220212,74.46644,-5.03012,-2.179963,-5.651104,22.29391,19.13177,-13.81451,-2.414399,,,,,,,,,,
2003-05,,,,,,,,,,,,10.00801,76.67048,-6.118648,-11.01192,-5.651104,22.96654,24.6632,-3.50444,0.1753728,,,,,,,,,,
2003-06,,,,,,,,,,,,0.3055654,77.38344,-0.6896712,11.06797,-10.7009,22.80126,22.68556,2.325176,9.062056,,,,,,,,,,
2003-07,,,,,,,,,,,,-4.636298,77.68495,0.02037312,-9.907922,-17.77061,23.14624,-6.0462,12.80611,1.225287,,,,,,,,,,
2003-08,,,,,,,,,,,,1.09482,78.46704,-2.382876,-6.59594,4.448488,18.75063,-7.759969,0.1594547,-17.83896,,,,,,,,,,
2003-09,,,,,,,,,,,,8.80792,80.70793,1.815204,23.2119,5.458447,14.48902,44.17722,0.2673589,-4.973066,,,,,,,,,,
2003-10,,,,,,,,,,,,-0.1544976,78.23528,0.2190694,-8.803927,-10.7009,10.1093,1.43348,32.59804,4.046365,,,,,,,,,,
2003-11,,,,,,,,,,,,3.887211,78.44713,4.257469,12.17196,-11.71086,11.84475,35.54445,1.962146,9.966338,,,,,,,,,,
2003-12,,,,,,,,,,,,9.56479,78.92751,1.430492,-33.0918,-5.651104,13.4161,1.253676,26.06198,7.904451,,,,,,,,,18.3,64.0
2004-01,,,,,,,,,,,,-7.672084,78.42057,2.480123,-1.075969,-19.79053,13.3865,-4.301686,2.17429,42.60984,,,,,,,,115.2296,17.6,58.7
2004-02,,,,,,,,,,,,9.849874,74.08443,0.07405597,11.06797,5.458447,17.27016,35.15914,-6.246878,16.90319,,,,,,,,115.8163,15.1,59.2
2004-03,,,,,,,,,,,,-0.3266657,80.47279,1.172928,-23.15585,2.42857,17.88363,-26.56442,91.62491,17.30493,,,,,,,,114.7603,13.1,64.1
2004-04,,,,,,,,,,,,5.658363,74.95069,1.497665,-15.42789,5.458447,17.00186,-3.91125,-12.04255,-10.58923,,,,,,,,114.7603,14.1,62.0
2004-05,,,,,,,,,,,,8.898539,81.83577,3.062945,-14.3239,0.4086514,13.20999,11.96307,8.896747,21.25003,,,,,,,,110.3013,6.1,69.0
2004-06,,,,,,,,,,,,-10.59481,82.21346,0.701008,18.79593,-6.661063,9.310866,-6.327454,17.8058,17.06166,,,,,,,,109.5972,7.5,63.0
2004-07,,,,,,,,,,,,-14.30679,81.82789,0.6367683,32.04385,-11.71086,4.705615,0.8343333,2.963442,13.53587,,,,,,,,108.1891,5.0,66.0
2004-08,,,,,,,,,,,,-2.34169,80.89183,6.489114,7.755984,0.4086514,7.847854,0.3222625,-0.02983001,13.94075,,,,,,,,103.2608,-1.1,73.0
2004-09,,,,,,,,,,,,16.87615,81.58221,3.074106,-9.907922,12.52816,11.91144,28.19235,0.6475317,32.50199,,,,,,,,105.1382,2.8,72.0
2004-10,,,,,,,,,,,,7.623925,80.22252,14.94778,-2.179963,16.568,15.43376,4.123813,0.4815312,34.97686,,,,,,,,106.1943,3.5,73.0
