country,LUX,LUX,LUX,LUX,LUX,LUX,LUX,LUX,LUX,LUX,LUX,LUX,LUX,LUX,LUX,LUX
2014-09,-1.6,0.6,6.0,-4.7,-20.7,-32.8,-24.9,34.3,-54.9,-9.2,10.7,-11.8,-62.3,-11.7,-18.8,28.6
2014-10,-3.5,-0.6,5.1,-6.4,-24.5,-31.9,-23.3,33.4,-54.3,-7.9,17.2,-11.2,-41.9,-9.8,-16.0,21.6
2014-11,-2.8,-2.2,-1.1,-3.3,-25.5,-31.4,-23.3,34.2,-58.2,-1.7,16.0,-17.6,-63.0,-13.0,-20.7,35.4
2014-12,-0.8,2.6,3.9,1.4,-26.2,-29.3,-21.7,25.6,-57.5,-4.6,13.4,-13.6,-62.2,-13.1,-25.1,31.1
2015-01,-2.2,-7.3,-8.8,-5.7,-29.1,-25.9,-16.6,22.4,-54.0,-1.3,10.9,-16.9,-44.0,-13.1,-23.1,27.8
2015-02,0.7,-0.9,-2.7,0.9,-26.9,-27.0,-16.7,28.9,-50.9,-1.1,8.7,-12.4,-40.4,-9.8,-15.4,16.1
2015-03,-0.9,-2.6,-3.5,-1.8,-26.5,-29.0,-18.5,32.6,-49.9,-4.6,3.9,-11.5,-40.7,-10.3,-17.1,2.0
2015-04,1.1,-0.2,-1.4,1.0,-23.0,-31.2,-27.9,32.6,-50.5,-10.6,13.7,-13.7,-35.1,-7.4,-7.5,10.1
2015-05,4.4,7.5,9.6,5.3,-21.6,-28.4,-10.8,31.8,-52.6,-0.7,16.0,-12.8,-35.7,-6.0,-7.4,6.9
2015-06,2.7,7.5,8.6,6.3,-18.6,-29.4,-12.2,30.7,-50.8,-6.8,10.2,-10.0,-35.8,-9.6,-7.9,10.3
2015-07,2.4,4.8,6.2,3.4,-15.1,-30.1,-9.3,30.7,-50.6,-8.9,21.3,-10.2,-53.6,-8.0,-9.5,1.4
2015-08,4.7,1.6,1.8,1.3,-19.1,-26.4,-14.3,25.8,-49.5,-3.9,15.4,-6.7,-50.5,-8.2,-9.2,15.0
2015-09,3.4,6.1,2.5,9.7,-18.1,-23.5,-8.2,25.9,-48.8,4.2,24.7,-11.0,-31.6,-6.4,-10.2,3.5
2015-10,3.1,4.4,2.4,6.3,-16.7,-26.8,-8.5,26.4,-50.3,-3.6,20.1,-13.3,-33.6,-8.5,-11.7,12.7
2015-11,4.3,8.3,2.6,13.9,-14.4,-25.1,-11.1,28.3,-48.3,1.4,26.0,-18.1,-46.1,-7.7,-10.2,5.4
2015-12,3.6,3.4,-3.2,9.9,-18.1,-26.6,-9.0,31.0,-42.8,-6.0,20.2,-8.7,-23.4,-6.2,-10.0,-0.3
2016-01,3.2,7.5,7.6,7.3,-12.0,-26.0,-11.0,26.3,-51.9,0.2,15.1,-15.9,-52.9,-5.8,-3.9,-3.5
2016-02,0.7,1.1,2.5,-0.4,-22.7,-24.0,-5.3,25.9,-39.7,-6.4,19.1,-3.3,-28.5,-5.9,-5.9,2.9
2016-03,1.1,-4.2,-2.3,-6.1,-19.2,-14.9,-2.8,15.3,-28.6,-0.8,41.4,-4.7,-40.8,-2.6,-3.2,3.4
2016-04,-0.2,8.8,7.9,9.6,-15.5,-1.5,-2.7,16.5,-27.3,39.2,17.9,-2.2,-14.9,-9.4,-5.1,3.1
2016-05,-0.8,1.1,-1.5,3.8,-23.7,-10.7,-6.7,12.2,-28.9,8.9,27.5,6.7,-18.6,-2.6,-0.8,4.2
2016-06,1.2,-2.0,-1.5,-2.4,-20.3,-6.4,-1.3,7.6,-17.5,5.7,11.6,2.2,-15.8,-3.0,-0.6,2.5
2016-07,-0.3,-3.9,-12.3,4.6,-23.1,-22.5,-3.1,12.3,-42.9,-12.3,-7.5,-1.4,-32.1,-2.7,0.3,13.4
2016-08,-1.7,1.1,-2.7,5.0,-24.7,-15.7,-1.3,16.0,-34.0,2.7,-1.7,-5.4,-29.4,-2.9,-2.7,5.7
2016-09,-1.8,-5.1,-8.6,-1.5,-22.9,-15.8,-0.6,24.6,-44.4,21.5,-15.7,-1.0,-32.3,-3.6,-2.3,6.8
2016-10,-1.9,0.3,1.7,-1.2,-10.2,-13.4,3.1,21.0,-36.3,17.0,0.8,-9.6,-29.6,-3.0,-5.5,18.3
2016-11,-1.7,11.7,12.6,10.9,-23.4,-13.8,2.4,24.0,-28.4,11.0,3.7,13.8,-18.3,-0.6,0.6,14.1
2016-12,-2.2,11.1,11.3,10.9,-25.8,-12.7,-2.4,27.5,-26.8,16.3,6.3,19.5,-18.7,-5.1,-0.9,17.4
2017-01,-1.1,11.3,10.8,11.9,-20.2,2.2,0.2,-6.2,-22.7,23.1,10.7,14.3,-15.2,-0.4,-0.3,21.1
2017-02,1.8,5.9,6.1,5.7,-16.1,-5.4,-3.2,6.3,-35.8,26.0,-6.5,25.0,-30.6,-2.6,1.0,18.5
2017-03,0.5,17.8,18.5,17.1,-19.6,-2.5,1.7,15.4,-26.4,34.1,-4.5,18.8,-19.3,1.5,1.9,17.1
2017-04,-0.9,14.3,15.7,13.0,-21.4,0.1,-1.1,3.9,-25.5,29.7,-1.2,27.1,-18.3,-2.0,5.8,7.1
2017-05,0.4,16.4,15.4,17.5,-12.7,-4.7,-4.3,11.7,-18.1,15.7,8.9,5.8,-19.7,0.3,8.0,7.9
2017-06,1.2,13.3,13.3,13.4,-21.0,-2.6,-2.6,10.9,-22.1,25.3,14.0,-4.9,-18.6,2.1,5.8,3.8
2017-07,1.1,16.0,21.9,10.2,-5.8,-4.8,-9.3,19.8,-16.3,21.7,-19.4,12.9,-9.6,-0.9,8.9,11.0
2017-08,0.3,14.3,17.2,11.4,-14.5,3.3,-4.8,9.0,-3.5,22.4,5.3,16.7,1.1,-0.6,6.8,10.4
2017-09,3.8,43.6,50.5,36.6,-2.1,-4.6,-6.3,13.8,-10.3,10.2,2.3,16.7,-3.7,0.9,10.8,14.1
2017-10,3.7,13.2,16.4,10.0,-19.4,-3.0,-6.3,0.6,-11.6,3.1,2.7,16.8,-8.5,-0.3,10.6,13.9
2017-11,2.8,13.5,14.0,13.1,-22.6,-7.5,2.6,2.8,-26.1,6.5,14.9,17.3,-22.0,1.4,9.5,13.2
2017-12,3.7,6.8,11.6,1.9,-23.0,-3.4,0.1,1.8,-23.7,15.2,18.0,20.7,-20.9,-1.1,4.5,15.4
2018-01,4.8,15.8,14.6,17.1,-21.8,-4.0,-3.6,3.6,-23.2,14.9,6.3,19.1,-20.6,3.4,15.0,17.3
2018-02,3.8,19.0,19.2,18.8,-19.0,-5.5,-5.4,4.1,-11.6,-0.6,10.0,25.9,-4.1,0.7,10.0,17.1
2018-03,3.2,17.0,17.4,16.5,-20.0,-6.8,-1.0,4.9,-16.3,0.7,-7.3,7.9,-12.5,-2.1,3.8,16.2
2018-04,4.3,14.7,15.8,13.6,-18.1,-4.0,2.7,4.6,-24.7,17.3,16.8,12.8,-22.1,-3.1,3.9,13.3
2018-05,4.7,14.9,12.6,17.1,-19.4,-5.4,-8.3,4.1,-20.5,8.5,5.4,5.2,-20.9,-1.6,6.2,9.1
2018-06,4.5,14.2,14.3,14.0,-15.3,-4.7,-6.3,-3.6,-27.1,9.3,-4.9,20.1,-21.5,-2.6,3.2,16.4
2018-07,3.6,14.7,17.2,12.3,-12.3,-7.4,-4.5,9.9,-20.8,8.6,8.4,21.0,-12.4,1.0,7.6,16.1
2018-08,3.9,16.1,20.3,11.9,-12.1,-11.5,-7.9,8.3,-14.5,-11.5,16.4,17.0,-8.3,-1.7,2.1,27.5
2018-09,1.9,22.6,36.8,8.4,-0.9,-8.7,-9.2,6.9,-24.5,5.5,-4.9,25.0,-17.1,-1.3,3.7,21.5
2018-10,1.4,12.7,20.7,4.7,-11.8,-5.0,-5.5,5.6,-22.7,13.2,9.4,24.8,-15.4,-2.1,4.5,17.3
2018-11,1.0,16.0,22.0,10.0,-15.2,-5.9,-4.9,10.9,-19.4,12.5,0.8,21.8,-13.1,1.1,7.8,19.1
2018-12,1.5,16.2,18.8,13.6,-17.6,-13.5,-16.4,11.5,-16.8,-12.2,0.2,22.9,-9.5,-1.5,7.5,6.5
2019-01,1.7,13.8,16.1,11.5,-16.8,-5.5,-2.7,7.6,-14.5,5.5,-1.2,-11.4,-11.3,0.9,6.5,26.7
2019-02,2.7,10.5,13.9,7.2,-11.4,-12.9,-4.3,0.2,-32.8,-5.5,-8.0,-8.6,-25.2,-0.9,3.5,30.8
2019-03,3.2,11.1,12.8,9.4,-11.9,-11.4,-8.4,16.7,-24.8,7.1,-24.2,17.1,-12.8,2.2,2.1,28.3
2019-04,1.5,15.4,16.9,14.0,-13.8,-15.2,-6.7,8.0,-38.5,0.9,-20.3,-8.9,-33.4,-0.2,3.7,24.8
2019-05,3.5,23.3,25.6,20.9,-10.2,-18.1,-11.5,9.5,-39.6,-5.2,-11.8,-14.8,-29.4,1.3,3.3,28.3
2019-06,4.4,13.5,17.1,10.0,-11.4,-17.2,-9.6,10.7,-38.2,-2.6,-16.0,-18.3,-34.9,-0.9,6.3,25.2
2019-07,4.3,12.2,15.5,9.0,-11.7,-20.5,-19.6,11.1,-40.5,-9.9,-9.3,-18.6,-35.7,-0.7,4.3,27.0
2019-08,2.2,12.4,18.0,6.7,-11.3,-15.7,-16.2,10.7,-28.9,-7.6,-20.7,-10.6,-20.5,-0.6,5.0,26.9
2019-09,2.4,10.2,14.1,6.4,-11.3,-26.4,-12.6,13.7,-48.4,-17.3,-18.0,-20.7,-41.1,-3.3,-3.0,25.6
2019-10,2.3,11.6,15.1,8.1,1.0,-23.2,-12.4,15.1,-42.3,-12.3,-24.6,-22.0,-39.0,-4.7,-7.6,25.0
2019-11,3.1,14.7,16.4,13.0,-10.9,-24.0,-18.6,18.9,-46.6,-6.4,-39.9,-21.8,-39.2,-1.9,0.1,27.0
2019-12,-0.5,11.8,19.9,3.8,-11.7,-17.2,-15.2,12.7,-31.1,-7.9,-42.4,4.9,-24.0,-2.3,-6.4,27.4
2020-01,3.1,23.1,28.3,17.9,17.6,-23.6,-9.3,21.7,-29.4,-19.7,-30.1,-20.8,-31.4,-3.8,-8.7,42.5
2020-02,3.0,20.8,28.5,13.2,13.8,-18.6,-1.7,23.7,-31.6,-0.5,-40.5,-0.1,-34.7,-3.0,-5.4,28.7
2020-03,7.0,21.4,27.3,15.5,10.9,-18.6,-7.7,5.9,-50.8,0.9,-17.5,-22.8,-52.8,-9.0,-23.6,30.0
2020-04,-70.8,-6.6,-17.8,4.6,4.0,-54.5,-56.4,34.9,-52.9,-75.8,-66.3,-10.0,-53.1,-24.3,-55.0,39.7
2020-05,-58.5,-5.7,-8.1,-3.3,4.7,-31.2,-61.9,37.6,-58.3,2.4,-73.5,-18.6,-63.3,-16.6,-39.5,44.1
2020-06,-45.2,1.1,7.2,-5.1,-6.6,-29.9,-35.4,33.3,-56.6,0.2,-65.3,-5.6,-55.6,-9.5,-23.8,29.0
2020-07,-33.4,4.6,12.2,-3.0,-4.6,-16.9,-12.1,3.7,-63.4,16.5,-9.1,-21.9,-63.4,-11.8,-23.7,24.3
2020-08,-21.5,1.1,5.4,-3.2,-1.0,-8.3,-9.0,-1.3,-38.5,12.3,1.7,-24.2,-38.9,-16.1,-33.5,27.5
2020-09,-14.5,6.2,15.5,-3.2,7.5,-21.9,-16.3,7.6,-60.1,2.2,12.4,-20.0,-59.9,-10.6,-14.9,18.0
2020-10,-9.9,10.2,16.2,4.3,-7.1,-4.6,-6.3,-4.8,-36.8,18.2,-0.2,-2.9,-37.9,-9.7,-21.3,22.2
2020-11,-7.5,10.7,12.4,9.0,0.1,-19.7,-18.6,-5.8,-48.1,-16.7,24.8,6.3,-49.4,-13.4,-36.3,19.0
2020-12,-3.2,20.2,26.6,13.8,7.2,-7.9,-12.8,-9.8,-37.0,3.4,21.3,19.0,-41.7,-10.4,-21.6,23.0
2021-01,-0.3,14.9,21.3,8.4,2.6,0.2,-6.4,-10.9,-21.7,11.4,25.2,16.2,-26.7,-7.7,-14.1,27.7
2021-02,-4.4,15.1,20.1,10.2,25.0,-8.7,-15.7,-6.3,-37.8,5.3,13.7,37.1,-41.7,-9.1,-21.5,15.7
2021-03,-1.4,22.6,26.3,18.8,14.1,-7.2,-11.4,-8.1,-35.5,5.8,20.8,40.2,-38.4,-6.6,-7.1,26.1
2021-04,0.3,18.7,17.1,20.3,25.8,-3.8,-9.8,-10.4,-25.0,3.2,23.6,40.0,-31.9,-3.0,-4.2,28.4
2021-05,4.6,22.9,25.7,20.1,53.4,14.4,-6.3,-11.5,-0.7,32.5,27.1,48.0,-29.4,-1.1,9.7,34.2
2021-06,5.9,19.4,24.8,14.0,58.3,15.5,-3.4,-13.4,1.3,31.8,30.1,52.3,-7.6,2.9,20.8,34.1
2021-07,7.9,21.3,26.1,16.6,55.4,16.3,-5.3,-12.4,8.1,28.5,33.1,58.8,-0.8,-3.4,9.1,33.0
2021-08,8.6,28.7,32.5,24.9,41.8,21.8,-7.2,-11.6,23.0,30.7,5.6,58.4,0.3,-1.1,5.1,36.1
2021-09,6.3,26.8,26.7,26.9,51.0,6.5,12.5,9.2,-0.1,28.7,6.0,58.5,-2.6,-2.4,6.9,31.5
2021-10,7.6,30.2,29.6,30.8,38.7,5.6,21.2,7.1,0.4,23.4,3.9,64.9,-2.0,-3.4,8.3,40.9
2021-11,8.3,29.7,29.4,30.0,50.4,8.9,37.7,13.5,-4.2,44.4,-5.2,39.3,-8.2,-7.1,-4.0,40.9
2021-12,11.6,33.2,27.8,38.6,53.9,6.5,39.8,10.5,-1.5,31.4,-1.2,63.6,-10.5,-7.6,-9.5,41.5
2022-01,7.1,34.1,32.6,35.6,53.7,14.6,8.6,-10.6,-6.6,39.7,-15.9,61.0,-10.5,-8.7,-7.1,39.0
2022-02,11.0,34.4,28.4,40.3,61.1,13.2,17.4,-9.3,-6.0,36.2,-2.0,64.5,-9.2,-7.7,-4.1,36.2
2022-03,8.0,28.0,22.9,33.0,64.1,-2.4,0.8,9.1,-11.6,13.5,-13.1,63.5,-13.3,-24.0,-44.5,73.8
2022-04,6.8,31.3,31.3,31.2,68.4,1.7,9.6,-9.2,-10.7,6.7,10.0,75.1,-14.6,-21.8,-32.9,63.0
