country,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA,LVA
subject,BCBUTE,BCCI,BCEMFT,BCOBLV,BCSPFT,BRBUFT,BRBUTE,BRCI,BREMFT,BRODFT,BRVSLV,BSCI,BSEMFT,BSFGLV,BSOBLV,BSPRFT,BSPRTE,BSSPFT,BSXRLV,BVBUTE,BVCI,BVDEFT,BVDETE,BVEMFT,BVEMTE,CSCICP02,CSESFT,CSINFT
measure,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA
unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
powercode,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units
reference_period,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05,-34.7,-32.1,-23.1,-41.0,-1.7,-33.9,-43.5,-25.9,-26.7,-66.5,0.3,-16.6,-16.5,0.4,-34.0,-15.4,-25.3,-9.3,-35.2,-46.1,-44.1,-35.1,-51.0,-26.2,-28.2,-21.0,-35.0,4.1
2020-06,-31.0,-22.8,-12.3,-33.2,2.9,-8.2,-41.2,-16.0,-10.1,-37.3,-1.4,-12.1,-9.3,-1.5,-32.8,-4.9,-22.7,-7.5,-37.4,-42.6,-33.7,-12.8,-45.8,-12.6,-29.9,-15.2,-19.0,20.9
2020-07,-21.3,-21.6,-14.0,-29.3,3.0,8.7,-27.5,-6.0,-0.6,1.8,-0.9,-6.1,-2.9,-2.7,-24.4,3.6,-13.3,0.1,-31.6,-34.9,-25.8,-3.3,-39.2,-7.4,-22.9,-15.8,-22.0,13.6
2020-08,-21.4,-18.2,-6.0,-30.4,5.2,7.8,2.1,3.9,0.9,-1.4,-1.9,-5.5,-2.6,-0.3,-19.2,2.4,-3.6,-0.3,-25.4,-19.5,-11.9,1.8,-18.2,-2.0,-17.7,-11.9,-16.7,16.9
2020-09,-17.0,-16.7,-4.9,-28.4,5.8,6.8,7.1,5.4,4.1,14.2,-2.2,-1.1,0.0,-2.7,-16.3,10.5,-1.0,5.7,-22.4,-5.0,-2.8,2.7,-6.2,-4.4,-9.2,-15.2,-25.4,23.4
2020-10,-18.6,-19.3,-6.0,-32.6,4.0,5.7,8.4,5.4,5.3,-2.1,-2.0,-3.9,1.4,-1.3,-20.1,7.0,0.3,4.5,-25.8,-7.3,-6.3,-4.4,-7.1,-3.9,-4.0,-11.5,-17.1,13.2
2020-11,-16.7,-18.2,-10.1,-26.2,5.7,-15.2,-0.5,-4.7,-8.9,-10.9,-1.5,-3.4,0.1,-4.9,-19.6,4.3,1.1,5.9,-22.7,-10.8,-11.0,-14.0,-8.3,-9.1,-6.6,-17.4,-27.6,5.4
2020-12,-9.9,-19.1,-8.0,-30.3,10.1,-17.8,-15.5,-10.8,-16.1,-10.8,-0.9,-4.0,-2.6,-3.2,-17.6,2.4,-0.8,3.9,-21.3,-15.2,-14.8,-14.6,-14.6,-8.6,-6.5,-21.8,-33.5,13.8
2021-01,-12.8,-20.5,-12.1,-28.8,14.7,-15.4,-27.1,-14.0,-14.8,-26.5,-0.6,-6.1,-1.7,-2.2,-21.7,1.3,0.1,5.4,-22.3,-29.0,-23.6,-15.1,-26.7,-12.4,-21.2,-18.6,-33.4,12.8
2021-02,-15.7,-21.4,-10.1,-32.8,18.5,-18.0,-31.1,-15.9,-12.9,-28.3,-1.2,-7.1,-3.1,-3.2,-21.2,-3.4,-1.5,8.1,-19.8,-20.6,-17.8,-10.2,-22.7,-9.6,-15.8,-17.0,-23.3,9.8
2021-03,-18.7,-17.3,-1.0,-33.6,21.8,-16.7,-21.9,-12.4,-8.5,-32.9,-1.4,-4.7,0.4,-4.0,-19.6,1.3,-3.9,14.2,-20.8,-18.5,-15.4,-10.0,-17.7,-9.4,-10.0,-17.9,-29.4,21.6
2021-04,-12.6,-13.5,2.4,-29.5,31.1,5.8,-12.7,-1.4,-2.3,-9.3,-2.7,-0.3,2.3,-4.6,-13.1,7.6,0.7,22.4,-16.8,-11.3,-8.0,-1.5,-11.1,-0.8,-7.9,-8.2,-8.4,21.7
2021-05,-7.5,-9.6,3.6,-22.7,38.5,12.6,0.9,5.4,5.0,-5.3,-2.9,1.4,4.2,-5.2,-11.5,10.4,4.5,22.5,-17.4,-1.6,0.5,4.1,-1.1,-0.2,-3.6,-8.8,-13.8,32.8
2021-06,-0.4,-12.8,2.4,-28.1,43.6,14.1,6.9,8.0,7.1,-2.6,-2.9,3.8,4.8,-6.0,-8.3,13.7,3.6,26.9,-14.2,2.5,4.6,6.8,4.4,3.0,-3.0,-2.8,-5.4,30.4
2021-07,-1.5,-8.2,5.7,-22.0,48.6,9.3,17.9,10.6,1.8,6.5,-4.6,2.9,5.7,-6.2,-7.6,10.1,7.4,26.6,-16.5,3.9,4.7,6.0,4.2,1.0,-2.7,-15.3,-26.0,43.5
2021-08,3.3,-10.8,0.2,-21.7,48.8,8.2,16.8,9.2,-0.4,11.3,-2.7,0.7,3.1,-4.3,-11.5,9.3,6.8,25.8,-16.4,10.2,8.6,6.0,9.6,2.1,1.8,-12.7,-21.0,46.6
2021-09,0.1,-10.3,3.2,-23.8,54.4,5.8,8.8,7.3,0.3,8.2,-7.4,1.3,4.8,-5.7,-10.6,8.8,5.3,19.9,-16.3,6.7,4.5,0.5,6.2,1.8,-2.0,-18.1,-28.9,20.1
2021-10,-2.5,-10.6,0.7,-22.0,60.3,-10.1,2.6,0.3,-6.3,1.6,-8.4,0.5,2.8,-3.6,-10.2,8.2,7.1,25.8,-13.4,4.8,1.6,-5.4,5.4,-3.7,-3.5,-4.9,-11.3,40.2
2021-11,-2.9,-13.9,-1.6,-26.1,62.0,-3.9,-18.4,-4.9,-7.5,-20.0,-7.6,-1.3,2.0,-3.6,-13.5,6.1,1.8,27.3,-14.4,-1.9,-0.4,-2.3,2.8,-0.6,-5.7,-13.6,-34.5,49.9
2021-12,-5.8,-12.9,0.3,-26.1,65.7,3.8,-17.2,-2.6,-4.4,7.6,-5.5,-1.1,4.5,-2.4,-14.4,8.6,3.1,27.9,-16.0,-1.1,0.6,1.7,1.3,3.2,-3.3,-8.0,-19.9,38.9
2022-01,-6.8,-8.2,6.8,-23.3,72.4,4.7,-6.8,0.4,3.3,16.1,-3.4,-1.9,7.8,1.5,-10.1,5.9,4.4,33.1,-12.4,-1.5,3.8,8.8,4.0,5.1,0.7,-16.8,-28.0,43.4
2022-02,-3.2,-6.2,7.3,-19.7,70.7,6.8,0.5,4.2,4.2,17.8,-5.3,1.0,7.5,-2.7,-10.7,11.0,4.4,34.1,-13.1,2.1,6.8,11.6,6.6,13.6,2.1,-14.7,-23.2,29.4
2022-03,-4.4,-16.3,-9.5,-23.2,77.1,-12.1,5.8,0.3,3.2,-17.4,-7.3,-2.5,4.2,-3.8,-12.0,0.7,2.4,51.9,-14.4,-3.1,-5.6,-15.7,2.1,-5.0,-2.4,-25.6,-46.9,60.8
2022-04,-8.0,-14.5,-6.4,-22.5,78.7,-4.4,2.4,0.6,1.8,6.5,-3.7,-3.7,5.5,-2.2,-12.9,-0.5,3.6,52.5,-15.0,-2.6,-4.4,-11.1,0.6,-4.3,-2.7,-22.5,-43.0,50.8
2022-05,-6.9,-14.9,-7.0,-22.9,74.5,-7.0,2.7,0.2,0.0,-5.1,-4.8,-2.5,2.9,-3.0,-12.1,1.6,3.6,49.7,-15.4,-3.0,-2.7,-7.3,2.3,-3.6,-2.4,-28.0,-52.4,65.2
2022-06,-6.7,-14.5,-4.8,-24.2,75.5,-6.3,-0.2,-0.3,-4.5,-3.6,-5.7,-4.4,-0.8,-2.3,-9.7,-5.9,5.8,45.7,-15.7,-1.7,-3.4,-9.0,0.6,-1.8,-4.9,-39.0,-64.0,64.6
2022-07,-10.2,-14.8,-2.7,-26.9,73.1,-6.0,-4.9,-2.1,-0.6,-3.9,-4.7,-3.7,-2.4,-4.0,-12.0,-3.2,-3.1,37.3,-17.6,-1.2,-0.9,-3.3,1.9,2.1,-0.4,-23.6,-41.3,39.3
2022-08,-12.9,-14.0,-1.2,-26.8,71.6,-0.8,-5.9,-0.6,-3.6,0.6,-5.1,-5.2,-0.9,-4.7,-17.3,-3.0,-3.5,35.9,-21.8,1.9,0.5,-1.9,1.6,2.7,-2.8,-29.5,-49.3,46.0
2022-09,-11.5,-16.2,-7.7,-24.7,69.0,0.0,-6.0,0.5,-4.6,-1.5,-7.5,-7.8,-2.3,-2.0,-22.0,-3.3,-7.7,37.9,-24.8,-2.4,-2.3,-2.6,-1.9,1.8,-3.6,-31.2,-45.6,38.7
2022-10,-6.6,-14.8,-4.5,-25.0,64.3,-2.8,-0.5,0.9,-6.3,-6.0,-5.9,-8.7,-4.9,-0.4,-24.5,-2.1,-9.5,32.8,-29.7,-2.8,-1.4,0.1,-1.6,2.2,-2.2,-27.0,-45.5,39.1
2022-11,-5.1,-12.3,-0.5,-24.1,61.8,1.8,3.6,3.4,-0.4,1.2,-4.8,-9.1,-3.8,0.1,-27.1,0.0,-10.3,28.3,-29.3,-0.1,-0.1,-2.7,2.6,1.5,-0.5,-31.6,-55.9,43.2
2022-12,-6.4,-13.9,-3.2,-24.6,57.6,3.1,14.1,6.6,1.7,2.9,-2.4,-8.4,0.2,-0.5,-28.1,2.6,-6.6,24.0,-32.2,0.0,1.9,3.2,2.6,3.4,-0.4,-32.7,-53.7,43.5
2023-01,-2.4,-11.4,-1.6,-21.1,48.3,4.6,15.6,7.5,-1.3,-1.3,-2.2,-8.5,-5.4,0.0,-29.3,3.7,-7.0,14.1,-32.2,2.0,3.6,3.1,5.6,6.0,4.1,-32.3,-43.6,22.6
2023-02,-3.5,-10.8,-3.9,-17.6,48.3,6.6,11.5,7.3,0.3,2.2,-3.8,-7.9,0.5,-1.0,-29.4,4.8,-4.1,10.5,-31.9,2.6,2.9,1.1,5.2,4.6,4.5,-27.1,-37.3,11.6
2023-03,-0.3,-8.4,3.0,-19.7,42.1,11.2,9.3,6.9,5.8,9.1,-0.3,-6.0,-0.7,-2.7,-29.9,9.2,-0.2,7.2,-32.5,3.3,4.5,6.4,3.9,7.2,1.0,-23.4,-32.0,15.5
2023-04,-0.8,-9.1,-2.4,-15.8,35.0,9.6,8.8,5.4,5.0,11.9,2.3,-7.2,-3.2,-0.3,-28.7,6.8,-5.7,4.2,-31.1,1.9,2.2,2.0,2.7,3.1,2.7,-24.3,-32.5,22.6
2023-05,-2.1,-11.1,-2.1,-20.1,35.8,12.4,10.7,7.5,7.1,16.9,0.5,-9.4,-3.1,0.1,-28.1,0.1,-8.9,4.6,-30.7,-3.0,-1.6,-1.3,-0.5,1.1,1.1,-18.4,-23.4,7.5
2023-06,-6.6,-12.2,-4.5,-20.0,31.3,6.8,9.8,4.7,2.6,11.8,2.4,-7.6,-1.2,-1.3,-27.1,3.0,-9.3,3.0,-31.1,-2.3,-3.0,-4.4,-2.4,-1.5,-0.9,-21.2,-25.9,55.1
2023-07,-5.6,-13.1,-4.6,-21.7,28.0,6.7,4.2,2.9,2.4,5.9,2.2,-7.8,-3.3,-0.5,-25.5,1.7,-7.4,3.7,-29.0,-4.8,-4.0,-2.3,-4.8,-0.7,-4.3,-15.3,-22.0,18.8
2023-08,-5.7,-12.8,-3.0,-22.7,28.5,5.2,0.8,2.2,2.6,0.2,-0.5,-8.1,-2.1,-3.6,-29.4,1.5,-11.8,3.6,-30.9,-3.9,-2.8,-1.5,-3.2,1.5,-5.3,-17.9,-17.7,8.0
2023-09,-6.2,-11.4,0.0,-22.8,26.4,7.2,1.2,2.7,0.1,0.0,0.4,-7.9,-0.6,-0.3,-25.0,1.1,-9.9,2.6,-27.9,12.4,2.3,-2.1,-3.5,1.9,-1.9,-12.2,-15.9,8.1
2023-10,-6.5,-12.1,0.0,-24.2,26.5,12.0,-0.8,3.4,1.6,6.9,1.0,-8.3,-2.5,-0.8,-29.4,3.6,-10.2,2.2,-33.2,-4.0,-1.8,2.8,-4.0,0.2,-5.0,-18.0,-23.6,10.8
2023-11,-7.7,-10.8,1.2,-22.8,24.6,8.6,-0.2,2.2,1.7,7.3,1.9,-8.2,-2.1,-2.9,-29.0,1.4,-7.7,5.5,-32.3,-4.6,-0.6,8.3,-5.5,0.0,-3.1,-23.5,-31.5,20.3
2023-12,-7.5,-11.5,-1.0,-22.0,25.3,9.3,3.0,3.7,5.5,5.8,1.3,-9.4,-3.3,-2.4,-30.9,0.2,-10.3,7.1,-33.6,-1.4,2.6,8.6,0.8,1.1,-0.6,-17.0,-19.1,8.3
2024-01,-8.3,-11.0,-0.8,-21.2,27.4,4.0,1.3,0.6,0.6,-3.2,3.6,-8.2,-1.5,-1.1,-31.0,5.2,-10.0,7.6,-36.9,0.9,1.8,9.0,-4.4,6.2,-0.7,-13.2,-18.5,12.8
