country,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN
subject,BCBUTE,BCCI,BCEMFT,BCOBLV,BCSPFT,BRBUFT,BRBUTE,BRCI,BREMFT,BRODFT,BRVSLV,BSCI,BSEMFT,BSFGLV,BSOBLV,BSPRFT,BSPRTE,BSSPFT,BSXRLV,BVBUTE,BVCI,BVDEFT,BVDETE,BVEMFT,BVEMTE,CSCICP02,CSESFT,CSINFT
measure,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA
unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
powercode,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units
reference_period,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06,35.4,26.1,28.1,24.2,12.0,31.7,42.4,23.3,38.8,-5.7,4.4,10.3,19.6,12.9,16.9,27.0,25.6,11.1,15.7,41.0,24.4,12.6,19.4,12.2,11.2,-4.2,3.9,32.6
2018-07,32.4,22.7,24.7,20.7,8.9,17.1,18.0,11.2,27.7,8.0,1.4,5.8,17.1,10.1,8.4,19.1,26.9,11.9,7.9,40.2,24.2,17.8,14.7,14.9,7.9,-7.0,2.0,29.6
2018-08,27.5,21.6,29.1,14.2,12.5,26.5,12.4,10.4,30.8,5.2,7.8,5.8,14.6,6.7,4.5,19.7,21.4,6.7,3.3,38.3,24.8,19.7,16.4,19.0,6.2,-7.2,-1.1,33.2
2018-09,14.8,16.2,24.3,8.1,7.8,28.4,28.3,16.5,35.5,8.6,7.1,2.6,13.9,12.5,3.4,17.0,20.4,7.9,0.8,38.8,25.4,21.7,15.8,18.8,6.8,-10.5,-6.6,34.6
2018-10,22.9,19.1,23.0,15.3,9.8,30.3,30.9,19.0,37.7,9.7,4.1,9.5,14.8,8.4,7.5,29.5,15.5,8.4,2.6,36.9,23.4,19.6,13.7,22.3,6.1,-8.4,-4.3,35.9
2018-11,26.3,26.4,32.1,20.7,12.6,28.3,5.4,10.3,37.8,9.9,2.8,6.4,13.7,8.4,9.5,18.1,14.3,9.0,10.0,38.4,22.4,18.6,10.2,20.1,7.3,-8.3,-4.0,33.5
2018-12,22.7,15.7,21.8,9.6,3.5,45.2,4.5,13.0,36.9,2.4,10.6,5.8,19.1,8.2,8.8,17.0,27.9,9.7,7.9,39.7,26.6,23.0,17.3,20.8,15.9,-8.4,-3.7,33.1
2019-01,38.1,10.4,3.2,17.7,-1.2,57.2,37.9,28.2,37.3,-2.7,10.4,6.9,16.6,5.4,6.9,19.2,20.9,7.0,4.0,40.8,26.2,22.5,15.5,18.2,9.6,-8.0,-3.5,36.0
2019-02,20.1,17.4,26.3,8.6,13.9,49.1,0.7,14.1,34.7,0.5,7.6,1.9,12.1,9.1,2.7,12.2,18.7,4.7,1.7,39.4,25.1,18.5,17.3,23.9,15.0,-8.2,-5.7,37.0
2019-03,24.6,15.9,24.0,7.7,10.7,53.1,26.7,24.7,35.6,0.6,5.5,3.3,11.8,6.5,-1.5,18.0,9.7,1.2,-3.5,35.6,22.7,16.4,15.9,19.6,10.6,-8.3,-5.0,34.8
2019-04,17.5,11.9,17.6,6.3,9.8,41.9,5.5,12.9,25.8,-2.3,8.8,1.2,11.0,9.5,0.7,12.5,12.5,-1.8,-3.4,38.1,21.8,16.0,11.2,16.4,10.8,-9.5,-8.3,36.0
2019-05,17.3,13.2,18.9,7.4,8.4,43.8,45.2,26.1,35.9,6.1,10.7,3.2,6.9,5.9,0.0,15.4,13.8,-1.9,2.7,34.4,19.9,14.4,10.9,14.6,13.9,-8.6,-7.1,37.6
2019-06,11.0,13.2,21.7,4.8,5.0,46.3,17.4,18.2,33.1,7.7,9.0,-2.9,-0.6,3.2,-8.8,3.4,11.0,-0.2,-11.6,32.7,20.7,14.5,15.0,16.9,10.7,-8.3,-8.6,32.0
2019-07,13.6,9.5,15.5,3.4,2.1,47.3,11.9,17.5,36.8,7.6,6.6,-0.6,6.0,4.8,-8.6,11.6,5.9,-5.3,-14.1,31.7,21.7,23.0,10.6,16.0,12.3,-8.5,-6.9,35.9
2019-08,9.7,8.7,11.8,5.6,1.6,47.2,29.9,22.7,19.8,14.3,9.0,-1.4,3.0,4.5,-8.3,8.7,6.3,-6.5,-8.3,34.9,19.7,13.6,10.4,18.5,14.1,-10.1,-10.6,36.6
2019-09,10.5,8.9,15.8,2.0,3.7,50.2,15.0,19.5,37.6,50.7,6.7,-1.5,-0.9,4.9,-12.8,13.2,0.2,-6.7,-13.7,32.1,20.2,14.5,14.2,17.0,16.0,-11.3,-12.5,32.7
2019-10,7.1,5.2,16.0,-5.6,0.6,47.4,12.9,19.1,37.6,45.1,3.0,-1.5,-0.6,7.2,-14.2,16.9,4.7,-4.4,-14.9,32.3,18.9,14.9,9.5,20.4,9.8,-11.5,-15.1,33.8
2019-11,11.9,7.0,19.1,-5.1,1.1,46.6,-21.2,5.1,33.9,8.9,10.0,-2.3,-5.0,5.7,-9.2,7.9,4.3,-4.9,-9.6,30.0,19.1,14.3,12.9,15.3,13.4,-12.9,-17.1,34.2
2019-12,-2.4,6.3,19.1,-6.5,2.3,31.2,34.5,17.5,20.9,14.4,13.1,-2.3,4.9,3.5,-14.4,11.0,2.7,-0.6,-16.7,30.5,17.8,13.9,9.0,14.9,10.8,-14.0,-17.8,39.0
2020-01,1.0,7.5,19.6,-4.7,7.9,14.5,43.7,15.9,15.2,31.9,10.3,-1.1,1.4,5.6,-10.3,12.5,3.5,-3.9,-9.3,34.4,19.9,15.9,9.3,20.8,7.7,-11.9,-16.2,38.3
2020-02,6.7,7.3,20.0,-5.5,9.3,37.7,34.1,31.1,37.3,51.6,-21.5,0.8,2.4,0.8,-6.7,9.7,1.4,-2.7,-9.2,35.5,18.8,14.4,6.6,15.6,12.7,-14.2,-21.8,39.9
2020-03,25.1,5.5,12.6,-1.6,-1.2,33.5,2.3,7.9,29.8,14.2,12.1,-7.5,-8.2,4.8,-6.1,-11.7,10.4,-1.1,-12.1,30.7,9.0,-14.4,10.7,5.5,3.8,-16.2,-25.7,42.6
2020-04,-33.9,-26.5,-11.7,-41.4,-14.5,-43.2,-19.1,-29.3,-20.2,-41.4,25.5,-37.8,-40.3,2.3,-62.5,-48.5,-22.0,-15.4,-67.0,1.8,-30.4,-60.1,-32.8,-31.4,-8.9,-38.8,-64.5,45.9
2020-05,-43.5,-27.6,-11.2,-44.0,-11.3,-11.8,-31.1,-22.0,-22.4,-33.6,23.0,-26.7,-47.3,-1.5,-74.2,-7.5,-71.2,-13.1,-73.2,-22.6,-31.0,-17.2,-53.2,-18.2,-27.3,-35.4,-58.3,41.5
2020-06,-32.3,-11.9,3.3,-27.1,-4.2,41.3,-46.9,-5.8,-24.9,17.8,11.6,-19.9,-37.0,3.2,-60.6,4.3,-54.5,-12.8,-63.7,-28.3,-24.5,14.5,-59.6,-12.8,-34.3,-30.2,-48.7,41.5
2020-07,-24.4,-6.8,9.2,-22.8,-2.1,33.0,-23.5,8.1,-23.8,19.2,-14.7,-12.3,-24.8,-1.4,-53.6,15.3,-29.2,-8.8,-50.5,-24.8,-23.0,2.4,-46.6,-9.7,-28.2,-27.9,-46.2,32.6
2020-08,-12.0,-4.3,14.4,-23.0,-1.1,30.5,15.9,12.9,-6.4,-1.1,7.9,-2.2,-9.8,-3.2,-27.8,18.1,-9.8,-5.9,-32.0,-10.5,-9.2,2.9,-19.9,0.1,-26.8,-23.2,-38.4,30.3
2020-09,-8.5,-1.9,13.9,-17.6,-2.5,37.0,26.7,13.8,-21.6,41.9,22.3,1.1,2.6,-1.2,-20.8,23.0,11.2,-8.1,-24.3,-2.6,-4.7,-0.9,-10.8,-0.5,-15.8,-25.0,-34.7,28.8
2020-10,-6.1,0.0,10.8,-10.7,2.8,-23.5,25.1,1.0,-25.4,-14.0,-1.4,1.2,10.7,-1.6,-18.3,20.2,11.1,-2.8,-15.9,1.2,-8.5,-10.9,-15.9,0.3,-8.6,-27.1,-40.4,32.2
2020-11,-6.1,-5.1,10.5,-20.7,-6.2,-6.8,-21.4,-11.2,-11.6,-0.9,5.4,-1.1,4.3,2.8,-11.5,11.1,20.0,-2.4,-11.7,-9.7,-21.4,-28.4,-26.1,-3.0,-13.3,-30.6,-41.6,32.7
2020-12,6.1,0.4,11.1,-10.4,1.3,13.9,-34.9,-9.0,-12.4,-4.8,6.0,0.7,4.9,1.1,-11.2,14.3,22.0,-1.4,-13.0,-15.2,-17.7,-3.2,-34.6,3.9,-10.0,-27.8,-38.4,30.8
2021-01,3.4,2.5,12.3,-7.2,6.8,12.8,-40.3,-23.0,-28.3,-11.3,41.5,5.0,6.9,0.2,-7.2,22.6,16.9,5.1,-3.9,-12.4,-12.3,6.1,-30.6,4.0,-8.9,-28.2,-39.7,33.2
2021-02,14.6,9.2,18.9,-0.4,3.9,30.8,-41.8,-16.4,-24.3,-17.6,38.3,4.5,11.6,1.2,-2.7,17.4,11.2,8.5,-2.5,-10.5,-8.6,7.3,-22.5,4.4,-9.9,-22.2,-30.6,37.7
2021-03,17.3,15.1,22.0,8.3,10.3,46.7,-32.2,-7.7,-17.6,-28.9,37.5,10.3,21.8,-0.1,7.5,23.2,22.5,10.8,1.2,-6.4,-5.2,5.0,-14.3,9.5,-5.5,-21.9,-29.9,39.5
2021-04,14.7,17.6,26.1,9.1,24.0,43.2,-7.1,5.7,-8.8,-10.0,19.0,8.6,12.1,1.3,6.2,20.9,20.4,19.6,5.6,-1.5,3.4,16.0,-4.3,17.8,-0.9,-24.2,-36.8,46.7
2021-05,21.7,20.3,28.8,11.7,26.3,30.8,11.7,16.3,1.1,11.4,-6.3,11.0,20.7,-0.6,12.7,19.6,21.7,29.9,14.2,14.3,12.5,20.0,3.2,22.4,7.7,-19.9,-25.6,51.7
2021-06,20.2,19.8,29.4,10.1,38.9,37.7,35.0,26.9,-11.4,26.9,-7.9,11.3,24.0,6.1,19.4,20.6,26.8,33.7,15.6,19.6,17.5,18.4,14.5,22.6,1.9,-19.2,-25.2,55.9
2021-07,14.5,17.2,23.6,10.9,36.9,43.1,14.3,15.1,-9.8,1.9,12.0,9.9,23.4,4.2,10.0,24.0,18.6,29.6,7.4,14.5,13.2,9.9,15.1,18.4,5.4,-19.3,-28.7,51.1
2021-08,13.8,18.0,24.8,11.2,32.2,40.0,13.2,19.1,-1.7,16.3,-4.2,10.1,26.1,5.8,12.9,23.0,24.5,30.3,9.2,16.8,11.3,2.3,14.8,8.0,11.8,-21.1,-27.7,49.8
2021-09,20.9,22.1,28.2,16.1,37.5,30.0,-18.0,6.6,-11.8,15.5,-7.8,7.0,25.4,8.0,15.2,13.9,21.1,32.9,14.1,19.7,12.2,5.1,11.9,15.3,8.5,-21.9,-30.7,56.0
2021-10,26.4,23.5,30.7,16.3,36.5,29.0,-18.9,-1.2,2.4,7.3,13.6,3.2,21.0,10.6,1.5,18.6,12.8,33.9,0.6,20.6,14.1,7.8,13.8,21.0,13.0,-23.9,-29.5,62.9
2021-11,19.0,20.4,30.0,10.9,48.9,28.8,-10.6,4.2,-2.6,14.0,5.6,7.1,22.8,10.3,6.8,24.8,14.4,44.3,8.5,25.1,16.4,10.5,13.6,14.5,10.7,-25.4,-33.8,61.4
2021-12,25.1,27.2,36.7,17.7,53.2,14.2,9.6,12.6,-0.4,7.3,-13.9,9.0,30.1,9.7,6.2,30.6,17.0,46.6,8.0,22.2,11.7,4.6,8.3,17.5,11.3,-23.5,-30.8,62.4
2022-01,18.9,27.4,35.8,18.9,54.1,25.4,6.3,15.2,6.4,17.6,-13.8,8.7,28.7,7.7,14.1,19.9,26.4,48.0,12.8,22.3,14.0,9.6,10.2,18.5,7.2,-24.2,-28.9,63.4
2022-02,37.8,27.6,29.5,25.8,53.8,29.2,6.2,15.2,2.5,6.3,-10.1,9.4,24.0,5.7,11.3,22.5,29.4,42.5,8.7,24.6,14.8,14.2,5.7,19.6,11.2,-22.4,-26.5,54.9
2022-03,34.1,27.3,27.1,27.4,60.4,9.9,9.5,20.1,-9.0,29.6,-40.7,4.1,21.6,7.8,9.5,10.7,25.3,43.1,8.7,19.8,15.2,14.1,11.6,21.6,8.1,-31.1,-40.5,78.5
2022-04,37.5,23.1,24.1,22.1,63.7,22.6,28.3,26.6,3.1,29.3,-29.0,5.0,28.6,9.9,8.7,16.3,19.2,51.3,5.8,,,,,,,-26.3,-32.1,67.0
