country,DEU,DEU
1983-Q4,80.1,8.066667
1984-Q1,81.6,10.63333
1984-Q2,77.1,-5.133333
1984-Q3,80.8,1.966667
1984-Q4,82.1,-0.2666667
1985-Q1,82.2,-5.2
1985-Q2,83.2,3.5
1985-Q3,84.3,-1.5
1985-Q4,84.7,4.2
1986-Q1,84.8,2.0
1986-Q2,84.2,-6.9
1986-Q3,84.7,7.9
1986-Q4,85.3,1.4
1987-Q1,84.3,-0.7
1987-Q2,83.6,2.4
1987-Q3,84.0,-0.7
1987-Q4,84.8,7.7
1988-Q1,84.7,2.2
1988-Q2,84.7,12.8
1988-Q3,85.8,15.5
1988-Q4,87.6,14.8
1989-Q1,88.3,13.9
1989-Q2,87.7,12.6
1989-Q3,88.5,12.0
1989-Q4,89.7,7.9
1990-Q1,89.4,4.4
1990-Q2,89.2,14.7
1990-Q3,89.3,5.8
1990-Q4,90.7,10.0
1991-Q1,89.0,-7.1
1991-Q2,88.1,-13.3
1991-Q3,86.4,-8.2
1991-Q4,85.9,-14.9
1992-Q1,86.0,-7.0
1992-Q2,80.8,-20.1
1992-Q3,79.5,-26.5
1992-Q4,77.3,-31.2
1993-Q1,76.4,-24.8
1993-Q2,76.0,-21.9
1993-Q3,76.0,-15.3
1993-Q4,76.8,-12.6
1994-Q1,78.8,1.4
1994-Q2,80.3,4.8
1994-Q3,82.1,8.0
1994-Q4,83.2,10.0
1995-Q1,84.6,4.1
1995-Q2,84.6,-8.8
1995-Q3,84.0,-11.9
1995-Q4,83.7,-13.6
1996-Q1,82.2,-18.6
1996-Q2,81.8,-13.7
1996-Q3,81.8,-8.6
1996-Q4,81.8,-8.1
1997-Q1,83.8,-1.2
1997-Q2,84.0,1.1
1997-Q3,84.8,5.6
1997-Q4,85.2,2.3
1998-Q1,86.0,4.6
1998-Q2,86.3,-1.9
1998-Q3,85.7,-8.2
1998-Q4,84.2,-11.7
1999-Q1,84.1,-11.9
1999-Q2,83.6,-5.6
1999-Q3,84.1,-1.3
1999-Q4,84.4,1.0
2000-Q1,86.1,6.7
2000-Q2,86.3,1.7
2000-Q3,86.9,4.8
2000-Q4,87.3,-2.6
2001-Q1,88.4,-7.7
2001-Q2,84.8,-16.7
2001-Q3,84.0,-24.2
2001-Q4,82.0,-22.9
2002-Q1,82.3,-15.7
2002-Q2,81.9,-6.9
2002-Q3,82.7,-8.3
2002-Q4,83.2,-11.6
2003-Q1,82.8,-11.5
2003-Q2,82.6,-13.1
2003-Q3,82.1,-10.1
2003-Q4,83.6,0.8
2004-Q1,83.7,3.2
2004-Q2,83.6,1.6
2004-Q3,84.2,3.2
2004-Q4,84.6,1.0
2005-Q1,84.0,-8.2
2005-Q2,83.2,-8.6
2005-Q3,83.8,2.3
2005-Q4,84.7,4.8
2006-Q1,85.0,10.4
2006-Q2,86.1,18.2
2006-Q3,87.2,14.9
2006-Q4,88.3,19.0
2007-Q1,88.0,11.9
2007-Q2,88.4,14.5
2007-Q3,88.1,9.6
2007-Q4,88.7,4.5
2008-Q1,88.5,5.9
2008-Q2,87.7,-8.3
2008-Q3,86.2,-22.1
2008-Q4,85.1,-54.7
2009-Q1,75.6,-51.5
2009-Q2,70.2,-26.8
2009-Q3,70.4,-0.7
2009-Q4,73.0,5.6
2010-Q1,74.6,15.8
2010-Q2,79.3,22.1
2010-Q3,82.1,24.1
2010-Q4,83.7,21.7
2011-Q1,84.6,21.7
2011-Q2,85.8,12.8
2011-Q3,86.2,0.7
2011-Q4,85.5,-6.3
2012-Q1,84.6,-7.1
2012-Q2,84.6,-12.1
2012-Q3,83.7,-15.7
2012-Q4,82.4,-10.3
2013-Q1,82.4,-9.1
2013-Q2,82.5,-2.3
2013-Q3,83.2,4.6
2013-Q4,84.0,6.2
2014-Q1,84.0,8.4
2014-Q2,84.4,-1.5
2014-Q3,84.3,-5.5
2014-Q4,84.3,-6.0
2015-Q1,84.0,0.2
2015-Q2,84.2,-4.1
2015-Q3,84.3,-0.9
2015-Q4,84.3,-0.7
2016-Q1,84.4,-1.7
2016-Q2,84.1,0.4
2016-Q3,84.6,2.9
2016-Q4,85.5,9.9
2017-Q1,85.4,13.4
2017-Q2,86.0,14.4
2017-Q3,87.0,18.2
2017-Q4,87.9,22.5
2018-Q1,88.0,17.7
2018-Q2,87.5,10.6
2018-Q3,87.7,10.7
2018-Q4,87.3,-8.6
2019-Q1,86.2,-9.5
2019-Q2,85.1,-6.7
2019-Q3,83.9,-18.4
2019-Q4,82.9,-2.2
2020-Q1,83.2,-3.3
2020-Q2,70.0,-49.6
2020-Q3,74.9,28.3
2020-Q4,81.0,37.5
2021-Q1,82.2,15.6
2021-Q2,85.4,35.4
2021-Q3,86.5,33.1
2021-Q4,85.4,17.1
2022-Q1,86.0,6.8
2022-Q2,84.9,-5.0
2022-Q3,85.1,-9.8
2022-Q4,84.9,-13.2
2023-Q1,84.6,-14.3
2023-Q2,84.2,-7.6
2023-Q3,82.9,-14.7
2023-Q4,81.9,-13.9
