country,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL
1967-Q1,-67.15482,88.14191,-21.23263,,-18.72988,-22.90632,-5.347841,20.36386,
1967-Q2,-64.96729,86.39603,-23.10886,,-48.11236,-20.29758,-32.75346,7.788878,
1967-Q3,-53.6137,83.89552,-17.69263,,-44.12082,-21.36137,-30.1968,-9.686602,
1967-Q4,-50.01183,85.95146,-3.674501,,-15.39972,-1.731421,-6.521165,35.35856,
1968-Q1,-12.65023,86.02351,9.680995,,-2.450803,19.97701,-0.7965659,31.48413,
1968-Q2,18.22968,86.62299,22.87335,,31.44629,39.01832,26.13283,14.01999,
1968-Q3,50.84226,88.19367,26.13614,,44.81933,42.12885,41.4842,34.35241,
1968-Q4,61.69281,89.35349,23.40066,,44.5705,46.12598,44.76837,25.31697,
1969-Q1,55.13765,89.41512,25.56623,,42.21886,40.13388,38.99914,27.09037,
1969-Q2,41.8862,90.25886,27.55307,,47.61479,38.84653,42.72072,23.68495,
1969-Q3,31.69129,90.16618,25.01913,,42.91377,40.0938,39.88945,24.58279,
1969-Q4,36.54677,90.7051,23.08855,,45.11428,37.49773,35.22548,35.99684,
1970-Q1,18.73686,90.59194,17.41866,,45.32725,27.15458,48.41685,40.97914,
1970-Q2,-10.62431,90.85886,17.86062,,34.51169,22.90966,36.50352,61.54383,
1970-Q3,-19.60375,90.45889,14.62067,,28.76633,17.9419,31.09591,57.51186,
1970-Q4,-42.17605,90.17154,12.10319,,14.45608,10.19782,18.09899,52.27349,
1971-Q1,-34.38363,89.48871,5.614567,,-5.588774,11.91884,6.101001,47.67048,
1971-Q2,-10.89511,88.99128,1.820054,,-10.19258,10.65763,-0.665289,46.25515,
1971-Q3,-0.4176225,88.4313,4.688194,,-10.60369,20.61492,-6.039639,46.38317,
1971-Q4,21.92135,87.65585,0.3536443,,-12.32202,17.29672,2.221655,49.67996,
1972-Q1,16.80588,88.4015,16.52435,,1.818956,45.401,7.307088,18.79265,
1972-Q2,56.85502,89.30451,21.87228,,29.70445,52.76161,27.46932,21.55354,
1972-Q3,61.50026,91.10278,36.62933,,47.06393,63.59712,45.01576,33.59822,
1972-Q4,78.91861,91.12347,35.52858,,68.13019,56.49937,56.96153,47.56087,
1973-Q1,56.4246,92.26907,37.55951,,71.3667,54.6648,56.36974,49.52485,
1973-Q2,34.63594,91.98587,30.20682,,59.90414,41.37976,50.33052,44.79382,
1973-Q3,3.251014,92.05666,20.0192,,58.26943,31.12673,51.24221,46.37476,
1973-Q4,-42.91355,91.55011,24.00449,,48.25397,30.94584,37.03531,44.11985,
1974-Q1,-17.99917,92.14262,13.16248,,39.64221,15.2186,36.04937,61.14603,
1974-Q2,-66.81485,91.46283,13.48733,,13.1267,14.5053,26.60412,73.2972,
1974-Q3,-65.26099,89.01215,-14.51272,,-31.58753,-16.37793,-4.131352,57.68781,
1974-Q4,-66.34522,88.88332,-22.4639,,-52.16064,-17.39061,-27.64925,44.68151,
1975-Q1,-38.26676,88.15898,-10.37694,,-30.99445,-8.468028,-12.70822,48.6776,
1975-Q2,-36.57461,87.4185,-11.94084,,-33.37885,-7.382908,-23.11518,53.58727,
1975-Q3,-46.33874,88.88258,-4.0625,,-17.21182,5.895931,-14.11864,65.73386,
1975-Q4,-30.68097,88.77438,-1.537547,,-1.86005,11.39888,8.725578,68.17619,
1976-Q1,-30.02167,87.43096,-6.516032,,-5.259533,-4.324152,12.74077,62.23678,
1976-Q2,-39.88071,87.92713,-2.19317,,-3.673516,12.20079,6.376435,65.50201,
1976-Q3,-14.86721,88.83756,1.331629,,11.87051,6.790425,25.17672,29.24857,
1976-Q4,-35.39207,89.10893,-2.560595,,4.36067,-1.330165,21.87618,78.94915,
1977-Q1,-45.90713,88.15237,-16.54553,,-16.52336,-15.38857,0.2542961,69.50872,
1977-Q2,-58.48672,86.41935,-33.84769,,-38.39298,-28.4484,-19.66966,59.74208,
1977-Q3,-70.76585,84.50511,-35.05864,,-50.32732,-16.81202,-41.94568,60.16584,
1977-Q4,-41.78913,84.26807,-26.72043,,-49.0339,-11.43002,-38.12904,55.87297,
1978-Q1,-16.48039,84.80453,-9.479228,37.13731,-31.13811,9.312052,-28.08679,49.87739,
1978-Q2,23.8276,86.58067,4.329202,34.21252,-0.9690555,23.51284,2.880613,53.71677,
1978-Q3,20.04963,87.35241,-0.6760398,23.79148,13.68675,13.74373,24.19753,53.53808,
1978-Q4,-9.78234,87.60479,1.845777,10.24671,24.37515,7.702029,25.05814,65.08997,
1979-Q1,-36.04679,88.70419,-5.911361,8.307803,20.97781,4.247162,27.9579,61.75001,
1979-Q2,-42.67231,88.99294,-8.389744,-6.558754,0.02153815,0.7476689,11.25737,69.10313,
1979-Q3,-28.25999,87.85286,-4.394101,19.19679,-0.1047244,2.450414,9.592098,75.67702,
1979-Q4,-34.29266,88.2823,-12.97867,22.20264,-16.62944,0.6951475,-4.405113,69.38414,
1980-Q1,-30.66799,86.06904,-25.08025,24.5585,-31.30602,-10.32678,-22.97108,70.18914,
1980-Q2,-40.02371,83.63275,-22.78818,41.13208,-26.18428,-10.82809,-17.20488,63.58695,
1980-Q3,-35.86616,85.68792,-16.71567,29.89011,-19.63352,1.020948,-16.49613,67.48932,
1980-Q4,-0.7775559,85.08879,-1.232899,30.77125,-1.501723,13.5771,-5.447171,72.90959,
1981-Q1,25.29009,86.30232,12.93486,27.08271,21.11578,34.4025,17.85353,64.22598,
1981-Q2,35.67707,88.43626,16.18343,18.1324,34.4172,30.86325,28.35058,76.83052,
1981-Q3,28.59275,88.86552,9.610643,14.06601,39.22284,24.04258,35.11351,77.38359,
1981-Q4,0.9760226,88.35897,-1.978258,14.6457,26.97682,11.46363,33.72751,65.95431,
1982-Q1,-27.37642,89.46159,-10.7937,25.59951,13.01182,-7.915672,22.76353,61.3566,
1982-Q2,-42.62926,87.24049,-24.04274,16.99392,-16.90226,-21.82879,-4.040515,46.19512,
1982-Q3,-54.09109,84.72343,-35.58739,35.68813,-47.47749,-34.22935,-33.44739,16.4491,
1982-Q4,-55.38592,85.20887,-35.48575,41.92624,-48.32551,-26.76058,-37.69243,5.845024,
1983-Q1,-22.78811,84.52879,-16.64897,42.47275,-24.76155,-0.2469395,-19.0874,9.856404,
1983-Q2,9.716184,86.39008,-1.881299,27.38911,5.823843,28.58484,3.311774,15.95483,
1983-Q3,42.41867,89.15775,12.40579,13.48936,39.33545,34.99406,36.53673,26.0026,
1983-Q4,47.62364,89.69115,10.40314,5.247527,55.06123,33.8743,53.85549,41.96389,
1984-Q1,31.5097,90.48976,9.807534,-0.1640849,49.35839,17.98278,48.99118,51.42705,
1984-Q2,-18.6336,90.16283,5.966694,2.861842,43.48986,4.920485,38.75978,49.44017,
1984-Q3,-17.38264,90.78728,8.778143,5.9984,46.32112,19.64924,54.10073,71.83116,
1984-Q4,-6.546334,90.7003,9.837358,4.868726,30.30701,17.24953,27.55955,78.87338,
1985-Q1,-23.08678,90.96625,-7.155416,8.439244,14.79264,-1.043014,12.43573,66.28506,
1985-Q2,-43.24764,90.42207,-13.24478,10.29039,-15.0444,-14.02583,-5.760063,68.1414,
1985-Q3,-65.11477,88.48555,-35.07426,37.01026,-34.82693,-29.71292,-21.29807,56.79189,
1985-Q4,-61.66433,88.45207,-19.91156,35.97311,-26.4389,-17.33458,-21.40853,45.37183,
1986-Q1,-54.30268,86.88564,-16.86121,30.16924,-24.73805,9.317906,-16.87249,50.4493,
1986-Q2,-22.11975,87.22306,-13.73887,26.77835,-4.666358,0.6898039,-3.94962,44.66446,
1986-Q3,-22.17254,87.13968,-7.650557,20.18964,-4.426434,16.45783,-3.929095,50.70804,
1986-Q4,-17.42844,87.47707,-16.6266,19.42252,-7.66262,3.640501,-3.496133,47.12149,
1987-Q1,-19.79821,87.63809,-19.20775,23.53789,-23.56551,2.524034,-14.97878,42.01178,
1987-Q2,-26.32329,86.42405,-19.91821,31.23783,-21.53076,-1.517571,-12.71944,43.81229,
1987-Q3,-28.0974,85.98181,-33.50632,33.67946,-33.12652,-17.48884,-17.88911,33.35136,
1987-Q4,-54.26934,85.49342,-36.45567,40.80882,-44.27725,-19.51507,-29.16441,26.16755,
1988-Q1,-39.8061,84.73832,-33.94075,42.65978,-45.46687,-13.08282,-32.86601,13.61695,
1988-Q2,-35.81193,85.11847,-35.28726,44.34407,-43.95655,-8.990027,-26.66678,-2.7592,91.4
1988-Q3,-9.201849,84.98173,-23.2083,36.75026,-28.60746,8.426099,-16.3155,4.275623,97.7
1988-Q4,11.18452,84.96466,-22.1285,39.01211,-9.37972,13.63124,0.02194109,18.10156,97.4
1989-Q1,5.376022,85.92182,-17.99052,27.11027,8.955768,15.80179,12.81113,17.92782,101.5
1989-Q2,11.71105,86.9153,-5.377319,29.58208,15.90243,26.68135,18.44652,31.39866,101.5
1989-Q3,43.42021,87.14097,-21.38976,34.72491,10.04869,13.74987,13.95937,25.33374,113.0
1989-Q4,14.83592,87.20166,-21.59144,36.15042,-1.277506,7.236903,7.44208,14.24753,98.6
1990-Q1,3.571232,86.74004,-23.73133,44.13754,-4.817496,16.2991,0.2240223,17.88057,100.1
1990-Q2,-3.024922,85.78287,-30.86107,37.51218,-23.03644,-13.63829,-16.52623,12.05748,101.0
1990-Q3,-31.87767,86.17724,-42.72501,40.59433,-18.05149,-16.72795,-11.94639,7.337303,96.8
1990-Q4,-41.91008,85.16467,-38.3077,39.03015,-44.83934,-19.81287,-40.33765,4.02435,81.3
1991-Q1,-46.53524,84.02876,-36.93045,46.82453,-37.04659,-13.83287,-25.69745,-9.111588,79.1
1991-Q2,-14.92358,83.82407,-35.52301,38.92858,-27.07896,-6.744032,-21.99854,-8.256427,88.3
1991-Q3,-15.32533,84.58157,-20.38998,30.56961,-10.31144,8.317663,-5.052771,-9.981518,81.7
1991-Q4,1.03392,85.3437,-9.829926,29.80757,8.618497,26.36025,9.138702,-5.699483,87.8
1992-Q1,52.36919,87.02855,-3.821794,17.06146,15.9768,33.31866,14.853,4.096538,105.4
1992-Q2,41.57423,87.2098,3.435063,18.57101,19.53364,37.63765,19.90442,10.79247,103.4
1992-Q3,49.12784,87.13925,8.038763,24.21939,29.60442,41.68641,28.72525,12.72345,108.2
1992-Q4,63.03936,88.20322,4.634741,14.93718,32.29839,37.36653,35.9508,14.25462,109.1
1993-Q1,59.77396,88.82434,9.503561,18.94656,30.53949,37.88675,38.85269,18.73904,110.2
1993-Q2,49.71963,89.47005,10.10163,15.70868,35.46639,35.48557,38.02855,21.08702,118.4
1993-Q3,52.70536,89.81681,16.47544,18.10749,31.194,46.04423,37.43919,12.9862,125.5
1993-Q4,57.83485,90.06535,18.34922,22.14163,36.54844,47.79102,40.4104,5.787347,124.5
1994-Q1,66.51501,90.52125,17.70894,20.59211,36.78351,44.39729,40.80537,5.646569,127.9
1994-Q2,57.39746,90.84254,22.59901,20.8754,43.06452,46.03843,44.62446,2.315602,130.9
1994-Q3,42.91815,90.84078,16.15661,12.29638,39.26903,35.57289,44.39908,22.37352,126.5
1994-Q4,14.15073,90.87909,2.035374,12.20527,14.66576,18.15372,22.88675,23.36516,121.2
1995-Q1,-8.453017,90.82899,16.75332,13.94649,16.01443,28.02927,26.95111,19.42912,120.1
1995-Q2,-5.304258,90.76264,4.097767,25.3014,4.556485,20.50971,11.96169,13.51755,126.4
1995-Q3,-2.842779,90.72714,-2.958086,30.45421,-0.5739564,15.96287,2.395473,6.709277,126.0
1995-Q4,0.37,91.00438,-3.68,32.83,-1.75,14.94,-0.09,8.03,122.1
1996-Q1,-7.03,90.2013,-0.94,30.58,-1.08,18.12,2.58,0.28,128.8
1996-Q2,-21.35,89.58585,-4.24,23.43,-0.16,15.61,4.33,-6.47,113.1
1996-Q3,-8.42,89.76533,-11.43,36.88,-16.85,15.78,-3.21,0.23,121.2
1996-Q4,-8.32,90.19247,-17.97,26.66,-16.04,1.54,-11.24,-5.08,121.2
1997-Q1,-16.98,90.66943,-22.62,30.52,-28.51,-0.79,-21.78,-11.4,115.6
1997-Q2,-7.8,87.72281,-23.06,25.54,-24.14,6.59,-15.55,-11.7,111.5
1997-Q3,7.24,88.00156,-19.6,24.34,-20.17,7.62,-14.85,-16.06,109.4
1997-Q4,-35.56,88.2327,-21.92,24.99,-23.67,6.72,-13.09,-1.68,108.1
1998-Q1,-44.18,88.50062,-25.8,26.3,-21.75,2.24,-11.19,-10.39,102.9
1998-Q2,-36.41,87.19019,-24.8,31.51,-29.06,-8.41,-23.97,1.97,94.2
1998-Q3,-17.43,86.87296,-26.84,34.14,-22.13,-2.97,-16.45,-6.88,98.5
1998-Q4,8.45,87.49265,-16.93,29.17,-16.33,17.84,-13.66,-12.03,108.1
1999-Q1,36.92,88.12592,-8.1,24.06,5.2,31.35,1.12,-3.97,116.3
1999-Q2,44.12,88.45123,-3.59,23.99,20.93,43.79,14.82,0.99,113.7
1999-Q3,31.21,88.87128,5.93,22.63,28.5,38.19,28.82,10.22,114.6
1999-Q4,8.19,90.7726,-0.97,22.62,25.28,19.93,32.13,15.09,120.6
2000-Q1,-5.0,90.48759,-4.98,22.64,23.35,24.8,31.42,20.03,123.0
2000-Q2,-37.75,89.92548,-12.23,22.39,-2.64,-5.8,6.67,19.15,103.9
2000-Q3,-34.25,88.96288,-7.31,19.09,-6.36,9.42,0.79,27.35,98.1
2000-Q4,9.41,89.048,1.05,21.21,4.53,25.52,12.01,29.33,113.8
2001-Q1,-12.14,90.65628,-1.5,26.89,0.24,20.83,10.85,21.44,121.6
2001-Q2,9.89,89.78618,4.09,16.43,17.51,21.5,17.6,18.34,117.0
2001-Q3,-33.72,90.18291,-4.28,16.12,9.73,5.92,9.2,16.16,115.8
2001-Q4,-17.91,89.96385,-2.99,23.28,10.51,9.72,12.93,14.61,118.7
2002-Q1,25.01,90.67833,5.84,10.54,18.21,36.22,17.28,10.17,120.2
2002-Q2,2.06,90.67946,11.23,19.76,27.49,26.31,24.56,9.04,121.0
2002-Q3,-0.98,90.98665,7.45,19.74,24.67,29.41,26.46,10.61,119.6
2002-Q4,-20.08,91.49326,9.18,19.02,19.84,22.56,20.49,11.18,119.4
2003-Q1,-34.43,91.0379,9.15,14.08,9.29,12.5,13.85,13.46,112.1
2003-Q2,-13.83,91.52605,5.54,13.33,3.16,16.2,19.24,6.05,118.6
2003-Q3,-2.84,90.0659,5.27,16.14,10.88,22.53,18.35,3.2,123.3
2003-Q4,-12.41,91.10559,9.72,12.72,17.4,21.26,20.69,8.75,126.0
2004-Q1,-20.34,92.05897,12.64,17.22,21.7,20.36,20.23,16.63,124.0
2004-Q2,-14.69,91.97931,12.88,18.11,18.92,20.54,16.87,26.05,121.7
2004-Q3,-18.39,92.55625,17.57,16.29,16.95,21.63,17.29,23.83,125.0
2004-Q4,-22.96,92.61655,21.96,15.78,11.49,18.75,11.34,23.58,130.2
2005-Q1,-27.72,92.27303,4.19,18.95,5.11,14.63,12.38,15.4,126.7
2005-Q2,-28.14,91.91129,-0.48,24.18,1.26,11.37,1.96,14.22,120.2
2005-Q3,-36.88,91.88957,-8.85,24.1,-8.68,1.75,-3.4,15.37,120.2
2005-Q4,-72.05,91.53983,-11.13,25.62,-15.41,-13.12,-13.97,8.97,110.1
2006-Q1,-40.8,91.36609,-5.92,22.97,-15.62,8.67,-15.29,25.14,109.3
2006-Q2,-39.08,91.35542,-4.08,18.85,-16.46,9.31,-9.81,25.86,106.0
2006-Q3,-32.57,92.29893,1.0,12.44,4.72,1.73,-1.96,29.34,111.7
2006-Q4,-9.34,91.71159,2.15,23.04,-1.71,15.06,-3.88,28.43,119.7
2007-Q1,-7.33,91.81793,7.51,16.59,-2.1,20.29,1.67,31.57,117.7
2007-Q2,-35.39,91.56449,3.1,12.43,0.83,10.5,-1.93,13.77,111.4
2007-Q3,-33.38,91.33698,-3.42,14.44,-3.04,15.7,-6.65,32.0,113.5
2007-Q4,-35.91,92.03773,10.3,23.8,-11.31,14.66,-5.34,23.37,110.0
2008-Q1,-58.61,92.62048,-5.17,15.67,-6.1,-3.55,-8.26,21.69,96.5
2008-Q2,-55.21,92.37256,-6.67,22.6,-19.71,-10.98,-15.68,39.34,81.7
2008-Q3,-27.94,90.79338,-16.66,24.92,-33.42,-10.73,-29.57,27.69,104.8
2008-Q4,-69.4,88.78058,-37.27,31.0,-48.5,-33.78,-42.9,1.3,101.3
2009-Q1,-50.83,86.32861,-42.0,35.62,-58.21,-35.43,-50.58,-7.99,96.0
2009-Q2,-15.39,90.69483,-15.76,28.57,-40.42,-3.94,-35.61,-6.15,106.0
2009-Q3,25.99,88.41781,-1.96,23.28,-21.86,14.82,-15.49,0.6,120.3
2009-Q4,30.46,91.07237,-0.7,14.86,1.63,13.81,5.52,12.61,116.9
2010-Q1,35.6,90.53783,8.79,5.24,7.06,23.49,2.33,10.1,114.7
2010-Q2,25.07,90.63967,-2.32,18.71,-9.39,15.69,-4.21,16.61,119.3
2010-Q3,-1.68,90.38731,0.65,23.19,-13.06,6.69,-9.21,8.08,114.1
2010-Q4,12.26,88.98531,11.08,17.84,-5.03,21.11,-3.86,7.41,108.3
2011-Q1,-5.5,89.38505,2.28,23.45,-2.02,5.27,3.15,13.13,97.9
2011-Q2,21.59,88.72561,12.22,18.65,3.37,29.17,11.22,14.13,112.0
2011-Q3,16.23,89.62757,-4.08,22.55,1.64,16.36,5.38,6.61,112.0
2011-Q4,-9.41,90.15215,6.34,27.17,-12.53,19.92,-10.39,5.33,101.3
2012-Q1,18.55,89.07139,9.96,32.04,-4.8,21.29,-2.46,8.39,102.0
2012-Q2,5.38,89.28006,2.87,31.17,2.05,12.09,6.21,-2.87,99.9
2012-Q3,12.38,89.82644,7.97,17.62,-10.3,15.96,-14.94,7.19,102.5
2012-Q4,20.58,90.48705,11.29,21.31,12.66,24.93,15.6,2.64,111.1
2013-Q1,27.59,91.46773,11.08,23.6,13.84,31.22,16.27,6.0,110.8
2013-Q2,38.82,91.79998,11.96,1.5,12.51,21.25,15.13,11.93,116.6
2013-Q3,37.78,91.43649,10.86,16.42,14.72,24.11,15.57,12.09,115.4
2013-Q4,48.2,90.93877,6.8,13.52,10.12,23.52,16.52,20.4,120.1
2014-Q1,41.23,89.39967,16.34,9.34,21.23,29.18,19.5,12.3,121.7
2014-Q2,20.95,90.63476,8.02,14.88,1.37,27.93,13.64,15.69,121.2
2014-Q3,29.99,90.56676,13.86,19.13,10.37,34.14,23.17,12.78,116.7
2014-Q4,19.49,91.96745,14.73,12.9,9.14,23.83,17.23,-2.34,114.8
2015-Q1,23.31,92.31245,20.73,10.2,5.58,21.43,15.54,5.4,117.4
2015-Q2,0.47,93.35555,13.52,13.17,8.25,27.08,25.69,-3.1,113.2
2015-Q3,-20.73,91.42006,-1.1,12.76,-1.39,17.0,13.86,12.87,106.0
2015-Q4,5.64,92.18243,4.39,15.62,4.97,18.72,15.78,11.13,110.7
2016-Q1,-6.27,92.99788,1.49,13.9,0.39,8.21,13.26,4.34,109.6
2016-Q2,13.64,92.01236,15.41,3.26,14.21,31.53,18.18,13.78,106.0
2016-Q3,22.48,91.62793,25.25,7.33,20.0,26.05,24.96,8.17,108.0
2016-Q4,22.88,91.85995,10.2,7.71,14.11,25.85,20.89,10.58,113.1
2017-Q1,14.01,93.60938,19.55,11.28,15.97,31.55,21.37,22.66,111.9
2017-Q2,17.08,92.14455,17.89,12.0,18.31,37.98,20.92,16.81,113.4
2017-Q3,12.3,91.34259,21.09,5.8,18.49,35.43,16.22,16.23,112.4
2017-Q4,-17.28,92.77695,17.58,2.64,8.84,21.97,15.96,20.1,107.4
2018-Q1,-7.9,93.50129,12.07,7.24,9.95,24.78,9.76,17.78,111.2
2018-Q2,-11.79,92.83417,3.18,11.93,-1.98,13.15,-3.34,11.66,108.6
2018-Q3,-29.51,93.22769,4.27,2.57,-4.38,14.95,-4.81,5.69,103.5
2018-Q4,-31.37,92.76505,7.09,16.85,-6.07,20.81,-4.18,8.09,109.1
2019-Q1,-32.08,92.44907,0.23,11.22,-9.88,5.58,-3.82,4.45,103.8
2019-Q2,-41.98,93.71789,5.95,1.0,-10.64,1.7,-4.85,3.62,103.5
2019-Q3,-42.3,92.43155,5.0,17.21,-26.81,-0.69,-17.59,7.22,103.1
2019-Q4,-18.76,91.96776,9.12,16.67,-11.23,19.29,-9.79,7.88,109.9
2020-Q1,-59.55,92.11886,-8.06,4.27,-4.15,-2.74,-14.81,3.1,104.2
2020-Q2,-67.69,92.77403,-18.15,0.45,-22.18,-3.43,-34.07,7.3,97.2
2020-Q3,-13.73,92.59437,16.24,-9.79,-0.37,12.05,-0.36,3.73,95.1
2020-Q4,-1.68,95.12344,9.9,-13.61,12.06,16.55,1.35,7.27,106.0
2021-Q1,-5.81,93.35248,17.74,-10.46,0.73,20.91,-4.21,40.83,105.2
2021-Q2,9.01,94.43218,28.38,-9.73,22.85,15.22,22.18,47.73,107.1
2021-Q3,-34.09,96.8252,16.54,-44.59,27.01,7.47,8.95,68.43,102.7
2021-Q4,-33.4,92.70573,17.54,-27.4,2.61,5.5,-10.2,38.79,99.1
2022-Q1,-14.36,97.11362,33.27,-13.28,8.33,9.05,-5.62,75.68,92.1
