country,ISR,ISR,ISR,ISR,ISR,ISR,ISR,ISR,ISR,ISR,ISR,ISR,ISR,ISR,ISR,ISR,ISR,ISR,ISR
2004-12,,,,,,,19.23667,,,,,,,,,,,,
2005-01,,,,,,,16.75333,,,,,,,,,,,,
2005-02,,,,,,,14.27,,,,,,,,,,,,
2005-03,,,,,,,15.50667,,,,,,,,,,,,
2005-04,,,,,,,16.74333,,,,,,,,,,,,
2005-05,,,,,,,17.98,,,,,,,,,,,,
2005-06,,,,,,,20.02333,,,,,,,,,,,,
2005-07,,,,,,,22.06667,,,,,,,,,,,,
2005-08,,,,,,,24.11,,,,,,,,,,,,
2005-09,,,,,,,24.82667,,,,,,,,,,,,
2005-10,,,,,,,25.54333,,,,,,,,,,,,
2005-11,,,,,,,26.26,,,,,,,,,,,,
2005-12,,,,,,,25.69333,,,,,,,,,,,,
2006-01,,,,,,,25.12667,,,,,,,,,,,,
2006-02,,,,,,,24.56,,,,,,,,,,,,
2006-03,,,,,,,28.89333,,,,,,,,,,,,
2006-04,,,,,,,33.22667,,,,,,,,,,,,
2006-05,,,,,,,37.56,,,,,,,,,,,,
2006-06,,,,,,,34.65,,,,,,,,,,,,
2006-07,,,,,,,31.74,,,,,,,,,,,,
2006-08,,,,,,,28.83,,,,,,,,,,,,
2006-09,,,,,,,23.68,,,,,,,,,,,,
2006-10,,,,,,,18.53,,,,,,,,,,,,
2006-11,,,,,,,13.38,,,,,,,,,,,,
2006-12,,,,,,,19.43667,,,,,,,,,,,,
2007-01,,,,,,,25.49333,,,,,,,,,,,,
2007-02,,,,,,,31.55,,,,,,,,,,,,
2007-03,,,,,,,29.71,,,,,,,,,,,,
2007-04,,,,,,,27.87,,,,,,,,,,,,
2007-05,,,,,,,26.03,,,,,,,,,,,,
2007-06,,,,,,,27.48667,,,,,,,,,,,,
2007-07,,,,,,,28.94333,,,,,,,,,,,,
2007-08,,,,,,,30.4,,,,,,,,,,,,
2007-09,,,,,,,33.61,,,,,,,,,,,,
2007-10,,,,,,,36.82,,,,,,,,,,,,
2007-11,,,,,,,40.03,,,,,,,,,,,,
2007-12,,,,,,,38.11,,,,,,,,,,,,
2008-01,,,,,,,36.19,,,,,,,,,,,,
2008-02,,,,,,,34.27,,,,,,,,,,,,
2008-03,,,,,,,28.64667,,,,,,,,,,,,
2008-04,,,,,,,23.02333,,,,,,,,,,,,
2008-05,,,,,,,17.4,,,,,,,,,,,,
2008-06,,,,,,,16.08333,,,,,,,,,,,,
2008-07,,,,,,,14.76667,,,,,,,,,,,,
2008-08,,,,,,,13.45,,,,,,,,,,,,
2008-09,,,,,,,15.21,,,,,,,,,,,,
2008-10,,,,,,,16.97,,,,,,,,,,,,
2008-11,,,,,,,18.73,,,,,,,,,,,,
2008-12,,,,,,,11.37333,,,,,,,,,,,,
2009-01,,,,,,,4.016667,,,,,,,,,,,,
2009-02,,,,,,,-3.34,,,,,,,,,,,,
2009-03,,,,,,,-15.38667,,,,,,,,,,,,
2009-04,,,,,,,-27.43333,,,,,,,,,,,,
2009-05,,,,,,,-39.48,,,,,,,,,,,,
2009-06,,,,,,,-36.86333,,,,,,,,,,,,
2009-07,,,,,,,-34.24667,,,,,,,,,,,,
2009-08,,,,,,,-31.63,,,,,,,,,,,,
2009-09,,,,,,,-20.81333,,,,,,,,,,,,
2009-10,,,,,,,-9.996667,,,,,,,,,,,,
2009-11,,,,,,,0.82,,,,,,,,,,,,
2009-12,,,,,,,6.946667,,,,,,,,,,,,
2010-01,,,,,,,13.07333,,,,,,,,,,,,
2010-02,,,,,,,19.2,,,,,,,,,,,,
2010-03,,,,,,,22.95333,,,,,,,,,,,,
2010-04,,,,,,,26.70667,,,,,,,,,,,,
2010-05,,,,,,,30.46,,,,,,,,,,,,
2010-06,,,,,,,30.96667,,,,,,,,,,,,
2010-07,,,,,,,31.47333,,,,,,,,,,,,
2010-08,,,,,,,31.98,,,,,,,,,,,,
2010-09,,,,,,,27.81,,,,,,,,,,,,
2010-10,,,,,,,23.64,,,,,,,,,,,,
2010-11,,,,,,,19.47,,,,,,,,,,,,
2010-12,-12.5,7.7,-9.9,-3.8,11.9,7.5,8.67,80.3,2.8,21.4,14.92,5.1,21.4,10.4,4.3,15.5,6.0,,
2011-01,-3.2,1.9,-1.8,9.2,23.5,5.6,5.55,82.5,4.7,23.5,17.3,5.9,23.5,18.9,3.7,24.9,-1.1,,
2011-02,-7.9,-6.3,-2.6,26.5,48.1,4.4,3.87,83.4,6.0,25.6,20.2,2.0,25.6,14.6,-1.8,18.6,-0.8,,
2011-03,-15.2,4.4,-3.6,22.8,35.7,10.1,0.71,83.4,2.6,18.4,15.14,1.9,18.4,14.0,5.0,23.3,5.0,-12.8,-21.48
2011-04,-9.9,4.7,-4.2,17.8,45.2,10.2,1.8,82.4,8.6,13.8,19.76,-1.2,13.8,20.4,3.4,16.8,5.9,-9.25,-17.19
2011-05,-18.8,-0.8,0.6,2.7,24.0,11.4,-4.82,82.8,-0.7,19.6,10.92,-5.9,19.6,14.4,1.4,18.9,8.4,-13.64,-21.16
2011-06,-9.4,4.4,-3.2,11.4,32.1,3.2,-6.28,82.5,-0.2,7.2,16.22,-4.3,7.2,17.3,0.7,20.0,4.5,-8.1,-9.86
2011-07,-2.4,9.5,-2.7,11.5,31.1,12.1,-7.26,83.2,1.3,3.8,14.8,-4.7,3.8,15.9,-0.9,11.5,6.8,-12.49,-16.28
2011-08,-8.8,5.4,-12.0,7.1,5.2,6.7,-9.21,83.1,-4.3,-0.9,1.2,-6.5,-0.9,1.1,-4.5,10.1,3.7,-17.05,-16.07
2011-09,-7.9,-1.2,-27.4,3.1,-1.9,4.6,-15.53,83.4,-4.5,-0.9,5.7,-4.0,-0.9,5.7,-7.4,8.7,6.8,-14.0,-16.4
2011-10,-10.2,10.4,-26.6,-11.4,-7.9,-2.3,-11.16,82.0,1.5,-2.9,3.9,-5.6,-2.9,5.1,-9.5,1.5,6.0,-12.96,-11.42
2011-11,-13.6,-0.6,-22.0,-14.1,-7.6,2.4,-9.41,83.2,-6.1,-3.0,4.7,-6.1,-3.0,2.3,-6.2,1.6,0.8,-14.73,-15.39
2011-12,-21.8,-2.6,-22.7,-15.1,-8.5,4.8,-16.9,82.6,-11.4,-7.9,0.37,-3.4,-7.9,-6.0,-8.9,-1.7,0.8,-11.36,-14.75
2012-01,-13.0,-1.2,-20.4,-9.2,-1.0,-4.5,-14.49,83.3,-6.6,1.2,9.63,-4.7,1.2,12.8,-5.6,1.8,-3.0,-13.6,-17.5
2012-02,-11.7,-1.0,-23.0,6.4,10.2,0.0,-12.92,83.3,1.8,5.7,15.1,-4.2,5.7,17.2,-6.7,11.4,-6.7,-15.73,-21.56
2012-03,-9.9,5.6,-22.4,7.7,21.3,8.4,-10.53,82.3,1.2,0.9,15.9,-4.0,0.9,19.9,-3.8,14.9,2.2,-14.96,-28.95
2012-04,-6.5,7.9,-20.6,-4.9,10.1,2.2,-10.92,82.6,2.1,0.8,13.3,0.0,0.8,19.0,-8.0,12.0,-0.8,-15.01,-24.35
2012-05,-12.6,4.0,-23.8,-7.0,8.0,2.8,-12.82,83.2,0.5,-5.2,11.3,-4.6,-5.2,24.6,-6.7,12.7,1.4,-11.3,-18.75
2012-06,-12.4,5.7,-23.7,-7.9,4.7,1.5,-10.63,83.5,-5.2,-2.6,4.6,-6.6,-2.6,12.5,-6.1,8.8,-1.1,-9.75,-17.57
2012-07,-11.2,8.7,-27.0,-5.1,3.5,-6.4,-15.25,83.2,-1.9,-1.3,1.5,-6.0,-1.3,4.1,-9.1,5.3,-2.6,-12.75,-21.86
2012-08,-8.4,0.7,-19.7,-2.7,8.3,2.4,-18.69,82.0,-12.7,-1.0,-7.1,-7.6,-1.0,-8.1,-9.3,0.3,-2.9,-23.1,-43.68
2012-09,-16.3,4.9,-17.6,-13.7,-12.7,7.9,-19.17,81.8,-12.6,6.6,-4.1,-9.6,6.6,-2.0,-15.5,-4.2,-10.2,-25.39,-49.8
2012-10,-19.5,-0.4,-21.1,-7.2,-11.1,-3.3,-19.11,83.1,-10.8,2.1,-2.8,-14.4,2.1,0.7,-12.6,-1.8,-5.7,-20.97,-37.0
2012-11,-8.7,4.2,-18.6,-10.8,-19.4,-3.2,-20.48,82.2,-14.6,1.9,-6.5,-10.6,1.9,-6.0,-15.1,-3.4,-8.4,-18.03,-28.65
2012-12,-11.6,-3.9,-17.3,-2.9,-4.8,-2.1,-19.08,82.9,-9.8,3.0,-0.06,-10.8,3.0,3.1,-12.7,-3.6,-7.1,-19.06,-32.88
2013-01,-0.66,2.16,8.13,0.98,-0.6,-0.71,-3.24,81.93,-2.38,-2.76,0.41,-5.99,1.06,2.79,4.22,3.27,-2.75,-18.12,-31.63
2013-02,-3.94,2.89,5.02,0.44,4.79,1.89,0.15,80.73,-3.76,-3.34,1.81,-6.49,0.16,5.37,9.8,2.98,0.43,-18.42,-32.77
2013-03,-3.22,0.31,-1.99,3.14,8.81,1.14,-1.16,83.34,-2.88,-5.22,4.94,-7.59,-4.66,8.88,6.48,4.27,-1.31,-17.5,-29.07
2013-04,-2.39,4.64,1.69,3.13,6.53,-0.85,-2.79,83.98,-4.1,-6.62,4.03,-6.67,-4.2,9.07,10.51,3.75,-0.16,-16.13,-24.7
2013-05,-3.59,1.01,-1.18,2.3,2.94,0.54,-5.09,82.66,-6.33,-3.07,-0.83,-4.82,-5.8,7.22,5.14,1.98,-5.58,-23.08,-41.37
2013-06,-2.88,1.06,5.1,0.74,-0.3,0.48,-4.33,82.72,-5.24,-3.57,1.26,-5.82,-3.93,4.57,7.89,-0.65,-2.33,-26.44,-51.9
2013-07,-4.11,2.36,-1.97,-0.21,2.03,0.71,-3.45,80.78,-5.0,-3.76,-2.05,-7.09,-6.32,0.5,3.62,-0.03,-2.93,-20.87,-39.43
2013-08,-1.59,2.58,4.07,0.01,4.35,1.32,2.7,82.28,-2.65,-1.26,1.08,-3.89,-2.76,5.12,8.02,1.4,-2.71,-20.22,-34.62
2013-09,-1.61,3.36,2.32,-4.38,-0.71,-0.63,-1.43,81.81,-4.04,-0.13,0.07,-2.63,-4.31,2.68,6.36,-1.58,-1.46,-22.12,-34.18
2013-10,-1.95,1.09,0.0,-2.24,-2.81,-0.28,-2.37,83.3,-4.35,-0.54,-1.48,-4.54,-3.63,-1.23,3.87,-2.05,-3.57,-13.56,-28.48
2013-11,-0.03,-2.0,-1.94,-3.96,-2.32,2.23,-1.46,82.38,-6.73,1.21,-1.26,-0.62,-3.57,-1.72,4.27,-0.73,-1.23,-17.14,-28.83
2013-12,1.74,-0.54,-1.18,-0.45,0.14,-2.32,-0.54,81.56,-8.29,1.35,-2.85,-8.04,-5.09,3.31,3.04,-2.43,-1.88,-17.05,-28.89
2014-01,-4.26,3.1,1.28,1.97,6.23,-1.97,0.9,82.69,-5.2,1.72,1.39,-1.15,-0.14,5.92,5.17,-1.25,-0.19,-18.04,-32.64
2014-02,-2.02,4.77,-1.87,0.04,9.02,-1.1,4.72,83.33,-2.48,1.0,4.93,-1.97,-0.32,7.41,8.07,1.51,-0.98,-18.22,-28.48
2014-03,-6.84,-0.78,-8.25,2.34,-0.8,0.1,2.43,82.22,-1.41,-0.51,3.45,-2.16,-2.83,5.88,5.44,0.18,-1.41,-15.42,-28.26
2014-04,-10.17,0.01,-2.47,2.07,0.67,-1.04,4.2,82.7,-0.5,-2.27,0.4,-2.11,-0.7,6.28,7.46,-1.0,-1.68,-12.01,-24.02
2014-05,-7.92,-1.27,-4.7,-0.28,-0.36,1.38,5.42,82.08,-5.17,-1.44,2.37,-1.16,-3.21,6.02,7.75,0.95,-2.31,-10.1,-21.53
2014-06,-1.14,5.85,-1.18,0.09,-1.86,3.33,0.59,82.79,-4.48,-0.42,2.71,-3.86,-2.12,8.48,9.47,3.56,0.14,-14.18,-24.38
2014-07,-10.21,-1.94,-13.23,0.08,-0.9,6.43,-3.27,81.43,-3.35,-0.85,3.01,-6.47,-3.52,5.02,-4.03,-1.21,-4.91,-17.13,-32.88
2014-08,-12.75,-4.25,-18.11,-3.3,-2.53,9.84,-4.88,80.86,-3.73,-1.47,-2.23,-15.32,-3.7,7.29,-6.43,-5.31,-7.26,-17.84,-33.4
2014-09,-13.16,-0.89,-6.86,-5.69,-0.74,8.01,-2.36,80.7,-4.18,2.84,-0.47,-8.11,-4.88,5.32,1.37,-5.44,-7.28,-16.66,-29.52
2014-10,-9.99,-3.3,-5.49,-7.06,-5.98,8.44,0.56,82.88,-4.94,-0.72,3.26,-6.1,-4.42,4.58,2.34,-1.73,-3.5,-13.02,-27.24
2014-11,-13.73,-6.03,-2.86,-8.39,-3.92,-1.2,1.07,81.94,-1.01,-0.57,3.4,-7.45,-0.88,4.38,0.43,-4.6,-4.64,-17.19,-32.16
