country,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC
1977-08,,,,,,,,,,,,,,16.31,,32.91,13.47,11.36,,,,,,,,,,
1977-09,,,,,,,,,,,,,,13.7,,29.66,8.33,18.69,,,,,,,,,,
1977-10,,,,,,,,,,,,,,13.7,,27.79,9.59,19.51,,,,,,,,,,
1977-11,,,,,,,,,,,,,,14.25,,33.06,18.46,18.56,,,,,,,,,,
1977-12,,,,,,,,,,,,,,24.55,,32.02,13.97,22.86,,,,,,,,,,
1978-01,,,,,,,,,,,,,,13.3,,28.45,21.0,29.69,,,,,,,,,,
1978-02,,,,,,,,,,,,,,10.11,,32.7,11.16,29.44,,,,,,,,,,
1978-03,,,,,,,,,,,,,,13.11,,27.77,17.65,27.86,,,,,,,,,,
1978-04,,,,,,,,,,,,,,8.7,,27.24,13.41,29.24,,,,,,,,,,
1978-05,,,,,,,,,,,,,,18.56,,31.17,16.15,27.13,,,,,,,,,,
1978-06,,,,,,,,,,,,,,7.52,,29.38,9.14,28.78,,,,,,,,,,
1978-07,,,,,,,,,,,,,,18.53,,30.99,9.64,25.84,,,,,,,,,,
1978-08,,,,,,,,,,,,,,9.75,,34.08,23.02,26.57,,,,,,,,,,
1978-09,,,,,,,,,,,,,,15.88,,28.48,22.57,30.25,,,,,,,,,,
1978-10,,,,,,,,,,,,,,6.61,,29.29,18.46,34.85,,,,,,,,,,
1978-11,,,,,,,,,,,,,,6.5,,32.78,6.91,47.69,,,,,,,,,,
1978-12,,,,,,,,,,,,,,8.26,,36.7,5.52,31.26,,,,,,,,,,
1979-01,,,,,,,,,,,,,,7.52,,41.01,8.18,31.34,,,,,,,,,,
1979-02,,,,,,,,,,,,,,4.01,,32.35,17.33,32.44,,,,,,,,,,
1979-03,,,,,,,,,,,,,,2.31,,33.71,9.02,23.46,,,,,,,,,,
1979-04,,,,,,,,,,,,,,5.46,,27.64,25.84,42.62,,,,,,,,,,
1979-05,,,,,,,,,,,,,,1.31,,26.47,6.4,42.91,,,,,,,,,,
1979-06,,,,,,,,,,,,,,8.04,,34.64,7.02,32.54,,,,,,,,,,
1979-07,,,,,,,,,,,,,,7.89,,36.31,-4.59,38.83,,,,,,,,,,
1979-08,,,,,,,,,,,,,,1.86,,29.25,17.93,35.26,,,,,,,,,,
1979-09,,,,,,,,,,,,,,4.93,,24.85,20.71,35.21,,,,,,,,,,
1979-10,,,,,,,,,,,,,,9.93,,8.1,6.24,47.27,,,,,,,,,,
1979-11,,,,,,,,,,,,,,7.73,,31.04,1.31,52.07,,,,,,,,,,
1979-12,,,,,,,,,,,,,,9.07,,23.58,19.2,35.41,,,,,,,,,,
1980-01,,,,,,,,,,,,,,9.78,,24.49,12.73,33.52,,,,,,,,,,
1980-02,,,,,,,,,,,,,,15.72,,16.12,8.81,35.2,,,,,,,,,,
1980-03,,,,,,,,,,,,,,15.13,,22.59,-2.06,34.86,,,,,,,,,,
1980-04,,,,,,,,,,,,,,14.25,,16.17,7.9,37.55,,,,,,,,,,
1980-05,,,,,,,,,,,,,,10.92,,14.67,-2.99,39.86,,,,,,,,,,
1980-06,,,,,,,,,,,,,,8.06,,36.23,4.33,37.59,,,,,,,,,,
1980-07,,,,,,,,,,,,,,13.91,,23.01,-5.0,39.11,,,,,,,,,,
1980-08,,,,,,,,,,,,,,11.91,,18.01,18.0,35.11,,,,,,,,,,
1980-09,,,,,,,,,,,,,,11.91,,21.01,21.0,35.11,,,,,,,,,,
1980-10,,,,,,,,,,,,,,16.91,,11.01,6.0,47.11,,,,,,,,,,
1980-11,,,,,,,,,,,,,,20.91,,23.01,1.0,52.11,,,,,,,,,,
1980-12,,,,,,,,,,,,,,21.1,-13.24,19.69,4.92,61.78,-11.73,,,,,,,,,
1981-01,,,,,,,,,,,,,,33.4,-25.41,23.33,-4.19,55.83,-9.39,,,,,,,,,
1981-02,,,,,,,,,,,,,,26.32,-25.72,23.08,-0.94,48.05,-8.46,,,,,,,,,
1981-03,,,,,,,,,,,,,,25.19,-32.07,16.54,7.15,32.82,-10.66,,,,,,,,,
1981-04,,,,,,,,,,,,,,25.03,-31.64,24.97,8.22,37.29,-11.49,,,,,,,,,
1981-05,,,,,,,,,,,,,,28.47,-27.44,21.2,10.17,39.21,-17.27,,,,,,,,,
1981-06,,,,,,,,,,,,,,30.59,-40.15,14.14,6.51,42.33,-22.21,,,,,,,,,
1981-07,,,,,,,,,,,,,,18.93,-37.06,8.91,11.72,38.69,-24.8,,,,,,,,,
1981-08,,,,,,,,,,,,,,21.54,-39.04,6.77,0.77,38.27,-24.88,,,,,,,,,
1981-09,,,,,,,,,,,,,,18.48,-35.21,16.14,8.09,32.85,-30.69,,,,,,,,,
1981-10,,,,,,,,,,,,,,23.64,-33.61,13.93,-2.46,23.62,-31.89,,,,,,,,,
1981-11,,,,,,,,,,,,,,32.96,-30.1,13.94,2.53,18.84,-22.66,,,,,,,,,
1981-12,,,,,,,,,,,,,,26.94,-29.86,8.16,-0.55,3.38,-29.04,,,,,,,,,
1982-01,,,,,,,,,,,,,,22.05,-30.1,8.07,-4.13,15.88,-28.92,,,,,,,,,
1982-02,,,,,,,,,,,,,,18.36,-16.1,17.62,5.78,38.59,-37.98,,,,,,,,,
1982-03,,,,,,,,,,,,,,18.83,-22.69,10.11,30.33,33.66,-38.88,,,,,,,,,
1982-04,,,,,,,,,,,,,,21.02,-28.81,15.88,-2.59,34.42,-29.64,,,,,,,,,
1982-05,,,,,,,,,,,,,,17.77,-35.02,0.3,-8.5,29.68,-43.25,,,,,,,,,
1982-06,,,,,,,,,,,,,,13.95,-30.68,-0.69,-5.36,34.08,-43.77,,,,,,,,,
1982-07,,,,,,,,,,,,,,14.79,-34.93,0.74,-14.33,30.06,-44.16,,,,,,,,,
1982-08,,,,,,,,,,,,,,13.58,-38.24,5.03,-28.71,28.56,-45.97,,,,,,,,,
1982-09,,,,,,,,,,,,,,11.22,-38.75,0.81,-12.02,23.11,-39.41,,,,,,,,,
1982-10,,,,,,,,,,,,,,10.64,-40.42,5.26,-6.56,21.45,-37.39,,,,,,,,,
1982-11,,,,,,,,,,,,,,12.74,-40.42,1.14,-16.94,8.25,-44.96,,,,,,,,,
1982-12,,,,,,,,,,,,,,10.64,-34.22,9.33,7.75,31.95,-34.99,,,,,,,,,
1983-01,,,,,,,,,,,,,,19.53,-32.7,2.1,6.9,36.71,-38.35,,,,,,,,,
1983-02,,,,,,,,,,,,,,11.56,-32.19,5.19,-0.15,44.8,-29.06,,,,,,,,,
1983-03,,,,,,,,,,,,,,3.61,-23.97,14.78,19.03,27.47,-29.55,,,,,,,,,
1983-04,,,,,,,,,,,,,,1.57,-36.15,9.13,22.55,25.89,-34.89,,,,,,,,,
1983-05,,,,,,,,,,,,,,11.17,-30.61,21.8,-21.85,27.18,-23.95,,,,,,,,,
1983-06,,,,,,,,,,,,,,15.72,-26.54,15.11,8.03,26.05,-24.14,,,,,,,,,
1983-07,,,,,,,,,,,,,,19.52,-22.86,12.67,12.98,26.83,-23.63,,,,,,,,,
1983-08,,,,,,,,,,,,,,21.07,-19.8,12.45,15.37,26.6,-23.42,,,,,,,,,
1983-09,,,,,,,,,,,,,,23.79,-18.29,14.55,15.42,26.44,-23.72,,,,,,,,,
1983-10,,,,,,,,,,,,,,11.12,-28.25,13.72,-17.26,22.05,-34.26,,,,,,,,,
1983-11,,,,,,,,,,,,,,9.37,-24.62,37.54,20.47,24.03,-37.07,,,,,,,,,
1983-12,,,,,,,,,,,,,,12.4,-26.59,13.72,-0.75,35.29,-18.3,,,,,,,,,
1984-01,,,,,,,,,,,,,,12.77,-26.27,15.12,6.61,37.61,-23.07,,,,,,,,,
1984-02,,,,,,,,,,,,,,12.61,-27.27,20.16,2.66,40.05,-26.18,,,,,,,,,
1984-03,,,,,,,,,,,,,,16.73,-27.01,15.17,2.13,34.63,-32.63,,,,,,,,,
1984-04,,,,,,,,,,,,,,15.25,-23.04,25.09,0.65,36.2,-31.36,,,,,,,,,
1984-05,,,,,,,,,,,,,,15.74,-25.7,21.53,12.85,36.2,-27.56,,,,,,,,,
1984-06,,,,,,,,,,,,,,14.11,-26.35,18.34,8.81,33.77,-28.38,,,,,,,,,
1984-07,,,,,,,,,,,,,,12.14,-24.85,25.81,11.69,32.63,-29.05,,,,,,,,,
1984-08,,,,,,,,,,,,,,12.35,-24.51,32.1,12.6,31.83,-28.98,,,,,,,,,
1984-09,,,,,,,,,,,,,,14.84,-25.98,24.91,-1.16,33.61,-30.07,,,,,,,,,
1984-10,,,,,,,,,,,,,,13.43,-19.93,27.52,10.01,39.28,-19.95,,,,,,,,,
1984-11,,,,,,,,,,,,,,11.72,-17.83,18.63,12.94,45.42,-28.16,,,,,,,,,
1984-12,,,,,,,,,,,,,,7.2,-27.4,27.1,0.7,35.3,-42.9,,,,,,,,,
1985-01,-1.7,-15.6,18.8,-50.0,13.1,,,,,,,-1.5,-2.2,4.9,-27.0,27.3,4.5,35.4,-42.0,,,,,,,-8.1,4.1,43.1
1985-02,-0.8,-15.9,18.1,-50.0,13.1,,,,,,,-4.9,-2.6,7.9,-30.0,23.3,11.0,31.6,-42.0,,,,,,,-8.1,4.1,43.1
1985-03,-1.1,-16.1,17.8,-50.0,13.1,,,,,,,-8.4,-3.1,10.9,-31.0,16.6,6.7,31.8,-40.0,,,,,,,-8.1,4.1,43.1
1985-04,-2.5,-21.6,7.7,-51.0,3.1,,,,,,,-8.6,-3.6,18.9,-26.0,19.1,8.6,32.9,-28.0,,,,,,,-0.3,15.9,28.4
1985-05,-2.8,-21.6,7.7,-51.0,3.1,,,,,,,-7.1,-3.4,17.9,-21.0,17.7,-2.3,30.7,-25.0,,,,,,,-0.3,15.9,28.4
1985-06,-3.0,-21.6,7.7,-51.0,3.1,,,,,,,-4.7,-3.4,17.9,-20.0,23.8,35.4,31.7,-26.0,,,,,,,-0.3,15.9,28.4
1985-07,-16.2,-26.1,-7.3,-45.0,6.1,,,,,,,-3.2,0.6,11.9,-21.0,23.3,4.9,30.8,-24.0,,,,,,,-0.3,15.9,28.4
1985-08,-15.7,-25.7,-6.5,-45.0,6.1,,,,,,,-4.8,0.6,10.9,-24.0,20.5,1.5,31.7,-29.0,,,,,,,-0.3,15.9,28.4
1985-09,-15.1,-25.4,-5.9,-45.0,6.1,,,,,,,-6.3,1.2,7.9,-28.0,16.9,-0.8,31.5,-34.0,,,,,,,-0.3,15.9,28.4
1985-10,10.2,-26.3,-6.7,-46.0,9.1,,,,,,,-1.0,-2.3,6.1,-22.0,25.1,-1.3,31.2,-35.0,,,,,,,-18.4,-12.2,49.1
1985-11,11.0,-26.2,-6.5,-46.0,9.1,,,,,,,2.5,-2.1,5.1,-9.0,21.5,9.6,33.1,-29.0,,,,,,,-18.4,-12.2,49.1
1985-12,12.5,-26.0,-6.0,-46.0,9.1,,,,,,,4.4,-2.1,3.0,-11.0,27.2,-4.8,32.5,-24.0,,,,,,,-18.4,-12.2,49.1
1986-01,-13.5,-45.1,-38.3,-52.0,28.1,,,,,,,2.7,0.8,2.3,-13.0,23.3,14.9,28.3,-30.0,,,,,,,-15.5,-2.8,38.2
1986-02,-12.5,-45.5,-39.0,-52.0,28.1,,,,,,,4.9,0.4,7.3,-5.0,27.1,22.2,27.9,-14.0,,,,,,,-14.9,-4.3,38.7
1986-03,-12.8,-45.6,-39.3,-52.0,28.1,,,,,,,-3.6,-0.1,21.6,-13.0,23.7,-23.7,21.2,-26.0,,,,,,,-19.2,-10.5,44.8
1986-04,-26.6,-46.0,-26.9,-65.0,45.1,,,,,,,-3.6,-0.6,21.8,-19.0,30.1,-2.3,19.3,-14.0,,,,,,,-18.6,-5.1,37.0
1986-05,-27.0,-45.9,-26.9,-65.0,45.1,,,,,,,2.9,-0.4,11.2,-11.0,30.8,17.8,17.8,-16.0,,,,,,,-22.9,-10.9,40.3
1986-06,-27.3,-46.0,-26.9,-65.0,45.1,,,,,,,-4.6,-0.4,8.5,-24.0,18.6,2.8,15.8,-32.0,,,,,,,-22.6,-10.0,41.8
1986-07,-16.7,-48.0,-28.1,-68.0,28.1,,,,,,,-9.1,0.6,18.4,-28.0,19.1,-2.8,15.9,-35.0,,,,,,,-21.6,-12.5,43.4
1986-08,-16.3,-47.6,-27.3,-68.0,28.1,,,,,,,-6.8,0.6,15.0,-24.0,18.5,-1.8,13.5,-29.0,,,,,,,-24.6,-15.6,43.9
1986-09,-15.7,-47.3,-26.6,-68.0,28.1,,,,,,,-4.5,1.2,11.7,-21.0,19.1,3.0,12.5,-23.0,,,,,,,-25.5,-12.9,44.0
1986-10,-19.8,-41.5,-28.0,-55.0,26.1,,,,,,,-6.8,-4.3,12.6,-20.0,12.1,16.0,11.0,-20.0,,,,,,,-23.9,-13.4,43.0
1986-11,-19.1,-41.4,-27.8,-55.0,26.1,,,,,,,-7.3,-4.1,11.5,-22.0,11.7,12.7,9.0,-27.0,,,,,,,-25.5,-20.6,39.1
1986-12,-17.8,-41.1,-27.2,-55.0,26.1,,,,,,,-4.9,-4.1,3.8,-23.0,12.1,4.7,6.4,-26.0,,,,,,,-27.4,-23.4,44.6
1987-01,-9.3,-48.3,-25.7,-71.0,26.1,,,,,,,-7.3,-6.1,7.5,-24.0,9.4,-15.5,6.9,-35.0,,,,,,,-25.2,-19.3,46.4
1987-02,-8.2,-48.7,-26.4,-71.0,26.1,,,,,,,-8.5,-6.6,6.6,-27.0,7.9,-12.0,31.7,-36.0,,,,,,,-26.6,-16.7,42.3
1987-03,-8.6,-48.9,-26.8,-71.0,26.1,,,,,,,-6.4,-7.1,7.2,-26.0,13.8,1.8,29.7,-33.0,,,,,,,-30.0,-18.2,45.6
1987-04,-14.2,-37.8,-17.6,-58.0,28.1,,,,,,,-5.5,-7.6,8.6,-24.0,16.2,-1.4,28.6,-26.0,,,,,,,-27.6,-15.8,45.7
1987-05,-14.6,-37.7,-17.5,-58.0,28.1,,,,,,,-9.5,-7.4,13.7,-25.0,10.0,23.4,28.0,-20.0,,,,,,,-31.4,-22.8,46.9
1987-06,-14.9,-37.7,-17.5,-58.0,28.1,,,,,,,-9.8,-7.4,21.7,-24.0,16.4,22.3,28.9,-24.0,,,,,,,-28.7,-20.2,39.6
1987-07,-26.4,-38.0,-14.0,-62.0,10.1,,,,,,,-7.1,-0.4,19.2,-27.0,24.9,9.2,25.6,-29.0,,,,,,,-31.3,-20.7,45.0
1987-08,-26.0,-37.5,-13.0,-62.0,10.1,,,,,,,-3.2,-0.4,13.1,-22.0,25.6,6.6,25.3,-26.0,,,,,,,-29.6,-22.8,46.9
1987-09,-25.4,-37.1,-12.2,-62.0,10.1,,,,,,,1.1,0.2,7.1,-17.0,27.3,8.8,24.2,-24.0,,,,,,,-27.3,-20.2,45.1
1987-10,-33.0,-44.1,-26.3,-62.0,35.1,,,,,,,-2.6,-2.4,8.8,-16.0,17.0,9.7,23.6,-16.0,,,,,,,-28.6,-21.1,45.9
1987-11,-32.3,-44.0,-26.0,-62.0,35.1,,,,,,,-2.8,-2.1,7.1,-13.0,11.7,7.1,21.8,-15.0,,,,,,,-29.8,-20.4,43.4
1987-12,-31.0,-43.7,-25.5,-62.0,35.1,,,,,,,-5.7,-2.1,13.2,-23.0,19.0,15.2,24.6,-25.0,,,,,,,-27.5,-20.0,45.3
1988-01,-10.7,-30.0,9.9,-70.0,9.1,,,,,,,-3.6,-5.1,13.2,-20.0,22.4,20.5,24.4,-20.0,,,,,,,-21.2,-11.9,31.7
1988-02,-9.5,-30.5,9.0,-70.0,9.1,,,,,,,-2.2,-5.6,16.2,-17.0,26.7,7.4,24.5,-19.0,,,,,,,-21.3,-9.0,30.3
1988-03,-9.9,-30.6,8.7,-70.0,9.1,,,,,,,-8.7,-6.1,18.9,-23.0,15.8,14.3,24.9,-24.0,,,,,,,-22.7,-10.2,33.9
1988-04,-27.7,-35.0,4.9,-75.0,1.1,,,,,,,-6.4,-6.6,14.7,-22.0,17.4,-3.8,24.6,-24.0,,,,,,,-23.3,-12.5,35.7
1988-05,-28.1,-35.0,5.0,-75.0,1.1,,,,,,,-3.7,-6.4,10.5,-26.0,25.2,2.5,21.0,-24.0,,,,,,,-20.7,-12.8,34.5
1988-06,-28.6,-35.0,5.0,-75.0,1.1,,,,,,,-0.9,-6.5,10.0,-13.0,20.2,14.3,20.9,-25.0,,,,,,,-19.9,-11.4,34.7
1988-07,16.9,-18.8,18.3,-56.0,20.1,,,,,,,0.0,-6.4,5.8,-12.0,17.8,20.3,24.0,-23.0,,,,,,,-23.1,-14.9,34.6
1988-08,17.2,-18.3,19.3,-56.0,20.1,,,,,,,-0.3,-6.4,4.8,-12.0,15.8,17.8,22.7,-21.0,,,,,,,-21.9,-15.0,31.5
1988-09,17.9,-17.8,20.3,-56.0,20.1,,,,,,,-0.4,-5.7,3.9,-11.0,13.7,12.6,23.7,-18.0,,,,,,,-18.8,-12.2,30.5
1988-10,12.5,-31.5,-5.1,-58.0,0.1,,,,,,,6.8,-0.4,0.5,-8.0,28.9,7.4,22.6,-18.8,,,,,,,-17.2,-11.6,31.7
1988-11,13.2,-31.4,-4.8,-58.0,0.1,,,,,,,4.0,-0.1,-1.3,-7.0,17.6,-0.6,24.5,-15.3,,,,,,,-18.5,-12.9,34.7
1988-12,14.4,-31.1,-4.2,-58.0,0.1,,,,,,,-3.2,-0.1,12.5,-11.0,13.8,3.8,24.9,-17.3,,,,,,,-19.2,-13.3,37.0
1989-01,32.1,-22.1,3.7,-48.0,20.1,,,,,,,3.1,2.9,5.2,-9.0,23.4,5.7,29.2,-24.4,,,,,,,-14.9,-9.4,37.8
1989-02,33.5,-22.6,2.8,-48.0,20.1,,,,,,,-1.4,2.4,12.8,-17.0,25.5,4.2,25.5,-29.0,,,,,,,-14.4,-8.3,33.9
1989-03,33.0,-22.8,2.4,-48.0,20.1,,,,,,,-3.4,1.8,15.9,-20.0,25.8,-10.3,27.1,-22.5,,,,,,,-13.3,-7.0,35.3
1989-04,-9.9,-38.7,0.5,-78.0,13.1,,,,,,,-2.4,1.3,9.9,-16.0,18.6,6.2,24.7,-23.5,,,,,,,-12.1,-3.0,35.9
1989-05,-10.5,-38.7,0.6,-78.0,13.1,,,,,,,-3.4,1.5,8.8,-11.0,9.5,16.5,28.4,-17.6,,,,,,,-10.7,-0.6,35.5
1989-06,-11.0,-38.7,0.6,-78.0,13.1,,,,,,,0.5,1.5,2.5,-12.0,15.9,3.5,26.3,-15.6,,,,,,,-11.8,0.2,36.2
1989-07,-14.5,-30.0,-5.1,-55.0,1.1,,,,,,,-0.5,0.6,8.3,-16.0,22.8,2.7,25.6,-21.5,,,,,,,-9.7,-0.9,35.2
1989-08,-14.1,-29.5,-4.0,-55.0,1.1,,,,,,,1.3,0.6,7.1,-14.0,24.9,8.4,26.9,-21.0,,,,,,,-11.0,-1.0,40.9
1989-09,-13.5,-29.0,-3.0,-55.0,1.1,,,,,,,2.7,1.4,5.8,-13.0,27.0,10.5,28.3,-20.5,,,,,,,-13.1,-2.7,42.5
1989-10,-0.8,-18.5,15.0,-52.0,7.1,,,,,,,-3.1,1.6,7.4,-12.0,9.9,9.1,27.9,-18.1,,,,,,,-10.5,-0.9,41.6
1989-11,-0.2,-18.4,15.2,-52.0,7.1,,,,,,,-2.1,1.9,6.8,-16.0,16.4,1.4,29.4,-25.2,,,,,,,-18.8,-16.7,50.2
1989-12,1.1,-18.0,15.9,-52.0,7.1,,,,,,,1.8,1.9,2.1,-13.0,20.5,19.4,29.7,-33.8,,,,,,,-22.7,-17.8,59.3
1990-01,-31.4,-40.2,-13.4,-67.0,11.1,,,,,,,7.2,0.0,1.8,-6.0,29.5,5.9,30.9,-18.6,,,,,,,-20.8,-14.4,59.5
1990-02,-29.6,-40.7,-14.4,-67.0,11.1,,,,,,,1.7,-0.5,13.5,-9.0,27.6,10.2,29.6,-21.5,,,,,,,-22.2,-18.3,57.8
1990-03,-30.3,-41.0,-15.0,-67.0,11.1,,,,,,,-2.9,-1.2,18.5,-15.0,24.9,4.6,30.1,-19.8,,,,,,,-20.9,-13.7,53.4
1990-04,-4.5,-11.4,25.1,-48.0,29.1,,,,,,,-2.4,-1.8,19.0,-12.0,23.7,11.2,30.8,-15.2,,,,,,,-15.5,-2.2,48.7
1990-05,-5.3,-11.4,25.1,-48.0,29.1,,,,,,,1.4,-1.5,12.4,-7.0,23.5,4.8,31.4,-19.1,,,,,,,-19.0,-1.1,59.0
1990-06,-5.9,-11.4,25.1,-48.0,29.1,,,,,,,-3.1,-1.6,15.9,-13.0,19.5,0.6,31.5,-19.9,,,,,,,-17.7,-0.2,51.6
1990-07,-6.1,-17.3,7.4,-42.0,2.1,,,,,,,-4.9,-1.4,12.3,-13.0,10.7,14.0,30.0,-22.2,,,,,,,-15.2,2.3,48.6
1990-08,-5.7,-16.7,8.6,-42.0,2.1,,,,,,,-7.7,-1.4,16.1,-18.0,11.1,8.2,31.6,-21.3,,,,,,,-22.3,-5.8,51.4
1990-09,-5.0,-16.1,9.7,-42.0,2.1,,,,,,,-10.8,-0.6,19.8,-23.0,10.4,-1.4,30.5,-20.4,,,,,,,-25.6,-7.1,50.1
1990-10,-5.9,-19.4,-4.8,-34.0,-0.9,,,,,,,-0.9,-7.4,6.3,-19.0,22.7,-5.2,34.0,-28.9,,,,,,,-24.0,-4.7,46.6
1990-11,-5.3,-19.2,-4.5,-34.0,-0.9,,,,,,,1.1,-7.1,4.8,-16.0,24.1,10.3,31.2,-29.7,,,,,,,-21.9,-3.7,48.7
1990-12,-4.0,-18.9,-3.9,-34.0,-0.9,,,,,,,-0.3,-7.1,5.2,-16.0,20.2,9.4,30.0,-28.2,,,,,,,-24.4,-8.7,48.1
1991-01,13.7,-22.5,8.0,-53.0,22.1,,,,,,,-5.5,-10.0,8.2,-20.0,11.7,-2.0,31.6,-20.2,,,,,,,-24.0,-14.5,50.6
1991-02,15.7,-23.1,6.8,-53.0,22.1,,,,,,,-10.7,-10.5,12.9,-24.0,4.7,1.2,31.4,-27.3,,,,,,,-24.0,-10.9,48.1
1991-03,15.0,-23.4,6.2,-53.0,22.1,,,,,,,-13.5,-11.2,19.8,-31.0,10.1,-6.7,30.7,-29.0,,,,,,,-22.5,-10.1,47.4
1991-04,-14.1,-36.5,-20.0,-53.0,-3.9,,,,,,,-12.1,-11.8,23.1,-26.0,12.8,6.4,29.7,-24.1,,,,,,,-22.7,-11.0,47.0
1991-05,-15.1,-36.4,-19.9,-53.0,-3.9,,,,,,,-9.9,-11.6,20.3,-26.0,16.6,3.1,30.6,-21.1,,,,,,,-23.0,-13.6,46.8
1991-06,-15.8,-36.4,-19.9,-53.0,-3.9,,,,,,,-5.5,-11.6,17.8,-23.0,24.2,7.5,29.2,-24.2,,,,,,,-24.1,-14.2,53.0
1991-07,-30.9,-48.6,-24.2,-73.0,-26.9,,,,,,,-7.5,-4.3,18.1,-23.0,18.5,5.7,28.9,-25.5,,,,,,,-24.0,-14.3,49.3
1991-08,-30.3,-47.9,-22.8,-73.0,-26.9,,,,,,,-7.1,-4.3,15.5,-24.0,18.1,2.0,26.9,-24.3,,,,,,,-22.7,-13.0,48.8
1991-09,-29.6,-47.2,-21.5,-73.0,-26.9,,,,,,,-7.1,-3.5,12.9,-26.0,17.6,1.3,25.7,-23.0,,,,,,,-23.8,-16.2,51.6
1991-10,1.2,-19.3,-2.6,-36.0,-8.9,,,,,,,3.8,0.6,2.4,-16.0,29.7,9.4,25.7,-19.1,,,,,,,-25.5,-18.7,54.4
1991-11,1.7,-19.2,-2.4,-36.0,-8.9,,,,,,,4.3,0.9,5.2,-14.0,32.0,20.2,26.3,-17.5,,,,,,,-29.7,-24.3,57.0
