country,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA
2017-02,14.02487,10.62917,17.88327,4.0,15.4,75.379,10.12313,14.0,28.15224,25.56856,10.0,103.6134,13.0,3.3
2017-03,7.905048,4.070781,18.9022,-3.0,14.4,75.2656,16.71704,15.0,25.81579,17.86983,18.0,104.2589,13.0,3.2
2017-04,24.86321,5.57865,24.02163,5.0,9.6,76.19,8.656773,14.0,18.40374,20.46107,19.0,104.3665,20.0,2.9
2017-05,10.0053,13.30889,17.92795,8.0,9.8,76.1961,8.931596,10.0,20.99786,17.38182,15.0,104.4741,17.0,3.0
2017-06,18.40225,13.2665,19.54881,15.0,15.6,76.2666,12.83251,14.0,26.66559,23.4847,19.0,102.3222,5.0,3.3
2017-07,17.21308,7.840628,19.02095,13.0,12.6,76.2171,11.04437,10.0,21.15336,20.10429,15.0,100.4931,2.0,3.0
2017-08,17.41407,12.33551,16.02199,7.0,17.6,76.089,18.45988,15.0,22.22472,21.82607,11.0,104.1514,9.0,3.1
2017-09,22.29893,12.02587,24.28105,3.0,21.6,76.2045,18.18831,16.0,28.87732,23.43425,14.0,102.3222,7.0,3.3
2017-10,23.012,14.41166,24.18044,5.0,17.4,77.0841,18.35049,10.0,27.68979,22.54472,13.0,108.3475,9.0,3.0
2017-11,23.22026,10.46785,17.34875,9.0,16.4,77.1624,16.56918,10.0,29.67385,27.5932,12.0,105.9805,13.0,2.9
2017-12,15.26823,12.93966,7.921197,7.0,19.4,77.0313,14.57679,14.0,34.39562,28.17416,17.0,103.183,11.0,3.2
2018-01,19.39251,19.62503,22.2114,-2.0,18.2,76.8009,10.00228,12.5,28.67091,26.28307,20.0,102.9678,13.0,3.0
2018-02,23.87286,10.71247,23.80072,7.0,21.6,77.5258,21.02408,20.0,27.31586,24.16677,26.0,107.2716,17.0,3.1
2018-03,21.03969,12.16121,19.18554,7.0,18.6,77.6486,11.82482,20.0,23.93542,23.55666,17.0,109.1007,9.0,3.3
2018-04,18.87377,8.946965,19.80947,14.0,14.6,78.1294,11.71548,24.0,27.48878,17.51148,15.0,106.3032,6.0,3.3
2018-05,21.0043,7.370262,21.09668,15.0,17.4,77.5005,14.68362,27.1,27.65018,26.29733,11.2,105.4425,8.0,3.3
2018-06,25.37722,9.376859,26.13963,7.0,20.4,77.881,12.23719,20.2,28.11486,22.45862,12.6,105.6577,7.0,3.7
2018-07,17.41011,11.8973,21.85816,7.0,16.2,78.0386,12.91463,9.0,18.78834,16.49151,11.0,105.3349,-2.0,3.7
2018-08,22.31287,13.45492,24.44585,7.0,22.6,78.1692,16.84203,15.0,29.13192,25.87965,11.0,103.5058,6.0,3.7
2018-09,31.20154,23.92823,23.88474,9.0,19.6,78.1121,16.03427,11.0,21.85992,25.53802,12.0,107.702,10.0,3.3
2018-10,24.95888,19.18339,21.91717,12.0,15.4,77.6998,12.16654,12.0,15.7548,21.98439,4.0,106.0881,3.0,3.7
2018-11,30.22556,16.31525,24.33614,15.0,18.6,77.3355,14.77478,13.0,25.90094,20.30969,5.0,104.9045,2.0,3.3
2018-12,19.32384,12.9134,23.98728,3.0,8.6,77.4628,12.13556,0.0,2.209639,8.231386,6.0,105.7653,2.0,3.3
2019-01,18.44017,14.48788,14.83077,-2.0,13.2,76.8491,10.68928,1.0,15.34558,16.6693,4.0,98.12607,-8.0,2.9
2019-02,29.76006,10.76061,25.81634,2.0,8.2,76.4051,7.183704,5.0,8.730356,9.426373,6.0,100.9235,-1.0,3.1
2019-03,14.10749,11.17166,18.37811,0.0,10.6,76.3147,12.23539,1.0,12.81991,10.79084,3.0,105.8729,8.0,2.9
2019-04,18.88219,6.122637,17.13593,3.0,5.6,75.7032,6.274918,8.0,6.396101,6.338637,-1.0,104.5817,6.0,3.1
2019-05,20.96857,13.33897,16.87386,8.0,4.2,75.7395,8.573541,-6.0,7.187438,5.465983,2.0,107.5944,9.0,3.4
2019-06,16.36786,10.40588,12.9261,10.0,3.4,75.883,7.55498,-5.0,0.3078503,4.460667,1.0,105.6577,6.0,3.5
2019-07,7.523274,10.88985,11.18455,0.0,2.4,75.5645,2.491664,-14.0,-0.6646171,0.6671841,-4.0,105.8729,5.0,3.2
2019-08,22.22679,6.564904,22.46207,10.0,-1.8,75.9633,-3.769132,-7.0,-6.356763,-1.316995,-13.0,96.61974,-6.0,3.4
2019-09,13.17847,4.0136,8.68732,6.0,-4.4,75.5008,-6.876744,-10.0,-5.545167,-4.256049,-18.0,100.278,-1.0,3.3
2019-10,13.94401,10.12838,10.15908,1.0,-3.4,74.9731,-5.447001,-12.0,-1.207384,-4.167852,1.0,102.7526,-4.0,3.0
2019-11,5.281677,11.24223,12.95177,1.0,-3.8,75.5607,-7.270849,-14.0,-2.124427,-1.687902,-4.0,104.1514,2.0,3.1
2019-12,11.34062,9.902002,9.096797,2.0,-5.6,75.5997,-8.499255,-13.0,-4.7559,-10.53391,-5.0,106.8412,4.0,2.8
2020-01,21.85859,8.656006,10.98545,-7.0,1.8,75.4859,-6.175967,-9.0,8.044475,10.55652,7.0,107.3792,9.0,2.9
2020-02,25.52746,10.65781,28.71962,8.0,0.2,75.5139,-8.273259,1.0,0.5490294,1.933182,3.0,108.6703,7.0,2.8
2020-03,-8.172421,-6.640993,6.027756,-17.0,-1.8,72.2027,-13.87846,-8.0,-18.54373,-7.754876,-7.0,95.86658,21.0,2.5
2020-04,-52.2224,-42.64366,-37.64801,-6.0,-17.0,60.8142,-45.16835,-25.0,-48.16281,-47.80278,-30.0,77.25275,37.0,2.4
2020-05,-17.74895,-38.89695,-16.99727,-4.0,-13.8,63.6778,-35.60022,-24.0,-36.84705,-33.4325,-21.0,77.79073,33.0,3.3
2020-06,27.86255,-15.60195,23.23036,21.0,5.2,68.3408,-17.15514,-9.0,10.9054,10.79728,-5.0,84.0312,38.0,3.3
2020-07,,,,,8.4,71.1509,-11.84922,4.0,23.06272,24.41621,1.0,78.00592,27.0,3.6
2020-08,,,,,12.0,72.3083,-5.919555,9.0,27.30137,23.74297,7.0,79.72742,28.0,3.4
2020-09,,,,,10.8,72.3867,-0.07625209,10.0,18.3502,23.09979,9.0,86.50587,32.0,3.3
2020-10,,,,,18.6,73.4897,4.849303,11.0,35.26398,28.96428,12.0,88.01219,39.0,3.0
2020-11,,,,,15.0,73.9657,-3.827018,14.0,30.69407,21.27334,16.0,82.74007,21.0,3.2
2020-12,,,,,21.0,74.444,3.555289,18.0,34.60683,29.27561,15.0,86.82866,34.0,3.0
2021-01,,,,,17.4,75.4767,3.760921,19.0,27.43555,21.45677,10.0,84.99955,29.0,3.8
2021-02,,,,,21.6,72.8,8.454151,28.0,30.54345,23.3001,14.0,82.63248,24.0,4.3
2021-03,,,,,29.4,75.2,15.78537,35.0,31.30126,31.54883,9.0,91.34762,28.0,4.3
2021-04,,,,,21.4,75.1,8.098881,36.0,34.01684,25.98152,10.0,95.00583,31.0,4.3
2021-05,,,,,22.4,75.7,0.7114422,41.0,31.77391,19.13803,11.0,89.19573,26.0,5.7
2021-06,,,,,21.2,75.5,2.59401,29.0,31.84787,22.41082,13.0,91.99319,29.0,6.1
2021-07,,,,,19.0,76.6,7.18261,30.0,30.74665,21.77032,11.0,87.36663,24.0,5.8
2021-08,,,,,19.8,76.1,0.2387788,37.0,29.71179,18.36003,13.0,75.63884,-1.0,6.1
2021-09,,,,,22.2,75.5,2.068603,30.0,29.23368,19.60299,7.0,78.3287,8.0,6.0
2021-10,,,,,21.6,76.8,4.792179,27.0,22.01481,18.71118,9.0,77.14516,7.0,6.3
2021-11,,,,,22.2,77.2,6.676061,24.0,22.6622,21.7483,8.0,72.51861,0.0,6.8
2021-12,,,,,17.4,77.1,7.858768,26.0,23.45941,18.6123,7.0,75.96162,6.0,6.2
2022-01,,,,,15.2,77.2,7.625383,13.0,13.19883,12.03393,7.0,72.30341,7.0,6.2
2022-02,,,,,17.2,78.0,6.683629,30.0,20.75419,14.95932,14.0,67.56927,-7.0,6.0
2022-03,,,,,14.2,78.6,12.98726,20.0,8.41302,10.23923,6.0,63.91106,-14.0,8.0
2022-04,,,,,10.8,79.2,0.5971879,12.0,6.34981,6.856677,6.0,70.15153,-10.0,8.2
2022-05,,,,,12.2,,-2.745667,18.0,10.83236,5.26156,6.0,62.83511,-17.0,7.4
