country,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA
2002-02,-1.9,8.8,9.9,7.7,-11.8,-3.5,-6.8,-6.5,-2.1,-7.5,9.1,-9.1,-11.8,13.4,-16.7,2.9,-11.3,-9.8,-20.7,-6.7,-3.4,0.9,-4.5,6.8,-5.5,-3.9,-12.8,-1.3
2002-03,-0.4,9.6,8.2,11.0,-10.3,-5.8,-15.2,-10.8,3.3,-8.9,11.4,-7.2,-10.2,13.4,-17.8,9.7,-8.8,-4.5,-20.4,-0.5,0.7,3.2,-0.7,-0.2,15.2,-3.8,-10.9,-4.5
2002-04,-12.9,4.7,3.9,5.4,-9.8,-7.4,-15.2,-12.1,4.2,-9.8,13.8,-7.4,-9.9,12.4,-16.7,7.0,-7.5,-1.9,-17.1,5.3,4.7,3.7,4.9,9.9,10.0,-5.4,-14.6,28.3
2002-05,-9.3,3.7,3.9,3.6,-16.9,-6.6,-11.4,-9.2,0.9,-8.8,9.5,-2.0,-10.5,8.7,-10.8,13.7,1.4,-0.1,-12.1,3.9,5.3,7.3,4.7,10.1,10.7,-2.3,-3.3,3.4
2002-06,-12.2,3.3,2.7,4.0,-17.8,-6.1,-13.9,-12.3,6.8,-7.9,16.8,-3.7,-10.0,9.8,-13.5,12.2,-6.0,0.8,-15.4,-0.6,0.6,5.2,-2.9,6.5,6.9,-3.1,-7.0,1.6
2002-07,-19.5,0.2,-3.5,3.8,-13.5,-3.3,-22.1,-11.5,6.7,-6.0,9.1,-7.7,-11.1,11.3,-20.2,8.4,-4.0,-0.1,-18.8,-7.8,-2.9,4.9,-5.8,6.7,8.6,-4.3,-10.2,5.4
2002-08,-20.6,-6.0,-6.6,-5.4,-19.7,-4.5,-11.9,-8.1,1.3,-7.5,8.0,-7.2,-12.0,12.3,-17.6,8.2,-2.2,-3.4,-20.2,-8.7,-4.4,0.8,-5.2,1.6,4.4,-5.4,-12.8,4.4
2002-09,-22.1,-11.8,-9.7,-13.9,-23.5,-6.6,-4.5,-5.7,-5.1,-9.9,5.9,-7.1,-12.8,13.3,-15.0,7.1,2.3,-3.6,-20.8,-8.6,-5.5,-4.1,-3.9,-3.4,2.1,-6.7,-16.3,4.9
2002-10,-20.0,-6.8,2.9,-16.5,-24.0,-10.5,-12.4,-10.7,-4.1,-13.5,9.3,-8.8,-15.9,14.1,-19.4,7.1,-5.8,-1.4,-21.4,-11.4,-5.1,-2.9,-0.9,-1.9,1.4,-5.3,-15.0,1.9
2002-11,-25.3,-13.2,-9.9,-16.5,-22.5,-6.6,-8.4,-8.1,1.3,-9.6,9.2,-9.6,-13.6,17.0,-18.2,6.4,-4.5,-8.7,-17.7,-11.6,-5.0,-1.4,-2.1,8.8,4.8,-5.1,-13.5,1.1
2002-12,-27.4,-12.7,-9.5,-15.8,-20.2,-3.9,-14.5,-9.4,2.5,-6.2,9.7,-5.4,-12.8,13.3,-11.1,8.1,6.1,-0.5,-10.1,-10.4,-1.5,2.3,3.7,-1.9,2.9,-4.5,-12.1,4.6
2003-01,-10.1,-5.7,-4.8,-6.6,-22.7,-2.4,-14.3,-8.6,-1.4,-6.4,9.1,-6.0,-14.5,7.5,-17.2,6.7,2.0,3.9,-15.7,-14.6,-5.2,-0.1,-0.9,-0.3,5.5,-6.6,-17.8,5.0
2003-02,-11.4,-5.1,-4.8,-5.3,-28.7,-8.8,-21.3,-15.5,0.6,-15.0,16.5,-8.8,-20.6,10.6,-17.7,2.0,-1.4,-3.6,-13.9,-10.5,-3.2,-0.6,1.5,-2.6,-1.5,-9.1,-26.2,14.8
2003-03,-14.6,-8.0,-7.9,-8.0,-26.2,-15.8,-25.9,-19.2,-1.4,-22.7,16.0,-12.2,-21.7,9.5,-22.8,-4.2,-5.0,0.1,-27.0,-12.4,-8.3,-7.2,-5.5,-6.3,-10.3,-11.3,-32.4,30.1
2003-04,-13.0,-4.5,-4.8,-4.3,-24.8,-22.0,-27.0,-20.5,-2.2,-28.8,12.5,-10.9,-21.5,5.8,-27.3,0.4,-10.1,-0.3,-29.7,-15.4,-9.8,-10.1,-3.8,-6.0,-0.5,-10.1,-27.2,21.8
2003-05,-14.9,-4.7,-5.8,-3.6,-23.4,-15.8,-20.3,-15.7,-4.0,-17.0,11.0,-10.7,-20.7,4.9,-27.9,0.7,-12.3,-12.4,-27.1,-9.3,-7.1,-5.0,-6.9,-5.9,-0.2,-10.1,-28.2,10.9
2003-06,-15.7,-7.5,-4.9,-10.1,-21.8,-3.2,-28.0,-13.8,-1.6,-15.8,10.2,-13.6,-24.9,6.4,-30.5,-3.7,-11.7,-18.0,-32.9,-9.3,-7.3,-5.4,-7.2,-3.1,-2.0,-10.1,-28.7,11.0
2003-07,-9.5,-5.1,-2.0,-8.2,-29.5,-7.9,-24.3,-15.0,-5.0,-17.6,12.9,-9.9,-23.5,10.1,-23.3,3.8,-10.8,-8.9,-29.0,-10.1,-5.2,0.3,-5.6,-0.8,-3.9,-9.7,-26.6,11.0
2003-08,-7.1,-2.4,-0.5,-4.2,-27.1,-11.6,-30.5,-18.7,-3.9,-19.5,14.0,-10.8,-23.8,10.8,-26.6,5.0,-14.4,-7.7,-28.5,-10.5,-4.6,1.7,-4.9,1.4,-5.4,-10.2,-27.2,12.8
2003-09,-2.1,1.2,1.1,1.3,-24.0,-16.3,-37.4,-22.6,-3.8,-22.2,14.1,-12.1,-24.0,11.5,-29.9,5.1,-12.5,-8.4,-27.0,-8.8,-3.4,1.9,-3.2,1.5,-5.0,-10.8,-28.8,16.0
2003-10,-5.6,0.4,3.8,-2.9,-25.4,-14.6,-26.7,-18.5,-4.5,-23.3,14.1,-9.5,-21.0,11.1,-20.5,3.1,-2.6,-3.7,-23.9,-11.3,-3.0,3.9,-1.6,-0.3,2.9,-10.0,-25.3,14.4
2003-11,-4.5,2.1,4.3,-0.1,-12.0,-14.3,-15.7,-14.1,-3.2,-22.9,12.4,-4.6,-24.0,4.9,-20.2,11.4,-5.0,-3.6,-13.1,-8.7,-1.6,4.6,-0.6,-2.4,-6.9,-9.7,-24.0,10.1
2003-12,0.8,12.0,13.3,10.7,-13.2,-7.6,-29.7,-16.7,-2.1,-18.2,12.8,-6.7,-23.0,8.7,-17.3,5.8,2.0,-9.9,-8.1,-9.2,0.9,7.0,5.0,4.3,-7.5,-8.8,-21.0,9.9
2004-01,4.3,8.8,14.8,2.7,-25.3,4.5,0.1,-3.6,0.5,-2.9,15.3,-6.1,-18.8,6.4,-19.6,7.8,0.8,-6.0,-13.8,11.8,9.0,10.6,4.5,4.6,0.1,-6.1,-6.1,13.0
2004-02,7.0,0.9,6.1,-4.3,-13.9,2.2,-0.1,-4.8,2.0,-6.2,16.6,-7.5,-19.9,7.8,-22.9,8.2,3.8,-1.4,-17.5,10.3,9.8,11.5,7.5,1.3,3.2,-6.9,-10.0,13.5
2004-03,7.5,-0.1,4.7,-4.9,-11.6,-2.0,1.5,-4.6,-1.7,-9.1,13.4,-5.2,-17.9,7.3,-17.7,9.4,5.8,-1.8,-9.9,9.0,7.7,8.0,6.0,0.1,5.2,-7.1,-12.4,13.8
2004-04,9.0,7.9,10.1,5.7,-8.5,0.9,-7.5,-4.9,-1.0,-2.4,8.1,-5.8,-15.7,9.0,-18.0,9.7,8.1,-4.4,-7.9,7.8,7.0,9.0,4.3,-3.7,-0.8,-9.6,-19.4,11.3
2004-05,8.8,3.7,8.4,-0.9,-9.4,0.1,-3.6,-6.2,3.7,-9.0,15.1,-2.2,-14.2,6.9,-14.5,14.8,13.5,1.3,-13.0,3.6,6.2,9.0,6.0,9.0,-7.5,-8.2,-17.4,17.5
2004-06,8.5,-2.6,5.2,-10.3,-13.6,2.4,-0.7,-4.0,-2.6,-8.9,13.6,-2.2,-15.6,6.3,-14.0,13.8,9.9,4.4,-8.7,5.5,5.8,5.1,6.8,6.0,5.8,-8.5,-18.5,16.8
2004-07,11.2,0.1,6.1,-6.0,-4.5,6.3,5.9,-0.4,-2.4,-5.2,13.5,-3.5,-16.1,8.0,-14.4,11.8,12.3,-1.6,-9.7,8.0,8.6,9.9,7.9,8.6,0.0,-7.9,-14.1,9.4
2004-08,11.2,0.5,8.2,-7.2,-5.9,5.2,2.7,-2.0,-0.3,-6.3,13.8,-3.6,-17.0,9.2,-14.5,13.0,8.3,0.8,-10.3,7.7,7.5,7.9,7.0,5.4,4.0,-7.5,-12.1,9.7
2004-09,12.5,1.4,10.4,-7.5,-6.6,2.8,4.7,-1.9,0.4,-8.5,13.2,-4.1,-17.8,10.4,-14.6,12.8,8.1,-0.2,-9.9,8.6,6.8,4.3,7.5,2.3,10.2,-7.3,-11.1,11.4
2004-10,13.4,1.2,7.5,-5.1,-7.4,11.5,0.5,-0.4,-1.3,-1.6,13.2,-3.3,-15.2,6.0,-14.4,10.4,16.5,1.7,-9.5,7.3,7.3,6.2,8.3,1.3,12.4,-6.5,-14.4,3.0
2004-11,16.0,7.2,13.5,0.9,-5.8,5.0,-13.5,-7.5,-3.8,-5.2,14.1,-4.9,-18.4,8.6,-15.4,9.4,12.6,7.1,-11.8,6.2,5.8,5.6,5.7,3.5,5.6,-8.0,-16.6,10.5
2004-12,16.1,5.6,13.1,-1.9,-3.2,4.4,-10.1,-6.0,-3.4,-7.7,12.4,-2.5,-19.7,9.3,-13.3,15.0,7.2,8.2,-11.3,13.9,10.7,13.7,4.4,2.3,0.0,-7.0,-13.0,6.8
2005-01,15.9,4.5,9.2,-0.3,-5.5,8.5,10.1,1.1,3.8,-1.3,15.3,-5.3,-17.0,11.7,-12.8,8.6,17.3,1.6,-10.9,10.6,8.8,9.9,6.1,3.5,4.0,-8.2,-15.5,7.7
2005-02,17.9,5.3,11.3,-0.6,-4.1,7.8,2.8,-2.4,-1.0,-3.1,17.7,-6.5,-18.2,9.5,-16.2,6.1,17.2,6.0,-11.8,7.8,5.8,6.9,2.6,2.9,-3.8,-7.8,-14.9,13.9
2005-03,13.7,5.5,12.8,-1.7,-4.5,8.4,-2.1,-1.3,-0.3,-4.2,10.1,-10.3,-18.3,12.8,-23.6,5.6,9.6,1.7,-18.1,5.8,6.7,9.5,4.7,5.8,5.6,-7.4,-10.6,14.6
2005-04,21.7,9.7,17.6,1.8,-4.4,11.4,0.4,0.5,1.7,-2.2,10.2,-11.2,-19.3,13.6,-22.0,2.0,-2.0,-1.1,-20.2,1.8,6.6,9.7,8.2,6.9,0.4,-10.1,-20.2,16.8
2005-05,19.0,8.6,16.0,1.2,-3.6,5.2,-7.0,-4.2,1.1,-5.9,10.9,-11.9,-21.4,19.5,-23.3,7.2,1.6,-1.3,-20.8,6.9,7.1,10.2,4.2,5.3,-0.6,-13.0,-28.3,18.2
2005-06,21.7,9.4,14.6,4.2,-3.2,0.2,-7.1,-6.1,-0.4,-8.2,11.4,-9.5,-17.7,16.0,-19.7,7.2,4.5,-6.3,-16.4,9.4,10.8,13.6,9.4,5.7,2.1,-9.0,-15.6,14.2
2005-07,19.7,10.1,17.7,2.5,-4.8,-0.1,-15.4,-9.3,-3.4,-9.8,12.4,-7.5,-15.4,13.6,-17.4,8.5,6.6,-5.1,-16.2,9.6,11.2,14.2,9.9,4.1,2.9,-11.4,-23.4,18.5
2005-08,19.3,11.1,18.8,3.4,-4.4,3.1,-13.3,-8.0,-0.4,-6.6,13.8,-8.5,-16.2,13.3,-19.3,7.1,5.7,-1.7,-16.8,9.7,11.0,14.0,9.4,5.2,4.7,-9.2,-16.7,14.3
2005-09,19.9,12.2,19.9,4.5,-3.2,5.0,-13.8,-7.7,0.8,-4.3,14.2,-10.1,-17.0,13.0,-21.3,4.1,6.7,2.6,-16.3,10.2,10.9,11.8,10.7,3.6,8.9,-7.3,-11.1,11.4
2005-10,21.6,13.8,19.2,8.4,-4.2,6.7,-15.2,-7.2,2.4,-3.4,13.1,-5.7,-15.7,10.2,-14.5,7.5,4.4,2.6,-11.4,10.3,10.0,9.6,9.9,5.3,-2.2,-12.5,-24.3,18.3
2005-11,22.9,17.2,24.2,10.3,-0.2,5.4,-8.9,-6.3,-0.4,-8.7,15.3,-8.3,-14.3,12.8,-18.4,6.4,5.7,5.5,-8.4,9.7,9.2,8.9,8.9,1.5,3.9,-13.9,-26.4,16.8
2005-12,23.1,14.8,20.7,9.0,2.2,6.4,-6.1,-5.3,-0.9,-1.6,16.2,-4.3,-13.9,12.1,-13.9,13.2,8.9,7.2,-6.0,8.0,6.3,7.1,3.7,3.0,1.5,-10.5,-18.5,16.4
2006-01,25.9,18.7,22.9,14.5,4.6,2.5,-3.9,-5.5,-0.3,-3.3,14.9,-4.3,-16.4,10.3,-12.1,9.5,6.6,3.3,-5.5,9.6,9.5,10.0,8.9,2.9,6.6,-8.9,-15.7,12.8
2006-02,22.1,19.5,25.9,13.2,2.1,4.7,2.6,-2.9,-2.0,-2.2,16.1,-2.6,-12.3,14.0,-9.1,15.2,8.9,2.3,4.4,5.3,8.4,9.5,10.3,3.2,6.2,-9.6,-18.7,16.1
2006-03,24.5,18.5,23.2,13.9,2.7,2.2,-3.7,-5.4,-0.5,-6.8,14.6,-2.8,-10.5,12.3,-9.7,13.5,10.9,1.6,-0.5,2.1,7.9,13.1,8.4,3.7,3.1,-10.8,-23.6,18.2
2006-04,28.1,19.1,22.6,15.7,-3.2,9.3,0.2,-1.3,-2.2,-3.0,13.4,-0.8,-9.7,10.4,-5.4,13.5,14.6,3.5,0.0,4.9,9.4,11.3,12.1,7.8,7.1,-7.5,-10.8,15.0
2006-05,27.2,21.0,24.6,17.4,1.3,11.1,0.3,-1.6,2.7,-3.0,16.1,0.6,-9.9,11.6,-2.1,15.3,12.5,7.2,2.9,5.0,11.1,14.3,13.9,4.6,8.8,-12.0,-27.5,24.8
2006-06,27.6,20.5,25.6,15.4,5.1,14.9,2.0,2.7,2.7,-1.5,8.9,-0.7,-8.8,9.7,-3.8,11.2,14.7,10.0,4.9,2.6,9.7,13.2,13.3,9.8,6.2,-12.2,-26.4,19.9
2006-07,29.9,23.4,27.4,19.5,6.8,11.8,-1.0,-0.3,2.6,-1.9,11.6,0.1,-8.0,8.5,-1.4,10.3,13.1,8.0,5.2,4.8,10.3,14.6,11.6,9.0,4.8,-8.9,-17.6,21.1
2006-08,29.1,24.5,28.6,20.3,7.3,11.7,5.4,1.5,3.4,-1.6,12.6,0.4,-7.3,7.0,-3.4,11.6,11.5,7.1,1.6,5.5,10.2,15.0,10.2,9.4,6.5,-8.8,-16.7,18.5
2006-09,30.1,25.6,30.0,21.2,8.5,10.5,8.6,2.1,2.1,-2.4,12.6,0.0,-6.8,5.5,-5.4,11.0,11.7,8.0,-0.9,6.5,10.3,13.1,11.2,7.5,11.0,-8.8,-16.8,17.1
2006-10,31.7,26.2,34.4,18.0,9.7,13.3,9.8,3.7,3.4,-1.3,11.8,0.2,-7.2,6.8,-6.3,13.7,9.7,9.1,-1.4,6.9,11.5,12.3,15.2,7.1,10.8,-6.7,-9.4,14.9
2006-11,30.0,24.7,32.6,16.8,7.8,9.3,4.0,0.8,-0.3,1.0,10.7,2.2,-7.6,7.9,-4.9,19.5,13.0,12.1,2.2,6.5,11.8,15.8,13.1,12.4,8.0,-7.3,-10.0,16.4
2006-12,32.4,28.2,34.0,22.3,6.7,5.2,-5.1,-3.7,-0.3,-0.2,11.2,1.4,-5.5,8.9,-4.6,17.6,13.7,12.8,4.4,5.8,11.1,14.3,13.2,11.4,8.0,-7.1,-10.5,16.6
2007-01,31.2,23.2,34.2,12.1,9.3,11.4,1.3,0.6,-0.4,0.7,10.9,1.7,-4.2,8.2,-4.4,17.6,12.5,13.6,-0.4,8.6,11.0,11.3,13.3,7.8,11.6,-6.7,-10.8,12.3
2007-02,31.1,22.8,34.5,11.1,9.2,17.4,9.9,4.4,2.5,8.0,13.9,3.1,-4.6,6.9,0.2,15.9,18.0,6.1,7.9,6.5,9.5,14.8,7.1,9.7,8.9,-6.0,-7.5,13.8
2007-03,31.3,24.6,32.9,16.4,8.1,15.1,5.3,2.5,4.7,2.0,13.1,1.9,-4.9,9.9,1.4,14.4,16.8,10.6,6.1,5.0,10.7,14.9,12.1,11.2,14.7,-6.2,-9.6,16.5
2007-04,33.6,20.7,29.5,12.0,12.5,14.4,5.7,2.2,4.1,6.0,13.6,2.2,-3.1,9.2,3.8,11.9,21.1,5.7,7.0,6.4,11.2,13.2,14.1,12.0,13.9,-5.8,-6.7,16.9
2007-05,31.4,25.2,31.6,18.8,9.3,15.8,8.7,5.0,0.6,5.8,9.5,1.1,-3.1,9.6,2.4,10.5,15.6,9.2,3.3,6.2,11.8,12.1,17.2,13.6,14.6,-1.8,2.8,10.8
2007-06,33.7,28.3,33.9,22.7,10.6,21.4,12.5,7.8,4.0,11.3,10.5,3.2,-3.8,8.0,4.6,12.8,16.7,10.8,3.1,5.6,11.1,13.5,14.2,11.9,11.4,-1.4,3.0,18.7
2007-07,32.4,29.4,33.2,25.7,10.9,16.0,14.7,6.3,2.2,6.3,11.8,3.5,-4.5,8.9,5.0,14.4,17.6,11.3,5.0,8.2,12.3,16.7,12.1,8.8,9.8,-2.4,1.5,23.1
2007-08,29.5,28.9,33.5,24.2,8.4,7.7,15.8,3.5,4.5,2.1,13.1,2.4,-2.7,11.4,3.1,15.5,14.4,11.4,4.8,7.9,11.7,15.2,11.8,9.1,8.8,-4.3,-4.0,27.9
2007-09,28.9,28.4,34.0,22.9,6.7,-1.9,12.9,-0.8,4.0,-3.2,13.4,0.5,-0.9,14.0,1.2,14.3,13.8,15.2,5.8,8.1,11.3,11.0,14.6,6.9,11.1,-6.4,-10.6,33.8
2007-10,26.5,24.6,30.1,19.0,7.4,5.9,3.4,-2.3,-1.4,0.9,16.3,3.6,1.8,8.0,0.2,18.5,14.4,13.6,0.8,8.4,11.6,10.2,16.3,8.3,6.5,-7.1,-11.3,29.0
2007-11,28.9,26.6,33.5,19.8,7.0,5.2,15.4,3.3,5.2,-1.2,10.7,5.8,2.3,6.5,3.1,20.8,17.2,15.8,3.4,7.8,10.8,11.6,12.9,7.3,3.6,-11.2,-22.2,36.4
2007-12,26.4,22.9,27.6,18.1,13.5,12.1,16.9,5.8,3.2,5.1,11.7,4.1,1.0,7.7,3.3,16.9,19.5,20.2,6.6,6.6,8.9,8.1,12.1,9.4,7.6,-10.0,-15.0,25.1
2008-01,24.4,19.3,22.1,16.6,12.2,9.5,25.5,6.3,2.2,-0.2,16.2,4.5,0.9,7.0,1.0,19.4,19.7,17.4,-1.8,6.4,10.1,13.7,10.2,11.1,6.4,-14.5,-25.6,31.4
2008-02,22.5,20.9,19.8,22.0,6.7,9.9,17.4,4.1,3.3,2.7,15.1,2.3,0.9,11.8,2.0,16.8,17.5,20.0,2.8,5.4,8.4,9.3,10.6,13.8,11.0,-13.6,-24.2,24.6
2008-03,19.3,20.0,25.6,14.4,6.3,2.1,9.8,1.2,-1.9,3.7,8.2,1.7,0.1,10.9,1.3,14.5,17.2,17.5,0.9,6.2,9.3,7.8,14.1,11.0,15.8,-14.4,-25.3,13.4
2008-04,19.8,15.7,25.9,5.6,2.1,4.7,7.8,-0.2,0.7,-4.4,13.1,-1.0,-1.1,16.3,-3.9,17.2,12.5,17.9,-0.3,5.2,9.1,9.1,13.2,11.6,12.9,-15.6,-28.6,19.5
2008-05,14.3,11.8,19.7,3.9,3.4,-0.4,7.9,2.2,-1.5,-0.9,0.8,-4.8,-8.6,13.2,-7.7,6.4,9.8,16.3,-5.7,2.1,6.3,6.8,9.9,8.8,14.8,-17.7,-32.5,19.7
2008-06,10.1,9.0,18.3,-0.4,3.3,-2.2,-8.0,-8.2,-1.3,-5.9,14.3,-6.0,-8.2,16.6,-8.6,7.2,10.9,19.8,-4.7,-0.2,5.0,6.0,9.2,4.5,8.6,-20.6,-40.2,24.8
2008-07,1.3,-3.4,12.6,-19.4,-4.6,-10.4,-7.6,-11.8,-0.7,-13.4,17.5,-9.9,-13.2,16.4,-14.3,1.0,9.3,22.7,-14.1,-5.3,-0.5,0.0,4.0,-0.5,8.1,-20.0,-39.8,24.6
2008-08,0.2,-1.8,11.5,-15.1,-9.6,-13.0,-8.9,-14.2,-7.9,-17.4,20.7,-10.7,-12.6,14.8,-13.8,-3.4,2.1,23.3,-14.8,-4.2,-0.4,-0.5,3.5,-1.9,8.5,-18.3,-33.8,17.3
2008-09,-2.0,-4.3,8.1,-16.8,-11.4,-9.8,2.6,-1.5,-6.3,-5.4,-2.7,-15.3,-15.6,17.3,-24.6,-3.9,-9.1,10.9,-28.5,-6.0,-1.7,-1.2,2.1,-6.0,-3.5,-17.3,-33.6,9.0
2008-10,-14.1,-14.5,-3.7,-25.2,-27.0,-24.5,-21.0,-22.1,-8.6,-27.0,20.9,-21.1,-19.2,16.7,-30.9,-15.6,-10.4,7.0,-27.4,-9.6,-9.2,-11.2,-6.9,-6.0,-9.7,-19.8,-43.9,13.9
2008-11,-14.7,-20.2,-10.1,-30.3,-31.8,-18.5,-2.4,-3.3,-12.0,-18.8,-11.1,-28.8,-31.6,20.1,-43.4,-22.8,-21.0,2.2,-43.8,-13.5,-11.2,-14.5,-5.5,-13.1,-13.0,-16.9,-36.0,5.6
2008-12,-20.2,-24.6,-14.8,-34.4,-37.3,-33.1,-27.2,-27.0,-15.4,-34.5,20.7,-38.5,-36.2,29.2,-56.9,-29.4,-23.3,-1.9,-52.0,-20.2,-16.6,-17.8,-11.8,-16.8,-18.4,-18.4,-39.3,2.3
2009-01,-25.7,-28.2,-20.0,-36.3,-51.3,-27.1,-26.4,-24.6,-16.8,-29.7,20.3,-34.5,-36.6,23.0,-50.3,-30.2,-34.7,-8.9,-53.0,-22.8,-19.9,-20.0,-16.9,-17.2,-16.4,-17.9,-40.1,-0.5
2009-02,-28.7,-30.4,-21.0,-39.7,-53.8,-27.9,-21.0,-22.1,-13.5,-30.6,17.3,-36.4,-39.4,20.1,-59.1,-30.0,-42.1,-6.2,-61.1,-26.5,-21.7,-22.2,-16.2,-21.6,-13.6,-18.9,-41.9,3.9
2009-03,-31.0,-31.4,-24.0,-38.9,-52.1,-21.4,-2.1,-1.1,-18.9,-20.6,-20.3,-38.6,-43.1,20.7,-65.7,-29.4,-43.4,-13.4,-67.6,-31.3,-26.8,-26.6,-22.5,-23.1,-19.6,-19.9,-45.3,-2.9
2009-04,-33.3,-32.9,-24.4,-41.3,-47.8,-29.5,-33.9,-24.3,-19.5,-31.5,9.3,-33.3,-39.9,17.6,-59.7,-22.4,-42.2,-8.0,-61.3,-29.8,-27.8,-27.2,-26.5,-23.0,-22.2,-15.6,-31.8,-4.9
2009-05,-33.7,-37.9,-23.3,-52.5,-51.8,-15.5,-5.6,-2.0,-21.1,-25.8,-15.0,-29.3,-37.9,9.4,-61.8,-16.7,-39.5,-13.2,-64.8,-28.5,-24.6,-23.9,-21.3,-23.4,-23.3,-15.5,-30.1,-6.3
2009-06,-36.3,-34.6,-23.7,-45.5,-50.8,-23.5,-40.9,-22.9,-19.8,-25.7,4.3,-26.3,-39.2,4.6,-63.5,-10.9,-24.8,-9.5,-63.9,-24.9,-21.1,-15.9,-22.5,-16.9,-19.5,-14.1,-29.1,-2.1
2009-07,-36.8,-35.3,-22.1,-48.5,-50.4,-18.0,-24.8,-16.3,-17.8,-17.8,6.2,-25.9,-34.4,4.6,-58.9,-14.2,-23.5,-9.6,-61.2,-22.5,-17.2,-14.1,-15.1,-13.9,-15.2,-13.4,-27.4,-3.4
2009-08,-34.8,-34.6,-20.3,-48.8,-44.2,-11.6,-24.2,-13.3,-17.1,-19.1,4.3,-23.7,-31.6,6.3,-54.7,-10.1,-12.7,-11.4,-59.4,-19.5,-14.1,-13.8,-8.9,-12.5,-9.0,-15.9,-33.1,-7.8
2009-09,-35.8,-32.7,-17.8,-47.5,-43.2,-6.5,-26.2,-11.4,-14.8,-14.6,1.6,-19.0,-27.7,2.2,-53.2,-1.5,-7.4,-6.7,-55.1,-15.5,-11.3,-10.2,-8.2,-13.5,-13.4,-11.6,-19.5,4.0
2009-10,-31.3,-31.3,-16.2,-46.5,-43.2,-3.9,-29.9,-12.0,-14.0,-10.5,2.2,-17.8,-27.5,2.2,-52.5,1.2,-9.1,-5.8,-50.6,-13.1,-10.0,-6.0,-10.8,-11.2,-5.8,-10.4,-15.8,4.8
2009-11,-30.8,-33.4,-16.0,-50.8,-46.9,-4.2,-19.1,-8.6,-9.9,-9.1,2.6,-16.5,-24.1,2.9,-53.6,7.0,-1.8,-5.5,-50.4,-13.5,-10.1,-5.8,-11.1,-8.9,-13.5,-8.5,-13.2,4.9
2009-12,-30.7,-32.2,-16.7,-47.6,-45.7,-6.8,-17.1,-8.1,-10.0,-11.8,0.6,-14.7,-23.7,-3.7,-50.5,2.6,1.5,-7.5,-51.8,-10.1,-7.7,-4.6,-8.5,-8.3,-10.4,-9.1,-14.7,7.6
2010-01,-26.8,-29.7,-12.3,-47.2,-45.3,-10.6,-3.8,-5.7,-6.2,-12.7,2.7,-14.5,-20.4,-1.3,-45.4,0.6,4.5,0.0,-48.1,-5.3,-4.5,-4.4,-3.8,-6.6,-7.7,-8.1,-13.2,10.5
2010-02,-25.2,-29.7,-14.2,-45.2,-36.8,-4.8,-12.3,-8.0,-7.0,-9.7,6.7,-17.7,-20.5,0.8,-48.1,-4.3,2.5,-0.1,-46.7,-5.6,-4.7,-5.1,-3.5,-6.0,-8.9,-10.5,-15.6,9.8
2010-03,-25.0,-29.9,-12.4,-47.4,-44.8,-5.8,-19.1,-11.3,-3.7,-11.4,9.1,-12.4,-20.1,-4.2,-43.5,2.0,4.4,-3.7,-41.6,-6.4,-5.0,-4.2,-4.4,-5.1,-4.0,-12.5,-23.0,11.9
2010-04,-26.5,-32.4,-17.1,-47.7,-45.2,-1.3,-4.6,-5.0,-3.9,-2.3,9.2,-9.3,-18.3,-2.3,-37.8,7.6,15.9,3.0,-41.2,-3.5,-1.7,0.5,-2.1,-3.4,-2.0,-12.4,-23.3,16.5
2010-05,-23.1,-32.5,-17.3,-47.8,-39.0,-3.1,-0.1,-4.4,-2.9,-5.0,9.8,-11.2,-15.9,5.9,-33.7,6.0,17.3,8.1,-36.5,-2.8,-0.1,1.1,1.4,-0.4,-0.2,-14.9,-33.8,20.3
2010-06,-23.5,-34.2,-18.3,-50.1,-43.1,-1.5,1.6,-1.4,-3.4,-4.5,4.3,-13.2,-13.5,5.9,-32.8,-0.8,17.7,5.0,-29.8,0.5,0.7,-0.3,2.0,0.1,4.1,-15.7,-35.5,20.0
2010-07,-12.9,-30.8,-16.1,-45.5,-34.4,-0.2,-5.2,-5.1,-0.6,-9.1,9.8,-9.7,-12.5,1.4,-28.1,0.4,16.0,4.3,-23.8,2.1,2.6,-2.7,8.4,-2.7,6.4,-14.9,-30.0,18.6
2010-08,-15.1,-30.1,-13.9,-46.2,-34.1,3.3,2.0,-1.7,-2.3,-2.6,10.5,-7.0,-12.2,2.4,-26.8,8.3,18.6,11.3,-23.2,2.6,3.4,-1.3,8.8,-5.9,6.0,-13.0,-22.5,23.1
2010-09,-12.3,-28.7,-12.9,-44.4,-33.1,2.8,-1.0,-2.3,-2.3,-2.3,8.7,-3.4,-1.6,1.8,-20.9,12.5,17.8,14.8,-19.9,0.8,2.5,-0.2,6.9,1.8,6.3,-13.7,-23.0,20.0
2010-10,-9.9,-25.3,-8.2,-42.4,-31.4,6.6,-3.6,-3.2,-3.2,2.6,12.7,-2.3,-1.2,0.4,-22.8,16.2,15.0,11.2,-14.1,2.3,3.0,0.4,6.2,6.1,9.8,-12.5,-24.2,19.3
