country,CHL,CHL,CHL,CHL,CHL,CHL,CHL,CHL,CHL,CHL,CHL,CHL,CHL,CHL,CHL,CHL,CHL,CHL,CHL,CHL
2013-12,-23.37662,-18.18182,-20.77922,-15.58442,1.298698,-35.82089,17.91045,8.45771,-2.238806,17.16418,-9.126984,49.34525,-5.357143,6.547623,-13.13995,1.674847,4.423519,10.11905,62.3,61.8
2014-01,-24.05063,-9.493668,-6.329114,-12.65823,8.860756,-33.33334,23.01588,10.58201,-3.174603,18.25397,-3.586494,44.51898,-4.43038,6.329117,-14.73356,8.048884,-0.2753156,18.35443,59.3,59.7
2014-02,-23.07692,-16.66666,-8.974359,-24.35897,-2.564102,-39.02439,21.13821,9.485092,-6.504065,13.82114,1.35659,42.31395,-6.976744,5.232559,-18.21374,12.74936,6.329733,22.09303,60.1,61.8
2014-03,-25.97403,-11.03896,-2.597403,-19.48052,6.493507,-46.72131,12.29508,7.377052,-4.098361,12.29508,-4.790421,46.65868,-7.784431,3.592812,-25.10445,2.210514,-1.351943,25.7485,60.4,62.0
2014-04,-26.66667,-26.0,-25.33333,-26.66666,4.0,-48.83721,0.7751923,4.909561,-13.95349,9.302322,-11.96078,45.89412,-22.94118,8.235291,-24.06625,-5.356805,-2.832829,22.94118,56.8,59.7
2014-05,-30.66667,-30.0,-29.33333,-30.66666,-1.333336,-52.17391,5.797104,-0.2415466,-15.21739,16.66666,-14.14141,44.55757,-22.42424,9.696968,-25.82207,-0.6038585,-4.660873,12.72727,53.3,58.5
2014-06,-41.89189,-34.45946,-33.78378,-35.13513,-13.51351,-55.90551,-2.362206,-3.149605,-18.89764,18.89764,-18.58586,39.33333,-27.27273,13.33334,-35.12382,-0.0293819,-10.20271,13.33334,51.2,57.6
2014-07,-46.15385,-41.02564,-37.17949,-44.8718,-7.692307,-49.64029,-3.597122,-6.235008,-23.74101,23.741,-19.79166,42.7,-29.375,11.25,-38.79783,-3.139924,-3.774056,5.0,49.3,55.3
2014-08,-54.92958,-50.70422,-53.52113,-47.88733,-19.71831,-57.03704,-5.925926,-6.913582,-22.96296,18.51852,-20.49689,38.14906,-31.67702,11.18012,-41.97554,-3.707271,-9.6699,8.074532,46.1,50.2
2014-09,-42.46575,-47.94521,-43.83562,-52.05479,-13.69863,-53.0303,-5.303032,-9.848488,-22.72727,21.9697,-20.99567,40.5974,-27.92208,14.93507,-44.09879,-6.143311,-6.976287,2.597404,45.3,50.5
2014-10,-44.59459,-41.21622,-35.13514,-47.2973,-9.459457,-50.0,3.623192,-7.487923,-17.3913,21.73913,-21.44373,39.89809,-27.38853,14.01274,-47.96421,-4.477649,-14.26543,3.184715,43.4,51.7
2014-11,-36.9863,-40.41096,-34.24657,-46.57534,-9.589043,-49.23077,0.7692337,-7.179489,-14.61539,22.30769,-24.08602,41.65161,-23.87097,15.48387,-50.48744,-3.408703,-7.018031,3.870964,42.6,49.3
2014-12,-39.13044,-47.10145,-43.47826,-50.72464,-11.5942,-54.03226,-6.451614,-9.139786,-26.6129,19.35484,-21.86147,39.66234,-25.32467,7.792206,-48.05501,0.1857804,-9.799485,3.896103,45.5,53.3
2015-01,-45.33333,-47.33333,-44.0,-50.66667,-10.66666,-44.09449,5.51181,-2.887138,-21.25984,19.68504,-13.95834,40.75,-21.875,10.0,-33.42751,-0.6181045,-7.431512,6.875,46.1,50.2
2015-02,-31.81818,-31.06061,-24.24242,-37.87879,-4.545456,-30.76923,8.547012,-0.2848969,-15.38461,18.80342,-13.14554,34.53522,-22.53521,10.56338,-44.85175,-0.4587166,-8.963314,-2.816902,46.3,50.8
2015-03,-31.88406,-28.9855,-21.73913,-36.23188,-10.14493,-23.21429,14.28571,0.8928604,-20.53572,18.75,-9.750565,44.34013,-21.08844,7.482994,-36.9185,2.181064,-0.4851594,-0.680275,40.9,45.8
2015-04,-23.37662,-24.67532,-14.28571,-35.06493,7.792206,-29.92126,10.23622,-3.412071,-22.83465,17.32284,-10.36036,41.68919,-21.62162,5.405403,-28.55721,1.06191,-1.577262,-2.027023,36.6,43.1
2015-05,-30.0,-31.42857,-27.14286,-35.71429,-2.85714,-37.93103,6.896553,-3.735634,-21.55172,15.51724,-17.91383,38.9796,-26.53061,6.802719,-39.76601,-1.175241,-8.975144,-0.680275,37.4,42.8
2015-06,-13.88889,-20.13889,-13.88889,-26.38889,8.333336,-43.85965,-1.754387,-6.14035,-27.19298,15.78947,-16.55629,37.08609,-31.78808,5.298012,-37.77302,0.1819237,-5.485197,-5.960266,34.6,42.6
2015-07,-35.06493,-39.61039,-36.36364,-42.85714,-10.38961,-53.78151,-6.722687,-12.32493,-33.61345,23.52941,-24.10902,36.79245,-33.33333,15.09434,-38.79112,-11.88352,-13.2872,1.257858,31.8,40.6
2015-08,-40.84507,-45.07042,-39.43662,-50.70422,7.042252,-62.71186,-5.932205,-10.16949,-31.35593,16.10169,-28.05445,34.4106,-30.66667,20.5298,-49.37947,-9.065611,-13.99682,7.333336,31.6,37.8
2015-09,-33.82353,-36.02941,-30.88235,-41.17647,-2.941177,-55.2,3.199997,-1.866669,-14.4,13.6,-21.23288,32.47945,-28.76712,15.75343,-42.65118,-6.851356,-7.980673,7.534248,32.8,37.4
2015-10,-31.42857,-30.0,-22.85714,-37.14286,-8.571426,-52.13675,-1.709404,-4.843307,-16.23932,15.38461,-19.86755,37.96027,-29.80132,17.8808,-43.76794,-1.491607,-13.4813,4.635765,35.065,39.2
2015-11,-31.08108,-28.37838,-24.32432,-32.43243,-6.75676,-57.02479,-9.090912,-8.539948,-22.31405,19.83471,-21.2528,39.39597,-27.51678,16.77853,-43.40492,0.6539396,-0.6598566,-6.040268,32.375,40.6
2015-12,-37.31343,-24.62687,-28.35821,-20.89552,-1.492538,-50.0,-4.71698,-6.603775,-23.58491,16.98113,-24.41315,39.67606,-28.16901,17.60564,-42.75906,-2.456583,-8.713372,-1.408447,34.8,41.2
2016-01,-36.23188,-33.33334,-33.33333,-33.33334,-8.695656,-58.18182,-5.454544,-5.757576,-20.90909,19.09091,-19.85815,38.22694,-26.24113,14.18439,-42.14707,-4.929692,-3.99319,-2.127663,32.9,35.7
2016-02,-43.28358,-40.29851,-35.8209,-44.77612,-13.43284,-62.76596,10.6383,-0.3546066,-28.7234,10.6383,-11.77945,33.57895,-29.32331,10.52631,-40.39109,-2.26025,-9.929123,-2.255638,35.4,39.495
2016-03,-36.9863,-37.67123,-32.87671,-42.46575,-9.589043,-51.96078,8.823532,0.0,-22.54902,14.70588,-16.90821,39.40579,-32.6087,18.11594,-44.02447,-1.265629,-10.13118,-1.449272,33.705,39.0
2016-04,-38.02817,-48.59155,-42.25352,-54.92958,-18.30986,-47.10744,-4.958679,-5.234161,-28.09917,12.3967,-21.00457,36.15068,-32.19178,18.49315,-44.00227,-1.422776,-10.97109,-6.849312,31.3,38.09
2016-05,-55.40541,-58.10811,-50.0,-66.21622,-21.62162,-56.55738,-7.377052,-9.016396,-34.42623,11.47541,-23.80952,37.82857,-27.85714,12.85714,-49.52466,-2.908026,-5.15332,-9.285713,30.67,35.595
2016-06,-54.05405,-60.81081,-50.0,-71.62162,-21.62162,-55.55556,-5.982903,-6.552704,-33.33333,9.401711,-22.76995,35.5493,-28.16901,15.49296,-43.06618,-3.350194,-6.391993,-6.338028,33.0,37.5
2016-07,-65.06024,-66.86747,-59.03614,-74.6988,-20.48193,-64.84848,-4.848488,-2.020203,-29.69697,5.454544,-24.28256,32.75497,-28.47682,11.92053,-41.71781,-12.67188,-8.346828,-13.90729,29.77,36.735
2016-08,-49.36709,-59.49367,-55.6962,-63.29114,-31.64557,-53.37838,-2.702705,-5.855858,-17.56757,8.108109,-20.13889,34.80556,-23.61111,15.97222,-44.54716,4.746996,-10.5603,-4.166664,27.615,33.415
2016-09,-48.10126,-58.86076,-49.36709,-68.35443,-25.31645,-54.16667,0.6944427,-4.398148,-18.05556,8.333336,-15.32847,32.52554,-24.81752,8.759125,-41.80355,1.941818,2.490772,-10.94891,30.705,35.365
2016-10,-54.43038,-63.29114,-58.22785,-68.35443,-21.51899,-34.75177,8.510635,-0.9456253,-9.929078,7.092201,-11.92214,33.25548,-19.70803,10.21898,-33.76028,2.881548,2.052602,-4.379562,34.02,40.74
2016-11,-55.1282,-57.69231,-48.71795,-66.66666,-19.23077,-25.53191,7.092201,0.7092209,-9.929078,2.127663,-20.20202,34.72728,-25.0,9.848488,-43.53316,-2.41762,-8.856842,-1.515152,33.0,37.85
2016-12,-48.61111,-53.47222,-43.05556,-63.88889,-23.61111,-31.81818,0.757576,-2.020203,-13.63636,2.272728,-19.90408,36.40288,-26.61871,15.10791,-40.19676,7.126192,-2.597273,-4.316544,36.65,46.05
2017-01,-49.4382,-50.0,-39.32584,-60.67416,-21.34831,-27.89116,10.88435,0.680275,-14.96599,8.163269,-16.78322,33.7063,-18.18182,11.18881,-40.57319,0.571465,-2.466754,1.398598,34.53,45.7
2017-02,-55.40541,-52.02703,-43.24324,-60.81081,-13.51351,-27.27273,18.88112,2.0979,-14.68532,8.391609,-8.872902,29.43884,-21.58273,4.316544,-43.16532,2.33674,-4.619918,2.158272,33.7,40.1
2017-03,-45.45454,-49.35065,-36.36364,-62.33766,-14.28571,-31.61765,5.882355,0.0,-15.44118,4.411766,-13.18408,32.35822,-23.8806,10.44776,-40.49638,-0.07012329,-12.70527,-0.7462692,35.69341,44.16438
2017-04,-52.85714,-55.71429,-44.28571,-67.14286,-15.71429,-26.08696,10.14493,2.173912,-12.31884,7.971016,-17.81171,34.16794,-25.9542,10.68702,-43.45347,1.625486,-6.931206,4.580154,37.70723,44.41666
2017-05,-47.61905,-51.5873,-36.50794,-66.66666,-11.11111,-22.85714,7.14286,-2.85714,-18.57143,8.571426,-15.36459,37.54688,-20.3125,11.71875,-38.13807,10.62353,0.004235882,-1.5625,37.27804,45.19731
2017-06,-51.38889,-56.25,-40.27778,-72.22222,-19.44444,-26.15385,12.30769,-0.5128174,-10.0,7.692307,-19.2,35.12,-28.0,12.0,-41.82621,2.508734,-0.7248361,2.400002,35.7681,44.613
2017-07,-39.72603,-47.26027,-35.61644,-58.90411,-9.589043,-13.43284,14.92538,-2.73632,-19.40298,15.67164,-17.2043,34.6129,-25.0,17.74194,-35.22445,7.83075,4.33654,0.0,36.74237,48.87409
2017-08,-35.38462,-50.0,-40.0,-60.0,-7.692307,-12.12122,19.69697,0.0,-12.87879,12.12122,-14.69817,38.47244,-20.47244,14.17323,-29.45351,2.984967,1.68793,-4.724411,34.63162,47.19904
2017-09,-17.3913,-33.33334,-20.28986,-46.37681,7.246376,25.20325,27.64227,3.252029,2.439024,14.63415,-11.41142,32.10811,-16.21622,5.405403,-38.78238,4.204493,-2.365596,-4.504501,39.25932,53.65694
2017-10,-19.69697,-28.0303,-13.63636,-42.42424,1.515152,39.02438,33.33333,3.523033,-2.439024,16.26016,-6.410255,36.26154,-10.0,6.153847,-30.19739,9.554624,1.385388,0.7692337,41.91565,55.80596
2017-11,-26.76056,-26.05634,-19.71831,-32.39436,11.26761,42.53731,39.55225,7.711441,0.7462686,14.17911,-8.974358,37.86154,-8.461538,7.692307,-30.14585,15.50035,9.461166,5.384613,42.83355,56.5225
2017-12,-17.1875,-31.25,-12.5,-50.0,10.9375,44.0367,47.70642,12.84404,11.00917,14.6789,-14.88095,39.64285,-12.5,12.5,-31.53203,11.55225,11.82298,9.821426,49.54549,66.21501
2018-01,-3.030303,-13.63636,1.515152,-28.78788,21.21212,77.31092,58.82353,20.16807,10.92437,10.08403,0.3030303,36.92727,-0.9090909,-1.818182,-29.09632,28.27653,8.690764,23.63636,47.22104,63.05336
2018-02,4.615385,-3.076923,12.30769,-18.46154,23.07692,78.86179,60.97561,23.03523,11.38211,8.130081,10.34483,33.17241,-0.862069,-1.724138,-20.24723,32.52666,15.96203,15.51724,48.5,63.7
2018-03,6.153846,2.307692,20.0,-15.38461,29.23077,83.89831,60.16949,23.72881,15.25424,3.389831,5.932203,42.18644,0.0,5.932203,-22.50833,36.38313,20.2229,19.49153,46.3,61.2
2018-04,16.12903,-3.225806,11.29032,-17.74194,19.35484,76.10619,61.06195,22.12389,22.12389,1.769912,5.345912,40.32076,-6.603774,6.603774,-15.45208,41.83014,25.61681,20.75472,48.89925,65.16669
2018-05,9.67742,-6.451613,11.29032,-24.19355,29.03226,69.02655,41.59292,18.58407,11.50443,-0.8849558,5.405406,37.45946,-0.9009009,-1.801802,-15.46946,37.53602,16.49271,9.009009,51.17511,61.37451
2018-06,13.84615,-13.84615,3.076923,-30.76923,13.84615,67.74194,51.6129,17.74194,16.12903,8.064516,6.321839,37.39655,-6.034483,0.862069,-12.49668,39.27074,18.02719,18.96552,51.92251,61.33849
2018-07,11.86441,-7.627119,15.25424,-30.50847,18.64407,54.86726,52.21239,17.10914,6.19469,13.27434,0.6172839,37.66667,-8.333333,0.9259259,-17.67421,25.84136,16.91787,13.88889,49.65844,58.32719
2018-08,8.928572,-9.821428,5.357143,-25.0,21.42857,37.60684,37.60684,11.68091,1.709402,9.40171,-2.011494,38.67241,-3.448276,12.06897,-20.38112,27.73791,18.45554,15.51724,45.70529,55.30362
2018-09,8.77193,-7.894737,10.52632,-26.31579,24.5614,38.26087,44.34783,14.78261,8.695652,13.04348,3.773585,36.56604,-3.773585,8.490566,-20.83911,31.37325,10.40423,16.98113,47.77494,55.80551
2018-10,6.451613,-4.032258,8.064516,-16.12903,22.58064,41.86047,44.96124,11.36951,13.17829,18.60465,-1.449275,39.84348,-8.695652,6.086957,-29.51255,21.36248,25.04774,13.04348,49.04854,53.64753
2018-11,-8.474576,-9.322034,3.389831,-22.0339,15.25424,40.33614,36.97479,7.282913,10.08403,20.16807,-8.099689,40.0,-3.738318,16.82243,-22.58536,18.44457,13.60873,10.28037,47.50964,53.08483
2018-12,-8.333333,-3.333333,15.0,-21.66667,20.0,40.65041,34.95935,6.775068,2.439024,21.95122,-13.04348,43.02609,-9.565217,10.43478,-25.76334,10.27991,11.18054,-0.8695652,44.42991,52.57601
2019-01,3.389831,-0.8474576,22.0339,-23.72881,16.94915,36.97479,38.65546,12.04482,1.680672,21.0084,-4.424779,39.73451,-9.734513,7.079646,-27.32066,22.20683,-2.712461,13.27434,50.3274,54.96967
2019-02,12.85714,-4.285714,12.85714,-21.42857,14.28571,41.17647,47.79412,16.17647,2.941176,16.17647,0.0,34.47934,-5.785124,11.57025,-27.90329,25.3967,5.468054,8.264462,48.75122,52.55907
2019-03,19.71831,9.154929,19.71831,-1.408451,19.71831,27.0073,41.60584,10.9489,-3.649635,16.05839,-4.519774,42.20339,-20.33898,7.627119,-32.59556,18.76186,11.27939,10.16949,46.3082,48.08363
2019-04,10.44776,4.477612,16.41791,-7.462687,13.43284,15.26718,40.45802,11.70483,-0.7633588,12.9771,-11.11111,37.9,-18.33333,12.5,-32.32949,17.48965,9.816954,6.666667,46.30048,49.18163
2019-05,9.589041,-6.849315,9.589041,-23.28767,15.06849,9.62963,24.44444,4.444445,-3.703704,20.0,-11.81102,38.61417,-20.47244,10.23622,-27.50115,10.24225,5.13436,5.511811,42.34776,47.48685
2019-06,5.405406,-6.756757,4.054054,-17.56757,10.81081,2.721088,25.85034,2.494331,-5.442177,19.04762,-13.49206,36.11111,-18.25397,14.28571,-31.75445,12.3059,6.832919,13.49206,38.10795,42.63001
2019-07,0.0,-8.333333,10.25641,-26.92308,7.692307,10.44776,28.35821,1.243781,-8.955224,22.38806,-11.38211,38.04878,-9.756098,11.38211,-31.52118,13.53915,7.219343,8.943089,40.56633,46.37842
2019-08,5.479452,-4.79452,8.219178,-17.80822,8.219178,-0.7462687,23.8806,1.243781,-8.955224,15.67164,-8.266666,36.208,-13.6,13.6,-26.39113,15.26333,7.616455,8.0,39.12537,43.33937
2019-09,-10.29412,-14.70588,-2.941176,-26.47059,8.823529,4.761905,28.57143,3.174603,-5.555555,14.28571,-7.207207,35.58559,-20.72072,16.21622,-35.65381,17.01088,0.4332765,0.9009009,39.5809,42.70248
2019-10,4.477612,-8.208955,5.970149,-22.38806,13.43284,22.90076,32.06107,4.3257,0.0,16.03053,-5.698006,37.21368,-15.38461,13.67521,-31.46211,16.91039,6.079665,9.40171,37.15452,45.26805
2019-11,-34.78261,-47.82609,-37.68116,-57.97102,-14.49275,-91.80328,-53.27869,-36.3388,-50.0,25.40984,-24.92754,27.3913,-29.56522,13.04348,-40.48528,-19.23222,-31.98313,16.52174,25.71331,38.70736
2019-12,-52.38095,-57.14286,-55.55556,-58.73016,-19.04762,-80.62016,-38.75969,-32.29974,-45.73643,22.48062,-30.71895,29.72549,-39.21569,18.62745,-55.30005,-4.442005,-22.26873,26.47059,26.56225,36.59916
2020-01,-56.14035,-59.64912,-56.14035,-63.15789,-21.05263,-67.59259,-12.03704,-17.28395,-39.81482,16.66667,-20.54263,35.83721,-27.90698,10.46512,-40.6791,-8.761344,-4.53372,2.325581,27.1776,35.99728
2020-02,-48.61111,-48.61111,-41.66667,-55.55556,-15.27778,-58.39416,-10.9489,-16.05839,-35.0365,16.05839,-9.480123,37.37615,-22.93578,3.669725,-27.48945,-8.052299,-3.586093,16.51376,30.45257,37.55994
2020-03,-50.0,-51.47059,-41.17647,-61.76471,-19.11765,-72.30769,-23.84615,-19.23077,-31.53846,14.61539,-13.93443,41.88525,-29.5082,-0.8196722,-32.74337,-16.25801,-19.30332,23.77049,27.6208,32.02364
2020-04,-82.85714,-87.14286,-85.71429,-88.57143,-48.57143,-91.91177,-52.94118,-45.58823,-59.55882,30.14706,-34.46328,24.22034,-50.0,0.0,-43.54345,-52.39368,-51.21566,4.237288,23.35547,28.56094
2020-05,-88.73239,-82.39436,-76.05634,-88.73239,-56.33803,-72.86822,-24.8062,-35.40052,-59.68992,30.23256,-33.63095,25.82143,-45.53571,14.28571,-54.80868,-23.76439,-29.64054,-0.8928571,21.54318,28.2891
2020-06,-82.35294,-77.20588,-69.11765,-85.29412,-44.11765,-68.85246,-10.65574,-26.22951,-46.72131,18.03279,-21.47436,21.19231,-36.53846,8.653846,-42.44361,-6.67433,-22.34212,-0.9615384,17.20301,31.29063
2020-07,-83.09859,-74.64789,-67.60564,-81.69014,-39.43662,-52.10084,10.08403,-18.76751,-42.01681,21.0084,-16.02564,17.76923,-34.61538,9.615385,-46.90542,12.38367,-29.0236,-5.769231,15.07931,34.16418
2020-08,-75.36232,-48.55072,-21.73913,-75.36232,-21.73913,-13.11475,23.77049,-9.836065,-33.60656,19.67213,-10.74074,28.73333,-20.0,13.33333,-40.39666,20.65144,9.587643,3.333333,20.08952,38.25529
2020-09,-52.45901,-33.60656,-11.47541,-55.73771,-19.67213,-0.8695652,31.30435,-2.028986,-13.91304,11.30435,3.125,30.375,-9.375,2.083333,-28.16814,23.92422,30.45272,14.58333,22.38479,38.65392
2020-10,-20.0,-24.61539,9.230769,-58.46154,-10.76923,19.13043,35.65217,7.536232,-4.347826,4.347826,6.130268,38.3908,-1.149425,1.149425,-22.29539,29.89303,12.61218,1.149425,23.69775,38.32433
2020-11,-3.174603,-7.936508,25.39683,-41.26984,15.87302,22.01835,28.44037,10.09174,4.587156,-3.669725,8.333333,43.77273,4.545455,-2.272727,-8.605646,32.11569,10.88736,13.63636,25.50318,41.40266
2020-12,6.060606,-16.66667,9.090909,-42.42424,4.545455,14.78261,22.6087,12.46377,6.956522,-10.43478,-0.3333333,47.18,4.0,1.0,-12.2575,26.27648,14.35598,24.0,26.18401,37.70166
2021-01,3.174603,-19.84127,-6.349206,-33.33333,9.523809,22.6087,28.69565,13.91304,-3.478261,-11.30435,8.791209,41.89011,2.197802,-10.98901,-8.696223,26.44461,11.27195,15.38461,27.04883,37.06394
2021-02,1.538462,-11.53846,10.76923,-33.84615,23.07692,18.80342,36.75214,16.80912,1.709402,-11.96581,12.21122,39.42574,3.960396,-12.87129,-12.80356,28.71807,15.95801,30.69307,30.42994,43.85236
2021-03,2.898551,-2.898551,18.84058,-24.63768,31.88406,44.06779,36.44068,22.0339,7.627119,-18.64407,16.21622,43.36937,9.009009,-16.21622,-5.997253,32.9225,10.88156,41.44144,28.66302,39.27482
2021-04,-6.944445,-10.41667,4.166667,-25.0,25.0,17.6,22.4,13.06667,-1.6,-9.6,4.424779,41.87611,-1.769912,-12.38938,-12.00515,20.94272,5.54749,33.62832,22.30076,34.15278
2021-05,-1.538462,-20.0,-6.153846,-33.84615,43.07692,6.61157,23.96694,17.07989,3.305785,-10.7438,12.65432,41.01852,9.259259,-14.81481,-1.753439,32.71852,13.25221,39.81482,27.10274,39.09678
2021-06,-14.49275,-15.21739,-1.449275,-28.98551,40.57971,-5.263158,11.40351,10.52632,-4.385965,-9.649123,11.76471,39.96078,10.78431,-13.72549,7.370689,20.35466,17.21482,39.21569,34.19838,43.74358
2021-07,-10.9375,-13.28125,0.0,-26.5625,42.1875,5.357143,24.10714,19.64286,11.60714,-16.96428,22.61905,43.66071,11.60714,-17.85714,20.27215,33.2943,23.94269,46.42857,38.33711,45.34417
2021-08,-1.515152,3.030303,24.24242,-18.18182,45.45454,8.77193,25.4386,23.39181,10.52632,-21.05263,25.88997,43.1068,21.35922,-16.50485,29.05398,31.31321,17.82694,39.80582,40.3582,46.42776
2021-09,18.18182,12.87879,27.27273,-1.515152,54.54546,-4.672897,22.42991,22.42991,11.21495,-21.49533,23.80952,47.04762,20.0,-14.28571,18.53885,21.35056,30.38863,52.38095,41.58458,44.67839
2021-10,-12.12121,-3.787879,10.60606,-18.18182,48.48485,-49.56522,3.478261,15.94203,13.91304,-22.6087,18.65443,50.01835,16.51376,-12.84404,12.81194,18.16689,3.763799,58.7156,35.55562,38.4664
2021-11,-26.15385,-25.38461,-15.38461,-35.38462,32.30769,-64.70588,-8.823529,7.843137,-4.901961,-13.72549,11.45833,48.02083,21.875,-7.291667,8.253616,18.75064,14.95779,59.375,35.97361,39.69955
2021-12,-27.58621,-34.48276,-15.51724,-53.44828,25.86207,-50.49505,-9.90099,2.970297,0.990099,-9.90099,5.841924,49.89691,2.061856,-8.247422,10.21837,12.92058,8.796845,49.48454,42.36556,48.17548
2022-01,-32.75862,-31.03448,-17.24138,-44.82759,34.48276,-54.16667,-2.083333,11.45833,3.125,-18.75,9.42029,47.3913,7.608696,-13.04348,5.470838,12.45129,9.721184,53.26087,41.9931,49.68994
2022-02,-31.25,-28.90625,-18.75,-39.0625,31.25,-61.11111,-9.259259,3.703704,-7.407407,-7.407407,3.883495,42.50486,0.0,-3.883495,0.1627637,1.759428,-0.3684126,43.68932,36.0023,43.93574
2022-03,-38.09524,-34.92064,-20.63492,-49.20635,23.80952,-68.86793,-11.32076,2.201258,-15.09434,-8.490566,2.586207,50.7069,5.172414,-0.862069,-3.346593,5.20017,3.052442,53.44828,32.68072,39.44913
2022-04,-42.1875,-38.28125,-25.0,-51.5625,31.25,-75.25773,-23.71134,-7.560137,-17.52577,3.092783,-1.424501,50.71795,-3.418803,-2.564103,-4.145292,5.472466,5.187142,70.08547,23.5511,30.01769
2022-05,-37.70492,-47.54099,-29.5082,-65.57377,31.14754,-81.5534,-28.15534,-9.708738,-17.47573,4.854369,-4.597701,44.44828,-6.896552,0.0,-8.970625,2.597508,-5.793302,56.89655,21.84807,29.62321
2022-06,-47.54099,-49.18033,-40.98361,-57.37705,11.47541,-74.5098,-24.5098,-9.477124,-13.72549,6.862745,-10.0,42.21667,-0.8333333,5.833333,-15.3978,-2.611234,-11.11435,51.66667,24.13053,30.08601
2022-07,-47.61905,-50.0,-39.68254,-60.31746,28.57143,-78.84615,-27.88461,-18.26923,-21.15385,17.30769,-21.25984,37.07087,-17.32283,23.62205,-26.18806,-11.35552,-8.613338,54.33071,18.90324,24.67613
2022-08,-49.25373,-51.49254,-41.79105,-61.19403,17.91045,-80.55556,-29.62963,-20.06173,-24.07407,14.81481,-22.75132,36.80952,-15.87302,20.63492,-35.51811,-12.95701,-10.13266,38.09524,20.93056,27.71302
2022-09,-48.27586,-45.68966,-37.93103,-53.44828,8.620689,-62.26415,-19.81132,-18.23899,-22.64151,20.75472,-16.09195,39.89655,-21.55172,19.82759,-36.54253,-9.299379,-9.344431,26.72414,23.30878,29.774
2022-10,-42.59259,-51.85185,-40.74074,-62.96296,12.96296,-77.22772,-22.77228,-21.45214,-26.73267,21.78218,-20.28986,37.14783,-20.0,20.86957,-42.64632,-9.190202,-10.32352,18.26087,22.08616,26.0435
2022-11,-52.72727,-52.72727,-41.81818,-63.63636,9.090909,-79.61165,-29.12621,-19.41748,-21.35922,21.35922,-24.0,38.96,-18.4,20.8,-42.96792,-8.734036,-14.49255,22.4,23.37259,28.61682
2022-12,-45.61404,-49.12281,-35.08772,-63.15789,5.263158,-72.54902,-18.62745,-15.35948,-23.52941,19.60784,-30.74713,35.62069,-23.27586,25.0,-51.28367,-2.092143,-13.33591,6.034483,20.99861,27.71995
2023-01,-43.33333,-49.16667,-31.66667,-66.66666,5.0,-64.42308,-22.11539,-14.10256,-19.23077,16.34615,-27.29885,35.96552,-22.41379,20.68966,-52.55128,-5.782759,-12.09018,7.758621,21.73812,29.65863
2023-02,-45.0,-46.66667,-33.33333,-60.0,5.0,-57.14286,-11.22449,-14.28571,-17.34694,17.34694,-22.70115,31.84483,-17.24138,21.55172,-41.86256,-9.430341,0.978512,11.2069,25.14697,36.12248
2023-03,-47.54099,-44.26229,-31.14754,-57.37705,-3.278688,-39.0,0.0,-10.33333,-23.0,21.0,-22.49323,35.90244,-21.13821,17.88618,-48.00962,-6.472757,-20.2525,3.252033,26.03469,35.62144
2023-04,-44.44444,-47.22222,-35.18518,-59.25926,-3.703704,-48.95833,-10.41667,-13.88889,-28.125,14.58333,-27.04403,35.56604,-30.18868,20.75472,-48.09983,-4.527157,-14.6387,-5.660378,24.42261,33.61382
2023-05,-41.93548,-44.35484,-30.64516,-58.06452,-4.83871,-40.65934,1.098901,-12.08791,-24.17583,14.28571,-29.09604,29.71186,-33.8983,20.33898,-52.56387,-7.312034,-13.78437,-3.389831,25.95286,34.40316
2023-06,,-55.45454,-45.45454,-65.45454,-1.818182,-40.21739,-1.086957,-10.86957,-29.34783,14.13043,-23.5474,30.56881,-23.85321,13.76147,-48.27579,-2.851939,-6.437871,-11.00917,27.6639,37.47608
2023-07,,-51.85185,-37.03704,-66.66666,0.0,-34.4086,-1.075269,-7.168459,-18.27957,18.27957,-20.26144,25.96078,-21.56863,13.72549,-46.95122,2.080445,-5.548948,-15.68627,28.78742,36.50676
