country,NLD,NLD
2001-Q1,85.1,3.2
2001-Q2,84.7,-2.1
2001-Q3,84.8,-3.3
2001-Q4,83.7,-11.1
2002-Q1,83.5,-2.3
2002-Q2,82.9,0.4
2002-Q3,82.8,0.0
2002-Q4,82.8,0.4
2003-Q1,82.4,0.5
2003-Q2,81.9,-8.7
2003-Q3,81.2,-5.1
2003-Q4,81.3,3.9
2004-Q1,82.1,6.9
2004-Q2,82.8,8.6
2004-Q3,83.2,11.7
2004-Q4,82.6,2.9
2005-Q1,82.3,4.4
2005-Q2,81.9,-0.5
2005-Q3,81.7,5.5
2005-Q4,82.1,13.1
2006-Q1,81.4,9.8
2006-Q2,81.9,17.6
2006-Q3,82.8,16.6
2006-Q4,83.2,11.0
2007-Q1,83.5,16.0
2007-Q2,83.4,15.7
2007-Q3,83.5,9.6
2007-Q4,83.9,4.3
2008-Q1,83.5,2.5
2008-Q2,83.4,-0.5
2008-Q3,83.3,4.7
2008-Q4,82.9,-12.2
2009-Q1,77.6,-28.2
2009-Q2,74.8,-40.0
2009-Q3,75.3,-20.0
2009-Q4,76.1,-7.7
2010-Q1,77.4,16.6
2010-Q2,78.8,5.9
2010-Q3,79.6,13.6
2010-Q4,79.7,11.0
2011-Q1,80.7,17.3
2011-Q2,81.1,22.2
2011-Q3,80.6,2.9
2011-Q4,78.9,-8.4
2012-Q1,79.8,-2.9
2012-Q2,78.6,-3.9
2012-Q3,78.3,-4.4
2012-Q4,77.0,-13.4
2013-Q1,77.0,-5.8
2013-Q2,75.9,-12.2
2013-Q3,76.6,-1.2
2013-Q4,77.4,6.9
2014-Q1,79.7,10.4
2014-Q2,81.0,7.4
2014-Q3,79.6,5.6
2014-Q4,80.3,9.0
2015-Q1,80.6,8.9
2015-Q2,82.3,8.3
2015-Q3,82.2,11.1
2015-Q4,82.2,11.5
2016-Q1,81.4,9.6
2016-Q2,81.7,11.7
2016-Q3,81.5,12.0
2016-Q4,82.1,9.8
2017-Q1,81.4,13.3
2017-Q2,82.5,22.2
2017-Q3,83.1,17.5
2017-Q4,83.1,15.3
2018-Q1,83.9,14.2
2018-Q2,83.6,16.7
2018-Q3,84.4,14.4
2018-Q4,84.0,11.1
2019-Q1,84.4,9.7
2019-Q2,84.3,6.4
2019-Q3,84.1,-0.8
2019-Q4,84.0,3.7
2020-Q1,83.2,1.1
2020-Q2,75.2,-12.3
2020-Q3,76.3,-33.6
2020-Q4,78.0,-3.0
2021-Q1,79.2,4.0
2021-Q2,82.2,15.5
2021-Q3,83.6,29.7
2021-Q4,83.3,24.1
2022-Q1,83.7,18.6
