country,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR
subject,BCBUTE,BCCI,BCEMFT,BCOBLV,BCSPFT,BRBUFT,BRBUTE,BRCI,BREMFT,BRODFT,BRVSLV,BSCI,BSEMFT,BSFGLV,BSOBLV,BSPRFT,BSPRTE,BSSPFT,BSXRLV,BVBUTE,BVCI,BVDEFT,BVDETE,BVEMFT,BVEMTE,CSCICP02,CSESFT,CSINFT
measure,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA,BLSA
unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
powercode,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units
reference_period,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08,11.2,-18.2,0.9,-37.2,-1.0,24.0,1.9,11.9,-7.5,16.5,-9.8,-0.3,-17.5,-10.4,-38.2,27.0,7.9,-0.4,-46.8,18.2,16.1,23.6,6.5,-2.4,-6.9,-31.0,-22.8,38.1
2003-09,8.6,-21.6,-4.8,-38.5,7.6,17.8,0.8,9.8,-7.5,5.6,-10.8,0.5,-15.5,-11.9,-36.5,26.1,10.4,1.7,-48.8,13.0,14.2,26.0,3.6,-3.7,-9.2,-26.0,-15.9,29.5
2003-10,17.0,-29.5,-5.0,-54.1,0.3,16.4,-13.3,3.9,-9.3,14.3,-8.7,-3.2,-16.0,-12.4,-40.3,18.2,7.4,-3.2,-52.5,11.7,14.1,24.1,6.6,-4.4,-8.2,-22.5,-7.9,24.9
2003-11,1.7,-36.5,-18.2,-54.8,-0.7,19.3,0.9,10.1,-8.1,14.1,-10.1,-2.6,-16.5,-12.8,-41.1,20.4,17.5,3.7,-52.6,12.8,14.2,18.7,11.2,-5.3,-6.5,-25.6,-10.5,32.4
2003-12,4.3,-12.9,-2.9,-22.9,16.0,11.7,-4.8,4.9,-2.1,18.7,-7.9,-2.7,-9.4,-12.3,-45.1,24.6,8.6,4.6,-51.6,7.3,12.2,15.5,14.0,-8.6,-7.9,-29.3,-18.2,39.7
2004-01,-12.4,-21.8,-4.6,-39.0,10.5,16.7,0.9,9.5,-5.5,12.8,-10.8,-2.0,-15.6,-17.1,-44.6,21.6,-0.6,1.5,-51.5,10.4,8.1,7.8,6.1,-8.8,-10.6,-25.1,-13.8,36.2
2004-02,14.1,-8.3,18.9,-35.5,30.7,20.0,0.0,8.2,-5.8,12.4,-4.6,-2.7,-10.6,-14.6,-44.2,21.4,7.5,-0.6,-51.4,4.1,9.9,16.1,9.4,-5.1,-10.5,-23.7,-9.4,30.8
2004-03,15.3,-17.6,-1.9,-33.4,-3.9,17.8,-2.5,6.6,-4.1,12.8,-4.4,1.4,-8.2,-11.0,-40.4,33.6,4.0,2.0,-46.8,-1.6,14.2,28.4,16.0,-6.5,-18.3,-23.2,-10.3,30.8
2004-04,-9.2,-16.8,6.8,-40.3,16.9,25.9,-5.3,9.5,-3.8,15.4,-7.8,-0.6,-10.4,-7.8,-41.0,31.3,5.1,3.0,-48.2,5.9,15.5,29.1,11.5,-4.3,-15.3,-19.7,-7.0,29.1
2004-05,-3.2,-21.0,-2.9,-39.2,13.3,28.0,4.0,13.3,-4.5,16.2,-7.9,-0.2,-10.2,-9.2,-40.7,31.0,6.6,5.9,-43.5,-1.3,8.3,14.5,11.5,-5.3,-17.7,-21.3,-8.6,32.9
2004-06,2.5,-18.9,-0.8,-36.9,22.1,25.2,16.0,16.7,-3.3,21.6,-8.9,0.4,-9.7,-6.8,-38.6,33.0,5.3,6.8,-42.1,-2.2,11.2,24.4,11.4,-10.9,-15.2,-21.9,-11.1,34.5
2004-07,28.8,-16.2,4.8,-37.2,25.2,24.9,2.1,11.7,-2.9,24.2,-8.2,2.5,-9.1,-7.1,-34.1,34.4,18.4,4.1,-37.4,12.3,15.4,22.7,11.2,-11.3,-15.7,-23.8,-11.4,31.5
2004-08,30.7,-20.4,-3.4,-37.4,8.1,24.9,15.4,16.4,-2.0,19.2,-8.9,1.8,-10.0,-9.7,-37.3,32.9,14.3,4.8,-50.4,13.2,14.9,22.4,9.0,-11.7,-11.5,-22.8,-11.5,33.7
2004-09,11.2,-27.8,-5.3,-50.3,29.4,17.9,13.4,13.1,-2.8,12.1,-8.0,0.3,-7.0,-11.3,-37.8,27.4,12.4,4.7,-42.0,10.8,16.5,29.8,8.9,-12.1,-10.7,-19.4,-6.5,32.2
2004-10,16.7,-33.9,-15.0,-52.9,40.0,33.2,12.5,16.7,-2.1,18.7,-4.3,1.5,-11.3,-9.3,-35.9,31.1,12.8,7.2,-44.5,10.7,16.9,24.4,15.5,-6.1,-4.8,-19.1,-5.6,29.6
2004-11,3.1,-24.1,0.9,-49.1,34.1,23.0,2.9,10.3,1.5,11.9,-5.1,2.8,-11.2,-11.1,-35.0,32.3,13.4,7.9,-42.5,5.7,16.3,27.4,15.9,-9.0,-12.9,-20.3,-8.7,31.8
2004-12,0.8,-17.4,-7.2,-27.6,11.6,22.6,5.5,11.8,-0.4,10.4,-7.3,1.6,-14.0,-9.1,-36.1,31.9,11.9,6.0,-44.8,2.6,16.3,34.5,11.9,-7.0,-12.0,-18.1,-2.4,33.7
2005-01,8.6,-26.5,-8.4,-44.6,26.4,28.1,1.1,12.3,-0.6,22.6,-7.6,1.4,-8.8,-9.9,-36.8,31.1,9.7,7.6,-53.5,6.4,21.5,44.7,13.3,-7.8,-12.3,-17.8,-3.0,28.4
2005-02,-20.3,-20.1,6.7,-46.8,15.6,22.1,-0.7,9.5,-1.5,16.5,-7.0,0.3,-10.3,-9.9,-39.7,30.6,12.7,7.1,-46.9,-4.5,8.0,25.3,3.2,-14.6,-18.2,-18.5,-4.8,27.2
2005-03,-20.0,-18.7,8.5,-45.9,25.6,27.4,-2.9,11.5,-0.1,18.0,-10.0,-0.9,-9.7,-8.5,-40.6,29.3,1.3,4.0,-44.1,-1.0,8.5,20.1,6.4,-15.2,-17.9,-16.7,-1.1,26.3
2005-04,-3.7,-12.6,3.7,-28.9,15.9,26.6,4.1,12.6,6.6,22.4,-7.2,0.8,-3.6,-6.5,-38.2,34.1,12.4,1.7,-46.3,3.4,12.9,32.3,3.1,-11.9,-9.9,-18.8,-4.1,31.3
2005-05,0.8,-6.9,15.3,-29.1,22.1,25.5,7.9,14.3,6.9,15.0,-9.4,1.1,-4.5,-5.2,-36.2,34.4,6.8,0.8,-43.2,-1.4,7.7,24.9,-0.6,-14.4,-9.3,-14.0,-2.3,31.5
2005-06,4.5,-7.2,15.0,-29.3,23.0,25.4,9.2,12.4,9.1,12.8,-2.6,1.6,-5.1,-5.2,-34.5,34.0,9.0,1.5,-39.5,19.6,18.1,29.8,4.8,-5.5,0.3,-13.3,-1.2,30.6
2005-07,7.9,-9.2,11.6,-29.9,27.5,28.3,10.5,14.9,4.7,15.3,-5.8,3.4,-4.9,-9.1,-32.8,34.0,5.0,2.8,-40.9,15.7,12.4,19.3,2.3,-6.1,-3.6,-18.0,-6.8,39.1
2005-08,13.6,-13.0,4.4,-30.4,10.8,18.7,16.1,13.2,1.8,9.1,-4.7,0.4,-6.4,-5.8,-33.8,29.1,9.6,1.9,-39.5,6.2,2.2,4.4,-3.9,-5.6,-16.9,-21.6,-16.8,36.3
2005-09,14.8,-10.1,6.2,-26.5,13.4,21.8,5.1,11.8,2.3,15.1,-8.6,0.2,-5.8,-8.9,-35.3,27.1,5.1,2.1,-44.4,6.0,12.0,27.0,3.0,-0.7,-14.7,-20.0,-10.6,40.7
2005-10,16.5,-12.1,3.8,-28.0,24.1,14.0,7.5,8.6,-1.0,12.9,-4.3,0.4,-7.2,-8.5,-35.3,28.1,14.0,8.2,-43.0,1.1,7.6,26.6,-5.0,-4.5,-15.5,-25.9,-23.6,51.2
2005-11,24.1,-9.4,2.5,-21.3,9.3,13.7,4.0,6.6,0.2,8.8,-2.1,0.9,-6.4,-8.6,-36.2,30.3,12.3,13.5,-43.5,5.6,12.4,26.0,5.5,-3.1,-12.4,-20.1,-13.6,41.9
2005-12,22.1,-8.9,1.6,-19.4,8.3,22.5,2.2,10.4,0.0,12.3,-6.5,0.6,-9.3,-16.8,-41.1,26.1,12.2,10.5,-48.4,6.0,13.1,27.3,6.1,-5.0,-14.5,-22.2,-12.9,38.7
2006-01,12.8,-9.6,4.2,-23.4,10.6,17.0,-3.5,7.4,-0.1,12.3,-8.5,-2.5,-11.9,-14.2,-41.7,20.0,12.3,8.1,-49.2,2.8,9.0,20.4,3.9,-12.1,-15.2,-21.9,-19.4,42.7
2006-02,8.6,-8.0,8.4,-24.5,17.6,26.4,1.2,10.4,1.5,17.8,-3.5,-4.7,-8.0,-4.8,-44.0,25.1,11.0,8.5,-50.1,-12.3,4.9,19.5,7.6,-8.3,-10.6,-26.4,-23.7,48.0
2006-03,16.7,-13.2,1.3,-27.7,42.6,23.4,5.7,12.1,-1.6,18.0,-7.0,-1.9,-4.7,-7.7,-42.8,29.4,2.5,5.1,-49.6,-17.2,4.8,20.9,10.9,-1.6,-11.2,-23.1,-17.9,46.0
2006-04,8.0,-11.7,1.2,-24.5,14.3,29.0,1.3,11.9,8.0,20.2,-5.4,1.0,-9.9,-10.8,-41.5,33.8,6.4,6.4,-49.1,5.3,12.9,15.5,18.0,-7.5,-10.4,-26.8,-26.9,45.5
2006-05,13.9,-12.7,-0.5,-25.0,21.5,29.4,2.4,12.0,8.8,21.6,-4.3,0.1,-7.7,-10.5,-40.7,30.4,1.3,6.3,-46.2,16.5,24.2,31.7,24.5,0.9,2.7,-24.9,-25.8,48.8
2006-06,16.0,-8.5,5.8,-22.7,39.6,30.5,4.9,12.3,6.3,22.2,-1.6,1.7,-7.3,-8.5,-39.4,36.0,6.3,4.3,-47.0,16.4,24.5,28.4,28.7,2.0,6.1,-25.1,-25.7,45.7
2006-07,4.8,-12.1,7.6,-31.8,3.1,40.1,30.5,22.9,12.6,34.2,2.0,10.5,9.2,-9.4,-15.8,37.8,26.9,12.9,-27.5,15.2,25.0,33.4,26.4,-1.3,3.6,-21.7,-18.6,40.9
2006-08,-1.1,-24.3,-7.1,-41.5,10.3,38.0,23.7,20.3,12.9,33.8,0.8,9.9,11.5,-7.8,-18.3,40.3,27.2,16.5,-28.2,14.6,21.4,23.0,26.7,-6.6,3.1,-19.5,-15.8,44.1
2006-09,-2.5,-24.4,-8.3,-40.5,19.4,43.4,25.3,22.7,13.0,43.0,0.6,10.2,12.8,-7.7,-15.7,38.5,24.3,13.6,-26.0,13.7,20.7,20.7,27.6,1.3,2.6,-22.5,-19.5,46.3
2006-10,-3.1,-19.0,3.0,-41.1,20.7,46.8,29.7,23.3,12.7,37.5,6.5,9.3,10.1,-6.4,-15.5,36.9,21.9,15.2,-28.7,14.1,20.9,22.0,26.8,-0.3,-1.9,-16.8,-12.3,48.2
2006-11,2.9,-20.7,-4.0,-37.5,0.4,46.6,26.8,24.2,11.9,31.9,0.7,9.9,12.9,-8.2,-16.3,37.8,24.3,15.0,-23.9,13.5,22.3,25.8,27.5,2.5,-0.5,-18.8,-16.0,53.0
2006-12,4.6,-17.3,0.9,-35.5,5.2,48.1,27.6,24.7,10.5,48.6,1.7,10.4,2.1,-7.4,-14.7,38.6,30.0,16.5,-26.2,30.1,27.9,25.7,27.9,-0.5,-0.1,-19.0,-14.1,55.9
2007-01,2.5,-10.2,8.6,-29.0,6.8,51.7,28.6,26.7,12.2,49.4,0.3,10.0,-0.4,-7.0,-14.8,37.9,30.6,17.4,-22.2,32.2,29.8,29.7,27.6,1.4,-1.4,-17.9,-10.1,52.5
2007-02,18.4,16.7,40.2,-6.9,48.1,47.2,26.4,24.3,10.2,46.0,0.8,7.0,-2.9,-7.5,-16.8,30.3,20.4,17.8,-25.0,35.0,29.0,27.0,25.2,2.0,4.5,-16.3,-9.5,45.3
2007-03,15.8,17.7,42.8,-7.4,18.4,46.7,24.0,23.4,10.9,35.6,0.4,7.1,-6.1,-6.7,-14.3,28.8,16.5,15.0,-21.4,35.4,28.8,25.7,25.1,1.5,1.3,-17.0,-10.0,45.7
2007-04,17.2,14.1,35.3,-7.1,17.3,40.1,22.3,20.2,10.4,27.2,1.9,8.3,-6.7,-8.6,-16.8,33.0,24.1,18.0,-26.4,37.9,30.0,25.2,26.9,-0.4,2.6,-13.1,-5.9,40.5
2007-05,14.3,0.0,7.4,-7.4,15.7,39.7,28.9,22.4,7.9,34.2,1.4,9.1,0.2,-7.5,-15.0,34.7,26.3,17.9,-23.2,29.5,24.6,23.4,21.0,-0.5,3.1,-15.3,-9.9,38.3
2007-06,15.1,-0.6,5.8,-7.1,14.4,40.2,22.2,20.3,8.2,26.9,1.5,8.6,-3.5,-6.3,-18.0,37.4,17.7,15.6,-26.2,39.8,29.5,22.8,25.8,2.0,2.5,-13.5,-8.9,39.5
2007-07,18.3,-0.4,7.0,-7.8,15.0,32.6,21.8,18.4,9.2,26.2,-0.7,8.8,-3.9,-5.7,-16.1,36.8,17.9,12.2,-25.8,33.8,26.6,24.4,21.6,2.8,6.5,-18.4,-14.4,48.5
2007-08,16.2,2.9,13.1,-7.3,19.9,32.3,25.9,19.8,5.6,25.5,-1.1,9.3,-0.5,-6.4,-15.0,36.4,19.1,20.3,-25.6,35.5,25.7,22.5,19.1,8.6,10.2,-26.9,-26.1,56.3
2007-09,22.8,17.0,41.5,-7.5,46.5,35.5,31.5,22.5,7.9,30.0,-0.4,9.3,-7.3,-8.2,-14.4,34.0,20.1,20.2,-26.0,34.6,25.0,19.3,21.1,6.8,5.5,-26.6,-27.4,51.0
2007-10,21.2,17.5,41.8,-6.9,45.6,35.2,15.9,17.1,5.0,26.5,-0.2,10.2,-4.4,-8.8,-15.7,37.6,11.5,20.5,-26.5,27.7,21.3,19.3,16.9,3.0,-4.8,-25.5,-23.7,51.7
2007-11,19.2,19.1,45.6,-7.3,46.8,42.2,17.2,19.0,6.6,42.0,2.2,10.1,-2.4,-7.8,-14.4,37.0,20.0,21.1,-27.5,32.5,22.5,20.6,14.5,-0.5,-1.3,-25.5,-21.1,51.2
2007-12,17.3,19.4,45.3,-6.5,51.4,46.1,28.9,24.4,7.3,42.6,1.7,9.4,-1.5,-6.9,-14.8,36.0,20.3,23.8,-26.5,20.2,20.0,25.8,14.1,6.2,2.2,-23.7,-22.8,51.5
2008-01,17.9,18.7,44.1,-6.6,51.3,37.9,30.6,22.9,8.0,38.6,0.0,12.0,0.1,-12.8,-16.5,39.7,23.8,24.8,-26.8,18.5,16.5,22.0,9.0,4.6,1.9,-23.0,-21.0,47.9
2008-02,14.2,19.2,45.8,-7.3,50.6,42.4,33.1,25.2,6.1,41.1,-0.1,8.7,10.8,-7.6,-18.4,36.8,20.8,24.8,-28.0,22.4,19.6,21.7,14.6,11.0,0.4,-21.0,-20.5,47.2
2008-03,18.2,19.5,44.4,-5.4,51.5,36.5,28.3,21.9,6.0,38.0,-0.9,7.1,-0.6,-5.5,-22.7,38.6,13.7,23.3,-32.2,23.8,20.6,23.3,14.7,10.7,-0.2,-22.5,-23.0,52.0
2008-04,16.5,17.2,42.1,-7.7,52.5,36.8,31.7,23.2,7.8,37.2,-1.1,8.3,-2.2,-6.4,-19.7,38.1,16.7,23.6,-28.7,31.2,26.0,28.0,18.8,12.7,3.9,-24.1,-25.5,51.9
2008-05,12.5,12.2,33.4,-9.1,53.4,33.0,24.3,19.4,8.8,36.0,-0.8,10.4,0.2,-11.6,-18.1,37.7,22.6,15.4,-28.9,26.4,25.8,29.6,21.5,8.5,1.2,-22.8,-22.6,51.7
2008-06,11.4,13.5,35.8,-8.8,53.2,34.4,28.8,21.1,8.2,25.0,-0.2,9.5,2.3,-9.7,-22.6,41.4,23.3,28.5,-27.7,26.4,25.8,29.6,21.3,8.6,3.5,-23.1,-26.3,51.5
2008-07,11.2,12.3,36.2,-11.7,55.3,29.5,23.4,18.0,5.6,24.3,-1.0,10.6,3.7,-12.3,-23.9,43.3,18.7,23.9,-26.5,23.0,21.1,24.3,16.0,8.6,4.2,-23.9,-28.6,52.4
2008-08,13.2,14.5,40.3,-11.2,54.0,29.5,16.5,15.5,7.9,27.1,-0.4,7.9,-8.3,-11.7,-26.1,38.2,8.4,14.8,-28.5,23.4,25.3,31.1,21.4,5.0,6.2,-19.8,-19.6,46.4
2008-09,12.8,0.1,38.7,-38.6,23.2,24.2,16.4,14.1,3.7,20.3,-1.7,11.0,-4.1,-12.4,-23.4,44.1,13.8,18.8,-28.7,32.4,25.9,27.2,18.1,9.7,6.5,-17.5,-16.6,43.8
