country,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR
2008-01,5.5,-0.3,11.5,-12.0,34.2,-3.9,0.8,-4.7,-6.9,-3.6,11.0,2.235015,-9.8,7.0,3.884892,9.820154,14.7,18.9,9.6,-6.6,-1.6,-8.1,10.0,11.0,6.9,-8.3,-23.0,27.5
2008-02,11.3,-0.6,10.7,-11.9,35.5,15.7,5.5,1.6,11.3,13.7,16.5,-0.8014851,-18.9,11.0,0.9398339,7.655711,12.4,22.0,6.0,-21.6,-14.1,-14.6,-6.0,5.3,6.7,-10.5,-26.1,27.6
2008-03,10.7,-0.2,8.8,-9.2,30.5,14.4,18.2,5.1,6.0,2.3,17.2,2.320843,-10.9,12.0,4.557366,14.40516,15.8,24.5,9.8,2.4,0.7,-2.1,1.8,6.5,-1.3,-11.6,-27.7,29.3
2008-04,-5.7,-8.6,-2.2,-15.0,21.6,-6.4,-0.7,-9.7,5.0,-9.1,21.8,-8.574995,-15.5,12.0,-11.38764,-2.337347,4.2,21.4,14.0,-2.5,-0.4,-3.0,4.4,10.1,-3.5,-17.2,-34.2,32.4
2008-05,-23.9,-25.2,-21.8,-28.7,14.5,-1.9,-0.7,-6.8,8.7,-6.2,17.9,-10.28069,-18.9,16.0,-11.58138,-3.2607,-2.8,28.8,-5.3,-20.4,-13.6,-9.5,-11.0,-7.9,-11.8,-19.7,-37.4,32.7
2008-06,-29.4,-32.2,-22.0,-42.4,10.1,-9.5,-6.3,-11.6,-6.1,-6.4,19.0,-3.103034,-18.3,8.0,-1.527423,0.2183207,4.5,31.7,6.7,-18.7,-15.3,-16.4,-10.9,5.2,-10.2,-23.8,-43.0,36.3
2008-07,-31.4,-37.2,-30.4,-44.0,18.7,-23.1,-20.0,-22.4,-5.4,-23.1,24.1,-8.732644,-29.9,13.0,-6.61326,-6.584671,0.9,40.9,17.0,-32.2,-19.9,-12.6,-14.9,11.4,-0.9,-28.8,-50.1,39.0
2008-08,-28.3,-39.4,-28.0,-50.8,5.7,-38.1,-21.3,-26.5,-17.3,-38.8,20.2,-15.74913,-21.3,18.0,-15.05715,-14.19025,-9.9,37.0,2.6,-32.6,-23.5,-16.6,-21.3,-11.0,-7.1,-25.6,-44.1,28.2
2008-09,-35.6,-43.1,-33.9,-52.2,1.7,-35.7,-25.3,-29.3,-12.7,-42.9,27.1,-21.07784,-22.3,21.0,-25.72323,-16.51029,-8.9,29.2,-3.7,-27.6,-19.1,-20.8,-8.9,-7.0,-6.4,-24.2,-39.0,29.5
2008-10,-38.7,-48.0,-37.3,-58.6,-11.2,-36.0,-41.4,-35.0,-9.3,-39.7,27.6,-27.79655,-34.4,24.0,-32.1147,-27.27493,-17.5,18.9,-13.1,-29.6,-29.0,-31.0,-26.4,-4.6,-4.1,-25.5,-38.7,17.8
2008-11,-40.6,-52.9,-45.4,-60.4,-24.3,-45.8,-41.6,-39.1,-20.1,-46.6,29.8,-33.00059,-28.2,25.0,-37.58572,-36.41604,-21.2,4.5,-10.6,-35.9,-37.5,-47.1,-29.6,-19.7,-5.0,-24.7,-35.8,7.9
2008-12,-33.5,-58.2,-49.9,-66.5,-33.2,-52.6,-55.7,-45.1,-29.1,-55.9,26.9,-31.46147,-25.5,21.0,-36.85219,-36.53221,-22.2,12.0,-18.0,-42.0,-40.2,-43.5,-35.0,-40.4,-12.7,-25.3,-40.3,-1.0
2009-01,-50.2,-63.5,-56.1,-71.0,-35.6,-53.8,-56.8,-47.1,-44.3,-65.7,30.8,-38.43104,-44.5,27.0,-46.10358,-42.18953,-33.8,-6.6,-31.6,-50.0,-48.8,-55.3,-41.2,-55.2,-41.5,-30.1,-46.9,2.7
2009-02,-56.1,-66.9,-59.3,-74.5,-42.5,-55.7,-43.9,-44.2,-37.3,-62.3,33.1,-44.12059,-45.4,27.0,-58.04926,-47.31251,-50.0,-7.3,-56.1,-51.3,-46.6,-40.3,-48.3,-42.6,-36.2,-27.7,-40.9,-4.8
2009-03,-42.9,-55.5,-45.9,-65.2,-43.0,-50.7,-46.4,-39.8,-38.0,-56.4,22.1,-47.64823,-51.3,31.0,-60.40015,-51.54454,-50.4,-14.5,-56.0,-64.1,-57.3,-49.6,-58.1,-29.3,-43.4,-23.9,-32.8,-3.3
2009-04,-34.0,-55.0,-41.4,-68.6,-42.1,-35.2,-28.5,-28.1,-24.0,-38.4,20.4,-39.2363,-41.4,28.0,-55.35984,-34.34906,-43.3,-17.0,-56.7,-51.7,-42.7,-34.6,-41.7,-28.8,-33.0,-20.5,-19.4,-3.8
2009-05,-37.1,-56.0,-39.4,-72.6,-42.6,-30.7,-15.8,-20.2,-26.9,-33.7,14.2,-35.92509,-43.1,30.0,-57.52558,-20.2497,-54.8,-15.3,-60.5,-49.3,-37.5,-23.7,-39.4,-8.3,-35.9,-20.5,-20.8,-4.9
2009-06,-26.2,-51.7,-33.9,-69.6,-38.7,-21.2,-5.8,-12.0,-16.2,-24.6,9.1,-31.44657,-42.8,22.0,-53.54108,-18.79863,-51.0,-10.1,-51.6,-58.0,-36.2,-12.1,-38.4,-17.2,-37.9,-17.1,-11.9,-4.8
2009-07,-26.7,-50.8,-30.3,-71.3,-30.4,-21.0,-16.1,-14.0,-30.8,-17.7,4.8,-30.42312,-36.2,20.0,-57.6545,-13.61487,-37.2,-22.2,-59.7,-49.7,-32.6,-26.3,-21.7,-22.7,-36.6,-15.6,-9.7,-5.1
2009-08,-17.1,-48.6,-29.5,-67.7,-25.9,-17.1,-19.7,-12.6,-24.7,-11.8,0.9,-25.10164,-33.2,13.0,-56.09817,-6.206748,-38.2,-16.8,-52.3,-41.0,-19.2,-3.0,-13.7,-17.5,-29.5,-16.3,-8.4,-4.2
2009-09,-23.6,-48.9,-29.0,-68.7,-25.1,8.7,16.0,7.0,-4.7,2.7,3.7,-21.08984,-28.0,13.0,-47.73267,-2.536845,-21.1,-9.0,-52.5,-31.1,-19.2,-7.8,-18.7,-9.8,-20.0,-9.6,2.3,0.2
2009-10,-24.4,-47.8,-24.9,-70.7,-23.1,9.2,6.2,1.3,0.3,2.1,11.6,-15.43883,-19.0,10.0,-44.07201,7.755524,-10.2,-10.9,-31.5,-42.6,-23.6,-3.6,-24.5,-13.0,-30.4,-8.8,0.8,4.1
2009-11,-27.0,-50.0,-30.4,-69.6,-28.2,20.6,19.7,12.5,-5.8,21.9,2.9,-18.33846,-22.9,20.0,-44.60511,9.589721,-12.7,-9.2,-37.9,-59.3,-27.4,0.1,-23.1,-4.8,-15.0,-8.8,2.9,5.7
2009-12,-29.5,-50.0,-32.0,-68.1,-32.6,18.2,16.4,10.5,-4.9,17.5,3.0,-20.13106,-26.9,15.0,-43.87733,-1.51584,-6.8,-10.2,-42.5,-27.8,-8.3,5.9,-2.9,-13.1,-16.1,-10.6,-0.7,11.3
2010-01,-22.6,-50.5,-38.7,-62.3,-12.5,9.0,9.5,3.9,5.4,5.3,6.8,-15.10639,-12.3,13.0,-37.09583,4.776669,8.9,2.0,-30.7,-44.6,-11.4,3.5,6.9,-12.5,-16.6,-8.2,4.4,13.3
2010-02,-22.8,-44.6,-27.9,-61.3,-16.9,19.6,18.6,10.6,8.7,12.3,6.4,-15.45825,-8.0,12.0,-38.05877,3.684018,13.4,6.1,-24.6,-35.0,-10.2,4.2,0.1,-7.5,-17.5,-7.0,8.6,12.4
2010-03,-17.4,-47.4,-28.2,-66.6,-18.2,20.7,7.9,6.8,-2.9,17.6,8.1,-14.30301,-14.0,5.0,-39.37698,1.467958,4.0,8.3,-30.2,-31.9,-11.9,4.2,-7.9,0.1,-21.4,-8.0,4.7,9.9
2010-04,-8.9,-41.4,-26.1,-56.7,-12.2,23.8,8.2,10.2,-2.3,19.4,1.4,-10.90765,-10.5,10.0,-34.34632,11.62339,14.3,5.8,-20.2,-34.6,-13.0,7.1,-11.6,-14.6,-17.3,-8.9,1.7,13.3
2010-05,-4.1,-38.1,-19.3,-56.8,-15.3,3.5,8.6,-1.2,-1.7,-6.9,15.8,-5.236489,-0.6,10.0,-19.47756,13.7681,31.3,8.0,-1.4,-32.0,-11.3,5.8,-7.8,10.3,-5.2,-11.1,-6.2,17.8
2010-06,-16.5,-42.7,-23.1,-62.2,-18.2,15.1,2.9,-1.0,6.5,7.3,21.1,-7.785535,-0.3,11.0,-25.55227,13.19566,23.1,4.9,-5.3,-30.2,-5.8,14.6,-1.8,18.4,-2.1,-11.7,-9.4,14.9
2010-07,-16.8,-45.0,-27.8,-62.2,-20.3,32.8,15.3,11.2,-1.4,24.5,14.6,-3.77775,0.7,3.0,-14.69737,6.364123,26.8,4.9,-15.0,-28.9,-9.5,1.6,-1.4,3.2,-6.1,-14.1,-18.3,21.5
2010-08,-10.8,-41.4,-23.6,-59.2,-10.0,27.4,31.5,13.9,2.2,15.1,17.3,-2.783053,0.1,1.0,-16.14105,8.791892,22.3,8.3,-1.4,-28.3,-9.7,0.0,-0.9,8.0,-3.0,-12.0,-10.3,20.6
2010-09,-16.3,-43.3,-25.8,-60.9,-14.7,28.2,7.9,5.6,7.0,19.3,19.2,-3.09358,2.3,4.0,-16.73621,11.45547,19.5,12.9,-2.8,-26.5,-10.4,-0.3,-4.5,2.5,-5.4,-16.0,-17.7,18.4
2010-10,-8.0,-38.0,-24.6,-51.5,-11.4,30.3,36.4,13.5,5.8,23.7,26.3,-2.402965,-0.5,8.0,-21.02567,21.81678,19.7,9.7,-9.8,-35.9,-21.1,-15.3,-12.0,-5.6,-4.3,-16.4,-19.9,27.8
2010-11,-2.1,-39.8,-23.6,-55.9,-4.1,30.3,32.1,16.0,0.1,29.0,14.5,-3.669609,4.8,6.0,-14.61997,9.611141,11.6,19.9,-3.8,-36.4,-15.0,-5.3,-3.4,-3.8,-3.5,-18.0,-21.9,32.6
2010-12,-8.0,-40.6,-25.8,-55.4,-2.6,28.6,38.3,20.5,3.1,24.5,5.5,1.535276,6.7,9.0,-4.895337,18.50116,20.5,21.3,1.4,-38.5,-19.0,-7.3,-11.1,-18.0,-8.7,-17.3,-19.3,34.1
2011-01,-22.0,-41.0,-22.2,-59.7,-11.2,20.9,48.9,15.3,13.7,17.0,23.7,-1.114591,8.0,7.0,-14.08591,17.74213,19.9,31.5,6.5,-36.3,-22.7,-15.8,-16.0,-13.2,-12.0,-21.8,-25.9,42.3
2011-02,-15.5,-38.6,-20.6,-56.7,-4.0,4.5,18.8,-0.1,-0.2,-4.8,23.8,0.1990476,14.9,9.0,-10.07457,19.67171,21.3,31.6,18.0,-27.9,-7.9,4.3,0.0,7.9,-7.8,-20.8,-30.0,34.3
2011-03,-24.3,-44.4,-28.0,-60.7,-6.7,12.1,18.5,3.5,11.4,4.8,20.0,7.034128,15.8,5.0,2.638686,23.4637,28.5,32.4,9.0,-12.1,-1.2,16.2,-7.7,20.6,0.2,-21.7,-29.2,35.3
2011-04,-11.9,-40.1,-24.7,-55.5,-2.0,-5.4,-16.9,-14.0,-6.4,-14.8,19.9,0.7522607,9.5,8.0,-9.339996,19.59678,29.2,40.2,0.8,-18.5,-12.9,-11.0,-9.2,-20.6,-4.1,-25.1,-33.3,30.9
2011-05,-15.8,-38.2,-26.9,-49.5,-2.4,6.3,3.8,-7.3,-1.5,-3.1,32.0,1.458543,6.1,9.0,-3.417013,16.79264,22.9,25.9,0.1,-20.4,-3.8,12.8,-3.6,10.1,-8.6,-17.7,-19.5,25.3
2011-06,-17.6,-44.1,-30.7,-57.4,-5.9,4.2,2.2,-4.4,-6.2,-13.7,19.5,2.209152,7.0,3.0,-1.560971,11.18843,24.2,28.2,-3.3,-28.1,-14.0,-5.6,-8.3,20.2,-3.5,-19.7,-22.0,25.6
2011-07,-8.3,-33.4,-19.9,-47.0,-0.6,-13.7,-7.6,-14.6,-5.4,-17.5,22.4,-4.800367,-3.1,12.0,-8.728852,6.32775,14.2,11.4,-5.6,-21.6,-6.6,4.6,-2.7,5.2,-1.8,-21.3,-24.5,24.7
2011-08,-17.8,-41.9,-23.4,-60.5,0.8,-19.8,-18.6,-23.7,-8.3,-23.4,32.7,-1.13264,7.8,14.0,-1.18099,11.78307,22.6,12.1,0.6,-40.4,-26.2,-12.0,-26.2,-0.2,0.2,-23.7,-29.9,24.0
2011-09,-6.8,-42.3,-27.1,-57.6,-2.6,-30.6,-30.6,-28.8,-22.0,-34.4,25.1,-7.098556,-2.4,21.0,-8.739058,8.443392,4.3,14.4,-7.9,-31.0,-22.5,-13.6,-22.9,13.8,1.2,-24.6,-30.0,21.7
2011-10,-14.7,-41.1,-23.9,-58.4,0.3,-25.0,-26.2,-23.9,-28.0,-18.2,20.4,-13.03439,-0.7,21.0,-10.98693,-7.116224,16.2,8.9,-3.6,-30.0,-17.3,-16.4,-5.4,-9.4,-0.9,-26.6,-34.4,24.9
2011-11,-17.3,-41.4,-23.0,-59.7,2.5,-30.1,-31.0,-25.6,-26.9,-44.5,15.7,-12.34,-5.7,16.0,-18.64565,-2.37435,10.5,7.8,-25.6,-47.4,-26.4,-15.8,-16.1,-19.7,-0.2,-25.4,-34.9,19.5
2011-12,-22.3,-47.4,-33.5,-61.3,-4.6,-12.7,-4.9,-11.3,-1.7,-16.6,16.3,-14.46537,-13.6,16.0,-24.91082,-2.485274,-11.7,11.0,-34.1,-34.1,-23.7,-19.5,-17.4,-1.5,6.6,-25.9,-38.1,20.7
2012-01,-14.0,-43.5,-25.1,-61.9,1.9,-7.2,-11.4,-12.3,-17.2,-11.7,18.4,-4.121377,1.0,14.0,-14.08238,15.71825,-0.7,11.3,-25.8,-28.1,-18.3,-13.4,-13.5,7.1,-3.2,-22.4,-30.0,14.7
2012-02,-18.7,-44.3,-28.0,-60.5,-2.2,-2.2,-6.8,-7.3,-18.0,-10.0,13.0,-2.807186,1.3,15.0,-5.090218,11.66866,2.2,6.2,-4.1,-39.6,-24.4,-15.4,-18.2,-3.2,1.2,-22.5,-28.6,16.8
2012-03,-16.0,-41.1,-24.8,-57.5,1.1,-4.4,-10.8,-15.1,-3.7,-11.9,30.2,-2.283865,4.3,17.0,-10.32931,20.47771,2.9,17.6,-12.7,-40.6,-22.4,-14.4,-12.3,7.4,-4.1,-24.2,-29.9,16.8
2012-04,-17.7,-44.4,-28.4,-60.3,-4.7,6.0,-1.6,-2.5,-3.2,2.5,12.0,0.4176583,12.4,14.0,-6.337531,21.59051,6.2,6.6,-9.6,-31.3,-12.5,6.9,-13.0,24.7,3.9,-25.0,-35.0,22.1
2012-05,-17.3,-42.6,-23.9,-61.3,-9.5,2.9,-7.3,-6.8,-7.0,-7.4,15.9,-12.50977,-2.4,13.0,-18.34653,-6.182783,-0.3,9.8,-15.3,-25.8,-12.3,4.7,-16.0,9.2,-2.2,-24.7,-30.5,20.5
2012-06,-19.1,-41.0,-22.9,-59.1,1.4,23.8,2.1,3.7,-9.8,6.6,14.8,-8.126787,2.3,16.0,-13.56062,5.180256,1.5,0.4,-13.6,-26.6,-8.8,0.6,-0.5,10.0,8.9,-24.5,-33.5,14.1
2012-07,-16.9,-42.2,-25.8,-58.6,-8.7,7.3,18.3,4.1,-14.7,-9.0,13.1,-2.491068,1.9,14.0,-4.756703,11.2835,5.0,3.2,-11.7,-42.7,-23.1,-9.2,-17.3,-6.7,-3.3,-21.7,-27.6,14.2
2012-08,-20.3,-40.8,-25.6,-56.1,-5.0,9.4,-6.0,-4.6,-9.5,-12.8,17.2,-11.14717,-3.8,9.0,-23.2091,-1.232412,-3.5,2.1,-21.8,-34.9,-21.6,-8.8,-20.9,-5.2,2.0,-21.4,-26.7,13.6
2012-09,-10.8,-36.0,-17.0,-54.9,-2.9,-2.0,-8.4,-8.9,-10.1,-16.4,16.3,-6.438914,-8.9,18.0,-7.741035,6.424293,0.1,0.8,-10.9,-32.7,-19.7,-2.8,-23.7,-2.4,-5.8,-23.1,-30.2,19.0
2012-10,-9.9,-45.1,-26.7,-63.5,-6.1,13.6,-0.2,0.5,-13.0,-10.3,11.9,-1.674926,-2.0,5.0,-15.95802,15.93325,-1.3,11.3,-17.1,-34.7,-15.7,-2.1,-10.4,11.5,6.0,-24.3,-30.7,25.3
2012-11,-5.7,-35.6,-18.7,-52.6,-7.7,25.8,24.1,10.4,7.3,-2.6,18.6,-9.693233,-0.3,5.0,-20.68903,-3.390671,-10.4,10.4,-8.1,-24.7,-1.0,13.7,8.1,11.3,5.2,-18.5,-17.9,22.6
2012-12,3.1,-35.1,-18.9,-51.4,2.4,19.4,13.8,6.4,-10.8,3.7,13.9,-4.812675,6.7,6.0,-13.95075,5.51272,3.3,16.2,-11.1,-42.3,-23.8,-10.0,-19.2,-5.0,-1.1,-21.0,-26.3,26.4
2013-01,-13.5,-32.1,-14.3,-49.9,-3.2,20.2,15.4,11.3,-1.3,2.3,1.9,-8.126244,11.7,15.0,-18.08714,8.708412,-4.4,14.6,-24.9,-20.0,-5.0,17.3,-12.3,9.4,0.3,-20.1,-21.0,27.0
2013-02,-5.5,-30.4,-9.4,-51.3,2.4,29.2,6.0,7.4,-3.4,12.1,13.0,-8.80733,1.7,12.0,-16.09545,1.673462,-0.9,12.9,-23.9,-25.0,-10.2,7.3,-12.9,15.2,4.2,-21.7,-23.4,31.9
2013-03,-3.5,-26.5,-9.3,-43.8,1.2,13.3,2.7,-2.6,0.0,0.8,23.7,-4.255224,1.0,14.0,-17.29039,18.52472,1.0,-1.6,-13.8,-23.0,0.2,17.3,6.3,16.8,0.5,-19.9,-26.0,26.0
2013-04,-8.2,-37.5,-17.1,-57.9,-3.9,-3.1,21.3,-0.9,-1.7,-15.9,20.8,-5.236361,3.2,13.0,-23.32403,20.61495,5.3,6.1,-20.3,-37.4,-13.4,13.5,-16.3,8.4,6.1,-19.5,-25.4,23.7
2013-05,-2.5,-27.1,-8.9,-45.3,-0.4,14.9,-3.5,0.2,3.0,-1.1,10.7,-6.485759,0.6,13.0,-21.28478,14.8275,-2.7,1.7,-21.2,-25.4,-2.9,16.2,0.4,13.9,0.8,-18.5,-22.3,22.9
2013-06,3.8,-24.8,-7.1,-42.5,-0.4,12.9,2.5,0.1,6.9,1.3,15.1,-11.13154,-0.7,21.0,-20.55984,8.165219,-4.3,3.6,-30.4,-18.3,7.3,22.5,17.7,22.9,13.1,-18.0,-18.4,21.5
2013-07,8.7,-24.1,-2.6,-45.5,9.8,34.1,21.3,13.9,14.7,15.4,13.7,-3.508132,9.2,15.0,-10.76621,15.24181,3.4,9.2,-22.4,-4.1,7.0,16.7,8.5,11.0,6.5,-11.1,-7.6,18.5
2013-08,1.7,-16.1,4.3,-36.5,9.1,43.7,35.5,23.8,18.7,35.7,7.6,2.166393,7.2,15.0,-2.245593,23.74477,14.5,3.7,-12.7,-13.0,9.9,26.4,16.3,10.9,11.4,-10.4,-2.5,23.2
2013-09,9.5,-19.1,-5.6,-32.7,11.3,34.9,46.0,24.4,1.3,28.7,7.7,12.23035,13.0,5.0,9.278868,32.41219,20.3,2.9,1.1,0.1,14.7,26.6,17.3,14.5,12.8,-9.6,0.1,21.5
2013-10,5.1,-14.6,8.3,-37.6,16.1,33.8,33.8,22.2,20.7,25.6,1.1,2.684423,11.2,8.0,3.072745,12.98053,12.0,3.8,-6.4,14.9,30.4,41.3,35.1,13.6,14.1,-10.1,-1.5,24.1
2013-11,20.8,-9.6,10.3,-29.4,30.7,6.0,-7.5,-4.3,7.2,-6.9,11.4,11.27914,9.8,7.0,11.26089,29.57655,26.4,7.5,2.5,5.7,21.0,35.8,21.6,17.9,25.1,-11.7,-2.7,26.5
2013-12,15.3,-17.8,-2.8,-32.7,22.8,24.9,18.1,7.6,27.5,21.7,20.0,7.836844,3.7,8.0,10.01343,21.4971,28.8,9.9,10.5,-3.4,19.1,30.3,30.5,32.4,25.9,-10.3,2.5,25.7
2014-01,22.9,-4.6,11.9,-21.1,34.0,40.5,31.2,18.1,15.2,19.8,17.5,5.19986,12.8,8.0,-0.1000626,23.69964,21.6,11.1,-6.5,3.6,20.8,26.4,32.4,24.2,20.1,-5.9,5.9,18.6
2014-02,9.1,-11.3,7.3,-30.0,35.6,37.8,38.0,23.3,24.7,33.2,5.9,5.188405,9.4,10.0,0.8990302,24.66619,26.0,8.8,-3.8,4.9,25.6,41.0,30.9,29.0,23.3,-6.6,4.9,21.7
2014-03,16.6,-9.5,9.1,-28.0,38.0,21.5,13.3,7.3,16.3,8.7,12.9,1.775317,7.5,14.0,3.744209,15.58174,19.0,5.6,-9.8,2.7,22.8,40.7,25.0,28.5,24.1,-4.8,8.1,19.1
2014-04,7.7,-11.1,-1.9,-20.4,24.7,41.3,32.8,19.5,5.5,27.0,15.5,8.776965,11.9,4.0,0.6693376,29.66156,19.9,7.2,0.5,10.0,27.0,45.2,25.9,35.8,29.8,-3.4,11.2,17.5
2014-05,14.0,-10.8,2.0,-23.5,30.3,39.2,43.9,24.8,15.3,27.1,8.7,6.527483,5.9,8.0,-1.248493,28.83094,18.8,3.7,-8.6,13.4,24.8,27.1,33.7,31.7,26.8,-3.4,9.6,18.1
2014-06,7.3,-8.0,2.4,-18.5,33.2,33.4,30.0,15.9,9.2,27.8,15.6,10.18762,10.1,8.0,8.423237,30.13963,18.3,3.9,-5.4,16.9,32.7,45.6,35.6,28.8,28.9,-2.4,12.2,19.9
2014-07,7.4,-6.1,9.8,-22.1,35.3,40.5,24.3,14.0,14.2,21.7,22.7,5.474108,15.5,13.0,3.222866,26.19946,23.9,5.7,-11.4,9.9,29.2,42.6,35.0,38.4,25.3,-3.6,10.7,16.1
2014-08,16.0,-2.0,10.3,-14.3,31.7,45.5,28.5,17.4,18.0,22.0,21.9,7.816988,7.2,15.0,8.722933,29.72803,16.5,5.4,-5.2,-4.3,16.1,35.5,17.1,32.5,25.0,-1.5,10.6,16.4
2014-09,9.3,0.9,16.7,-14.9,34.4,31.3,21.7,11.9,16.9,7.6,17.4,4.580976,9.6,9.0,-3.676285,26.41921,20.0,3.6,-24.0,6.8,19.2,25.4,25.3,29.2,26.2,-4.5,3.7,15.8
2014-10,0.2,-6.1,6.7,-18.9,33.2,27.0,9.2,3.9,13.9,13.1,24.5,2.713034,10.8,15.0,1.116654,22.02245,17.5,5.0,-15.5,11.5,21.0,28.1,23.4,34.6,29.9,-3.1,3.9,10.4
2014-11,5.9,-5.3,9.1,-19.7,31.4,40.2,0.7,2.1,23.5,30.5,34.6,4.591955,7.7,7.0,3.231606,17.54426,14.9,2.7,-12.3,9.4,22.0,32.2,24.5,33.8,31.5,-4.5,0.4,11.1
2014-12,15.4,4.1,20.6,-12.3,42.0,45.3,18.3,12.4,15.1,20.0,26.4,5.157948,11.0,9.0,2.995192,21.47865,16.6,5.6,-12.8,-3.3,8.3,18.6,9.7,25.6,27.1,-4.0,2.6,8.3
2015-01,5.2,-4.4,3.1,-11.9,29.7,48.5,20.6,14.4,11.8,31.1,26.0,4.857119,10.5,5.0,5.885706,13.68565,14.3,-12.6,-9.0,7.9,17.7,26.1,19.3,33.5,27.6,-1.8,2.2,1.1
2015-02,14.7,-0.3,8.9,-9.5,32.0,15.5,3.6,-2.6,-6.3,1.2,26.9,8.181832,1.0,5.0,7.892632,21.65286,16.6,1.0,-11.4,3.1,12.0,19.8,13.1,30.9,27.4,-1.4,4.2,3.1
2015-03,10.6,-8.9,-0.1,-17.7,26.5,22.1,19.6,8.2,-2.1,14.7,17.2,1.13411,-0.5,13.0,-2.225469,18.6278,12.4,-2.3,-23.4,6.1,15.7,21.0,20.0,30.4,28.7,0.3,7.0,5.8
2015-04,15.0,8.4,16.1,0.6,37.4,23.3,6.8,4.8,18.0,5.6,15.7,3.122774,-7.1,7.0,2.65295,13.71537,5.5,-4.8,-10.5,12.4,19.4,23.5,22.4,27.2,24.9,0.8,6.7,4.6
2015-05,-4.0,-4.1,7.3,-15.5,44.3,44.0,24.7,18.0,2.0,39.9,14.5,0.204067,4.7,5.0,-6.226117,11.83832,10.4,1.0,-8.9,13.8,26.0,30.1,34.0,34.2,29.5,-3.8,-3.3,11.2
2015-06,6.5,0.2,12.0,-11.6,32.9,26.7,22.6,8.9,13.2,11.0,22.6,-2.492489,4.1,12.0,-9.595187,14.11772,9.2,-4.3,-19.8,-1.5,15.0,35.0,11.4,19.7,25.9,0.6,0.6,7.9
2015-07,-14.0,-5.0,1.3,-11.3,28.6,20.9,20.3,11.7,10.8,6.5,6.2,1.121656,7.6,3.0,-8.79536,15.16033,9.5,6.8,-14.2,8.9,20.2,29.2,22.5,14.4,25.9,0.4,-1.6,10.4
2015-08,0.8,-0.6,8.0,-9.3,30.7,37.2,34.5,20.2,14.9,18.2,11.0,-0.525091,9.8,11.0,-3.297751,12.72248,12.6,-0.2,-13.2,23.6,27.2,26.5,31.4,10.9,34.8,0.1,-1.1,12.4
2015-09,-16.7,-10.6,-0.8,-20.4,29.8,51.6,41.2,26.7,17.6,34.3,12.8,-1.734455,2.6,7.0,-6.639658,8.436292,2.4,-4.0,-24.1,7.2,18.7,23.3,25.6,21.5,22.3,-0.9,-4.8,8.5
2015-10,-4.1,-15.5,-8.9,-22.1,25.2,29.4,41.7,20.3,17.5,1.8,10.3,-3.596382,-3.4,9.0,-10.84638,9.057231,0.9,-2.3,-21.0,-2.2,12.7,24.7,15.7,18.9,16.1,-0.3,-3.9,5.6
2015-11,-15.2,-23.4,-11.6,-35.1,22.0,27.4,33.0,16.3,16.0,5.4,11.5,-5.762727,0.0,6.0,-10.79296,-0.4952178,2.7,-1.3,-25.9,6.4,17.2,28.6,16.7,22.7,28.1,-1.8,-7.7,6.9
2015-12,-13.3,-9.6,-1.5,-17.7,30.3,33.3,28.0,15.7,4.8,17.5,14.1,-6.187398,3.8,10.0,-9.016459,0.4542636,-2.0,-5.0,-21.8,9.5,21.8,27.9,27.9,11.7,21.5,1.6,-1.4,4.8
2016-01,3.2,2.0,20.9,-16.9,21.2,23.7,21.4,7.8,19.3,7.6,21.7,-3.818136,2.2,13.0,-13.12139,14.66699,0.9,-5.3,-15.4,1.9,7.5,14.6,6.0,22.6,22.3,1.2,-3.8,5.3
2016-02,-4.5,-8.5,4.7,-21.7,21.7,26.4,33.0,14.6,19.7,13.5,15.6,-7.820261,-0.7,12.0,-19.10384,7.643056,-1.7,-10.2,-25.7,1.0,7.0,15.9,4.1,25.6,21.7,-0.8,-10.7,4.5
2016-03,-11.9,-5.8,8.4,-20.0,25.5,21.8,39.7,13.4,12.9,12.6,21.3,-3.173645,4.7,13.0,-16.19705,19.67611,-11.0,-4.1,-21.5,-3.6,6.0,15.3,6.3,25.4,18.2,-1.3,-10.6,7.0
2016-04,-2.5,-7.3,2.8,-17.4,31.2,13.6,11.7,1.2,-12.2,-4.7,21.5,-2.5282,0.2,13.0,-9.354757,14.77016,1.2,2.6,-17.7,0.2,7.2,10.4,11.0,11.2,21.2,-2.4,-12.5,11.7
2016-05,5.1,4.9,14.1,-4.2,26.4,11.1,2.7,-2.2,-9.3,-7.3,20.3,-0.7890049,0.1,10.0,-9.212219,16.84521,10.2,0.6,-20.4,-0.5,6.7,10.2,10.5,33.4,23.1,-2.2,-14.3,9.5
2016-06,-0.3,-0.5,8.0,-8.9,24.1,9.3,9.2,0.3,-3.5,-7.7,17.5,2.161979,8.9,10.0,-4.618505,21.10444,8.9,2.3,-17.2,-5.9,6.4,11.2,13.8,16.0,14.7,-1.9,-15.7,14.8
2016-07,12.3,-3.0,10.8,-16.7,19.6,-1.0,3.0,-3.8,-8.5,-21.5,13.3,-1.564625,-5.3,8.0,-2.815477,6.121602,11.3,8.7,-19.5,-1.2,0.0,-4.0,5.0,10.7,16.4,-10.1,-29.9,27.5
