country,MEX,MEX,MEX,MEX,MEX,MEX
2022-06,1.036461,74.74989,4.69,16.8187,42.79,46.504
2022-07,1.022372,74.80984,2.91,25.58316,41.217,44.378
2022-08,1.032336,75.24544,1.93,11.13251,40.856,44.072
2022-09,1.0144,75.47745,0.71,23.6308,41.184,44.961
2022-10,1.012407,75.70388,-0.24,21.62384,41.305,44.732
2022-11,1.002442,76.51504,1.49,18.88896,42.153,45.905
2022-12,1.006428,76.58442,-0.76,23.4918,42.839,47.023
2023-01,1.020379,76.73484,10.59,23.88619,44.35,48.438
2023-02,1.058244,77.46891,7.37,23.48038,44.838,48.547
2023-03,1.062699,75.55265,10.1,16.33904,44.522,48.662
2023-04,1.058244,78.39374,3.61,25.61601,44.253,48.458
2023-05,1.064223,74.98419,11.31,14.67296,44.681,48.814
2023-06,1.064223,76.64691,8.14,9.984698,45.402,48.861
2023-07,1.06223,76.42374,7.43,20.41054,46.34,49.811
2023-08,1.066216,75.98166,10.45,15.88624,46.763,50.515
2023-09,,75.38146,4.0,23.86945,46.838,50.377
