country,ONM,ONM,ONM,ONM,ONM,ONM,ONM,ONM,ONM,ONM,ONM,ONM
1963-06,,,,,,,,99.9375995832691,5.12365191098971,13.8949824297233,99.8598822338914,13.9144790869856
1963-07,,,,,,,,100.134834125993,5.4633308856364,13.9893459029474,100.083842320863,13.9776267362901
1963-08,,,,,,,,100.308650576419,5.80248251329085,14.0806667623225,100.281662144041,14.0411182476189
1963-09,,,,,,,,100.449512310741,6.13452482401175,14.1674245600229,100.442973848715,14.1049433496082
1963-10,,,,,,,,100.561021757041,6.45873613187915,14.2501510113853,100.572084307186,14.1690918603813
1963-11,,,,,,,,100.652833673065,6.77082981387489,14.3303179013893,100.679831449233,14.233553726811
1963-12,,,,,,,,100.732349108171,7.05288153834549,14.4090137107417,100.774179819126,14.2983190104882
1964-01,,,,,,,,100.797601326098,7.26605612975959,14.4857641715596,100.852071860188,14.3633778705522
1964-02,,,,,,,,100.841898624777,7.36674747864605,14.5593087797451,100.905056313779,14.4287207317648
1964-03,,,,,,,,100.859220952899,7.32959034950314,14.6285222478761,100.925766948449,14.4943384530811
1964-04,,,,,,,,100.850033931793,7.16638655290056,14.6934254483738,100.914841558235,14.5602224821358
1964-05,,,,,,,,100.817828191518,6.91144592010294,14.7545852833013,100.876639131416,14.6263648455614
1964-06,,,,,,,,100.766667757749,6.60445013338764,14.8126696153373,100.816126508805,14.6927581214337
1964-07,,,,,,,,100.700338561056,6.28281307825362,14.8682703568999,100.73766536888,14.7593954083166
1964-08,,,,,,,,100.622848478404,5.97522558797808,14.9220183656627,100.645800205964,14.8262702816471
1964-09,,,,,,,,100.539927759393,5.69936281884245,14.9748774877844,100.547228087464,14.8933767470528
1964-10,,,,,,,,100.461270746504,5.46260975361313,15.0285811504378,100.453668064477,14.9607091906207
1964-11,,,,,,,,100.396574270479,5.26560670757623,15.0848960820218,100.37684912574,15.0282622072797
1964-12,,,,,,,,100.351341886528,5.1066094020043,15.1448257596305,100.323232898036,15.0960304230058
1965-01,,,,,,,,100.322668035089,4.98442646357246,15.2077964343775,100.288763383119,15.1640083309047
1965-02,,,,,,,,100.304270132321,4.89920551353592,15.2725992382151,100.265285963437,15.2321903752256
1965-03,,,,,,,,100.291188852573,4.85208450979342,15.3383105098769,100.246653905877,15.3005710537514
1965-04,,,,,,,,100.283628808692,4.84343743943407,15.4050923176757,100.233892639558,15.369145018714
1965-05,,,,,,,,100.28493802891,4.87423366062718,15.4737582456659,100.23222854025,15.4379070195492
1965-06,,,,,,,,100.299076420748,4.94557580610908,15.5452414200723,100.247565259901,15.5068518420072
1965-07,,,,,,,,100.327368716972,5.05532138830854,15.6199092083238,100.282068807126,15.5759742435766
1965-08,,,,,,,,100.369825999707,5.19915247934208,15.6978368534889,100.335998278056,15.6452690189878
1965-09,,,,,,,,100.425347372113,5.36882855108846,15.7788529858391,100.408037024888,15.7147310647335
1965-10,,,,,,,,100.490823467699,5.54789309721504,15.8623507666923,100.494130561228,15.7843554425578
1965-11,,,,,,,,100.561954905683,5.71803176899649,15.947455232312,100.588601657705,15.8541375160774
1965-12,,,,,,,,100.633264842595,5.86464940523587,16.0330166934667,100.684144098495,15.9240730872005
1966-01,,,,,,,,100.697207205069,5.98138290118698,16.1174329699507,100.770746733838,15.9941585155869
1966-02,,,,,,,,100.7456514707,6.06546546376635,16.1989534704285,100.837645304408,16.0643908547519
1966-03,,,,,,,,100.771452397643,6.1135724262572,16.2760292318625,100.875508478451,16.134767970304
1966-04,,,,,,,,100.771815014258,6.1209242054791,16.3480263422247,100.880809058295,16.205288691507
1966-05,,,,,,,,100.745376317571,6.08044963400844,16.4146323222819,100.852051730144,16.27595278498
1966-06,,,,,,,,100.691788995764,5.98584047568523,16.475754773038,100.789109311259,16.3467609602117
1966-07,,,,,,,,100.612976405603,5.83777641868846,16.5317645847079,100.694674806704,16.4177148557683
1966-08,,,,,,,,100.512592210121,5.64109365306792,16.5833665319,100.573416286053,16.4888169700164
1966-09,,,,,,,,100.396956328049,5.40543533012614,16.6317686798244,100.432957745807,16.5600705715736
1966-10,,,,,,,,100.277406481148,5.14928248251964,16.6791480160374,100.286615557207,16.631479608087
1966-11,,,,,,,,100.165468173233,4.89291923263263,16.7277513364892,100.147894591767,16.7030484311992
1966-12,,,,,,,,100.068312848752,4.65305944800912,16.7790424915229,100.025401080815,16.7747815157136
1967-01,,,,,,,,99.9836327768376,4.43801271524894,16.8327266945288,99.9171559405879,16.8466831707438
1967-02,,,,,,,,99.9059822528966,4.25311836611112,16.8879141355971,99.8176972993343,16.9187574874157
1967-03,,,,,,,,99.8320665670714,4.10468939836287,16.9441096782172,99.7239798591737,16.9910082832083
1967-04,,,,,,,,99.7654061429363,4.00092340710952,17.0020983547512,99.6405139201001,17.0634390428625
1967-05,,,,,,,,99.7118920421872,3.95063978805817,17.0631153178694,99.5743630701114,17.136052686428
1967-06,,,,,,,,99.674793242184,3.95799338503192,17.1278640570889,99.5293859391867,17.2088513311578
1967-07,,,,,,,,99.6502406225996,4.01544998044581,17.1955893224919,99.5009398594658,17.2818360779092
1967-08,,,,,,,,99.6321334936865,4.11085149716405,17.2650841032569,99.4818618031162,17.3550070237186
1967-09,,,,,,,,99.6174749368491,4.23301039253294,17.3357931765034,99.4688535855082,17.4283633032934
1967-10,,,,,,,,99.6103318000086,4.37365931649158,17.4086371271523,99.467109449996,17.5019031149225
1967-11,,,,,,,,99.6174385251252,4.52772528612035,17.4851379635508,99.4851641212854,17.5756235796466
1967-12,,,,,,,,99.6424366415664,4.69135204083236,17.5662064438811,99.527952406347,17.6495205810753
1968-01,,,,,,,,99.6791465253491,4.85918405784026,17.6506598665692,99.5885215959624,17.7235886061038
1968-02,,,,,,,,99.7203833102911,5.02706966137102,17.7368813435461,99.657600625869,17.7978209711603
1968-03,,,,,,,,99.7658175303687,5.19457052133627,17.8242834046647,99.7318370304299,17.872210053873
1968-04,,,,,,,,99.8251574630145,5.3635782214603,17.9140191992979,99.8176368391548,17.9467474552261
1968-05,,,,,,,,99.9116161147483,5.53735783162156,18.007961070242,99.9252950097175,18.02142397327
1968-06,,,,,,,,100.030546998608,5.71600728056086,18.1068940135967,100.058932256766,18.0962294971644
1968-07,,,,,,,,100.175185868531,5.89818981957185,18.2098178213265,100.212781039609,18.1711530529515
1968-08,,,,,,,,100.328857040676,6.07632101619482,18.3141660370868,100.372587764923,18.2461829916943
1968-09,,,,,,,,100.474128379528,6.23784442431851,18.4171729845753,100.523246778466,18.3213073341764
1968-10,,,,,,,,100.597125720913,6.36401584771112,18.5165255527948,100.652360039671,18.3965140464632
1968-11,,,,,,,,100.690338225724,6.43804593251037,18.610839177007,100.752758086212,18.4717912745198
1968-12,,,,,,,,100.752509833583,6.4527447061593,18.6997089002616,100.822668538239,18.5471275174286
1969-01,,,,,,,,100.790267052108,6.42136466442701,18.7840731022793,100.867559117681,18.6225118031894
1969-02,,,,,,,,100.812818214995,6.3623285701869,18.8653600127267,100.895426628272,18.6979337351256
1969-03,,,,,,,,100.828280901103,6.28712369750459,18.9449181505098,100.913711772588,18.7733835350371
1969-04,,,,,,,,100.841087259686,6.19420443584403,19.0236501711787,100.927367341052,18.8488520728915
1969-05,,,,,,,,100.852012164496,6.07436845871605,19.1018309775507,100.937946544036,18.9243308701719
1969-06,,,,,,,,100.858144033398,5.92056647893509,19.178924710942,100.942707312761,18.9998120929311
1969-07,,,,,,,,100.851851336054,5.72960960981737,19.2531692931474,100.932519429914,19.0752885213735
1969-08,,,,,,,,100.825361967897,5.50673712335474,19.3226790170839,100.89774708492,19.1507536841442
1969-09,,,,,,,,100.775238711508,5.26338929836673,19.3865404965071,100.833958397678,19.2262019706186
1969-10,,,,,,,,100.708213117447,5.02106582916372,19.4462524900745,100.749282600891,19.3016287442056
1969-11,,,,,,,,100.635308590354,4.80116377068982,19.5043760449948,100.657200500118,19.3770301062287
1969-12,,,,,,,,100.567175401393,4.61896144499652,19.5634412446913,100.570821974888,19.4524026556889
1970-01,,,,100.535180476052,100.344364888763,,19.6322519887245,100.512655322592,4.48007693580689,19.6256140289396,100.501188018877,19.5277433190673
1970-02,,,,100.320702012402,100.168527355362,,19.6659165450587,100.476627097276,4.38254965731896,19.6921437833164,100.45449363853,19.6030491718724
1970-03,,,,100.108833903936,99.9941745617187,,19.6997340096556,100.459793056647,4.3196807241428,19.763278128062,100.43174829415,19.678317328678
1970-04,,,,99.9063643122189,99.827766858134,,19.73504840843,100.455035058468,4.27722245756857,19.8373340085497,100.424173147442,19.7535447759421
1970-05,,,,99.7301164066141,99.6838205121352,,19.7752139947495,100.451833261162,4.24016500216889,19.9117801294343,100.418845060217,19.8287284796932
1970-06,,,,99.5866666972261,99.5678551029889,,19.8215961354618,100.437548636273,4.19543248263709,19.9835635480854,100.400415228198,19.9038654398641
1970-07,,,,99.4667867422669,99.472230826924,,19.8724223182928,100.398605971163,4.13564214465381,20.0494114766164,100.352664799038,19.9789527430751
1970-08,,,,99.3725233472912,99.3979576032047,,19.928153567622,100.324364837447,4.05770598470438,20.1067365199653,100.263034279021,20.0539876581138
1970-09,,,,99.3156949000812,99.3537888558335,,19.9912241792894,100.212712486966,3.96373632918005,20.1549718451383,100.12918751445,20.1289677320408
1970-10,,,,99.3137442685128,99.3539428998401,,20.0652405275954,100.078034203276,3.86321203518733,20.197502456664,99.9683801988379,20.2038908867894
1970-11,,,,99.387612148067,99.4150286490868,,20.1545703280467,99.9408573860799,3.76760863386752,20.239224600848,99.8050651572309,20.2787549599447
1970-12,,,,99.5297966877889,99.5311579082267,,20.2578541346153,99.8193480758235,3.68569729529103,20.2844904695127,99.660664892251,20.3535572348865
1971-01,,,,99.7002622126221,99.6698794209729,3.74287559412637,20.3670627569879,99.7252608007831,3.62017369355113,20.3360953452131,99.548671425535,20.4282940736432
1971-02,,,,99.8626070564145,99.8012738956212,4.11307818947543,20.4747910692339,99.6631134666961,3.56966231987587,20.3950868199252,99.4738619843633,20.5029606904487
1971-03,,,,99.9942378295309,99.9065250708496,4.44996518651607,20.5763653149216,99.6317911317626,3.53132045860956,20.4611828118902,99.434489476231,20.5775510284902
1971-04,,,,100.091840522988,99.9821940319884,4.74271038469578,20.6710245987213,99.6246480953769,3.50607821444788,20.5328464545507,99.4227636369329,20.652057640976
1971-05,,,,100.158188213314,100.030536606872,4.97615115421929,20.7592585341985,99.632369131629,3.49619316381743,20.6079344251139,99.4280875416576,20.7264716989349
1971-06,,,,100.202328296343,100.059435795513,5.15232345236586,20.8428688817825,99.644494917633,3.50531124838948,20.6840496489655,99.4388030351724,20.8007830118886
1971-07,,,,100.24046258076,100.081855632555,5.297563760606,20.9251765613813,99.64985305915,3.53736761545984,20.7586328652805,99.442647705073,20.8749800456304
1971-08,,,,100.285960271306,100.109696472565,5.42349513144021,21.0089560061479,99.6406723222927,3.59677789342648,20.8299311742049,99.4313877176502,20.9490500458009
1971-09,,,,100.371436172213,100.169852485883,5.55164566116686,21.1010661090531,99.6171805757679,3.68697373889154,20.8980803641496,99.4058939274206,21.0229791599761
1971-10,,,,100.52611752166,100.286733241877,5.69395489598063,21.2077462730067,99.5932792212982,3.80711634002361,20.9664448729683,99.3823329541654,21.0967525612806
1971-11,,,,100.766065758057,100.474333680678,5.84464291318156,21.3325329944071,99.5879568350612,3.95477212417368,21.0396398135112,99.3825594705484,21.1703541603255
1971-12,,,,101.08731031576,100.729544529602,6.00704217377662,21.4747519759838,99.6168464639651,4.12638850648729,21.1215073528462,99.424494890631,21.2437663134023
1972-01,,,,101.450512727569,101.020668399468,6.18209968697108,21.6261748799328,99.6824268939201,4.31043707979794,21.2126699395563,99.510720394922,21.3169695238572
1972-02,,,,101.821680575506,101.31931896121,6.37275372767136,21.7795990803315,99.7801129696636,4.49576295854535,21.3120015785386,99.635618137449,21.3899426499651
1972-03,,,,102.180146902456,101.607852664835,6.5814120324883,21.9305806976066,99.9016503766932,4.67343105286989,21.4174220832055,99.7892105507577,21.4626631125732
1972-04,,,,102.513644536875,101.876771128265,6.79888190261594,22.0764231492491,100.036260328929,4.83750143297239,21.5261231960196,99.9582824923693,21.5351071059698
1972-05,,,,102.817360244701,102.123521768824,7.01732920556256,22.2160040461771,100.175329153275,4.98760069913743,21.6357759065787,100.132020184031,21.6072499753971
1972-06,,,,103.096996674594,102.353034000408,7.23315824399469,22.3504665705901,100.316180282296,5.13185099548947,21.7455242567835,100.306552210365,21.679066598938
1972-07,,,,103.374999559209,102.583090425691,7.45243684074085,22.4846121284317,100.465648906454,5.29094698587671,21.8569611251753,100.489318373589,21.7505317768379
1972-08,,,,103.67165808802,102.82983226212,7.68186509710137,22.6228356648496,100.634938777511,5.48692379402729,21.9728536240819,100.693043165819,21.8216203753991
1972-09,,,,103.978195037418,103.085379388587,7.87713781583641,22.7632261670739,100.833959841261,5.73097158992064,22.0957434126578,100.929257619084,21.8923074774304
1972-10,,,,104.274954535289,103.332861242019,7.98628982253589,22.9014583551971,101.064293037486,6.00843120953579,22.2261992902458,101.200363947858,21.9625685355217
1972-11,,,,104.534528867705,103.549887913855,7.96394613644931,23.031444431622,101.320407807545,6.28990468733379,22.3630131043394,101.500669915204,22.0323798089431
1972-12,,,,104.726737551991,103.711266987857,7.78429047458308,23.1464090484906,101.588594004699,6.53991164054319,22.5028352708732,101.81486547876,22.1017188060497
1973-01,,,,104.827708312068,103.797024246394,7.46650809116729,23.240894977153,101.845412469464,6.727373108323,22.6397253926273,102.116141915219,22.1705647785085
1973-02,,,,104.795627115548,103.774314706355,7.00561589367522,23.3053941350819,102.064401904308,6.82633203699363,22.766829570019,102.373904015272,22.238899443185
1973-03,,,,104.669787077426,103.67366667595,6.46495791581122,23.3483835103999,102.225211152122,6.82306539321377,22.8787467974832,102.564426133581,22.3067077542907
1973-04,,,,104.461522014488,103.504054262183,5.86949920659935,23.3721986308398,102.324507234278,6.7278646171942,22.9743716219782,102.683443045515,22.3739786479449
1973-05,,,,104.197250207374,103.287486108323,5.25114111745075,23.3825977693004,102.368599715909,6.55997669562547,23.055077763968,102.737759509195,22.4407052228003
1973-06,,,,103.904623212823,103.047483336917,4.63179311503639,23.3856939423852,102.369326460402,6.33772911097642,23.1236966779401,102.740547128015,22.5068848904687
1973-07,,,,103.604003107214,102.802435659887,4.00906050719242,23.3860338334681,102.343867278007,6.07380086868786,23.1845094198649,102.71121657822,22.572519528292
1973-08,,,,103.31041328189,102.565873939281,3.37790661846924,23.387013928058,102.306214548221,5.77159202896281,23.241037092385,102.665571350836,22.6376153043206
1973-09,,,,103.013316241703,102.329934518126,2.73706758961487,23.3862710528436,102.260738560997,5.42467634790375,23.2943659794577,102.608486999472,22.7021825003399
1973-10,,,,102.704327388156,102.086918565823,2.09790358278277,23.3819088705402,102.196853918618,5.01914878666699,23.3417653022444,102.527997978799,22.7662353331731
1973-11,,,,102.346001116876,101.816932535895,1.44990876294767,23.3653793626695,102.099505858175,4.54473261446086,23.3793522544685,102.407205755477,22.8297921830741
1973-12,,,,101.979396699866,101.530191696266,0.862369646107814,23.3460166542888,101.960874724966,4.00978494916392,23.4051505726998,102.237703776973,22.8928758256906
1974-01,,,,101.61041821584,101.238012127534,0.362715967857177,23.325193414308,101.793311068095,3.45763023539439,23.422523383013,102.0344120773,22.9555136410923
1974-02,,,,101.236844837159,100.93669753704,-0.0127156140501866,23.3024307111108,101.615910623502,2.94208759543022,23.4366496386712,101.819955711389,23.0177370191584
1974-03,,,,100.840708748886,100.612738388727,-0.320239423133266,23.2736127817352,101.442629742039,2.50269371385237,23.4513317553921,101.610735621368,23.0795807273542
1974-04,,,,100.41058813525,100.258929476863,-0.58232351539173,23.2360968221483,101.271963940863,2.14063663598674,23.466169437806,101.404805315047,23.1410822839222
1974-05,,,,99.9399288290884,99.872443602133,-0.83076256978074,23.1883438991907,101.092812787485,1.835124051771,23.4781670411691,101.189043656273,23.202281781535
1974-06,,,,99.4243043416205,99.4519220914133,-1.09638642292175,23.1292963690949,100.890496301527,1.55560613442722,23.4834103219684,100.946509464521,23.2632217265739
1974-07,,,,98.8678837794807,99.0018771811347,-1.39459795576255,23.0598926836926,100.653120737071,1.26961291853524,23.4788629465586,100.664193234354,23.3239468694671
1974-08,,,,98.2810768926718,98.5296788558365,-1.72947160994021,22.9825421617594,100.372902274647,0.953381085398668,23.4626127440743,100.334020099838,23.3845038011311
1974-09,,,,97.6930098013734,98.0569636982668,-2.06190630138132,22.9040680563469,100.049870599196,0.602698294878068,23.4347607260186,99.9565799257811,23.4449405366001
1974-10,,,,97.1558703406106,97.6245622346082,-2.33139292645554,22.8367847010622,99.6977279759076,0.244758145622361,23.3988961741537,99.5472940945032,23.5053060828961
1974-11,,,,96.7270503795161,97.277297785189,-2.4438789247392,22.7943577807398,99.3377603574881,-0.0801692859069827,23.3606091947164,99.1299182108469,23.5656496205605
1974-12,,,,96.4579471557114,97.0566509717572,-2.38517388757081,22.7891735612627,98.9941406684782,-0.336722773614232,23.3263401005228,98.7315698265151,23.6260196627182
1975-01,,,,96.5442355502383,97.0243164929582,-1.96044928482904,22.8679148268322,98.6900967567295,-0.5127002981256,23.3024360357998,98.3787061728469,23.6864632015575
1975-02,,,,96.6463732390255,97.1075768136486,-1.509681057254,22.9506383287854,98.4459073085014,-0.606180453017725,23.2945812497193,98.094735390583,23.7470249111407
1975-03,,,,96.8935326002196,97.3112570515544,-0.882743582403182,23.0681664585111,98.2742510218032,-0.617589173344393,23.3064988694657,97.8946034600146,23.8077463370954
1975-04,,,,97.2517836381573,97.6084222039729,-0.100680328300587,23.2127026435836,98.1756203235789,-0.543209975892433,23.33869886446,97.7796565618771,23.8686652061319
1975-05,,,,97.6805145321506,97.964264461906,0.803949743710626,23.374766530539,98.1436923785641,-0.37633865704862,23.3898096226267,97.7433779183309,23.9298151146055
1975-06,,,,98.1473492290792,98.3517012977408,1.80487701839541,23.5467517237772,98.1696117376251,-0.109685727644267,23.4576523724811,97.7759661504138,23.9912253450863
1975-07,,,,98.6286533718015,98.7512878672033,2.87589854938169,23.7230718028719,98.2426961671684,0.257560983727059,23.5393353369316,97.8647691513446,24.0529207201509
1975-08,,,,99.109641010984,99.1504833193313,3.99290100276916,23.9002123181982,98.3532733288348,0.722450635798489,23.6321185390188,97.9979070289595,24.1149216911697
1975-09,,,,99.5843683203831,99.5445122267364,5.11999929512877,24.0767561793877,98.493332744004,1.27554417275447,23.7336814508582,98.1653698526184,24.1772444666495
1975-10,,,,100.038801533062,99.9228510248089,6.18529234635104,24.2493065973296,98.654689254594,1.89227100192883,23.8416667012287,98.3571119350801,24.239901144073
1975-11,,,,100.464469368479,100.278363381639,7.11325918414982,24.4157795290463,98.8291200475429,2.53895890357785,23.9537254617957,98.5632391976114,24.3029000028808
1975-12,,,,100.853416846073,100.604882214123,7.83274514875674,24.5741914478243,99.0071672316065,3.17598242419194,24.0671805623227,98.7726248782254,24.3662458013995
1976-01,,,,101.185224076143,100.885443402146,8.0968238622934,24.7194896113401,99.1761087061993,3.7594017225761,24.1784682175318,98.9706406918098,24.4299400797278
1976-02,,,,101.438463241662,101.101711471172,8.25981477087552,24.8463185434767,99.3233217913391,4.24758110344694,24.2840374810095,99.1428745898966,24.4939816214329
1976-03,,,,101.606168675211,101.246822704434,8.16991356259086,24.952815718646,99.4404105958426,4.61244185016774,24.3814975771298,99.2798000557877,24.5583669220015
1976-04,,,,101.697096245687,101.328093925632,7.87614259367374,25.0409682036377,99.5287672626045,4.85245630814928,24.4711990297485,99.3831333811674,24.6230906565336
1976-05,,,,101.716957400367,101.350930932327,7.43222041881412,25.1120307014718,99.5940541759183,4.98031224876741,24.5546951762257,99.4594548290659,24.6881457559025
1976-06,,,,101.680143054035,101.327475200677,6.8912535394905,25.1694180853771,99.6425653240763,5.01358314383816,24.633721277768,99.5160195988758,24.7535234799988
1976-07,,,,101.602485690332,101.270104985312,6.29710200338468,25.2169378326349,99.679082378218,4.97148639811514,24.7095901914139,99.5583127697612,24.8192134880363
1976-08,,,,101.497464808076,101.190002418638,5.68044644369378,25.2578510788625,99.7068561725164,4.87071848037426,24.7831725040028,99.5899916902501,24.8852039079235
1976-09,,,,101.38761647044,101.105735503202,5.07109877561076,25.2977122672074,99.7283493747082,4.72501852033406,24.8551022949684,99.6137339297036,24.9514814016593
1976-10,,,,101.294361149854,101.034761462235,4.50548265557452,25.3418549001694,99.7463828718993,4.54857134413078,24.9261219207639,99.6326277556848,25.0180312235534
1976-11,,,,101.230189760427,100.988080220774,4.0041680646392,25.3934283756811,99.7635786501703,4.35511602042035,24.9969379968699,99.6495919895608,25.0848372760909
1976-12,,,,101.188277635568,100.960274319941,3.56701420866076,25.4507563484317,99.7818322390434,4.15889151034532,25.0681084915086,99.6669288374069,25.1518821578257
1977-01,,,,101.153026062236,100.937434835778,3.1976424997232,25.509930516867,99.8008389496056,3.97534514019534,25.1396457787912,99.6847577838783,25.2191471772397
1977-02,,,,101.114753116844,100.910344394616,2.90657613625523,25.5684957089993,99.8196552213278,3.81895266766705,25.2114333782078,99.702692359097,25.2866124090254
1977-03,,,,101.067347994341,100.873093784217,2.69331989766502,25.624874869424,99.8371247771006,3.6986993810235,25.2832958770993,99.7201225713588,25.3542567188552
1977-04,,,,101.010235999485,100.824409073701,2.54747482889878,25.6788805655379,99.8521513331509,3.61164762345712,25.3550125079379,99.7362712389349,25.4220577859741
1977-05,,,,100.957484155131,100.776026051436,2.4769961725523,25.7340547407974,99.8637347662209,3.54980324756142,25.4263385430202,99.750280180698,25.4899921052455
1977-06,,,,100.918244063982,100.735914004594,2.47642610594455,25.7927201255577,99.8711247722441,3.50459480166766,25.4970333931259,99.7613212700782,25.5580349864245
1977-07,,,,100.905570586326,100.716152298987,2.54307519326382,25.8582235231574,99.8742297895116,3.46968353894448,25.566934774826,99.768885487698,25.6261605508047
1977-08,,,,100.923565597359,100.721901620411,2.66766468918636,25.9316458533406,99.8741437235543,3.44186346590909,25.6361754641113,99.7736221892891,25.694341752447
1977-09,,,,100.970123747021,100.751984581396,2.82542050551556,26.0124790170314,99.8740231605554,3.42137046623316,25.7054874242405,99.7785041750027,25.7625503977844
1977-10,,,,101.038864487911,100.801534485447,2.98813507756729,26.0991037557476,99.880980979109,3.41289129252324,25.7768233653614,99.7912030740903,25.8307571923182
1977-11,,,,101.120755720607,100.863180045974,3.13375209331715,26.189195468969,99.9043975947886,3.42418079565003,25.8528783472592,99.8221804532085,25.8989317102502
1977-12,,,,101.214466949603,100.935324197518,3.26767180773992,26.282403538486,99.9545533555798,3.46504453666157,25.936729615238,99.8832644274024,25.9670423908597
1978-01,,,,101.319070698001,101.017094626537,3.4047400408436,26.3784773355661,100.040129529343,3.54619690040362,26.0311471181711,99.984984033175,26.0350565336231
1978-02,,,,101.433797134073,101.108044482321,3.56420870735948,26.4798102594003,100.15407660816,3.66549488327798,26.135557178687,100.115098215547,26.1055102022849
1978-03,,,,101.5814344637,101.22657341863,3.76551916197829,26.5897844428651,100.301540579789,3.8249154006494,26.2503605548943,100.284727244978,26.1758308329136
1978-04,,,,101.758918420382,101.36984912899,4.00620668050018,26.7076295942321,100.466491554276,4.00611599098604,26.3707637185349,100.475423490862,26.245984144504
