country,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN
1990-11,,,,79.4078994739334,4.9554,5.2221,,,,,3.7,,,107.81232,98.9100189472735,0.0876396566555738,108.0576,,,7.92,7.92,,,,,97.365421221529,95.2265445730136,2.3420607296228,,1.16062920826799,1.14482647545438,,,2.21023787721347,1.95172261022414,1.87437238174637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12,,,,76.3909505501267,5.2221,5.2221,,,,,4.3,,,108.97912,99.3121030052629,0.175125853728102,108.9792,,,7.92,7.92,,,,,97.6117224994757,95.6708917529421,2.13435415304252,,1.16062920826799,1.16926112687837,,,2.0730555902592,1.95172261022414,1.91322916318844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-01,,,,76.5204265915517,5.2221,5.2221,,,,,2.2,,,110.49596,99.8163289318862,0.227265600984076,110.2464,,,7.92,7.92,,,,,97.8131979398575,96.0343695412215,2.14615886377906,,1.19691642078668,1.1943553281936,,,1.98852773450297,1.96834568106956,1.95127425572304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-02,,,,75.7768376404015,5.2221,5.2221,,,,,1.8,,,112.0128,100.286617648742,0.226750245584004,111.8592,,,7.92,7.92,,,,,97.9500800979164,96.2813158884879,2.09681736745736,30.2147607733026,1.23320363330538,1.21939877814431,,,1.85574518799508,1.98496875191498,1.98748493382821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-03,,,,75.1028361280211,5.2221,5.2221,,,,,1.6,,,112.82956,100.580383615442,0.121820077235375,112.896,,,7.92,7.92,,,,,98.0338393234222,96.4324242219759,1.96823245922432,30.2171330435673,1.23320363330538,1.24339938070313,,,1.58442586233859,1.98496875191498,2.01897515912986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-04,,,,75.9694186044816,5.2659,5.2875,,,,,1.3,,,112.94624,100.629111681333,0.0173817080308837,113.2416,,,7.2,7.2,,,,,98.0811435482618,96.5177648222416,1.67229150002195,29.7532222111419,1.26361309907185,1.26419264285796,,,1.31186459777228,2.01469091490464,2.04546137948031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-05,,,,77.0333210902832,5.3139,5.3357,,,,,3.6,,,112.36284,100.441211040344,-0.0868933368779481,112.6656,,,7.2,7.2,,,,,98.1014329742939,96.5543685675201,1.7789188499835,29.3043352379355,1.29402256483832,1.28668160408186,,,1.4516951073664,2.0444130778943,2.07515524224929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06,,,,76.5415938098017,5.3535,5.3556,,,,,4.4,,,111.19604,100.095661439596,-0.173937913926441,111.3984,,,7.2,7.2,,,,,98.1038457438477,96.5587213965268,2.12520430549953,29.2523154264939,1.29402256483832,1.31402621692988,,,1.88439020145924,2.0444130778943,2.1142592642993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-07,,,,76.9036463652751,5.3555,5.3471,,,,,4.7,,,110.14592,99.7180424478605,-0.156816806576021,110.1312,,,7.2,7.2,,,,,98.1015659461491,96.5546084593686,2.1390768799457,28.7453572574217,1.33935217278021,1.34213424793265,,,2.3632240617845,2.14148394936832,2.16422394796173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-08,,,,75.699319978788,5.3593,5.3628,,,,,4.9,,,109.21248,99.402340311252,-0.139611692654793,108.9792,,,7.2,7.2,,,,,98.1039044885114,96.5588273765927,2.18624909675411,28.3073107882644,1.3846817807221,1.37147664580531,,,2.37727787455892,2.23855482084234,2.21567356503253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-09,,,,73.6463792997999,5.3735,5.3765,,,,,4.5,,,108.74576,99.2071984744037,-0.0699034346892452,108.4032,,,7.2,7.2,,,,,98.1113137785767,96.5721943277235,2.2000446151319,28.2928676216802,1.3846817807221,1.40164974389914,,,2.09141482317223,2.23855482084234,2.26201249040473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-10,,,,73.4561260925201,5.379,5.3809,,,,,4.8,,,108.62908,99.1326255210297,-0.0174880884603439,108.4032,,,7.2,7.2,,,,,98.125897379084,96.5985043079748,1.62413898626196,27.3359035058256,1.42658112199904,1.42441448384065,,,1.45180652051528,2.33137164631454,2.2948525352353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-11,,,,72.1288886021138,5.4007,5.3858,,,,,4.4,,,108.74576,99.145639912748,0.0174911473276613,108.864,,,7.2,7.2,,,,,98.1543504838997,96.6498359818925,1.62855205337097,26.448142683911,1.46848046327598,1.44761181516575,,,1.4263610653859,2.42418847178673,2.32758541830592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-12,,,,71.7486607557701,5.4131,5.4342,,,,,4.5,,,108.97912,99.2124686679488,0.034976166886599,109.5552,,,7.2,7.2,,,,,98.2069682430058,96.7447626224193,2.15340159811063,26.4717245048537,1.46848046327598,1.47878471112796,,,2.03235883367731,2.42418847178673,2.37489030616624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-01,,,,73.6398840683058,5.4481,5.455,,,,,5.5,,,109.21248,99.3279072445823,0.0349639378413495,125.3376,,,7.2,7.2,,,,,98.2809246270341,96.8781858468322,2.29197275819685,26.6522632043889,1.51623098950574,1.5126780538594,,,2.53551553168235,2.4577996471279,2.4351060187395,,,,,,,,,,,,,,,132.327586206897,117.68708730741,3.991,5.66099290780142,,,21.7433671,30.8416554609929,3.016,4.81020733652313,,,16.4314696,26.2064905901116,0.975,0.850785571278293,5.3118975,4.63516487088127
1992-02,,,,71.4239584581785,5.4635,5.4693,,,,,5.3,,,109.6792,99.5332393339699,0.0699034346892594,125.3376,,,7.2,7.2,,,,,98.3640750452375,97.0281958433153,2.27605912345108,26.8746146414139,1.5639815157355,1.5471075007127,,,2.49270476973069,2.49141082246906,2.49580602261662,,,,,,,,,,,,,,,102.453102453102,95.2748596060698,4.97,6.3312101910828,11.8392178580149,,27.153595,34.5905668789809,4.851,6.64520547945206,38.1480051596962,,26.5034385,36.3060801369863,0.119,-0.313995288369252,0.6501565,-1.71551325800541
1992-03,,,,71.1271061967087,5.4734,5.4675,,,,,5.3,,,110.49596,99.8855468331829,0.122245561873212,125.2224,,,7.2,7.2,,,,,98.4463690732718,97.1766608435248,1.98907986199522,26.9005541534466,1.5639815157355,1.5778807044528,,,1.67568382373645,2.49141082246906,2.53762784040945,,,,,,,,,,,,,,,101.815713558459,98.7043798459246,6.0,6.32244467860906,-0.13844924128544,,32.8404,34.6052687038988,5.893,6.4054347826087,-3.60817581314477,,32.2547462,35.0595067391304,0.107,-0.0829901039996328,0.5856538,-0.45423803523159
1992-04,,,,73.8403985029428,5.4965,5.5101,,,,,7.1,,,112.0128,100.421874853679,0.226750245584004,124.992,,,7.2,7.2,,,,,98.5422394959543,97.3496187441603,2.80470112888634,28.3139521138099,1.621279111577,1.62213554238307,,,4.07054050775448,2.60287244361923,2.64092300958937,,,,,,,,,,,,,,,104.355687047995,103.705495851434,6.349,6.59293873312565,4.27831429560402,,34.8972785,36.2380877466251,6.084,6.35736677115988,-0.750425429032997,,33.440706,34.9432664576802,0.265,0.235571961965775,1.4565725,1.29482128894488
1992-05,,,,72.703743660244,5.5036,5.4866,,,,,4.7,,,113.99636,101.103544143634,0.295848801793859,125.2224,,,7.2,7.2,100.588442602764,100.419316726414,,6.18222259780001,98.6643573551097,97.5699291168348,2.89483993987206,29.7208077466723,1.67857670741849,1.66909376994283,,,4.12209147223799,2.7143340647694,2.74978427175603,,,,,,,,,,,,,,,103.821956590123,106.276124114864,6.601,6.7841726618705,2.90058707483532,,36.3292636,37.3373726618705,6.358,6.38353413654618,0.411606980188993,,34.9918888,35.1324184738956,0.243,0.400638525324319,1.3373748,2.20495418797492
1992-06,,,,71.5505012885528,5.4751,5.4621,,,,,4.8,,,116.21328,101.830688636019,0.32967911511225,126.0288,,,7.2,7.2,100.886443852847,100.632816153702,,6.27675664070507,98.821189575736,97.852866970581,2.07541442565406,29.6575639717875,1.67857670741849,1.70373438282192,,,1.9302846794192,2.7143340647694,2.80286293627081,,,,,,,,,,,,,,,112.287390029326,107.808393952089,7.658,7.1038961038961,4.71278456432221,,41.9283158,38.8945415584416,6.82,6.58937198067633,3.2245123113184,,37.340182,36.077470531401,0.838,0.514524123219775,4.5881338,2.81707102704059
1992-07,,,,71.3887767335046,5.4432,5.42,,,,,5.2,,,117.96348,102.480948825257,0.25941777606537,127.1808,,,7.2,7.2,101.148512123999,100.820571828504,,6.37072707344566,99.0103046492311,98.1940456696524,1.92074066533195,29.3804032358733,1.73343061771549,1.73645870194202,,,2.39347104962006,2.83925981171413,2.86994864921098,,,,,,,,,,,,,,,114.124023593177,113.555110215345,7.159,7.13758723828515,0.474262769279018,,38.9678688,38.8513148554337,6.273,6.28557114228457,-4.61046726884856,,34.1451936,34.2136208416834,0.886,0.852016096000577,4.8226752,4.63769401375034
1992-08,,,,71.3207522346056,5.4287,5.4064,,,,,5.8,,,119.36364,102.987438490447,0.206997193643949,128.2176,,,7.2,7.2,101.368727407607,100.978342431538,,6.4636726241934,99.2187335344575,98.5700680278718,2.0459504661803,29.2027678538378,1.78828452801249,1.77198578684943,,,2.37341137089594,2.96418555865885,2.93806433679023,,,,,,,,,,,,,,,120.094191522763,118.259758862028,7.65,7.79022403258656,9.14366119128812,,41.529555,42.2907892057026,6.37,6.58738366080662,4.80167214227652,,34.580819,35.7609296794209,1.28,1.20284037177994,6.948736,6.52985952628176
1992-09,,,,70.1571092841341,5.4948,5.5002,,,,,7.5,,,120.29708,103.324098623722,0.137713099835164,128.448,,,7.2,7.2,101.549074895725,101.107550229879,,6.55561903450826,99.4380901894762,98.9658049557052,2.23791941624769,29.2506497227205,1.78828452801249,1.81164140082649,,,2.07427606466421,2.96418555865885,2.99900790209271,,,,,,,,,,,,,,,103.244665302543,104.903214142745,7.064,7.09236947791165,-8.95808068876814,,38.8152672,38.9711518072289,6.842,6.76086956521739,2.63360862739744,,37.5954216,37.1496260869565,0.222,0.331499912694256,1.2198456,1.82152572027239
1992-10,,,,70.4199671671895,5.5369,5.5545,,,,,7.9,,,120.64712,103.507699059127,0.0515714288632452,127.0656,,,7.2,7.2,101.693127661466,101.210755108973,,6.64669716020277,99.6615047034513,99.3688625852373,2.36211203699672,30.1892406641722,1.85803960777105,1.85443440042262,,,2.75609407749281,3.1291667288485,3.08166338126583,,,,,,,,,,,,,,,107.818002535568,108.583444744239,7.654,7.76267748478702,9.45111515922806,,42.3794326,42.9811689655172,7.099,7.14904330312185,5.74147650919783,,39.3064531,39.5835378650554,0.555,0.613634181665166,3.0729795,3.39763110046185
1992-11,,,,70.5318447179459,5.6131,5.7198,,,,,8.2,,,120.88048,103.600172535398,0.034363132383968,124.0704,,,7.2,7.2,101.793499554501,101.282665349863,,6.73631943386044,99.8823929721495,99.7673626664937,2.38844395629287,31.1626851128966,1.9277946875296,1.89872652678293,,,2.66332350151624,3.29414789903815,3.1637380463367,,,,,,,,,,,,,,,111.669941060904,105.868905161636,8.526,7.90909090909091,1.88612015107964,,47.8572906,44.3945181818182,7.635,7.4706457925636,4.49853883667637,,42.8560185,41.9334818982387,0.891,0.438445116527308,5.0012721,2.46103628357944
1992-12,,,,69.3696607156222,5.7982,5.7518,,,,,8.8,,,120.99716,103.652137084071,0.0171757133700141,120.0384,,,7.2,7.2,101.852625283589,101.325025270483,,6.82452764777687,100.09762504704,100.155658522305,2.20805643014087,31.2328606960033,1.9277946875296,1.94065147994835,,,1.96342871900237,3.29414789903815,3.22585578773248,,,,,,,,,,,,,,,84.8235029603538,99.145795999471,11.318,7.40706806282722,-6.34741529758681,,65.6240276,42.9476620418848,13.343,7.47088465845465,0.00319739280484018,,77.3653826,43.3176834266517,-2.025,-0.0638165956274223,-11.741355,-0.370021384766922
1993-01,,,,67.4746760288404,5.764,5.775,,,27.8700575557884,,10.3,37.0670916281079,41.3468896208478,121.23052,103.695171102223,0.0343455276506574,110.2464,,,7.2,7.2,101.875486596184,101.341403984145,,6.91153982719411,100.304427822971,100.528747249462,6.9176352729882,37.1672356822526,2.08177723317516,2.07489867125103,,,11.0619682016291,3.6172026795729,3.58269892920186,,,,,,,,,,100.21,96.5910659962965,,,,104.775280898876,95.3805368669103,3.357,5.10182370820669,-31.1222245437372,-9.87758170168593,19.349748,29.4069118541033,3.204,5.34891485809683,-28.4031931607514,11.1992578258194,18.467856,30.8311452420701,0.153,-0.247091149890142,0.881892,-1.42423338796678
1993-02,,,,67.3429381936397,5.7699,5.7402,0.758558718021273,,28.0814683070954,0.566440704063789,10.8,37.2770547229021,41.5810952335246,121.3472,103.732223078312,0.0171668677740036,111.0528,,,7.2,7.2,101.868226492323,101.336202569668,,6.9976656254889,100.489085923972,100.861885214132,6.59925441507076,42.9652763239068,2.23575977882072,2.21182651342181,,,10.1400274561751,3.94025746010765,3.94598558429502,,,,,,,,,,91.54,92.8367665140019,,,,89.9582882743704,79.3484023298399,5.823,7.30614805520703,43.2065957797504,15.3989179745979,33.5981277,42.155743663739,6.473,9.2076813655761,72.1411091754084,38.5612738996198,37.3485627,53.1274007112376,-0.65,-1.90153331036908,-3.750435,-10.9716570474985
1993-03,,,,68.4536976896591,5.7313,5.719,1.46110715573544,,28.491768649966,1.85087610884192,12.2,37.9670068228482,42.3507097909967,121.46388,103.779326123027,0.017163921266349,112.32,,,7.2,7.2,101.830063616234,101.308861234065,,7.08275054496189,100.640243444169,101.134585455009,2.00399869122493,42.9861890975699,2.23575977882072,2.25615148780295,,,1.69948026719627,3.94025746010765,4.01304683064652,,,,,,,,,,96.64,100.18138179193,,,,91.0973357953047,89.7838829620047,6.907,7.11328527291452,-2.63973274063414,12.508462066598,39.5860891,40.768371884655,7.582,7.9226750261233,-13.9558080740819,23.6867643650677,43.4547166,45.4072273772205,-0.675,-0.809389753208781,-3.8686275,-4.63885549256548
1993-04,,,,69.2564640125549,5.7063,5.7084,4.13986370649331,,29.671289039644,2.88939203711998,12.6,39.0640224947204,43.5743878273615,121.58056,103.870920267713,0.0171609757699653,114.048,,,7.2,7.2,101.753858620929,101.254265077675,,7.16618662888286,100.750626963532,101.33372614136,1.58202674510902,41.2856292134031,2.28888337761416,2.29184440775016,,,1.96214086767863,4.03412726726346,4.09178846254972,,,,,,,,,,96.49,101.987860514654,,,,92.1668226172972,91.7843876686776,6.895,7.15248962655602,0.551142715880879,8.48712411991564,39.3449385,40.8142515560166,7.481,7.79270833333333,-1.64043952782907,22.5776113576594,42.6888303,44.4675315625,-0.586,-0.640218706777317,-3.3438918,-3.65328000648341
1993-05,,,,69.534196645887,5.7217,5.729,1.34194008429605,,30.0694599607943,1.4970992079859,14.0,39.6488496660963,44.2267396424097,121.9306,104.055123694157,0.0514739954061336,116.5824,,,8.46,8.46,101.63836608425,101.171521832705,17.2354788671547,7.24775826716429,100.818092422668,101.455439218773,1.66611661437507,39.59846056361,2.3420069764076,2.33002920820332,,,2.06757068066956,4.12799707441928,4.17638908111642,,,,,,,,,,97.66,102.924594446903,,,,84.7690680455988,87.7311937532559,7.213,7.41315519013361,3.64440323841621,9.27132252688987,41.2706221,42.4158500513875,8.509,8.44985104270109,8.43278974726707,32.3694815748709,48.6859453,48.3475127110228,-1.296,-1.03669585256749,-7.4153232,-5.93166265963538
1993-06,,,,68.7386282980302,5.7374,5.7612,-2.45735235255478,,29.3305473790472,-0.138358391150482,15.1,39.5939921555886,44.1655482369821,122.86404,104.344512864414,0.137193532835242,119.232,,,8.46,8.46,101.48075556203,101.058603661324,16.7342941224284,7.32712755830971,100.839589882541,101.494222353599,2.00151434682713,39.4973947261817,2.3420069764076,2.37666507709077,,,1.85759818311215,4.12799707441928,4.25396960880693,,,,,,,,,,102.08,104.79440629962,,,,94.1096817874069,89.0603186572778,6.95,6.42923219241443,-13.2726615386214,-9.49709710860855,39.87493,36.8870767807586,7.385,7.21896383186706,-14.5669693419893,9.5546563927039,42.370699,41.4180830889541,-0.435,-0.789731639452627,-2.495769,-4.5310063081955
1993-07,,,,68.2538971024984,5.7612,5.7612,-3.37858755965769,,28.3395891541192,-0.692865294283252,16.2,39.3196591253213,43.8595404812181,123.79748,104.659041917874,0.137005570053491,121.536,,,10.08,10.08,101.284366217645,100.91790286715,16.2252647097569,7.40439440504837,100.815840653071,101.45137684655,0.206807227365,37.151559641294,2.37750112948716,2.38158019224045,,,-2.68029852741748,4.08893847383485,4.13995052402529,,,,,,,,,,97.84,105.266624916285,,,,87.0036513007759,87.4412954220072,7.625,7.67102615694165,19.3148097216392,7.47365882682601,43.92915,44.1943158953722,8.764,8.77277277277277,21.5239884434197,39.5700179695078,50.4911568,50.5416984984985,-1.139,-1.10174661583112,-6.5620068,-6.34738260312626
1993-08,,,,68.5539270473091,5.7764,5.7918,3.96158174764235,,29.4622851454056,2.14310900507127,16.4,40.1623222807994,44.799498242854,124.61424,104.87564769706,0.119715844139421,123.264,,,10.08,10.08,101.079644155807,100.771232197334,15.7495987924573,7.48167512976176,100.763911779481,101.357693010522,0.407101219350184,34.9489173101395,2.41299528256672,2.39127563424286,,,-2.83164894885246,4.04987987325042,4.02272165852872,,,,,,,,,,97.45,105.524359165646,,,,87.1988123786685,86.4044912132758,7.636,7.72874493927126,0.752425831286918,-0.789182609616044,44.1085904,44.6443222672065,8.757,8.94484167517876,1.96139700483315,35.7874709560103,50.5839348,51.6689834525026,-1.121,-1.2160967359075,-6.4753444,-7.02466118529607
1993-09,,,,69.3480398892368,5.787,5.7868,3.86703974055589,,30.6016034204543,2.62502192351718,15.7,41.216592045664,45.9754948933546,124.61424,104.852714890212,0.0,124.3008,,,10.08,10.08,100.914140004663,100.65265873003,15.3587187857931,7.56247812668631,100.713962343626,101.267580238285,2.26215427956581,34.9809061121868,2.41299528256672,2.4453699783391,,,1.90315172764176,4.04987987325042,4.09928015527122,,,,,,,,,,103.91,106.378126354188,,,,92.4429558300188,93.5567263821878,8.832,8.86746987951807,14.7336333284947,25.0283125707814,51.110784,51.3160481927711,9.554,9.4781746031746,5.96246358921931,40.1916500791099,55.288998,54.8501964285714,-0.722,-0.61070472365653,-4.178214,-3.53414823580035
1993-10,,,,69.7072496285757,5.7868,5.7868,0.860345976280745,,30.8648830841596,0.72667338913596,15.9,41.5161020519685,46.3095865802682,123.6808,104.510090173647,-0.136654524488516,124.6464,,,10.08,10.08,100.814318825771,100.581143041694,15.07803312065,7.64888835944745,100.701376927901,101.244875142996,3.20794003915376,36.0962663550954,2.53002657070867,2.52381598097969,,,3.6645517065436,4.31066833689375,4.24950039615722,,,,,,,,,,106.7,107.700985669529,,,,93.1465617040982,90.9424763962851,8.046,8.27777777777778,-6.65006038647343,6.63560084777748,46.5605928,47.9018444444444,8.638,9.10221285563751,-3.9666049980886,27.320712292549,49.9863784,52.6726853530032,-0.592,-0.824435077859736,-3.4257856,-4.77084090855872
1993-11,,,,70.5103419251973,5.7947,5.805,1.60275559686038,,31.3595717252554,0.866796732021997,16.7,41.8759622678179,46.7109965633588,121.81392,103.852015018602,-0.273683049246572,124.8768,,,10.08,10.08,100.794059077291,100.566628187491,14.9310663187855,7.74212375597538,100.745105404263,101.323764807378,3.24548367085299,37.2354564898674,2.64705785885061,2.60572601652476,,,3.49841955231964,4.57145680053708,4.39816574889228,,,,,,,,,,111.91,107.251478615116,,,,93.8904052068024,91.7150019350971,8.944,8.28915662650602,0.137462602086202,4.80542861099571,51.8277968,48.0331759036145,9.526,9.03795066413662,-0.706006248371696,20.9795098722676,55.2003122,52.3722127134725,-0.582,-0.748794037630597,-3.3725154,-4.33903680985802
1993-12,,,,72.3192328296246,5.8068,5.8,3.61542026739565,,32.4933520371787,3.02271526422255,18.8,43.1417533713273,48.12293698655,119.13028,102.97075621176,-0.394498949634687,124.992,,,10.08,10.08,100.84594299728,100.603799800698,14.9061131948796,7.84179946397034,100.835737166156,101.487271745487,2.24405385415879,37.283790477325,2.64705785885061,2.66419991162741,,,1.742206853464,4.57145680053708,4.47479089399619,,,,,,,,,,143.78,112.484842133575,,,,74.7263076412695,86.1061963212798,13.515,8.83333333333334,6.56492248062016,19.2554632738411,78.478902,51.2934,18.086,10.2586500283608,13.5063733979869,37.3150637087034,105.0217848,59.5699289846852,-4.571,-1.42531669502742,-26.5428828,-8.2765289846852
1994-01,,,,50.4011699116584,8.7,8.7,6.18520145539354,23.8,34.5031313202885,4.04827106721691,21.1,44.8882484909488,50.0710839212715,116.44664,102.026692618186,-0.39606150653109,108.1728,,,10.08,10.08,100.93353287752,100.666552521575,14.955852416771,7.94521952347561,100.945120576905,101.684608156008,2.12225038070159,31.1264469003751,2.72790059258592,2.72074090439457,,,1.64193624871364,4.59344305809107,4.54826410773885,,,,,,,,,,119.22,114.733566135201,,,,85.3918824352694,73.9426914942277,4.881,6.81703910614525,-22.8259723832613,33.6196524231032,42.4647,59.3082402234637,5.716,9.21935483870968,-10.1309157323612,72.359349200596,49.7292,80.2083870967742,-0.835,-2.40231573256443,-7.26449999999999,-20.9001468733105
1994-02,,,,50.6559038945637,8.7028,8.7044,4.50241445781661,28.4,36.0566052932526,2.31036631637199,23.2,45.9253314640931,51.2279093784309,113.99636,101.154965674537,-0.3630592878387,107.712,,,10.08,10.08,101.02919236668,100.735086617135,15.0419757721123,8.05025279348837,101.06833090864,101.906889436483,2.12975526174211,25.6285703287604,2.80874332632122,2.77868602696428,,,1.61465328142444,4.61542931564506,4.62170280340231,,,,,,,,,,116.29,117.699010994208,,,,96.1428811001174,91.165456737986,5.733,7.81062670299728,14.575060834789,6.90485114698316,49.8931524,67.9743220708447,5.963,8.56752873563218,-7.07019216074257,-6.95237600572494,51.8947964,74.5614890804598,-0.23,-0.756902032634909,-2.001644,-6.58716700961507
1994-03,,,,50.8904387157211,8.7028,8.708,0.354832920686023,27.0,36.1845459989149,1.1895064852058,22.4,46.4716162602107,51.8372686827227,112.12948,100.434934668994,-0.277624570387849,107.3664,,,10.08,10.08,101.111034849795,100.793721684162,15.1406583224563,8.15512560480648,101.207049954695,102.157149676425,2.06090937774588,25.6986617788583,2.80874332632122,2.8359522278721,,,1.5616247035294,4.61542931564506,4.69387645610395,,,,,,,,,,116.7,121.160597173444,,,,97.2836676217765,95.1041964530605,8.488,8.64358452138493,10.664417210824,21.5132556864741,73.8693664,75.2233873727088,8.725,9.08854166666667,6.08125104813015,14.7155681218676,75.93193,79.0957604166667,-0.237,-0.444957145281738,-2.0625636,-3.8723730439579
1994-04,,,,51.5815570788926,8.6955,8.6847,2.99186622449209,25.6,37.2671392091422,2.30097202777385,21.7,47.5409151512126,53.0300297350741,110.72932,99.8720439202837,-0.208798052709034,107.2512,,,10.08,10.08,101.158964742643,100.82806048197,15.2373527028849,8.25812376087272,101.355480829911,102.424930831953,3.24967950403366,27.7622327355063,2.92368761593914,2.92811158616545,,,3.37788274664326,4.78943804880229,4.85243009906343,,,,,,,,,,117.0,123.765616876443,,,,94.9824598703094,96.3763324470225,8.935,9.36582809224319,8.35583396068342,30.9450077001078,77.6942925,81.4405581761006,9.407,9.71797520661157,6.92557247389234,24.7060045227524,81.7985685,84.5026534090909,-0.472,-0.352147114368383,-4.104276,-3.06209523299028
1994-05,,,,51.9413894433871,8.6649,8.6597,1.0998809045915,25.3,37.6770333569911,1.16350158326248,21.3,48.0940544516944,53.6470349706462,109.56252,99.4398653911221,-0.174362469320668,107.2512,,,10.08,10.08,101.159827327505,100.828678470565,15.3187707233829,8.35802573869622,101.503679373939,102.692292843459,3.24968301345071,29.752276081002,3.03863190555706,3.02326593099595,,,3.41493718174085,4.96344678195951,5.01813753873434,,,,,,,,,,121.4,127.923442384513,,,,100.052938062467,102.589777262834,9.45,9.5841784989858,2.3313518526296,29.2860901083209,81.883305,83.0459482758621,9.445,9.34223541048467,-3.86644118901712,10.5609479181815,81.8399805,80.9495356083086,0.005,0.241943088501133,0.0433245,2.09641266755347
1994-06,,,,52.014509573969,8.6572,8.6526,0.0337601603693697,28.5,37.6897531838748,0.93188204950407,22.6,48.5422343120085,54.1469620596289,108.62908,99.1344981428533,-0.139733620448478,107.2512,,,10.08,10.08,101.116879772952,100.79790920937,15.392123739156,8.45492809861054,101.638561224877,102.935630476896,1.98405580884944,29.7300677338597,3.03863190555706,3.08324921431684,,,1.6885583104413,4.96344678195951,5.10287171717401,,,,,,,,,,128.1,131.842327321519,,,,110.581312772649,104.335516403083,10.9,10.0925925925926,5.30472271213011,56.9797495337064,94.36348,87.3735925925926,9.857,9.67320902845927,3.54276683718715,33.9971948018123,85.3340204,83.7429052011776,1.043,0.419383564133318,9.0294596,3.63068739141496
1994-07,,,,51.5761913511834,8.6403,8.6197,-0.671683979196258,32.1,37.4365971499401,0.441147028858259,24.0,48.7563769364173,54.3858297739719,108.16236,98.9830041195499,-0.0699645692389574,106.7904,,,10.08,10.08,101.037604312889,100.74111325527,15.4624670056264,8.54929644689542,101.751639476438,103.139632675387,2.95220901089371,33.2843288583133,3.17045432142021,3.17427317545021,,,2.03704627364833,5.15061076628409,5.20681957533776,,,,,,,,,,125.2,134.908490821783,,,,107.535599210061,106.00562117252,10.346,10.5142276422764,4.17766838218841,37.0641610022658,89.3925438,90.846081097561,9.621,9.91855670103093,2.53636277113234,13.0606817016191,83.1283263,85.6993054639175,0.725,0.595670941245495,6.2642175,5.14677563364345
1994-08,,,,53.4595417315459,8.5898,8.5616,7.42434549427436,36.5,40.2160194636514,3.62583170769558,25.8,50.5242011109015,56.35776843441,108.27904,99.0097812002329,0.0175033935015268,106.2144,,,10.08,10.08,100.942215263422,100.672772912989,15.5184505723055,8.64271518675431,101.833051666286,103.286506769067,3.09285288589543,36.8495010822734,3.30227673728336,3.27244877496333,,,2.00912845927459,5.33777475060868,5.31143126924895,,,,,,,,,,128.6,139.344359929923,,,,101.74389636273,104.188194173246,10.21,10.2202202202202,-2.7962816866741,32.236479538732,87.701858,87.7896476476476,10.035,9.80938416422288,-1.1006897485065,9.66526318116015,86.198643,84.2606480938417,0.175,0.410836055997345,1.503215,3.528999553806
1994-09,,,,55.3311393142412,8.5403,8.5301,5.92155261281013,39.2,42.5974322149694,3.84869211081945,27.3,52.4687220531113,58.526805421979,108.74576,99.2185601241511,0.0700013013171409,105.5232,,,10.08,10.08,100.853185630362,100.608988698444,15.5315115691847,8.73704529184966,101.871157699728,103.355253097301,2.22154377096993,36.795155191761,3.30227673728336,3.34514765688171,,,1.73916039250555,5.33777475060868,5.40380557815888,,,,,,,,,,139.6,142.800316602214,,,,113.479487736054,111.436856956805,10.456,10.456,2.30699314397649,17.9141304347826,89.2973768,89.2973768,9.214,9.38289205702648,-4.34779696723385,-1.00528371904241,78.6903242,80.1327130346232,1.242,1.07310794297352,10.6070526,9.16466376537678
