country,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND
1998-01,,83.7060791911116,39.3575,38.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22580645164491,9.71428571424353,28.8991825136627,31.8399640462608,,,,,,,,,11.0,11.0,14.0,99.5820456753912,2553281.70138144,99.5836075963599,99.2955731018898,99.5774967614474,,,,,98.8282616687723,99.1143933497743,3.81887455381972,30.3159669854914,99.7423221431183,99.3626675591391,30.6754024340698,1.16391569259079,16.8979657391811,7.13808015143763,7.19797953880951,7785.87,7842.9960775883,0.3335514482302,10.7888907432813,10.9559270140993,2515.75,2553.28170138144,39.2463381078643,37.8157562503959,0.489490853555644,8.42114410375059,39.3826609724832,37.6105989397416,71.1504537479577,66.1594668010925,41.6844110252744,37.6290185068387,20.2263866254615,19.5071280697373,44.8589920889259,39.8295205932725,42.8145702293546,42.6008711810431,-0.114428817128183,8.05880624223964,34.3391885070743,32.8629285111328,23.3458272867112,22.8143506581726,,,,,,,,-1.21287246808588,1.83488158807366,12.6946724092339,0.0699572483482176,3.15705128205128,50.9916658717307,0.822737471952134,5.06625097427901,41.9736645433211,3.80818053596614,5.36864710093056,29.9542958636998,82.4895104895105,80.4013782023848,2.949,2.91447814913295,1.91960673030117,2.0736685242911,116.16,114.800197288329,3.575,3.62491068473563,1.49491521689407,-6.28927539832962,140.78,142.745433901282,-0.626,-0.710432535602682,-24.62,-27.9452366129523
1998-02,,83.1276915906952,38.91299,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.52083333333834,9.14285714280969,28.7486659380693,31.6741309001849,,,,,,,,,11.0,11.0,14.0,99.5583699868345,2569714.20751666,99.5216256970075,99.2212555696636,99.4246632862161,,,,,98.64351614152,98.9748850212873,3.72986229574195,30.3928105145092,99.7793077556061,99.4150397028547,30.8107534112084,1.43728614756111,16.6207624980707,7.24469283702364,7.3014351016251,7914.08,7980.04011483466,0.406502301635704,10.8416657484202,11.0004631095771,2531.71,2569.71420751666,36.7406536806047,38.2251101216591,0.990061045910307,7.05473969275057,38.3980944481711,37.9829668289775,67.0102333790032,66.3698758439798,40.6931672086534,37.6115981962406,20.0677482989873,19.7945263975745,43.5913005976524,39.5338591952828,42.0233358719333,43.1701843700425,0.865368699860175,6.41759907905502,33.7680110535302,33.1473140083256,24.5683849566753,23.6460813356511,,,,,,,,-2.02048874183087,-1.46338166255295,12.438177982393,-0.108746310393038,2.6951487322819,50.9362143164872,-0.445103857566767,4.19254658385093,41.7868381432767,-2.64945652173914,1.05782792665725,29.160669818398,79.5031055900621,75.3039141362429,2.944,2.97216440226136,1.9792995581585,7.34863312294695,114.48,115.575197272718,3.703,3.94689231808589,8.8824708069666,3.86537767830847,144.0,153.484335350896,-0.759,-0.974727915824522,-29.52,-37.9091380781782
1998-03,,80.7544438874303,39.50409,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.523560209429143,8.26210826212398,28.5981493624758,31.508297754109,,,,,,,,,10.5,10.5,14.0,99.5451007752173,2606453.45922653,99.464022654896,99.1622865155671,99.2687181627729,,,,,98.4747299709728,98.847428206094,3.64112413534332,30.4747889285912,99.8224522102767,99.4761328530975,30.9468113673164,2.2688298777434,17.5146063796212,7.44193830297644,7.46709224271482,8213.32,8201.99385028815,1.03790357811401,11.1911148972219,11.1146373098005,2678.44,2606.45345922653,40.42879592747,38.0990745150745,-1.3616731026889,3.90803116925524,41.0324751483575,37.4657629860641,74.4217389777488,65.8029792524472,41.8670085704414,36.9838518714928,21.3708488378826,19.0325116512171,44.4556357053389,39.3494895543635,45.276188230221,43.8701674808393,-1.32761963843373,3.47965048704749,35.8014027881474,32.7072437579377,26.1258899334788,21.3437685709795,,,,,,,,12.4233495928621,1.67190616473194,13.9834163161281,0.174961119751151,2.25829496745513,51.0253328874142,0.149031296572293,4.34782608695653,41.8491136099582,-0.279134682484283,3.02811824080751,29.0792722752901,87.2174381054898,76.8144587993531,3.241,2.75762689595177,-7.2182247437714,-7.64423217784417,128.01,108.918179250474,3.716,3.58998415019099,-9.04276425934978,2.56914967433345,146.77,141.792780872856,-0.475,-0.832357254239225,-18.76,-32.8746016223819
1998-04,,80.3367564681923,39.65429,39.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.789473684157497,8.19209039535946,28.8239242258486,31.7570474732037,,,,,,,,,10.0,10.0,13.5,99.5426929504127,2631454.79791476,99.4134552203339,99.1278605278689,99.1109998809524,,,,,98.329961773185,98.7381082696829,3.56821412137317,30.5644656073473,99.8712632669512,99.545249990901,31.0835731614027,1.72469833896003,18.146176421167,7.65183664219261,7.59587705859353,8368.95,8259.13138584108,1.19278575141185,11.5798284780114,11.247211119953,2712.68,2631.45479791476,38.7114167132808,38.8147659181985,1.25224773717949,5.12582597769026,37.360308111734,37.9349271552741,60.263207592559,64.346238645541,37.8498625767667,37.0353215495375,17.5748603115355,18.7121838034789,41.1423511258742,39.3045323351273,43.7523294677799,44.402980145174,1.67287455355104,5.16455444015154,32.8541271278596,33.2543949159322,23.8147535162865,25.6127621230892,,,,,,,,7.42199300733674,11.6218813333999,15.0212644972979,1.53308752183195,3.44009489916963,51.8075958988844,1.86011904761904,4.58365164247516,42.6275569434767,4.05878236529039,5.16265912305514,30.2595366503544,75.7043235704324,75.919723418225,2.714,2.77063125116083,0.471577762320024,3.24753572148187,107.63,109.875844348725,3.585,3.64942221390618,1.65566368063271,12.6586260201788,142.18,144.734965236591,-0.871,-0.878790962745344,-34.55,-34.8591208878661
1998-05,,80.2201886097563,40.37191,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56657963448079,10.5113636362635,29.275473952629,32.2545469114313,,,,,,,,,9.0,9.0,12.75,99.5513938720459,2658105.38808357,99.3727198140143,99.1253185721436,98.9562221521924,,,,,98.2181287342622,98.6536589162301,3.52983246657931,30.6647159365636,99.9256142537463,99.6222117471099,31.2210345806218,1.08382357800787,18.2125359557913,7.76547254918884,7.67820296511106,8459.58,8380.40340680272,0.98611747898832,11.7119485661716,11.3581218347055,2739.95,2658.10538808357,39.8375670176672,38.9958473842673,0.0639455870494501,4.47025478694972,37.413527923859,37.9591848671403,63.4322651589192,64.282276710632,36.0238871250963,37.1361338909153,18.0961005270936,18.7166571176948,38.3476676110214,39.6534025601589,43.9281593249847,43.5472030365153,-0.207069376356859,3.93747076289512,32.5799619501584,33.1855352477685,22.6926800383743,24.4297671952432,,,,,,,,-4.80373772298792,4.57121067831102,14.2996823481714,0.779816513761468,3.68098159509201,52.2116000870867,0.949598246895535,5.65749235474005,43.0323474769064,2.62273032952255,11.5497076023392,31.0531626956562,67.1824973319104,70.8669615301735,2.518,2.62590195612927,-5.22369387737644,-16.2008267295782,101.89,106.256215373316,3.748,3.70539656199486,1.53378657792433,8.68131664563984,151.68,149.955856596419,-1.23,-1.07949460586559,-49.79,-43.699641223103
1998-06,,79.3343602344198,42.24773,42.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57069408742952,12.3943661971739,30.0280568305962,33.0837126418106,,,,,,,,,9.0,9.0,12.75,99.5712192857707,2690191.22666379,99.3439126598686,99.1598516019517,98.8147903137194,,,,,98.1496893964171,98.6019777861506,3.54718703935431,30.7789478777882,99.9854955794956,99.7070045404983,31.3591903011277,1.34399092619117,18.0447580775318,7.84655337928024,7.78139731625669,8544.66,8482.76522361464,1.11042178713665,11.803859126607,11.4842448941676,2755.47,2690.19122666379,38.0075727730393,39.3743009448915,1.53199579157879,5.1465699456658,37.1474288632341,38.5407179818225,62.4099885246094,65.424245711231,35.0326433084753,37.616781914225,17.9034682735178,18.6534093266124,37.1375984602604,40.4670090260306,44.8659185634099,44.9160373151594,1.64697577120182,4.79001607803121,32.5571148520166,33.7320929728429,24.3506692072296,25.2682271894866,,,,,,,,-15.1959215061145,-17.0934118167724,12.1267138429195,0.724472765892875,3.8318670576735,52.5898589103545,1.1577424023155,6.39269406392693,43.5305512103583,3.73525557011798,14.6270818247647,32.2130776849435,78.5895003162555,80.9656615656586,2.485,2.58253574843153,-1.65147855564503,-13.575961159742,104.98,109.100443811003,3.162,3.18966793884249,-13.9183111584343,-7.11686380764874,133.56,134.728668536307,-0.677,-0.607132190410961,-28.58,-25.6282247253043
1998-07,,80.9791025633649,42.51044,42.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00751879702204,14.8044692736833,30.9311562841568,34.0787115182659,,,,,,,,,9.0,9.0,12.75,99.6019494300692,2708144.13738723,99.3291970354222,99.234912008921,98.6995495712968,,,,,98.1354170061733,98.5912001649759,3.64027871846304,30.9107268605875,100.05073253492,99.7993809802877,31.4980338430142,1.54160896493776,18.3980331090146,7.92732042549785,7.90135603488153,8634.61,8640.36752618181,0.935601611280837,11.7189293869572,11.5916916744409,2700.41,2708.14413738723,38.6269554404518,39.0217282758562,-0.544377438751245,3.80176586450416,37.3336982056716,38.3309110083967,63.6878343174966,65.5694341426368,34.7717896725224,37.4572083324275,17.7334986380097,17.8497008800486,36.8782979279545,40.2791656759231,45.7450678494336,45.2152321866669,-0.568904372153264,3.46787218895452,32.6256561464419,33.5401896211016,23.2118483639754,24.4913286026807,,,,,,,,-1.37958253777683,-23.1286033286822,11.9594158163365,0.489549990585595,4.29939417627516,52.8473125596992,0.786838340486399,7.06686930091184,43.8730662771064,2.33733417561589,15.8798283261802,32.9660049586914,70.9077001529832,73.3524578848402,2.781,2.795987190337,8.26518827610082,-7.06081611548666,118.22,118.857103790594,3.922,3.81171575017509,19.5019614348425,10.2766597537022,166.73,162.041654009866,-1.141,-1.01572855983808,-48.51,-43.184550219272
1998-08,,80.818256609082,42.7563,42.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.486618004870823,15.0417827298215,31.0816728597502,34.2445446643417,,,,,,,,,9.0,9.0,12.75,99.6432225413478,2738880.93221366,99.3297348093108,99.3528882839134,98.6207954717101,,,,,98.1832753314308,98.6273397947692,3.82205466799276,31.062790610466,100.121235040078,99.8992135120227,31.6375579299115,2.2598981818266,20.0042260704665,8.06026326966911,8.07991863625347,8832.76,8869.73058929905,0.901939251016285,11.5494350582834,11.6962416915095,2676.56,2738.88093221366,38.7114167132808,38.8819030489815,0.408929550282542,4.54367982403745,37.2538684874841,38.4876574304026,61.3365980585842,64.1723016053369,34.5109360365695,37.4113388780907,18.3680519439065,18.7792954658373,36.1292075012929,40.0277204374754,45.5692379922289,45.1912206171704,0.808339124275694,4.78340871078834,32.6713503427254,33.8113080961652,24.116206092442,25.3518298047714,,,,,,,,-8.6597709147318,-30.1172895489766,10.9237578039015,-0.00374742364626161,4.43018159048215,52.8453321470119,-0.21291696238467,6.51515151515151,43.7796530770842,-1.91358024691356,11.9014084507042,32.3351739996053,87.5366568914956,86.4351928014615,2.985,3.04921648701977,9.05688329180952,5.8564943172754,127.64,130.385927103251,3.41,3.52774881178747,-7.44984560757374,11.3610252463859,145.78,150.813848030023,-0.425,-0.478532324767703,-18.14,-20.4279209267721
1998-09,,81.6695486917432,42.52091,42.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69491525419752,16.3434903046741,31.6084808743099,34.8249606755881,,,,,,,,,9.0,9.0,12.75,99.6943221540825,2784455.9190089,99.3444277114747,99.5140893057854,98.5872854113002,,,,,98.2975471493549,98.7136307623984,4.09723507314036,31.2367535559612,100.197211478738,100.006797210031,31.7777548492636,2.06276978746149,21.1396395519357,8.23417798171251,8.24658875673357,9011.5,9001.56053986281,1.40098091428961,11.6189210744106,11.8601038052967,2732.76,2784.4559190089,36.0931172555825,36.7844008731788,-0.186924500885879,2.79010315877655,37.1740387692966,38.4157145688481,57.8097436702156,61.5095895207551,35.4760944895952,37.9490566756717,19.8637847363776,19.8000350878665,36.5901862253923,40.1924827413224,44.9538334920123,44.9897520053105,0.721738038784652,3.93759875981462,33.0597510111354,34.0553371681059,27.0135002966034,26.7206614794863,,,,,,,,3.39577142576408,-21.6716314171686,11.2947036500261,-0.0149902563333612,4.40226961455684,52.8374104962628,0.142247510668575,5.94431903686983,43.8419285437657,1.25865324103209,14.113475177305,32.7421617151447,72.3997833152763,73.2554565788598,2.673,2.64743646206717,-13.1765004768581,-11.3883957597033,113.67,112.582904093968,3.692,3.61397851533039,2.44432662707695,16.2411598466461,156.99,153.672396295156,-1.019,-0.966542053263211,-43.32,-41.0894922011886
1998-10,,81.2996698157931,42.345,42.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.09523809521378,18.6301369862252,32.5868386156499,35.9028761250622,,,,,,,,,9.0,9.0,12.75,99.7542124305249,2817566.65228839,99.3718868906493,99.7177984393136,98.6051353634071,,,,,98.4799892950365,98.8513997204252,4.46637406818235,31.4334504209225,100.279347466699,100.123102915854,31.9186168133619,1.57503199542501,21.3938282410701,8.38061814692511,8.37647516818325,9150.11,9151.20914257891,1.4246047669049,11.8441330926776,12.0290634094668,2781.41,2817.56665228839,36.4028085892888,36.4740091012412,-2.10357137508641,0.152692978770196,36.1894722449846,37.6076125936429,63.8922896443586,64.4561339856598,33.1544971296144,36.6972254118881,19.5465080834292,20.0790083509543,33.593824518746,37.8960988669419,42.9904000865594,43.8216319836689,-2.98645240644683,0.0639531061942168,31.5975367300624,33.0382907317254,24.8530901674888,25.8756886253992,,,,,,,,-7.23073812440282,-28.190369299155,10.4780132071653,0.179910044977475,4.52874462260459,52.9324703052516,0.852272727272706,6.44677661169413,44.2155813438546,4.5991298943443,17.7746675997201,34.2480162626405,75.732946298984,77.5648358538417,2.609,2.64002815053213,-0.279829625420164,-12.2311148386328,110.45,111.763552788913,3.445,3.40364047892377,-5.82012415166182,-2.34784401237213,145.84,144.089093598329,-0.836,-0.763612328391638,-35.39,-32.3255408094158
1998-11,,82.1118942569177,42.37714,42.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15473441115039,19.6721311476133,32.9631300546509,36.317458990271,,,,,,,,,9.0,9.0,12.75,99.8218560203516,2816130.49869888,99.4105384963863,99.96094180016,98.6800267422503,,,,,98.7305996004387,99.0406450316826,4.92642083702818,31.6531644506768,100.36843469026,100.249251668348,32.0601359444556,1.20277962015059,20.9541996383963,8.46400159691381,8.47722570439313,9192.2,9219.89835409609,0.565413282200316,11.9401032688928,12.0970773317082,2777.44,2816.13049869888,37.2755750751882,38.5544377264503,4.78698597873957,4.8540033559041,38.9569024754834,39.4078837354393,64.0967449712205,64.1138579216076,36.9368748509315,37.7349323791754,20.7929520771551,20.8289847699642,38.030744738203,39.1959718817382,48.763480398115,50.344881598152,5.8589806540904,5.67615567368696,34.4991181940667,34.9739977941394,25.2382795703542,25.581332278101,,,,,,,,1.60221791140411,-19.3652882466595,10.6458938115298,0.0261897635438822,4.2544064888473,52.9463331940625,0.422535211267618,7.13749060856499,44.4024077438991,1.42602495543673,21.9285714285714,34.7364015212878,79.6498277841561,84.6465805127032,2.775,2.9724683426605,12.5922972473366,5.1470252933207,117.6,125.968388143018,3.484,3.51162247152372,3.17254402363001,3.90320869307277,147.67,148.840783688263,-0.709,-0.539154128863217,-30.07,-22.8723955452448
1998-12,,81.1582205538787,42.55408,42.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.05479452051475,15.3225806452513,32.2858054644978,35.5712098329487,,,,,,,,,9.0,9.0,12.75,99.8962656351064,2845302.96690493,99.4590777157863,100.237968014124,98.8148878732142,,,,,99.0464751657581,99.2791746068396,5.46748631820163,31.8952472863368,100.4649624358,100.385936303856,32.2023042546025,0.886173733446128,20.1988798843686,8.5040874867894,8.55234865191041,9236.98,9314.0090717576,0.492328818415136,12.0006538344145,12.1566347295982,2809.6,2845.30296690493,40.8511022916149,39.7234079301219,-0.993900302742734,4.24505468604229,40.899425618045,39.0162086596883,68.3903068353214,64.8102623455352,41.736581752465,38.2953726111324,20.2150553164276,19.9128542330345,44.8878032591821,40.2256300010939,46.6242171354574,45.2008874307702,-2.1350815272658,4.03244662460798,35.9613324751397,34.2272744278903,27.281458142075,26.0598467525928,,,,,,,,1.15368482824737,-16.2002549999554,10.7687138732648,0.56106227791287,4.48892343567821,53.2433950971524,-0.350631136044882,6.28272251308901,44.2467190771953,-3.63210310486233,16.0084626234132,33.4747396031156,78.8564958958392,80.6316936075478,2.786,2.74044769200764,-7.80565590297224,-4.16625661871126,118.57,116.631329088782,3.533,3.39872272229082,-3.21503094790001,-4.83818649733264,150.34,144.626089461988,-0.747,-0.658275030283179,-31.77,-27.9947603732058
1999-01,,80.1803932172005,42.508,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.09790209797504,9.37499999996996,31.6084808743099,34.8249606755881,,,,,,,,,9.0,9.0,12.75,99.9758611502175,2920522.52576594,99.5171927121779,100.542234437336,99.0090799661755,,,,,99.4221981611626,99.5628972378695,6.07685044104701,32.1582229589569,100.568667285096,100.532783818499,32.3451136202286,1.3508570272544,20.4209960300004,8.60105593272535,8.66787865467004,9402.34,9470.26494498305,1.8439151091557,12.2149113339103,12.3807927541421,2877.19,2920.52252576594,42.2024826568785,40.7404895738337,1.75306877530327,5.55585592937445,41.4050138332323,39.7001896310084,69.0036728159072,64.0687257199427,42.3365451151567,38.0375323072665,21.5748124004923,21.0424248184335,44.8878032591821,39.4313432790748,46.4483872782526,46.3354264201954,2.04018088667662,6.276507667194,36.326886045408,34.9255727387985,27.5326686222046,27.4581687829463,,,,,,,,11.5786294344432,-5.34940201555998,12.0155833475056,0.397991445043682,4.83144321889079,53.4552992546899,-0.844475721323014,4.52522255192878,43.8730662771064,-5.04559270516719,6.11413043478259,31.7857405836271,79.622641509434,77.6373944240138,2.743,2.76012040307305,0.71786486283911,-5.2962396065937,116.58,117.307632734326,3.445,3.55514301265541,4.60232573074274,-1.92467285812056,146.42,151.101317826707,-0.702,-0.795022609582361,-29.84,-33.7936850923809
1999-02,,80.9864241819831,42.46412,42.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.19047619043304,8.63874345552046,31.2321894353437,34.4103778104176,,,,,,,,,9.0,9.0,12.75,100.058421679324,2939670.01158126,99.5837645312249,100.867216770996,99.26018822292,,,,,99.8505166157824,99.8863366875433,6.73573939588377,32.4399910258513,100.67839959496,100.688166301466,32.4885560188718,1.44427080549487,20.429287847509,8.72794920838885,8.79306629553516,9511.97,9585.30485740554,1.63666147711693,12.414348013892,12.5834244197109,2902.45,2939.67001158126,38.0920340458683,39.7884872625452,-0.914976798185927,3.56469067876614,39.755199657358,39.3369421070489,63.7389481492121,63.3781352212132,41.8409232068462,38.501944192275,20.2490492435293,20.0636441847062,45.0030479402069,40.4583639418039,45.3641031588234,46.6914819933397,-0.848574422423544,4.47061639128403,35.2987666290285,34.6292032616521,27.1307318539973,26.2782957965154,,,,,,,,-0.102544193905914,-3.49662079598682,12.0032620644188,0.029638411381144,4.97667185069984,53.471142556188,0.354861603974462,5.3651266766021,44.0287549438102,-0.576184379001248,8.37404047452898,31.6025961116344,86.9591712370506,82.3396566977319,2.854,2.88510846564771,4.52835544549079,-2.92904176321525,121.18,122.500856295441,3.282,3.5039112152713,-1.44106150446675,-11.2235416402093,139.37,148.793450966594,-0.428,-0.618802749623584,-18.19,-26.2925946711523
1999-03,,81.5988468946206,42.43667,42.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.240963855479524,8.94736842101814,31.1569311475296,34.3274612373605,,,,,,,,,8.0,8.0,12.0,100.141918031831,3012061.72803925,99.6587850563842,101.206296991877,99.5653829683856,,,,,100.324647457111,100.244370801504,7.42835602587469,32.7385647483408,100.791945192531,100.848948453073,32.6326237650988,1.78072031682223,19.8545018948041,8.91587806197158,8.9496462135314,9809.6,9809.59134794043,1.56205110480455,12.8729127614344,12.7799839398812,3090.68,3012.06172803925,42.652942778633,40.1688369108857,-0.312592763387455,4.66616598004572,42.8951685727317,39.2139776726843,71.1504537479577,63.3770483553709,43.53647184054,38.4391542496052,24.7475789299764,22.0733262873148,44.6573138971324,39.5454568365054,48.7927853743158,47.271819406633,-0.159704846786559,5.7071607791744,37.789100326481,34.5738987456397,29.6428366552933,24.2752277138671,,,,,,,,12.3547907778608,-3.55547118023364,13.486239978996,0.296296296296313,5.10382301571903,53.6295755711693,0.14144271570013,5.35714285714284,44.0910304104916,0.579523502897585,9.30720783764867,31.7857405836271,88.7625236934741,78.4704831098186,3.278,2.75429977157108,-4.53392638904698,-0.120651723609582,139.14,116.910698662721,3.693,3.50998192239554,0.173255164051782,-2.22848415058309,156.76,148.991271636806,-0.415,-0.755682150824461,-17.62,-32.0805729740849
1999-04,,81.5182515868228,42.726,42.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.241545893777924,8.35509138389754,31.2321894353437,34.4103778104176,,,,,,,,,8.0,8.0,12.25,100.224253401546,3014975.1780412,99.7415770509153,101.551622597724,99.9209014443079,99.913656885823,8.33,,,100.83609232707,100.630582148444,8.13654896516229,33.0513583174293,100.905807864271,101.010179586129,32.7773097456261,1.19108313631886,19.2257835465526,9.11412948210798,9.05624394034097,9941.6,9816.31419541396,1.2652647961035,13.3140361967371,12.9416845776202,3107.82,3014.9751780412,41.0200248372728,41.16667481781,1.5768938278294,5.00175815076904,39.1165619118583,39.8323404662513,59.5476139485422,63.6245405112187,39.0758746657454,38.5952146687968,20.5436632784099,21.8162963857361,41.0559176151056,39.7779092966236,47.1224017308708,47.9077022957014,1.46191943279808,5.48783515309624,34.5448123903502,35.0793412900782,25.0038164555666,26.8562354823153,,,,,,,,-6.61221031128144,-16.1555178609212,12.5945014285007,-0.184638109305762,3.32568807339451,53.530554936806,0.564971751412442,4.01753104455808,44.3401322772176,4.22535211267608,9.4821788836584,33.1288000449072,82.1814903846154,82.6245145175742,2.735,2.79722292321833,1.55840522844641,0.95976944049693,116.83,119.487953974259,3.328,3.385463672072,-3.54754677022834,-7.23288582034598,142.2,144.655328776634,-0.593,-0.588240748853668,-25.37,-25.1673748023754
1999-05,,81.3556306209832,42.77095,42.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.963855421695873,7.71208226228855,31.5332225865306,34.7420441025693,,,,,,,,,8.0,8.0,12.25,100.30400240571,3043580.51946223,99.8322678533218,101.894709622568,100.323883525066,99.9084164604958,8.19,,,101.271843898818,100.959634625731,8.72865320308213,33.3413326463765,101.016044789818,101.16627661195,32.9226084593545,0.726554437165081,18.8043937361334,9.22209882150122,9.12204248253001,10043.58,9952.1842354995,0.522956668660609,13.4141733859752,13.0093639801559,3137.3,3043.58051946223,41.1607936253211,40.4112062812439,2.38849194706652,7.44101290204633,40.1809581543578,40.7837327106158,63.8922896443586,64.8547843883006,37.1716431232891,38.5495897486561,20.3850249519357,20.8982570041462,38.5781569730711,40.250344797259,50.8148287321704,50.2431573151388,2.88767183328535,8.75918462168161,35.4358492178791,36.0923175478138,26.2598688562146,27.8948595400849,,,,,,,,12.6259740870765,-0.804230682273933,14.1846799152597,0.821309655937834,3.36822940373237,53.9702065533791,0.280898876404506,3.32850940665705,44.4646832105806,-1.22850122850124,5.37352555701179,32.7218123293678,73.0653541153951,76.9825469757391,2.672,2.78011307912262,-0.611672525407104,5.87269157682742,114.28,118.903938129541,3.657,3.61135502570312,6.67239041714078,-2.53796144942485,156.41,154.457763076353,-0.985,-0.831241946580499,-42.13,-35.5538249468127
1999-06,,81.3454140715184,43.13727,43.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.238663484434042,5.26315789473075,31.6084808743099,34.8249606755881,,,,,,,,,8.0,8.0,12.0,100.379844195137,3062831.49791898,99.9314275208404,102.228101343075,100.763955468099,99.9018306418307,8.2,,,101.723339949569,101.300576354041,9.290285573983,33.6384000323021,101.119087024765,101.312185855422,33.0685170669573,1.08845346602294,18.5048301137153,9.29833907389266,9.2213316701032,10106.82,10031.4851017659,0.789896507801343,13.4801152930881,13.1121244919223,3138.52,3062.83149791898,39.5841831991802,41.0661423766591,-1.03013101406569,4.72977397646658,38.9302925694209,40.3636068312701,61.4899395537307,64.4483419563784,35.3456676716188,38.1331378434444,20.0564169899534,20.9757477113123,36.273263352574,39.8219352534669,48.3239057551032,48.5028966250563,-1.38691097726476,5.5130177141637,34.3848827033579,35.5917492337939,26.2933635868986,27.2893470008743,,,,,,,,4.80212316204677,22.5875856187727,14.8658457149326,0.21282841626304,2.84315571455473,54.0850704892406,0.350140056022387,2.5035765379113,44.6203718772843,1.30597014925374,2.90587492103599,33.1491494306841,75.2518377348217,77.2903352423432,2.764,2.86284822304596,2.97596326367592,10.8541566088551,119.23,123.493991908021,3.673,3.70401837961955,2.56588879400996,16.1255168449827,158.42,159.75785235484,-0.909,-0.841170156573592,-39.19,-36.2638604468197
1999-07,,81.0465172369479,43.28637,43.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.952380952390386,3.16301703160423,31.9095140254968,35.1566269677399,,,,,,,,,8.0,8.0,12.0,100.45047191012,3105361.38448145,100.039664783416,102.54426444571,101.226989344497,99.8907465681875,8.38,,,102.181504273644,101.646553547507,9.79885410962002,33.9396238898796,101.212563268603,101.444549521912,33.2150364502254,1.42961999142781,18.3741326152643,9.38599552192727,9.35316167113486,10233.54,10237.8747673659,1.01173757753919,13.378431583553,13.2447847826208,3089.96,3105.36138448145,41.0200248372728,41.4564952358884,1.06237447559041,6.42173226390907,39.6487600331081,40.7924194876732,63.6878343174966,65.4117265529366,36.2064846702634,39.061032632406,21.3255236017471,21.5050880753508,36.7054309064172,40.183981978831,48.7927853743158,48.2832067758803,0.926072373283851,7.09943800680496,34.864671764335,35.9213545906165,26.4775846056603,27.9469412653321,,,,,,,,11.2966870939089,38.3444981201437,16.5451937892118,0.0659099231050578,2.40959340453436,54.1207179176113,0.279134682484288,1.98722498225691,44.7449228106472,1.47329650092083,2.03703703703706,33.6375346893314,74.7088186356073,77.1311107001056,3.143,3.20473360055455,11.9421412129506,14.6190372985321,136.02,138.691652671788,4.207,4.15491696082909,12.1732274248558,9.0038511040137,182.09,179.835709388488,-1.064,-0.950183360274541,-46.07,-41.1440567167
