country,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF
1957-05,,,0.717515,0.71748879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35714285714286,,0.939772004330338,1.26896186024126,,,,,,,,,,,,,,,4.75,4.75,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.1985530671455,83.6980067217454,0.118185682529285,0.109619692900518,10.4666156668911,,0.0848,0.0786537739515153,0.140365455490709,0.130970494034523,-1.52084086922205,,0.100714319796416,0.0939732940271808,-0.0221797729614239,-0.0213508011340049,-0.0159143197964161,-0.0153195200756655
1957-06,,,0.717759,0.71748879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.355871886120962,,0.943116388687386,1.27347773874745,,,,,,,,,,,,,,,4.75,4.75,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.6140754501804,70.883556654742,0.0962718684126566,0.100071211038725,-8.71055337699078,,0.0691,0.0718270123639444,0.132580175146219,0.141176904435185,7.79290822402436,,0.0951606139327749,0.101330993750494,-0.0363083067335622,-0.0411056933964596,-0.0260606139327749,-0.0295039813865494
1957-07,,,0.71827,0.719101124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.354609929078036,,0.946460773044433,1.27799361725365,,,,,,,,,,,,,,,4.75,4.75,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0160612081462,76.4605439155588,0.101090119314464,0.103681474470533,3.60769435518306,,0.07261,0.0744712926679494,0.144381328469677,0.135601277679944,-3.94939014816006,,0.103704776799915,0.0973983297191735,-0.0432912091552134,-0.0319198032094116,-0.0310947767999152,-0.0229270370512241
1957-08,,,0.719378,0.719424461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76678445229682,,0.96318269482967,1.30057300978463,,,,,,,,,,,,,,,4.75,4.75,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.4439080540952,74.2443354127151,0.102171598241814,0.104344690576154,0.639666930865546,,0.0735,0.0750632748172928,0.147128237889816,0.14054229187468,3.64378144459518,,0.1058408175167,0.101103032844224,-0.0449566396480018,-0.0361976012985256,-0.0323408175167002,-0.0260397580269308
1957-09,,,0.719,0.71716719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69444444444445,,0.969871463543766,1.30960476679703,,,,,,,,,,,,,,,4.75,4.75,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.7018002460882,71.3070437644999,0.0951321279554938,0.10064153811561,-3.54896108282693,,0.0684,0.0723612659051239,0.125666929513225,0.141138284245791,0.424066210363614,,0.0903545223200085,0.101478426372724,-0.0305348015577308,-0.0404967461301806,-0.0219545223200085,-0.0291171604675999
1957-10,,,0.715331,0.715563507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.969871463543766,1.30960476679703,,,,,,,,,,,,,,,4.75,4.75,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.3734624378117,75.2754911204596,0.115610815133134,0.107023016454373,6.34079969190489,,0.0827,0.0765568813833234,0.147512705879072,0.142175115514172,0.734620853527495,,0.105520411409182,0.101702267555868,-0.0319018907459379,-0.0351520990597982,-0.0228204114091825,-0.0251453861725445
1957-11,,,0.714666,0.71396698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.689655172413799,,0.96318269482967,1.30057300978463,,,,,,,,,,,,,,,4.75,4.75,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.7158715676911,75.4695772979895,0.107882563323287,0.10712348608663,0.0938766590448526,,0.0771,0.0765575133075874,0.140626132661604,0.141942607765849,-0.163536176834675,,0.100500715724738,0.101441555721589,-0.0327435693383169,-0.0348191216792196,-0.0234007157247376,-0.0248840424140012
1957-12,,,0.713761,0.713648529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.96318269482967,1.30057300978463,,,,,,,,,,,,,,,4.75,4.75,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.3492460038552,78.6332751563376,0.106758424738813,0.109870369913598,2.56422184090109,,0.0762,0.0784211850998995,0.128085651469331,0.139725033321015,-1.56230358152426,,0.091422542678401,0.0997302795082407,-0.0213272267305176,-0.0298546634074168,-0.015222542678401,-0.0213090944083412
1958-01,,,0.711939,0.711427302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69444444444445,3.94265232974908,0.969871463543766,1.30960476679703,,,,,,,,,,,,,,,4.75,4.75,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.6199412397628,63.696481212523,0.0924236486552921,0.101676948469921,-7.45735310631946,-1.80912614163179,0.0658,0.0723877850167274,0.172368052851863,0.159627261246468,14.2438526958361,31.3437668330682,0.122715539179302,0.113644872744549,-0.0799444041965706,-0.0579503127765464,-0.0569155391793023,-0.0412570877278217
1958-02,,,0.711164,0.712377561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.94265232974908,0.969871463543766,1.30960476679703,,,,,,,,,,,,,,,5.0,5.0,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.8708958781673,61.2003864989018,0.0908369939985714,0.0935242014029065,-8.0182845666604,-17.7579991684046,0.0646,0.0665110451664966,0.14221969607541,0.15281635746628,-4.26675476795407,10.8821933631402,0.101141527939773,0.108677492041149,-0.0513827020768389,-0.0592921560633732,-0.0365415279397731,-0.0421664468746527
1958-03,,,0.711306,0.711111112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.344827586206917,3.92857142857144,0.973215847900813,1.31412064530322,,,,,,,,,,,,,,,5.0,5.0,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.9391417057253,64.3355369781935,0.105580439360838,0.0979548778112689,4.73746510731996,-15.8672463882098,0.0751,0.0696758923164224,0.155404435072426,0.1522562527837,-0.366521419478124,14.7704991626173,0.110540107093627,0.108300786142562,-0.0498239957115888,-0.0543013749724307,-0.0354401070936274,-0.0386248938261398
1958-04,,,0.710891,0.710795203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.687285223367685,4.64285714285714,0.979904616614908,1.32315240231562,,,,,,,,,,,,,,,5.0,5.0,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.2580909617395,64.5275252047052,0.0970612935035048,0.0935864540150287,-4.45962865132339,-5.69049617127254,0.069,0.0665297678811978,0.148734497244811,0.145033384928583,-4.74388914941792,9.0533092888271,0.105734015480861,0.103102928045266,-0.0516732037413063,-0.0514469309135546,-0.036734015480861,-0.0365731601640677
1958-05,,,0.711225,0.711111112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.27046263345196,0.979904616614908,1.32315240231562,,,,,,,,,,,,,,,5.25,5.25,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.3568018929304,62.5970114785217,0.101514991739604,0.0975416343378114,4.22623163192785,-11.0181466879932,0.0722,0.06937404888191,0.160227455784714,0.155824746316012,7.44060506671808,18.9769859728388,0.113957772240484,0.110826455198606,-0.0587124640451102,-0.0582831119782008,-0.0417577722404835,-0.0414524063166958
1958-06,,,0.712238,0.714285715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.90070921985819,0.979904616614908,1.32315240231562,,,,,,,,,,,,,,,5.25,5.25,3.95,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.7522289245666,64.5155936602051,0.0877515661899534,0.087978456911729,-9.80420052524724,-12.0841488790583,0.0625,0.062661600193896,0.133457933860501,0.136367739829071,-12.486467616307,-3.40648112759964,0.0950538118969356,0.0971262862803777,-0.0457063676705478,-0.0483892829173418,-0.0325538118969356,-0.0344646860864817
1958-07,,,0.714138,0.71396698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.682593856655296,4.24028268551238,0.986593385329003,1.33218415932801,,,,,,,,,,,,,,,5.25,5.25,3.95,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0264619557512,69.9201802050961,0.0893384751966707,0.0915947444748041,4.11042394924405,-11.6575599039766,0.0638,0.0654112876297476,0.139533674777177,0.130999010880879,-3.93694942434412,-3.39397008480089,0.0996462994380236,0.0935513716324492,-0.0501951995805062,-0.039404266406075,-0.0358462994380235,-0.0281400840027016
1958-08,,,0.713819,0.71492404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338983050847443,2.77777777777778,0.98993776968605,1.33670003783421,,,,,,,,,,,,,,,5.25,5.25,3.95,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.9686174781368,62.5789734359303,0.0781710769816998,0.0825989511067807,-9.82129861227786,-20.8402932140595,0.0558,0.0589607006800911,0.132563862482756,0.131991540563297,0.757661966868009,-6.08411261644132,0.0946266037535786,0.094218069493352,-0.0543927855010564,-0.0493925894565161,-0.0388266037535786,-0.0352573688132609
1958-09,,,0.714388,0.713648529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.06896551724138,0.98993776968605,1.33670003783421,,,,,,,,,,,,,,,5.25,5.25,3.97,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0461140601606,73.998242113516,0.0904270508463188,0.092360658075022,11.8181972500132,-8.22809368342124,0.0646,0.0659813458008988,0.115863617215605,0.124814665101554,-5.43737532808118,-11.565691925098,0.0827715777754215,0.0891660989725688,-0.025436566369286,-0.0324540070265319,-0.0181715777754215,-0.0231847531716701
