country,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7
2010-01,99.8183178213488,0.936379579367334,-1.24696438748749,89.7278538339157,89.7278538339157,0.143884464852323,1.78700750417944,92.0902360690062,92.0902360690062,2.21219811575139,11.9267019842201,94.821735287376,-0.217083017076071,1.16594045847696,92.3215258688246,99.2397556344042,0.128607635837638,99.5530436513593,1.03008752448213,2.149738103702,91.758797760949,2899.7,3001.0,4615.8,4533.4,7515.5,7521.3,9760.3,9509.6,14379.2,13057.3,24128.5,22560.1,12660.0,12510.6,18995.0,17590.7,31645.0,30081.4,99.7756408655132,99.7610707014909,5.27466596169759,92.2266221255657,98.4457348814131,0.764223307125015,90.7259238794854,98.1521060791632,92.4340062619866,14.479906887554,14.5449766027853,21.2077620972063,20.1151031929416,17.9934641259907,17.425834867629,6.74956090982883,6.55759222403058,8.2119273400701,7.439696643249,7.54944952508025,7.04314595146034,7.68987219217455,7.55246655357304,9.64869133453736,8.88213761083746,8.7568308673533,8.27606648520711,0.907349177547076,2.71380526945171,94.266502435384,-2.27516178839254,-9.62291878783936,84.9392665737881,1.35401128815233,3.81774157255525,91.7967057841474,1.25886023369331,4.95672097442606,92.7284167451301,-4.18168179059455,21.3643059103879,97.9806514271682,-0.591169539743964,0.796806363464839,89.6053216388819,363.797935841638,401.103883474624,-0.314680030331307,19.35636635557,420.723514347729,446.763883392686,-0.041171999546047,12.8592203677008,-56.9255785060914,-45.6599999180613
2010-02,100.053263080967,0.0211513124590438,-0.903563149604674,89.7468324526429,89.7468324526429,0.122457254289234,1.502121659907,92.2030072435648,92.2030072435648,-0.934953310542923,9.03494858076563,93.9351963341924,0.267681668123536,1.05648277663008,92.5686536693074,99.2465073239796,-0.0871824982007516,99.4662508208692,0.292235958512732,2.44825335370258,92.0269499631055,2945.6,3096.0,4509.8,4420.2,7484.4,7529.3,9598.8,9471.8,14465.3,13149.3,24025.1,22598.0,12543.4,12567.8,18975.1,17569.5,31508.5,30127.3,99.9835046180445,99.9417977851928,5.7468603141451,92.4710443937406,98.6522873775013,1.53386382332559,90.9977497075133,98.3905176778633,92.4863003622418,14.7014620196221,14.9732766926732,20.6499996443579,19.6318675952591,17.8651817812807,17.4324349146273,6.63346019723855,6.53420422079422,8.25906893758794,7.5092857257857,7.51439396779461,7.06178412966597,7.61415730210595,7.58769129365739,9.63282919569672,8.89042904690038,8.71330036218386,8.29506548666835,-0.266057397412871,2.86216981839768,94.0156994323723,-1.37211172405731,-11.8323952272138,83.7738049388009,0.189603698215807,6.79008674046781,91.9707557331544,0.0424319628436138,7.86788568311916,92.7677632324689,-2.62658555879978,8.31313209199617,95.4071057863642,0.551989452753167,2.05791980631398,90.0999335634341,382.958446527532,396.916910739087,-1.04386242767515,20.6316342230033,415.531994836814,444.077062352211,-0.60139620509861,18.9821432545278,-32.5735483092817,-47.160151613124
2010-03,100.30226745882,0.296830585726691,-0.270598109212614,90.0132285010832,90.0132285010832,0.377829010657895,1.69531853421956,92.55137695363,92.55137695363,2.18990139554594,12.2398048286494,95.9922845096237,0.216164470880819,0.928308011116493,92.7687542097131,99.2286309307725,0.0194392522754124,99.4855863162951,0.227886819625051,2.42039912262451,92.2366672525743,2933.9,3119.2,4519.8,4480.2,7395.7,7574.3,9458.0,9503.9,14189.0,13085.0,23695.1,22573.0,12391.9,12623.1,18709.8,17564.2,31090.8,30146.3,100.126988312137,100.067772268302,5.86831640697052,92.6583729152539,98.866836185528,2.16538381406235,91.280842541474,98.638423778835,92.5408568431121,14.632575211225,15.1621000580928,20.4664941931278,19.6936271227092,17.5710810126253,17.4979060713088,6.53183146491103,6.5488535303604,8.07357290157016,7.45492515942712,7.39507025693693,7.04025469420346,7.51711892958114,7.61825341786533,9.4574600328555,8.85872626394961,8.57659041505091,8.28391915169597,0.693555685663448,4.03780388864611,94.6677506612018,2.98241816568582,-9.30446463939653,86.2722901153819,1.09826313241532,9.06395584248976,92.9808366359754,1.38339321546063,10.3993827972327,94.0511061751614,2.17830837560895,7.71359548984395,97.4853667626347,1.56579638569899,4.43969421859817,91.5107150666875,449.975512197882,408.483070161149,2.91400016203008,25.0512968076521,487.097819726534,457.458678578269,3.01335451896057,23.6048708889514,-37.122307528652,-48.9756084171199
2010-04,100.439489089277,0.238740012584511,0.362007827242502,90.2281260941344,90.2281260941344,0.196171572526332,1.69438881073878,92.7329364451947,92.7329364451947,1.37434816186382,13.0369596652334,97.3115527073128,0.0416742335096912,0.748667252493263,92.8074148769665,99.1874093650624,-0.00589618787204008,99.4797204592203,-0.230024586558198,2.14724865376087,92.0245002400715,3010.5,3215.0,4311.5,4504.0,7364.0,7722.0,9315.8,9573.2,13178.8,12984.9,22442.6,22534.1,12326.3,12788.2,17490.3,17488.9,29806.6,30255.1,100.201249712395,100.133838154198,5.65150981877887,92.7840453749526,99.0845759277531,2.65573303029479,91.5698143139,98.889952395433,92.5976927845392,14.9137963245224,15.622479885901,19.4198494278175,19.7998022738673,17.3528916864011,17.8066984754141,6.40425500395086,6.58665506344712,7.49233085242223,7.38315217579691,6.98394090268494,7.01693938100845,7.44123079208153,7.70737131076908,8.82908330490791,8.80521757138351,8.19352177237832,8.30036402778905,0.660243837500984,4.34631567852415,95.2927886510431,2.28442180031759,-5.45105776073388,88.2431131184109,0.554176663697751,9.6877508911394,93.4961147343229,0.814969241206491,11.0671112108322,94.8175937615034,-4.96995046814281,-0.487165259207261,92.6403923208444,0.197809974051456,4.2204738788015,91.6917323884153,412.63233013886,405.897721884876,-0.632914425377076,24.7882067938459,456.70762361374,454.807919029173,-0.579453330590215,23.2260858193361,-44.0752934748792,-48.9101971442972
2010-05,100.443944137328,-0.0963933612639691,0.35601086896728,90.1411521705868,90.1411521705868,0.0715675657202025,1.5551526286439,92.7993031504294,92.7993031504294,0.725761238720662,11.3710920532088,98.0178022376597,0.0148668355921637,0.729821651176754,92.8212124027536,99.1147477518764,-0.0600165842471459,99.4200161289821,0.377493131411769,2.71429304765434,92.3718864076938,3348.2,3295.4,4099.3,4136.4,7454.5,7418.8,9191.5,9408.8,12564.7,12866.7,21740.3,22268.5,12539.7,12704.2,16665.0,17003.1,29193.8,29687.3,100.214019229932,100.14630964266,5.17907525581926,92.8551188598029,99.2967201611347,3.01576368801073,91.8549910171462,99.134629831834,92.6568154568826,16.1766769675321,15.9225323436657,18.2460712194734,18.3871835181306,17.2726087145024,17.1972028920064,6.32560435509946,6.49616553794472,7.13873563012168,7.32831923852884,6.76555926680262,6.95187123699008,7.55385532382346,7.67473889739766,8.39651872497741,8.58433942468029,8.0093886003089,8.16789254264929,0.387450891376522,4.28446045843162,95.6620014100891,-0.541127472153235,-4.99529482280565,87.7656053910439,1.16476461963146,10.0009982716766,94.5851243994784,1.09802241855373,11.146807720948,95.858712197738,0.660934679277803,-5.25420912867895,93.2526848007118,-0.326428891443697,3.45563716755682,91.3924240828342,394.538416383715,404.178451078235,-0.423572420819893,19.5641227768907,451.804131783003,461.019330957404,1.36572202645244,24.9427670539757,-57.2657153992876,-56.8408798791692
2010-06,100.390614048482,-0.171346922394391,0.360356684956153,89.9866980805316,89.9866980805316,-0.076073160927307,0.953950851895652,92.7287077872043,92.7287077872043,-0.922448971022616,3.64248974035395,97.1136380294994,0.0227295005523249,0.724569598910254,92.8423102007394,99.023476911749,0.06786218701284,99.4874847262557,-0.806092011655744,2.82132997199204,91.6272840103457,3485.3,3143.8,4606.4,4270.3,8018.7,7376.1,9054.9,9165.5,12085.0,12656.6,21192.9,21849.1,12539.2,12309.3,16691.4,16925.9,29211.6,29225.2,100.198030934192,100.13275298016,4.56712906053388,92.9018350959475,99.492790934102,3.25855062556643,92.1249181282649,99.3600975362048,92.7182243301406,16.2879068772491,15.2979625213524,19.586373979209,19.036092224806,17.8938272904486,17.1888791611945,6.26431844008339,6.32491502611398,6.8724528958521,7.20549973239482,6.62130480658205,6.80728149498573,7.55626886409367,7.43937470665596,8.37226694974175,8.54482698602622,8.00572203991531,8.03157870274021,-0.393382008079853,2.9115625434978,95.2856843079728,0.601387416731208,-3.65922062571072,88.2934166980836,0.0401203448603093,9.66180351741068,94.623072277574,0.0402078036055472,10.6622390090103,95.8972548804772,-0.64402181899307,-6.28054862032782,92.6521171637984,-0.0647049075285208,3.0221203285426,91.3332886993434,425.382972693512,404.374894284545,0.0486030875188019,15.3214484528321,484.853573729056,466.996338897296,1.29647664176671,21.143369177116,-59.4706010355449,-62.6214446127514
2010-07,100.410456058792,-0.140606318746793,0.782556333795223,89.8601710969988,89.8601710969988,-0.0287027238801458,1.10341652214963,92.7020921222505,92.7020921222505,0.20510797186982,5.37566460137897,97.3128258428707,-0.0184361346320903,0.683821495362775,92.8251936674352,98.8918293013544,-0.276013113530217,99.2128862220899,1.07050367060567,2.80978820094738,92.6081574489527,3533.9,3124.2,4462.1,4213.4,7981.0,7328.6,9493.1,9266.5,11992.9,12505.1,21502.0,21788.6,13027.0,12390.7,16456.0,16717.5,29483.0,29118.2,100.196772252072,100.130555611239,3.93359803635583,92.9644821205423,99.6631785169684,3.39469600467402,92.3691915849326,99.5551703320729,92.7819130606968,16.2490400484647,15.2569535098918,18.5889335336554,18.7507798181058,17.4327016033671,17.0631176144263,6.58739681612896,6.38542540104051,6.8223422718862,7.12150412818613,6.72514069651529,6.78795730695857,7.85429022001852,7.48245311809801,8.23649729933365,8.44037417219024,8.06632036829246,8.00082426846016,-0.0651564077351227,3.28303245346239,95.2235995789919,-2.01808713163651,-5.22316184956725,86.5115786176174,0.243671624511337,9.11811633127847,94.8536418549553,0.272326251331184,9.94551324806506,96.1584082798228,1.40896357930844,-10.8616085740666,93.9575517500945,0.45789645008453,3.02289533990294,91.7515005860431,427.862086391996,419.00401923973,3.61771345401355,14.6205847610581,479.734659269369,473.878804086626,1.47377283633129,18.5455082511,-51.872572877373,-54.8747848468963
2010-08,100.491694729628,-0.00934492593121668,0.840075894373157,89.8517737305681,89.8517737305681,0.154741201704555,1.00128332058147,92.8455404536058,92.8455404536058,-0.0139357242397818,4.03287725043792,97.2992645958113,0.184010502426169,0.693356110336695,92.9960017726807,98.8385882526667,0.102083808377751,99.3141665147469,0.286031452233906,2.4335969881575,92.873045906591,3406.3,3124.6,4164.8,4078.7,7480.1,7177.3,9629.4,9337.1,11890.0,12679.2,21599.5,22041.2,13035.7,12461.7,16054.8,16757.9,29080.6,29218.5,100.240795819386,100.166006075806,3.36255651208994,93.0714448428109,99.7993755293879,3.43109328806436,92.5786240868252,99.7100127756744,92.8478710509312,15.9185044210333,15.1429017777143,17.6620928439978,18.1220273886134,16.6543509076838,16.6404337950278,6.65639102090874,6.43529253408271,6.76612497518244,7.21544502800932,6.74216654826861,6.869942373823,7.84988315569656,7.51945196554266,8.05523899537606,8.45376955280496,7.96119859886437,8.02778856861127,0.189899703340049,2.60607737799016,95.4044289121021,0.46163891804357,-3.88419846095328,86.9109497331302,0.68412026790614,9.1291484101327,95.5025548437321,0.515591421411968,9.53153012935944,96.6541927838798,2.57712710949077,-14.5270195619236,96.37895728766,0.272427175166453,2.28351146479104,92.0014566072625,388.372286339812,421.881307480592,0.686697050324929,15.0879501915148,467.081843737882,483.371859472306,2.0032665111447,19.5572162455935,-78.7095573980692,-61.4905519917145
2010-09,100.615011001087,0.345776022171277,1.48403421892816,90.162459619624,90.162459619624,0.0377455674120904,1.05983126592181,92.8805855296668,92.8805855296668,-0.667888876085706,4.28816186152356,96.6494136310627,0.0533298792022008,0.638837973474214,93.045596428089,98.8262968348021,-0.0706721553757868,99.2439790526774,0.261604598581246,2.00895481349712,93.1160060655251,3230.2,3166.5,3953.9,4046.2,7235.1,7212.7,9452.8,9390.7,11962.9,12651.4,21353.7,22033.1,12683.0,12557.2,15916.8,16697.6,28589.8,29244.8,100.332073285561,100.241413974425,2.89024801476704,93.2246344847971,99.8959125991318,3.37526831587861,92.7472871603003,99.8183330385887,92.9160849885614,15.727367069467,15.4227055099748,17.715656150616,18.1352491659608,16.8989703494529,16.830532255295,6.48920403447614,6.4630603623161,6.79787509645595,7.18903557797941,6.63137464278454,6.85076061497459,7.63078351046064,7.57235792331509,8.02668024663126,8.42066506277336,7.83657897528884,8.0239419495149,0.171281374492403,3.07259329746061,95.5678389292694,0.62940407577116,-3.17936707285954,87.4579707930419,0.281912311541477,7.27002498129009,95.7717883036733,0.418380392480066,7.56713698148522,97.0585749749974,-4.39441553662699,-6.87044327510654,92.143665414572,0.0946070606626436,3.59157679729659,92.0884964811254,440.935229197289,427.370700373122,1.30116997250046,12.2222966352796,498.021910421149,483.82670932532,0.0940993655506699,13.5383768337871,-57.0866812238605,-56.4560089521987
2010-10,100.771454267604,0.189672141026959,1.65406130131033,90.3334726871871,90.3334726871871,0.170822103282699,1.21404608943953,93.0392460994099,93.0392460994099,0.462777836410102,5.92959908121696,97.0966856963676,0.138588394969878,0.625873034035872,93.1745468267688,98.8956425799417,-0.0145895477174898,99.2294998049968,0.108195253434245,2.3438039312154,93.2167531642756,3328.0,3338.7,3964.1,4077.7,7306.0,7418.4,9478.3,9355.2,11835.7,12379.1,21279.1,21721.3,12806.3,12694.9,15798.8,16456.8,28585.1,29140.7,100.459099297888,100.347780794388,2.53154421401224,93.4134409205853,99.954558433745,3.24683587243066,92.8770451983804,99.8822462177652,92.9865403666314,16.2370450073151,16.1997079786259,17.8617941793285,18.2225288107197,17.0964525792127,17.2458470163778,6.49805457370913,6.44715940206443,6.72842978151166,7.05981263557935,6.61540698828646,6.77578457362755,7.69794436708706,7.66061795323036,7.97524435486593,8.32314827659874,7.84456401259073,8.01473545050274,0.71133319854063,3.77370516055876,96.2476446947011,0.166740247588174,-2.05908204468214,87.6037984300778,-0.191398244404261,6.62906721124049,95.5884827822255,-0.174305759645566,7.05196086324828,96.8893962885861,-3.06308033830318,-15.0964841488453,89.3212309162664,0.462401188442787,3.61536158592627,92.5143147832733,466.304120559006,451.863038862824,5.73093533747609,15.3260072262892,513.62852045066,501.95884240094,3.74765029010161,15.8708308601233,-47.3243998916542,-50.0958035381158
2010-11,100.927155609411,0.122544574561497,1.9716804054127,90.4441714569783,90.4441714569783,0.0267842584579244,1.19009230182499,93.0641659715524,93.0641659715524,0.488968631276641,4.51799136107928,97.5714580314321,-0.0254389628938974,0.708274500797407,93.150844188375,99.0482937951264,0.226679894084541,99.4544331300554,0.204707656889989,2.52279836918232,93.4075749955071,3058.2,3194.9,3937.5,4174.1,7018.8,7358.1,9490.9,9622.9,12177.3,12582.5,21637.1,22197.3,12549.1,12817.8,16114.8,16757.6,28655.9,29555.4,100.610622972129,100.476161122201,2.27834506219111,93.6274627913763,99.9804689894864,3.06698755437524,92.9734682737817,99.9078505817018,93.0592218053482,15.0143207393079,15.5375754015998,17.8130098483332,18.5395822580644,16.5174213865008,17.0950504911387,6.51648963753659,6.61498253611883,6.94118255222027,7.16977425814174,6.73306942110924,6.91287934232139,7.55911048055051,7.71999930095957,8.15773381548022,8.4630410531617,7.87576756914137,8.11642844506353,0.397241099523589,3.48459786431986,96.6299798967519,-0.917394782233716,-2.45255083859892,86.8001257542418,0.237624089259949,5.94189325344444,95.8156240438742,0.250790592524405,6.046325728475,97.1323857796316,2.52639816555036,-13.6447183448405,91.577840855582,0.52791927243367,3.80151492201327,93.0027156807741,460.309793429899,452.890432695155,0.227368415641332,13.333617006216,524.519853870032,507.529164036698,1.10971680648447,15.2552144346591,-64.2100604401329,-54.6387313415428
2010-12,101.086105372572,0.221267094774188,1.9672993425728,90.6442946475537,90.6442946475537,0.235483282680852,1.44130443466222,93.2833165245818,93.2833165245818,2.30396423558066,7.59945875643477,99.8194695286109,0.00705630093170622,0.68636472978793,93.1574171922613,99.1512497123123,0.0946281078967075,99.5485449783457,-0.420113639943651,2.41338907414289,93.0151570322104,2776.7,3148.6,3814.6,4025.9,6552.4,7157.5,9006.8,9268.7,12482.9,12238.3,21518.5,21514.0,11783.5,12417.3,16297.5,16263.2,28071.9,28670.5,100.755327089568,100.599617940309,2.09161705945794,93.8375805440243,99.9808194934755,2.8532412903123,93.0444433498236,99.9037194824102,93.1341133562156,13.9068666452868,15.4124494643044,17.4089525758271,17.9399061671329,15.6557287228237,16.6963973299554,6.19531423755332,6.37962280368948,7.11159670287694,6.95830556513147,6.71035773254204,6.6970256175404,7.12651761209234,7.49316784643733,8.25438509657146,8.2004636440632,7.74333266681433,7.87403151896491,0.574905954736232,4.03199525822058,97.1855114052387,-4.72524200300728,-4.8530958121825,82.6986097534392,0.854904703960574,6.69576973723239,96.6347563209544,0.564881438440009,6.66712556723481,97.6810685976147,0.225550328231519,-10.2411931704046,91.784394976219,-0.24569322801056,2.92442426850779,92.7742143064806,453.878740320097,451.707235967695,-0.26125452030827,12.261641448064,500.976797828317,506.238148958232,-0.254372589783327,13.2655837681184,-47.0980575082194,-54.5309129905367
2011-01,101.218618718006,1.00482148359382,2.03644028229067,91.5551079938244,91.5551079938244,0.257339878052999,1.55622972612412,93.52337169757,93.52337169757,2.27917648324563,7.66996732804976,102.094531403808,-0.0783532294344412,0.826350595301979,93.0844253474335,99.1249419447744,-0.0834093306565908,99.4655122033009,1.16963338843582,2.55484559673883,94.1030933651651,3154.0,3260.3,4030.1,4006.1,7170.1,7265.4,9282.8,9075.6,13077.5,11902.7,22373.3,20971.3,12436.8,12335.9,17108.6,15908.8,29545.4,28235.7,100.86050099614,100.690181826567,1.93724969634439,94.0132820826419,99.9656015750721,2.61801828868488,93.1011451592287,99.881930893762,93.2111987885521,15.8551289598359,15.8856055758597,18.4572624745556,17.6944225927191,17.2127268511951,16.8316234901431,6.40189982900888,6.25264612142777,7.46772443773596,6.7907305005692,6.98660096687946,6.54146605557304,7.54233085470533,7.44598842890222,8.6865066176143,8.03803143576055,8.16420826533593,7.76229806781307,0.979521800527964,4.10640274224348,98.1374646764076,3.61217964113827,0.878940394453055,85.6858320984573,-0.0949333222698701,5.17045999812311,96.5430177363115,0.275127039437236,5.63085089542634,97.9498156297379,3.09286576166977,-3.42668503961683,94.6231631029943,0.534652465159808,4.09006097449302,93.2702339303028,424.756226133204,462.869234480777,2.47106922898176,15.3988414350668,507.228492490611,530.772169490712,4.84633972824194,18.8037326249549,-82.4722663574065,-67.9029350099344
2011-02,101.295091945801,0.518050919411894,2.54335173457689,92.029410072555,92.029410072555,0.420451890376191,1.85849170160419,93.9165924818159,93.9165924818159,1.21079474125563,10.0020978862234,103.330686621154,0.331198055283987,0.890220881458426,93.3927191539565,98.9891367984586,0.128466751471263,99.5932923156628,0.0354287932569055,2.29224481882974,94.1364329555618,3044.2,3188.0,4011.0,3927.6,7044.2,7105.6,9205.1,9089.3,12698.4,11684.1,21904.5,20776.5,12248.3,12278.3,16709.4,15612.7,28948.7,27881.1,100.899011123714,100.724221137544,1.7929082874573,94.1289654121743,99.9450544324758,2.37057351437631,93.1549182607581,99.8549074948748,93.290275458459,15.3151505161968,15.5743592454344,18.4431874465843,17.4571827243162,16.9283418118841,16.5551168878833,6.34425989200069,6.26250175382329,7.24414684174525,6.64827290954422,6.83574377208434,6.47747274029837,7.4245885215168,7.4140283445534,8.48021863066006,7.87542253123822,7.99571893112908,7.66659409276476,0.893169226978337,5.31645130423898,99.013998311034,0.0466159227698248,2.33004863799381,85.725775339773,0.123251974626315,5.10080964485298,96.6620089120354,0.585074281213762,6.20380547776391,98.5228948094838,2.24139732751444,1.40129852447667,96.7440441519944,0.50703715410929,4.04352696226462,93.7431486700541,451.510300108434,467.431191476799,0.985582245737171,17.7655017536063,498.782569413568,530.695800984371,-0.014388189647177,19.5053394952113,-47.2722693051341,-63.2646095075716
2011-03,101.279922591772,0.554957598625285,2.80726046350958,92.5401342767226,92.5401342767226,0.757220688683245,2.24347974596306,94.6277483501946,94.6277483501946,4.91568108661242,12.9362575272272,108.410093640057,0.322544638885824,0.99731656511483,93.6939523626972,98.7136784925784,-0.52764398228505,99.0677943019996,0.093259864288585,2.15484500016176,94.2242244651823,2955.4,3118.7,4018.8,3964.8,6974.2,7085.6,9028.2,9057.3,12525.2,11580.0,21562.3,20636.1,11983.6,12176.0,16544.0,15544.8,28536.5,27719.7,100.854153175267,100.687562748937,1.63036959945601,94.1690468586148,99.9284648704666,2.12002608531761,93.2160202142509,99.833470707119,93.3715111314905,14.8615185975986,15.2326651605136,18.2968281936067,17.5784978647311,16.6591638102592,16.490769260338,6.21242570425624,6.24062447740878,7.14274561104732,6.60265605127448,6.7290878917831,6.42315980631425,7.25350623734748,7.3522894587974,8.38435026165682,7.85333674095943,7.87652137162342,7.61025265289581,1.54454851496817,6.2065136747397,100.543317551558,-0.0264144636300542,-0.659723740492318,85.7031313360243,-2.48411025825509,1.37660774321896,94.260818032816,-3.23187446704165,1.36909857326533,95.3387585279458,-5.29418524287673,-6.01437088888768,91.6222352431374,-1.13057649235544,1.28137519246196,92.6833106679966,528.332708790864,477.564863848131,2.1679495412609,16.9117886965864,584.29262664227,547.431896341554,3.15361367588354,19.6680535262577,-55.9599178514053,-69.8670324934228
2011-04,101.116616230944,0.216468104235965,2.78441785912009,92.7404541510489,92.7404541510489,0.486506314617305,2.53974689725876,95.0881183212984,95.0881183212984,3.27379824117355,15.0523429788892,111.9592213789,0.189795626058705,1.14685287873569,93.8717793861632,98.5572323284082,-0.101038514069332,98.9676976747156,-0.104920046280014,2.28293999936342,94.1253643652664,2875.4,3082.9,3776.7,3987.0,6651.1,7056.9,8842.0,9136.7,11793.5,11663.9,20634.5,20814.6,11717.4,12219.6,15569.2,15650.9,27286.6,27871.5,100.734531679392,100.587893324915,1.46285582647824,94.1413421887623,99.9227660234619,1.88016656792249,93.2914793489387,99.8251486902511,93.4548864419067,14.3050635487389,15.1179326283181,17.189222979633,17.7302864751126,15.828646393078,16.4715406103233,6.07189068650279,6.28367888814098,6.71731672573088,6.62974688619637,6.42803164444411,6.47452347158781,7.07049724068348,7.37026166882547,7.881585246552,7.88777301342332,7.51638058580004,7.65011932472498,1.13718079309047,6.70972933729636,101.68667684749,0.733251251264978,-2.16624553683511,86.331550618919,0.192828710249291,1.01230433036247,94.4425799524992,0.248710982962251,0.799727877326814,95.5758764914247,-3.4914157775928,-4.55208591967527,88.4233220660753,1.0150446304454,2.10744763731832,93.6240876362511,478.421928786747,480.7395957259,0.664775011333069,18.4386040634768,550.559493164664,561.236858027607,2.52176787255382,23.400854414676,-72.137564377918,-80.497262301707
2011-05,100.831528283547,0.469810920871706,3.36694915590404,93.1761589327165,93.1761589327165,0.309483216490165,2.78353053337326,95.3824000883792,95.3824000883792,1.48281547446704,15.9170757196851,113.619370038599,0.14665524431435,1.28013289209669,94.0094472735642,98.5327627932088,0.251205678678403,99.2163101513318,0.0914638015127006,1.99148102907589,94.2114550017026,3111.7,3089.5,3878.6,3905.7,7007.3,6997.3,8814.8,9126.3,11416.3,11688.9,20227.1,20812.1,11928.5,12214.8,15295.9,15593.6,27233.4,27809.4,100.548115361344,100.432019648003,1.29015059490335,94.0530897281708,99.9328975708832,1.66677144635544,93.3860037794724,99.8349624482448,93.5403805334072,15.2612092830352,15.1517987147504,17.3788190222457,17.4331720013057,16.4128237168527,16.3595003696942,6.05538323163559,6.29181598548903,6.47502120288355,6.65099320183282,6.28168187840747,6.48538130650538,7.18752117565508,7.3832360880013,7.70062580840238,7.8696126411817,7.46745772790116,7.6466679491498,0.367501476912337,6.68852353319428,102.060376886728,-0.124939317092457,-1.75685772921349,86.2236885691404,1.3347726267052,1.18205612698553,95.7031736576593,1.50671303636894,1.20721263396464,97.0159306821449,1.25846199345123,-3.98550330323535,89.5360959676238,-0.551497298572204,1.87688340308757,93.1077533221244,494.952752340406,484.578890756718,0.798622594217803,19.8923122853278,578.189425315686,565.664872313326,0.788974248997279,22.6987317730481,-83.2366729752799,-81.0859815566079
2011-06,100.602507700445,0.153927596692773,3.70375260501054,93.3195827548523,93.3195827548523,-0.0779740494506874,2.7815752455882,95.308026568567,95.308026568567,-1.63437352441486,15.0841502839511,111.762405136081,0.0577347950491743,1.31557824433083,94.0637234352744,98.3941617754274,-0.0643536699072156,99.1524608146028,-0.0966096582903174,2.72097296513548,94.1204376369551,3467.6,3098.9,4224.7,3851.8,7680.3,6969.7,9137.3,9219.2,11273.5,11785.2,20412.8,20994.4,12605.9,12317.1,15497.2,15635.0,28093.1,27964.1,100.307683032735,100.231589298843,1.09170418186427,93.9160483147186,99.9610900875882,1.4943619695284,93.5015978692328,99.8650263764496,93.6279709342596,16.3345676671126,15.2387243199075,17.9024018710256,17.1695601007576,17.1402553154849,16.3085020831612,6.29943593955593,6.34235670468212,6.40795628781432,6.7084832559867,6.37089941289115,6.53521999919317,7.581169500966,7.43364686613705,7.76695967864797,7.89216132410087,7.69219963885186,7.68272593226248,-0.188148266091972,6.90834913668636,101.868352057248,0.812670116286975,-1.55052780827682,86.9244027193021,0.492133049288132,1.63922845616572,96.1741606044462,0.358238767855373,1.52895354324189,97.363479356844,-2.36581903002789,-5.64939404899627,87.4178339704778,1.02738273677319,2.99018862224492,94.0643263063532,498.656691062241,486.927351019374,0.484639407009358,20.4148323502844,575.763348404758,563.722356834593,-0.343403943538,20.7123717855461,-77.1066573425172,-76.7950058152189
2011-07,100.350626351423,0.292941052597944,4.15399056143153,93.5929541228544,93.5929541228544,0.0620748494461986,2.87490465350499,95.3671888825696,95.3671888825696,-0.0818447226823468,14.7545891698261,111.670933505535,0.0554780678838618,1.39047865475506,94.1159081716159,98.080764601591,-0.287523536008781,98.867374153229,0.389636616389693,2.02898743296769,94.4871653254949,3564.4,3130.5,4156.5,3888.7,7698.0,6999.2,9396.0,9091.7,11138.3,11687.3,20556.2,20811.0,12960.4,12223.2,15294.8,15576.0,28254.2,27810.2,100.0406364159,100.010183853472,0.85111513806837,93.7557169008971,100.004768844007,1.37112876014486,93.6356921362669,99.9125657847301,93.7176334136116,16.5635215433633,15.4212930736639,17.3662941045665,17.3705666669579,16.9266273244864,16.4148324968805,6.49836517481704,6.25544395107194,6.32913010893692,6.6405000111865,6.41339234602045,6.48236170967623,7.80230951479699,7.37931201685976,7.65049904061137,7.85132010434605,7.71975714244791,7.64688978445012,0.236733922430193,7.2313055316549,102.109509002788,-0.185668332250798,0.290635099780283,86.7630116304542,0.92029009872517,2.32526657272516,97.059241882021,1.01274961363811,2.2786559981901,98.3495276178551,3.91049045242104,-3.32198069271726,90.8363000216066,0.157550843978152,2.68227205502784,94.2125254463312,491.040057313043,493.66104482869,1.38289496271245,17.8177349526201,564.904452209509,572.388495262919,1.53730614428485,20.7879504900339,-73.8643948964659,-78.7274504342283
