country,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR,BGR
1965-Q1,,,0.001169999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965-Q2,,,0.001169999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965-Q3,,,0.001169999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965-Q4,,,0.001169999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966-Q1,,,0.001169999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966-Q2,,,0.001169999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966-Q3,,,0.001169999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966-Q4,,,0.001169999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967-Q1,,,0.001169999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967-Q2,,,0.001169999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967-Q3,,,0.001169999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967-Q4,,,0.001169999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968-Q1,,,0.001169999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968-Q2,,,0.001169999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968-Q3,,,0.001169999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968-Q4,,,0.001169999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969-Q1,,,0.001169999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969-Q2,,,0.001169999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969-Q3,,,0.001169999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969-Q4,,,0.001169999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-Q1,,,0.001169999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-Q2,,,0.001169999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-Q3,,,0.001169999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-Q4,,,0.001169999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971-Q1,,,0.001169999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971-Q2,,,0.001169999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971-Q3,,,0.001169999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971-Q4,,,0.001169999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972-Q1,,,0.00108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972-Q2,,,0.00108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972-Q3,,,0.00108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972-Q4,,,0.00108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973-Q1,,,0.001006666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973-Q2,,,0.000969999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973-Q3,,,0.000969999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973-Q4,,,0.000969999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974-Q1,,,0.000969999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974-Q2,,,0.000969999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974-Q3,,,0.000969999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974-Q4,,,0.000969999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975-Q1,,,0.000969999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975-Q2,,,0.000969999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-Q4,,,0.00262466666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-Q1,,,0.0147103333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-Q2,,,0.0178186666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-Q3,,,0.017949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-Q4,,,0.020675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-Q1,57.4,,0.0236603333333333,,,,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-Q2,58.4,,0.0230696666666667,,,,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-Q3,56.4,,0.022548,,,,45.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-Q4,56.3,,0.0240866666666667,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-Q1,59.1,,0.026054,,,,48.6666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-Q2,54.5,,0.0265063333333333,,,,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-Q3,54.8,,0.027347,,,,46.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-Q4,54.6,,0.030467,,,,48.8333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-Q1,56.1,,0.03991,,,,56.7733333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-Q2,57.7,,0.0550413333333333,,,,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-Q3,57.7,,0.056691,,,,64.6666666666667,93.6623666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-Q4,59.4,,0.0648923333333334,,,,72.0,107.399233333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-Q1,59.2,,0.0663886666666667,,,,72.0,108.266033333333,,,,,,,,,,,,,,,,,,,,,,,,79.0333333333333,,79.0333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-Q2,60.2,,0.065804,,,,57.8182666666667,80.0577333333333,,,,,,,,,,,,,,,,,,,,,,,,64.7333333333333,,64.7333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-Q3,60.9,,0.0672873333333333,,,,36.6129,47.665,,,,,,,,,,,,,,,,,,,,,,,,82.2333333333333,,82.2333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-Q4,61.2,,0.0692033333333333,,,,34.0,43.5115,,,,,,,,,,,,,,,,,,,,,,,,76.2,,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-Q1,61.2,,0.0750216666666667,,,,40.9225333333333,54.733,,,,,,,,,,,,,,,,,,,,,,,,79.7666666666667,,79.7666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-Q2,61.0,,0.114725333333333,,,,85.3656,134.725233333333,,,,,,,,,,,,,,,,,,,,,,,,75.0666666666666,,75.0666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-Q3,60.0,,0.198843333333333,,,,122.933333333333,272.414833333333,,,,,,,,,,,,,,,,,,,,,,,,90.7666666666667,,90.7666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-Q4,61.7,,0.322964333333333,,,,212.967733333333,683.726466666667,,,,,,,,,,,,,,,,,,,,,,,,74.4666666666667,,74.4666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-Q1,61.2,,1.58198333333333,,,,198.7742,432.7669,,,,,,,,,,,,,,,,,,,,,,,,84.9,,84.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-Q2,61.3,,1.58243333333333,,,,85.7509666666667,110.7382,,,,,,,,,,,,,,,,,,,,,,,,89.7,,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-Q3,61.1,,1.80806666666667,,,,6.5314,2.18236666666667,,,,,,,,,,,,,,,,,,,,,,,,102.133333333333,,102.133333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-Q4,61.8,,1.75503333333333,,,,5.88313333333333,1.5071,,,,,,,,,,,,,,,,,,,,,,,,95.3,,95.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-Q1,60.2,,1.8191,,,,5.84343333333333,1.917,,,,,,,,,,,,,,,,,,,,,,,,93.0,,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-Q2,60.2,31.5,1.79443333333333,,,,5.26873333333333,2.24986666666667,,,,,,,,,,,,,,,,,,,,,,,,89.5333333333334,,89.5333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-Q3,58.0,27.7,1.76516666666667,,,,5.14563333333333,2.7031,,,,,,,,,,,,,,,,,,,,,,,,88.2666666666667,,88.2666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-Q4,57.3,9.2,1.66273333333333,,,,5.12783333333333,2.60116666666667,,,,,,,,,,,,,,,,,,,,,,,,103.233333333333,,103.233333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-Q1,54.7,21.4,1.7426,,,,4.97083333333333,2.51873333333333,,,,,,,,,,,,,,,,,,,,,,,,93.8333333333333,,93.8333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-Q2,54.3,18.8,1.85226666666667,,,,4.55633333333333,2.6151,,,,,,,,,,,,,,,,,,,,,,,,129.6,,129.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-Q3,51.0,17.4,1.8661,,,,4.75066666666667,2.80006666666667,,,,,,,,,,,,,,,,,,,,,,,,108.933333333333,,108.933333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-Q4,54.2,16.0,1.88456666666667,,,,4.45306666666667,2.53583333333333,,,,,,,,,,,,,,,,,,,,,,,,100.833333333333,,100.833333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-Q1,54.2,14.4,1.9823,,,,3.63536666666667,1.61806666666667,,,16.6,22.4,16.5958510372407,22.3944013996501,,,31.1333333333333,33.7,31.1333333333333,33.7,87.8333333333334,72.3333333333333,87.8333333333333,72.3333333333333,,,64.2,63.9333333333334,64.2,63.9333333333334,130.8,135.766666666667,130.8,135.766666666667,67.7666666666667,71.6333333333334,67.761019915007,71.6273643863011,52.7,56.1333333333333,52.6956086992751,56.1286559453379,,,49.9333333333333,53.9333333333333,49.9291725689526,53.9288392633947,36.0333333333333,41.7333333333333,36.0303308057662,41.7298558453462,,,,32.7666666666667,35.2666666666667,32.7666666666667,35.2666666666667,18.7666666666667,20.4,18.765102908091,20.3983001416549,,,
2000-Q2,55.6,12.8,2.09616666666667,,,,3.6183,3.4893,22.3214285714286,,31.0,27.4,30.9922519370157,27.393151712072,2.86844708209693,,35.0333333333333,34.6666666666667,35.0333333333333,34.6666666666667,50.1333333333333,60.9666666666667,50.1333333333333,60.9666666666666,-3.12825860271118,,58.5,61.9333333333333,58.5,61.9333333333333,108.366666666667,114.266666666667,108.366666666667,114.266666666667,71.0666666666666,69.8333333333333,71.0607449379218,69.8275143738022,57.2666666666667,55.5333333333333,57.2618948420965,55.5287059411716,0.185414091470954,,54.4333333333333,54.0333333333333,54.4287976002,54.0288309307558,44.1333333333333,43.2,44.1296558620115,43.196400299975,,0.283553875236279,,34.4333333333333,35.3666666666667,34.4333333333333,35.3666666666667,20.2333333333333,20.7666666666667,20.2316473627198,20.7649362553121,,,
2000-Q3,55.2,11.0,2.16403333333333,,,,3.72113333333333,3.3305,12.043795620438,,34.7,30.7,34.691327168208,30.6923269182704,3.84615384615384,,37.2666666666667,36.0,37.2666666666667,36.0,52.7,61.8,52.7,61.8,1.50699677072122,,61.2,62.8666666666667,61.2,62.8666666666667,114.733333333333,115.266666666667,114.733333333333,115.266666666667,72.9333333333334,71.0,72.9272560619948,70.9940838263478,58.0666666666667,57.3666666666667,58.0618281809849,57.3618865094575,2.59099321406541,,56.5333333333333,55.4333333333333,56.5286226147821,55.4287142738105,42.0,41.5333333333333,41.9965002916424,41.5298725106241,,0.282752120640921,,35.9,35.4666666666667,35.9,35.4666666666667,21.9666666666667,21.6,21.9648362636447,21.5982001499875,,,
2000-Q4,55.9,9.6,2.2506,,,,4.42743333333333,3.33536666666667,10.7491856677524,,34.4,34.0,34.3914021494626,33.9915021244689,2.87037037037036,,38.1333333333333,37.0333333333333,38.1333333333333,37.0333333333333,82.2,71.8,82.2,71.8,4.08271474019087,,71.1,65.4333333333333,71.1,65.4333333333333,127.9,117.233333333333,127.9,117.233333333333,78.5333333333334,76.9666666666667,78.5267894342138,76.960253312224,62.2333333333333,61.3,62.2281476543621,61.2948920923256,4.44978953698134,,61.1666666666667,57.9,61.1615698691776,57.8951754020498,48.0333333333333,42.2,48.0293308890926,42.1964836263645,,0.751879699248116,,38.8333333333333,35.7333333333333,38.8333333333333,35.7333333333333,24.6,22.5333333333333,24.5979501708191,22.531455712024,,,22.7984332397561
2001-Q1,56.0,8.3,2.11946666666667,,,,4.228,1.92466666666667,10.0,66.9642857142858,29.0,37.4,28.992751812047,37.3906523369158,3.15031503150316,13.353115727003,35.7666666666667,38.2,35.7666666666667,38.2,89.6,74.1333333333333,89.6,74.1333333333333,0.0509424350483897,2.39833159541187,65.1333333333333,65.4666666666666,65.1333333333333,65.4666666666666,105.133333333333,108.833333333333,105.133333333333,108.833333333333,69.7333333333333,73.7666666666667,69.7275227064411,73.7605199566702,53.0,56.4333333333333,52.9955837013582,56.428630947421,-0.057570523891781,7.29295426452409,53.2,57.8666666666666,53.1955670360803,57.8618448462628,37.0666666666667,43.0333333333333,37.0635780351637,43.0297475210399,,0.279850746268641,1.60680529300565,33.0333333333333,35.8333333333333,33.0333333333333,35.8333333333333,20.5,22.3333333333333,20.4982918090159,22.3314723773019,-12.7556678166584,,19.8903408282902
2001-Q2,56.4,5.4,2.23943333333333,,,,4.39443333333333,3.74963333333333,6.41711229946523,45.2554744525547,42.9,39.8,42.8892776805798,39.7900524868783,4.53752181500872,15.1923076923077,40.2333333333333,39.9333333333333,40.2333333333333,39.9333333333333,57.0,68.7,57.0,68.7,-1.93482688391038,3.65984930032294,60.7666666666667,64.2,60.7666666666667,64.2,104.3,110.433333333333,104.3,110.433333333333,72.4333333333334,71.9,72.4272977251896,71.8940088325972,57.3666666666667,55.8,57.3618865094575,55.7953503874677,-3.16820276497694,3.70141887723628,56.2333333333334,56.0333333333333,56.228647612699,56.0286642779768,44.7,44.3666666666667,44.6962753103908,44.3629697525206,,1.39534883720932,2.73327049952876,35.5333333333333,36.3333333333333,35.5333333333333,36.3333333333333,22.9,23.3666666666667,22.8980918256812,23.3647196066994,-17.5864138685874,,16.3923431703545
