country,JPN,JPN
1983-Q2,2.663112,55.14632
1983-Q3,3.745838,55.97145
1983-Q4,3.17643,56.43776
1984-Q1,4.298916,57.08774
1984-Q2,5.088233,57.95229
1984-Q3,4.804343,58.66051
1984-Q4,4.117805,58.76176
1985-Q1,5.454787,60.20175
1985-Q2,5.985128,61.42081
1985-Q3,6.07569,62.22454
1985-Q4,7.299626,63.05114
1986-Q1,5.149536,63.30186
1986-Q2,2.809357,63.14634
1986-Q3,2.075878,63.51624
1986-Q4,1.532192,64.0172
1987-Q1,1.057516,63.97129
1987-Q2,3.429386,65.31187
1987-Q3,4.883864,66.61829
1987-Q4,6.742512,68.33358
1988-Q1,9.369129,69.96484
1988-Q2,6.967841,69.86269
1988-Q3,7.209744,71.4213
1988-Q4,5.620042,72.17395
1989-Q1,5.940683,74.12123
1989-Q2,4.710257,73.15341
1989-Q3,4.217316,74.43336
1989-Q4,6.325745,76.73949
1990-Q1,3.039829,76.37439
1990-Q2,7.695894,78.78322
1990-Q3,7.618695,80.10421
1990-Q4,4.186287,79.95203
1991-Q1,5.596471,80.64867
1991-Q2,3.582324,81.60549
1991-Q3,1.648629,81.42483
1991-Q4,2.55738,81.9967
1992-Q1,1.703119,82.02221
1992-Q2,0.8625914,82.30941
1992-Q3,1.205319,82.40626
1992-Q4,-0.1412084,81.88092
1993-Q1,0.9526619,82.8036
1993-Q2,-0.03654177,82.27934
1993-Q3,-0.8707822,81.68868
1993-Q4,0.393746,82.20332
1994-Q1,0.1633955,82.9389
1994-Q2,0.2469668,82.48254
1994-Q3,2.133216,83.43127
1994-Q4,1.085864,83.09594
1995-Q1,1.304073,84.02048
1995-Q2,2.822611,84.8107
1995-Q3,2.844509,85.80449
1995-Q4,3.506479,86.00968
1996-Q1,3.208283,86.71609
1996-Q2,3.551086,87.8224
1996-Q3,2.480865,87.93318
1996-Q4,3.372198,88.9101
1997-Q1,2.800324,89.14443
1997-Q2,0.745351,88.47698
1997-Q3,0.8139668,88.64893
1997-Q4,-0.262119,88.67705
1998-Q1,-1.72769,87.60429
1998-Q2,-1.422981,87.21797
1998-Q3,-1.438124,87.37405
1998-Q4,-0.6813096,88.07288
1999-Q1,-0.8437737,86.8651
1999-Q2,-0.02733838,87.19413
1999-Q3,0.3257729,87.65868
1999-Q4,-0.4352361,87.68955
2000-Q1,2.66497,89.18004
2000-Q2,2.760546,89.60117
2000-Q3,2.240801,89.62294
2000-Q4,3.200972,90.49648
2001-Q1,2.22629,91.16544
2001-Q2,0.9860263,90.48466
2001-Q3,-0.1399291,89.49754
2001-Q4,-1.443059,89.19055
2002-Q1,-1.999962,89.34217
2002-Q2,-0.4630906,90.06563
2002-Q3,0.9516383,90.34923
2002-Q4,1.580479,90.6002
2003-Q1,1.472001,90.65729
2003-Q2,1.346398,91.27827
2003-Q3,1.327074,91.54823
2003-Q4,2.150101,92.54819
2004-Q1,2.832948,93.22556
2004-Q2,2.1461,93.23719
2004-Q3,2.469895,93.80937
2004-Q4,1.173812,93.63453
2005-Q1,0.9527952,94.11381
2005-Q2,1.719342,94.84026
2005-Q3,2.127738,95.80539
2005-Q4,2.50265,95.97787
2006-Q1,2.137818,96.12579
2006-Q2,1.505043,96.26765
2006-Q3,0.2888009,96.08208
2006-Q4,1.46482,97.38378
2007-Q1,1.976104,98.02534
2007-Q2,1.851261,98.04981
2007-Q3,1.501954,97.52518
2007-Q4,0.5896903,97.95804
2008-Q1,0.2874174,98.30708
2008-Q2,-0.3413461,97.71513
2008-Q3,-1.042372,96.50861
2008-Q4,-3.898319,94.13933
2009-Q1,-8.8437,89.61309
2009-Q2,-6.517375,91.34666
2009-Q3,-5.384437,91.31216
2009-Q4,-1.786945,92.45711
2010-Q1,4.257563,93.42843
2010-Q2,3.487615,94.53248
2010-Q3,5.410661,96.25276
2010-Q4,3.263434,95.47438
2011-Q1,1.114893,94.47005
2011-Q2,-0.9432204,93.64083
2011-Q3,-0.3437995,95.92184
2011-Q4,0.3312831,95.79067
2012-Q1,2.806468,97.12133
2012-Q2,2.764735,96.22975
2012-Q3,-0.05572158,95.86839
2012-Q4,0.007954497,95.79829
2013-Q1,0.00794119,97.12904
2013-Q2,1.842643,98.00292
2013-Q3,3.205681,98.94163
2013-Q4,3.151922,98.81778
2014-Q1,2.575057,99.63017
2014-Q2,-0.1747085,97.8317
2014-Q3,-1.042908,97.90976
2014-Q4,-0.4593019,98.36391
2015-Q1,0.2672679,99.89645
2015-Q2,2.248496,100.0314
2015-Q3,2.263084,100.1255
2015-Q4,1.623344,99.96069
2016-Q1,0.8117589,100.7074
2016-Q2,0.515169,100.5468
2016-Q3,0.6172915,100.7436
2016-Q4,0.9384985,100.8988
2017-Q1,1.011797,101.7263
2017-Q2,1.510896,102.0659
2017-Q3,2.171957,102.9317
2017-Q4,2.138096,103.0561
2018-Q1,1.415952,103.1667
2018-Q2,1.36592,103.4601
2018-Q3,0.007619305,102.9396
2018-Q4,-0.239538,102.8093
2019-Q1,-0.1128583,103.0503
2019-Q2,-0.09980253,103.3568
2019-Q3,0.6190484,103.5768
2019-Q4,-1.990519,100.7628
2020-Q1,-1.793129,101.2025
2020-Q2,-9.870362,93.15512
2020-Q3,-5.04802,98.34822
2020-Q4,-0.5159853,100.2429
2021-Q1,-1.088694,100.1007
2021-Q2,7.805681,100.4265
2021-Q3,1.652269,99.9732
2021-Q4,0.9320371,101.1772
2022-Q1,0.6205268,100.7218
2022-Q2,1.400728,101.8332
2022-Q3,1.65036,101.6231
