country,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX,MEX
1973-06,,,,,,,101.0604,101.6096,28.22081
1973-07,,,,,,,101.0955,101.6659,28.3686
1973-08,,,,,,,101.1128,101.6935,28.51668
1973-09,,,,,,,101.1133,101.6942,28.66504
1973-10,,,,,,,101.1002,101.6734,28.81367
1973-11,,,,,,,101.0777,101.6372,28.96254
1973-12,,,,,,,101.049,101.5913,29.11165
1974-01,,,,,,,101.0171,101.5402,29.26098
1974-02,,,,,,,100.9842,101.4875,29.41054
1974-03,,,,,,,100.9519,101.4358,29.56032
1974-04,,,,,,,100.9216,101.3871,29.71032
1974-05,,,,,,,100.8941,101.3432,29.86055
1974-06,,,,,,,100.8704,101.3051,30.01101
1974-07,,,,,,,100.8503,101.2729,30.16172
1974-08,,,,,,,100.8337,101.2463,30.31269
1974-09,,,,,,,100.82,101.2244,30.46395
1974-10,,,,,,,100.8083,101.2057,30.61551
1974-11,,,,,,,100.7975,101.1883,30.76739
1974-12,,,,,,,100.7863,101.1704,30.91962
1975-01,,,,,,,100.7738,101.1504,31.07224
1975-02,,,,,,,100.759,101.1266,31.22528
1975-03,,,,,,,100.7404,101.0969,31.37878
1975-04,,,,,,,100.7166,101.0587,31.53277
1975-05,,,,,,,100.6857,101.0092,31.68731
1975-06,,,,,,,100.6462,100.9458,31.84244
1975-07,,,,,,,100.5975,100.8679,31.99821
1975-08,,,,,,,100.5398,100.7754,32.15468
1975-09,,,,,,,100.4734,100.6691,32.3119
1975-10,,,,,,,100.4002,100.5517,32.46994
1975-11,,,,,,,100.3217,100.426,32.62886
1975-12,,,,,,,100.2395,100.2942,32.78872
1976-01,,,,,,,100.1539,100.1572,32.9496
1976-02,,,,,,,100.0648,100.0144,33.11156
1976-03,,,,,,,99.97052,99.8633,33.27468
1976-04,,,,,,,99.86864,99.70008,33.43903
1976-05,,,,,,,99.75606,99.51968,33.60468
1976-06,,,,,,,99.62981,99.3174,33.77171
1976-07,,,,,,,99.48859,99.09113,33.9402
1976-08,,,,,,,99.33188,98.84004,34.11021
1976-09,,,,,,,99.16005,98.56474,34.28183
1976-10,,,,,,,98.97552,98.26908,34.45512
1976-11,,,,,,,98.78153,97.95826,34.63015
1976-12,,,,,,,98.58184,97.63831,34.807
1977-01,,,,,,,98.38096,97.31644,34.98573
1977-02,,,,,,,98.18475,97.00205,35.16638
1977-03,,,,,,,98.00099,96.70764,35.34901
1977-04,,,,,,,97.83958,96.44902,35.53368
1977-05,,,,,,,97.71149,96.24378,35.72041
1977-06,,,,,,,97.62614,96.10704,35.90922
1977-07,,,,,,,97.58633,96.04324,36.10015
1977-08,,,,,,,97.59163,96.05174,36.29319
1977-09,,,,,,,97.63842,96.12672,36.48833
1977-10,,,,,,,97.71626,96.25143,36.68557
1977-11,,,,,,,97.81342,96.40711,36.88486
1977-12,,,,,,,97.91991,96.57774,37.08619
1978-01,,,,,,,98.02872,96.75206,37.28947
1978-02,,,,,,,98.13595,96.92387,37.49467
1978-03,,,,,,,98.2405,97.09139,37.70169
1978-04,,,,,,,98.34352,97.25645,37.91047
1978-05,,,,,,,98.44744,97.42297,38.12091
1978-06,,,,,,,98.55488,97.5951,38.33289
1978-07,,,,,,,98.66717,97.77502,38.54631
1978-08,,,,,,,98.78489,97.96363,38.76105
1978-09,,,,,,,98.90777,98.16052,38.97696
1978-10,,,,,,,99.034,98.36277,39.19391
1978-11,,,,,,,99.16129,98.56673,39.41174
1978-12,,,,,,,99.28757,98.76906,39.63029
1979-01,,,,,,,99.41129,98.96729,39.8494
1979-02,,,,,,,99.53137,99.15968,40.06888
1979-03,,,,,,,99.6471,99.34512,40.28856
1979-04,,,,,,,99.75819,99.52309,40.50824
1979-05,,,,,,,99.86478,99.69389,40.72774
1979-06,,,,,,,99.96783,99.85901,40.94685
1979-07,,,,,,,100.0696,100.022,41.16536
1979-08,,,,,,,100.1729,100.1876,41.38307
1979-09,,,,,,,100.281,100.3607,41.59976
1979-10,,,,,,,100.3963,100.5455,41.81521
1979-11,,,,,,,100.5184,100.7411,42.02921
1979-12,,,,,,,100.6406,100.9369,42.24153
1980-01,,,,,,,100.7465,101.1066,42.45195
1980-02,,,,,,,100.8201,101.2246,42.66024
1980-03,,,,,,,100.857,101.2836,42.86618
1980-04,,,,,,,100.8776,101.3167,43.06955
1980-05,,,,,,,100.9129,101.3733,43.27013
1980-06,,,,,,,100.9912,101.4988,43.46769
1980-07,,,,,,,101.1243,101.7119,43.66203
1980-08,,,,,,,101.3137,102.0153,43.85292
1980-09,,,,,,,101.5533,102.3993,44.04016
1980-10,,,,,,,101.8279,102.8393,44.22353
1980-11,,,,,,,102.1203,103.3077,44.40284
1980-12,,,,,,,102.4159,103.7814,44.57788
1981-01,,,,,,,102.7072,104.2481,44.74848
1981-02,,,,,,,102.9882,104.6984,44.91447
1981-03,,,,,,,103.2506,105.1188,45.07567
1981-04,,,,,,,103.4799,105.4862,45.23196
1981-05,,,,,,,103.6605,105.7755,45.38321
1981-06,,,,,,,103.783,105.9719,45.52931
1981-07,,,,,,,103.856,106.0888,45.67018
1981-08,,,,,,,103.89,106.1433,45.80575
1981-09,,,,,,,103.8859,106.1367,45.93598
1981-10,,,,,,,103.8266,106.0417,46.06086
1981-11,,,,,,,103.6922,105.8264,46.18037
1981-12,,,,,,,103.4798,105.486,46.29456
1982-01,,,103.7804,102.235,,48.1577,103.2131,105.0588,46.40347
1982-02,,,102.6125,101.5448,,47.72218,102.9306,104.6061,46.50717
1982-03,,,101.2086,100.7152,,47.16903,102.6623,104.1762,46.60576
1982-04,,,99.67521,99.80903,,46.54766,102.4091,103.7705,46.69934
1982-05,,,98.075,98.86338,,45.88737,102.1556,103.3643,46.78804
1982-06,,,96.36069,97.8503,,45.16619,101.8809,102.9242,46.87201
1982-07,,,94.69697,96.86712,,44.46154,101.5707,102.4272,46.95139
1982-08,,,93.31573,96.05087,,43.88298,101.2175,101.8612,47.02635
1982-09,,,92.38904,95.50323,,43.51253,100.8237,101.2303,47.09707
1982-10,,,91.96605,95.25327,,43.37464,100.4085,100.5651,47.16375
1982-11,,,91.96181,95.25076,,43.43042,99.99539,99.90317,47.22658
1982-12,,,92.34625,95.47795,,43.66663,99.60206,99.27294,47.28576
1983-01,,,92.97173,95.84758,-8.604018,44.01421,99.23099,98.67839,47.3415
1983-02,,,93.64535,96.24566,-6.998671,44.38226,98.88145,98.11835,47.39398
1983-03,,,94.22984,96.59106,-5.222008,44.70586,98.55984,97.60306,47.44342
1983-04,,,94.69243,96.86443,-3.39056,44.96944,98.28873,97.16866,47.49001
1983-05,,,95.08698,97.0976,-1.501084,45.19857,98.09565,96.8593,47.53392
1983-06,,,95.42103,97.29501,0.5107822,45.39689,97.99911,96.70464,47.57535
1983-07,,,95.70843,97.46484,2.495414,45.57104,98.00317,96.71112,47.61445
1983-08,,,95.95,97.6076,4.189587,45.7215,98.09874,96.86425,47.65138
1983-09,,,96.23985,97.77889,5.471226,45.8932,98.27171,97.14139,47.68628
1983-10,,,96.65723,98.02554,6.338937,46.12413,98.50433,97.5141,47.71928
1983-11,,,97.12293,98.30075,6.783876,46.37668,98.77603,97.94945,47.7505
1983-12,,,97.67301,98.62582,6.873868,46.66821,99.06011,98.40461,47.78005
1984-01,,,98.29285,98.99211,6.765261,46.99188,99.31764,98.81725,47.80804
1984-02,,,98.91467,99.35959,6.60882,47.3154,99.51467,99.13293,47.83456
1984-03,,,99.56574,99.74434,6.589809,47.65189,99.6417,99.33646,47.85973
1984-04,,,100.3409,100.2024,6.843339,48.04685,99.72312,99.46691,47.88361
1984-05,,,101.1675,100.6909,7.22821,48.46561,99.79839,99.58752,47.90633
1984-06,,,101.8744,101.1086,7.554291,48.8263,99.89185,99.73727,47.92796
1984-07,,,102.3546,101.3924,7.694761,49.07762,100.0005,99.91141,47.9486
1984-08,,,102.5987,101.5367,7.640603,49.21489,100.1035,100.0764,47.96834
1984-09,,,102.6721,101.58,7.356906,49.26952,100.1878,100.2114,47.98726
1984-10,,,102.7129,101.6042,6.902443,49.30782,100.2639,100.3334,48.00546
1984-11,,,102.8538,101.6874,6.505016,49.39349,100.3559,100.4809,48.02302
1984-12,,,103.1364,101.8544,6.168151,49.54678,100.4808,100.6809,48.04004
1985-01,,,103.4168,102.0202,5.760038,49.69864,100.6268,100.9149,48.05662
1985-02,,,103.5721,102.1119,5.230083,49.79004,100.7703,101.1447,48.07284
1985-03,,,103.5411,102.0936,4.490495,49.79169,100.8904,101.3372,48.08881
1985-04,,,103.359,101.986,3.483316,49.72047,100.9853,101.4893,48.10462
1985-05,,,103.0137,101.7819,2.279953,49.57061,101.0603,101.6094,48.1204
1985-06,,,102.5133,101.4862,1.064504,49.34606,101.1183,101.7023,48.13624
1985-07,,,101.8196,101.0763,-0.1001803,49.02845,101.1518,101.756,48.15228
1985-08,,,100.9588,100.5676,-1.187482,48.63047,101.1465,101.7476,48.16864
1985-09,,,100.1012,100.0608,-2.101274,48.23423,101.0872,101.6525,48.18545
1985-10,,,99.34766,99.61546,-2.878686,47.8884,100.9657,101.4578,48.20285
1985-11,,,98.74918,99.26179,-3.594949,47.61782,100.7798,101.1599,48.22098
1985-12,,,98.23804,98.95972,-4.35296,47.39003,100.536,100.7693,48.24
1986-01,,,97.86199,98.7375,-4.970716,47.22826,100.2569,100.3221,48.26006
1986-02,,,97.44592,98.49162,-5.506829,47.04819,99.96719,99.85797,48.28133
1986-03,,,96.90821,98.17386,-5.987328,46.8105,99.683,99.40263,48.30396
1986-04,,,96.23482,97.77591,-6.460112,46.50848,99.40125,98.9512,48.32812
1986-05,,,95.50754,97.34612,-6.836577,46.18167,99.11298,98.48932,48.35396
1986-06,,,94.98481,97.03722,-6.871573,45.95521,98.81569,98.01299,48.38164
1986-07,,,94.79026,96.92225,-6.40291,45.88921,98.52589,97.54866,48.41131
1986-08,,,94.92529,97.00204,-5.440423,45.98477,98.26965,97.13809,48.44312
1986-09,,,95.33399,97.24357,-4.185796,46.21525,98.07265,96.82245,48.4772
1986-10,,,95.90884,97.58327,-2.838885,46.5289,97.94801,96.62275,48.51368
1986-11,,,96.61702,98.00178,-1.486168,46.91014,97.90371,96.55177,48.55267
1986-12,,,97.28693,98.39767,-0.2408677,47.27588,97.94446,96.61707,48.59428
1987-01,,,97.87661,98.74614,0.799417,47.6058,98.06756,96.81429,48.6386
1987-02,,,98.36008,99.03185,1.783495,47.88729,98.26477,97.13029,48.6857
1987-03,,,98.8136,99.29985,2.877429,48.15744,98.51801,97.53603,48.73565
1987-04,,,99.34563,99.61426,4.215927,48.46924,98.78907,97.97034,48.7885
1987-05,,,99.87749,99.92857,5.635976,48.78447,99.0362,98.3663,48.8443
1987-06,,,100.2273,100.1353,6.656581,49.01426,99.22942,98.6759,48.90309
1987-07,,,100.3324,100.1974,7.057125,49.12767,99.36749,98.89711,48.96491
1987-08,,,100.2659,100.1581,6.905325,49.16017,99.46067,99.0464,49.02979
1987-09,,,100.0443,100.0271,6.284197,49.1195,99.51678,99.13631,49.09775
1987-10,,,99.68289,99.81357,5.338624,49.01291,99.53017,99.15777,49.16883
1987-11,,,99.24626,99.55554,4.181908,48.87188,99.48932,99.09232,49.24304
1987-12,,,98.78368,99.28217,3.055768,48.72052,99.38733,98.92889,49.32042
1988-01,,,98.39479,99.05236,2.105139,48.60798,99.23582,98.68614,49.40096
1988-02,,,98.21411,98.94559,1.490323,48.60096,99.05517,98.3967,49.48471
1988-03,,,98.18498,98.92837,1.068321,48.67192,98.86793,98.09668,49.57166
1988-04,,,98.36619,99.03545,0.7864711,48.85044,98.69426,97.81842,49.66182
1988-05,,,98.69257,99.22833,0.6563745,49.10468,98.553,97.5921,49.75519
1988-06,,,99.13501,99.48979,0.8289518,49.42056,98.46153,97.44554,49.85177
1988-07,,,99.6573,99.79845,1.328558,49.78036,98.43312,97.40002,49.95154
1988-08,,,100.2648,100.1575,2.088784,50.18702,98.47698,97.47029,50.05447
1988-09,,,100.839,100.4968,2.976176,50.58139,98.59346,97.65693,50.16053
1988-10,,,101.3883,100.8214,3.988021,50.96755,98.76365,97.9296,50.26966
1988-11,,,101.817,101.0747,4.962749,51.29727,98.96038,98.24481,50.38182
1988-12,,,102.0083,101.1878,5.727656,51.51107,99.15511,98.55682,50.49693
1989-01,,,102.0305,101.2009,6.243184,51.64266,99.32266,98.82528,50.61491
1989-02,,,101.9541,101.1557,6.432322,51.72713,99.44478,99.02094,50.73571
1989-03,,,101.8503,101.0944,6.427434,51.80027,99.51533,99.13399,50.85922
1989-04,,,101.6703,100.988,6.113622,51.83697,99.54845,99.18705,50.98537
1989-05,,,101.3843,100.819,5.533072,51.82167,99.56323,99.21073,51.11407
1989-06,,,101.0325,100.6111,4.762797,51.77436,99.57084,99.22292,51.24523
1989-07,,,100.5854,100.3469,3.815129,51.67954,99.56276,99.20998,51.37875
1989-08,,,100.0768,100.0463,2.72393,51.55408,99.52643,99.15176,51.51452
1989-09,,,99.65366,99.7963,1.763823,51.47355,99.4616,99.0479,51.65244
1989-10,,,99.38405,99.63696,0.9924809,51.4734,99.39838,98.9466,51.79241
1989-11,,,99.28773,99.58005,0.5207571,51.5644,99.37678,98.91199,51.93431
1989-12,,,99.35244,99.61829,0.4459814,51.7408,99.42629,98.99133,52.07803
1990-01,,,99.50459,99.7082,0.6236322,51.96472,99.54895,99.18785,52.22344
1990-02,,,99.63459,99.78503,0.8736483,52.17905,99.72893,99.47623,52.37041
1990-03,,,99.68753,99.81631,1.070315,52.3547,99.94299,99.81919,52.51881
1990-04,,,99.64912,99.79361,1.247588,52.48368,100.1665,100.1772,52.66848
1990-05,,,99.60738,99.76894,1.524933,52.61192,100.3774,100.5152,52.81929
1990-06,,,99.51095,99.71195,1.811098,52.71204,100.5599,100.8077,52.9711
1990-07,,,99.40822,99.65125,2.186249,52.80938,100.7083,101.0454,53.12376
1990-08,,,99.25408,99.56016,2.571387,52.87973,100.8216,101.2269,53.27714
1990-09,,,99.15373,99.50085,2.924533,52.97892,100.9003,101.353,53.43108
1990-10,,,99.09538,99.46637,3.1615,53.10073,100.9456,101.4257,53.58548
1990-11,,,99.09251,99.46468,3.273735,53.25248,100.9601,101.4488,53.74017
1990-12,,,99.2815,99.57636,3.415157,53.50782,100.95,101.4326,53.89506
1991-01,,,99.60507,99.76758,3.602117,53.83655,100.9304,101.4013,54.05001
1991-02,,,99.91949,99.95338,3.798879,54.16127,100.9171,101.38,54.20491
1991-03,,,100.153,100.0914,3.988387,54.44281,100.9189,101.3828,54.35964
1991-04,,,100.2619,100.1557,4.140724,54.65688,100.9298,101.4003,54.5141
1991-05,,,100.3073,100.1825,4.227651,54.83616,100.9392,101.4154,54.66819
1991-06,,,100.4684,100.2778,4.489575,55.07859,100.9411,101.4184,54.82179
1991-07,,,100.5833,100.3457,4.707682,55.29548,100.9433,101.4219,54.97482
1991-08,,,100.4944,100.2931,4.765527,55.39973,100.9577,101.445,55.12719
1991-09,,,100.211,100.1256,4.561292,55.39544,100.99,101.4968,55.27882
1991-10,,,99.80014,99.88285,4.177161,55.31883,101.0292,101.5595,55.42962
1991-11,,,99.42718,99.66245,3.771939,55.26114,101.0595,101.6082,55.57951
1991-12,,,99.29901,99.58671,3.419974,55.33778,101.073,101.6297,55.72843
1992-01,,,99.46986,99.68767,3.238579,55.58009,101.0815,101.6434,55.87632
1992-02,,,99.7923,99.87823,3.222766,55.90676,101.1038,101.6791,56.02311
1992-03,,,100.1358,100.0812,3.310313,56.24504,101.1527,101.7575,56.16877
1992-04,,,100.4239,100.2515,3.46722,56.55196,101.2211,101.8671,56.31325
1992-05,,,100.5341,100.3166,3.504796,56.75806,101.2919,101.9805,56.45651
1992-06,,,100.4192,100.2487,3.190304,56.83577,101.3455,102.0664,56.59853
1992-07,,,100.1188,100.0711,2.732899,56.80665,101.3682,102.1027,56.73927
1992-08,,,99.76188,99.86024,2.425206,56.74329,101.3509,102.075,56.87873
1992-09,,,99.46268,99.68343,2.37403,56.71054,101.2902,101.9777,57.0169
1992-10,,,99.16394,99.50689,2.453292,56.67596,101.1926,101.8214,57.1538
1992-11,,,98.94056,99.37488,2.572065,56.68249,101.0689,101.6232,57.28944
1992-12,,,98.82926,99.30911,2.554813,56.75156,100.9314,101.403,57.42384
1993-01,,,98.8087,99.29696,2.323256,56.87136,100.7934,101.1818,57.55703
1993-02,,,98.78833,99.28493,1.937697,56.99006,100.6677,100.9804,57.68906
1993-03,,,98.65372,99.20538,1.416144,57.04155,100.5656,100.8167,57.81997
1993-04,,,98.48429,99.10525,0.9186119,57.07145,100.4952,100.7039,57.9498
1993-05,,,98.35014,99.02597,0.6383898,57.1204,100.4627,100.6519,58.07861
1993-06,,,98.33632,99.01781,0.707874,57.23809,100.4711,100.6653,58.20646
1993-07,,,98.56666,99.15392,1.215754,57.49728,100.5164,100.7379,58.3334
1993-08,,,98.98982,99.404,1.983776,57.86895,100.5928,100.8603,58.45949
1993-09,,,99.56364,99.7431,2.854185,58.32917,100.6941,101.0227,58.58481
1993-10,,,100.1877,100.1119,3.782316,58.81963,100.8144,101.2154,58.70942
1993-11,,,100.7726,100.4575,4.596521,59.28791,100.9502,101.4329,58.83339
1993-12,,,101.2743,100.754,5.209631,59.7081,101.1021,101.6764,58.95681
1994-01,,,101.6326,100.9657,5.579144,60.04429,101.2756,101.9544,59.07977
1994-02,,,101.5994,100.9462,5.543438,60.14927,101.4758,102.2751,59.20237
1994-03,,,101.4062,100.8319,5.465062,60.15891,101.7012,102.6362,59.32471
1994-04,,,101.0855,100.6425,5.292959,60.09222,101.9354,103.0115,59.44691
1994-05,,,100.6964,100.4125,5.013149,59.98393,102.1535,103.3609,59.56909
1994-06,,,100.3721,100.2208,4.674156,59.91349,102.3271,103.6392,59.6914
1994-07,,,100.0827,100.0498,4.115308,59.86347,102.432,103.8072,59.814
1994-08,,,99.76405,99.86153,3.329422,59.79565,102.4375,103.816,59.93707
1994-09,,,99.2642,99.56614,2.211055,59.61885,102.3019,103.5987,60.06079
1994-10,,,98.49752,99.11307,0.7845482,59.28109,101.9748,103.0747,60.18537
1994-11,,,97.43027,98.48238,-0.8883662,58.76122,101.4168,102.1806,60.31104
1994-12,,,96.11863,97.70725,-2.706279,58.09224,100.6308,100.9212,60.43806
1995-01,,,94.826,96.94337,-4.348999,57.43296,99.67731,99.39352,60.56668
1995-02,,,93.92078,96.40842,-5.223667,57.00727,98.65917,97.76221,60.69719
1995-03,,,93.6221,96.23192,-5.333722,56.9502,97.68839,96.20677,60.82986
1995-04,,,94.00676,96.45924,-4.627945,57.31118,96.86052,94.88033,60.96496
1995-05,,,94.8592,96.96299,-3.371494,57.96157,96.24603,93.89576,61.10274
1995-06,,,95.95316,97.60947,-1.916899,58.76501,95.87262,93.29746,61.24343
1995-07,,,97.16695,98.32676,-0.3597888,59.64809,95.72663,93.06355,61.38722
1995-08,,,98.39883,99.05474,1.259884,60.549,95.76237,93.12081,61.53428
1995-09,,,99.49662,99.70349,2.9443,61.37421,95.92788,93.38601,61.68472
1995-10,,,100.3709,100.2201,4.70118,62.068,96.17706,93.78525,61.83865
