country,NZL,NZL
1982-Q4,3.701573,41.30784
1983-Q1,0.03413561,40.36165
1983-Q2,3.075493,42.01885
1983-Q3,3.807488,42.64942
1983-Q4,3.985784,42.95428
1984-Q1,14.86766,46.36248
1984-Q2,6.877093,44.90852
1984-Q3,5.999511,45.20818
1984-Q4,7.321808,46.09931
1985-Q1,0.9498117,46.80284
1985-Q2,3.214389,46.35206
1985-Q3,1.0317,45.67459
1985-Q4,1.090889,46.6022
1986-Q1,-5.851242,44.06429
1986-Q2,2.552139,47.53503
1986-Q3,8.625706,49.61434
1986-Q4,-1.660609,45.82832
1987-Q1,4.174798,45.90388
1987-Q2,-0.860604,47.12594
1987-Q3,-3.986135,47.63665
1987-Q4,2.41642,46.93573
1988-Q1,3.683388,47.5947
1988-Q2,0.8779362,47.53967
1988-Q3,1.588824,48.39351
1988-Q4,3.635402,48.64203
1989-Q1,3.65135,49.33255
1989-Q2,4.286621,49.57752
1989-Q3,-1.716675,47.56275
1989-Q4,-0.0583899,48.61362
1990-Q1,-0.4353928,49.11776
1990-Q2,-1.378495,48.8941
1990-Q3,2.937225,48.95977
1990-Q4,3.122033,50.13136
1991-Q1,-1.908204,48.1805
1991-Q2,-2.319925,47.75979
1991-Q3,-1.156593,48.39351
1991-Q4,-3.64718,48.30298
1992-Q1,0.980031,48.65268
1992-Q2,2.891656,49.14084
1992-Q3,-0.4144964,48.19292
1992-Q4,0.7276469,48.65445
1993-Q1,2.152656,49.7
1993-Q2,2.055413,50.15089
1993-Q3,7.042617,51.58696
1993-Q4,7.804006,52.45145
1994-Q1,8.82563,54.08634
1994-Q2,8.264901,54.29581
1994-Q3,5.419634,54.38279
1994-Q4,4.663598,54.89758
1995-Q1,2.904592,55.65733
1995-Q2,4.331906,56.64785
1995-Q3,4.462071,56.80939
1995-Q4,4.672444,57.46264
1996-Q1,3.811316,57.77861
1996-Q2,3.340436,58.54013
1996-Q3,4.283973,59.24309
1996-Q4,3.500046,59.47385
1997-Q1,2.316507,59.11705
1997-Q2,3.502335,60.59041
1997-Q3,4.221849,61.74424
1997-Q4,2.11915,60.73419
1998-Q1,2.61538,60.66319
1998-Q2,-0.3193391,60.39692
1998-Q3,-1.563982,60.77857
1998-Q4,2.425908,62.20755
1999-Q1,3.523146,62.80044
1999-Q2,4.793675,63.29215
1999-Q3,5.753673,64.27557
1999-Q4,4.460107,64.98207
2000-Q1,6.060264,66.60632
2000-Q2,4.324779,66.0294
2000-Q3,3.076583,66.25306
2000-Q4,2.756304,66.77317
2001-Q1,-0.594318,66.21046
2001-Q2,3.567492,68.38499
2001-Q3,3.00351,68.24298
2001-Q4,3.55168,69.14474
2002-Q1,5.702566,69.98615
2002-Q2,3.185028,70.56307
2002-Q3,5.410467,71.93524
2002-Q4,6.29236,73.49558
2003-Q1,5.30868,73.70149
2003-Q2,4.885412,74.01037
2003-Q3,4.108676,74.89083
2003-Q4,3.48767,76.05886
2004-Q1,5.753992,77.94228
2004-Q2,5.343822,77.96535
2004-Q3,4.195406,78.03281
2004-Q4,2.875347,78.24582
2005-Q1,0.5716498,78.38783
2005-Q2,3.082808,80.36887
2005-Q3,3.193885,80.52509
2005-Q4,3.035459,80.62094
2006-Q1,3.840667,81.39845
2006-Q2,0.929873,81.1162
2006-Q3,2.643123,82.65346
2006-Q4,3.296123,83.27831
2007-Q1,3.107622,83.928
2007-Q2,4.877889,85.07296
2007-Q3,3.975345,85.93922
2007-Q4,3.691862,86.35282
2008-Q1,2.351946,85.90194
2008-Q2,-0.4986959,84.6487
2008-Q3,-1.340549,84.78716
2008-Q4,-1.860379,84.74634
2009-Q1,-2.182179,84.0274
2009-Q2,0.4823219,85.05698
2009-Q3,0.8876979,85.53982
2009-Q4,2.228692,86.63507
2010-Q1,4.252577,87.60074
2010-Q2,3.533267,88.06227
2010-Q3,1.450569,86.78063
2010-Q4,-0.9220366,85.83627
2011-Q1,-0.3525907,87.29187
2011-Q2,0.0382995,88.096
2011-Q3,2.704195,89.12735
2011-Q4,4.684107,89.85693
2012-Q1,3.091002,89.99006
2012-Q2,2.780688,90.54568
2012-Q3,2.172917,91.06401
2012-Q4,2.516792,92.11844
2013-Q1,2.92731,92.62434
2013-Q2,1.960477,92.3208
2013-Q3,2.288499,93.14801
2013-Q4,1.676494,93.6628
2014-Q1,2.209701,94.67107
2014-Q2,3.036071,95.12373
2014-Q3,3.384533,96.30064
2014-Q4,4.203624,97.60003
2015-Q1,3.780094,98.24973
2015-Q2,4.223039,99.14084
2015-Q3,4.576959,100.7083
2015-Q4,4.354152,101.8497
2016-Q1,4.549397,102.7195
2016-Q2,4.775291,103.8751
2016-Q3,3.851374,104.5869
2016-Q4,2.924568,104.8283
2017-Q1,3.397505,106.2094
2017-Q2,3.592119,107.6064
2017-Q3,3.981805,108.7514
2017-Q4,5.034375,110.1058
2018-Q1,4.71654,111.2188
2018-Q2,4.645408,112.6052
2018-Q3,3.814638,112.8998
2018-Q4,4.046625,114.5614
2019-Q1,3.629457,115.2554
2019-Q2,3.051943,116.0418
2019-Q3,3.970063,117.382
2019-Q4,2.660489,117.6093
2020-Q1,1.01035,116.4199
2020-Q2,-8.938214,105.6698
2020-Q3,2.620754,120.4583
2020-Q4,1.382558,119.2353
2021-Q1,3.97658,121.0495
2021-Q2,17.30278,123.9536
2021-Q3,-1.475118,118.6814
2021-Q4,1.986006,121.6033
2022-Q1,0.393008,121.5252
