country,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN
subject,BSCICP03,CSCICP03,LOLITOAA,LOLITONO,LOLITOTR_GYSA,LOLITOTR_STSA,LORSGPNO,LORSGPRT,LORSGPTD
measure,,,,,,,,,
unit,Index,Index,Index,Index,Percentage,Index,Index,Index,Index
powercode,Units,Units,Units,Units,Units,Units,Units,Units,Units
reference_period,,,,,,,,,
time,,,,,,,,,
1956-01,,,102.5215,102.1385,,,,,
1956-02,,,102.3359,101.981,,,,,
1956-03,,,102.1361,101.8114,,,,,
1956-04,,,101.9054,101.6155,,,,,
1956-05,,,101.6514,101.3999,,,,,
1956-06,,,101.4051,101.1909,,,,,
1956-07,,,101.1862,101.0051,,,,,
1956-08,,,100.9903,100.8388,,,,,
1956-09,,,100.7933,100.6716,,,,,
1956-10,,,100.5859,100.4955,,,,,
1956-11,,,100.3766,100.3178,,,,,
1956-12,,,100.1734,100.1454,,,,,
1957-01,,,99.95538,99.96031,,,,,
1957-02,,,99.70751,99.74992,,,,,
1957-03,,,99.44318,99.52554,,,,,
1957-04,,,99.16109,99.28608,,,,,
1957-05,,,98.863,99.03305,,,,,
1957-06,,,98.53301,98.75295,,,,,
1957-07,,,98.16426,98.43993,,,,,
1957-08,,,97.77848,98.11246,,,,,
1957-09,,,97.42832,97.81524,,,,,
1957-10,,,97.17256,97.59814,,,,,
1957-11,,,97.05595,97.49915,,,,,
1957-12,,,97.08102,97.52044,,,,,
1958-01,,,97.26072,97.67297,,,,,
1958-02,,,97.60664,97.9666,,,,,
1958-03,,,98.09478,98.38096,,,,,
1958-04,,,98.69473,98.89022,,,,,
1958-05,,,99.36613,99.46013,,,,,
1958-06,,,100.0502,100.0408,,,,,
1958-07,,,100.6896,100.5835,,,,,
1958-08,,,101.2404,101.0511,,,,,
1958-09,,,101.6813,101.4254,,,,,
1958-10,,,102.0076,101.7024,,,,,
1958-11,,,102.2216,101.884,,,,,
1958-12,,,102.3503,101.9933,,,,,
1959-01,,,102.4283,102.0595,,,,,
1959-02,,,102.4516,102.0792,,,,,
1959-03,,,102.4004,102.0358,,,,,
1959-04,,,102.264,101.92,,,,,
1959-05,,,102.0314,101.7225,,,,,
1959-06,,,101.7024,101.4432,,,,,
1959-07,,,101.2914,101.0944,,,,,
1959-08,,,100.8418,100.7127,,,,,
1959-09,,,100.4302,100.3633,,,,,
1959-10,,,100.1171,100.0976,,,,,
1959-11,,,99.89843,99.91196,,,,,
1959-12,,,99.7392,99.77681,,,,,
1960-01,,,99.57674,99.6389,,,,,
1960-02,,,99.37633,99.46879,,,,,
1960-03,,,99.17165,99.29505,,,,,
1960-04,,,98.99304,99.14344,,,,,
1960-05,,,98.86924,99.03835,,,,,
1960-06,,,98.81232,98.99004,,,,,
1960-07,,,98.81422,98.99165,,,,,
1960-08,,,98.86722,99.03664,,,,,
1960-09,,,98.93318,99.09263,,,,,
1960-10,,,99.01006,99.15788,,,,,
1960-11,,,99.11394,99.24606,,,,,
1960-12,,,99.26273,99.37236,,,,,
1961-01,,,99.46724,99.54596,,,,,
1961-02,,,99.73473,99.77302,,18.01891,98.52242,98.29462,18.06684
1961-03,,,100.0578,100.0472,,18.17104,98.79033,98.58376,18.16054
1961-04,,,100.4147,100.3502,,18.33044,99.05413,98.86847,18.25473
1961-05,,,100.7723,100.6537,,18.49111,99.30585,99.14014,18.3494
1961-06,,,101.1113,100.9415,,18.64952,99.53617,99.3887,18.44455
1961-07,,,101.4065,101.1921,,18.80094,99.73669,99.60509,18.54017
1961-08,,,101.6256,101.378,,18.9392,99.90209,99.78361,18.63626
1961-09,,,101.7394,101.4747,,19.05864,100.0341,99.92612,18.7328
1961-10,,,101.7581,101.4906,,19.16086,100.1478,100.0488,18.82981
1961-11,,,101.6977,101.4392,,19.24857,100.2583,100.168,18.92725
1961-12,,,101.5564,101.3194,,19.32126,100.3693,100.2879,19.02514
1962-01,,,101.3284,101.1258,,19.3775,100.4613,100.3871,19.12346
1962-02,,,101.034,100.8759,7.780993,19.42096,100.5075,100.437,19.2222
1962-03,,,100.6829,100.5778,7.056618,19.4533,100.4914,100.4196,19.32136
1962-04,,,100.2948,100.2484,6.2614,19.47818,100.4268,100.3499,19.42093
1962-05,,,99.91135,99.92294,5.475567,19.5036,100.3409,100.2572,19.52091
1962-06,,,99.58041,99.64202,4.769236,19.53896,100.2606,100.1706,19.62128
1962-07,,,99.34313,99.44061,4.210266,19.59251,100.2013,100.1065,19.72206
1962-08,,,99.22275,99.33842,3.854141,19.66915,100.1668,100.0693,19.82322
1962-09,,,99.22517,99.34048,3.734496,19.77039,100.1495,100.0506,19.92477
1962-10,,,99.33031,99.42972,3.818862,19.89258,100.127,100.0264,20.0267
1962-11,,,99.49736,99.57153,4.04838,20.02783,100.0749,99.97007,20.12901
1962-12,,,99.68542,99.73116,4.382614,20.16803,99.97862,99.8662,20.23168
1963-01,,,99.86987,99.88773,4.803288,20.30825,99.8484,99.72566,20.33472
1963-02,,,100.0462,100.0374,5.28595,20.44755,99.70515,99.57107,20.43811
1963-03,,,100.2206,100.1855,5.828736,20.58718,99.56966,99.42484,20.54186
1963-04,,,100.3917,100.3306,6.410462,20.72682,99.45254,99.29843,20.64596
1963-05,,,100.5173,100.4373,6.942976,20.85773,99.36268,99.20145,20.75039
1963-06,,,100.5685,100.4808,7.343132,20.97373,99.31431,99.14925,20.85516
1963-07,,,100.5779,100.4887,7.599084,21.08136,99.33192,99.16826,20.96024
1963-08,,,100.5847,100.4945,7.726046,21.18879,99.43769,99.28242,21.06563
1963-09,,,100.6242,100.528,7.754401,21.30346,99.63428,99.49458,21.17132
1963-10,,,100.6856,100.5801,7.694158,21.42315,99.89843,99.77965,21.27728
1963-11,,,100.7687,100.6507,7.589671,21.54787,100.1846,100.0885,21.3835
1963-12,,,100.8803,100.7454,7.492627,21.67915,100.4411,100.3653,21.48997
1964-01,,,101.0123,100.8575,7.420762,21.81528,100.6237,100.5624,21.59665
1964-02,,,101.1355,100.962,7.347759,21.94998,100.7001,100.6449,21.70355
1964-03,,,101.2414,101.0519,7.257908,22.08138,100.6582,100.5996,21.81063
1964-04,,,101.3091,101.1094,7.130832,22.20481,100.522,100.4526,21.91789
1964-05,,,101.347,101.1416,7.020161,22.32198,100.3299,100.2453,22.0253
1964-06,,,101.3701,101.1612,6.972424,22.4361,100.1194,100.0181,22.13287
1964-07,,,101.3844,101.1733,6.959235,22.54846,99.91651,99.79916,22.24056
1964-08,,,101.3986,101.1854,6.947731,22.66093,99.74129,99.61006,22.34837
1964-09,,,101.4126,101.1973,6.900517,22.77351,99.61341,99.47205,22.45629
1964-10,,,101.4237,101.2067,6.826205,22.88554,99.55554,99.4096,22.56429
1964-11,,,101.4399,101.2204,6.73358,22.99882,99.58263,99.43883,22.67237
1964-12,,,101.46,101.2375,6.614337,23.11308,99.68633,99.55074,22.78049
1965-01,,,101.4771,101.252,6.470059,23.22674,99.8325,99.7085,22.88865
1965-02,,,101.4847,101.2585,6.3247,23.33825,99.97179,99.85883,22.99682
1965-03,,,101.4779,101.2527,6.181991,23.44645,100.0661,99.9606,23.10497
1965-04,,,101.4339,101.2153,6.039785,23.54594,100.1154,100.0138,23.21309
1965-05,,,101.351,101.145,5.887673,23.63623,100.1411,100.0415,23.32116
1965-06,,,101.251,101.0601,5.732386,23.72223,100.1726,100.0756,23.42914
1965-07,,,101.1688,100.9903,5.60417,23.81212,100.2358,100.1437,23.53702
1965-08,,,101.1156,100.9452,5.505637,23.90856,100.3499,100.2669,23.64477
1965-09,,,101.0928,100.9258,5.438083,24.01196,100.5225,100.4532,23.75238
1965-10,,,101.1052,100.9363,5.409367,24.1235,100.7411,100.6891,23.85981
1965-11,,,101.1431,100.9685,5.401159,24.24102,100.9841,100.9514,23.96704
1965-12,,,101.1851,101.0041,5.392089,24.35936,101.2297,101.2164,24.07406
1966-01,,,101.1905,101.0088,5.34718,24.46872,101.4616,101.4666,24.18084
1966-02,,,101.1223,100.9509,5.2347,24.55994,101.6646,101.6858,24.28736
1966-03,,,100.9644,100.8168,5.042982,24.62885,101.8209,101.8544,24.3936
1966-04,,,100.7244,100.6131,4.803786,24.67703,101.9078,101.9482,24.49955
1966-05,,,100.4342,100.3667,4.551516,24.71203,101.9052,101.9454,24.6052
1966-06,,,100.1367,100.1142,4.308592,24.74432,101.8073,101.8398,24.71055
1966-07,,,99.85787,99.87754,4.065999,24.78032,101.6408,101.6601,24.81559
1966-08,,,99.61381,99.67037,3.829228,24.82407,101.4421,101.4456,24.92031
1966-09,,,99.42561,99.51063,3.619237,24.881,101.2397,101.2272,25.02474
1966-10,,,99.2976,99.40196,3.435944,24.95237,101.0401,101.0117,25.12887
1966-11,,,99.215,99.33185,3.27388,25.03464,100.8409,100.7968,25.23272
1966-12,,,99.17376,99.29684,3.151117,25.12695,100.6453,100.5857,25.33629
1967-01,,,99.1686,99.29246,3.103456,25.22809,100.4751,100.402,25.4396
1967-02,,,99.19537,99.31519,3.164505,25.33714,100.3526,100.2698,25.54266
1967-03,,,99.24622,99.35835,3.342991,25.45219,100.2809,100.1925,25.6455
1967-04,,,99.32168,99.4224,3.632661,25.57347,100.2381,100.1463,25.74812
1967-05,,,99.42122,99.5069,4.001684,25.70093,100.1851,100.089,25.85055
1967-06,,,99.55447,99.62,4.416538,25.83717,100.0882,99.98443,25.95279
1967-07,,,99.7093,99.75143,4.837789,25.97914,99.94238,99.82709,26.05488
1967-08,,,99.8624,99.88139,5.223781,26.12083,99.76008,99.63035,26.15682
1967-09,,,99.98176,99.9827,5.51766,26.25385,99.56303,99.41768,26.25864
1967-10,,,100.0441,100.0356,5.689286,26.37198,99.37733,99.21728,26.36036
1967-11,,,100.0541,100.0441,5.758705,26.47631,99.23082,99.05916,26.462
1967-12,,,100.0204,100.0155,5.738955,26.56898,99.14972,98.97163,26.56357
1968-01,,,99.947,99.9532,5.639969,26.65095,99.15289,98.97505,26.66508
1968-02,,,99.86971,99.8876,5.503981,26.73169,99.25072,99.08064,26.76657
1968-03,,,99.84267,99.86464,5.396622,26.82575,99.43805,99.2828,26.86802
1968-04,,,99.89359,99.90786,5.346529,26.94076,99.6799,99.54382,26.96946
1968-05,,,100.0001,99.99829,5.330501,27.07092,99.93226,99.81616,27.07089
1968-06,,,100.1602,100.1342,5.336052,27.21585,100.1587,100.0606,27.17231
1968-07,,,100.3748,100.3164,5.376767,27.37597,100.3464,100.2631,27.27374
1968-08,,,100.6296,100.5326,5.461959,27.54754,100.4954,100.424,27.37518
1968-09,,,100.9009,100.7629,5.600391,27.72417,100.6108,100.5484,27.47664
1968-10,,,101.1596,100.9825,5.7862,27.89792,100.697,100.6415,27.57813
1968-11,,,101.3708,101.1617,5.978028,28.05908,100.7558,100.705,27.67966
1968-12,,,101.5118,101.2815,6.143509,28.20124,100.7858,100.7373,27.78124
1969-01,,,101.5826,101.3416,6.278233,28.32416,100.7842,100.7356,27.88289
1969-02,,,101.5679,101.3291,6.32846,28.4234,100.749,100.6977,27.98462
1969-03,,,101.4656,101.2422,6.234059,28.49808,100.6842,100.6277,28.08645
1969-04,,,101.2705,101.0766,5.960363,28.54653,100.6062,100.5435,28.1884
1969-05,,,100.9975,100.8449,5.54757,28.5727,100.5355,100.4671,28.29049
1969-06,,,100.6566,100.5555,5.009269,28.57916,100.4885,100.4165,28.39274
1969-07,,,100.2995,100.2524,4.400049,28.58053,100.4702,100.3967,28.49518
1969-08,,,99.97074,99.97335,3.782301,28.58947,100.4766,100.4036,28.59784
1969-09,,,99.67374,99.72124,3.184648,28.60709,100.4961,100.4247,28.70073
1969-10,,,99.39287,99.48283,2.620596,28.62901,100.5088,100.4383,28.80389
1969-11,,,99.1026,99.23644,2.098597,28.64792,100.4924,100.4207,28.90734
1969-12,,,98.79676,98.97683,1.633947,28.66203,100.4297,100.353,29.01111
1970-01,,,98.48526,98.71241,1.235891,28.67422,100.3168,100.2312,29.11524
1970-02,,,98.19019,98.46194,0.9412333,28.69093,100.1584,100.0602,29.21975
1970-03,,,97.90732,98.22183,0.7471645,28.71101,99.9659,99.85246,29.32468
1970-04,,,97.65218,98.00526,0.6746193,28.73911,99.75936,99.62957,29.43007
1970-05,,,97.44965,97.83334,0.7349095,28.78268,99.55725,99.41145,29.53595
1970-06,,,97.31004,97.71484,0.9301206,28.84499,99.36736,99.20651,29.64235
1970-07,,,97.21875,97.63734,1.194449,28.92191,99.17767,99.00179,29.74931
1970-08,,,97.18737,97.61071,1.495754,29.0171,98.96906,98.77665,29.85686
1970-09,,,97.22795,97.64516,1.843225,29.13438,98.72775,98.51623,29.96503
1970-10,,,97.38482,97.77831,2.299566,29.28735,98.45894,98.22612,30.07384
1970-11,,,97.70483,98.04995,2.941359,29.49056,98.18398,97.92937,30.18332
1970-12,,,98.16914,98.44408,3.756979,29.73886,97.93962,97.66566,30.2935
1971-01,,,98.70985,98.90305,4.665864,30.01212,97.77776,97.49098,30.40438
1971-02,,,99.25781,99.36819,5.571717,30.28951,97.74706,97.45785,30.51599
1971-03,,,99.7458,99.78241,6.406815,30.55047,97.86896,97.58939,30.62833
1971-04,,,100.1535,100.1285,7.13138,30.7886,98.12917,97.87022,30.7414
1971-05,,,100.4715,100.3984,7.705982,31.00067,98.48192,98.25092,30.85519
1971-06,,,100.705,100.5966,8.122897,31.18803,98.86848,98.66811,30.96969
1971-07,,,100.8655,100.7328,8.408845,31.35391,99.22882,99.057,31.08488
1971-08,,,100.9665,100.8186,8.56462,31.5023,99.51009,99.36055,31.20073
1971-09,,,101.0288,100.8714,8.5982,31.63941,99.67693,99.54061,31.31724
1971-10,,,101.0913,100.9245,8.502095,31.77739,99.72719,99.59485,31.43436
1971-11,,,101.2062,101.022,8.280951,31.93266,99.67992,99.54383,31.55209
1971-12,,,101.3862,101.1748,7.971163,32.10939,99.57118,99.42648,31.67039
1972-01,,,101.5935,101.3508,7.609145,32.29578,99.45658,99.3028,31.78923
1972-02,,,101.7829,101.5116,7.223586,32.47749,99.38633,99.22698,31.9086
1972-03,,,101.9431,101.6476,6.874966,32.65081,99.38121,99.22146,32.02845
1972-04,,,102.085,101.768,6.594791,32.81905,99.4288,99.27282,32.14876
1972-05,,,102.2218,101.8841,6.405552,32.98643,99.49757,99.34705,32.26948
1972-06,,,102.3724,102.0119,6.319628,33.159,99.57009,99.4253,32.39058
1972-07,,,102.5714,102.1809,6.360065,33.34804,99.65594,99.51795,32.51202
1972-08,,,102.8497,102.4171,6.543636,33.5637,99.78631,99.65865,32.63375
1972-09,,,103.1838,102.7008,6.824398,33.79861,99.98933,99.87775,32.75573
1972-10,,,103.5287,102.9935,7.114164,34.03809,100.262,100.1721,32.87791
1972-11,,,103.8368,103.2551,7.308358,34.26641,100.5831,100.5185,33.00025
1972-12,,,104.0504,103.4363,7.333978,34.46429,100.9198,100.882,33.12269
1973-01,,,104.1357,103.5088,7.197056,34.62013,101.2322,101.2191,33.24519
1973-02,,,104.0809,103.4622,6.933764,34.7294,101.4814,101.4881,33.3677
1973-03,,,103.9029,103.3112,6.574023,34.79728,101.6411,101.6604,33.49017
1973-04,,,103.6328,103.0819,6.138524,34.83365,101.7122,101.7372,33.61257
1973-05,,,103.3183,102.8149,5.662465,34.85428,101.7116,101.7365,33.73486
1973-06,,,103.0165,102.5588,5.185069,34.87832,101.6663,101.6876,33.85701
1973-07,,,102.771,102.3504,4.715472,34.92056,101.6131,101.6301,33.97898
1973-08,,,102.5992,102.2045,4.240979,34.98713,101.5856,101.6004,34.10077
1973-09,,,102.5033,102.1231,3.788343,35.07902,101.6016,101.6178,34.22234
1973-10,,,102.4299,102.0608,3.349529,35.1782,101.6496,101.6696,34.34368
1973-11,,,102.3177,101.9655,2.909961,35.26355,101.7048,101.7292,34.46477
1973-12,,,102.1547,101.8272,2.514301,35.33083,101.7441,101.7715,34.58561
1974-01,,,101.9399,101.6449,2.193345,35.37947,101.7593,101.7879,34.70619
1974-02,,,101.6492,101.3981,1.933405,35.40087,101.7477,101.7754,34.82651
1974-03,,,101.2652,101.0721,1.699679,35.38872,101.704,101.7283,34.94658
1974-04,,,100.7805,100.6607,1.453897,35.3401,101.6144,101.6316,35.0664
1974-05,,,100.208,100.1747,1.161651,35.25916,101.4611,101.4661,35.18599
1974-06,,,99.57362,99.63625,0.7927858,35.15483,101.2302,101.217,35.30537
1974-07,,,98.90987,99.07285,0.3374063,35.03838,100.9242,100.8867,35.42455
1974-08,,,98.23956,98.50385,-0.1980074,34.91785,100.5536,100.4867,35.54358
1974-09,,,97.61422,97.97304,-0.7622353,34.81164,100.1339,100.0337,35.66246
1974-10,,,97.08685,97.52538,-1.248819,34.73889,99.68777,99.55231,35.78125
1974-11,,,96.70689,97.20287,-1.547779,34.71775,99.24246,99.07172,35.89997
1974-12,,,96.52837,97.05132,-1.592389,34.76822,98.829,98.6255,36.01866
1975-01,,,96.59361,97.1067,-1.337219,34.90636,98.4822,98.25122,36.13734
1975-02,,,96.86661,97.33844,-0.7933803,35.12,98.23495,97.98438,36.25605
1975-03,,,97.26992,97.68079,-0.01973986,35.38173,98.1082,97.8476,36.37479
1975-04,,,97.74996,98.08826,0.9405297,35.67248,98.09404,97.83231,36.4936
1975-05,,,98.24543,98.50883,2.016284,35.97009,98.17172,97.91615,36.61248
1975-06,,,98.71578,98.90809,3.142922,36.25972,98.31536,98.07117,36.73143
1975-07,,,99.12366,99.25431,4.250012,36.52752,98.49474,98.26476,36.85045
1975-08,,,99.44333,99.52567,5.286359,36.76373,98.68451,98.46957,36.96953
1975-09,,,99.67467,99.72203,6.19438,36.968,98.87057,98.67036,37.08867
1975-10,,,99.84924,99.87022,6.945659,37.15173,99.05589,98.87036,37.20783
1975-11,,,100.001,99.99902,7.516672,37.32737,99.25156,99.08154,37.32701
1975-12,,,100.144,100.1205,7.857423,37.50011,99.46794,99.31506,37.44617
1976-01,,,100.2811,100.2368,7.919898,37.67091,99.70477,99.57065,37.56531
1976-02,,,100.3853,100.3253,7.715194,37.82958,99.95252,99.83804,37.68437
1976-03,,,100.4262,100.36,7.299604,37.96446,100.1922,100.0967,37.80334
1976-04,,,100.3892,100.3286,6.720331,38.06979,100.394,100.3145,37.92218
1976-05,,,100.2658,100.2239,6.038085,38.14199,100.5273,100.4583,38.04086
1976-06,,,100.0737,100.0607,5.316476,38.18746,100.5726,100.5073,38.15934
1976-07,,,99.85881,99.87833,4.643209,38.22356,100.5391,100.471,38.27761
1976-08,,,99.67766,99.72457,4.102198,38.27185,100.4499,100.3748,38.39562
1976-09,,,99.56065,99.62524,3.722523,38.34414,100.3344,100.2502,38.51336
1976-10,,,99.53118,99.60023,3.493632,38.44968,100.2231,100.13,38.63079
1976-11,,,99.60869,99.66603,3.399378,38.59627,100.1403,100.0407,38.74789
1976-12,,,99.77902,99.81062,3.40973,38.77876,100.0966,99.99351,38.86464
1977-01,,,99.98487,99.98534,3.462101,38.97512,100.0791,99.97464,38.98102
1977-02,,,100.1967,100.1652,3.553587,39.17389,100.0662,99.96074,39.09698
1977-03,,,100.3898,100.3291,3.690026,39.36536,100.0402,99.93266,39.21251
1977-04,,,100.5369,100.454,3.858585,39.53875,99.9995,99.88874,39.32758
1977-05,,,100.6398,100.5413,4.070323,39.69449,99.95289,99.83842,39.44215
1977-06,,,100.6965,100.5894,4.305788,39.83173,99.91473,99.79725,39.55622
1977-07,,,100.7101,100.6009,4.520371,39.95141,99.90092,99.78234,39.66973
1977-08,,,100.7023,100.5943,4.677608,40.06206,99.92408,99.80733,39.78267
1977-09,,,100.71,100.6009,4.78329,40.17826,99.98728,99.87554,39.895
1977-10,,,100.7559,100.6398,4.83602,40.30911,100.0752,99.97038,40.0067
1977-11,,,100.847,100.7172,4.822373,40.45752,100.1655,100.0678,40.11773
1977-12,,,100.9739,100.8249,4.747601,40.61982,100.2389,100.1471,40.22805
1978-01,,,101.1164,100.9458,4.651287,40.78796,100.2888,100.2009,40.33763
1978-02,,,101.2848,101.0888,4.575007,40.96609,100.3164,100.2307,40.44645
1978-03,,,101.4863,101.2598,4.551915,41.15723,100.3276,100.2428,40.55446
1978-04,,,101.7055,101.4459,4.59391,41.35512,100.3316,100.2471,40.66164
1978-05,,,101.9182,101.6265,4.674433,41.54999,100.3377,100.2538,40.76796
1978-06,,,102.1022,101.7826,4.772339,41.73263,100.3525,100.2696,40.87339
1978-07,,,102.2499,101.908,4.876999,41.89984,100.3768,100.2959,40.97789
1978-08,,,102.3609,102.0022,4.965453,42.05132,100.4093,100.331,41.08145
1978-09,,,102.4371,102.0669,5.001376,42.18772,100.4484,100.3732,41.18402
1978-10,,,102.4574,102.0841,4.939349,42.30012,100.494,100.4224,41.28559
1978-11,,,102.4261,102.0575,4.776978,42.39017,100.5481,100.4808,41.38612
1978-12,,,102.3401,101.9846,4.521415,42.45641,100.6139,100.5518,41.48559
1979-01,,,102.2067,101.8713,4.201361,42.50161,100.6955,100.6398,41.58398
1979-02,,,102.0469,101.7356,3.828367,42.53443,100.7952,100.7475,41.68127
1979-03,,,101.8907,101.6031,3.426087,42.56732,100.9108,100.8722,41.77744
1979-04,,,101.7527,101.486,3.025587,42.60635,101.0308,101.0018,41.87246
1979-05,,,101.636,101.3869,2.654379,42.65288,101.1409,101.1205,41.96632
1979-06,,,101.5306,101.2974,2.324605,42.70275,101.2297,101.2164,42.05901
1979-07,,,101.4181,101.2019,2.024895,42.74827,101.2962,101.2882,42.15052
1979-08,,,101.2843,101.0884,1.740817,42.78336,101.3436,101.3393,42.24086
1979-09,,,101.1119,100.942,1.452882,42.80066,101.3756,101.3739,42.33
1979-10,,,100.915,100.7749,1.196195,42.80611,101.3942,101.3939,42.41797
1979-11,,,100.7305,100.6182,1.002795,42.81526,101.3978,101.3978,42.50477
1979-12,,,100.5704,100.4824,0.8878198,42.83335,101.3808,101.3795,42.59041
1980-01,,99.95,100.423,100.3572,0.8324548,42.85542,101.3349,101.3299,42.67492
1980-02,,99.8,100.2353,100.1979,0.7628239,42.85889,101.2518,101.2403,42.7583
1980-03,,99.63,100.0352,100.028,0.6773868,42.85566,101.1294,101.1081,42.8406
1980-04,,99.5,99.89616,99.91005,0.6358663,42.87727,100.9798,100.9467,42.92184
1980-05,,99.46,99.8944,99.90855,0.712196,42.95665,100.8246,100.7793,43.00206
1980-06,,99.56,100.0845,100.0699,0.9717311,43.11771,100.6922,100.6363,43.08131
1980-07,,99.77,100.4473,100.3778,1.413826,43.35265,100.6151,100.5531,43.15961
1980-08,,100.0,100.8956,100.7584,1.965465,43.62425,100.6252,100.564,43.23703
1980-09,,100.19,101.3211,101.1196,2.535397,43.88583,100.7449,100.6932,43.31361
1980-10,,100.28,101.6172,101.371,3.001895,44.09111,100.9714,100.9376,43.3894
1980-11,,100.22,101.7137,101.4529,3.255945,44.2093,101.2874,101.2787,43.46444
1980-12,,100.01,101.591,101.3487,3.264159,44.2315,101.6633,101.6843,43.5388
1981-01,,99.69,101.3116,101.1115,3.101433,44.18455,102.0528,102.1048,43.61252
1981-02,,99.37,100.9674,100.8194,2.915175,44.1083,102.4038,102.4836,43.68568
1981-03,,99.06,100.6008,100.5082,2.719782,44.02124,102.6679,102.7686,43.75834
1981-04,,98.73,100.1929,100.1619,2.420562,43.91515,102.8137,102.9258,43.83059
1981-05,,98.33,99.70392,99.74686,1.899295,43.77253,102.8221,102.9349,43.90251
1981-06,,97.85,99.11881,99.2502,1.087743,43.58672,102.691,102.7934,43.97421
1981-07,,97.35,98.46432,98.69464,0.03861984,43.3694,102.4482,102.5315,44.0458
1981-08,,96.99,97.77867,98.11263,-1.116006,43.13741,102.1295,102.1874,44.1174
1981-09,,96.84,97.11452,97.54887,-2.214281,42.91407,101.7633,101.7922,44.18914
1981-10,,96.84,96.51662,97.04135,-3.111111,42.71938,101.3626,101.3598,44.26117
1981-11,,96.88,95.9968,96.6001,-3.733246,42.55886,100.9298,100.8927,44.33362
1981-12,,96.86,95.552,96.22254,-4.069607,42.43145,100.4644,100.3904,44.40666
1982-01,,96.75,95.16561,95.89455,-4.19712,42.33007,99.97238,99.85946,44.48043
1982-02,,96.56,94.83237,95.61169,-4.207032,42.25265,99.46262,99.30933,44.55509
1982-03,,96.31,94.55066,95.37257,-4.140092,42.19872,98.94448,98.75012,44.63081
1982-04,,96.04,94.33875,95.19268,-3.958619,42.17671,98.42712,98.19179,44.70773
1982-05,,95.86,94.21995,95.09184,-3.598517,42.19736,97.92013,97.64462,44.78602
1982-06,,95.81,94.21875,95.09082,-3.016302,42.27201,97.43384,97.1198,44.86581
1982-07,,95.92,94.35838,95.20935,-2.208658,42.41151,96.97903,96.62897,44.94727
1982-08,,96.19,94.65888,95.46442,-1.186977,42.62537,96.5713,96.18893,45.03051
1982-09,,96.65,95.11757,95.85378,-0.00269298,42.91291,96.23299,95.82383,45.11566
1982-10,,97.29,95.73342,96.37654,1.298788,43.27422,95.99184,95.56356,45.20283
1982-11,,98.02,96.50088,97.02798,2.698476,43.7073,95.87359,95.43594,45.29213
