country,IRL,IRL
1983-Q1,-0.3031966,20.62584
1983-Q2,-0.887906,20.59272
1983-Q3,-0.5353803,20.66806
1983-Q4,0.7523526,20.86429
1984-Q1,2.494814,21.14042
1984-Q2,4.159409,21.44925
1984-Q3,5.242494,21.75158
1984-Q4,5.505337,22.01294
1985-Q1,5.029563,22.20369
1985-Q2,3.994782,22.3061
1985-Q3,2.522862,22.30034
1985-Q4,0.8889037,22.20861
1986-Q1,-0.4548345,22.1027
1986-Q2,-1.129991,22.05404
1986-Q3,-0.7587632,22.13113
1986-Q4,0.6347052,22.34957
1987-Q1,2.537331,22.66352
1987-Q2,4.37476,23.01886
1987-Q3,5.630275,23.37718
1987-Q4,6.092159,23.71114
1988-Q1,5.95198,24.01245
1988-Q2,5.502062,24.28537
1988-Q3,4.942542,24.53261
1988-Q4,4.509968,24.78051
1989-Q1,4.443704,25.07949
1989-Q2,4.903356,25.47617
1989-Q3,6.09403,26.02763
1989-Q4,7.756727,26.70266
1990-Q1,9.160839,27.37698
1990-Q2,9.674087,27.94075
1990-Q3,8.700467,28.29216
1990-Q4,6.434303,28.4208
1991-Q1,3.8385,28.42785
1991-Q2,1.766356,28.43429
1991-Q3,0.8921562,28.54457
1991-Q4,1.284199,28.78577
1992-Q1,2.351543,29.09634
1992-Q2,3.423916,29.40785
1992-Q3,3.913096,29.66154
1992-Q4,3.677969,29.84451
1993-Q1,3.084816,29.99391
1993-Q2,2.534237,30.15312
1993-Q3,2.382516,30.36823
1993-Q4,2.774482,30.67254
1994-Q1,3.643862,31.08685
1994-Q2,4.879715,31.6245
1994-Q3,6.416231,32.31673
1994-Q4,8.028488,33.13508
1995-Q1,12.10618,34.85028
1995-Q2,12.50893,35.58039
1995-Q3,11.27172,35.95938
1995-Q4,10.12269,36.48924
1996-Q1,7.831525,37.57959
1996-Q2,7.963558,38.41386
1996-Q3,6.213083,38.19357
1996-Q4,5.976327,38.66996
1997-Q1,7.305713,40.32505
1997-Q2,9.734616,42.1533
1997-Q3,12.19948,42.85299
1997-Q4,12.63336,43.55527
1998-Q1,10.50512,44.56124
1998-Q2,8.442376,45.71204
1998-Q3,10.63564,47.41067
1998-Q4,6.237504,46.27203
1999-Q1,9.715254,48.89048
1999-Q2,8.16456,49.44422
1999-Q3,8.501389,51.44124
1999-Q4,13.74604,52.6326
2000-Q1,8.692451,53.14026
2000-Q2,10.29028,54.53217
2000-Q3,8.308893,55.71544
2000-Q4,6.979845,56.30627
2001-Q1,7.63439,57.19719
2001-Q2,6.091474,57.85398
2001-Q3,3.310839,57.56008
2001-Q4,4.172394,58.65559
2002-Q1,4.562783,59.80698
2002-Q2,3.853323,60.08329
2002-Q3,6.423426,61.25741
2002-Q4,6.070381,62.21621
2003-Q1,3.77251,62.0632
2003-Q2,3.938036,62.44939
2003-Q3,1.840652,62.38495
2003-Q4,6.598747,66.3217
2004-Q1,6.279359,65.96037
2004-Q2,7.872732,67.36586
2004-Q3,6.833873,66.64825
2004-Q4,4.060995,69.01502
2005-Q1,6.180144,70.03682
2005-Q2,6.432815,71.69938
2005-Q3,5.540755,70.34107
2005-Q4,5.93242,73.10928
2006-Q1,6.435478,74.54402
2006-Q2,4.135771,74.6647
2006-Q3,6.799353,75.12381
2006-Q4,3.694839,75.81055
2007-Q1,7.316486,79.99802
2007-Q2,5.937867,79.0982
2007-Q3,2.512882,77.01158
2007-Q4,5.371375,79.88263
2008-Q1,-2.63854,77.88725
2008-Q2,-3.151919,76.60509
2008-Q3,-1.755881,75.65936
2008-Q4,-9.647361,72.17606
2009-Q1,-7.209641,72.27186
2009-Q2,-5.629398,72.29268
2009-Q3,-5.513995,71.4875
2009-Q4,-4.455657,68.96014
2010-Q1,-0.4188369,71.96915
2010-Q2,0.2273682,72.45705
2010-Q3,1.473097,72.54058
2010-Q4,3.290961,71.22959
2011-Q1,2.315583,73.63566
2011-Q2,2.82533,74.5042
2011-Q3,1.249538,73.447
2011-Q4,2.936918,73.32155
2012-Q1,-0.4309962,73.31829
2012-Q2,-0.3250666,74.26201
2012-Q3,0.1049755,73.5241
2012-Q4,0.2977007,73.53983
2013-Q1,-0.4821725,72.96478
2013-Q2,-0.1081299,74.18171
2013-Q3,4.045889,76.49881
2013-Q4,2.792717,75.59359
2014-Q1,7.568418,78.48705
2014-Q2,9.085407,80.92142
2014-Q3,7.646543,82.34832
2014-Q4,8.628348,82.11607
2015-Q1,26.64939,99.40337
2015-Q2,19.66114,96.8315
2015-Q3,21.76079,100.268
2015-Q4,23.41091,101.3402
2016-Q1,-1.629737,97.78336
2016-Q2,2.367094,99.1236
2016-Q3,-0.7182762,99.54777
2016-Q4,8.914666,110.3743
2017-Q1,8.083345,105.6875
2017-Q2,8.507919,107.5569
2017-Q3,13.75561,113.2412
2017-Q4,7.779504,118.9609
2018-Q1,12.34793,118.7377
2018-Q2,12.80868,121.3336
2018-Q3,7.518095,121.7548
2018-Q4,3.338603,122.9325
2019-Q1,5.197564,124.9092
2019-Q2,4.642714,126.9668
2019-Q3,6.162006,129.2573
2019-Q4,6.483643,130.903
2020-Q1,7.558522,134.3505
2020-Q2,-0.09312318,126.8485
2020-Q3,10.79059,143.2049
2020-Q4,4.315199,136.5518
2021-Q1,10.72725,148.7626
2021-Q2,19.54134,151.6364
2021-Q3,9.90872,157.3947
2021-Q4,13.98958,155.6548
2022-Q1,11.92725,166.5059
2022-Q2,12.18286,170.1101
2022-Q3,10.58224,174.0506
