country,PRT,PRT
1983-Q2,1.293491,55.52163
1983-Q3,-0.6823585,54.68862
1983-Q4,-2.12369,54.33178
1984-Q1,-3.765905,53.91309
1984-Q2,-3.901506,53.35545
1984-Q3,-0.09226171,54.63816
1984-Q4,0.3309545,54.51159
1985-Q1,2.211011,55.10512
1985-Q2,4.285124,55.6418
1985-Q3,1.456021,55.4337
1985-Q4,3.305567,56.31351
1986-Q1,3.542921,57.05745
1986-Q2,3.701307,57.70127
1986-Q3,4.647722,58.01011
1986-Q4,4.661705,58.93868
1987-Q1,5.162007,60.00276
1987-Q2,5.653282,60.96329
1987-Q3,6.716937,61.90661
1987-Q4,6.293418,62.64794
1988-Q1,9.165939,65.50258
1988-Q2,7.934807,65.80061
1988-Q3,7.100694,66.30241
1988-Q4,7.229492,67.17707
1989-Q1,6.418679,69.70698
1989-Q2,4.438585,68.72122
1989-Q3,5.693081,70.07706
1989-Q4,5.185499,70.66053
1990-Q1,2.39931,71.37946
1990-Q2,5.810789,72.71447
1990-Q3,4.48848,73.22246
1990-Q4,6.381066,75.16943
1991-Q1,2.855284,73.41755
1991-Q2,2.948468,74.85843
1991-Q3,3.331831,75.6621
1991-Q4,0.6792434,75.68002
1992-Q1,4.905103,77.01875
1992-Q2,1.939972,76.31066
1992-Q3,0.5082533,76.04666
1992-Q4,0.324157,75.92533
1993-Q1,-2.719594,74.92416
1993-Q2,-1.767723,74.9617
1993-Q3,-0.7410932,75.48309
1993-Q4,-0.2489724,75.7363
1994-Q1,1.426321,75.99281
1994-Q2,2.68916,76.97755
1994-Q3,2.441003,77.32563
1994-Q4,3.325676,78.25504
1995-Q1,3.15694,78.39186
1995-Q2,3.0381,79.3162
1995-Q3,3.01927,79.6603
1995-Q4,2.485424,80.20001
1996-Q1,3.114675,80.83351
1996-Q2,3.135435,81.80311
1996-Q3,4.08324,82.91302
1996-Q4,3.674689,83.14712
1997-Q1,4.554,84.51467
1997-Q2,4.253484,85.28259
1997-Q3,4.196041,86.39208
1997-Q4,4.601245,86.97292
1998-Q1,4.398435,88.23199
1998-Q2,5.047224,89.58699
1998-Q3,4.847648,90.58007
1998-Q4,4.931888,91.26232
1999-Q1,4.809349,92.47538
1999-Q2,3.763055,92.9582
1999-Q3,3.631587,93.86956
1999-Q4,3.447603,94.40869
2000-Q1,4.362613,96.50973
2000-Q2,3.271882,95.99968
2000-Q3,3.767341,97.40594
2000-Q4,3.865424,98.05798
2001-Q1,1.286553,97.75137
2001-Q2,2.809783,98.69707
2001-Q3,1.473783,98.8415
2001-Q4,2.209251,100.2243
2002-Q1,2.712152,100.4025
2002-Q2,1.255985,99.93668
2002-Q3,0.649396,99.48338
2002-Q4,-1.480223,98.74078
2003-Q1,-1.551767,98.84453
2003-Q2,-1.9719,97.96603
2003-Q3,-0.6513824,98.83536
2003-Q4,0.473933,99.20876
2004-Q1,1.274706,100.1045
2004-Q2,2.767451,100.6772
2004-Q3,1.903675,100.7169
2004-Q4,1.219916,100.419
2005-Q1,1.085613,101.1913
2005-Q2,0.881127,101.5643
2005-Q3,0.3654907,101.085
2005-Q4,0.7970923,101.2194
2006-Q1,0.8454857,102.0468
2006-Q2,1.444794,103.0317
2006-Q3,1.810917,102.9155
2006-Q4,2.399582,103.6483
2007-Q1,2.638146,104.739
2007-Q2,2.107496,105.2031
2007-Q3,2.433312,105.4198
2007-Q4,2.846506,106.5986
2008-Q1,1.783361,106.6068
2008-Q2,0.8351482,106.0817
2008-Q3,0.5448064,105.9941
2008-Q4,-1.851532,104.6249
2009-Q1,-4.328947,101.9919
2009-Q2,-3.769342,102.0831
2009-Q3,-2.840185,102.9837
2009-Q4,-1.521659,103.0329
2010-Q1,1.852118,103.8809
2010-Q2,2.323262,104.4548
2010-Q3,1.513466,104.5423
2010-Q4,1.268104,104.3395
2011-Q1,-0.2222332,103.65
2011-Q2,-1.196017,103.2055
2011-Q3,-2.049629,102.3996
2011-Q4,-3.310167,100.8857
2012-Q1,-3.198266,100.335
2012-Q2,-4.091744,98.98255
2012-Q3,-4.428695,97.86462
2012-Q4,-4.527643,96.31792
2013-Q1,-3.604208,96.71874
2013-Q2,-1.546056,97.45222
2013-Q3,-0.5601057,97.31647
2013-Q4,2.143056,98.38206
2014-Q1,1.066875,97.75061
2014-Q2,0.639918,98.07584
2014-Q3,0.8757274,98.1687
2014-Q4,0.5903493,98.96286
2015-Q1,1.892982,99.60101
2015-Q2,1.857358,99.89746
2015-Q3,1.876774,100.0111
2015-Q4,1.543573,100.4904
2016-Q1,1.363934,100.9595
2016-Q2,1.365878,101.2619
2016-Q3,2.439464,102.4508
2016-Q4,2.901011,103.4057
2017-Q1,3.622098,104.6163
2017-Q2,3.834597,105.1449
2017-Q3,3.342896,105.8757
2017-Q4,3.233823,106.7496
2018-Q1,2.781332,107.5261
2018-Q2,3.061833,108.3643
2018-Q3,2.888588,108.934
2018-Q4,2.667707,109.5974
2019-Q1,2.824819,110.5635
2019-Q2,2.605571,111.1878
2019-Q3,2.540925,111.7019
2019-Q4,2.760682,112.623
2020-Q1,-2.634006,107.6512
2020-Q2,-17.94534,91.23476
2020-Q3,-6.338843,104.6213
2020-Q4,-6.849308,104.9091
2021-Q1,-5.327946,101.9156
2021-Q2,16.54299,106.3277
2021-Q3,4.446027,109.2728
2021-Q4,5.80722,111.0014
