country,FRA,FRA
1983-Q1,1.691097,55.75203
1983-Q2,1.025388,55.76693
1983-Q3,1.137738,55.82041
1983-Q4,1.158273,56.16298
1984-Q1,1.149325,56.3928
1984-Q2,1.545949,56.62906
1984-Q3,2.161068,57.02672
1984-Q4,1.464373,56.98541
1985-Q1,1.319198,57.13673
1985-Q2,1.807626,57.6527
1985-Q3,1.62235,57.9519
1985-Q4,2.13074,58.19962
1986-Q1,2.221589,58.40607
1986-Q2,2.430754,59.0541
1986-Q3,2.389816,59.33684
1986-Q4,2.06447,59.40113
1987-Q1,1.854773,59.48937
1987-Q2,2.20586,60.35675
1987-Q3,2.435014,60.7817
1987-Q4,3.796941,61.65656
1988-Q1,4.910653,62.41069
1988-Q2,4.27699,62.9382
1988-Q3,4.884142,63.75037
1988-Q4,4.297194,64.30606
1989-Q1,4.252229,65.06454
1989-Q2,4.603262,65.83541
1989-Q3,4.387041,66.54712
1989-Q4,4.843845,67.42095
1990-Q1,4.060688,67.7066
1990-Q2,3.371043,68.05475
1990-Q3,2.781168,68.3979
1990-Q4,1.442188,68.39329
1991-Q1,1.142789,68.48035
1991-Q2,1.028081,68.7544
1991-Q3,0.7374967,68.90234
1991-Q4,1.43912,69.37755
1992-Q1,2.099357,69.91799
1992-Q2,1.769037,69.9707
1992-Q3,1.501451,69.93687
1992-Q4,0.6146997,69.80401
1993-Q1,-0.8137117,69.34906
1993-Q2,-0.9235826,69.32446
1993-Q3,-0.6976397,69.44897
1993-Q4,-0.2821547,69.60706
1994-Q1,1.042513,70.07204
1994-Q2,2.10517,70.78386
1994-Q3,2.790052,71.38663
1994-Q4,3.507899,72.04881
1995-Q1,3.149973,72.27929
1995-Q2,2.754932,72.7339
1995-Q3,2.053431,72.8525
1995-Q4,1.119481,72.85538
1996-Q1,1.508674,73.36974
1996-Q2,0.9840795,73.44966
1996-Q3,1.337191,73.82668
1996-Q4,1.595579,74.01784
1997-Q1,1.232506,74.27403
1997-Q2,2.135004,75.01781
1997-Q3,2.60796,75.75205
1997-Q4,3.358503,76.50373
1998-Q1,3.965071,77.21905
1998-Q2,3.76207,77.84004
1998-Q3,3.513971,78.41396
1998-Q4,3.173604,78.93166
1999-Q1,3.313785,79.77792
1999-Q2,2.772432,79.9981
1999-Q3,3.136798,80.87364
1999-Q4,3.930687,82.03421
2000-Q1,3.9035,82.89205
2000-Q2,4.689002,83.74921
2000-Q3,4.257339,84.31671
2000-Q4,3.62949,85.01163
2001-Q1,3.080668,85.44569
2001-Q2,2.148019,85.54816
2001-Q3,1.719787,85.76678
2001-Q4,0.8219968,85.71043
2002-Q1,0.8856177,86.20241
2002-Q2,1.186565,86.56325
2002-Q3,1.15966,86.76138
2002-Q4,1.461515,86.9631
2003-Q1,0.991475,87.05708
2003-Q2,0.3573096,86.87254
2003-Q3,0.787688,87.44479
2003-Q4,1.238274,88.03994
2004-Q1,2.122586,88.90494
2004-Q2,2.937669,89.42458
2004-Q3,2.539863,89.66576
2004-Q4,2.608307,90.3363
2005-Q1,1.849007,90.5488
2005-Q2,1.540703,90.80234
2005-Q3,1.815011,91.29321
2005-Q4,1.732667,91.90152
2006-Q1,2.293996,92.62598
2006-Q2,3.061138,93.58192
2006-Q3,2.566517,93.63627
2006-Q4,2.639975,94.3277
2007-Q1,2.591374,95.02627
2007-Q2,2.227392,95.66636
2007-Q3,2.629231,96.09818
2007-Q4,2.080167,96.28987
2008-Q1,1.836523,96.77145
2008-Q2,0.5978193,96.23827
2008-Q3,-0.04781515,96.05223
2008-Q4,-1.734698,94.61954
2009-Q1,-3.871258,93.02518
2009-Q2,-3.367983,92.99699
2009-Q3,-3.024984,93.14667
2009-Q4,-0.8524379,93.81297
2010-Q1,1.216055,94.15642
2010-Q2,1.728903,94.60481
2010-Q3,2.184914,95.18184
2010-Q4,2.156567,95.8361
2011-Q1,2.84552,96.83566
2011-Q2,2.253804,96.73702
2011-Q3,2.132531,97.21162
2011-Q4,1.63043,97.39864
2012-Q1,0.6084827,97.42488
2012-Q2,0.5585601,97.27735
2012-Q3,0.2930887,97.49654
2012-Q4,-0.004742234,97.39402
2013-Q1,0.04034535,97.46419
2013-Q2,0.8597929,98.11374
2013-Q3,0.525331,98.00872
2013-Q4,1.303439,98.6635
2014-Q1,1.239119,98.67188
2014-Q2,0.6564856,98.75784
2014-Q3,1.334224,99.31638
2014-Q4,0.6319383,99.28699
2015-Q1,1.153457,99.81002
2015-Q2,1.17662,99.91985
2015-Q3,0.829208,100.1399
2015-Q4,1.065799,100.3452
2016-Q1,1.169582,100.9774
2016-Q2,0.7538483,100.6731
2016-Q3,0.8088822,100.9499
2016-Q4,1.204111,101.5535
2017-Q1,1.321132,102.3114
2017-Q2,2.437502,103.127
2017-Q3,3.005606,103.9841
2017-Q4,3.025108,104.6256
2018-Q1,2.334026,104.6994
2018-Q2,1.980459,105.1694
2018-Q3,1.503982,105.548
2018-Q4,1.486424,106.1807
2019-Q1,2.112414,106.9111
2019-Q2,2.363457,107.655
2019-Q3,1.977381,107.6351
2019-Q4,1.087676,107.3356
2020-Q1,-5.173989,101.3795
2020-Q2,-18.54508,87.69031
2020-Q3,-3.637427,103.7199
2020-Q4,-4.228867,102.7966
2021-Q1,1.474335,102.8742
2021-Q2,18.61318,104.0123
2021-Q3,3.577475,107.4305
2021-Q4,5.100803,108.04
2022-Q1,4.809175,107.8216
2022-Q2,4.162492,108.3418
2022-Q3,1.024526,108.5311
