country,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU
1968-04,101.0002,,101.1122,100.9325,9.339546,37.7191,97.89742,97.52026,37.30422
1968-05,101.4189,,101.4256,101.1955,9.200542,37.97299,97.96661,97.59935,37.43925
1968-06,101.8444,,101.7494,101.4673,8.993235,38.23308,98.0876,97.73765,37.57573
1968-07,102.2565,,102.0704,101.7367,8.742793,38.49444,98.25181,97.92535,37.71362
1968-08,102.6255,,102.3514,101.9726,8.445169,38.74296,98.44376,98.14475,37.85287
1968-09,102.8515,,102.5747,102.16,8.123899,38.97165,98.6512,98.38187,37.99344
1968-10,102.9437,,102.7455,102.3034,7.824548,39.18228,98.87294,98.63533,38.13526
1968-11,102.9894,,102.896,102.4297,7.601536,39.38681,99.11211,98.90871,38.27827
1968-12,103.0621,,103.0377,102.5486,7.468916,39.58957,99.36812,99.20135,38.4224
1969-01,103.176,,103.1714,102.6608,7.401853,39.79069,99.62695,99.49722,38.56757
1969-02,103.33,,103.3573,102.8168,7.395154,40.01344,99.87125,99.77647,38.71371
1969-03,103.5117,,103.5186,102.9522,7.334332,40.2281,100.0899,100.0264,38.86074
1969-04,103.6211,,103.6375,103.052,7.186943,40.42752,100.2886,100.2535,39.00858
1969-05,103.6029,,103.6801,103.0878,6.930411,40.59816,100.4767,100.4686,39.15714
1969-06,103.5706,,103.6155,103.0336,6.54912,40.72747,100.6567,100.6743,39.30634
1969-07,103.5908,,103.4331,102.8805,6.041142,40.81067,100.8125,100.8523,39.4561
1969-08,103.677,,103.1484,102.6415,5.466996,40.85329,100.9177,100.9726,39.60633
1969-09,103.6903,,102.7824,102.3343,4.869281,40.86316,100.9453,101.0041,39.75696
1969-10,103.5664,,102.3601,101.9799,4.268226,40.84977,100.8808,100.9305,39.90789
1969-11,103.3412,,101.9131,101.6047,3.663079,40.82544,100.7288,100.7567,40.05906
1969-12,103.0788,,101.4653,101.2289,3.065516,40.79961,100.5255,100.5243,40.21039
1970-01,102.7834,,101.0695,100.8967,2.527168,40.7935,100.3569,100.3316,40.36181
1970-02,102.4664,,100.7546,100.6324,2.017715,40.81897,100.3162,100.2851,40.51324
1970-03,102.0899,,100.5173,100.4332,1.608335,40.87498,100.4588,100.448,40.66462
1970-04,101.7275,,100.3485,100.2915,1.30685,40.95813,100.748,100.7787,40.81587
1970-05,101.4338,,100.2381,100.1989,1.136456,41.06445,101.1043,101.1859,40.96691
1970-06,101.2935,,100.1631,100.1359,1.106756,41.18474,101.4411,101.5709,41.11766
1970-07,101.207,,100.1115,100.0926,1.221562,41.31409,101.6978,101.8644,41.26806
1970-08,100.993,,100.0641,100.0528,1.44211,41.44459,101.8323,102.018,41.41803
1970-09,100.63,,100.0042,100.0026,1.729192,41.56927,101.8189,102.0027,41.5675
1970-10,100.2362,,99.9379,99.94688,2.064242,41.69053,101.6557,101.8162,41.71644
1970-11,100.0025,,99.87739,99.8961,2.428969,41.81344,101.3604,101.4787,41.86477
1970-12,99.96118,,99.81796,99.84621,2.795217,41.93599,100.9766,101.0399,42.01247
1971-01,99.94656,,99.73849,99.77952,3.088309,42.04923,100.589,100.5969,42.15948
1971-02,99.94922,,99.62864,99.68732,3.267465,42.14869,100.2874,100.2522,42.30579
1971-03,99.77898,,99.47143,99.55537,3.317554,42.22697,100.1315,100.074,42.45136
1971-04,99.56987,,99.26085,99.37862,3.240939,42.28129,100.1114,100.051,42.59614
1971-05,99.40289,,99.01283,99.17046,3.064385,42.31819,100.1812,100.1308,42.7401
1971-06,99.20207,,98.734,98.93643,2.818306,42.34031,100.2824,100.2464,42.88321
1971-07,98.82297,,98.43678,98.68697,2.528201,42.35283,100.3602,100.3354,43.02541
1971-08,98.37066,,98.1571,98.45224,2.251076,42.37117,100.3719,100.3487,43.16668
1971-09,98.03141,,97.97294,98.29766,2.084608,42.42912,100.2962,100.2622,43.30698
1971-10,97.97751,,97.9405,98.27043,2.080917,42.55149,100.148,100.0928,43.44627
1971-11,98.19888,,98.07915,98.38681,2.247778,42.74733,99.96123,99.87931,43.58453
1971-12,98.55701,,98.37392,98.63422,2.574634,43.01077,99.77734,99.66912,43.72171
1972-01,98.91524,,98.7811,98.97597,3.037986,43.32322,99.63688,99.50856,43.8578
1972-02,99.17103,,99.24587,99.36606,3.592098,43.66099,99.57521,99.43806,43.99275
1972-03,99.328,,99.73743,99.77863,4.223375,44.01067,99.61556,99.4842,44.12653
1972-04,99.39603,,100.2244,100.1874,4.90676,44.35843,99.75664,99.64545,44.25911
1972-05,99.46873,,100.6889,100.5773,5.608302,44.69625,99.98458,99.906,44.39043
1972-06,99.61677,,101.1314,100.9486,6.322136,45.02414,100.2777,100.2411,44.52045
1972-07,99.77647,,101.543,101.2941,7.026584,45.33808,100.6049,100.615,44.64914
1972-08,99.99213,,101.9189,101.6096,7.677558,45.63567,100.9346,100.992,44.77645
1972-09,100.2564,,102.2544,101.8912,8.183813,45.91461,101.242,101.3433,44.90233
1972-10,100.5676,,102.5465,102.1363,8.478058,46.17333,101.5153,101.6557,45.02674
1972-11,100.9002,,102.7909,102.3414,8.533131,46.40974,101.7495,101.9234,45.14966
1972-12,101.2451,,102.9569,102.4807,8.333997,46.60966,101.9415,102.1428,45.27106
1973-01,101.5503,103.7146,102.987,102.5061,7.871685,46.74675,102.0887,102.3112,45.39091
1973-02,101.6886,102.9846,102.6612,102.2326,6.981791,46.72028,102.1878,102.4244,45.5092
1973-03,101.7007,102.2026,102.1945,101.8409,5.926517,46.62717,102.2362,102.4797,45.62592
1973-04,101.6947,101.4199,101.6372,101.3731,4.793549,46.48994,102.2377,102.4815,45.74109
1973-05,101.6,100.8061,101.0273,100.8613,3.641202,46.32578,102.1985,102.4366,45.8547
1973-06,101.3691,100.4739,100.4136,100.3462,2.518337,46.15692,102.1262,102.354,45.96678
1973-07,101.072,100.3261,99.85052,99.87355,1.487535,46.00849,102.033,102.2475,46.07737
1973-08,100.6972,100.1962,99.37822,99.47713,0.5921497,45.89931,101.9315,102.1315,46.18649
1973-09,100.2143,99.99638,99.00556,99.16436,-0.1568059,45.83383,101.8335,102.0195,46.29419
1973-10,99.67553,99.65529,98.73767,98.93951,-0.7536044,45.81482,101.7487,101.9225,46.40054
1973-11,99.34676,99.12663,98.59364,98.81863,-1.177327,45.85155,101.6823,101.8466,46.50559
1973-12,99.30875,98.53839,98.5793,98.80659,-1.394672,45.94724,101.6319,101.7889,46.60941
1974-01,99.35559,98.14666,98.68223,98.89297,-1.364936,46.09652,101.5826,101.7327,46.71208
1974-02,99.34564,98.15717,98.8505,99.03422,-0.9287794,46.27556,101.5152,101.6556,46.81368
1974-03,99.23331,98.35051,99.01957,99.17612,-0.3512379,46.45433,101.4128,101.5385,46.9143
1974-04,99.0004,98.64649,99.12897,99.26794,0.2620761,46.60453,101.2702,101.3755,47.01403
1974-05,98.68996,98.91086,99.13176,99.27028,0.8284305,46.70393,101.0856,101.1646,47.11298
1974-06,98.36603,99.04258,98.99681,99.15701,1.267901,46.73765,100.8561,100.9022,47.21127
1974-07,97.99379,99.09278,98.72948,98.93265,1.528723,46.70793,100.5754,100.5814,47.30899
1974-08,97.49041,99.13307,98.34836,98.61276,1.585839,46.6233,100.2375,100.1951,47.40628
1974-09,96.98001,99.20528,97.90759,98.24281,1.483117,46.50929,99.84354,99.74478,47.50325
1974-10,96.55496,99.28118,97.49063,97.89285,1.300148,46.40557,99.4131,99.25277,47.60003
1974-11,96.23885,99.38198,97.15333,97.60975,1.075248,46.33897,98.97253,98.74918,47.69674
1974-12,96.05983,99.50238,96.93311,97.42491,0.8419208,46.32773,98.54669,98.26241,47.79351
1975-01,96.05367,99.70142,96.86798,97.37025,0.6529627,46.39052,98.15153,97.81072,47.89045
1975-02,96.09112,99.98206,96.95393,97.44239,0.5570255,46.52595,97.80046,97.40942,47.98769
1975-03,96.15724,100.2839,97.17043,97.62411,0.5977047,46.72471,97.50841,97.0756,48.08532
1975-04,96.27525,100.5856,97.49778,97.89885,0.8150848,46.97779,97.2928,96.82914,48.18344
1975-05,96.47906,100.7952,97.9068,98.24215,1.226495,47.27151,97.17198,96.69104,48.28216
1975-06,96.77386,100.8308,98.39014,98.64783,1.857233,47.60266,97.15827,96.67537,48.38153
1975-07,97.16674,100.7955,98.91882,99.09155,2.675578,47.95745,97.24419,96.77357,48.48162
1975-08,97.60632,100.7489,99.47502,99.55839,3.648434,48.32745,97.41288,96.9664,48.5825
1975-09,98.0589,100.7433,100.0389,100.0317,4.702653,48.70313,97.64109,97.22726,48.68419
1975-10,98.45914,100.87,100.5687,100.4763,5.707428,49.06416,97.89603,97.51866,48.78673
1975-11,98.84371,101.2647,101.0279,100.8617,6.56218,49.39267,98.14581,97.80418,48.89013
1975-12,99.18552,101.7894,101.3954,101.1702,7.199543,49.67808,98.368,98.05817,48.99441
1976-01,99.43937,102.2129,101.6644,101.396,7.566389,49.91679,98.55852,98.27593,49.09956
1976-02,99.63036,102.4518,101.8309,101.5357,7.660352,50.1065,98.72105,98.46172,49.20559
1976-03,99.71729,102.5315,101.9153,101.6065,7.52536,50.25695,98.85868,98.61903,49.31248
1976-04,99.75337,102.5379,101.9514,101.6368,7.219999,50.38459,98.96713,98.743,49.42022
1976-05,99.76064,102.5383,101.9543,101.6393,6.794086,50.49673,99.04207,98.82866,49.52878
1976-06,99.73248,102.5749,101.9181,101.6089,6.251539,50.59027,99.08824,98.88143,49.63814
1976-07,99.62645,102.664,101.838,101.5417,5.620806,50.66265,99.1309,98.9302,49.74828
1976-08,99.50961,102.76,101.7071,101.4318,4.915628,50.7103,99.19941,99.00851,49.85914
1976-09,99.39141,102.8579,101.5128,101.2687,4.145178,50.72665,99.31105,99.13612,49.9707
1976-10,99.262,102.8966,101.2646,101.0604,3.362941,50.71626,99.45283,99.29818,50.08292
1976-11,99.13188,102.8536,100.9763,100.8185,2.618771,50.68581,99.59767,99.46375,50.19574
1976-12,99.00539,102.7057,100.6575,100.5509,1.941195,50.63989,99.71828,99.60162,50.3091
1977-01,98.85492,102.472,100.3336,100.279,1.359857,50.59118,99.80075,99.69588,50.42297
1977-02,98.74736,102.1703,100.0418,100.0341,0.9135076,50.5584,99.83961,99.7403,50.53727
1977-03,98.6816,101.8595,99.7835,99.81729,0.5814633,50.54229,99.83565,99.73576,50.65195
1977-04,98.57886,101.5572,99.57256,99.64025,0.3434151,50.54996,99.79659,99.69111,50.76696
1977-05,98.42696,101.3595,99.42165,99.51359,0.1967774,50.58796,99.73498,99.6207,50.88224
1977-06,98.30456,101.3598,99.33166,99.43806,0.148142,50.65688,99.6686,99.54482,50.99771
1977-07,98.25989,101.4633,99.30287,99.41389,0.2024494,50.75701,99.62234,99.49194,51.11334
1977-08,98.27721,101.5781,99.32841,99.43533,0.3597541,50.88498,99.61824,99.48726,51.22903
1977-09,98.32154,101.7036,99.38265,99.48086,0.6074285,51.02777,99.66415,99.53973,51.34475
1977-10,98.35997,101.8156,99.43673,99.52625,0.907766,51.17053,99.73924,99.62556,51.46039
1977-11,98.3959,101.9323,99.46478,99.54978,1.221659,51.29985,99.81235,99.70913,51.57589
1977-12,98.46928,102.0026,99.4632,99.54847,1.536401,51.4137,99.85795,99.76125,51.69118
1978-01,98.54218,101.9806,99.44652,99.53446,1.841261,51.51944,99.87239,99.77776,51.80617
1978-02,98.58127,101.9475,99.45138,99.53854,2.135844,51.63594,99.86527,99.76963,51.92079
1978-03,98.64088,101.9414,99.52441,99.59984,2.466022,51.78748,99.85309,99.75571,52.03496
1978-04,98.74534,101.9908,99.69064,99.73936,2.843116,51.98726,99.85442,99.75723,52.14859
1978-05,98.90794,102.1206,99.95119,99.95804,3.25492,52.23609,99.88535,99.79259,52.2616
1978-06,99.105,102.3029,100.2891,100.2416,3.682398,52.52532,99.95398,99.87103,52.37391
1978-07,99.26917,102.5185,100.6632,100.5556,4.082173,52.8335,100.0529,99.98408,52.48543
1978-08,99.44405,102.7661,101.0382,100.8704,4.424478,53.14214,100.168,100.1157,52.59607
1978-09,99.58143,103.0391,101.3713,101.15,4.691503,53.42851,100.2856,100.25,52.70574
1978-10,99.75667,103.2687,101.6483,101.3825,4.898856,53.68489,100.3974,100.3779,52.81435
1978-11,99.87547,103.435,101.8764,101.5739,5.081209,53.91483,100.5043,100.5,52.92182
1978-12,99.96753,103.5286,102.0665,101.7335,5.253802,54.12389,100.6192,100.6314,53.02805
1979-01,100.1463,103.5763,102.2397,101.8789,5.422981,54.323,100.7715,100.8055,53.13295
1979-02,100.3612,103.547,102.4057,102.0181,5.560054,54.51715,100.9883,101.0533,53.23646
1979-03,100.6086,103.4963,102.5402,102.131,5.591033,54.69336,101.2742,101.3801,53.33848
1979-04,100.8738,103.4036,102.6041,102.1847,5.449832,54.83053,101.585,101.7354,53.43894
1979-05,101.0385,103.2229,102.5725,102.1581,5.111087,54.91499,101.8603,102.05,53.53775
1979-06,101.0068,102.976,102.4418,102.0485,4.591516,54.94453,102.0538,102.2712,53.63485
1979-07,100.8533,102.7408,102.2262,101.8675,3.950711,54.92635,102.1673,102.401,53.73019
1979-08,100.6202,102.5152,101.9514,101.6368,3.252508,54.87402,102.2253,102.4673,53.82371
1979-09,100.4708,102.2607,101.6539,101.3872,2.577644,54.80709,102.2557,102.502,53.91537
1979-10,100.3365,101.9366,101.3608,101.1412,1.966356,54.74006,102.274,102.5229,54.00515
1979-11,100.2618,101.5625,101.0851,100.9097,1.423093,54.67997,102.2835,102.5338,54.09302
1979-12,100.2659,101.1588,100.8428,100.7064,0.9520479,54.63562,102.2761,102.5254,54.17898
1980-01,100.2609,100.7384,100.616,100.5161,0.5140308,54.59731,102.2347,102.478,54.26303
1980-02,100.1654,100.5179,100.3733,100.3123,0.06834058,54.54805,102.1402,102.37,54.34517
1980-03,99.90942,100.3803,100.0874,100.0723,-0.3886234,54.47298,101.982,102.1891,54.42543
1980-04,99.49113,100.2868,99.76032,99.79784,-0.8172392,54.3732,101.772,101.9491,54.50384
1980-05,98.9983,100.2227,99.42406,99.51561,-1.162748,54.26608,101.5325,101.6754,54.58043
1980-06,98.63632,100.0997,99.12441,99.26411,-1.377197,54.17672,101.2882,101.3961,54.65527
1980-07,98.36167,100.0113,98.89758,99.07372,-1.438196,54.12507,101.0602,101.1355,54.72841
1980-08,98.20521,99.9725,98.74149,98.94272,-1.371639,54.11025,100.8669,100.9146,54.79991
1980-09,97.99937,99.81673,98.62733,98.84691,-1.240384,54.11667,100.7233,100.7504,54.86985
1980-10,97.7691,99.42618,98.52643,98.76221,-1.098485,54.12873,100.638,100.6529,54.93829
1980-11,97.62466,98.88759,98.43522,98.68566,-0.9619732,54.1446,100.6133,100.6247,55.00531
1980-12,97.52298,98.49949,98.3633,98.6253,-0.8369816,54.16964,100.6404,100.6557,55.07099
1981-01,97.568,98.16092,98.30087,98.5729,-0.7156658,54.19858,100.6905,100.7129,55.13541
1981-02,97.64346,97.7595,98.23667,98.51901,-0.5784731,54.22531,100.7303,100.7584,55.19865
1981-03,97.68089,97.31836,98.1623,98.4566,-0.4064923,54.24527,100.7361,100.765,55.2608
1981-04,97.66261,97.01425,98.09029,98.39616,-0.1884941,54.26546,100.7085,100.7335,55.32195
1981-05,97.66297,96.8521,98.02483,98.34122,0.04877061,54.28831,100.6597,100.6777,55.38221
1981-06,97.71065,96.5858,97.99062,98.3125,0.2845806,54.32762,100.6027,100.6125,55.44166
1981-07,97.78826,96.26368,97.9999,98.32029,0.4946289,54.39035,100.5433,100.5447,55.50041
1981-08,97.82343,95.91983,98.04036,98.35425,0.6678006,54.46983,100.4828,100.4755,55.55858
1981-09,97.80693,95.89626,98.11211,98.41447,0.8329958,54.56629,100.4206,100.4044,55.61626
1981-10,97.7188,96.03677,98.19083,98.48054,0.9943789,54.66633,100.3581,100.333,55.67356
1981-11,97.66211,96.09395,98.24765,98.52824,1.126078,54.75402,100.2948,100.2606,55.73061
1981-12,97.63807,96.16348,98.27147,98.54822,1.206789,54.82322,100.2244,100.1802,55.78752
1982-01,97.68127,96.24375,98.25546,98.53478,1.239433,54.87017,100.1316,100.0741,55.8444
1982-02,97.68795,96.35792,98.19685,98.4856,1.232694,54.89338,99.99836,99.92176,55.90136
1982-03,97.56856,96.66531,98.07254,98.38126,1.171463,54.87996,99.81216,99.70891,55.95853
1982-04,97.35829,96.96397,97.87081,98.21194,1.030727,54.82335,99.577,99.44011,56.01603
1982-05,97.10207,97.14985,97.61733,97.9992,0.8323585,54.73792,99.30726,99.13178,56.07397
1982-06,96.79162,97.10979,97.35268,97.77707,0.5928301,54.64647,99.02513,98.8093,56.13247
1982-07,96.46578,96.72734,97.12394,97.58508,0.3481648,54.57555,98.76048,98.50678,56.19165
1982-08,96.28651,96.30605,97.00861,97.48829,0.190678,54.56891,98.54405,98.25939,56.25162
1982-09,96.31723,95.99371,97.06393,97.53471,0.1789393,54.6591,98.39958,98.09425,56.31248
1982-10,96.58488,96.01199,97.32061,97.75015,0.3688095,54.86383,98.33249,98.01756,56.37432
1982-11,97.0492,96.20215,97.75245,98.1126,0.7623395,55.16879,98.33868,98.02465,56.43724
1982-12,97.64805,96.58173,98.29273,98.56607,1.302555,55.53669,98.40758,98.10339,56.50132
1983-01,98.18481,97.34609,98.85925,99.04155,1.91273,55.92133,98.51953,98.23136,56.56662
1983-02,98.62874,98.29707,99.37766,99.47667,2.520317,56.28075,98.65241,98.38326,56.6332
1983-03,98.89114,99.22864,99.81384,99.84277,3.115093,56.59558,98.7849,98.53471,56.70113
1983-04,98.96766,99.74243,100.1402,100.1167,3.681924,56.85003,98.89817,98.66417,56.77045
1983-05,98.98885,99.84945,100.3797,100.3177,4.218361,57.05704,98.98065,98.75846,56.84121
1983-06,99.02642,99.83953,100.5513,100.4617,4.700879,57.22719,99.03411,98.81956,56.91344
1983-07,99.15065,99.79104,100.6912,100.5791,5.116084,57.38107,99.08157,98.87381,56.98717
1983-08,99.31422,99.77245,100.8328,100.698,5.413814,57.53768,99.15136,98.95358,57.06245
1983-09,99.46244,99.69917,100.9731,100.8158,5.527506,57.69534,99.26132,99.07928,57.13929
1983-10,99.60418,99.73546,101.11,100.9306,5.421443,57.85283,99.40125,99.23922,57.21772
1983-11,99.74217,99.98437,101.2389,101.0388,5.121276,58.0076,99.54508,99.40363,57.29774
1983-12,99.8485,100.2598,101.3243,101.1106,4.665143,58.13929,99.6607,99.53578,57.37938
1984-01,99.92239,100.4127,101.3322,101.1172,4.108016,58.22817,99.71935,99.60283,57.46264
1984-02,99.92256,100.2468,101.2463,101.0451,3.51226,58.26475,99.70613,99.58772,57.54752
1984-03,99.88915,99.94148,101.084,100.9088,2.929871,58.25875,99.6342,99.5055,57.63403
1984-04,99.90479,99.64183,100.8961,100.7511,2.438618,58.23944,99.56368,99.4249,57.72219
1984-05,99.97215,99.38127,100.7284,100.6103,2.058458,58.23309,99.56427,99.42556,57.812
1984-06,100.0369,99.18935,100.6124,100.513,1.800503,58.25805,99.67796,99.55553,57.90346
1984-07,100.0379,99.35231,100.5699,100.4774,1.649091,58.32713,99.87631,99.78225,57.99658
