country,ISL,ISL,ISL,ISL,ISL,ISL,ISL
1963-09,,,,,99.97899,99.94675,16.56883
1963-10,,,,,100.0847,100.1919,16.66879
1963-11,,,,,100.1912,100.4389,16.76864
1963-12,,,,,100.2968,100.6838,16.8683
1964-01,,,,,100.3996,100.9223,16.96768
1964-02,,,,,100.4976,101.1496,17.0667
1964-03,,,,,100.5885,101.3605,17.16528
1964-04,,,,,100.6701,101.5498,17.26331
1964-05,,,,,100.7403,101.7126,17.36072
1964-06,,,,,100.7976,101.8454,17.45742
1964-07,,,,,100.8415,101.9473,17.55333
1964-08,,,,,100.8726,102.0194,17.64836
1964-09,,,,,100.8924,102.0653,17.74243
1964-10,,,,,100.9036,102.0913,17.83546
1964-11,,,,,100.9099,102.1058,17.92736
1964-12,,,,,100.9153,102.1185,18.01807
1965-01,,,,,100.9245,102.1398,18.10751
1965-02,,,,,100.9422,102.1807,18.1956
1965-03,,,,,100.9732,102.2526,18.28227
1965-04,,,,,101.0224,102.3667,18.36746
1965-05,,,,,101.0941,102.5331,18.45109
1965-06,,,,,101.1917,102.7594,18.53312
1965-07,,,,,101.3165,103.049,18.61347
1965-08,,,,,101.4683,103.4011,18.69209
1965-09,,,,,101.6451,103.811,18.76892
1965-10,,,,,101.8423,104.2685,18.84392
1965-11,,,,,102.0541,104.7597,18.91704
1965-12,,,,,102.2732,105.2679,18.98825
1966-01,,,,,102.4916,105.7744,19.05751
1966-02,,,,,102.7003,106.2585,19.1248
1966-03,,,,,102.89,106.6985,19.1901
1966-04,,,,,103.0511,107.0722,19.25342
1966-05,,,,,103.1747,107.3589,19.31474
1966-06,,,,,103.2537,107.5421,19.37411
1966-07,,,,,103.2847,107.6141,19.43152
1966-08,,,,,103.2673,107.5736,19.48705
1966-09,,,,,103.2036,107.4259,19.54072
1966-10,,,,,103.0995,107.1844,19.59261
1966-11,,,,,102.9618,106.8651,19.64281
1966-12,,,,,102.7972,106.4834,19.69139
1967-01,,,,,102.6111,106.0516,19.73847
1967-02,,,,,102.4069,105.5781,19.78414
1967-03,,,,,102.1865,105.0667,19.82854
1967-04,,,,,101.9498,104.5177,19.8718
1967-05,,,,,101.6958,103.9287,19.91404
1967-06,,,,,101.4233,103.2967,19.95543
1967-07,,,,,101.132,102.6211,19.99611
1967-08,,,,,100.8226,101.9033,20.03625
1967-09,,,,,100.4968,101.1477,20.076
1967-10,,,,,100.1585,100.363,20.11556
1967-11,,,,,99.81266,99.56097,20.15508
1967-12,,,,,99.46531,98.75533,20.19474
1968-01,,,,,99.12297,97.96132,20.23473
1968-02,,,,,98.79272,97.19534,20.27522
1968-03,,,,,98.48191,96.47446,20.31638
1968-04,,,,,98.19785,95.81561,20.35839
1968-05,,,,,97.9472,95.23427,20.40142
1968-06,,,,,97.73502,94.74213,20.44563
1968-07,,,,,97.56331,94.34386,20.49118
1968-08,,,,,97.43176,94.03873,20.53822
1968-09,,,,,97.33775,93.8207,20.58688
1968-10,,,,,97.27581,93.67705,20.63731
1968-11,,,,,97.23922,93.59218,20.68962
1968-12,,,,,97.22108,93.55013,20.74393
1969-01,,,,,97.21503,93.53607,20.80035
1969-02,,,,,97.21554,93.53725,20.85897
1969-03,,,,,97.21811,93.54321,20.91989
1969-04,,,,,97.21923,93.54581,20.98318
1969-05,,,,,97.21624,93.53888,21.04892
1969-06,,,,,97.20716,93.51782,21.11717
1969-07,,,,,97.19051,93.47919,21.18798
1969-08,,,,,97.16591,93.42214,21.26141
1969-09,,,,,97.13484,93.35009,21.33747
1969-10,,,,,97.10132,93.27234,21.41621
1969-11,,,,,97.07346,93.20773,21.49764
1969-12,,,,,97.06506,93.18825,21.58177
1970-01,,,,,97.09698,93.26228,21.66859
1970-02,,,,,97.18983,93.47762,21.7581
1970-03,,,,,97.356,93.86303,21.85028
1970-04,,,,,97.59399,94.41503,21.94507
1970-05,,,,,97.89167,95.10547,22.04244
1970-06,,,,,98.23161,95.8939,22.14231
1970-07,,,,,98.59535,96.73756,22.24461
1970-08,,,,,98.96526,97.59551,22.34926
1970-09,,,,,99.32586,98.43189,22.45617
1970-10,,,,,99.66521,99.21899,22.56524
1970-11,,,,,99.97455,99.93645,22.67639
1970-12,,,,,100.2481,100.571,22.7895
1971-01,,,,,100.4834,101.1168,22.90449
1971-02,,,,,100.6801,101.5729,23.02125
1971-03,,,,,100.8393,101.9422,23.13968
1971-04,,,,,100.9638,102.2308,23.25968
1971-05,,,,,101.0566,102.4462,23.38115
1971-06,,,,,101.1214,102.5964,23.504
1971-07,,,,,101.1618,102.6901,23.62814
1971-08,,,,,101.1814,102.7357,23.75347
1971-09,,,,,101.1836,102.7407,23.8799
1971-10,,,,,101.1716,102.7128,24.00735
1971-11,,,,,101.1483,102.6588,24.13574
1971-12,,,,,101.1165,102.5851,24.26498
1972-01,,,,,101.0789,102.4978,24.395
1972-02,,,,,101.0377,102.4023,24.52572
1972-03,,,,,100.9953,102.304,24.65707
1972-04,,,,,100.9536,102.2073,24.78899
1972-05,,,,,100.9145,102.1164,24.9214
1972-06,,,,,100.8794,102.0351,25.05424
1972-07,,,,,100.8497,101.9663,25.18747
1972-08,,,,,100.8264,101.9123,25.321
1972-09,,,,,100.8105,101.8753,25.45479
1972-10,,,,,100.8023,101.8563,25.58879
1972-11,,,,,100.8023,101.8564,25.72294
1972-12,,,,,100.8108,101.876,25.85719
1973-01,,,,,100.8277,101.9152,25.99151
1973-02,,,,,100.8529,101.9737,26.12584
1973-03,,,,,100.8862,102.0508,26.26015
1973-04,,,,,100.9268,102.1451,26.39439
1973-05,,,,,100.974,102.2546,26.52854
1973-06,,,,,101.0265,102.3763,26.66256
1973-07,,,,,101.0824,102.5059,26.79643
1973-08,,,,,101.1394,102.6381,26.93012
1973-09,,,,,101.1947,102.7664,27.06362
1973-10,,,,,101.2452,102.8836,27.19691
1973-11,,,,,101.2874,102.9813,27.32999
1973-12,,,,,101.3175,103.0513,27.46286
1974-01,,,,,101.3322,103.0854,27.59552
1974-02,,,,,101.328,103.0757,27.72797
1974-03,,,,,101.302,103.0154,27.86025
1974-04,,,,,101.2519,102.8992,27.99237
1974-05,,,,,101.1761,102.7233,28.12436
1974-06,,,,,101.0737,102.4858,28.25628
1974-07,,,,,100.9454,102.1882,28.38815
1974-08,,,,,100.7927,101.8341,28.52004
1974-09,,,,,100.6182,101.4294,28.652
1974-10,,,,,100.4258,100.9831,28.78411
1974-11,,,,,100.22,100.5058,28.91641
1974-12,,,,,100.006,100.0093,29.049
1975-01,,,,,99.78914,99.50642,29.18195
1975-02,,,,,99.57517,99.01014,29.31533
1975-03,,,,,99.36944,98.53297,29.44922
1975-04,,,,,99.17686,98.08633,29.58369
1975-05,,,,,99.00186,97.68041,29.71882
1975-06,,,,,98.84812,97.32384,29.85469
1975-07,,,,,98.71822,97.02255,29.99135
1975-08,,,,,98.61394,96.78067,30.12887
1975-09,,,,,98.53624,96.60047,30.2673
1975-10,,,,,98.48495,96.48151,30.4067
1975-11,,,,,98.45926,96.42191,30.54709
1975-12,,,,,98.4579,96.41877,30.68852
1976-01,,,,,98.47894,96.46757,30.83101
1976-02,,,,,98.52025,96.56337,30.97458
1976-03,,,,,98.57963,96.7011,31.11923
1976-04,,,,,98.65466,96.87512,31.26497
1976-05,,,,,98.74297,97.07995,31.41178
1976-06,,,,,98.84229,97.3103,31.55965
1976-07,,,,,98.95026,97.56072,31.70856
1976-08,,,,,99.06461,97.82594,31.85848
1976-09,,,,,99.18318,98.10097,32.00937
1976-10,,,,,99.30383,98.3808,32.16118
1976-11,,,,,99.4245,98.66068,32.31387
1976-12,,,,,99.54329,98.9362,32.4674
1977-01,,,,,99.65845,99.20329,32.62169
1977-02,,,,,99.76837,99.45825,32.77669
1977-03,,,,,99.87164,99.69778,32.93233
1977-04,,,,,99.96711,99.9192,33.08855
1977-05,,,,,100.0538,100.1202,33.24528
1977-06,,,,,100.1308,100.2988,33.40244
1977-07,,,,,100.1977,100.4539,33.55997
1977-08,,,,,100.254,100.5847,33.7178
1977-09,,,,,100.2997,100.6906,33.87585
1977-10,,,,,100.3348,100.772,34.03406
1977-11,,,,,100.3597,100.8298,34.19234
1977-12,,,,,100.3748,100.8648,34.35064
1978-01,,,,,100.3809,100.8789,34.50887
1978-02,,,,,100.3788,100.874,34.66698
1978-03,,,,,100.3694,100.8523,34.82489
1978-04,,,,,100.3539,100.8163,34.98255
1978-05,,,,,100.3332,100.7683,35.13988
1978-06,,,,,100.3085,100.7111,35.29683
1978-07,,,,,100.281,100.6471,35.45333
1978-08,,,,,100.2517,100.5793,35.60932
1978-09,,,,,100.222,100.5103,35.76474
1978-10,,,,,100.1929,100.443,35.91953
1978-11,,,,,100.1659,100.3803,36.07363
1978-12,,,,,100.1421,100.325,36.22699
1979-01,,,,,100.1227,100.2801,36.37954
1979-02,,,,,100.1089,100.2482,36.53122
1979-03,,,,,100.1019,100.2318,36.68199
1979-04,,,,,100.1024,100.233,36.83178
1979-05,,,,,100.1111,100.2533,36.98053
1979-06,,,,,100.1284,100.2934,37.12819
1979-07,,,,,100.1542,100.3531,37.2747
1979-08,,,,,100.188,100.4315,37.41999
1979-09,,,,,100.2291,100.5267,37.56402
1979-10,,,,,100.2762,100.636,37.70672
1979-11,,,,,100.3279,100.7561,37.84804
1979-12,,,,,100.3827,100.8832,37.98793
1980-01,,,,,100.439,101.0136,38.12632
1980-02,,,,,100.4949,101.1434,38.26317
1980-03,,,,,100.5491,101.269,38.39844
1980-04,,,,,100.6001,101.3874,38.53207
1980-05,,,,,100.647,101.496,38.66403
1980-06,,,,,100.6888,101.5931,38.79427
1980-07,,,,,100.7253,101.6777,38.92277
1980-08,,,,,100.7565,101.7501,39.0495
1980-09,,,,,100.7828,101.811,39.17443
1980-10,,,,,100.8049,101.8624,39.29754
1980-11,,,,,100.8241,101.9069,39.41883
1980-12,,,,,100.8415,101.9472,39.5383
1981-01,,,,,100.8585,101.9867,39.65593
1981-02,,,,,100.8766,102.0286,39.77174
1981-03,,,,,100.8968,102.0754,39.88574
1981-04,,,,,100.92,102.1293,39.99795
1981-05,,,,,100.9467,102.1914,40.10839
1981-06,,,,,100.9768,102.2611,40.21711
1981-07,,,,,101.0094,102.3367,40.32413
1981-08,,,,,101.0429,102.4143,40.42951
1981-09,,,,,101.075,102.4888,40.5333
1981-10,,,,,101.1028,102.5534,40.63557
1981-11,,,,,101.1229,102.6,40.73638
1981-12,,,,,101.1316,102.62,40.83581
1982-01,,,,,101.125,102.6049,40.93396
1982-02,,,,,101.0997,102.5461,41.03091
1982-03,,,,,101.0521,102.4358,41.12679
1982-04,,,,,100.9799,102.2682,41.22169
1982-05,,,,,100.8812,102.0394,41.31575
1982-06,,,,,100.7554,101.7476,41.40911
1982-07,,,,,100.6034,101.3949,41.5019
1982-08,,,,,100.4273,100.9865,41.59428
1982-09,,,,,100.2306,100.5303,41.68639
1982-10,,,,,100.0182,100.0378,41.7784
1982-11,,,,,99.79607,99.52251,41.87048
1982-12,,,,,99.5706,98.99956,41.96279
1983-01,,,,,99.34866,98.48476,42.0555
1983-02,,,,,99.13708,97.99404,42.14878
1983-03,,,,,98.94238,97.54246,42.24277
1983-04,,,,,98.77018,97.14307,42.33766
1983-05,,,,,98.62527,96.80697,42.43357
1983-06,,,,,98.51128,96.54259,42.53066
1983-07,,,,,98.42999,96.35403,42.62905
1983-08,,,,,98.38181,96.24226,42.72887
1983-09,,,,,98.36578,96.20511,42.83022
1983-10,,,,,98.37911,96.23602,42.93319
1983-11,,,,,98.41788,96.32593,43.03788
1983-12,,,,,98.47737,96.46392,43.14436
1984-01,,,,,98.55204,96.63711,43.25268
1984-02,,,,,98.63605,96.83198,43.3629
1984-03,,,,,98.7237,97.03526,43.47504
1984-04,,,,,98.80955,97.23438,43.58916
1984-05,,,,,98.88874,97.41805,43.70525
1984-06,,,,,98.95724,97.57692,43.82334
1984-07,,,,,99.01215,97.70428,43.94342
1984-08,,,,,99.05161,97.79578,44.06551
1984-09,,,,,99.07476,97.8495,44.18956
1984-10,,,,,99.08203,97.86637,44.31559
1984-11,,,,,99.07469,97.84933,44.44356
1984-12,,,,,99.05468,97.80292,44.57343
1985-01,,,,,99.0246,97.73317,44.70518
1985-02,,,,,98.98745,97.64699,44.83874
1985-03,,,,,98.94637,97.55173,44.97408
1985-04,,,,,98.90464,97.45493,45.11112
1985-05,,,,,98.86549,97.36411,45.24979
1985-06,,,,,98.83205,97.28656,45.39001
1985-07,,,,,98.80719,97.2289,45.53169
1985-08,,,,,98.79362,97.19743,45.67472
1985-09,,,,,98.79385,97.19795,45.819
1985-10,,,,,98.80999,97.2354,45.96438
1985-11,,,,,98.84402,97.31432,46.11075
1985-12,,,,,98.8977,97.43882,46.25794
1986-01,,,,,98.97235,97.61198,46.40579
1986-02,,,,,99.06909,97.83635,46.55415
1986-03,,,,,99.18872,98.11382,46.70281
1986-04,,,,,99.33134,98.4446,46.85159
1986-05,,,,,99.49651,98.82771,47.00028
1986-06,,,,,99.68313,99.26054,47.14868
1986-07,,,,,99.88883,99.73765,47.29657
1986-08,,,,,100.1104,100.2515,47.44371
1986-09,,,,,100.3436,100.7925,47.58988
1986-10,,,,,100.5834,101.3487,47.73486
1986-11,,,,,100.8238,101.9063,47.8784
1986-12,,,,,101.0586,102.4507,48.02028
1987-01,,,,,101.2812,102.9672,48.16027
1987-02,,,,,101.4854,103.4408,48.29816
1987-03,,,,,101.6651,103.8574,48.43373
1987-04,,,,,101.8151,104.2053,48.5668
1987-05,,,,,101.9311,104.4744,48.69717
1987-06,,,,,102.0099,104.6571,48.82468
1987-07,,,,,102.0501,104.7505,48.94916
1987-08,,,,,102.0519,104.7545,49.07048
1987-09,,,,,102.0165,104.6725,49.18852
1987-10,,,,,101.9473,104.5121,49.30317
1987-11,,,,,101.8489,104.2837,49.41436
1987-12,,,,,101.7262,103.9992,49.52201
1988-01,,,,,101.5854,103.6727,49.62607
1988-02,,,,,101.4328,103.3187,49.72651
1988-03,,,,,101.2744,102.9513,49.82329
1988-04,,,,,101.116,102.584,49.91642
1988-05,,,,,100.9629,102.2288,50.00589
1988-06,,,,,100.8193,101.8957,50.09172
1988-07,,,,,100.6885,101.5925,50.17393
1988-08,,,,,100.573,101.3245,50.25254
1988-09,,,,,100.4741,101.0951,50.3276
1988-10,,,,,100.3921,100.905,50.39914
1988-11,,,,,100.3266,100.7531,50.4672
1988-12,,,,,100.2766,100.6371,50.53184
1989-01,,,,,100.2406,100.5535,50.59311
1989-02,,,,,100.2166,100.498,50.65107
1989-03,,,,,100.2029,100.4661,50.70576
1989-04,,,,,100.1975,100.4535,50.75727
1989-05,,,,,100.1985,100.4559,50.80564
1989-06,,,,,100.2045,100.4698,50.85096
1989-07,,,,,100.2142,100.4922,50.89328
1989-08,,,,,100.2265,100.5209,50.93269
1989-09,,,,,100.241,100.5545,50.96925
1989-10,,,,,100.2573,100.5922,51.00305
1989-11,,,,,100.2752,100.6338,51.03416
1989-12,,,,,100.295,100.6797,51.06268
1990-01,,,,,100.3169,100.7304,51.08869
1990-02,,,,,100.3411,100.7866,51.11228
1990-03,,,,,100.368,100.8489,51.13354
1990-04,,,,,100.3975,100.9175,51.15258
1990-05,,,,,100.4297,100.9922,51.16949
1990-06,,,,,100.4641,101.0719,51.18438
1990-07,,,,,100.4999,101.155,51.19736
1990-08,,,,,100.536,101.2387,51.20854
1990-09,,,,,100.5709,101.3195,51.21804
1990-10,,,,,100.6026,101.3931,51.22598
1990-11,,,,,100.6291,101.4545,51.23249
1990-12,,,,,100.6479,101.4983,51.2377
1991-01,,,,,100.6569,101.519,51.24175
1991-02,,,,,100.6536,101.5114,51.24479
1991-03,,,,,100.6359,101.4705,51.24696
1991-04,,,,,100.6022,101.3922,51.24842
1991-05,,,,,100.5511,101.2737,51.24934
1991-06,,,,,100.4819,101.1133,51.24989
1991-07,,,,,100.3949,100.9115,51.25023
1991-08,,,,,100.2911,100.6706,51.25055
1991-09,,,,,100.172,100.3944,51.25102
1991-10,,,,,100.0404,100.0892,51.25183
1991-11,,,,,99.89948,99.76235,51.25318
1991-12,,,,,99.75286,99.42228,51.25525
1992-01,,,,,99.60451,99.07818,51.25822
1992-02,,,,,99.4585,98.73954,51.26228
1992-03,,,,,99.31888,98.41571,51.26762
1992-04,,,,,99.18937,98.11533,51.2744
1992-05,,,,,99.07342,97.84639,51.28281
1992-06,,,,,98.97404,97.6159,51.293
1992-07,,,,,98.89347,97.42902,51.30514
1992-08,,,,,98.83342,97.28974,51.31936
1992-09,,,,,98.79508,97.20082,51.3358
1992-10,,,,,98.77877,97.16299,51.35458
1992-11,,,,,98.78437,97.17597,51.37584
1992-12,,,,,98.8114,97.23868,51.39965
1993-01,,,,,98.85879,97.34857,51.42612
1993-02,,,,,98.9252,97.50262,51.45533
1993-03,,,,,99.00919,97.69742,51.48735
1993-04,,,,,99.10889,97.92864,51.52225
1993-05,,,,,99.22225,98.19158,51.56007
1993-06,,,,,99.34705,98.48104,51.60087
1993-07,,,,,99.48057,98.79073,51.64469
1993-08,,,,,99.6198,99.11366,51.69155
1993-09,,,,,99.76142,99.44213,51.7415
1993-10,,,,,99.90171,99.76751,51.79455
1993-11,,,,,100.0366,100.0804,51.85074
1993-12,,,,,100.1619,100.3711,51.91009
1994-01,,,,,100.2733,100.6294,51.97262
1994-02,,,,,100.3663,100.8451,52.03836
1994-03,,,,,100.4367,101.0082,52.10735
1994-04,,,,,100.4804,101.1096,52.17961
1994-05,,,,,100.4939,101.1411,52.2552
1994-06,,,,,100.4746,101.0962,52.33415
1994-07,,,,,100.4208,100.9715,52.41652
1994-08,,,,,100.3327,100.767,52.50237
1994-09,,,,,100.2118,100.4868,52.59175
1994-10,,,,,100.0628,100.1411,52.68475
1994-11,,,,,99.89278,99.7468,52.78143
1994-12,,,,,99.71261,99.32891,52.88188
1995-01,,,,,99.53733,98.92238,52.98617
1995-02,,,,,99.38142,98.56075,53.09439
1995-03,,,,,99.25381,98.26477,53.2066
1995-04,,,,,99.15278,98.03046,53.32288
1995-05,,,,,99.07217,97.84348,53.44326
1995-06,,,,,99.00698,97.69229,53.56782
1995-07,,,,,98.95863,97.58013,53.69658
1995-08,,,,,98.93208,97.51855,53.82957
1995-09,,,,,98.93285,97.52034,53.96685
1995-10,,,,,98.96358,97.59164,54.10841
1995-11,,,,,99.02274,97.72883,54.25428
1995-12,,,,,99.10259,97.91405,54.40443
1996-01,,,,,99.18694,98.1097,54.55886
1996-02,,,,,99.25745,98.27321,54.71752
1996-03,,,,,99.2999,98.37169,54.88038
1996-04,,,,,99.31071,98.39675,55.04741
1996-05,,,,,99.29513,98.36061,55.21857
1996-06,,,,,99.26595,98.29295,55.39381
1996-07,,,,,99.23923,98.23097,55.57311
1996-08,,,,,99.23167,98.21345,55.7564
1996-09,,,,,99.25481,98.26711,55.94363
1996-10,,,,,99.31288,98.40179,56.13472
1996-11,,,,,99.40111,98.60643,56.32958
1996-12,,,,,99.50739,98.85291,56.52811
1997-01,,,,,99.61334,99.09867,56.7302
1997-02,,,,,99.69965,99.29887,56.93573
1997-03,,,,,99.75125,99.41855,57.14457
1997-04,,,,,99.76281,99.44534,57.35661
1997-05,,,,,99.73702,99.38554,57.57172
1997-06,,,,,99.68342,99.26122,57.7898
1997-07,,,,,99.61752,99.10836,58.01071
1997-08,,,,,99.55658,98.96702,58.23434
1997-09,,,,,99.51558,98.87193,58.46055
1997-10,,,,,99.50318,98.84318,58.68921
1997-11,,,,,99.52589,98.89585,58.92016
1997-12,,,,,99.5918,99.04871,59.15326
1998-01,,,,,99.71371,99.33147,59.38833
1998-02,,,,,99.90064,99.76503,59.62521
1998-03,,,,,100.1483,100.3394,59.8637
1998-04,,,,,100.4337,101.0013,60.10362
1998-05,,,,,100.7238,101.6742,60.34474
1998-06,100.804,100.3467,,61.07397,100.9888,102.2889,60.58686
1998-07,100.8988,100.3877,,61.37653,101.2113,102.805,60.82977
1998-08,101.0309,100.4448,,61.70292,101.3837,103.2049,61.07331
1998-09,101.2241,100.5284,,62.06788,101.5021,103.4795,61.3173
1998-10,101.4621,100.6313,,62.4617,101.5602,103.6141,61.56158
1998-11,101.7256,100.7453,,62.87252,101.5523,103.5958,61.80602
1998-12,101.981,100.8557,,63.27969,101.4773,103.4218,62.05047
1999-01,102.1752,100.9397,,63.6499,101.343,103.1104,62.29484
1999-02,102.2938,100.991,,63.97356,101.1642,102.6957,62.53904
1999-03,102.3084,100.9973,,64.23226,100.9611,102.2246,62.78299
1999-04,102.217,100.9578,,64.42395,100.7587,101.7551,63.02665
1999-05,102.0729,100.8955,,64.5815,100.5817,101.3447,63.26997
1999-06,101.9333,100.8351,6.003932,64.74081,100.4499,101.0389,63.51291
1999-07,101.845,100.7969,5.792386,64.93169,100.3728,100.8602,63.75542
1999-08,101.8292,100.7901,5.615879,65.16808,100.3514,100.8104,63.99746
1999-09,101.896,100.819,5.46027,65.45695,100.3779,100.8719,64.23899
1999-10,102.0219,100.8734,5.318463,65.7837,100.4355,101.0057,64.47995
1999-11,102.1889,100.9456,5.192205,66.13699,100.5052,101.1673,64.7203
1999-12,102.368,101.0231,5.086257,66.49825,100.5716,101.3212,64.95999
2000-01,102.528,101.0923,5.023274,66.84721,100.6294,101.4553,65.19899
2000-02,102.6434,101.1422,4.991934,67.16708,100.6793,101.571,65.43729
2000-03,102.7313,101.1802,5.038585,67.46866,100.7244,101.6757,65.67488
2000-04,102.7955,101.208,5.169443,67.75431,100.7665,101.7733,65.91175
2000-05,102.8109,101.2146,5.304594,68.00729,100.8052,101.8629,66.14791
2000-06,102.7759,101.1995,5.383422,68.22608,100.8371,101.9371,66.38337
2000-07,102.7117,101.1717,5.379402,68.42464,100.8557,101.9802,66.61815
2000-08,102.6437,101.1423,5.296426,68.61966,100.8544,101.9771,66.85227
2000-09,102.581,101.1152,5.133632,68.81728,100.8302,101.9211,67.08578
2000-10,102.5165,101.0873,4.908659,69.01279,100.7883,101.8238,67.31874
2000-11,102.4467,101.0571,4.637392,69.20403,100.7376,101.7064,67.55122
2000-12,102.3491,101.0149,4.326995,69.37563,100.6884,101.5922,67.7833
2001-01,102.1872,100.9449,3.972476,69.50269,100.6485,101.4997,68.01508
2001-02,101.9613,100.8472,3.600097,69.58516,100.6221,101.4384,68.24665
2001-03,101.6802,100.7256,3.20155,69.6287,100.6082,101.4061,68.47812
2001-04,101.225,100.5288,2.652142,69.55125,100.5987,101.3841,68.70959
2001-05,100.7505,100.3236,2.134009,69.45856,100.584,101.3501,68.94117
2001-06,100.2827,100.1213,1.674497,69.36852,100.5581,101.2898,69.173
2001-07,99.83212,99.92642,1.262794,69.2887,100.5234,101.2093,69.40521
2001-08,99.42046,99.7484,0.8958324,69.23438,100.484,101.1181,69.63795
2001-09,99.04053,99.58409,0.5575863,69.20099,100.4385,101.0124,69.87139
2001-10,98.67007,99.42388,0.2325793,69.1733,100.3723,100.8589,70.10566
2001-11,98.30628,99.26656,-0.07870942,69.14956,100.2702,100.6222,70.34093
2001-12,97.95635,99.11523,-0.3468138,69.13503,100.1277,100.2918,70.57738
2002-01,97.61257,98.96656,-0.5440935,69.12453,99.9631,99.9099,70.8152
2002-02,97.29597,98.82964,-0.6494215,69.13326,99.80311,99.53883,71.0546
2002-03,97.04531,98.72124,-0.6311747,69.18922,99.66956,99.22905,71.29579
2002-04,96.93179,98.67215,-0.2979833,69.34399,99.56548,98.98766,71.53896
2002-05,96.88256,98.65086,0.126571,69.54648,99.48388,98.79841,71.78431
2002-06,96.85695,98.63979,0.575865,69.768,99.41561,98.64007,72.032
2002-07,96.82009,98.62385,1.003052,69.9837,99.35671,98.50346,72.28221
2002-08,96.76832,98.60146,1.38174,70.19101,99.30519,98.38396,72.53512
2002-09,96.70124,98.57245,1.717761,70.38969,99.25766,98.27372,72.79089
2002-10,96.62882,98.54113,2.043781,70.58705,99.20591,98.15369,73.04969
2002-11,96.55219,98.50799,2.363642,70.784,99.13973,98.0002,73.31165
2002-12,96.48168,98.4775,2.680607,70.98827,99.04981,97.79164,73.57693
2003-01,96.43346,98.45665,3.019743,71.21192,98.93073,97.51545,73.84566
2003-02,96.42124,98.45136,3.373461,71.46545,98.78247,97.17156,74.11795
2003-03,96.46972,98.47233,3.726595,71.76762,98.61216,96.77654,74.39394
2003-04,96.57939,98.51976,4.002439,72.11945,98.43623,96.36849,74.67374
2003-05,96.7286,98.58428,4.254466,72.50531,98.27512,95.99482,74.95747
2003-06,96.89912,98.65803,4.506277,72.91193,98.14825,95.70057,75.2452
2003-07,97.07158,98.7326,4.774325,73.32495,98.06888,95.51647,75.53699
2003-08,97.23418,98.80293,5.049728,73.73547,98.04392,95.4586,75.83287
2003-09,97.3923,98.8713,5.338593,74.14751,98.07304,95.52612,76.13284
2003-10,97.55619,98.94218,5.641005,74.56887,98.14951,95.70348,76.43684
2003-11,97.7271,99.01609,5.956848,75.0005,98.26126,95.96269,76.74483
2003-12,97.90356,99.0924,6.272832,75.44124,98.39394,96.27041,77.05669
2004-01,98.08016,99.16878,6.564847,75.88687,98.53326,96.59355,77.3723
2004-02,98.24014,99.23796,6.798813,76.32425,98.66777,96.90554,77.69151
2004-03,98.36439,99.29169,6.92586,76.73815,98.79142,97.19232,78.01416
2004-04,98.45592,99.33128,6.948182,77.13044,98.90615,97.45844,78.34007
