country,NLD,NLD
2013-02,99.46857,97.68623
2013-03,99.48246,97.87907
2013-04,99.45667,98.22536
2013-05,99.49264,98.40154
2013-06,99.58612,98.34554
2013-07,99.7761,98.3119
2013-08,100.0204,98.46533
2013-09,100.1597,98.74084
2013-10,100.2429,99.18178
2013-11,100.2336,99.6931
2013-12,100.2046,100.0774
2014-01,100.2233,100.4051
2014-02,100.2734,100.6445
2014-03,100.3286,100.7823
2014-04,100.3022,100.7863
2014-05,100.2694,100.7568
2014-06,100.2622,100.6912
2014-07,100.3029,100.5569
2014-08,100.3797,100.3713
2014-09,100.4839,100.2642
2014-10,100.6091,100.2582
2014-11,100.648,100.2318
2014-12,100.6205,100.243
2015-01,100.5425,100.3536
2015-02,100.5154,100.4879
2015-03,100.5731,100.6974
2015-04,100.678,100.8249
2015-05,100.7713,100.9304
2015-06,100.822,101.0047
2015-07,100.8413,101.037
2015-08,100.8779,101.0571
2015-09,100.8917,101.0299
2015-10,100.8546,100.9947
2015-11,100.8147,100.9911
2015-12,100.7327,100.9065
2016-01,100.6916,100.7541
2016-02,100.6856,100.5265
2016-03,100.7386,100.4202
2016-04,100.8176,100.4706
2016-05,100.9031,100.5576
2016-06,100.9557,100.6436
2016-07,100.8932,100.629
2016-08,100.7834,100.6998
2016-09,100.7836,100.9376
2016-10,100.8509,101.2053
2016-11,100.9409,101.3426
2016-12,101.0494,101.3903
2017-01,101.1522,101.4523
2017-02,101.2358,101.5183
2017-03,101.3021,101.5749
2017-04,101.3153,101.5544
2017-05,101.2903,101.4512
2017-06,101.2939,101.4728
2017-07,101.2708,101.5648
2017-08,101.3006,101.6059
2017-09,101.4218,101.605
2017-10,101.555,101.6459
2017-11,101.6745,101.6135
2017-12,101.7216,101.5859
2018-01,101.7616,101.5499
2018-02,101.7678,101.4853
2018-03,101.7043,101.4884
2018-04,101.6126,101.4607
2018-05,101.5515,101.3947
2018-06,101.4274,101.4015
2018-07,101.2864,101.4014
2018-08,101.2227,101.2903
2018-09,101.2114,101.1421
2018-10,101.2499,100.9297
2018-11,101.3069,100.6586
2018-12,101.2997,100.3194
2019-01,101.2526,100.0143
2019-02,101.2272,99.87709
2019-03,101.2,99.84393
2019-04,101.1341,99.89127
2019-05,100.991,99.95362
2019-06,100.8428,100.0641
2019-07,100.7997,100.104
2019-08,100.8041,100.0683
2019-09,100.7967,100.0692
2019-10,100.8048,100.1402
2019-11,100.8109,100.1487
2019-12,100.8214,100.1007
2020-01,100.7226,100.0023
2020-02,100.2387,99.77757
2020-03,99.06178,99.17921
2020-04,97.47424,98.38893
2020-05,97.01755,98.22559
2020-06,97.60007,98.50771
2020-07,98.46173,98.8094
2020-08,99.11556,98.97292
2020-09,99.4405,99.08164
2020-10,99.59718,99.22425
2020-11,99.79532,99.55943
2020-12,100.0601,99.89868
2021-01,100.2804,100.0937
2021-02,100.4981,100.2608
2021-03,100.8417,100.5712
2021-04,101.2317,100.9253
2021-05,101.5759,101.2488
2021-06,101.8257,101.428
2021-07,101.9246,101.2319
2021-08,101.9275,100.9421
2021-09,101.9946,100.6096
2021-10,102.065,100.0845
2021-11,102.0358,99.58006
2021-12,101.8769,99.31575
2022-01,101.7211,99.05381
2022-02,101.6541,98.5658
2022-03,101.6698,97.93786
2022-04,101.6916,97.50961
2022-05,101.6177,97.34602
2022-06,101.4689,97.13089
2022-07,101.2779,96.92303
2022-08,101.0225,96.60542
2022-09,100.8164,96.30984
2022-10,100.7339,96.4022
2022-11,100.7539,96.78082
2022-12,100.7966,97.27555
2023-01,100.8263,97.73156
2023-02,100.8399,98.16486
2023-03,100.8057,98.40748
2023-04,100.6816,98.44007
2023-05,100.5252,98.33717
2023-06,100.357,98.27792
2023-07,100.1779,98.25886
