country,ISL,ISL
1983-Q1,-2.081205,41.25187
1983-Q2,-3.109204,40.95115
1983-Q3,-2.658712,40.99029
1983-Q4,-0.7384348,41.3969
1984-Q1,1.844815,42.01289
1984-Q2,4.16849,42.6582
1984-Q3,5.343745,43.18071
1984-Q4,5.163774,43.53454
1985-Q1,4.232172,43.79095
1985-Q2,3.234804,44.0381
1985-Q3,2.742372,44.36488
1985-Q4,2.989207,44.83588
1986-Q1,3.883001,45.49135
1986-Q2,5.26796,46.35801
1986-Q3,7.040207,47.48826
1986-Q4,8.825602,48.79292
1987-Q1,9.990466,50.03615
1987-Q2,10.0551,51.01936
1987-Q3,8.552483,51.54969
1987-Q4,5.758944,51.60287
1988-Q1,2.643405,51.3588
1988-Q2,0.03901716,51.03926
1988-Q3,-1.399779,50.82811
1988-Q4,-1.55846,50.79866
1989-Q1,-0.8941783,50.89957
1989-Q2,0.04065885,51.06001
1989-Q3,0.7798697,51.2245
1989-Q4,1.120848,51.36804
1990-Q1,1.184591,51.50252
1990-Q2,1.14824,51.64631
1990-Q3,1.153988,51.81562
1990-Q4,1.190631,51.97964
1991-Q1,1.076725,52.05706
1991-Q2,0.6463557,51.98013
1991-Q3,-0.2759664,51.67263
1991-Q4,-1.570614,51.16324
1992-Q1,-2.806978,50.59583
1992-Q2,-3.588763,50.11468
1992-Q3,-3.518446,49.85456
1992-Q4,-2.52395,49.87191
1993-Q1,-0.907475,50.13668
1993-Q2,0.9492433,50.59039
1993-Q3,2.704534,51.20289
1993-Q4,4.046309,51.88988
1994-Q1,4.741343,52.51384
1994-Q2,4.687856,52.96199
1994-Q3,3.752437,53.12424
1994-Q4,2.192229,53.02742
1995-Q1,-1.916859,51.50722
1995-Q2,-0.4243489,52.73725
1995-Q3,-1.615514,52.26601
1995-Q4,-1.378394,52.2965
1996-Q1,6.10134,54.64985
1996-Q2,3.906723,54.79755
1996-Q3,3.025068,53.8471
1996-Q4,5.263186,55.04896
1997-Q1,4.921929,57.33968
1997-Q2,5.329374,57.71792
1997-Q3,6.065507,57.1132
1997-Q4,6.767876,58.7746
1998-Q1,-0.1408352,57.25892
1998-Q2,9.191753,63.0232
1998-Q3,9.970031,62.8074
1998-Q4,10.35364,64.85992
1999-Q1,12.92342,64.65873
1999-Q2,0.2744713,63.19619
1999-Q3,1.363371,63.6637
1999-Q4,2.429055,66.4354
2000-Q1,2.673583,66.38744
2000-Q2,6.119432,67.06343
2000-Q3,8.484861,69.06548
2000-Q4,2.801803,68.29679
2001-Q1,3.393298,68.64016
2001-Q2,5.578142,70.80433
2001-Q3,0.01780768,69.07777
2001-Q4,7.120632,73.15995
2002-Q1,0.4395766,68.94189
2002-Q2,0.8309991,71.39271
2002-Q3,2.46904,70.78333
2002-Q4,-1.39366,72.14035
2003-Q1,6.316992,73.29694
2003-Q2,-0.3156826,71.16734
2003-Q3,0.7350621,71.30363
2003-Q4,1.9675,73.55972
2004-Q1,4.294581,76.44473
2004-Q2,6.42888,75.7426
2004-Q3,11.3542,79.39959
2004-Q4,9.183669,80.31519
2005-Q1,2.118808,78.06445
2005-Q2,10.42871,83.64158
2005-Q3,5.721594,83.94251
2005-Q4,6.276071,85.35583
2006-Q1,8.782076,84.92014
2006-Q2,6.039599,88.69319
2006-Q3,5.704081,88.73066
2006-Q4,4.937071,89.56991
2007-Q1,6.938366,90.8122
2007-Q2,8.665915,96.37927
2007-Q3,7.394301,95.29167
2007-Q4,10.73426,99.18458
2008-Q1,5.899255,96.16945
2008-Q2,3.944556,100.181
2008-Q3,-0.9717192,94.36571
2008-Q4,0.2015682,99.38451
2009-Q1,-6.825675,89.60523
2009-Q2,-10.52051,89.64145
2009-Q3,-4.054646,90.53951
2009-Q4,-9.022141,90.41789
2010-Q1,-5.037593,85.09129
2010-Q2,-1.320652,88.4576
2010-Q3,-4.386546,86.56796
2010-Q4,-0.5910497,89.88348
2011-Q1,1.495853,86.36413
2011-Q2,0.1566775,88.59619
2011-Q3,4.088341,90.10715
2011-Q4,1.679515,91.39308
2012-Q1,2.591676,88.6024
2012-Q2,1.242736,89.69721
2012-Q3,0.2376407,90.32127
2012-Q4,0.2604333,91.6311
2013-Q1,4.301966,92.41405
2013-Q2,4.507038,93.7399
2013-Q3,3.794497,93.74851
2013-Q4,5.586268,96.74986
2014-Q1,1.982873,94.24651
2014-Q2,0.386955,94.10263
2014-Q3,4.089895,97.58273
2014-Q4,0.3364702,97.07539
2015-Q1,1.508725,95.66843
2015-Q2,7.662703,101.3134
2015-Q3,3.533267,101.0306
2015-Q4,5.060149,101.9876
2016-Q1,3.772823,99.27782
2016-Q2,4.495069,105.8675
2016-Q3,7.490462,108.5982
2016-Q4,9.298764,111.4711
2017-Q1,7.979591,107.1998
2017-Q2,4.342678,110.465
2017-Q3,2.485508,111.2975
2017-Q4,2.349373,114.09
2018-Q1,6.78791,114.4764
2018-Q2,5.195992,116.2048
2018-Q3,4.624689,116.4446
2018-Q4,3.064592,117.5864
2019-Q1,3.396716,118.3649
2019-Q2,1.744586,118.2321
2019-Q3,1.123745,117.7532
2019-Q4,3.402305,121.5871
2020-Q1,-4.080152,113.5354
2020-Q2,-10.24052,106.1245
2020-Q3,-7.425154,109.0098
2020-Q4,-5.662308,114.7024
2021-Q1,-2.850929,110.2986
2021-Q2,8.91188,115.5822
2021-Q3,7.01316,116.6548
2021-Q4,4.93099,120.3584
2022-Q1,8.01319,119.137
2022-Q2,6.886936,123.5423
2022-Q3,5.368677,122.9177
