country,DEU,DEU
1983-Q1,-0.4682274,55.73926
1983-Q2,1.202617,56.32607
1983-Q3,1.999915,56.20871
1983-Q4,3.163684,56.98623
1984-Q1,3.589301,57.73991
1984-Q2,0.8953516,56.83039
1984-Q3,3.859432,58.37804
1984-Q4,3.304748,58.86948
1985-Q1,1.400568,58.5486
1985-Q2,4.055949,59.1354
1985-Q3,2.616636,59.90559
1985-Q4,2.370542,60.265
1986-Q1,2.342773,59.92026
1986-Q2,2.49318,60.60975
1986-Q3,1.922379,61.0572
1986-Q4,2.32473,61.666
1987-Q1,0.3305195,60.11831
1987-Q2,1.415956,61.46796
1987-Q3,1.369527,61.89339
1987-Q4,1.974542,62.88363
1988-Q1,3.651101,62.31329
1988-Q2,3.212996,63.44292
1988-Q3,3.66499,64.16178
1988-Q4,3.234052,64.91731
1989-Q1,5.267745,65.59579
1989-Q2,3.809604,65.85985
1989-Q3,3.583956,66.46131
1989-Q4,3.564769,67.23147
1990-Q1,4.621031,68.62699
1990-Q2,4.713887,68.96441
1990-Q3,5.951496,70.41675
1990-Q4,6.581615,71.65638
1991-Q1,7.377573,73.69
1991-Q2,6.286714,73.3
1991-Q3,3.86733,73.14
1991-Q4,3.382281,74.08
1992-Q1,2.059277,75.20748
1992-Q2,1.82469,74.6375
1992-Q3,1.869712,74.50751
1992-Q4,0.2531187,74.26751
1993-Q1,-1.977838,73.72
1993-Q2,-1.256066,73.7
1993-Q3,-0.4798266,74.15
1993-Q4,-0.239012,74.09
1994-Q1,1.885514,75.11
1994-Q2,2.157394,75.29
1994-Q3,2.252195,75.82
1994-Q4,3.549736,76.72
1995-Q1,1.797363,76.46
1995-Q2,2.297782,77.02
1995-Q3,1.75415,77.15
1995-Q4,0.6126101,77.19
1996-Q1,0.130783,76.56
1996-Q2,0.7400647,77.59
1996-Q3,0.9073243,77.85
1996-Q4,1.619382,78.44
1997-Q1,1.920073,78.03001
1997-Q2,1.868804,79.04
1997-Q3,1.83687,79.28001
1997-Q4,1.835793,79.88
1998-Q1,3.332048,80.63
1998-Q2,1.568821,80.28
1998-Q3,1.740657,80.66
1998-Q4,0.5633513,80.33
1999-Q1,0.7782643,81.25751
1999-Q2,1.217638,81.25752
1999-Q3,1.868955,82.1675
1999-Q4,3.121465,82.83747
2000-Q1,3.402726,84.02248
2000-Q2,4.239594,84.70251
2000-Q3,3.036497,84.66251
2000-Q4,1.90134,84.4125
2001-Q1,2.496368,86.12
2001-Q2,1.626268,86.08
2001-Q3,1.461673,85.9
2001-Q4,1.679253,85.82999
2002-Q1,-0.8476562,85.39
2002-Q2,-0.3717527,85.75999
2002-Q3,0.302678,86.16
2002-Q4,0.2563285,86.05
2003-Q1,-0.7172773,84.77751
2003-Q2,-1.040676,84.86751
2003-Q3,-0.7457146,85.51749
2003-Q4,-0.3399411,85.75748
2004-Q1,0.9790217,85.60751
2004-Q2,1.390381,86.04749
2004-Q3,0.4092873,85.8675
2004-Q4,0.03500187,85.7875
2005-Q1,0.21318,85.79
2005-Q2,0.2353438,86.25
2005-Q3,1.295596,86.98
2005-Q4,1.867987,87.39
2006-Q1,2.844155,88.23
2006-Q2,4.057972,89.75
2006-Q3,3.989424,90.45
2006-Q4,5.069234,91.82
2007-Q1,4.134105,91.87753
2007-Q2,3.228418,92.64751
2007-Q3,2.960191,93.12749
2007-Q4,2.077409,93.72748
2008-Q1,2.666546,94.32748
2008-Q2,1.565053,94.09749
2008-Q3,0.3973124,93.4975
2008-Q4,-1.835048,92.00754
2009-Q1,-7.028664,87.69752
2009-Q2,-6.65265,87.83751
2009-Q3,-5.52956,88.3275
2009-Q4,-3.293268,88.97748
2010-Q1,2.283397,89.7
2010-Q2,4.420074,91.71999
2010-Q3,4.689933,92.47
2010-Q4,4.768084,93.22
2011-Q1,5.939251,95.02751
2011-Q2,3.704222,95.11751
2011-Q3,3.771482,95.95749
2011-Q4,2.604052,95.6475
2012-Q1,0.8629054,95.8475
2012-Q2,0.9777229,96.04749
2012-Q3,0.3751686,96.31749
2012-Q4,0.2509258,95.8875
2013-Q1,-0.4147245,95.45
2013-Q2,0.4398917,96.46999
2013-Q3,0.7189799,97.00999
2013-Q4,1.462651,97.29
2014-Q1,2.920384,98.23751
2014-Q2,1.832189,98.23751
2014-Q3,1.780742,98.7375
2014-Q4,2.310079,99.53748
2015-Q1,0.8041889,99.02753
2015-Q2,1.547263,99.7575
2015-Q3,1.488793,100.2075
2015-Q4,1.115161,100.6475
2016-Q1,2.489168,101.4925
2016-Q2,2.190305,101.9425
2016-Q3,1.990878,102.2025
2016-Q4,1.912645,102.5725
2017-Q1,2.281,103.8075
2017-Q2,2.692705,104.6875
2017-Q3,3.18485,105.4575
2017-Q4,3.748531,106.4175
2018-Q1,1.919386,105.8
2018-Q2,1.779097,106.55
2018-Q3,0.2394334,105.71
2018-Q4,0.1245392,106.55
2019-Q1,1.429591,107.3125
2019-Q2,0.5466874,107.1325
2019-Q3,1.459185,107.2525
2019-Q4,0.9221066,107.5325
2020-Q1,-1.22067,106.0026
2020-Q2,-10.43583,95.95232
2020-Q3,-2.48009,104.5925
2020-Q4,-2.129545,105.2426
2021-Q1,-2.174504,103.6975
2021-Q2,10.15626,105.6975
2021-Q3,1.849972,106.5275
2021-Q4,1.192414,106.4975
2022-Q1,3.519774,107.3475
2022-Q2,1.66509,107.4575
2022-Q3,1.145222,107.7475
