country,FIN,FIN
1983-Q1,3.497922,52.33416
1983-Q2,3.564252,52.88383
1983-Q3,3.39344,53.36999
1983-Q4,1.850727,53.24051
1984-Q1,3.33769,54.08091
1984-Q2,2.40218,54.1542
1984-Q3,2.375721,54.63792
1984-Q4,3.836094,55.28287
1985-Q1,2.927226,55.66398
1985-Q2,3.947309,56.29183
1985-Q3,3.541247,56.57278
1985-Q4,2.505634,56.66806
1986-Q1,1.865262,56.70226
1986-Q2,1.167433,56.949
1986-Q3,5.052468,59.4311
1986-Q4,2.909985,58.31709
1987-Q1,3.636364,58.76416
1987-Q2,4.984771,59.78778
1987-Q3,0.9906688,60.01987
1987-Q4,4.947426,61.20228
1988-Q1,5.475181,61.9816
1988-Q2,4.502922,62.47998
1988-Q3,5.380983,63.24952
1988-Q4,5.257065,64.41972
1989-Q1,5.1752,65.18928
1989-Q2,6.170088,66.33504
1989-Q3,6.11433,67.11681
1989-Q4,4.236035,67.14857
1990-Q1,4.400317,68.05781
1990-Q2,1.18502,67.12113
1990-Q3,-2.136297,65.683
1990-Q4,-2.743375,65.30643
1991-Q1,-5.913918,64.03293
1991-Q2,-5.742719,63.26655
1991-Q3,-5.66103,61.96466
1991-Q4,-6.229717,61.23803
1992-Q1,-4.057448,61.43482
1992-Q2,-3.986959,60.74414
1992-Q3,-2.769804,60.24836
1992-Q4,-2.311353,59.8226
1993-Q1,-2.396353,59.96263
1993-Q2,-1.47659,59.8472
1993-Q3,-0.09736487,60.1897
1993-Q4,1.37281,60.64385
1994-Q1,1.808255,61.04691
1994-Q2,2.889936,61.57674
1994-Q3,4.640342,62.98271
1994-Q4,6.471543,64.56844
1995-Q1,4.894454,64.03482
1995-Q2,6.785286,65.75491
1995-Q3,3.929816,65.45782
1995-Q4,1.427232,65.48998
1996-Q1,4.11643,66.67077
1996-Q2,2.192869,67.19682
1996-Q3,3.252197,67.58663
1996-Q4,5.134502,68.85257
1997-Q1,4.490108,69.66436
1997-Q2,5.246262,70.72215
1997-Q3,7.10586,72.38924
1997-Q4,8.233936,74.52184
1998-Q1,6.193128,73.97876
1998-Q2,6.715899,75.47177
1998-Q3,5.5679,76.4198
1998-Q4,3.455894,77.09724
1999-Q1,5.934263,78.36885
1999-Q2,4.390232,78.78516
1999-Q3,3.644918,79.20524
1999-Q4,3.610436,79.88078
2000-Q1,4.969214,82.26317
2000-Q2,5.219167,82.89709
2000-Q3,6.300022,84.19519
2000-Q4,6.521533,85.09024
2001-Q1,3.942677,85.50654
2001-Q2,3.271092,85.60873
2001-Q3,2.321661,86.14992
2001-Q4,0.9607045,85.90771
2002-Q1,1.12643,86.46971
2002-Q2,2.004819,87.32502
2002-Q3,1.126804,87.12066
2002-Q4,2.566136,88.11221
2003-Q1,1.179534,87.48965
2003-Q2,1.62954,88.74802
2003-Q3,3.086447,89.80959
2003-Q4,2.11322,89.97422
2004-Q1,4.152698,91.12283
2004-Q2,3.558635,91.90623
2004-Q3,3.444934,92.90347
2004-Q4,4.809876,94.30186
2005-Q1,4.512512,95.23476
2005-Q2,2.382178,94.0956
2005-Q3,2.749715,95.45805
2005-Q4,1.517006,95.73243
2006-Q1,3.030122,98.12049
2006-Q2,4.53284,98.36081
2006-Q3,4.02014,99.2956
2006-Q4,4.53638,100.0752
2007-Q1,3.963126,102.0091
2007-Q2,5.573298,103.8428
2007-Q3,5.539886,104.7965
2007-Q4,6.099913,106.1797
2008-Q1,3.960451,106.0491
2008-Q2,1.304736,105.1976
2008-Q3,0.7294921,105.5609
2008-Q4,-2.715997,103.2959
2009-Q1,-8.905662,96.60477
2009-Q2,-8.569425,96.18279
2009-Q3,-8.041588,97.07217
2009-Q4,-6.750568,96.32282
2010-Q1,0.7071221,97.28789
2010-Q2,3.942631,99.97493
2010-Q3,2.567302,99.5643
2010-Q4,5.536019,101.6553
2011-Q1,5.072647,102.223
2011-Q2,2.070676,102.0451
2011-Q3,2.617075,102.17
2011-Q4,0.5342417,102.1984
2012-Q1,-0.4609319,101.7518
2012-Q2,-1.342556,100.6751
2012-Q3,-1.842831,100.2872
2012-Q4,-1.946008,100.2096
2013-Q1,-2.359964,99.35047
2013-Q2,-0.8608537,99.8084
2013-Q3,-0.1301936,100.1566
2013-Q4,-0.2322639,99.97682
2014-Q1,-0.1466583,99.20477
2014-Q2,-0.443644,99.36562
2014-Q3,-0.4062046,99.74975
2014-Q4,-0.4656093,99.51132
2015-Q1,-0.4711403,98.73737
2015-Q2,0.8798156,100.2398
2015-Q3,0.4818454,100.2304
2015-Q4,1.287366,100.7924
2016-Q1,3.340424,102.0356
2016-Q2,1.95005,102.1946
2016-Q3,3.111312,103.3489
2016-Q4,2.851779,103.6668
2017-Q1,2.635288,104.7246
2017-Q2,3.781061,106.0586
2017-Q3,3.004614,106.4541
2017-Q4,3.353169,107.1429
2018-Q1,2.574851,107.4211
2018-Q2,1.250714,107.3851
2018-Q3,0.7074675,107.2072
2018-Q4,0.05298388,107.1997
2019-Q1,0.5161359,107.9755
2019-Q2,1.462581,108.9557
2019-Q3,1.586797,108.9084
2019-Q4,1.330956,108.6264
2020-Q1,0.4854454,108.4997
2020-Q2,-6.505844,101.8672
2020-Q3,-1.912986,106.825
2020-Q4,-0.9459106,107.5989
2021-Q1,-0.94876,107.4703
2021-Q2,7.11088,109.1109
2021-Q3,3.059182,110.093
2021-Q4,3.116317,110.9521
2022-Q1,3.760961,111.5122
