country,G-20,G-20,G-20,G-20,G-20,G-20,G-20,G-20,G-20,G-20,G-20
1964-12,,,100.7182,100.5385,5.226546,14.14606,100.1507,4.989127,14.05713,100.0851,14.04518
1965-01,,,100.6947,100.5251,5.202244,14.20683,100.1168,4.850882,14.11455,100.0406,14.10882
1965-02,,,100.6669,100.504,5.178263,14.26719,100.1011,4.761073,14.17487,100.0154,14.17268
1965-03,,,100.6168,100.4617,5.135127,14.32456,100.0986,4.723253,14.2373,100.0039,14.23675
1965-04,,,100.5427,100.3978,5.068349,14.37863,100.1079,4.736619,14.30182,100.0056,14.30102
1965-05,,,100.4646,100.329,4.995791,14.43224,100.1302,4.799289,14.3689,100.0238,14.36549
1965-06,,,100.4068,100.2759,4.943888,14.48885,100.1676,4.909624,14.43913,100.0623,14.43015
1965-07,,,100.3944,100.2608,4.953784,14.55216,100.2202,5.063941,14.51264,100.1218,14.49499
1965-08,,,100.44,100.2947,5.043982,14.62407,100.2874,5.25724,14.58939,100.2018,14.56
1965-09,,,100.5445,100.3778,5.205909,14.70481,100.3682,5.480705,14.66919,100.3009,14.62518
1965-10,,,100.6982,100.5015,5.427278,14.79309,100.4602,5.716301,14.75156,100.4155,14.69052
1965-11,,,100.8803,100.648,5.667933,14.88591,100.5592,5.942735,14.83569,100.54,14.75601
1965-12,,,101.0698,100.7996,5.896686,14.98021,100.6584,6.140467,14.92031,100.6656,14.82165
1966-01,,,101.2355,100.9306,6.085356,15.07137,100.7469,6.297072,15.00336,100.7787,14.88743
1966-02,,,101.338,101.0084,6.211642,15.15342,100.8125,6.403629,15.08257,100.8642,14.95334
1966-03,,,101.3511,101.0136,6.267206,15.2223,100.8458,6.453582,15.15612,100.9104,15.01938
1966-04,,,101.2586,100.933,6.236893,15.27541,100.845,6.444921,15.22357,100.9149,15.08554
1966-05,,,101.0628,100.7707,6.101792,15.31286,100.8112,6.376024,15.28507,100.8794,15.15183
1966-06,,,100.7957,100.5537,5.869857,15.33932,100.7466,6.245632,15.34095,100.8064,15.21824
1966-07,,,100.4856,100.304,5.544425,15.35899,100.6538,6.056816,15.39165,100.6993,15.28477
1966-08,,,100.1633,100.045,5.145054,15.37649,100.5361,5.815008,15.43776,100.5625,15.35141
1966-09,,,99.86362,99.80189,4.708272,15.39715,100.4,5.529993,15.48039,100.4035,15.41818
1966-10,,,99.59968,99.5843,4.258664,15.42308,100.2586,5.221736,15.52184,100.2375,15.48507
1966-11,,,99.38757,99.40488,3.835359,15.45684,100.126,4.913195,15.5646,100.0805,15.55209
1966-12,,,99.22764,99.26575,3.460419,15.49859,100.0114,4.625125,15.61039,99.94341,15.61923
1967-01,,,99.13795,99.18306,3.184206,15.55127,99.9137,4.370794,15.65912,99.82549,15.6865
1967-02,,,99.11217,99.15383,3.039621,15.61403,99.8279,4.160389,15.71007,99.72178,15.7539
1967-03,,,99.15718,99.18484,3.059824,15.68808,99.75076,4.002692,15.76277,99.62926,15.82143
1967-04,,,99.2739,99.27705,3.262178,15.77372,99.68605,3.90452,15.81797,99.55241,15.88909
1967-05,,,99.45174,99.42228,3.63446,15.8694,99.63963,3.871191,15.87678,99.49802,15.95688
1967-06,,,99.66852,99.60186,4.122538,15.97169,99.61437,3.903478,15.93978,99.46938,16.02481
1967-07,,,99.90289,99.79797,4.67641,16.07724,99.60509,3.991853,16.00606,99.46056,16.09287
1967-08,,,100.1365,99.99421,5.245874,16.18312,99.60415,4.123127,16.07428,99.46304,16.16106
1967-09,,,100.3497,100.1732,5.773605,16.28613,99.60719,4.284901,16.14371,99.47221,16.22937
1967-10,,,100.5236,100.32,6.224841,16.38314,99.61759,4.466219,16.21508,99.49247,16.2978
1967-11,,,100.6468,100.4254,6.569018,16.4722,99.64151,4.65851,16.28968,99.53154,16.36635
1967-12,,,100.7188,100.4891,6.804196,16.55314,99.68178,4.85442,16.36818,99.59338,16.43501
1968-01,,,100.7494,100.5181,6.920184,16.62745,99.73081,5.045798,16.44925,99.66965,16.50377
1968-02,,,100.7666,100.5355,6.953055,16.69968,99.78049,5.226821,16.5312,99.75005,16.57263
1968-03,,,100.7909,100.5584,6.916754,16.77319,99.83112,5.397256,16.61353,99.83149,16.64157
1968-04,,,100.8398,100.6003,6.82913,16.85093,99.89507,5.561058,16.69762,99.92238,16.71059
1968-05,,,100.9213,100.6659,6.710216,16.93427,99.98866,5.724309,16.78562,100.0354,16.77968
1968-06,,,101.0418,100.7613,6.59076,17.02435,100.1185,5.888713,16.87843,100.1757,16.84882
1968-07,,,101.2061,100.8915,6.498715,17.12206,100.2762,6.053259,16.97495,100.3365,16.91801
1968-08,,,101.4034,101.0498,6.441977,17.22563,100.4419,6.209446,17.0724,100.5013,16.98724
1968-09,,,101.6099,101.2186,6.416269,17.33109,100.5957,6.344416,17.16794,100.6534,17.05649
1968-10,,,101.7965,101.373,6.410695,17.43342,100.7231,6.44069,17.25945,100.7807,17.12575
1968-11,,,101.933,101.4868,6.405871,17.52739,100.818,6.483925,17.34589,100.8774,17.19501
1968-12,,,102.0052,101.5481,6.387375,17.61045,100.8801,6.469229,17.42708,100.943,17.26427
1969-01,,,102.02,101.5621,6.352156,17.68365,100.9158,6.410889,17.50379,100.9824,17.33351
1969-02,,,102.0021,101.5485,6.296247,17.75113,100.9331,6.326772,17.5771,101.002,17.40272
1969-03,,,101.9545,101.5098,6.20156,17.81339,100.9386,6.226098,17.6479,101.0074,17.4719
1969-04,,,101.8749,101.4439,6.047015,17.8699,100.9359,6.104145,17.71687,101.0024,17.54103
1969-05,,,101.7502,101.3411,5.811126,17.91834,100.9255,5.948665,17.78414,100.9882,17.61012
1969-06,,,101.5903,101.2099,5.497816,17.96032,100.9047,5.751965,17.84927,100.9622,17.67916
1969-07,,,101.4117,101.0643,5.119993,17.9987,100.8692,5.51599,17.91128,100.9192,17.74815
1969-08,,,101.2311,100.9173,4.706896,18.03642,100.8145,5.252745,17.96917,100.8537,17.81707
1969-09,,,101.0442,100.7649,4.279046,18.07269,100.7399,4.978757,18.02269,100.7646,17.88593
1969-10,,,100.8507,100.6051,3.86647,18.10748,100.6532,4.715776,18.07336,100.6607,17.95473
1969-11,,,100.6555,100.4405,3.504366,18.14161,100.5653,4.483047,18.12351,100.5551,18.02346
1969-12,,,100.4597,100.2716,3.207453,18.1753,100.4862,4.293364,18.17528,100.4596,18.09213
1970-01,,,100.2616,100.0979,2.966537,18.20824,100.4246,4.152235,18.23059,100.3847,18.16074
1970-02,,,100.0617,99.92136,2.756916,18.24052,100.3847,4.058641,18.29049,100.3358,18.22927
1970-03,,,99.86157,99.74514,2.5769,18.27242,100.367,4.007361,18.35512,100.3135,18.29775
1970-04,,,99.66863,99.57684,2.436459,18.3053,100.3635,3.984647,18.42282,100.3085,18.36616
1970-05,,,99.50021,99.43224,2.366409,18.34237,100.3628,3.975279,18.49111,100.3071,18.4345
1970-06,,,99.3636,99.31712,2.364695,18.38502,100.3505,3.964361,18.55688,100.2924,18.50277
1970-07,,,99.24789,99.22193,2.403531,18.43131,100.3105,3.937762,18.61659,100.2456,18.57098
1970-08,,,99.15473,99.14754,2.468056,18.48157,100.2299,3.885501,18.66736,100.1515,18.63912
1970-09,,,99.09697,99.10416,2.576125,18.53827,100.1061,3.805621,18.70856,100.0073,18.7072
1970-10,,,99.09383,99.10832,2.748014,18.60507,99.95673,3.710318,18.74394,99.83348,18.77521
1970-11,,,99.16584,99.17741,3.000574,18.68597,99.80686,3.616345,18.77892,99.65915,18.84315
1970-12,,,99.30653,99.30545,3.326386,18.77988,99.67809,3.537168,18.81817,99.50902,18.91102
1971-01,,,99.47709,99.458,3.687057,18.87959,99.58284,3.476309,18.86434,99.39675,18.97883
1971-02,,,99.64199,99.60313,4.04519,18.97838,99.52441,3.431246,18.91808,99.32538,19.04657
1971-03,,,99.78098,99.72179,4.377904,19.07237,99.49973,3.3973,18.97869,99.29091,19.11423
1971-04,,,99.89223,99.81126,4.675417,19.16115,99.50063,3.374739,19.04454,99.28435,19.18182
1971-05,,,99.97772,99.87386,4.921197,19.24503,99.5165,3.365895,19.1135,99.29443,19.24932
1971-06,,,100.0439,99.91684,5.113838,19.3252,99.53581,3.375496,19.18327,99.30911,19.31672
1971-07,,,100.1063,99.95378,5.280837,19.40464,99.54651,3.409913,19.2514,99.31578,19.38403
1971-08,,,100.1735,99.99406,5.429158,19.48497,99.54025,3.475911,19.31623,99.30598,19.45122
1971-09,,,100.2743,100.0637,5.575314,19.57183,99.51733,3.577742,19.3779,99.28076,19.51829
1971-10,,,100.4383,100.1889,5.72963,19.67107,99.49282,3.7121,19.43974,99.25717,19.58522
1971-11,,,100.6797,100.3835,5.884693,19.78558,99.48744,3.873198,19.50627,99.2584,19.65201
1971-12,,,100.9944,100.6439,6.04279,19.91471,99.51868,4.055497,19.58134,99.30379,19.71863
1972-01,,,101.3448,100.938,6.205354,20.05114,99.59056,4.248525,19.6658,99.39716,19.78507
1972-02,,,101.6988,101.2366,6.376615,20.18856,99.69926,4.443503,19.7587,99.53346,19.85132
1972-03,,,102.0415,101.5251,6.562348,20.32396,99.8359,4.632925,19.85796,99.70187,19.91734
1972-04,,,102.3641,101.7966,6.755402,20.45556,99.9875,4.809617,19.96051,99.8868,19.98313
1972-05,,,102.6589,102.0471,6.945771,20.58175,100.1426,4.970772,20.06359,100.0744,20.04866
1972-06,,,102.9281,102.2792,7.128879,20.70287,100.2967,5.122983,20.16602,100.2591,20.11391
1972-07,,,103.1936,102.5106,7.310884,20.82329,100.4568,5.287648,20.26934,100.4484,20.17886
1972-08,,,103.4781,102.7601,7.506362,20.94758,100.6361,5.489243,20.37654,100.6573,20.24348
1972-09,,,103.7762,103.0214,7.67831,21.07462,100.847,5.74182,20.49055,100.9001,20.30776
1972-10,,,104.0711,103.2788,7.777647,21.20102,101.0934,6.032656,20.61247,101.182,20.37168
1972-11,,,104.3348,103.5086,7.760407,21.32102,101.3716,6.332994,20.7416,101.4994,20.4352
1972-12,,,104.5332,103.6814,7.596637,21.42756,101.6677,6.605991,20.87489,101.8371,20.49832
1973-01,,101.6019,104.6395,103.7737,7.300403,21.51495,101.9552,6.816248,21.00627,102.1655,20.56102
1973-02,,101.2728,104.6138,103.7517,6.866518,21.57481,102.2034,6.932674,21.12851,102.4498,20.62329
1973-03,,100.9383,104.4952,103.6475,6.352009,21.61494,102.3874,6.937947,21.2357,102.6618,20.6851
1973-04,,100.6114,104.294,103.47,5.777178,21.63731,102.5004,6.840554,21.32592,102.7931,20.74646
1973-05,,100.3443,104.0365,103.2427,5.176988,21.64726,102.5464,6.659999,21.39982,102.8474,20.80736
1973-06,,100.1744,103.7495,102.9906,4.575988,21.65023,102.5365,6.415481,21.45977,102.8367,20.86781
1973-07,,100.1063,103.4503,102.7318,3.969531,21.64987,102.4897,6.121414,21.51011,102.7825,20.9278
1973-08,,100.1296,103.1497,102.4776,3.345536,21.64839,102.4228,5.781983,21.55471,102.7033,20.98735
1973-09,,100.1367,102.8413,102.224,2.70392,21.64446,102.342,5.390341,21.59506,102.6066,21.04647
1973-10,,99.97391,102.5187,101.9642,2.055309,21.63676,102.2379,4.931406,21.62895,102.4817,21.10518
1973-11,,99.54214,102.1631,101.6795,1.40836,21.6213,102.0961,4.394248,21.65304,102.3131,21.1635
1973-12,,99.00259,101.781,101.3728,0.8020229,21.59941,101.9102,3.789112,21.66586,102.0941,21.22146
1974-01,,98.59167,101.3943,101.0597,0.282774,21.57579,101.6968,3.167281,21.6716,101.8446,21.27909
1974-02,,98.55436,101.0017,100.7358,-0.1143336,21.55014,101.4795,2.591947,21.67615,101.5922,21.33642
1974-03,,98.70268,100.587,100.3884,-0.4435067,21.51908,101.2755,2.110118,21.6838,101.357,21.39349
1974-04,,98.85464,100.142,100.0124,-0.723336,21.4808,101.0828,1.725827,21.69397,101.1358,21.45034
1974-05,,98.83511,99.66596,99.60911,-0.9797936,21.43516,100.8881,1.418104,21.70329,100.9127,21.507
1974-06,,98.65998,99.15283,99.17556,-1.244262,21.38085,100.6738,1.154092,21.70743,100.6674,21.56353
1974-07,,98.41482,98.60262,98.71339,-1.533626,21.31784,100.426,0.896551,21.70296,100.3839,21.61996
1974-08,,98.17419,98.02439,98.22916,-1.849025,21.2481,100.1349,0.6166597,21.68763,100.0521,21.67634
1974-09,,98.08121,97.44608,97.7446,-2.156542,21.17769,99.79943,0.3062883,21.6612,99.67089,21.73273
1974-10,,97.91968,96.92175,97.30462,-2.395613,21.11843,99.43404,-0.008369123,21.62714,99.25645,21.78916
1974-11,,97.8494,96.51027,96.95748,-2.48815,21.08333,99.06136,-0.2869184,21.59091,98.83376,21.84568
1974-12,,97.87517,96.26272,96.74602,-2.387173,21.0838,98.70725,-0.4939424,21.55884,98.43163,21.90235
1975-01,,98.03039,96.21201,96.69904,-2.078228,21.12739,98.39674,-0.6200204,21.53723,98.07835,21.95921
1975-02,,98.29587,96.34109,96.80326,-1.574958,21.21074,98.15163,-0.6664655,21.53168,97.79887,22.01629
1975-03,,98.60038,96.61095,97.02698,-0.8993018,21.32556,97.98523,-0.6363138,21.54582,97.6088,22.07365
1975-04,,98.87186,96.98734,97.34168,-0.07560809,21.46456,97.89751,-0.5252908,21.58001,97.509,22.1313
1975-05,,99.05106,97.43105,97.71376,0.8588913,21.61926,97.88075,-0.325277,21.6327,97.4916,22.18929
1975-06,,99.16147,97.9105,98.11665,1.879896,21.78279,97.92451,-0.02731829,21.7015,97.54515,22.24765
1975-07,,99.24888,98.40182,98.53012,2.964881,21.94989,98.01524,0.3689635,21.78304,97.65382,22.30639
1975-08,,99.30785,98.89105,98.94128,4.091668,22.11751,98.14118,0.860469,21.87424,97.80338,22.36553
1975-09,,99.37806,99.37506,99.34689,5.228388,22.28494,98.29375,1.438477,21.97279,97.98311,22.42508
1975-10,,99.52944,99.83859,99.73564,6.299426,22.44877,98.46621,2.079445,22.07687,98.18459,22.48506
1975-11,,99.80616,100.276,100.1025,7.230196,22.60769,98.65239,2.750745,22.18482,98.40031,22.54548
1975-12,100.0582,100.1504,100.6793,100.4417,7.949636,22.75988,98.84387,3.412226,22.29448,98.62054,22.60632
1976-01,100.348,100.4533,101.0277,100.7363,8.392742,22.90056,99.02595,4.015923,22.40215,98.82892,22.6676
1976-02,100.5931,100.6039,101.2995,100.9678,8.55197,23.02467,99.18276,4.514972,22.50383,99.00797,22.72931
1976-03,100.7315,100.6574,101.4869,101.1289,8.463025,23.13034,99.30303,4.877315,22.59668,99.14541,22.79145
1976-04,100.8558,100.6944,101.5987,101.2272,8.17536,23.21937,99.38743,5.101052,22.68082,99.2422,22.85401
1976-05,100.8768,100.7509,101.6393,101.267,7.740208,23.29264,99.44247,5.201234,22.75787,99.30573,22.91697
1976-06,100.8161,100.7831,101.6194,101.2579,7.206167,23.35249,99.4768,5.19973,22.82992,99.34547,22.98034
1976-07,100.6695,100.7515,101.5554,101.2123,6.617953,23.40253,99.49944,5.123736,22.89915,99.37102,23.04409
1976-08,100.4834,100.6444,101.4612,101.1417,6.005943,23.44587,99.51824,4.997369,22.96738,99.39054,23.10821
1976-09,100.3016,100.5132,101.3607,101.0656,5.398578,23.48801,99.53904,4.83881,23.03601,99.41016,23.1727
1976-10,100.1651,100.4237,101.2773,101.0025,4.835735,23.53433,99.56507,4.661213,23.10592,99.43366,23.23752
1976-11,100.0878,100.4365,101.2241,100.9637,4.335792,23.58792,99.59755,4.47463,23.17751,99.4629,23.30267
1976-12,100.118,100.5166,101.1919,100.9423,3.896105,23.64663,99.63593,4.289426,23.25078,99.49789,23.36812
1977-01,100.0884,100.6076,101.1649,100.9238,3.520787,23.70684,99.67751,4.12045,23.32522,99.53643,23.43385
1977-02,100.0668,100.6402,101.1321,100.8974,3.219155,23.76587,99.71871,3.98252,23.40005,99.57537,23.49984
1977-03,100.0668,100.6047,101.0866,100.8576,2.990858,23.82214,99.7561,3.884914,23.47454,99.61162,23.56607
1977-04,99.96671,100.5398,101.0297,100.8046,2.827322,23.87585,99.78709,3.823778,23.54809,99.64279,23.6325
1977-05,99.86379,100.5137,100.9753,100.7508,2.737415,23.93026,99.80981,3.789297,23.62023,99.66711,23.69912
1977-06,99.70856,100.5925,100.9325,100.7048,2.71933,23.98752,99.82323,3.770265,23.69067,99.68347,23.7659
1977-07,99.57959,100.7333,100.9155,100.6795,2.770903,24.05099,99.82802,3.756833,23.75943,99.69214,23.8328
1977-08,99.45097,100.8679,100.9266,100.6792,2.880656,24.12127,99.82674,3.742664,23.82697,99.69527,23.8998
1977-09,99.39315,100.9915,100.9626,100.7011,3.020987,24.19758,99.82476,3.726735,23.89451,99.69809,23.96687
1977-10,99.43697,101.1055,101.0163,100.7396,3.1609,24.27823,99.83132,3.715074,23.96432,99.71022,24.03397
1977-11,99.53629,101.1883,101.0774,100.7861,3.276345,24.36074,99.85827,3.718969,24.03947,99.74443,24.10107
1977-12,99.6322,101.2485,101.1493,100.8427,3.380019,24.44589,99.91801,3.752778,24.12333,99.81463,24.16814
1978-01,99.6233,101.2717,101.2397,100.9157,3.495751,24.53557,100.0201,3.830728,24.21874,99.93236,24.23514
1978-02,99.62824,101.244,101.3554,101.0114,3.653302,24.63411,100.1549,3.950875,24.32456,100.0818,24.30468
1978-03,99.73174,101.1856,101.5189,101.148,3.871134,24.74433,100.3282,4.118803,24.44141,100.2761,24.37411
1978-04,99.97296,101.1995,101.7171,101.3136,4.134967,24.86311,100.5222,4.316133,24.56445,100.4952,24.4434
1978-05,100.2614,101.2372,101.9278,101.4887,4.407861,24.98507,100.7131,4.516435,24.68702,100.7119,24.51251
1978-06,100.5178,101.2457,102.1354,101.6588,4.664051,25.10631,100.883,4.699266,24.80396,100.9054,24.5814
1978-07,100.7229,101.2599,102.3241,101.8115,4.872731,25.22293,101.0265,4.857264,24.91348,101.0688,24.65004
1978-08,100.8411,101.2389,102.4741,101.9318,5.010816,25.32994,101.1477,4.993327,25.01673,101.207,24.71839
1978-09,100.9272,101.2244,102.5753,102.0124,5.071458,25.42475,101.2523,5.108381,25.11513,101.3262,24.78642
1978-10,101.0009,101.0936,102.6156,102.0442,5.049647,25.5042,101.3421,5.194253,25.20909,101.4283,24.8541
1978-11,101.0387,100.8159,102.6101,102.0384,4.97166,25.57187,101.4174,5.237963,25.29865,101.5137,24.92141
1978-12,100.9963,100.5208,102.5881,102.0184,4.864366,25.63503,101.4792,5.226417,25.38412,101.584,24.98831
1979-01,100.9763,100.4166,102.5734,102.0034,4.744003,25.69954,101.5348,5.156723,25.46764,101.6478,25.05479
1979-02,100.9977,100.3937,102.5688,101.9951,4.59529,25.76612,101.5924,5.045375,25.55183,101.7157,25.12083
1979-03,101.0542,100.3255,102.5522,101.9748,4.384326,25.8292,101.6554,4.894292,25.63764,101.7916,25.1864
1979-04,101.0756,100.2465,102.495,101.9208,4.096022,25.88151,101.7201,4.719728,25.72383,101.8705,25.25149
1979-05,101.0124,100.1468,102.3889,101.8284,3.745399,25.92086,101.7792,4.541051,25.80807,101.9433,25.3161
1979-06,100.8599,99.95349,102.2334,101.6986,3.348648,25.94703,101.8262,4.371931,25.88837,102.0022,25.3802
1979-07,100.6555,99.74285,102.0415,101.5406,2.935102,25.96325,101.8594,4.21738,25.96418,102.0452,25.4438
1979-08,100.4713,99.62922,101.8293,101.3653,2.5407,25.9735,101.8786,4.071984,26.03541,102.072,25.5069
1979-09,100.3461,99.51299,101.6006,101.1751,2.179012,25.97876,101.8821,3.927138,26.10143,102.0804,25.56949
1979-10,100.2158,99.32637,101.3509,100.9657,1.857088,25.97783,101.8636,3.77291,26.1602,102.0624,25.63158
1979-11,100.0626,99.16054,101.0788,100.7366,1.558342,25.97037,101.8135,3.596724,26.20857,102.0059,25.69318
1979-12,99.93547,99.00944,100.7891,100.4922,1.258041,25.95753,101.7205,3.383733,26.24305,101.8977,25.75432
1980-01,99.87768,98.87448,100.4832,100.2346,0.9345562,25.93972,101.5751,3.1146,26.26085,101.7271,25.81499
1980-02,99.68681,98.64708,100.1514,99.95546,0.5754684,25.9144,101.3725,2.773487,26.2605,101.489,25.87523
1980-03,99.12473,98.31973,99.81484,99.67357,0.2239409,25.88704,101.1209,2.367263,26.24455,101.1933,25.93506
1980-04,98.36546,98.11243,99.53764,99.4451,-0.02775694,25.87432,100.8527,1.939879,26.22284,100.8784,25.99451
1980-05,97.70699,98.10578,99.38291,99.32299,-0.1080955,25.89284,100.608,1.547982,26.20758,100.5909,26.05362
1980-06,97.5013,98.27778,99.38269,99.33518,0.01609802,25.95121,100.4214,1.239866,26.20935,100.3713,26.1124
1980-07,97.7344,98.53458,99.50735,99.45588,0.3032465,26.04198,100.3065,1.033198,26.23244,100.2351,26.17091
1980-08,98.25013,98.8512,99.6988,99.63357,0.6802251,26.15017,100.2644,0.9290954,26.2773,100.1835,26.22918
1980-09,98.72905,99.1035,99.89906,99.81567,1.085257,26.26069,100.2866,0.9202095,26.34162,100.2069,26.28723
1980-10,99.04343,99.18132,100.0544,99.95496,1.468928,26.35943,100.3584,0.9978206,26.42124,100.289,26.34511
1980-11,99.10204,99.05059,100.1462,100.0345,1.813963,26.44146,100.46,1.151046,26.51025,100.4068,26.40285
1980-12,98.91685,98.80445,100.1888,100.0673,2.130047,26.51044,100.5703,1.368854,26.60228,100.5358,26.46049
1981-01,98.6935,98.68051,100.2092,100.0778,2.443513,26.57356,100.6693,1.63896,26.69126,100.6531,26.51808
1981-02,98.58096,98.55123,100.2206,100.0793,2.777882,26.63427,100.7421,1.94994,26.77257,100.741,26.57564
1981-03,98.60403,98.50527,100.2235,100.0737,3.112318,26.69273,100.7825,2.285248,26.84431,100.7926,26.63321
1981-04,98.72262,98.59234,100.1944,100.042,3.35625,26.74273,100.7934,2.609859,26.90722,100.8106,26.69086
