country,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR
1973-06,,,,,,,99.10536,98.11622,16.01164
1973-07,,,,,,,99.0319,97.96183,16.08932
1973-08,,,,,,,98.98161,97.85613,16.16749
1973-09,,,,,,,98.95248,97.79494,16.24615
1973-10,,,,,,,98.93931,97.76723,16.3253
1973-11,,,,,,,98.93629,97.7609,16.40492
1973-12,,,,,,,98.93854,97.76563,16.48502
1974-01,,,,,,,98.94263,97.77423,16.56556
1974-02,,,,,,,98.94667,97.78271,16.64655
1974-03,,,,,,,98.95004,97.78979,16.72795
1974-04,,,,,,,98.95318,97.79639,16.80975
1974-05,,,,,,,98.95706,97.80454,16.89192
1974-06,,,,,,,98.96267,97.81634,16.97443
1974-07,,,,,,,98.97037,97.8325,17.05724
1974-08,,,,,,,98.98009,97.85294,17.14033
1974-09,,,,,,,98.99143,97.87678,17.22364
1974-10,,,,,,,99.00346,97.90206,17.30713
1974-11,,,,,,,99.01543,97.92722,17.39077
1974-12,,,,,,,99.02741,97.9524,17.47449
1975-01,,,,,,,99.04089,97.98071,17.55824
1975-02,,,,,,,99.05917,98.01914,17.64196
1975-03,,,,,,,99.0878,98.07931,17.7256
1975-04,,,,,,,99.13447,98.17738,17.80908
1975-05,,,,,,,99.20813,98.3322,17.89233
1975-06,,,,,,,99.31684,98.56067,17.97528
1975-07,,,,,,,99.46362,98.86915,18.05786
1975-08,,,,,,,99.6491,99.25894,18.13998
1975-09,,,,,,,99.87132,99.72595,18.22157
1975-10,,,,,,,100.1227,100.2544,18.30252
1975-11,,,,,,,100.3942,100.8249,18.38277
1975-12,,,,,,,100.6768,101.4187,18.46221
1976-01,,,,,,,100.962,102.0181,18.54076
1976-02,,,,,,,101.2413,102.6052,18.61833
1976-03,,,,,,,101.5052,103.1597,18.69484
1976-04,,,,,,,101.7425,103.6584,18.7702
1976-05,,,,,,,101.9413,104.0762,18.84433
1976-06,,,,,,,102.0913,104.3914,18.91716
1976-07,,,,,,,102.1897,104.5982,18.98861
1976-08,,,,,,,102.2371,104.698,19.05863
1976-09,,,,,,,102.2378,104.6994,19.12714
1976-10,,,,,,,102.2032,104.6267,19.19411
1976-11,,,,,,,102.1462,104.5069,19.25949
1976-12,,,,,,,102.0779,104.3632,19.32323
1977-01,,,,,,,102.0063,104.2129,19.3853
1977-02,,,,,,,101.9366,104.0664,19.44569
1977-03,,,,,,,101.8714,103.9293,19.50437
1977-04,,,,,,,101.8112,103.8029,19.56132
1977-05,,,,,,,101.7557,103.6863,19.61654
1977-06,,,,,,,101.7039,103.5774,19.67003
1977-07,,,,,,,101.6551,103.4748,19.72179
1977-08,,,,,,,101.6088,103.3774,19.77184
1977-09,,,,,,,101.5646,103.2846,19.82019
1977-10,,,,,,,101.523,103.1971,19.86686
1977-11,,,,,,,101.4842,103.1156,19.91188
1977-12,,,,,,,101.4484,103.0404,19.95528
1978-01,,,,,,,101.4154,102.9709,19.99711
1978-02,,,,,,,101.3841,102.9053,20.0374
1978-03,,,,,,,101.3531,102.84,20.07621
1978-04,,,,,,,101.3198,102.7701,20.11359
1978-05,,,,,,,101.2815,102.6896,20.1496
1978-06,,,,,,,101.2357,102.5934,20.1843
1978-07,,,,,,,101.1815,102.4794,20.21776
1978-08,,,,,,,101.1187,102.3475,20.25006
1978-09,,,,,,,101.0482,102.1992,20.28128
1978-10,,,,,,,100.9721,102.0395,20.31149
1978-11,,,,,,,100.8932,101.8736,20.34079
1978-12,,,,,,,100.8131,101.7053,20.36926
1979-01,,,,,,,100.7324,101.5356,20.397
1979-02,,,,,,,100.6499,101.3622,20.4241
1979-03,,,,,,,100.5628,101.1791,20.45067
1979-04,,,,,,,100.4664,100.9767,20.4768
1979-05,,,,,,,100.3553,100.7431,20.5026
1979-06,,,,,,,100.2242,100.4675,20.52818
1979-07,,,,,,,100.0706,100.1448,20.55365
1979-08,,,,,,,99.89356,99.77271,20.57912
1979-09,,,,,,,99.69366,99.3526,20.60469
1979-10,,,,,,,99.47501,98.89308,20.63048
1979-11,,,,,,,99.24304,98.40557,20.65659
1979-12,,,,,,,99.00368,97.90252,20.68315
1980-01,,,,,,,98.76347,97.3977,20.71025
1980-02,,,,,,,98.53036,96.90779,20.738
1980-03,,,,,,,98.31447,96.45406,20.7665
1980-04,,,,,,,98.12828,96.06277,20.79585
1980-05,,,,,,,97.98563,95.76298,20.82614
1980-06,,,,,,,97.8985,95.57986,20.85747
1980-07,,,,,,,97.87062,95.52127,20.8899
1980-08,,,,,,,97.90192,95.58705,20.92351
1980-09,,,,,,,97.98836,95.76871,20.95837
1980-10,,,,,,,98.11728,96.03966,20.99454
1980-11,,,,,,,98.27406,96.36914,21.03207
1980-12,,,,,,,98.44546,96.72935,21.07101
1981-01,,,,,,,98.62084,97.09794,21.11141
1981-02,,,,,,,98.792,97.45765,21.15329
1981-03,,,,,,,98.95246,97.79488,21.1967
1981-04,,,,,,,99.09681,98.09825,21.24167
1981-05,,,,,,,99.22028,98.35774,21.28821
1981-06,,,,,,,99.31921,98.56566,21.33637
1981-07,,,,,,,99.3927,98.72009,21.38615
1981-08,,,,,,,99.44106,98.82172,21.43758
1981-09,,,,,,,99.46585,98.87383,21.49069
1981-10,,,,,,,99.47135,98.88539,21.54548
1981-11,,,,,,,99.46244,98.86665,21.60198
1981-12,,,,,,,99.44356,98.82697,21.6602
1982-01,,,,,,,99.4185,98.77431,21.72016
1982-02,,,,,,,99.39051,98.71548,21.78186
1982-03,,,,,,,99.36254,98.65671,21.84532
1982-04,,,,,,,99.33753,98.60414,21.91055
1982-05,,,,,,,99.31831,98.56377,21.97755
1982-06,,,,,,,99.30717,98.54033,22.04634
1982-07,,,,,,,99.30457,98.53488,22.11691
1982-08,,,,,,,99.3102,98.54669,22.18925
1982-09,,,,,,,99.32288,98.57336,22.26339
1982-10,,,,,,,99.33987,98.60908,22.3393
1982-11,,,,,,,99.35827,98.64772,22.41698
1982-12,,,,,,,99.37587,98.68472,22.49643
1983-01,,,,,,,99.39175,98.71809,22.57763
1983-02,,,,,,,99.40639,98.74887,22.66057
1983-03,,,,,,,99.42179,98.78122,22.74524
1983-04,,,,,,,99.44128,98.82219,22.83162
1983-05,,,,,,,99.46902,98.88048,22.91969
1983-06,,,,,,,99.5088,98.96407,23.00942
1983-07,,,,,,,99.5621,99.07612,23.1008
1983-08,,,,,,,99.6293,99.21733,23.1938
1983-09,,,,,,,99.70948,99.38584,23.28839
1983-10,,,,,,,99.79918,99.57434,23.38454
1983-11,,,,,,,99.89416,99.77396,23.48222
1983-12,,,,,,,99.99033,99.97607,23.5814
1984-01,,,,,,,100.084,100.1729,23.68204
1984-02,,,,,,,100.1714,100.3566,23.7841
1984-03,,,,,,,100.2486,100.5189,23.88756
1984-04,,,,,,,100.311,100.65,23.99239
1984-05,,,,,,,100.3536,100.7396,24.09853
1984-06,,,,,,,100.3723,100.7788,24.20597
1984-07,,,,,,,100.3658,100.7652,24.31467
1984-08,,,,,,,100.3344,100.6991,24.42459
1984-09,,,,,,,100.2795,100.5838,24.53571
1984-10,,,,,,,100.206,100.4293,24.64799
1984-11,,,,,,,100.1191,100.2468,24.76141
1984-12,,,,,,,100.0242,100.0472,24.87594
1985-01,,,,,,,99.92559,99.84003,24.99154
1985-02,,,,,,,99.82771,99.63432,25.10818
1985-03,,,,,,,99.73491,99.43928,25.22585
1985-04,,,,,,,99.65198,99.26499,25.34449
1985-05,,,,,,,99.58385,99.1218,25.46408
1985-06,,,,,,,99.53456,99.01823,25.58458
1985-07,,,,,,,99.50517,98.95646,25.70595
1985-08,,,,,,,99.4953,98.93571,25.82815
1985-09,,,,,,,99.50324,98.95242,25.95113
1985-10,,,,,,,99.52454,98.99718,26.07485
1985-11,,,,,,,99.55453,99.0602,26.19925
1985-12,,,,,,,99.58985,99.13442,26.32429
1986-01,,,,,,,99.62918,99.21708,26.4499
1986-02,,,,,,,99.67345,99.31013,26.57602
1986-03,,,,,,,99.72564,99.4198,26.70259
1986-04,,,,,,,99.79008,99.55524,26.82955
1986-05,,,,,,,99.87105,99.7254,26.95682
1986-06,,,,,,,99.97019,99.93375,27.08435
1986-07,,,,,,,100.0829,100.1705,27.21205
1986-08,,,,,,,100.2,100.4168,27.33986
1986-09,,,,,,,100.3093,100.6465,27.46769
1986-10,,,,,,,100.3954,100.8274,27.59547
1986-11,,,,,,,100.4485,100.9389,27.72313
1986-12,,,,,,,100.4743,100.9931,27.8506
1987-01,,,,,,,100.5061,101.0601,27.97779
1987-02,,,,,,,100.5855,101.2268,28.10465
1987-03,,,,,,,100.7417,101.5552,28.2311
1987-04,,,,,,,100.969,102.0329,28.35707
1987-05,,,,,,,101.2477,102.6186,28.48249
1987-06,,,,,,,101.56,103.275,28.6073
1987-07,,,,,,,101.9025,103.9946,28.73144
1987-08,,,,,,,102.2679,104.7626,28.85485
1987-09,,,,,,,102.6247,105.5126,28.97748
1987-10,,,,,,,102.8944,106.0794,29.0993
1987-11,,,,,,,102.9896,106.2793,29.22027
1987-12,,,112.5051,105.6304,,33.00943,102.8599,106.0067,29.34038
1988-01,,,108.8489,103.9844,,32.0665,102.5489,105.3532,29.45964
1988-02,,,105.2403,102.3598,,31.12804,102.14,104.4939,29.57806
1988-03,,,101.8944,100.8534,,30.25822,101.7147,103.6,29.69567
1988-04,,,99.07819,99.58553,,29.53771,101.3197,102.7698,29.81252
1988-05,,,97.0007,98.65023,,29.03101,100.9751,102.0456,29.92866
1988-06,,,95.79705,98.10834,,28.7814,100.6803,101.426,30.04414
1988-07,,,95.3904,97.92526,,28.7688,100.4162,100.8711,30.15901
1988-08,,,95.53686,97.9912,,28.9222,100.1581,100.3287,30.27335
1988-09,,,95.90664,98.15768,,29.14335,99.88554,99.75584,30.38721
1988-10,,,96.24486,98.30994,,29.35532,99.59241,99.13979,30.50066
1988-11,,,96.46627,98.40963,,29.53197,99.28323,98.49002,30.61378
1988-12,,,96.6494,98.49207,-9.99983,29.6971,98.9712,97.83426,30.72662
1989-01,,,96.97084,98.63679,-6.713335,29.9051,98.67761,97.21725,30.83927
1989-02,,,97.5809,98.91145,-2.953073,30.20303,98.42754,96.69169,30.95178
1989-03,,,98.33595,99.25137,0.9649002,30.54729,98.24464,96.3073,31.06422
1989-04,,,99.06111,99.57784,4.558493,30.88391,98.14329,96.09431,31.17663
1989-05,,,99.64736,99.84178,7.391677,31.17871,98.13292,96.07253,31.28905
1989-06,,,100.0919,100.0419,9.192807,31.43036,98.21642,96.24801,31.40152
1989-07,,,100.4452,100.201,10.01736,31.65437,98.38184,96.59564,31.51406
1989-08,,,100.825,100.372,10.24037,31.88761,98.61388,97.08332,31.62669
1989-09,,,101.2712,100.5728,10.28088,32.14288,98.89941,97.6834,31.73941
1989-10,,,101.8084,100.8147,10.45769,32.42823,99.22803,98.37402,31.85221
1989-11,,,102.4171,101.0887,10.84533,32.73774,99.58871,99.13203,31.9651
1989-12,,,103.0226,101.3613,11.27218,33.04765,99.9631,99.91884,32.07807
1990-01,,,103.5868,101.6153,11.49438,33.34572,100.316,100.6606,32.19109
1990-02,,,104.0225,101.8115,11.24824,33.60359,100.6054,101.2688,32.30415
1990-03,,,104.2456,101.9119,10.61705,33.79355,100.7937,101.6645,32.41724
1990-04,,,104.2152,101.8983,9.762719,33.90158,100.8643,101.8129,32.53036
1990-05,,,103.9059,101.759,8.781716,33.91851,100.8196,101.7188,32.64349
1990-06,,,103.3084,101.49,7.665355,33.84035,100.6863,101.4386,32.75663
1990-07,,,102.4464,101.1019,6.38167,33.67394,100.5287,101.1076,32.86981
1990-08,,,101.3932,100.6278,4.882206,33.44254,100.4099,100.8577,32.98302
1990-09,,,100.251,100.1135,3.234561,33.17936,100.3543,100.741,33.0963
1990-10,,,98.99242,99.54692,1.391441,32.87502,100.3097,100.6472,33.20963
1990-11,,,97.69325,98.96202,-0.5433599,32.55436,100.2015,100.4199,33.32304
1990-12,,,96.5321,98.43926,-2.313085,32.27699,99.9869,99.96886,33.43653
1991-01,99.43999,,95.74873,98.08659,-3.644585,32.12383,99.71038,99.38773,33.55014
1991-02,100.3228,,95.51431,97.98105,-4.29525,32.15382,99.45208,98.84488,33.66388
1991-03,99.93102,,95.76757,98.09507,-4.260059,32.34816,99.28067,98.48465,33.77778
1991-04,99.59047,,96.22525,98.30112,-3.788058,32.61252,99.20655,98.32887,33.89185
1991-05,99.54421,,96.68915,98.50997,-3.049999,32.88022,99.21049,98.33717,34.00611
1991-06,100.011,,97.11131,98.70004,-2.076975,33.13492,99.26402,98.44967,34.12056
1991-07,100.5921,,97.51897,98.88356,-0.8521657,33.3858,99.34363,98.61696,34.23519
1991-08,100.8481,,97.96642,99.08501,0.6235918,33.65147,99.43353,98.8059,34.35001
1991-09,100.3118,,98.50964,99.32957,2.320595,33.95136,99.5267,99.00172,34.46501
1991-10,99.28594,,99.12801,99.60796,4.258312,34.27865,99.62508,99.20847,34.58019
1991-11,98.01961,,99.71405,99.8718,6.256734,34.59632,99.73172,99.43258,34.69553
1991-12,97.16398,,100.1725,100.0782,8.018318,34.87107,99.84245,99.66529,34.81102
1992-01,96.88911,,100.4439,100.2004,9.188356,35.0817,99.93684,99.86366,34.92665
1992-02,97.61866,,100.5385,100.243,9.552605,35.23109,99.99233,99.98028,35.0424
1992-03,99.65952,,100.5406,100.2439,9.259636,35.34832,99.99947,99.99527,35.15824
1992-04,102.0478,,100.5178,100.2337,8.709467,35.45683,99.97971,99.95374,35.27417
1992-05,103.7889,,100.5479,100.2472,8.213408,35.58407,99.96498,99.9228,35.39017
1992-06,104.2016,,100.6176,100.2786,7.809848,35.72554,99.9792,99.95269,35.50623
1992-07,103.8751,,100.7644,100.3447,7.507039,35.89462,100.0195,100.0375,35.62233
1992-08,103.3287,,100.9336,100.4209,7.186675,36.07211,100.0736,100.1512,35.73845
1992-09,102.7196,,101.12,100.5048,6.783234,36.25615,100.1348,100.2798,35.85457
1992-10,101.5891,,101.3577,100.6118,6.356945,36.45904,100.2162,100.4508,35.97068
1992-11,99.97597,,101.6554,100.7458,6.032024,36.68412,100.3408,100.7126,36.08675
1992-12,98.4399,,102.0245,100.912,5.918559,36.93572,100.5306,101.1115,36.20279
1993-01,97.43256,,102.4682,101.1118,6.07892,37.2152,100.7924,101.6618,36.31876
1993-02,97.54532,,102.9022,101.3071,6.414299,37.49208,101.1204,102.351,36.43467
1993-03,99.25393,,103.2266,101.4532,6.733458,37.72983,101.4932,103.1346,36.5505
1993-04,101.4948,,103.3983,101.5305,6.92142,37.91228,101.8663,103.9186,36.66624
1993-05,102.9951,,103.3848,101.5244,6.86196,38.02692,102.188,104.5946,36.78191
1993-06,102.9803,,103.185,101.4344,6.568219,38.07268,102.4171,105.0762,36.89751
1993-07,102.1289,,102.8326,101.2758,6.036839,38.06152,102.5441,105.343,37.01309
1993-08,101.6898,,102.3758,101.0702,5.376215,38.0108,102.5681,105.3936,37.12868
1993-09,102.5596,,101.7936,100.8081,4.571613,37.91236,102.482,105.2125,37.24434
1993-10,103.6775,,100.9727,100.4385,3.473957,37.72357,102.2633,104.7529,37.36015
1993-11,103.4991,,99.78944,99.90575,1.952296,37.39729,101.8798,103.947,37.4762
1993-12,101.1643,,98.18533,99.18356,-0.05728198,36.9104,101.304,102.7368,37.59259
1994-01,97.79056,,96.16633,98.27459,-2.541895,36.26378,100.5387,101.1285,37.70943
1994-02,95.25439,,93.939,97.27184,-5.204611,35.53419,99.62249,99.20302,37.82687
1994-03,94.95451,,91.9922,96.39536,-7.464232,34.90647,98.64542,97.14959,37.94504
1994-04,95.75256,,90.74735,95.83492,-8.871194,34.54214,97.73584,95.23801,38.06407
1994-05,97.29223,,90.57024,95.75518,-9.039922,34.58344,97.0319,93.7586,38.18411
1994-06,99.80164,,91.58549,96.21226,-7.843702,35.08208,96.61572,92.88395,38.30528
1994-07,103.0012,,93.4784,97.06446,-5.616084,35.92157,96.48299,92.60503,38.42767
1994-08,105.6602,,95.67063,98.05142,-2.967789,36.88233,96.56875,92.78525,38.55136
1994-09,106.7895,,97.65907,98.94663,-0.3766956,37.771,96.79368,93.25797,38.67638
1994-10,106.5117,,99.18281,99.63264,2.012117,38.48568,97.09309,93.8872,38.80278
1994-11,105.6883,,100.2341,100.1059,4.331348,39.02167,97.41956,94.57332,38.93054
1994-12,105.1078,,100.9441,100.4256,6.805781,39.42846,97.74125,95.24938,39.05967
1995-01,104.6755,,101.4794,100.6666,9.64811,39.76994,98.03844,95.87398,39.19014
1995-02,104.4456,,102.0197,100.9098,12.87023,40.11612,98.30038,96.42447,39.32192
1995-03,104.4654,,102.602,101.172,15.94504,40.48156,98.52346,96.89328,39.45495
1995-04,104.1797,,103.179,101.4317,18.22847,40.84769,98.71165,97.28879,39.58917
1995-05,103.5833,,103.6411,101.6398,19.02481,41.17094,98.87079,97.62324,39.72451
1995-06,103.1201,,103.9046,101.7584,18.03985,41.4173,99.00502,97.90533,39.86089
1995-07,103.2816,,103.919,101.7649,15.69968,41.56576,99.11514,98.13677,39.99822
1995-08,103.8351,,103.6987,101.6657,12.84026,41.62093,99.20212,98.31956,40.13641
1995-09,104.4625,,103.2674,101.4716,10.11084,41.59132,99.27206,98.46654,40.27534
1995-10,104.3752,,102.7776,101.2511,7.928751,41.53749,99.34281,98.61525,40.41492
1995-11,103.9112,,102.314,101.0423,6.335059,41.49347,99.43346,98.80574,40.55502
1995-12,103.6569,,101.9175,100.8638,5.194278,41.47585,99.55358,99.0582,40.69551
1996-01,103.6605,,101.6574,100.7467,4.385478,41.51312,99.6911,99.34721,40.83629
1996-02,103.3849,,101.5826,100.7131,3.766128,41.62572,99.82473,99.62804,40.9772
1996-03,102.3409,,101.5663,100.7057,3.167135,41.76213,99.93512,99.86005,41.11811
1996-04,100.9027,,101.4485,100.6527,2.474489,41.85653,100.0163,100.0307,41.25888
1996-05,100.2427,,101.2106,100.5456,1.77799,41.90055,100.0714,100.1465,41.39937
1996-06,101.2963,,100.923,100.4161,1.227344,41.92282,100.1103,100.2282,41.53943
1996-07,103.039,,100.6854,100.3091,0.9669875,41.9646,100.1492,100.3099,41.67892
1996-08,104.1196,,100.5755,100.2596,1.058697,42.05836,100.2053,100.4278,41.81769
1996-09,103.7253,,100.6398,100.2886,1.528899,42.22405,100.292,100.61,41.9556
1996-10,102.3257,,100.8825,100.3979,2.237764,42.46398,100.4126,100.8636,42.0925
1996-11,101.0332,,101.2664,100.5707,3.066324,42.76302,100.5653,101.1845,42.22824
1996-12,100.8947,,101.7729,100.7987,3.954737,43.11373,100.7457,101.5636,42.36268
1997-01,101.914,,102.3529,101.0598,4.779672,43.49553,100.9473,101.9872,42.49567
1997-02,103.4731,,102.8711,101.2932,5.348289,43.85095,101.1617,102.4379,42.62707
1997-03,104.9998,,103.2458,101.4619,5.705412,44.14456,101.3782,102.8929,42.75674
1997-04,105.9461,,103.4791,101.5669,6.019255,44.37655,101.5814,103.3198,42.88455
1997-05,106.3619,,103.6108,101.6262,6.351604,44.5634,101.7577,103.6903,43.01038
1997-06,106.4534,,103.698,101.6654,6.688422,44.72921,101.9027,103.9952,43.13411
