country,A5M,A5M,A5M,A5M,A5M,A5M,A5M,A5M,A5M,A5M,A5M
1984-07,,,,,,,99.82464,7.262774,11.93911,99.63712,11.98259
1984-08,,,,,,,99.87135,7.384067,12.0168,99.74825,12.04713
1984-09,,,,,,,99.91844,7.531577,12.09617,99.86599,12.1124
1984-10,,,,,,,99.98883,7.726004,12.18015,100.0145,12.17838
1984-11,,,,,,,100.1065,7.978665,12.27185,100.2187,12.24506
1984-12,,,,,,,100.2833,8.281753,12.3726,100.4885,12.31245
1985-01,,,,,,,100.504,8.598713,12.47976,100.8016,12.38052
1985-02,,,,,,,100.7381,8.888827,12.58892,101.1186,12.44966
1985-03,,,,,,,100.9545,9.116331,12.69442,101.3973,12.51948
1985-04,,,,,,,101.1301,9.255754,12.79243,101.6082,12.58995
1985-05,,,,,,,101.2487,9.294001,12.88028,101.7312,12.66109
1985-06,,,,,,,101.3047,9.234416,12.95722,101.7619,12.73287
1985-07,,,,,,,101.304,9.089964,13.02437,101.7107,12.8053
1985-08,,,,,,,101.2553,8.876686,13.0835,101.5928,12.87838
1985-09,,,,,,,101.1683,8.602304,13.13671,101.4254,12.95209
1985-10,,,,,,,101.0485,8.254427,13.18555,101.2214,13.02645
1985-11,,,,,,,100.8979,7.815619,13.23097,100.9885,13.10145
1985-12,,,,,,,100.7174,7.281487,13.27351,100.7316,13.1771
1986-01,,,,,,,100.5127,6.686091,13.31417,100.4585,13.2534
1986-02,,,,,,,100.2937,6.079605,13.35428,100.1797,13.33033
1986-03,,,,,,,100.0716,5.525024,13.39579,99.90957,13.40791
1986-04,,,,,,,99.86024,5.067165,13.44064,99.66253,13.48615
1986-05,,,,,,,99.67339,4.740827,13.49091,99.45346,13.56505
1986-06,,,,,,,99.51839,4.556541,13.54762,99.28912,13.64462
1986-07,,,,,,,99.3913,4.495797,13.60992,99.16262,13.72484
1986-08,,,,,,,99.28274,4.52907,13.67606,99.06066,13.80574
1986-09,,,,,,,99.18149,4.622247,13.74393,98.9676,13.8873
1986-10,,,,,,,99.0787,4.749786,13.81184,98.87122,13.96952
1986-11,,,,,,,98.97052,4.897017,13.87889,98.76526,14.0524
1986-12,,,,,,,98.86272,5.065395,13.94586,98.6554,14.13594
1987-01,,,,,,,98.77465,5.271022,14.01596,98.56432,14.22012
1987-02,,,,,,,98.734,5.539042,14.09398,98.52686,14.30471
1987-03,,,,,,,98.75642,5.876761,14.18302,98.56215,14.38993
1987-04,,,,,,,98.83887,6.266444,14.28289,98.66754,14.47577
1987-05,,,,,,,98.97028,6.678903,14.39196,98.83077,14.56222
1987-06,,,,,,,99.13898,7.091932,14.50841,99.03844,14.64927
1987-07,,,,,,,99.33765,7.503469,14.63113,99.28236,14.73689
1987-08,,,,,,,99.56292,7.92434,14.75979,99.55968,14.82507
1987-09,,,,,,,99.81162,8.369422,14.89421,99.86871,14.91379
1987-10,,,,,,,100.073,8.839876,15.03279,100.1983,15.00304
1987-11,,,,,,,100.3307,9.322474,15.17275,100.5298,15.09278
1987-12,,,,,,,100.5635,9.7834,15.31024,100.8381,15.183
1988-01,,,,,,,100.7456,10.16064,15.44007,101.0894,15.27368
1988-02,,,,,,,100.855,10.38359,15.55744,101.2536,15.36483
1988-03,,,,,,,100.8883,10.4196,15.66084,101.3227,15.4564
1988-04,,,,,,,100.8821,10.32176,15.75713,101.3427,15.54837
1988-05,,,,,,,100.8796,10.1611,15.85434,101.3657,15.64073
1988-06,,,,,,,100.9118,9.992859,15.95821,101.4285,15.73347
1988-07,,,,,,,100.9777,9.823244,16.06838,101.528,15.82656
1988-08,,,,,,,101.0606,9.63125,16.18135,101.6416,15.92001
1988-09,,,,,,,101.1379,9.385605,16.29213,101.7381,16.01379
1988-10,,,,,,,101.1946,9.074996,16.39701,101.7948,16.1079
1988-11,,,,,,,101.2211,8.706513,16.49376,101.7986,16.20235
1988-12,,,,,,,101.2083,8.298918,16.58083,101.7409,16.29712
1989-01,,,,,,,101.1365,7.868488,16.65498,101.603,16.39221
1989-02,,,,,,,100.9874,7.426479,16.71281,101.3679,16.48728
1989-03,,,,,,,100.7627,6.986796,16.75503,101.0393,16.58268
1989-04,,,,,,,100.4983,6.543218,16.78816,100.658,16.67842
1989-05,,,,,,,100.2462,6.103973,16.82208,100.2836,16.77451
1989-06,,,,,,,100.052,5.688435,16.86598,99.97048,16.87096
1989-07,,,,,,,99.92912,5.317855,16.92288,99.73524,16.9678
1989-08,,,,,,,99.86919,5.007063,16.99156,99.56946,17.06503
1989-09,,,,,,,99.85237,4.767119,17.06879,99.45299,17.16267
1989-10,,,,,,,99.84686,4.586605,17.14908,99.35306,17.26074
1989-11,,,,,,,99.8243,4.448197,17.22744,99.24062,17.35926
1989-12,,,,,,,99.77441,4.350308,17.30215,99.10589,17.45824
1990-01,,100.9958,,,,,99.72761,4.351844,17.37977,98.9866,17.5577
1990-02,,100.9896,,,,,99.73016,4.522214,17.4686,98.93816,17.65608
1990-03,,101.0039,,,,,99.80183,4.90951,17.57762,98.9917,17.75666
1990-04,,101.0191,,,,,99.93058,5.440492,17.70152,99.12515,17.85774
1990-05,,101.0087,,,,,100.0841,6.011488,17.83334,99.29841,17.95934
1990-06,,100.965,,,,,100.2283,6.520952,17.96581,99.47036,18.06147
1990-07,,100.8965,,,,,100.3429,6.923983,18.09461,99.61729,18.16413
1990-08,,100.8326,,,,,100.4193,7.218136,18.21803,99.73006,18.26734
1990-09,,100.7998,,,,,100.4599,7.426915,18.33648,99.81145,18.37111
1990-10,,100.8321,,,,,100.4829,7.606335,18.45349,99.88112,18.47546
1990-11,,100.9503,,,,,100.5089,7.809608,18.57283,99.95937,18.58038
1990-12,,101.1301,,,,,100.5507,8.058298,18.6964,100.0562,18.6859
1991-01,,101.3161,,,,,100.6048,8.300867,18.82245,100.1619,18.79202
1991-02,,101.4401,,,,,100.6609,8.457264,18.94597,100.2611,18.89663
1991-03,,101.4775,,,,,100.7062,8.465907,19.06572,100.3365,19.00178
1991-04,,101.4266,,,,,100.7305,8.351427,19.17984,100.3786,19.1075
1991-05,,101.2987,,,,,100.7241,8.147975,19.2864,100.3779,19.21379
1991-06,,101.1164,,,,,100.6842,7.899538,19.38502,100.333,19.32068
1991-07,,100.9092,,,,,100.6227,7.649828,19.47882,100.2607,19.42818
1991-08,,100.6973,,,,,100.5549,7.429759,19.57159,100.1806,19.5363
1991-09,,100.5135,,,,,100.4908,7.24874,19.66564,100.1047,19.64507
1991-10,,100.3773,,,,,100.4308,7.086549,19.76121,100.034,19.75449
1991-11,,100.2937,,,,,100.372,6.918766,19.85784,99.96603,19.86459
1991-12,,100.244,,,,,100.3125,6.734379,19.95549,99.90039,19.97539
1992-01,,100.2169,,,,,100.2527,6.544041,20.0542,99.83722,20.08689
1992-02,,100.2209,,,,,100.1936,6.367255,20.1523,99.77531,20.19769
1992-03,,100.2658,,,,,100.1348,6.216771,20.251,99.7135,20.30918
1992-04,,100.3537,,,,,100.0804,6.110938,20.35191,99.65978,20.42139
1992-05,,100.4623,98.61268,98.90613,,20.24945,100.032,6.064692,20.45606,99.61884,20.53433
1992-06,,100.5692,98.63821,98.91483,,20.36683,99.98878,6.080046,20.56364,99.5914,20.64801
1992-07,,100.6443,98.65253,98.91489,,20.48268,99.94687,6.133383,20.67353,99.57177,20.76244
1992-08,,100.6716,98.65716,98.90759,,20.59729,99.9015,6.194465,20.78394,99.55121,20.87764
1992-09,,100.6477,98.66025,98.89976,,20.71234,99.85405,6.250156,20.89477,99.52922,20.9936
1992-10,,100.5883,98.67028,98.89896,,20.82964,99.81486,6.311135,21.00836,99.51691,21.11035
1992-11,,100.5301,98.69569,98.91336,,20.95099,99.79475,6.392966,21.12735,99.52648,21.22787
1992-12,,100.5011,98.74439,98.95042,,21.07815,99.79736,6.500881,21.25277,99.56245,21.34617
1993-01,,100.5409,98.81848,99.01232,,21.21164,99.80862,6.617172,21.38122,99.60848,21.46526
1993-02,,100.675,98.9127,99.09374,,21.35068,99.81039,6.728549,21.50826,99.64273,21.58538
1993-03,,100.8453,99.02285,99.19065,,21.49418,99.78085,6.796836,21.62742,99.63671,21.70628
1993-04,,100.9778,99.12912,99.28542,,21.63786,99.71988,6.812174,21.73832,99.58938,21.82795
1993-05,,101.0168,99.21608,99.36458,7.550125,21.77831,99.63799,6.782345,21.84346,99.51289,21.95038
1993-06,,100.9962,99.26717,99.41372,7.585758,21.9118,99.54926,6.72337,21.94621,99.42304,22.07357
1993-07,,100.9172,99.28022,99.43092,7.591969,22.03771,99.46811,6.658552,22.05009,99.33597,22.19749
1993-08,,100.7583,99.27007,99.42795,7.583086,22.15919,99.41072,6.619387,22.15971,99.27238,22.32213
1993-09,,100.5432,99.24796,99.41248,7.562283,22.27867,99.39058,6.627722,22.27962,99.2522,22.44748
1993-10,,100.3486,99.23981,99.40636,7.548276,22.40192,99.41058,6.680946,22.41192,99.28413,22.57352
1993-11,,100.2657,99.27536,99.43543,7.563993,22.53572,99.46336,6.759444,22.55544,99.36222,22.70022
1993-12,,100.2267,99.37361,99.51708,7.621251,22.68456,99.53201,6.834871,22.70537,99.46477,22.82755
1994-01,,100.1728,99.53838,99.65659,7.721625,22.84952,99.59571,6.893615,22.85515,99.56291,22.95549
1994-02,,100.0489,99.72575,99.81228,7.822729,23.02089,99.64577,6.948309,23.00272,99.64705,23.0842
1994-03,,99.93064,99.92104,99.9783,7.913438,23.19511,99.67857,7.024867,23.14672,99.71259,23.21344
1994-04,,99.84772,100.1125,100.1433,8.002529,23.36943,99.69995,7.129979,23.28826,99.76478,23.34317
1994-05,,99.80852,100.3639,100.3238,8.175364,23.55877,99.71795,7.258001,23.42886,99.81046,23.47335
1994-06,,99.81951,100.5827,100.4801,8.350189,23.74148,99.73711,7.395042,23.56914,99.85257,23.60394
1994-07,,99.89174,100.7619,100.6051,8.521811,23.91573,99.75513,7.520895,23.70845,99.88857,23.7349
1994-08,,100.028,100.9021,100.7,8.674809,24.08146,99.76737,7.607812,23.84558,99.9137,23.86618
1994-09,,100.2103,100.9983,100.7611,8.79148,24.23729,99.77269,7.632777,23.98017,99.92686,23.99772
1994-10,,100.4015,101.0623,100.798,8.85596,24.38582,99.78169,7.600047,24.11524,99.94092,24.1295
1994-11,,100.5455,101.0957,100.8121,8.837285,24.52727,99.80942,7.535954,24.25521,99.97431,24.26144
1994-12,,100.6533,101.0968,100.8018,8.712937,24.66106,99.86656,7.478435,24.40338,100.0405,24.39351
1995-01,,100.7374,101.0715,100.7708,8.485579,24.78844,99.95325,7.461064,24.56039,100.1416,24.52565
1995-02,,100.8185,101.0465,100.7385,8.227632,24.91496,100.0572,7.474536,24.72207,100.2642,24.65692
1995-03,,100.8567,101.0108,100.6975,7.948312,25.03872,100.1672,7.51214,24.88553,100.3928,24.78815
1995-04,,100.865,100.984,100.6636,7.681296,25.16451,100.2738,7.555074,25.0477,100.5153,24.91929
1995-05,,100.8535,100.976,100.6449,7.368841,25.29477,100.372,7.589766,25.20705,100.6258,25.05028
1995-06,,100.8043,101.0031,100.6567,7.127558,25.43367,100.4592,7.610671,25.36291,100.7221,25.18107
1995-07,,100.7341,101.0765,100.709,6.976042,25.5841,100.5337,7.619606,25.51494,100.8033,25.31161
1995-08,,100.6919,101.1789,100.7884,6.894552,25.74177,100.5943,7.621471,25.66297,100.8691,25.44184
1995-09,,100.6927,101.2934,100.8813,6.870284,25.90246,100.6446,7.623326,25.80826,100.925,25.57173
1995-10,,100.7362,101.4139,100.9815,6.884205,26.06459,100.6943,7.624878,25.954,100.9836,25.70121
1995-11,,100.8178,101.5302,101.0788,6.923804,26.22549,100.7532,7.61822,26.10302,101.056,25.83025
1995-12,,100.9303,101.6391,101.1688,6.987696,26.3843,100.8297,7.599194,26.25784,101.152,25.95879
1996-01,,101.0567,101.7396,101.2494,7.068504,26.54061,100.9265,7.568194,26.41917,101.2741,26.08681
1996-02,,101.1666,101.8327,101.3206,7.133828,26.69235,101.0401,7.529488,26.58351,101.4175,26.21196
1996-03,,101.2298,101.9417,101.4016,7.225336,26.84786,101.1723,7.509866,26.7544,101.5869,26.33648
1996-04,,101.2368,102.0845,101.5083,7.34129,27.01191,101.3131,7.509409,26.92864,101.7698,26.46035
1996-05,,101.1897,102.258,101.6383,7.467961,27.18378,101.4497,7.516232,27.10167,101.9492,26.58352
1996-06,,101.1165,102.4589,101.7897,7.580113,27.36157,101.5405,7.464284,27.25607,102.0639,26.70492
1996-07,,101.0441,102.6665,101.9475,7.649209,27.54108,101.6236,7.417733,27.40757,102.1688,26.82578
1996-08,,100.963,102.743,102.0102,7.549833,27.68523,101.703,7.381533,27.55729,102.2682,26.94609
1996-09,,100.8616,102.7485,102.0195,7.363328,27.80975,101.781,7.352908,27.70592,102.3649,27.06585
1996-10,,100.6808,102.6812,101.9723,7.095224,27.91393,101.8487,7.306254,27.85026,102.447,27.18505
1996-11,,100.3417,102.5443,101.8696,6.760158,27.99837,101.8943,7.213784,27.98604,102.4991,27.30368
1996-12,,99.85313,102.3672,101.7336,6.39248,28.07091,101.9095,7.055282,28.1104,102.5113,27.42177
1997-01,,99.33385,102.1665,101.5769,6.010947,28.13595,101.8955,6.830808,28.22381,102.4855,27.53932
1997-02,,99.11884,101.969,101.422,5.643568,28.19875,101.8626,6.563378,28.32829,102.4374,27.65424
1997-03,,99.16825,101.7739,101.2697,5.26449,28.26126,101.8253,6.270287,28.43198,102.3887,27.76867
1997-04,,99.35146,101.5364,101.0904,4.809457,28.31103,101.7897,5.971009,28.53655,102.3452,27.88263
1997-05,,99.55025,101.2402,100.8727,4.265742,28.34337,101.7586,5.684232,28.64219,102.3076,27.99617
1997-06,,99.69231,100.8837,100.6158,3.640677,28.35772,101.7297,5.471858,28.74749,102.2703,28.10931
1997-07,,99.69855,100.4761,100.3263,2.960663,28.35648,101.6922,5.256203,28.84817,102.2183,28.22212
1997-08,,99.50536,100.0292,100.0119,2.375615,28.34293,101.6306,5.012084,28.93848,102.1311,28.33465
1997-09,,99.20448,99.56017,99.68343,1.841402,28.32184,101.5255,4.709939,29.01085,101.9823,28.44695
1997-10,,98.92957,99.0846,99.35131,1.374704,28.29767,101.3607,4.339385,29.05879,101.7497,28.5591
1997-11,,98.79525,98.6223,99.03104,0.9920988,28.27615,101.1258,3.901814,29.078,101.419,28.67115
1997-12,,98.77353,98.18925,98.73593,0.6807286,28.26199,100.8243,3.412663,29.06972,100.9955,28.78318
1998-01,,98.75464,97.78961,98.46955,0.4287651,28.25659,100.4802,2.903136,29.04319,100.5119,28.89529
1998-02,,98.54282,97.4453,98.24578,0.2357756,28.26524,100.1308,2.414031,29.01214,100.0203,29.00626
1998-03,,98.20576,97.15724,98.06507,0.1007177,28.28972,99.80302,1.95648,28.98825,99.55623,29.11746
1998-04,,97.90566,96.93044,97.92911,0.07327278,28.33178,99.52412,1.56565,28.98333,99.15958,29.22898
1998-05,,97.60551,96.76993,97.83788,0.175706,28.39317,99.31138,1.267718,29.0053,98.85619,29.3409
1998-06,,97.31715,96.69082,97.79691,0.4264477,28.47865,99.17008,1.076618,29.05699,98.6544,29.45331
1998-07,,97.13729,96.70461,97.81087,0.8304905,28.59198,99.09422,0.999944,29.13664,98.54678,29.5663
1998-08,,97.19458,96.81449,97.88229,1.381513,28.73449,99.07064,1.04003,29.23945,98.51585,29.67994
1998-09,,97.3532,97.00393,98.00211,2.047294,28.90167,99.08163,1.197976,29.35839,98.53685,29.79433
1998-10,,97.55475,97.258,98.16463,2.797893,29.08941,99.10706,1.467396,29.4852,98.58131,29.90952
1998-11,,97.75021,97.56338,98.36498,3.599667,29.29399,99.13023,1.83948,29.61289,98.62545,30.0256
1998-12,,97.98187,97.91216,98.59978,4.427558,29.51331,99.14091,2.295098,29.73689,98.65391,30.14264
1999-01,,98.20509,98.3046,98.86907,5.276943,29.74767,99.14058,2.801556,29.85685,98.66539,30.26071
1999-02,,98.33099,98.73137,99.16177,6.121517,29.9955,99.13101,3.316019,29.97419,98.66123,30.38092
1999-03,,98.38987,99.19434,99.47676,6.952405,30.25654,99.12771,3.812793,30.09351,98.65984,30.50229
1999-04,,98.47028,99.67509,99.79986,7.74252,30.52537,99.1351,4.256988,30.21715,98.66865,30.62487
1999-05,,98.60622,100.1187,100.0965,8.424816,30.78524,99.1536,4.621966,30.34591,98.68993,30.74874
1999-06,,98.74667,100.513,100.3566,8.967004,31.03233,99.18176,4.896525,30.47977,98.72322,30.87396
1999-07,,98.86105,100.822,100.5566,9.315332,31.25541,99.21861,5.087113,30.61885,98.76862,31.00059
1999-08,,99.00819,101.0507,100.701,9.470366,31.45575,99.26436,5.2127,30.76361,98.82725,31.12868
1999-09,,99.12696,101.2277,100.8091,9.481712,31.64204,99.32083,5.301548,30.91484,98.90125,31.25829
1999-10,,99.22375,101.3807,100.9006,9.396816,31.82288,99.3926,5.389211,31.07422,98.99564,31.38948
1999-11,,99.33109,101.5223,100.9861,9.244874,32.00219,99.4838,5.505494,31.24322,99.11465,31.52231
1999-12,,99.44452,101.6405,101.0588,9.022509,32.17615,99.59373,5.665056,31.42151,99.25668,31.65682
2000-01,,99.51865,101.7261,101.1145,8.720636,32.34186,99.71262,5.856932,31.60555,99.41018,31.79307
2000-02,99.82009,99.58983,101.7531,101.1336,8.316893,32.4902,99.82569,6.05689,31.7897,99.55927,31.93042
2000-03,99.87109,99.66428,101.7123,101.1101,7.80727,32.61875,99.9269,6.243505,31.9724,99.69688,32.06961
2000-04,99.91908,99.74304,101.5929,101.0355,7.201781,32.72374,100.0139,6.404863,32.15252,99.81947,32.21067
2000-05,100.3099,99.82509,101.4021,100.9138,6.568183,32.80727,100.0906,6.543193,32.3315,99.93154,32.35365
2000-06,100.6518,99.90579,101.1606,100.7587,5.940489,32.8758,100.1619,6.663926,32.51092,100.0378,32.49863
2000-07,100.9678,99.96561,100.871,100.57,5.357687,32.92998,100.2305,6.767721,32.69105,100.1391,32.64564
2000-08,101.1088,99.96767,100.5504,100.359,4.830601,32.97525,100.2966,6.850191,32.87098,100.2325,32.79474
2000-09,100.9545,99.89541,100.2164,100.1375,4.346249,33.01728,100.3586,6.904723,33.04942,100.3139,32.946
2000-10,100.6755,99.77759,99.89372,99.92268,3.901025,33.0643,100.4118,6.919878,33.22452,100.3778,33.09948
2000-11,100.502,99.61372,99.59492,99.72289,3.494564,33.12052,100.4484,6.881043,33.39308,100.4145,33.25523
2000-12,100.58,99.47926,99.31457,99.53395,3.133244,33.18431,100.4587,6.777555,33.55112,100.4124,33.41333
2001-01,100.7211,99.41749,99.05185,99.35429,2.825018,33.25552,100.4342,6.611412,33.69512,100.3612,33.57385
2001-02,100.6932,99.42741,98.82961,99.20161,2.615335,33.33992,100.3652,6.380897,33.81816,100.2473,33.73475
2001-03,100.2955,99.47023,98.65087,99.07805,2.520319,33.44085,100.2496,6.095795,33.92137,100.0684,33.89817
2001-04,99.7114,99.48052,98.49734,98.9695,2.532103,33.55234,100.0985,5.778924,34.01059,99.84259,34.06421
2001-05,99.17352,99.42854,98.37849,98.87878,2.653551,33.67783,99.92416,5.444334,34.09174,99.58759,34.23292
2001-06,98.83465,99.34715,98.25862,98.78632,2.82725,33.80528,99.73915,5.105299,34.1707,99.32074,34.40439
2001-07,98.59223,99.30367,98.14965,98.70134,3.063801,33.93889,99.55712,4.779967,34.25367,99.05999,34.57872
2001-08,98.30529,99.29955,98.05956,98.6314,3.354926,34.08155,99.39104,4.489139,34.3466,98.82218,34.75597
2001-09,97.90544,99.25863,97.99764,98.58525,3.693189,34.23667,99.25039,4.249469,34.45385,98.61928,34.93622
2001-10,97.55252,99.21645,97.98312,98.57746,4.0737,34.41124,99.13908,4.07191,34.57739,98.4562,35.11956
2001-11,97.49431,99.22645,98.02676,98.61479,4.495311,34.60939,99.05965,3.970259,34.71888,98.33685,35.30607
2001-12,97.9409,99.29765,98.12523,98.69386,4.960299,34.83035,99.01373,3.960062,34.87976,98.26443,35.49582
2002-01,98.64436,99.37857,98.2718,98.80869,5.462469,35.07209,99.00084,4.052643,35.06066,98.23976,35.68887
2002-02,99.30907,99.47486,98.46047,98.95445,5.972856,35.33127,99.02039,4.265756,35.26077,98.26399,35.88371
2002-03,99.68941,99.57754,98.67161,99.11494,6.46456,35.60265,99.0668,4.593062,35.4794,98.33002,36.08196
2002-04,99.85764,99.63933,98.8626,99.26012,6.910572,35.871,99.12656,4.994943,35.70939,98.41721,36.28369
2002-05,100.0352,99.66699,99.00946,99.37294,7.27386,36.12751,99.18716,5.433445,35.9441,98.50681,36.48895
2002-06,100.311,99.68027,99.10176,99.44594,7.581273,36.36815,99.24007,5.87749,36.17908,98.58654,36.69779
2002-07,100.6289,99.65375,99.14498,99.4842,7.825203,36.59468,99.28297,6.304869,36.41332,98.65364,36.91027
2002-08,100.8928,99.59027,99.15306,99.49796,8.011507,36.81199,99.31518,6.696129,36.6465,98.7073,37.12643
2002-09,101.0058,99.50602,99.14418,99.49998,8.149273,37.02671,99.33727,7.038594,36.87892,98.74844,37.34633
2002-10,100.9637,99.41382,99.13362,99.50071,8.233542,37.24451,99.3503,7.327371,37.111,98.77827,37.57
2002-11,100.7412,99.3383,99.13562,99.5097,8.267659,37.47078,99.35666,7.560883,37.34393,98.80001,37.79749
2002-12,100.3092,99.28273,99.14803,99.52483,8.252848,37.70485,99.35918,7.738731,37.57901,98.81715,38.02884
2003-01,99.83285,99.20473,99.17113,99.54568,8.196876,37.94691,99.36098,7.862713,37.81738,98.83262,38.26406
2003-02,99.57642,99.03928,99.21706,99.57964,8.118896,38.19978,99.3646,7.932888,38.05796,98.84872,38.50122
2003-03,99.74281,98.63279,99.29412,99.63232,8.050352,38.46879,99.37753,7.969915,38.30708,98.87672,38.74226
