country,ONM,ONM,ONM,ONM,ONM,ONM,ONM,ONM,ONM,ONM,ONM
1966-08,,,,,,,100.5159,5.640376,16.58326,100.5728,16.4888
1966-09,,,,,,,100.4007,5.404594,16.63167,100.4325,16.56005
1966-10,,,,,,,100.2815,5.148371,16.67906,100.2862,16.63146
1966-11,,,,,,,100.1698,4.892149,16.72766,100.1475,16.70303
1966-12,,,,,,,100.0728,4.652861,16.77895,100.025,16.77476
1967-01,,,,,,,99.98812,4.438508,16.83264,99.91673,16.84666
1967-02,,,,,,,99.91042,4.254143,16.88782,99.81727,16.91874
1967-03,,,,,,,99.83643,4.105771,16.94401,99.72354,16.99099
1967-04,,,,,,,99.76971,4.001827,17.002,99.64007,17.06342
1967-05,,,,,,,99.71614,3.951288,17.06301,99.57391,17.13603
1967-06,,,,,,,99.67903,3.9584,17.12776,99.52894,17.20883
1967-07,,,,,,,99.65449,4.015672,17.19549,99.50051,17.28181
1967-08,,,,,,,99.6364,4.110965,17.26499,99.48146,17.35498
1967-09,,,,,,,99.62173,4.233092,17.33571,99.46851,17.42834
1967-10,,,,,,,99.61452,4.373781,17.40856,99.46684,17.50188
1967-11,,,,,,,99.62142,4.527947,17.48508,99.485,17.5756
1967-12,,,,,,,99.6461,4.691714,17.56618,99.52792,17.64949
1968-01,,,,,,,99.68241,4.859693,17.65065,99.58862,17.72356
1968-02,,,,,,,99.72324,5.027671,17.73689,99.65778,17.79779
1968-03,,,,,,,99.76823,5.195116,17.82428,99.73195,17.87218
1968-04,,,,,,,99.82716,5.363999,17.91399,99.81762,17.94672
1968-05,,,,,,,99.91324,5.537628,18.0079,99.92513,18.0214
1968-06,,,,,,,100.0318,5.716116,18.10681,100.0586,18.0962
1968-07,,,,,,,100.176,5.898123,18.2097,100.2123,18.17113
1968-08,,,,,,,100.3293,6.076054,18.31402,100.3719,18.24615
1968-09,,,,,,,100.4741,6.237349,18.41699,100.5224,18.32128
1968-10,,,,,,,100.5968,6.36328,18.51632,100.6514,18.39649
1968-11,,,,,,,100.69,6.43711,18.61062,100.7517,18.47176
1968-12,,,,,,,100.7524,6.451757,18.6995,100.8217,18.5471
1969-01,,,,,,,100.7905,6.420394,18.78389,100.8667,18.62248
1969-02,,,,,,,100.8134,6.361435,18.86521,100.8947,18.69791
1969-03,,,,,,,100.8292,6.286432,18.94479,100.9131,18.77336
1969-04,,,,,,,100.8423,6.193744,19.02353,100.9269,18.84883
1969-05,,,,,,,100.8534,6.074126,19.10172,100.9375,18.92431
1969-06,,,,,,,100.8596,5.920519,19.17882,100.9423,18.99979
1969-07,,,,,,,100.8534,5.729741,19.25307,100.9321,19.07527
1969-08,,,,,,,100.827,5.50704,19.32258,100.8973,19.15073
1969-09,,,,,,,100.7769,5.263859,19.38644,100.8335,19.22618
1969-10,,,,,,,100.71,5.021677,19.44615,100.7489,19.30161
1969-11,,,,,,,100.6373,4.801839,19.50427,100.6568,19.37701
1969-12,,,,,,,100.5694,4.619532,19.56333,100.5704,19.45238
1970-01,,,100.5352,100.3444,,19.63223,100.515,4.480478,19.6255,100.5007,19.52773
1970-02,,,100.3207,100.1685,,19.6659,100.4791,4.382786,19.69203,100.454,19.60303
1970-03,,,100.1088,99.99417,,19.69972,100.4623,4.319794,19.76316,100.4312,19.6783
1970-04,,,99.90636,99.82777,,19.73503,100.4574,4.277275,19.83722,100.4237,19.75353
1970-05,,,99.73012,99.68382,,19.7752,100.4541,4.240236,19.91168,100.4184,19.82871
1970-06,,,99.58667,99.56786,,19.82158,100.4398,4.195612,19.98349,100.4001,19.90385
1970-07,,,99.46679,99.47223,,19.87241,100.401,4.136031,20.04938,100.3526,19.97894
1970-08,,,99.37252,99.39796,,19.92814,100.327,4.058403,20.10677,100.2633,20.05398
1970-09,,,99.3157,99.35379,,19.99121,100.2159,3.964813,20.15508,100.1298,20.12896
1970-10,,,99.31374,99.35394,,20.06523,100.0818,3.864665,20.19768,99.9693,20.20388
1970-11,,,99.38761,99.41503,,20.15456,99.94515,3.769283,20.23944,99.80618,20.27875
1970-12,,,99.5298,99.53116,,20.25784,99.82382,3.687185,20.28467,99.66158,20.35355
1971-01,,,99.70026,99.66988,3.742933,20.36705,99.72971,3.621316,20.3362,99.54923,20.42829
1971-02,,,99.86261,99.80128,4.113133,20.47478,99.66741,3.570443,20.39512,99.47406,20.50295
1971-03,,,99.99424,99.90652,4.450019,20.57636,99.63586,3.53179,20.46115,99.43439,20.57755
1971-04,,,100.0918,99.98219,4.742762,20.67102,99.62845,3.506296,20.53277,99.42245,20.65205
1971-05,,,100.1582,100.0305,4.9762,20.75925,99.63591,3.4962,20.60784,99.42764,20.72647
1971-06,,,100.2023,100.0594,5.15237,20.84286,99.64784,3.505109,20.68394,99.43828,20.80078
1971-07,,,100.2405,100.0819,5.297608,20.92517,99.65308,3.536922,20.75851,99.4421,20.87498
1971-08,,,100.286,100.1097,5.423537,21.00895,99.6439,3.596031,20.82981,99.43085,20.94905
1971-09,,,100.3714,100.1699,5.551685,21.10106,99.62049,3.685878,20.89797,99.40537,21.02298
1971-10,,,100.5261,100.2867,5.693993,21.20774,99.5967,3.805688,20.96634,99.38184,21.09675
1971-11,,,100.7661,100.4743,5.844679,21.33253,99.59144,3.953169,21.03954,99.3821,21.17035
1971-12,,,101.0873,100.7295,6.007077,21.47475,99.62027,4.125018,21.12141,99.42406,21.24376
1972-01,,,101.4505,101.0207,6.182133,21.62617,99.68563,4.309446,21.21258,99.5103,21.31697
1972-02,,,101.8217,101.3193,6.372786,21.7796,99.78295,4.495136,21.31191,99.63519,21.38994
1972-03,,,102.1801,101.6078,6.581443,21.93058,99.90398,4.673056,21.41732,99.78872,21.46266
1972-04,,,102.5136,101.8768,6.798913,22.07642,100.038,4.837213,21.52599,99.95766,21.53511
1972-05,,,102.8174,102.1235,7.01736,22.21601,100.1764,4.987208,21.63559,100.1312,21.60725
1972-06,,,103.097,102.353,7.233188,22.35047,100.3165,5.131159,21.74526,100.3053,21.67907
1972-07,,,103.375,102.5831,7.452467,22.48461,100.4652,5.289785,21.8566,100.4876,21.75053
1972-08,,,103.6717,102.8298,7.681895,22.62284,100.6335,5.485194,21.97237,100.6908,21.82162
1972-09,,,103.9782,103.0854,7.877168,22.76323,100.8314,5.728731,22.09516,100.9266,21.89231
1972-10,,,104.275,103.3329,7.98632,22.90146,101.0607,6.006021,22.22558,101.1975,21.96257
1972-11,,,104.5345,103.5499,7.963977,23.03145,101.316,6.288118,22.36253,101.4985,22.03238
1972-12,,,104.7267,103.7113,7.784321,23.14641,101.5844,6.540188,22.50279,101.8147,22.10172
1973-01,,,104.8277,103.797,7.466539,23.2409,101.8418,6.730172,22.64022,102.1184,22.17057
1973-02,,,104.7956,103.7743,7.005647,23.3054,102.0611,6.831078,22.76774,102.378,22.2389
1973-03,,,104.6698,103.6737,6.464988,23.34839,102.2213,6.827924,22.87967,102.5686,22.30671
1973-04,,,104.4615,103.5041,5.869528,23.3722,102.3196,6.731996,22.97512,102.6868,22.37399
1973-05,,,104.1973,103.2875,5.251168,23.3826,102.3629,6.563208,23.05558,102.74,22.44071
1973-06,,,103.9046,103.0475,4.631817,23.3857,102.3633,6.34026,23.12397,102.7417,22.50689
1973-07,,,103.604,102.8024,4.009082,23.38604,102.3377,6.075966,23.1846,102.7116,22.57253
1973-08,,,103.3104,102.5659,3.377926,23.38702,102.3003,5.773676,23.24098,102.6653,22.63762
1973-09,,,103.0133,102.3299,2.737084,23.38628,102.2553,5.426761,23.29421,102.6078,22.70219
1973-10,,,102.7043,102.0869,2.097917,23.38192,102.192,5.020964,23.34152,102.5269,22.76624
1973-11,,,102.346,101.8169,1.449919,23.36539,102.0954,4.545511,23.37902,102.4057,22.8298
1973-12,,,101.9794,101.5302,0.8623775,23.34602,101.9576,4.008133,23.40474,102.2359,22.89288
1974-01,,,101.6104,101.238,0.3627214,23.3252,101.7909,3.453192,23.42203,102.0322,22.95552
1974-02,,,101.2368,100.9367,-0.01271194,23.30244,101.6143,2.935653,23.43612,101.8176,23.01774
1974-03,,,100.8407,100.6127,-0.3202367,23.27362,101.4419,2.496513,23.45087,101.6087,23.07959
1974-04,,,100.4106,100.2589,-0.582321,23.2361,101.272,2.13575,23.46581,101.4032,23.14109
1974-05,,,99.93993,99.87244,-0.8307598,23.18835,101.0936,1.831813,23.47791,101.1879,23.20229
1974-06,,,99.4243,99.45192,-1.096383,23.1293,100.8919,1.553748,23.48326,100.9458,23.26323
1974-07,,,98.86788,99.00188,-1.394593,23.0599,100.6551,1.26892,23.47879,100.6638,23.32395
1974-08,,,98.28107,98.52968,-1.729465,22.98255,100.3756,0.9535386,23.46259,100.3339,23.38451
1974-09,,,97.69301,98.05696,-2.061898,22.90408,100.0533,0.6034139,23.43477,99.95657,23.44495
1974-10,,,97.15587,97.62457,-2.331382,22.83679,99.70197,0.2459137,23.39892,99.54736,23.50532
1974-11,,,96.72705,97.2773,-2.443866,22.79437,99.3429,-0.07857072,23.36065,99.13007,23.56566
1974-12,,,96.45795,97.05665,-2.385159,22.78918,99.00021,-0.3346402,23.32641,98.73184,23.62603
1975-01,,,96.51393,97.03758,-1.991208,22.86075,98.69704,-0.5101682,23.30254,98.3791,23.68647
1975-02,,,96.61844,97.12095,-1.53813,22.94402,98.45358,-0.6034551,23.2947,98.09518,23.74704
1975-03,,,96.86866,97.3243,-0.9081687,23.06226,98.28235,-0.6153296,23.30657,97.89484,23.80776
1975-04,,,97.2306,97.62099,-0.1224216,23.20766,98.18394,-0.5416883,23.3387,97.7796,23.86868
1975-05,,,97.66363,97.97654,0.786552,23.37074,98.15208,-0.3756045,23.38973,97.743,23.92983
1975-06,,,98.1351,98.36404,1.792201,23.54383,98.17793,-0.1096736,23.4575,97.77528,23.99124
1975-07,,,98.62112,98.764,2.868067,23.72127,98.25084,0.256982,23.53913,97.86383,24.05293
1975-08,,,99.10658,99.16355,3.989721,23.89949,98.36116,0.721478,23.63187,97.99682,24.11494
1975-09,,,99.5853,99.5574,5.12101,24.077,98.50099,1.274487,23.73344,98.16431,24.17726
1975-10,,,100.0421,99.93423,6.188793,24.25011,98.66208,1.891245,23.84145,98.35615,24.23992
1975-11,,,100.4695,100.2875,7.118639,24.41702,98.83619,2.537961,23.95354,98.56239,24.30292
1975-12,,,100.8603,100.6116,7.840171,24.57589,99.01389,3.174962,24.06702,98.77188,24.36626
1976-01,,,101.1944,100.8903,8.140574,24.72174,99.1825,3.75833,24.17833,98.96998,24.42996
1976-02,,,101.45,101.1053,8.303496,24.84917,99.32947,4.246528,24.28391,99.14228,24.494
1976-03,,,101.62,101.25,8.212501,24.95624,99.4464,4.611653,24.38139,99.27926,24.55839
1976-04,,,101.7125,101.3313,7.916083,25.04479,99.53465,4.852046,24.4711,99.38264,24.62311
1976-05,,,101.733,101.3545,7.467758,25.11601,99.59984,4.980315,24.55461,99.45902,24.68817
1976-06,,,101.6954,101.3313,6.92073,25.17323,99.64818,5.013984,24.63366,99.51566,24.75355
1976-07,,,101.6162,101.2742,6.319666,25.22038,99.68445,4.972222,24.70954,99.55801,24.81924
1976-08,,,101.5092,101.1942,5.695965,25.2608,99.7119,4.871649,24.78313,99.58972,24.88523
1976-09,,,101.3974,101.1099,5.080278,25.30017,99.73298,4.725874,24.85505,99.61342,24.95151
1976-10,,,101.303,101.0388,4.511036,25.34405,99.7506,4.549239,24.92605,99.63223,25.01806
1976-11,,,101.2392,100.9924,4.008286,25.39572,99.76745,4.355575,24.99685,99.64912,25.08487
1976-12,,,101.1986,100.965,3.570562,25.45339,99.78547,4.159167,25.06801,99.66639,25.15191
1977-01,,,101.1659,100.9429,3.20152,25.51321,99.80435,3.975477,25.13953,99.68417,25.21918
1977-02,,,101.1309,100.9166,2.911342,25.57261,99.82316,3.818975,25.21131,99.70206,25.28665
1977-03,,,101.087,100.8802,2.699369,25.6299,99.8407,3.698633,25.28316,99.71946,25.35429
1977-04,,,101.0335,100.8324,2.55559,25.68484,99.85582,3.611499,25.35488,99.73558,25.4221
1977-05,,,100.984,100.7847,2.487826,25.74085,99.86748,3.549573,25.4262,99.74957,25.49003
1977-06,,,100.947,100.7447,2.490283,25.80012,99.87486,3.504287,25.49689,99.7606,25.55807
1977-07,,,100.9353,100.7241,2.559466,25.86589,99.87789,3.469324,25.5668,99.76819,25.6262
1977-08,,,100.9518,100.7272,2.684613,25.93895,99.87767,3.441526,25.63605,99.77298,25.69438
1977-09,,,100.9939,100.7523,2.839756,26.01864,99.87739,3.421198,25.70539,99.77798,25.76259
1977-10,,,101.0546,100.7943,2.995484,26.10322,99.8842,3.412996,25.77678,99.79087,25.8308
1977-11,,,101.1253,100.846,3.129301,26.19043,99.90751,3.424658,25.85291,99.82213,25.89898
1977-12,,,101.2064,100.9072,3.248918,26.28035,99.9576,3.465966,25.93686,99.88358,25.96708
1978-01,,,101.3004,100.9797,3.372512,26.37365,100.0431,3.547576,26.03137,99.98569,26.0351
1978-02,,,101.4129,101.0689,3.526405,26.47441,100.1569,3.667213,26.13586,100.1161,26.10555
1978-03,,,101.5682,101.1941,3.731824,26.58637,100.3038,3.826653,26.25066,100.2857,26.17587
1978-04,,,101.7569,101.3469,3.980213,26.70715,100.4682,4.007723,26.37103,100.4763,26.24603
1978-05,,,101.9592,101.5103,4.23727,26.83156,100.6286,4.185605,26.49044,100.6629,26.31598
1978-06,,,102.1598,101.6706,4.47849,26.95557,100.7693,4.341884,26.60394,100.8271,26.38569
1978-07,,,102.3446,101.8167,4.676071,27.07539,100.8865,4.472246,26.71021,100.9641,26.45514
1978-08,,,102.4948,101.9344,4.807702,27.18602,100.985,4.582233,26.81075,101.08,26.52428
1978-09,,,102.5996,102.0159,4.864881,27.28441,101.0706,4.675435,26.90723,101.1813,26.5931
1978-10,,,102.6471,102.0527,4.842714,27.36733,101.1445,4.745065,26.9999,101.269,26.66156
1978-11,,,102.6515,102.0554,4.764891,27.43837,101.2066,4.77984,27.08864,101.3431,26.72963
1978-12,,,102.6401,102.0459,4.659026,27.50476,101.2586,4.768955,27.17377,101.4049,26.79729
1979-01,,,102.633,102.0406,4.543258,27.57187,101.308,4.710994,27.25771,101.4636,26.86452
1979-02,,,102.6347,102.0417,4.405887,27.64084,101.364,4.620679,27.34352,101.5307,26.93129
1979-03,,,102.6267,102.0335,4.214087,27.70674,101.431,4.502116,27.4325,101.6109,26.99759
1979-04,,,102.585,101.9972,3.953422,27.76299,101.504,4.36834,27.523,101.6982,27.06341
1979-05,,,102.5013,101.9279,3.636593,27.80732,101.5743,4.234375,27.61214,101.7819,27.12873
1979-06,,,102.3726,101.8239,3.27641,27.83875,101.6343,4.110061,27.69737,101.8527,27.19355
1979-07,,,102.2082,101.6919,2.896988,27.85976,101.6831,3.999704,27.77854,101.9102,27.25784
1979-08,,,102.0222,101.5417,2.531136,27.87413,101.7219,3.89866,27.85602,101.9559,27.32163
1979-09,,,101.8175,101.3751,2.192446,27.88261,101.7499,3.799585,27.9296,101.9891,27.38489
1979-10,,,101.5903,101.188,1.888424,27.88414,101.7618,3.693979,27.99727,102.0025,27.44765
1979-11,,,101.3392,100.98,1.603335,27.8783,101.7478,3.56996,28.05569,101.984,27.5099
1979-12,,,101.0677,100.7547,1.313485,27.86603,101.6959,3.41147,28.1008,101.9191,27.57166
1980-01,,99.00698,100.7771,100.5142,1.000372,27.84769,101.5939,3.195289,28.12867,101.794,27.63295
1980-02,,98.8322,100.4577,100.2501,0.6500883,27.82053,101.4337,2.900851,28.13671,101.5994,27.69378
1980-03,,98.52745,100.1287,99.97918,0.3001353,27.7899,101.2204,2.530443,28.12666,101.3421,27.75418
1980-04,,98.30626,99.85136,99.75388,0.03543865,27.77283,100.9834,2.126643,28.10832,101.0575,27.81417
1980-05,,98.28167,99.68805,99.62528,-0.07360044,27.78685,100.761,1.746169,28.0943,100.791,27.8738
1980-06,,98.45412,99.67133,99.62063,0.009113793,27.84128,100.5866,1.438067,28.09568,100.5821,27.93309
1980-07,,98.71919,99.77637,99.71846,0.2502311,27.92948,100.4744,1.219135,28.11719,100.447,27.99208
1980-08,,99.02654,99.94854,99.872,0.581996,28.03636,100.4265,1.089856,28.15961,100.3879,28.05079
1980-09,,99.27403,100.13,100.0311,0.943956,28.14581,100.4361,1.042705,28.22082,100.3968,28.10928
1980-10,,99.35435,100.2682,100.1511,1.287422,28.24313,100.49,1.069625,28.29674,100.4586,28.16757
1980-11,,99.24262,100.3423,100.2135,1.592676,28.32231,100.5701,1.161697,28.38161,100.5524,28.2257
1980-12,,99.01055,100.364,100.2294,1.868404,28.38668,100.6579,1.311403,28.46931,100.6562,28.28371
1981-01,,98.88774,100.3621,100.2235,2.142278,28.44427,100.7367,1.513123,28.55429,100.7503,28.34165
1981-02,,98.77542,100.3512,100.2099,2.439691,28.49927,100.7943,1.762018,28.63248,100.8202,28.39954
1981-03,,98.75082,100.3352,100.1926,2.745346,28.55283,100.8258,2.046343,28.70223,100.8602,28.45744
1981-04,,98.84773,100.2935,100.1548,2.975025,28.59908,100.8328,2.332951,28.76407,100.8721,28.51538
1981-05,,98.95386,100.205,100.079,3.041551,28.632,100.8205,2.582533,28.81984,100.8624,28.57342
1981-06,,98.94927,100.0811,99.97421,2.92204,28.65482,100.7921,2.758095,28.87059,100.8347,28.63161
1981-07,,98.91114,99.94786,99.86111,2.669415,28.67503,100.7435,2.836753,28.91481,100.7836,28.68999
1981-08,,98.85661,99.81413,99.74694,2.349889,28.69518,100.6675,2.80606,28.94978,100.6997,28.74862
1981-09,,98.7376,99.67704,99.62835,2.020565,28.71451,100.5582,2.666101,28.97321,100.5751,28.80755
1981-10,,98.57331,99.53955,99.50829,1.737756,28.73392,100.4184,2.434485,28.98562,100.4115,28.86684
1981-11,,98.43586,99.40507,99.39027,1.525785,28.75445,100.2546,2.139902,28.98895,100.2157,28.92654
1981-12,,98.45676,99.27666,99.2774,1.375189,28.77705,100.0761,1.815645,28.98621,99.99823,28.98672
1982-01,,98.56474,99.14487,99.16135,1.247273,28.79905,99.89224,1.493928,28.98088,99.77084,29.04744
1982-02,,98.57362,98.94406,99.00298,1.060114,28.80139,99.71165,1.20114,28.9764,99.54529,29.10876
1982-03,,98.57384,98.71858,98.82882,0.8549479,28.79694,99.53835,0.9492819,28.9747,99.32795,29.17074
1982-04,,97.53939,98.48958,98.65661,0.6741264,28.79188,99.36893,0.7329649,28.97491,99.11567,29.23343
1982-05,,97.59402,98.2761,98.50146,0.5582336,28.79183,99.19804,0.5398289,28.97542,98.90273,29.29688
1982-06,,97.61813,98.09052,98.37352,0.5084808,28.80052,99.02293,0.3632087,28.97545,98.68629,29.36117
1982-07,,97.47814,97.95353,98.28625,0.5199754,28.82413,98.8479,0.2135581,28.97656,98.47152,29.42633
1982-08,,97.4024,97.89052,98.25644,0.6102587,28.8703,98.68163,0.1106833,28.98182,98.26867,29.49244
1982-09,,97.41626,97.9217,98.29813,0.8033191,28.94518,98.53475,0.07527002,28.99502,98.0903,29.55952
1982-10,,97.48339,98.04972,98.41293,1.099351,29.04981,98.41654,0.1168498,29.01949,97.9474,29.62763
1982-11,,97.53915,98.2639,98.59485,1.484257,29.18124,98.33512,0.238754,29.05816,97.84945,29.69681
1982-12,,97.62183,98.55427,98.83634,1.944905,29.33674,98.29599,0.4374927,29.11303,97.80273,29.76709
1983-01,,97.82794,98.8968,99.11939,2.466328,29.50933,98.29829,0.70013,29.18378,97.80577,29.8385
1983-02,,98.2019,99.25549,99.41607,3.080165,29.68852,98.33915,1.011967,29.26963,97.85504,29.91121
1983-03,,98.6808,99.62097,99.71985,3.731349,29.87145,98.41424,1.36068,29.36895,97.94513,29.9851
1983-04,,99.07983,99.97385,100.0147,4.37781,30.05233,98.51768,1.742478,29.47979,98.06919,30.06019
1983-05,,99.29863,100.301,100.2886,4.985333,30.2272,98.64391,2.156694,29.60033,98.22092,30.13648
1983-06,,99.3681,100.5911,100.5311,5.52786,30.39257,98.78848,2.601146,29.72914,98.39529,30.21399
1983-07,,99.3688,100.8323,100.7327,5.969666,30.54484,98.94704,3.065136,29.86473,98.58718,30.29271
1983-08,,99.33165,101.0257,100.8951,6.282909,30.68419,99.1158,3.5329,30.00572,98.79193,30.37264
1983-09,,99.29206,101.1814,101.0254,6.454945,30.81358,99.29069,3.985469,30.15061,99.00447,30.45379
1983-10,,99.32262,101.31,101.1303,6.493465,30.93615,99.46592,4.402917,30.2972,99.21754,30.53613
1983-11,,99.47872,101.4077,101.207,6.406369,31.0507,99.63492,4.765737,30.443,99.42307,30.61965
1983-12,,99.70573,101.4694,101.2505,6.199688,31.15552,99.79071,5.057502,30.58542,99.61265,30.70435
1984-01,100.5018,99.89653,101.4884,101.2561,5.893631,31.2485,99.9265,5.270477,30.7219,99.77818,30.79021
1984-02,100.3884,99.9342,101.4568,101.2183,5.520214,31.32739,100.0363,5.401052,30.8505,99.91238,30.87756
1984-03,100.3225,99.88198,101.3779,101.1401,5.092745,31.39273,100.1184,5.451999,30.97014,100.0133,30.96604
1984-04,100.3135,99.75385,101.2647,101.0315,4.645404,31.44838,100.1792,5.439549,31.08335,100.0893,31.05562
1984-05,100.2769,99.65144,101.129,100.9042,4.203923,31.49793,100.2275,5.382713,31.19363,100.152,31.1463
1984-06,100.2132,99.5959,100.9782,100.7667,3.787248,31.54362,100.2693,5.295428,31.30343,100.2093,31.23804
1984-07,100.0697,99.64839,100.8311,100.6358,3.425689,31.59121,100.3054,5.183957,31.4129,100.262,31.33082
1984-08,99.86884,99.745,100.6991,100.5206,3.129038,31.64431,100.3331,5.049363,31.52082,100.3061,31.42462
1984-09,99.69415,99.79768,100.5872,100.4253,2.891407,31.70452,100.3513,4.89489,31.62645,100.3395,31.51943
