country,OXE,OXE
2020-02,98.81189,100.1767
2020-03,97.99841,99.00685
2020-04,97.1713,97.78959
2020-05,97.173,97.34846
2020-06,97.89101,97.44839
2020-07,98.64991,97.64861
2020-08,99.23561,97.93732
2020-09,99.6305,98.29868
2020-10,99.96059,98.53156
2020-11,100.1517,98.59191
2020-12,100.3556,98.65384
2021-01,100.538,98.75604
2021-02,100.7942,99.00288
2021-03,101.0468,99.37547
2021-04,101.1364,99.58795
2021-05,101.2329,99.63186
2021-06,101.3313,99.63653
2021-07,101.4077,99.41275
2021-08,101.5121,99.07569
2021-09,101.6336,98.92384
2021-10,101.6902,98.81834
2021-11,101.661,98.66665
2021-12,101.5105,98.48625
2022-01,101.3389,98.20525
2022-02,,97.86833
