country,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD
2020-03,98.00917,99.0984,96.68437,97.49725,-1.287632,105.7263,95.04399,-5.030481,102.929,94.12637,109.352
2020-04,96.91566,97.90463,91.53958,93.89602,-6.483539,100.222,91.75507,-9.314781,98.4675,89.9371,109.4848
2020-05,96.75775,97.49561,93.4148,95.14134,-4.495823,102.3985,90.06844,-11.52752,96.23185,87.78917,109.617
2020-06,97.43111,97.66282,96.18166,97.06786,-1.583198,105.558,92.225,-8.916898,99.22569,90.41186,109.7485
2020-07,98.26453,97.92032,97.47407,98.05982,-0.1785855,107.1041,94.37231,-6.298751,102.2137,93.02343,109.8796
2020-08,98.89742,98.17178,98.05837,98.52534,0.4846795,107.8742,96.50699,-3.673058,105.1916,95.61996,110.0101
2020-09,99.316,98.39246,98.24831,98.67749,0.7133594,108.2111,96.70493,-3.378521,105.6025,95.87996,110.1404
2020-10,99.62226,98.46632,98.49391,98.87366,0.9704609,108.6096,96.90163,-3.069794,106.0129,96.13906,110.2704
2020-11,99.757,98.45558,98.7986,99.11368,1.274377,109.0739,97.10904,-2.740943,106.4379,96.41095,110.4002
2020-12,99.94147,98.55577,99.13416,99.36817,1.618171,109.5729,97.20554,-2.554715,106.7051,96.53953,110.5299
2021-01,100.1512,98.6983,99.43529,99.59472,1.956778,110.0348,97.31416,-2.34829,106.9899,96.68373,110.6597
2021-02,100.5255,99.02261,99.79938,99.87582,2.397592,110.5678,97.42437,-2.129535,107.2766,96.82871,110.79
2021-03,101.0153,99.52654,100.1881,100.1736,5.110209,111.1291,97.73031,4.756362,107.8247,97.20903,110.9205
2021-04,101.4178,99.94442,100.5059,100.4102,11.36565,111.6128,98.01423,10.03,108.3438,97.56211,111.0511
2021-05,101.7191,100.213,100.7102,100.551,9.348771,111.9715,98.27863,13.10027,108.8385,97.89228,111.1819
2021-06,101.9019,100.3471,100.8263,100.6234,6.32332,112.2327,98.5444,10.16987,109.3168,98.20676,111.3129
2021-07,101.9939,100.223,100.8531,100.6272,4.93988,112.3949,98.80545,7.412753,109.7906,98.5162,111.4442
2021-08,102.0483,99.96818,100.8105,100.5801,4.269637,112.48,99.07218,4.831665,110.2741,98.83347,111.5757
2021-09,102.1255,99.80173,100.7419,100.5156,,,,,,,
2021-10,102.1917,99.63028,100.673,100.4541,,,,,,,
2021-11,102.2028,99.42422,100.6049,100.3951,,,,,,,
2021-12,102.1006,99.24213,100.5352,100.3359,,,,,,,
2022-01,101.9381,99.05858,100.4675,100.2795,,,,,,,
