country,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT
1969-08,,,101.3412,101.1112,6.980896,33.72475,99.19982,99.07077,33.27842
1969-09,,,101.4171,101.1741,6.895115,33.90543,99.29619,99.16827,33.43167
1969-10,,,101.4615,101.2108,6.807041,34.077,99.36611,99.23901,33.58613
1969-11,,,101.4522,101.2031,6.691758,34.23175,99.44053,99.31431,33.74174
1969-12,,,101.3746,101.1389,6.520124,34.36442,99.54942,99.42448,33.89845
1970-01,,,101.2369,101.0249,6.291602,34.47741,99.70757,99.5845,34.05618
1970-02,,,101.0755,100.8913,6.034981,34.58285,99.91835,99.79775,34.21487
1970-03,,,100.9268,100.7682,5.784571,34.69301,100.1734,100.0558,34.37444
1970-04,,,100.8154,100.676,5.566977,34.81644,100.4485,100.3341,34.53483
1970-05,,,100.7413,100.6147,5.385862,34.95317,100.7126,100.6013,34.69595
1970-06,,,100.6862,100.569,5.225621,35.09692,100.936,100.8274,34.85773
1970-07,,,100.6285,100.5213,5.068955,35.2402,101.0984,100.9917,35.0201
1970-08,,,100.5541,100.4597,4.901966,35.37793,101.1857,101.08,35.18298
1970-09,,,100.4582,100.3802,4.727287,35.50824,101.1913,101.0856,35.34629
1970-10,,,100.3503,100.291,4.570156,35.63437,101.1216,101.0151,35.50998
1970-11,,,100.2376,100.1977,4.460657,35.75871,100.9925,100.8846,35.67395
1970-12,,,100.131,100.1095,4.425187,35.88511,100.8307,100.7208,35.83815
1971-01,,,100.0347,100.0297,4.459699,36.015,100.6784,100.5667,36.00252
1971-02,,,99.94406,99.95469,4.522192,36.14675,100.5769,100.464,36.16698
1971-03,,,99.84799,99.87517,4.563575,36.27625,100.5486,100.4354,36.33148
1971-04,,,99.73453,99.78125,4.545606,36.39906,100.5763,100.4635,36.49594
1971-05,,,99.6002,99.67005,4.464758,36.51374,100.6238,100.5115,36.66031
1971-06,,,99.44599,99.5424,4.341048,36.62049,100.652,100.54,36.8245
1971-07,,,99.2712,99.39771,4.196022,36.71889,100.6342,100.5221,36.98846
1971-08,,,99.09351,99.25062,4.063019,36.81534,100.5603,100.4473,37.15212
1971-09,,,98.93968,99.12328,3.975195,36.91975,100.4438,100.3294,37.31542
1971-10,,,98.84293,99.04319,3.957612,37.04464,100.3334,100.2177,37.47829
1971-11,,,98.83548,99.03703,4.037127,37.20234,100.2814,100.1651,37.64067
1971-12,,,98.93629,99.12048,4.222597,37.40039,100.3118,100.1959,37.8025
1972-01,,,99.13821,99.28762,4.502436,37.63655,100.3853,100.2702,37.96371
1972-02,,,99.41686,99.51829,4.855689,37.90193,100.4427,100.3282,38.12424
1972-03,,,99.74216,99.78757,5.262544,38.18531,100.4456,100.3312,38.28402
1972-04,,,100.0917,100.0769,5.712182,38.47824,100.4177,100.303,38.44298
1972-05,,,100.4558,100.3783,6.198366,38.777,100.4136,100.2989,38.60106
1972-06,,,100.8311,100.689,6.717064,39.08031,100.4907,100.3768,38.7582
1972-07,,,101.2132,101.0053,7.264786,39.38644,100.6793,100.5676,38.91434
1972-08,,,101.5865,101.3143,7.806215,39.68923,100.9808,100.8727,39.0694
1972-09,,,101.926,101.5953,8.285626,39.97879,101.3565,101.2528,39.22334
1972-10,,,102.206,101.8271,8.638401,40.2447,101.709,101.6095,39.37607
1972-11,,,102.4125,101.998,8.813445,40.48114,101.9327,101.8358,39.52755
1972-12,,,102.5294,102.0948,8.772406,40.68131,101.9678,101.8713,39.6777
1973-01,,,102.5435,102.1065,8.510198,40.83949,101.8622,101.7644,39.82649
1973-02,,,102.4664,102.0427,8.067829,40.95979,101.7072,101.6077,39.97387
1973-03,,,102.3254,101.926,7.509364,41.05278,101.5832,101.4822,40.11982
1973-04,,,102.1563,101.7859,6.89809,41.1325,101.5093,101.4074,40.26429
1973-05,,,101.9856,101.6446,6.273258,41.20958,101.4756,101.3733,40.40726
1973-06,,,101.8346,101.5197,5.660923,41.29262,101.4712,101.3688,40.5487
1973-07,,,101.721,101.4256,5.083957,41.38883,101.5094,101.4075,40.68859
1973-08,,,101.6505,101.3672,4.564258,41.50075,101.6126,101.5119,40.82691
1973-09,,,101.6123,101.3356,4.115442,41.62409,101.794,101.6954,40.96365
1973-10,,,101.5898,101.317,3.745882,41.75222,102.0355,101.9398,41.09882
1973-11,,,101.5718,101.3021,3.456743,41.88047,102.301,102.2084,41.23239
1973-12,,,101.5562,101.2892,3.26142,42.0081,102.5451,102.4554,41.36438
1974-01,,,101.5473,101.2819,3.17674,42.13686,102.7209,102.6333,41.49479
1974-02,,,101.5395,101.2753,3.185142,42.26442,102.788,102.7011,41.62364
1974-03,,,101.5161,101.256,3.242538,42.38393,102.7257,102.6382,41.75097
1974-04,,,101.4515,101.2026,3.287308,42.48466,102.5545,102.4649,41.8768
1974-05,,,101.307,101.0829,3.253021,42.55013,102.3072,102.2147,42.00119
1974-06,,,101.0481,100.8686,3.083051,42.56569,102.0094,101.9134,42.12419
1974-07,,,100.6531,100.5416,2.737343,42.52179,101.6649,101.5648,42.24587
1974-08,,,100.1279,100.1068,2.216181,42.42048,101.2679,101.1632,42.3663
1974-09,,,99.49954,99.58672,1.558808,42.27293,100.818,100.708,42.48555
1974-10,,,98.8104,99.01627,0.8255352,42.0969,100.3387,100.223,42.60371
1974-11,,,98.09163,98.42127,0.05997819,41.90559,99.86024,99.73896,42.72087
1974-12,,,97.37626,97.82909,-0.7020936,41.71316,99.40496,99.27832,42.8371
1975-01,,,96.69791,97.26756,-1.430323,41.53416,98.97297,98.84125,42.9525
1975-02,,,96.10664,96.77812,-2.068,41.39039,98.55943,98.42284,43.06715
1975-03,,,95.66076,96.40903,-2.539965,41.3074,98.16985,98.02869,43.18113
1975-04,,,95.40553,96.19775,-2.775786,41.30537,97.83401,97.68889,43.29453
1975-05,,,95.35188,96.15334,-2.727008,41.38979,97.59126,97.44329,43.40742
1975-06,,,95.49393,96.27093,-2.365416,41.55883,97.47279,97.32342,43.51987
1975-07,,,95.80693,96.53003,-1.691763,41.80242,97.47745,97.32814,43.63194
1975-08,,,96.2435,96.89141,-0.7544602,42.10043,97.58475,97.4367,43.74366
1975-09,,,96.75546,97.31521,0.3767695,42.43221,97.75848,97.61247,43.8551
1975-10,,,97.29932,97.76541,1.620038,42.77889,97.94292,97.7991,43.96627
1975-11,,,97.84808,98.21967,2.918722,43.1287,98.08714,97.94501,44.07721
1975-12,,,98.38193,98.66158,4.218719,43.47292,98.16862,98.02744,44.18792
1976-01,,,98.88178,99.07535,5.462739,43.80307,98.21972,98.07914,44.29842
1976-02,,,99.32779,99.44455,6.571131,44.11021,98.29604,98.15636,44.40873
1976-03,,,99.7002,99.75283,7.45138,44.38537,98.44696,98.30905,44.51883
1976-04,,,99.97231,99.97808,8.015925,44.61638,98.68445,98.54933,44.62874
1976-05,,,100.129,100.1078,8.229923,44.79613,98.99759,98.86616,44.73843
1976-06,,,100.1679,100.14,8.095375,44.92318,99.3606,99.23344,44.84788
1976-07,,,100.1025,100.0858,7.656802,45.00315,99.73526,99.61251,44.95707
1976-08,,,99.97626,99.98135,7.018577,45.05528,100.081,99.96231,45.06598
1976-09,,,99.8418,99.87004,6.294522,45.10311,100.3643,100.249,45.17458
1976-10,,,99.73239,99.77947,5.569961,45.16166,100.5703,100.4574,45.28284
1976-11,,,99.64998,99.71125,4.876447,45.23185,100.6978,100.5864,45.39073
1976-12,,,99.58038,99.65364,4.219609,45.30731,100.7597,100.649,45.49823
1977-01,,100.1477,99.51369,99.59843,3.608138,45.38354,100.7889,100.6786,45.60533
1977-02,,100.7125,99.49641,99.58414,3.109467,45.4818,100.8214,100.7114,45.71199
1977-03,,101.1062,99.44447,99.54114,2.654745,45.56369,100.8815,100.7722,45.81822
1977-04,,101.1283,99.33252,99.44847,2.243721,45.61745,100.9676,100.8593,45.92398
1977-05,,100.8613,99.16595,99.31059,1.895761,45.64536,101.0649,100.9578,46.02927
1977-06,,100.2957,98.96223,99.14194,1.62973,45.6553,101.1565,101.0504,46.13407
1977-07,,99.5966,98.76056,98.97501,1.471314,45.66528,101.2335,101.1284,46.23838
1977-08,,98.96351,98.60081,98.84276,1.41713,45.69378,101.2802,101.1756,46.34219
1977-09,,98.62259,98.5122,98.76941,1.444201,45.75449,101.2591,101.1542,46.44551
1977-10,,98.75366,98.50356,98.76226,1.528061,45.85175,101.0998,100.9931,46.54832
1977-11,,99.12469,98.55163,98.80205,1.642913,45.97497,100.7399,100.629,46.65065
1977-12,,99.3139,98.6178,98.85683,1.763438,46.10628,100.1757,100.0581,46.75249
1978-01,,99.39831,98.69511,98.92083,1.892626,46.24249,99.524,99.39877,46.85387
1978-02,,99.58784,98.79449,99.0031,1.994165,46.38878,98.93969,98.80759,46.95482
1978-03,,99.78784,98.9251,99.11121,2.163713,46.54955,98.54118,98.40438,47.05535
1978-04,,99.93922,99.09714,99.25362,2.438269,46.72972,98.33383,98.1946,47.15547
1978-05,,100.1717,99.31306,99.43236,2.815643,46.93058,98.26957,98.12958,47.25519
1978-06,,100.2992,99.55052,99.62893,3.25556,47.14164,98.29009,98.15034,47.35449
1978-07,,100.4704,99.79802,99.8338,3.705742,47.35752,98.35934,98.22041,47.45337
1978-08,,100.6878,100.0489,100.0415,4.117156,47.57506,98.46233,98.3246,47.5518
1978-09,,100.8133,100.2975,100.2473,4.452103,47.79153,98.60087,98.46478,47.64978
1978-10,,100.7042,100.5425,100.4501,4.698905,48.00628,98.78699,98.65309,47.74725
1978-11,,100.4403,100.7892,100.6543,4.887012,48.22177,99.03419,98.9032,47.84421
1978-12,,100.4336,101.0559,100.8751,5.076408,48.44682,99.34522,99.21788,47.94059
1979-01,,100.6323,101.3423,101.1121,5.273669,48.68116,99.69529,99.57207,48.03637
1979-02,,100.8808,101.631,101.3511,5.44895,48.91648,100.0493,99.93029,48.13147
1979-03,,101.0743,101.8965,101.5709,5.565911,49.14046,100.3765,100.2613,48.22587
1979-04,,100.91,102.1061,101.7444,5.579867,49.33718,100.6646,100.5527,48.31951
1979-05,,100.5769,102.263,101.8743,5.491795,49.5079,100.9133,100.8044,48.41233
1979-06,,100.2134,102.3836,101.9741,5.343034,49.66043,101.1304,101.024,48.5043
1979-07,,100.2405,102.491,102.063,5.169886,49.80585,101.3306,101.2266,48.59536
1979-08,,100.4895,102.5737,102.1315,4.967775,49.93848,101.5273,101.4256,48.68548
1979-09,,100.7042,102.6091,102.1607,4.719757,50.04717,101.7257,101.6263,48.77461
1979-10,,100.6454,102.5772,102.1344,4.407232,50.12203,101.9159,101.8188,48.86274
1979-11,,100.229,102.4818,102.0554,4.029061,50.16465,102.0777,101.9825,48.94982
1979-12,,99.76186,102.355,101.9505,3.599488,50.19065,102.1851,102.0912,49.03584
1980-01,,99.47508,102.2261,101.8437,3.149246,50.21425,102.214,102.1204,49.12079
1980-02,,99.46127,102.0983,101.7379,2.699741,50.2371,102.1474,102.053,49.20465
1980-03,,99.60827,101.9547,101.6191,2.259639,50.25086,101.9869,101.8906,49.28744
1980-04,,99.6129,101.7735,101.469,1.839429,50.24471,101.7702,101.6714,49.36916
1980-05,,99.36376,101.5413,101.2769,1.422208,50.21201,101.5453,101.4439,49.44984
1980-06,,98.93658,101.2606,101.0445,0.9935965,50.15386,101.348,101.2442,49.5295
1980-07,,98.66676,100.9479,100.7857,0.5472369,50.07841,101.1814,101.0757,49.60816
1980-08,,98.51709,100.6181,100.5127,0.1091902,49.99301,101.0312,100.9237,49.68587
1980-09,,98.34747,100.2893,100.2405,-0.2807878,49.90664,100.8788,100.7695,49.76267
1980-10,,98.06469,99.97334,99.97893,-0.592008,49.8253,100.7132,100.6019,49.83859
1980-11,,97.79194,99.68105,99.73698,-0.8176427,49.75449,100.532,100.4186,49.91368
1980-12,,97.62189,99.41233,99.51453,-0.9890786,49.69423,100.3439,100.2283,49.988
1981-01,,97.35969,99.17049,99.31433,-1.131027,49.64631,100.1721,100.0545,50.06158
1981-02,,96.86957,98.96889,99.14746,-1.233251,49.61755,100.0405,99.92131,50.13449
1981-03,,96.51363,98.82194,99.02581,-1.264749,49.61531,99.95934,99.83922,50.20678
1981-04,,96.75906,98.73072,98.95031,-1.20288,49.64032,99.90816,99.78745,50.27849
1981-05,,97.12135,98.68265,98.91051,-1.046774,49.68641,99.85497,99.73362,50.34969
1981-06,,97.33156,98.65308,98.88602,-0.8226135,49.74129,99.77351,99.65121,50.42041
1981-07,,97.32722,98.62464,98.8625,-0.5633506,49.79629,99.66062,99.53699,50.49072
1981-08,,97.21872,98.5886,98.83266,-0.2919783,49.84704,99.53042,99.40526,50.56065
1981-09,,97.117,98.54572,98.79716,-0.02540132,49.89397,99.41078,99.28421,50.63027
1981-10,,97.06554,98.4971,98.75692,0.2254893,49.93765,99.34125,99.21386,50.69962
1981-11,,96.96542,98.44362,98.71265,0.4504067,49.97858,99.35713,99.22993,50.76874
1981-12,,96.98005,98.39605,98.67327,0.6601081,50.02227,99.47025,99.34438,50.83768
1982-01,,97.10541,98.35013,98.63525,0.8465217,50.06658,99.64324,99.51941,50.90647
1982-02,,97.33208,98.2937,98.58854,0.9831377,50.10536,99.81906,99.6973,50.97515
1982-03,,97.69649,98.20853,98.51804,1.035976,50.12931,99.94597,99.8257,51.04375
1982-04,,97.87756,98.06789,98.40162,0.975873,50.12474,100.0026,99.88304,51.11229
1982-05,,97.89196,97.86755,98.23578,0.8111115,50.08942,99.98674,99.86695,51.18082
1982-06,,97.7363,97.62563,98.03551,0.5854911,50.03252,99.90828,99.78756,51.24937
1982-07,,97.54943,97.38492,97.83627,0.3608161,49.97596,99.78818,99.66605,51.31797
1982-08,,97.41486,97.19835,97.68182,0.2004837,49.94698,99.65266,99.52893,51.38665
1982-09,,97.3711,97.11443,97.61236,0.1537238,49.97066,99.53071,99.40556,51.45545
1982-10,,97.36957,97.16573,97.65483,0.2531169,50.06406,99.45278,99.32671,51.52439
1982-11,,97.31841,97.35958,97.81529,0.5054961,50.23122,99.44604,99.31989,51.59351
1982-12,,97.43719,97.69054,98.08926,0.8944605,50.4697,99.52658,99.40137,51.66283
1983-01,,97.95487,98.1263,98.44997,1.391105,50.76306,99.68643,99.56311,51.73237
1983-02,,98.99102,98.60279,98.84441,1.941919,51.07837,99.90671,99.78597,51.80215
1983-03,,100.2147,99.02537,99.19421,2.468241,51.36663,100.1648,100.0471,51.87219
1983-04,,100.6914,99.29462,99.41709,2.895493,51.5761,100.4373,100.3228,51.9425
1983-05,,100.1313,99.3896,99.49572,3.20665,51.69561,100.7026,100.5912,52.0131
1983-06,,99.11916,99.36604,99.47621,3.440339,51.75381,100.9426,100.8341,52.084
1983-07,,98.26148,99.30833,99.42844,3.63881,51.79449,101.1449,101.0387,52.15524
1983-08,,97.60965,99.27245,99.39874,3.803766,51.84684,101.2956,101.1912,52.22682
1983-09,,97.16425,99.29375,99.41637,3.919828,51.92943,101.3754,101.2719,52.29879
1983-10,,96.99725,99.38858,99.49487,3.968721,52.05096,101.3582,101.2546,52.37116
1983-11,,97.16753,99.55367,99.63153,3.939164,52.20992,101.2209,101.1157,52.44399
1983-12,,97.53482,99.75897,99.80148,3.806306,52.39073,100.9581,100.8498,52.51731
1984-01,,97.94251,99.9665,99.97327,3.566565,52.57355,100.6064,100.4939,52.59117
1984-02,,98.38018,100.1493,100.1246,3.261417,52.74424,100.2206,100.1036,52.66563
1984-03,,98.92903,100.2913,100.2422,2.97426,52.8944,99.85742,99.73611,52.74075
1984-04,,99.50085,100.3845,100.3193,2.798916,53.01968,99.56109,99.43629,52.81659
1984-05,,99.99547,100.4325,100.3591,2.759163,53.12197,99.3632,99.23608,52.89319
1984-06,,100.2587,100.4451,100.3695,2.806751,53.20641,99.2776,99.14946,52.97062
1984-07,,100.2943,100.4358,100.3618,2.868284,53.28011,99.28797,99.15996,53.04892
1984-08,,100.1767,100.4148,100.3444,2.89636,53.34851,99.36531,99.23821,53.12814
1984-09,,100.0163,100.3905,100.3243,2.86287,53.4161,99.47799,99.35221,53.20832
1984-10,,99.89951,100.3719,100.3089,2.760224,53.48768,99.59697,99.4726,53.28949
1984-11,,99.87345,100.3655,100.3035,2.598832,53.56676,99.69938,99.57621,53.37171
1984-12,,99.88561,100.3751,100.3115,2.414175,53.65553,99.77145,99.64913,53.455
1985-01,99.80563,99.9867,100.399,100.3313,2.243479,53.75303,99.8126,99.69076,53.5394
1985-02,99.77412,100.1418,100.4315,100.3582,2.108408,53.85631,99.83053,99.7089,53.62494
1985-03,99.75156,100.306,100.4655,100.3864,2.017802,53.96171,99.83848,99.71693,53.71166
1985-04,99.72417,100.4457,100.4902,100.4068,1.968396,54.06331,99.85384,99.73249,53.79958
1985-05,99.69381,100.5511,100.4938,100.4097,1.944326,54.15484,99.88991,99.76897,53.88876
1985-06,99.6263,100.4963,100.468,100.3884,1.927226,54.23182,99.94676,99.8265,53.9792
1985-07,99.51344,100.4642,100.4232,100.3513,1.913819,54.29979,100.0007,99.88107,54.07094
1985-08,99.4721,100.471,100.3697,100.307,1.903966,54.36425,100.0231,99.90376,54.16402
1985-09,99.50946,100.3985,100.3053,100.2537,1.887026,54.42408,99.99947,99.87983,54.25845
1985-10,99.5959,100.1641,100.2269,100.1888,1.850715,54.47758,99.95019,99.82996,54.35427
1985-11,99.67509,99.79269,100.1364,100.1139,1.790344,54.52579,99.9101,99.7894,54.4515
1985-12,99.71973,99.65173,100.0504,100.0427,1.718678,54.5777,99.90957,99.78887,54.55019
1986-01,99.71563,99.76274,99.97101,99.977,1.639862,54.63451,99.95499,99.83482,54.65035
1986-02,99.68024,100.119,99.89658,99.9154,1.558018,54.6954,100.037,99.91781,54.75202
1986-03,99.63516,100.5745,99.81986,99.85188,1.472697,54.7564,100.1353,100.0173,54.85521
1986-04,99.57831,100.8408,99.72842,99.77619,1.382442,54.81071,100.2205,100.1035,54.95996
1986-05,99.5448,100.7379,99.615,99.6823,1.291571,54.85429,100.262,100.1455,55.06629
1986-06,99.5058,100.4579,99.48627,99.57574,1.21509,54.89078,100.2372,100.1204,55.17423
1986-07,99.43358,100.1379,99.35083,99.46362,1.151242,54.92491,100.1431,100.0251,55.2838
1986-08,99.35639,99.96316,99.22614,99.36041,1.107533,54.96635,99.98599,99.8662,55.39503
1986-09,99.2252,100.1347,99.12003,99.27258,1.094061,55.01951,99.77642,99.65415,55.50796
1986-10,99.02251,100.6901,99.02562,99.19442,1.106972,55.08064,99.52759,99.4024,55.62261
1986-11,98.92511,101.156,98.9237,99.11005,1.124806,55.1391,99.25787,99.1295,55.73902
1986-12,98.90631,101.4047,98.79797,99.00597,1.114183,55.18579,98.99564,98.86418,55.85721
1987-01,98.89654,101.3656,98.6376,98.87321,1.061721,55.21457,98.78545,98.65153,55.97721
1987-02,98.86533,100.9524,98.45033,98.71819,0.9768391,55.22968,98.67204,98.53678,56.09904
1987-03,98.81532,100.456,98.25776,98.55879,0.8889793,55.24317,98.68073,98.54557,56.22271
1987-04,98.75021,100.0742,98.08015,98.41177,0.831442,55.26643,98.79066,98.65679,56.34823
1987-05,98.75643,99.87879,97.93488,98.29151,0.8295064,55.30931,98.95969,98.82781,56.4756
