country,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT
2010-09,100.1355,100.7016,102.0908,101.7317,3.883791,98.14644,99.45913,99.33313,96.13642
2010-10,100.3918,100.726,102.3147,101.9171,3.668191,98.43112,99.73615,99.6134,96.20428
2010-11,100.7255,100.6195,102.5355,102.0999,3.515832,98.71357,99.9945,99.87479,96.27258
2010-12,101.09,100.4777,102.7207,102.2532,3.383942,98.9624,100.2238,100.1068,96.34125
2011-01,101.3496,100.4011,102.8219,102.3369,3.205216,99.13084,100.4172,100.3025,96.41025
2011-02,101.4522,100.3372,102.8061,102.3238,2.944603,99.18682,100.5713,100.4584,96.47953
2011-03,101.4227,100.2804,102.6614,102.2041,2.583614,99.11864,100.6876,100.576,96.54905
2011-04,101.2441,100.2301,102.4007,101.9883,2.123533,98.93833,100.7774,100.6669,96.61876
2011-05,100.8562,100.1416,102.0397,101.6895,1.576277,98.66081,100.854,100.7444,96.68862
2011-06,100.5073,100.0468,101.6185,101.3407,0.9668126,98.3246,100.9258,100.8171,96.7586
2011-07,100.1626,99.78976,101.1669,100.967,0.3350683,97.9586,100.9915,100.8835,96.82867
2011-08,99.74294,99.3334,100.7287,100.6042,-0.2829058,97.60485,101.0456,100.9383,96.8988
2011-09,99.35799,98.78682,100.3713,100.3083,-0.8328766,97.32899,101.0856,100.9787,96.96898
2011-10,99.12603,98.42027,100.1533,100.1279,-1.262952,97.18798,101.1189,101.0124,97.03919
2011-11,99.21106,98.31116,100.0912,100.0765,-1.535264,97.19806,101.1539,101.0479,97.10944
2011-12,99.58068,98.26904,100.1536,100.1281,-1.650565,97.32896,101.1919,101.0863,97.17973
2012-01,99.85784,98.33334,100.2687,100.2234,-1.633706,97.51134,101.218,101.1127,97.25007
2012-02,100.0574,98.42687,100.3707,100.3079,-1.517891,97.68127,101.212,101.1066,97.32047
2012-03,100.0405,98.62711,100.4108,100.3411,-1.33937,97.79107,101.1595,101.0535,97.39095
2012-04,99.88347,98.9314,100.3655,100.3035,-1.13261,97.81775,101.0656,100.9585,97.46157
2012-05,99.73713,99.05663,100.2315,100.1926,-0.914959,97.75811,100.9442,100.8357,97.53236
2012-06,99.44636,99.00036,100.0307,100.0264,-0.7030973,97.63329,100.8101,100.7,97.60336
2012-07,99.17054,98.8625,99.81116,99.84468,-0.4781584,97.4902,100.6735,100.5618,97.67465
2012-08,98.97898,98.63675,99.61035,99.67845,-0.2453068,97.36543,100.5401,100.4268,97.74628
2012-09,98.79494,98.54273,99.45522,99.55003,-0.04476636,97.28542,100.4118,100.297,97.81833
2012-10,98.60291,98.65127,99.36214,99.47299,0.08073223,97.26644,100.2866,100.1703,97.89085
2012-11,98.53788,98.7489,99.33335,99.44915,0.1160356,97.31084,100.1626,100.0449,97.96392
2012-12,98.68231,98.88271,99.36766,99.47755,0.09114834,97.41768,100.0406,99.92143,98.03761
2013-01,98.9257,99.03308,99.43728,99.53519,0.04981444,97.55991,99.92755,99.80706,98.11201
2013-02,99.1204,99.19187,99.50824,99.59393,0.0236023,97.70432,99.83335,99.71175,98.18717
2013-03,99.09111,99.26496,99.55441,99.63214,0.03502985,97.82533,99.76716,99.64478,98.26318
2013-04,98.89843,99.23134,99.59299,99.66409,0.1248445,97.93987,99.73239,99.6096,98.34011
2013-05,98.75754,99.22894,99.66209,99.72128,0.3348687,98.08547,99.72874,99.60591,98.41803
2013-06,98.78841,99.18213,99.78182,99.8204,0.6645422,98.2821,99.7519,99.62935,98.49699
2013-07,98.99863,99.19254,99.95292,99.96203,1.067248,98.53066,99.79103,99.66893,98.57708
2013-08,99.25258,99.37402,100.1617,100.1349,1.49178,98.8179,99.83277,99.71117,98.65833
2013-09,99.50365,99.64801,100.3699,100.3072,1.871402,99.10603,99.86417,99.74294,98.74081
2013-10,99.7458,99.84453,100.5376,100.4461,2.148166,99.35589,99.87529,99.75418,98.82457
2013-11,99.952,99.905,100.6474,100.5369,2.301075,99.55003,99.86087,99.73959,98.90967
2013-12,99.9902,99.72108,100.6798,100.5638,2.311157,99.66915,99.82346,99.70175,98.99615
2014-01,99.97026,99.51559,100.6503,100.5393,2.222763,99.72843,99.77815,99.65591,99.08408
2014-02,100.0476,99.39082,100.5833,100.4839,2.0958,99.75201,99.74224,99.61957,99.17352
2014-03,100.0956,99.35732,100.4813,100.3994,1.959524,99.74224,99.72542,99.60255,99.26448
2014-04,100.0864,99.31748,100.3474,100.2885,1.799363,99.70216,99.71918,99.59624,99.35703
2014-05,100.059,99.34626,100.1961,100.1633,1.591191,99.64619,99.70779,99.58472,99.45121
2014-06,99.875,99.39543,100.024,100.0209,1.311419,99.57098,99.67833,99.55491,99.54705
2014-07,99.68924,99.35319,99.83786,99.86678,0.9665569,99.48302,99.63096,99.50698,99.64458
2014-08,99.69082,99.29509,99.65845,99.71827,0.5922788,99.40318,99.57251,99.44784,99.74386
2014-09,99.6253,99.27913,99.48425,99.57407,0.2259311,99.32994,99.51124,99.38585,99.84489
2014-10,99.58328,99.38615,99.32127,99.43915,-0.08713202,99.26932,99.45226,99.32617,99.9477
2014-11,99.51279,99.55926,99.16756,99.31191,-0.3320845,99.21944,99.39848,99.27177,100.0523
2014-12,99.4035,99.56737,99.02122,99.19078,-0.4923444,99.17844,99.35127,99.22401,100.1588
2015-01,99.26247,99.46788,98.89417,99.0856,-0.5717223,99.15826,99.31058,99.18283,100.2671
2015-02,99.09699,99.43961,98.81614,99.02101,-0.5645662,99.18884,99.27644,99.1483,100.3772
2015-03,99.10295,99.54671,98.80945,99.01547,-0.450648,99.29276,99.24999,99.12153,100.4891
2015-04,99.1825,99.62581,98.86271,99.05956,-0.2441167,99.45877,99.23367,99.10501,100.6029
2015-05,99.30148,99.62022,98.95707,99.13767,0.02197642,99.6681,99.22993,99.10124,100.7185
2015-06,99.42574,99.55392,99.06313,99.22546,0.3215988,99.8912,99.23904,99.11045,100.8359
2015-07,99.60756,99.50178,99.16432,99.30923,0.6316645,100.1114,99.25575,99.12736,100.9551
2015-08,99.67176,99.49693,99.23927,99.37128,0.9093056,100.3071,99.2744,99.14622,101.076
2015-09,99.7134,99.44167,99.28686,99.41067,1.154656,100.4769,99.29323,99.16528,101.1985
2015-10,99.78074,99.34187,99.30596,99.42648,1.360164,100.6195,99.31848,99.19083,101.3228
2015-11,99.881,99.37987,99.29948,99.42111,1.530401,100.7379,99.3572,99.23,101.4486
2015-12,99.92882,99.50218,99.26009,99.3885,1.659523,100.8243,99.40952,99.28294,101.5759
2016-01,99.72504,99.64637,99.18957,99.33013,1.73679,100.8804,99.45984,99.33385,101.7047
2016-02,99.36713,99.76003,99.10702,99.2618,1.750839,100.9255,99.48901,99.36336,101.8348
2016-03,99.21598,99.83316,99.04473,99.21024,1.711613,100.9923,99.48666,99.36098,101.9663
2016-04,99.22655,99.87283,99.02108,99.19066,1.64968,101.0995,99.46481,99.33888,102.099
2016-05,99.32032,99.9713,99.04393,99.20958,1.592573,101.2554,99.44565,99.31949,102.2328
2016-06,99.4537,100.0544,99.1043,99.25955,1.561228,101.4507,99.45061,99.32451,102.3676
2016-07,99.58749,100.0834,99.19611,99.33555,1.566246,101.6794,99.4893,99.36366,102.5034
2016-08,99.77473,100.0775,99.32784,99.44459,1.638034,101.9501,99.56299,99.43821,102.64
2016-09,100.0269,100.0679,99.49892,99.5862,1.777028,102.2624,99.66553,99.54197,102.7774
2016-10,100.2689,100.0852,99.70364,99.75568,1.978485,102.6103,99.78179,99.65958,102.9153
2016-11,100.4663,100.1341,99.9313,99.94413,2.228549,102.9829,99.8947,99.77382,103.0537
2016-12,100.5568,100.2999,100.1692,100.141,2.521879,103.367,99.99142,99.87169,103.1924
2017-01,100.6959,100.4342,100.4071,100.338,2.846628,103.7521,100.0697,99.95087,103.3314
2017-02,100.8022,100.5194,100.6344,100.5261,3.172032,104.1269,100.1329,100.0148,103.4705
2017-03,100.8932,100.587,100.8473,100.7024,3.460778,104.4874,100.1865,100.0691,103.6095
2017-04,100.9624,100.703,101.0449,100.866,3.692333,104.8325,100.2356,100.1187,103.7484
2017-05,101.0943,100.7949,101.2283,101.0178,3.85922,105.163,100.2847,100.1684,103.887
2017-06,101.3163,100.8528,101.3982,101.1584,3.971255,105.4796,100.3384,100.2227,104.0251
2017-07,101.4817,100.9085,101.5617,101.2937,4.042108,105.7894,100.4013,100.2864,104.1627
2017-08,101.5388,100.9778,101.7198,101.4246,4.063953,106.0933,100.4778,100.3638,104.2996
2017-09,101.7437,101.1635,101.8902,101.5657,4.055651,106.4098,100.57,100.4571,104.4357
2017-10,102.0508,101.3564,102.0669,101.7119,4.017091,106.7322,100.6762,100.5645,104.5709
2017-11,102.366,101.5269,102.2308,101.8476,3.940351,107.0408,100.7913,100.681,104.705
2017-12,102.508,101.6904,102.3603,101.9548,3.816944,107.3125,100.9072,100.7983,104.838
2018-01,102.4939,101.7195,102.4438,102.0239,3.645938,107.5349,101.0127,100.905,104.9696
2018-02,102.5237,101.657,102.483,102.0564,3.440608,107.7095,101.0964,100.9897,105.0999
2018-03,102.5042,101.5284,102.4853,102.0583,3.21235,107.8439,101.1514,101.0453,105.2286
2018-04,102.4142,101.4217,102.4604,102.0377,2.971931,107.948,101.1813,101.0755,105.3558
2018-05,102.2612,101.2979,102.414,101.9993,2.723939,108.0276,101.196,101.0904,105.4813
2018-06,102.0606,101.2044,102.3544,101.95,2.476147,108.0914,101.2102,101.1048,105.6051
2018-07,101.8781,101.1861,102.2877,101.8947,2.227331,108.1457,101.2425,101.1375,105.727
2018-08,101.8246,101.2027,102.2118,101.8319,1.974551,108.1882,101.3094,101.2051,105.847
2018-09,101.7491,101.2178,102.1065,101.7447,1.679833,108.1973,101.4183,101.3153,105.9652
2018-10,101.6082,101.1818,101.9524,101.6172,1.330628,108.1524,101.5579,101.4566,106.0813
2018-11,101.3993,101.1233,101.7477,101.4478,0.9442345,108.0515,101.707,101.6074,106.1955
2018-12,101.0012,101.0257,101.4964,101.2397,0.5459765,107.8984,101.8402,101.7422,106.3076
2019-01,100.6044,100.9214,101.2238,101.014,0.1721484,107.72,101.9343,101.8374,106.4177
2019-02,100.2715,100.8656,100.9526,100.7896,-0.1568339,107.5405,101.9716,101.8752,106.5257
2019-03,100.0022,100.8286,100.6953,100.5766,-0.4364386,107.3732,101.9461,101.8493,106.6318
2019-04,99.92397,100.7873,100.461,100.3826,-0.6670503,107.2279,101.8739,101.7763,106.7359
2019-05,99.88187,100.7969,100.2396,100.1994,-0.8641855,107.0941,101.7758,101.6771,106.838
2019-06,99.75379,100.6799,100.0251,100.0218,-1.041917,106.9652,101.6632,101.5631,106.9383
2019-07,99.69801,100.6158,99.84962,99.87651,-1.174126,106.8759,101.5257,101.424,107.0369
2019-08,99.71234,100.6233,99.72929,99.7769,-1.242724,106.8437,101.3402,101.2364,107.1337
2019-09,99.61095,100.5886,99.66035,99.71985,-1.231502,106.8648,101.0808,100.9739,107.229
2019-10,99.38928,100.5759,99.63065,99.69526,-1.133596,106.9264,100.733,100.622,107.3228
2019-11,99.27798,100.5619,99.63503,99.69888,-0.9516277,107.0232,100.2974,100.1813,107.4153
2019-12,99.28512,100.5895,99.65591,99.71617,-0.7059665,107.1366,99.80008,99.67809,107.5065
2020-01,99.26003,100.5353,99.6718,99.72932,-0.4422523,107.2436,99.30822,99.18044,107.5967
2020-02,98.99681,100.2047,99.65998,99.71954,-0.2052494,107.3198,98.90027,98.76769,107.686
2020-03,98.13302,99.52815,98.22083,98.52823,-1.412157,105.8569,94.80476,94.62401,107.7744
2020-04,97.01336,98.856,93.84918,94.90942,-5.595724,101.2278,90.81415,90.58646,107.8622
2020-05,96.70014,98.84049,94.879,95.76189,-4.363308,102.4212,86.9067,86.63305,107.9493
2020-06,97.05878,99.18313,96.60069,97.1871,-2.432314,104.3635,89.85082,89.61179,108.0359
2020-07,97.51351,99.39185,97.1742,97.66183,-1.692694,105.0668,92.84723,92.64346,108.1222
2020-08,97.82651,99.48023,97.5511,97.97383,-1.203291,105.5581,95.87388,95.7057,108.208
2020-09,98.02248,99.44096,98.11033,98.43675,-0.5780628,106.2471,95.19866,95.02254,108.2935
2020-10,98.24947,99.12209,98.00197,98.34705,-0.6670035,106.2132,94.52194,94.33787,108.3787
2020-11,98.53549,98.83138,98.19138,98.50384,-0.4871176,106.5019,93.84144,93.64936,108.4636
2020-12,98.97239,98.84289,98.34007,98.62693,-0.3641154,106.7465,93.7286,93.53519,108.5483
2021-01,99.39824,98.98136,98.38293,98.6624,-0.3425685,106.8762,93.60538,93.41052,108.6329
2021-02,100.035,99.29938,98.65224,98.88535,-0.0631877,107.252,93.47072,93.27428,108.7172
2021-03,101.0471,99.74464,99.01627,99.18668,1.770503,107.7311,94.65921,94.47675,108.8014
2021-04,102.1569,100.1068,99.31023,99.43002,6.822929,108.1345,95.81119,95.64228,108.8855
2021-05,102.9449,100.5436,99.6652,99.72385,6.037223,108.6046,96.89542,96.73926,108.9695
2021-06,103.3834,100.8475,99.87241,99.89539,4.360414,108.9142,97.7981,97.65257,109.0533
2021-07,103.3639,101.0159,100.1133,100.0948,3.991673,109.2608,98.81469,98.68111,109.1371
2021-08,103.2077,100.9999,100.2597,100.216,3.738574,109.5044,99.94178,99.82146,109.2208
2021-09,103.0208,100.836,100.3779,100.3139,3.266439,109.7176,99.49538,99.36981,109.3045
2021-10,102.977,100.6625,100.4829,100.4008,3.486586,109.9165,98.96685,98.83506,109.3882
2021-11,102.9519,100.3359,100.6197,100.514,3.425704,110.1504,98.40731,98.26894,109.4719
2021-12,102.898,99.92188,100.668,100.554,,,,,
2022-01,102.7595,99.61596,100.7235,100.5999,,,,,
