country,SVK,SVK,SVK,SVK,SVK,SVK,SVK,SVK,SVK
2000-10,104.1537,97.91005,98.33957,99.18799,4.093118,54.65195,99.23626,98.31098,55.57473
2000-11,104.294,97.49972,98.33343,99.18499,4.112515,54.78814,99.21037,98.26736,55.7167
2000-12,104.7748,96.88827,98.35256,99.19434,4.224555,54.94135,99.18864,98.23075,55.86164
2001-01,104.599,96.55772,98.40277,99.21886,4.36999,55.11509,99.17291,98.20424,56.00969
2001-02,103.5623,96.21457,98.46056,99.24709,4.402885,55.29642,99.16366,98.18864,56.16098
2001-03,101.9292,96.03178,98.53448,99.2832,4.316661,55.49034,99.15993,98.18235,56.31565
2001-04,101.4038,96.19439,98.7041,99.36607,4.269087,55.742,99.15854,98.18001,56.47384
2001-05,102.2343,96.42722,98.99078,99.5061,4.334852,56.06408,99.15751,98.17828,56.63566
2001-06,102.674,96.80065,99.3876,99.69995,4.563391,56.45337,99.15906,98.18089,56.80122
2001-07,102.2782,97.35542,99.83855,99.92023,4.939934,56.87866,99.17223,98.20308,56.97064
2001-08,101.3319,97.72917,100.2508,100.1216,5.355248,57.28734,99.20603,98.26004,57.14402
2001-09,100.3132,98.16827,100.5877,100.2862,5.757057,57.65831,99.26144,98.35342,57.32146
2001-10,99.40797,98.61287,100.8254,100.4023,6.08532,57.97769,99.32162,98.45482,57.50304
2001-11,98.8627,99.28326,100.9739,100.4749,6.31994,58.25072,99.36493,98.5278,57.68886
2001-12,99.55699,99.72251,100.9928,100.4841,6.392787,58.45364,99.37727,98.54859,57.87899
2002-01,100.4525,99.80665,100.8311,100.4051,6.243402,58.55614,99.3652,98.52825,58.07351
2002-02,100.8617,99.81808,100.4859,100.2365,5.894089,58.55564,99.34576,98.49549,58.27248
2002-03,101.3836,99.70636,100.0208,100.0093,5.402398,58.48815,99.33769,98.4819,58.47598
2002-04,100.864,99.33311,99.49995,99.75483,4.751569,58.39062,99.35302,98.50774,58.68407
2002-05,100.5682,98.95397,99.05214,99.53608,4.056905,58.33854,99.39708,98.58197,58.8968
2002-06,100.1731,98.7944,98.70819,99.36806,3.360665,58.35058,99.46648,98.69893,59.11422
2002-07,100.2929,98.94451,98.43544,99.23483,2.688832,58.40803,99.54475,98.83081,59.33638
2002-08,100.9102,99.11995,98.19939,99.11951,2.100752,58.49081,99.61296,98.94576,59.56331
2002-09,101.6895,98.96745,98.00835,99.02619,1.64039,58.60414,99.65947,99.02413,59.79504
2002-10,102.0583,98.17426,97.87207,98.95962,1.339297,58.75418,99.68991,99.07542,60.03162
2002-11,101.9265,96.96243,97.76469,98.90717,1.158869,58.92577,99.71687,99.12084,60.27305
2002-12,101.184,96.2839,97.72894,98.88969,1.182664,59.14495,99.75044,99.17742,60.51938
2003-01,100.2323,95.87059,97.71312,98.88197,1.408444,59.38087,99.7887,99.24188,60.77062
2003-02,100.2608,95.73901,97.71341,98.88212,1.837095,59.63136,99.82291,99.29954,61.02679
2003-03,101.1025,95.69202,97.67624,98.86395,2.35188,59.86372,99.84212,99.33192,61.2879
2003-04,102.204,95.82079,97.59,98.82183,2.877001,60.07051,99.83759,99.32427,61.55397
2003-05,102.3166,95.95354,97.40943,98.73362,3.230851,60.22337,99.80454,99.26859,61.82499
2003-06,101.9904,95.8117,97.15208,98.6079,3.396398,60.3324,99.74537,99.16888,62.10099
2003-07,101.1647,95.67459,96.89622,98.48292,3.488782,60.44576,99.67432,99.04914,62.38196
2003-08,100.9919,95.49595,96.68687,98.38065,3.59172,60.59163,99.60849,98.93822,62.6679
2003-09,101.6004,95.49676,96.56688,98.32204,3.742451,60.79737,99.55955,98.85574,62.95882
2003-10,102.4677,95.51781,96.54293,98.31034,3.938023,61.06794,99.52475,98.7971,63.2547
2003-11,102.477,95.4747,96.53748,98.30767,4.122347,61.35489,99.49459,98.74629,63.55552
2003-12,101.614,95.45069,96.53732,98.30759,4.235375,61.64996,99.45897,98.68626,63.86127
2004-01,101.856,95.45496,96.55524,98.31635,4.345618,61.96134,99.4126,98.60813,64.17191
2004-02,102.9082,95.58907,96.69569,98.38496,4.570053,62.35654,99.35558,98.51204,64.4874
2004-03,103.1937,96.09962,96.993,98.53019,5.003421,62.85895,99.29433,98.40883,64.80772
2004-04,102.9289,96.646,97.33604,98.69777,5.538802,63.3977,99.24305,98.32243,65.13281
2004-05,102.1409,97.24255,97.61289,98.83301,6.104887,63.89994,99.21664,98.27792,65.46261
2004-06,101.6639,97.883,97.77927,98.91429,6.635698,64.33588,99.2227,98.28813,65.79704
2004-07,101.7639,98.17182,97.84165,98.94476,7.052333,64.7086,99.25163,98.33688,66.13604
2004-08,102.8152,98.22189,97.88533,98.96609,7.39715,65.07368,99.28694,98.39638,66.47951
2004-09,103.5691,98.30869,98.05618,99.04955,7.781537,65.52834,99.31355,98.44122,66.82734
2004-10,103.4315,98.93422,98.44197,99.23801,8.293739,66.13275,99.32523,98.46091,67.17943
2004-11,102.7749,99.97108,99.06529,99.5425,9.044909,66.90439,99.32227,98.45591,67.53564
2004-12,102.0104,100.806,99.85429,99.92793,9.970766,67.79693,99.30982,98.43494,67.89586
2005-01,102.3104,101.2115,100.7203,100.351,10.95886,68.75159,99.29716,98.41361,68.25993
2005-02,102.9783,101.5646,101.5338,100.7483,11.74495,69.68029,99.29356,98.40752,68.62771
2005-03,103.1453,101.9004,102.1562,101.0524,12.13479,70.48675,99.30391,98.42497,68.99902
2005-04,102.7004,102.1286,102.4979,101.2193,12.15958,71.1066,99.32374,98.45839,69.37368
2005-05,101.7913,102.1531,102.5811,101.26,11.97482,71.55185,99.34489,98.49403,69.75151
2005-06,100.869,102.0718,102.4929,101.2169,11.72712,71.88062,99.36039,98.52015,70.13229
2005-07,99.89917,101.5814,102.2827,101.1142,11.462,72.1255,99.36894,98.53455,70.51581
2005-08,99.75093,100.8574,102.0155,100.9837,11.15224,72.33086,99.37374,98.54265,70.90182
2005-09,100.17,100.1604,101.7467,100.8524,10.69314,72.53537,99.38173,98.55611,71.29012
2005-10,100.0268,100.2192,101.5303,100.7467,10.04736,72.77735,99.40285,98.5917,71.6804
2005-11,99.59447,100.7339,101.3624,100.6646,9.192141,73.05433,99.44701,98.66611,72.07243
2005-12,98.89381,101.0867,101.2196,100.5949,8.190305,73.34971,99.51994,98.789,72.4659
2006-01,98.72514,101.1654,101.111,100.5418,7.153864,73.66999,99.61732,98.95309,72.86053
2006-02,99.60433,101.2103,101.1054,100.5391,6.293697,74.06575,99.72977,99.1426,73.256
2006-03,101.0327,101.2799,101.1813,100.5762,5.724865,74.52203,99.84591,99.33829,73.65197
2006-04,102.4488,101.1486,101.3092,100.6386,5.500118,75.01754,99.96275,99.53518,74.04812
2006-05,103.498,101.092,101.4901,100.727,5.592498,75.55338,100.0789,99.73088,74.44409
2006-06,103.3488,101.3912,101.7407,100.8494,5.928795,76.14227,100.1959,99.92812,74.83953
2006-07,103.2723,101.9058,102.0551,101.003,6.453598,76.78018,100.32,100.1373,75.23409
2006-08,103.396,102.4291,102.4258,101.1841,7.09385,77.46191,100.458,100.3698,75.62736
2006-09,103.4458,102.9713,102.8231,101.3782,7.761289,78.16505,100.613,100.6309,76.01899
2006-10,103.7211,103.5211,103.2094,101.5669,8.359031,78.86083,100.7789,100.9104,76.40859
2006-11,103.547,104.3868,103.5784,101.7472,8.883121,79.54384,100.947,101.1937,76.79577
2006-12,103.6951,105.3323,103.88,101.8945,9.304744,80.17471,101.112,101.4717,77.18014
2007-01,104.4278,105.7948,104.0987,102.0013,9.597277,80.7403,101.2772,101.7502,77.5613
2007-02,104.6501,105.9324,104.2577,102.079,9.709651,81.25728,101.452,102.0446,77.93889
2007-03,104.5734,105.8774,104.3601,102.129,9.668288,81.72703,101.6482,102.3753,78.31251
2007-04,104.6937,105.7689,104.4024,102.1497,9.501909,82.14565,101.8769,102.7608,78.68179
2007-05,105.3027,105.4665,104.3927,102.1449,9.218989,82.51864,102.1494,103.2199,79.04636
2007-06,105.069,105.2852,104.3849,102.1411,8.85902,82.88773,102.4756,103.7695,79.40589
2007-07,104.5574,105.2158,104.4208,102.1586,8.473317,83.28601,102.8596,104.4167,79.76002
2007-08,103.8322,104.9062,104.516,102.2052,8.086805,83.7261,103.2913,105.1441,80.10842
2007-09,103.4354,104.4718,104.6791,102.2848,7.740193,84.21518,103.7321,105.8869,80.45081
2007-10,103.1139,103.8939,104.9348,102.4097,7.497679,84.77356,104.0983,106.504,80.7869
2007-11,102.4165,103.5101,105.3137,102.5948,7.395763,85.42671,104.3041,106.8507,81.11644
2007-12,101.4144,103.397,105.8033,102.834,7.471988,86.16535,104.311,106.8624,81.43922
2008-01,100.9327,103.269,106.3691,103.1104,7.706015,86.96216,104.1679,106.6212,81.7551
2008-02,100.7896,102.905,106.943,103.3907,8.00465,87.76164,103.9689,106.2859,82.06396
2008-03,100.4772,102.5329,107.4548,103.6408,8.294602,88.50596,103.8018,106.0043,82.36577
2008-04,99.7383,102.111,107.8008,103.8098,8.476366,89.1086,103.7017,105.8356,82.66046
2008-05,98.81111,101.7856,107.9643,103.8896,8.526105,89.55427,103.6662,105.7758,82.94805
2008-06,98.76946,101.7999,107.9183,103.8672,8.362095,89.81888,103.6654,105.7745,83.22858
2008-07,98.88743,101.9087,107.5776,103.7008,7.856734,89.82957,103.6474,105.7442,83.50212
2008-08,98.57865,102.1609,106.8746,103.3573,6.929107,89.52757,103.5442,105.5703,83.76878
2008-09,97.2784,102.3352,105.7474,102.8067,5.513276,88.85819,103.2802,105.1253,84.02871
2008-10,94.71904,102.0013,104.1758,102.039,3.571902,87.80159,102.7875,104.2952,84.2821
2008-11,92.56323,101.0862,102.2722,101.1091,1.19769,86.44986,102.0308,103.02,84.52917
2008-12,90.87079,99.98014,100.2295,100.1112,-1.393419,84.96471,101.0455,101.3597,84.7702
2009-01,89.75511,98.74255,98.19429,99.11702,-4.015111,83.47054,99.98962,99.58047,85.00549
2009-02,89.24454,97.2969,96.33291,98.20774,-6.440087,82.10972,99.05135,97.99939,85.23537
2009-03,88.89996,96.24089,94.89774,97.50666,-8.36799,81.09978,98.36951,96.85044,85.46019
2009-04,89.19086,95.92802,94.02505,97.08036,-9.592473,80.56089,97.9684,96.17452,85.68024
2009-05,90.5416,96.35572,93.68048,96.91203,-10.14656,80.46759,97.80968,95.90707,85.89579
2009-06,92.84069,96.7662,93.75522,96.94854,-10.11924,80.7299,97.83379,95.94769,86.10709
2009-07,94.6228,97.0986,94.13815,97.1356,-9.54563,81.25478,97.9815,96.19659,86.31439
2009-08,95.36398,97.52158,94.71635,97.41805,-8.467774,81.94658,98.2041,96.5717,86.51788
2009-09,95.79688,97.95851,95.33389,97.71972,-6.96256,82.67139,98.4655,97.01218,86.71774
2009-10,96.63699,98.06323,95.86302,97.9782,-5.105917,83.31851,98.73959,97.47405,86.91414
2009-11,97.7502,98.15033,96.26601,98.17506,-3.001977,83.85465,99.00872,97.92755,87.10722
2009-12,98.71096,98.54927,96.55638,98.31691,-0.792971,84.29096,99.26125,98.35309,87.29714
2010-01,98.8543,99.26093,96.75383,98.41336,1.405999,84.64413,99.48969,98.73803,87.48401
2010-02,99.04504,100.1283,96.91843,98.49377,3.479108,84.9664,99.68919,99.0742,87.66795
2010-03,99.53689,100.5806,97.06542,98.56557,5.14337,85.27105,99.85783,99.35838,87.84905
2010-04,99.41549,100.6458,97.21243,98.63738,6.222281,85.57362,99.99908,99.59639,88.02744
2010-05,99.6023,100.4984,97.38441,98.7214,6.746303,85.89618,100.1174,99.79577,88.20322
2010-06,100.1461,100.2801,97.64849,98.8504,6.897563,86.29829,100.2159,99.96175,88.37647
2010-07,100.4024,100.0483,98.02587,99.03475,6.823593,86.79927,100.2957,100.0962,88.54731
2010-08,100.0545,99.7088,98.46227,99.24793,6.595815,87.35162,100.3561,100.198,88.71583
2010-09,99.72239,99.33382,98.90923,99.46626,6.339852,87.91264,100.3961,100.2655,88.88214
2010-10,100.0461,99.1022,99.34233,99.67784,6.171734,88.46071,100.4176,100.3016,89.04634
2010-11,100.9519,99.19037,99.7131,99.85896,6.079502,88.9526,100.4236,100.3118,89.20854
2010-12,102.4945,98.92152,99.9873,99.9929,6.010782,89.35751,100.4186,100.3034,89.36885
2011-01,103.4513,98.64287,100.1911,100.0925,5.971272,89.69846,100.4094,100.2878,89.52739
2011-02,103.0425,98.4848,100.358,100.174,5.930539,90.00536,100.4025,100.2762,89.68427
2011-03,102.1386,98.15536,100.5193,100.2528,5.904845,90.30618,100.4024,100.2761,89.83961
2011-04,101.3717,98.03823,100.6614,100.3222,5.860638,90.58878,100.4092,100.2875,89.99354
2011-05,99.9424,98.15501,100.7154,100.3486,5.698634,90.79108,100.4209,100.3072,90.14618
2011-06,98.05063,98.16837,100.6293,100.3065,5.292777,90.86587,100.4356,100.332,90.29766
2011-07,97.59315,98.20525,100.3975,100.1933,4.61799,90.80765,100.4532,100.3616,90.44811
2011-08,98.49525,98.21687,100.0123,100.0051,3.728861,90.60884,100.4736,100.3959,90.59767
2011-09,99.06842,97.79939,99.52824,99.76865,2.736497,90.31836,100.495,100.432,90.74647
2011-10,99.56937,97.12228,99.03133,99.52592,1.756117,90.01418,100.512,100.4608,90.89465
2011-11,99.89572,96.29192,98.60793,99.31908,0.9245282,89.77499,100.5182,100.4712,91.04236
2011-12,100.2169,95.65835,98.33993,99.18816,0.3563457,89.67593,100.5082,100.4543,91.18974
2012-01,100.2817,95.81973,98.27715,99.1575,0.07236134,89.76337,100.4818,100.4098,91.33696
2012-02,100.0291,96.5183,98.37148,99.20358,-0.01226643,89.99432,100.4406,100.3405,91.48417
2012-03,100.3227,97.39059,98.50499,99.2688,-0.04933485,90.26162,100.3871,100.2502,91.63152
2012-04,100.6062,98.20866,98.57786,99.3044,-0.1267341,90.47397,100.3232,100.1425,91.7792
2012-05,100.5414,98.54915,98.54552,99.2886,-0.2211642,90.59029,100.2503,100.0198,91.92735
2012-06,99.85703,98.42772,98.42946,99.2319,-0.2594986,90.63007,100.169,99.88276,92.07616
2012-07,98.74696,98.10112,98.27835,99.15809,-0.1868213,90.638,100.0796,99.7321,92.2258
2012-08,98.08844,97.61884,98.1027,99.07228,0.01648901,90.62378,99.98258,99.5686,92.37644
2012-09,97.48917,97.03587,97.93069,98.98826,0.3268349,90.61356,99.87929,99.39454,92.52824
2012-10,96.11243,96.80941,97.79628,98.92259,0.6940721,90.63895,99.77329,99.21592,92.68139
2012-11,95.00739,96.98627,97.70411,98.87757,1.035511,90.70462,99.66916,99.04045,92.83604
2012-12,95.12347,96.97355,97.64057,98.84653,1.251543,90.79826,99.57145,98.87581,92.99235
2013-01,95.48559,97.1277,97.60342,98.82838,1.286381,90.91807,99.48353,98.72765,93.15049
2013-02,96.10768,97.51405,97.59321,98.82339,1.189507,91.06481,99.40798,98.60035,93.3106
2013-03,97.56403,97.72413,97.58878,98.82123,1.060664,91.21899,99.34639,98.49655,93.47283
2013-04,98.36962,97.62865,97.61239,98.83276,1.025317,91.40161,99.29797,98.41497,93.63731
2013-05,98.1181,97.62319,97.7081,98.87952,1.174481,91.65425,99.26131,98.3532,93.80415
2013-06,97.44195,97.89765,97.86371,98.95554,1.473965,91.96593,99.23488,98.30865,93.97347
2013-07,97.36507,98.35625,98.06314,99.05296,1.857849,92.32191,99.21671,98.27805,94.14538
2013-08,97.78169,98.71338,98.3205,99.17867,2.330591,92.73585,99.2052,98.25864,94.31996
2013-09,98.69843,99.11732,98.63152,99.33061,2.858918,93.20412,99.1991,98.24836,94.49729
2013-10,99.38493,99.65077,99.01154,99.51624,3.423073,93.74158,99.19705,98.24491,94.67744
2013-11,99.32141,100.2402,99.44022,99.72565,3.996307,94.32945,99.1982,98.24684,94.86047
2013-12,99.21015,100.7489,99.85147,99.92655,4.523178,94.90523,99.20244,98.25398,95.0464
2014-01,99.07471,101.043,100.1829,100.0884,4.940049,95.40946,99.21027,98.26718,95.23529
2014-02,98.70416,101.0237,100.3854,100.1874,5.194242,95.79494,99.22292,98.2885,95.42714
2014-03,98.85381,101.2731,100.4442,100.2161,5.292401,96.04667,99.24206,98.32074,95.62196
2014-04,99.25203,101.4786,100.3851,100.1872,5.237513,96.18878,99.269,98.36617,95.81975
2014-05,99.44942,101.5791,100.2582,100.1253,5.034341,96.26844,99.30553,98.42771,96.02048
2014-06,99.68563,101.5024,100.1215,100.0585,4.757347,96.34106,99.35381,98.50907,96.22414
2014-07,100.3591,101.4068,100.0039,100.001,4.454562,96.43446,99.4157,98.61336,96.43067
2014-08,100.7587,101.4442,99.92449,99.96222,4.131311,96.56705,99.49381,98.74497,96.64003
2014-09,100.8208,101.5423,99.88298,99.94195,3.792423,96.73882,99.59152,98.90964,96.85215
2014-10,100.7959,101.852,99.88081,99.94088,3.423961,96.95126,99.71171,99.11215,97.06696
2014-11,100.8875,102.1644,99.89056,99.94565,3.019693,97.17792,99.8559,99.35513,97.28438
2014-12,100.5438,102.5414,99.90134,99.95091,2.637252,97.40812,100.0218,99.6347,97.50432
2015-01,100.5639,102.7469,99.87183,99.9365,2.297432,97.60143,100.1988,99.93291,97.72668
2015-02,100.8448,102.8955,99.7794,99.89134,2.025512,97.73528,100.3734,100.2272,97.95136
2015-03,100.6604,102.8476,99.60892,99.80807,1.819578,97.79431,100.5341,100.498,98.17827
2015-04,100.5118,102.5455,99.408,99.70992,1.700766,97.82473,100.676,100.7371,98.4073
2015-05,100.0806,102.1181,99.23997,99.62784,1.683043,97.88868,100.797,100.9409,98.63836
2015-06,100.0761,101.8127,99.16412,99.59078,1.768551,98.04491,100.8954,101.1068,98.87135
2015-07,99.93593,101.6533,99.18702,99.60197,1.935023,98.30048,100.9692,101.2312,99.10619
2015-08,100.0282,101.8033,99.29093,99.65273,2.144982,98.6384,101.0148,101.3079,99.34281
2015-09,99.96035,102.1832,99.43568,99.72344,2.357233,99.01917,101.0281,101.3304,99.58113
2015-10,100.0852,102.6058,99.57007,99.78909,2.517416,99.39193,101.0077,101.2961,99.82109
2015-11,99.8041,102.7948,99.66726,99.83656,2.625889,99.7297,100.9535,101.2048,100.0626
2015-12,100.1387,103.0165,99.7387,99.87147,2.705662,100.0437,100.8684,101.0614,100.3057
2016-01,101.3489,103.1498,99.77935,99.89132,2.794098,100.3285,100.7619,100.8818,100.5504
2016-02,101.8323,103.0628,99.80222,99.90249,2.928173,100.5971,100.6452,100.6852,100.7965
2016-03,101.575,102.8216,99.82915,99.91565,3.146557,100.8715,100.5285,100.4886,101.0441
2016-04,100.9356,102.7198,99.87795,99.93948,3.419186,101.1695,100.418,100.3024,101.2932
2016-05,100.5702,102.6941,99.94123,99.9704,3.672878,101.484,100.3177,100.1332,101.5437
2016-06,100.6393,102.7109,100.01,100.004,3.835932,101.8058,100.2299,99.9854,101.7957
2016-07,100.9077,102.7061,100.0797,100.038,3.896145,102.1304,100.1561,99.86106,102.0491
2016-08,100.4419,102.7968,100.1433,100.0691,3.864755,102.4505,100.0974,99.76201,102.3039
2016-09,100.1052,103.0863,100.1661,100.0802,3.748143,102.7306,100.0544,99.68961,102.5602
2016-10,99.82724,103.3171,100.1031,100.0495,3.553653,102.924,100.0267,99.64287,102.8179
