country,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL
1970-09,,,99.09424,99.14391,2.081545,36.95656,100.913,100.7377,37.29436
1970-10,,,99.19208,99.23632,2.66229,37.14825,100.7527,100.5966,37.45082
1970-11,,,99.20853,99.25186,3.253259,37.30985,100.5696,100.4353,37.60751
1970-12,,,99.1086,99.15749,3.726294,37.42774,100.3733,100.2625,37.76437
1971-01,,,98.91198,98.97178,4.031277,37.50879,100.1727,100.0859,37.92138
1971-02,,,98.66243,98.73608,4.176322,37.56918,99.9757,99.91244,38.07851
1971-03,,,98.39456,98.48308,4.196639,37.62188,99.79002,99.74895,38.23573
1971-04,,,98.15592,98.25769,4.165231,37.685,99.62377,99.60256,38.39299
1971-05,,,97.97413,98.08598,4.119761,37.7693,99.48511,99.48048,38.55028
1971-06,,,97.83721,97.95666,4.026601,37.87038,99.38069,99.38853,38.70755
1971-07,,,97.74435,97.86896,3.882538,37.98811,99.31225,99.32827,38.86476
1971-08,,,97.73615,97.86121,3.757166,38.13848,99.27917,99.29916,39.02188
1971-09,,,97.84888,97.96767,3.732775,38.33607,99.2786,99.29865,39.17886
1971-10,,,98.08648,98.19209,3.862086,38.58295,99.30293,99.32006,39.33564
1971-11,,,98.41475,98.50214,4.171283,38.86615,99.34383,99.35609,39.4922
1971-12,,,98.7728,98.84032,4.633369,39.1619,99.39453,99.40072,39.64847
1972-01,,,99.10426,99.15338,5.169628,39.44785,99.45074,99.45021,39.8044
1972-02,,,99.40859,99.44083,5.734534,39.7236,99.51089,99.50318,39.95993
1972-03,,,99.66449,99.68252,6.26906,39.98041,99.57597,99.56048,40.115
1972-04,,,99.9018,99.90666,6.753397,40.23001,99.64899,99.62477,40.26956
1972-05,,,100.1628,100.1531,7.201681,40.48933,99.73418,99.69978,40.42353
1972-06,,,100.4462,100.4208,7.62474,40.7579,99.8356,99.78909,40.57687
1972-07,,,100.7472,100.7051,8.017528,41.03382,99.95498,99.8942,40.72948
1972-08,,,101.057,100.9977,8.324807,41.31343,100.0928,100.0155,40.88132
1972-09,,,101.3599,101.2839,8.488768,41.59033,100.2481,100.1523,41.03231
1972-10,,,101.6493,101.5572,8.49767,41.8616,100.4175,100.3014,41.18238
1972-11,,,101.8774,101.7726,8.339503,42.1074,100.5966,100.4591,41.33145
1972-12,,,102.0361,101.9225,8.074532,42.32404,100.7814,100.6218,41.47946
1973-01,,103.0703,102.1284,102.0097,7.768406,42.51232,100.9689,100.7869,41.62634
1973-02,,102.9056,102.1697,102.0487,7.438279,42.67835,101.1566,100.9522,41.77202
1973-03,,102.7609,102.1973,102.0747,7.146103,42.83746,101.3426,101.116,41.91644
1973-04,,102.6444,102.2325,102.108,6.881594,42.99848,101.5256,101.2771,42.05951
1973-05,,102.6968,102.271,102.1443,6.594983,43.15959,101.7043,101.4345,42.2012
1973-06,,102.9148,102.3111,102.1822,6.286061,43.31997,101.8783,101.5877,42.34144
1973-07,,103.0986,102.3376,102.2073,5.944794,43.47319,102.0481,101.7372,42.48017
1973-08,,103.224,102.2872,102.1597,5.515561,43.5921,102.2149,101.8841,42.61735
1973-09,,103.2584,102.1317,102.0128,4.986625,43.66428,102.3804,102.0298,42.75293
1973-10,,103.0355,101.8928,101.7871,4.388324,43.69862,102.5468,102.1763,42.88688
1973-11,,102.4174,101.6138,101.5236,3.81405,43.71339,102.7156,102.3249,43.01916
1973-12,,101.5178,101.3745,101.2976,3.352222,43.74284,102.8854,102.4744,43.14975
1974-01,,100.9266,101.1983,101.1312,3.022498,43.79726,103.0515,102.6206,43.27863
1974-02,,100.6431,101.043,100.9845,2.765246,43.85851,103.203,102.754,43.4058
1974-03,,100.47,100.8431,100.7957,2.476352,43.89826,103.3221,102.8589,43.53125
1974-04,,100.2971,100.5504,100.5192,2.085626,43.89527,103.3837,102.9132,43.655
1974-05,,100.0782,100.1214,100.1141,1.553785,43.8302,103.3584,102.8909,43.77705
1974-06,,99.80666,99.52582,99.55154,0.8525447,43.68929,103.2195,102.7686,43.89745
1974-07,,99.53785,98.73544,98.80503,-0.03125696,43.4596,102.9568,102.5372,44.01622
1974-08,,99.26749,97.81416,97.93489,-0.9712172,43.16873,102.5682,102.1951,44.13342
1974-09,,99.00372,96.87429,97.04719,-1.82822,42.866,102.0606,101.7482,44.2491
1974-10,,98.84077,96.01521,96.23579,-2.524273,42.59555,101.4598,101.2191,44.36334
1974-11,,98.82943,95.34087,95.59888,-2.995404,42.404,100.7968,100.6354,44.4762
1974-12,,98.94332,94.90751,95.18958,-3.259254,42.31715,100.102,100.0236,44.58778
1975-01,,99.09021,94.72441,95.01664,-3.32716,42.34005,99.40365,99.40874,44.69814
1975-02,,99.19484,94.7802,95.06933,-3.169266,42.46852,98.73024,98.81581,44.80738
1975-03,,99.24864,95.0468,95.32114,-2.750552,42.69081,98.11303,98.27236,44.91557
1975-04,,99.20518,95.47096,95.72176,-2.076676,42.98371,97.58759,97.80972,45.02281
1975-05,,99.12294,95.98367,96.206,-1.171756,43.31662,97.1919,97.46132,45.12915
1975-06,,99.01218,96.58335,96.7724,-0.0002819014,43.68917,96.9585,97.25581,45.23468
1975-07,,98.91714,97.31929,97.46749,1.528834,44.12403,96.89777,97.20234,45.33945
1975-08,,98.83017,98.19743,98.29689,3.371948,44.62436,97.01006,97.30121,45.4435
1975-09,,98.78673,99.12794,99.17575,5.327531,45.1497,97.28503,97.54331,45.54689
1975-10,,98.95238,100.016,100.0145,7.187171,45.65696,97.68852,97.89859,45.64965
1975-11,,99.46954,100.7682,100.725,8.723878,46.10327,98.18039,98.33167,45.75178
1975-12,,100.2918,101.3143,101.2408,9.780515,46.45598,98.72301,98.80945,45.85332
1976-01,,100.8637,101.6234,101.5327,10.29811,46.70028,99.28375,99.30318,45.95426
1976-02,,101.0679,101.7152,101.6194,10.30418,46.84455,99.83358,99.7873,46.05462
1976-03,,101.0471,101.6265,101.5356,9.871615,46.90509,100.3444,100.237,46.1544
1976-04,,100.9999,101.4099,101.3311,9.12444,46.90573,100.7869,100.6267,46.25359
1976-05,,101.0046,101.1311,101.0677,8.218287,46.8765,101.1316,100.9302,46.35222
1976-06,,101.0664,100.8346,100.7877,7.207273,46.83797,101.3535,101.1256,46.45027
1976-07,,101.113,100.5561,100.5246,6.079652,46.80662,101.4455,101.2066,46.54777
1976-08,,101.1292,100.2676,100.2522,4.807233,46.76955,101.4083,101.1738,46.64473
1976-09,,101.1105,99.97109,99.97211,3.49492,46.72765,101.2512,101.0355,46.74116
1976-10,,101.0468,99.69066,99.70723,2.26743,46.6922,101.001,100.8152,46.83709
1976-11,,100.941,99.46823,99.49715,1.257423,46.68298,100.6883,100.5399,46.93256
1976-12,,100.8728,99.30972,99.34744,0.5316395,46.70296,100.3407,100.2338,47.02758
1977-01,,100.9081,99.19003,99.2344,0.0861997,46.74053,99.9809,99.91702,47.1222
1977-02,,100.9699,99.10416,99.15328,-0.1090526,46.79347,99.62771,99.60603,47.21645
1977-03,,101.0003,99.04256,99.09511,-0.101662,46.8574,99.29754,99.31532,47.31037
1977-04,,100.8984,99.01111,99.0654,0.06285815,46.93521,99.0062,99.05879,47.40399
1977-05,,100.6865,99.01011,99.06446,0.3214093,47.02716,98.769,98.84995,47.49733
1977-06,,100.4156,99.00412,99.0588,0.5946599,47.11649,98.5984,98.69973,47.59044
1977-07,,100.1802,99.02226,99.07594,0.8769959,47.21711,98.49773,98.6111,47.68332
1977-08,,99.99647,99.10931,99.15815,1.242094,47.35048,98.46626,98.58338,47.77601
1977-09,,99.84039,99.28432,99.32346,1.708379,47.52593,98.49905,98.61225,47.86852
1977-10,,99.83189,99.51908,99.54518,2.22304,47.73019,98.58196,98.68526,47.96084
1977-11,,99.99736,99.73437,99.74851,2.661283,47.92535,98.69888,98.78821,48.05299
1977-12,,100.2783,99.87321,99.87966,2.956928,48.08393,98.83527,98.90829,48.14497
1978-01,,100.3658,99.9045,99.9092,3.102618,48.19071,98.97933,99.03514,48.23678
1978-02,,100.2061,99.85215,99.85976,3.127502,48.25694,99.12166,99.16045,48.32839
1978-03,,99.9135,99.80011,99.81062,3.127814,48.32302,99.25431,99.27725,48.4198
1978-04,,99.73292,99.81057,99.82049,3.161567,48.4191,99.37003,99.37914,48.511
1978-05,,99.7428,99.89046,99.89595,3.235483,48.54872,99.46191,99.46004,48.60196
1978-06,,99.83894,100.0411,100.0383,3.387774,48.71269,99.52423,99.51492,48.69266
1978-07,,99.92126,100.2332,100.2197,3.557501,48.89686,99.55511,99.54211,48.78308
1978-08,,99.99435,100.4193,100.3955,3.648697,49.07815,99.55426,99.54137,48.8732
1978-09,,100.0851,100.5582,100.5267,3.598846,49.23632,99.52314,99.51396,48.96299
1978-10,,100.1698,100.6489,100.6123,3.437124,49.37074,99.46734,99.46482,49.05242
1978-11,,100.2797,100.7078,100.6679,3.263277,49.48929,99.39372,99.40001,49.14146
1978-12,,100.4166,100.7551,100.7126,3.156726,49.60181,99.30947,99.32583,49.23007
1979-01,,100.4428,100.8403,100.7931,3.19971,49.73267,99.22242,99.24918,49.31823
1979-02,,100.3376,101.0046,100.9483,3.409476,49.90224,99.14223,99.17857,49.4059
1979-03,,100.1713,101.2377,101.1684,3.688911,50.10561,99.08185,99.1254,49.49303
1979-04,,100.0134,101.5098,101.4254,3.942766,50.32815,99.05859,99.10493,49.57959
1979-05,,99.90217,101.7991,101.6986,4.140844,50.55905,99.09385,99.13597,49.66552
1979-06,,99.8063,102.035,101.9215,4.209399,50.76321,99.21023,99.23844,49.75077
1979-07,,99.73582,102.2098,102.0866,4.171469,50.93657,99.42471,99.42729,49.8353
1979-08,,99.64143,102.29,102.1623,4.042585,51.06218,99.7522,99.71565,49.91904
1979-09,,99.48494,102.2631,102.1369,3.853253,51.13352,100.2021,100.1118,50.00193
1979-10,,99.33366,102.1082,101.9906,3.58319,51.13978,100.7668,100.609,50.08392
1979-11,,99.12357,101.8702,101.7658,3.260958,51.10311,101.4176,101.1821,50.16493
1979-12,,98.81059,101.5948,101.5057,2.912033,51.04623,102.0934,101.7771,50.24491
1980-01,,98.58065,101.3244,101.2503,2.52873,50.99028,102.7022,102.3131,50.32379
1980-02,,98.37602,101.0121,100.9553,2.02277,50.91165,103.1417,102.7001,50.40153
1980-03,,98.12529,100.5923,100.5588,1.340045,50.77705,103.3463,102.8803,50.47807
1980-04,,97.9479,100.0737,100.069,0.5215449,50.59064,103.3095,102.8478,50.55339
1980-05,,97.81496,99.53355,99.55885,-0.3317651,50.39131,103.0748,102.6412,50.62746
1980-06,,97.72662,99.02515,99.07867,-1.097578,50.20604,102.707,102.3173,50.70029
1980-07,,97.6483,98.56869,98.64754,-1.750033,50.04517,102.2766,101.9384,50.77187
1980-08,,97.59907,98.19671,98.2962,-2.226289,49.92538,101.8467,101.5598,50.84222
1980-09,,97.53329,97.92444,98.03905,-2.501018,49.85466,101.4646,101.2234,50.91135
1980-10,,97.38985,97.76658,97.88995,-2.540219,49.84072,101.1544,100.9503,50.9793
1980-11,,97.15794,97.69624,97.82351,-2.412781,49.87011,100.928,100.751,51.04609
1980-12,,96.82379,97.70256,97.82948,-2.172052,49.93748,100.7909,100.6302,51.11174
1981-01,,96.60265,97.79047,97.91251,-1.852758,50.04555,100.7419,100.5871,51.17631
1981-02,,96.48623,97.9541,98.06706,-1.414508,50.1915,100.7738,100.6152,51.23982
1981-03,,96.46382,98.1901,98.28997,-0.794172,50.37379,100.8663,100.6966,51.30231
1981-04,,96.44206,98.4605,98.54536,-0.03471228,50.57307,100.9745,100.7919,51.36382
1981-05,,96.46404,98.75412,98.82268,0.7787206,50.78372,101.0517,100.8598,51.4244
1981-06,,96.53437,99.05347,99.10541,1.575007,50.99679,101.0714,100.8772,51.4841
1981-07,,96.59717,99.32023,99.35736,2.292779,51.19259,101.0337,100.844,51.54297
1981-08,,96.66246,99.53481,99.56003,2.875549,51.36102,100.9609,100.7799,51.60106
1981-09,,96.74336,99.68196,99.69902,3.288532,51.49414,100.8783,100.7072,51.65844
1981-10,,96.79076,99.754,99.76706,3.505622,51.58795,100.7992,100.6376,51.71517
1981-11,,96.80913,99.78238,99.79386,3.586406,51.65865,100.7286,100.5754,51.77132
1981-12,,96.80907,99.79762,99.80825,3.57362,51.72206,100.6671,100.5212,51.82695
1982-01,,96.78899,99.83668,99.84515,3.500525,51.79741,100.6146,100.4749,51.88214
1982-02,,96.73513,99.89758,99.90267,3.371634,51.88378,100.5696,100.4353,51.93697
1982-03,,96.64169,99.95031,99.95248,3.160133,51.96567,100.5278,100.3985,51.9915
1982-04,,96.56463,99.94099,99.94366,2.851382,52.01511,100.4802,100.3567,52.04582
1982-05,,96.51848,99.81625,99.82586,2.40345,52.00428,100.4153,100.2995,52.10001
1982-06,,96.5534,99.61904,99.6396,1.879869,51.95546,100.3207,100.2162,52.15414
1982-07,,96.60466,99.42076,99.45232,1.39338,51.9059,100.1871,100.0986,52.20831
1982-08,,96.65439,99.22799,99.27024,0.9698111,51.85912,100.0095,99.94218,52.26259
1982-09,,96.68028,99.06084,99.11237,0.6439351,51.82573,99.79125,99.75003,52.31707
1982-10,,96.60591,98.96056,99.01766,0.4643007,51.82747,99.55154,99.53896,52.37185
1982-11,,96.47149,98.94136,98.99953,0.4129477,51.87197,99.31498,99.33067,52.42699
1982-12,,96.31155,98.97649,99.0327,0.4318477,51.94542,99.10323,99.14423,52.48259
1983-01,,96.28941,99.02799,99.08135,0.4452671,52.02805,98.92625,98.9884,52.53873
1983-02,,96.46374,99.10869,99.15756,0.4681921,52.12669,98.7896,98.86808,52.59548
1983-03,,96.81072,99.24251,99.28396,0.5550245,52.25409,98.69894,98.78826,52.65293
1983-04,,97.04971,99.36829,99.40276,0.6979879,52.37817,98.66174,98.7555,52.71115
1983-05,,97.08294,99.46751,99.49648,0.9324529,52.48919,98.68616,98.777,52.77019
1983-06,,96.95317,99.56647,99.58994,1.242654,52.60109,98.77624,98.85632,52.83012
1983-07,,96.81049,99.67493,99.69238,1.566616,52.71907,98.92234,98.98495,52.891
1983-08,,96.64875,99.80964,99.81961,1.91473,52.85208,99.10783,99.14828,52.95288
1983-09,,96.44819,99.97953,99.98007,2.275354,53.00495,99.3116,99.3277,53.0158
1983-10,,96.33724,100.1843,100.1735,2.605163,53.17766,99.50745,99.50014,53.07982
1983-11,,96.39974,100.381,100.3592,2.844408,53.34742,99.66996,99.64323,53.14497
1983-12,,96.58916,100.5426,100.5119,2.992744,53.50002,99.78077,99.7408,53.21128
1984-01,,96.66618,100.6249,100.5896,3.043925,53.61174,99.83696,99.79028,53.27881
1984-02,,96.59922,100.5953,100.5617,2.951473,53.6652,99.84407,99.79654,53.3476
1984-03,,96.48746,100.4564,100.4305,2.693328,53.66146,99.81265,99.76888,53.41766
1984-04,,96.43107,100.2936,100.2767,2.420757,53.64611,99.75818,99.72092,53.48906
1984-05,,96.44638,100.194,100.1826,2.24148,53.66573,99.69671,99.66679,53.56183
1984-06,,96.52223,100.182,100.1713,2.153051,53.73362,99.64206,99.61867,53.63601
1984-07,,96.60467,100.2155,100.2029,2.102226,53.82734,99.60333,99.58456,53.71162
1984-08,,96.71776,100.2659,100.2506,2.042796,53.93174,99.58534,99.56873,53.78871
1984-09,,96.88116,100.2806,100.2644,1.912087,54.01846,99.58776,99.57085,53.8673
1984-10,,96.99701,100.2409,100.227,1.691981,54.07742,99.60246,99.58381,53.94744
1984-11,,97.07987,100.1592,100.1497,1.439076,54.11514,99.61897,99.59834,54.02914
1984-12,,97.14091,100.023,100.0211,1.167969,54.12488,99.62863,99.60684,54.11244
1985-01,99.40488,97.10497,99.87466,99.88102,0.9656388,54.12944,99.62856,99.60678,54.19737
1985-02,99.09536,97.14294,99.78111,99.79266,0.9315548,54.16512,99.61996,99.59921,54.28394
1985-03,98.83631,97.19633,99.7366,99.75062,1.057569,54.22897,99.60698,99.58778,54.37219
1985-04,98.74779,97.27362,99.73653,99.75056,1.253643,54.31865,99.59588,99.578,54.46214
1985-05,98.73395,97.33785,99.77146,99.78355,1.422508,54.42913,99.59265,99.57516,54.55381
1985-06,98.91642,97.38674,99.82227,99.83154,1.519478,54.55009,99.60027,99.58187,54.64721
1985-07,99.12181,97.46705,99.88236,99.8883,1.580306,54.67798,99.61513,99.59496,54.74237
1985-08,99.28004,97.5864,99.94167,99.94431,1.623509,54.80733,99.6309,99.60884,54.83932
1985-09,99.4549,97.96728,100.0124,100.0111,1.714972,54.94485,99.64161,99.61827,54.93805
1985-10,99.46803,98.53438,100.0763,100.0715,1.85505,55.08058,99.64436,99.62069,55.03858
1985-11,99.39562,98.84836,100.1107,100.1039,2.008353,55.20196,99.63796,99.61507,55.14094
1985-12,99.30119,98.89578,100.1062,100.0997,2.178168,55.30381,99.62191,99.60092,55.24512
1986-01,99.32613,98.87344,100.0703,100.0658,2.328895,55.39005,99.59565,99.5778,55.35115
1986-02,99.36668,98.7673,100.0078,100.0068,2.396802,55.46335,99.55927,99.54578,55.45902
1986-03,99.39386,98.78778,99.92599,99.92951,2.394756,55.52762,99.51461,99.50645,55.56874
1986-04,99.30399,98.88596,99.85968,99.86687,2.363021,55.60221,99.46677,99.46433,55.68034
1986-05,99.25455,99.02805,99.80361,99.81392,2.305915,55.68422,99.41685,99.42037,55.79379
1986-06,99.20953,99.19561,99.74337,99.75702,2.228309,55.76563,99.35454,99.36551,55.90911
1986-07,99.18847,99.44003,99.67551,99.69293,2.133437,55.8445,99.25083,99.27419,56.02629
1986-08,99.23895,99.71503,99.59768,99.61942,2.029148,55.91945,99.07896,99.12287,56.14534
1986-09,99.20354,99.69128,99.51572,99.54201,1.90898,55.99374,98.83801,98.91071,56.26623
1986-10,99.14115,99.48431,99.43679,99.46746,1.798811,56.07138,98.55866,98.66474,56.38897
1986-11,99.1266,99.36363,99.36282,99.3976,1.723643,56.15344,98.2936,98.43136,56.51353
1986-12,99.0951,99.46809,99.30687,99.34475,1.706059,56.24732,98.08855,98.25082,56.63991
1987-01,99.05652,99.69047,99.29152,99.33025,1.761745,56.36588,97.96885,98.14542,56.76807
1987-02,99.07241,99.92709,99.32536,99.36221,1.894556,56.51413,97.9392,98.11931,56.89799
1987-03,99.11309,100.111,99.39991,99.43262,2.088628,56.68739,97.99318,98.16684,57.02962
1987-04,99.13248,100.2903,99.50614,99.53296,2.299157,56.88059,98.11574,98.27475,57.1629
1987-05,99.19081,100.424,99.63895,99.65839,2.52616,57.09089,98.29032,98.42847,57.29776
1987-06,99.10852,100.4788,99.792,99.80295,2.777818,57.3147,98.50079,98.61378,57.43416
1987-07,99.09762,100.4519,99.95737,99.95914,3.049475,57.54746,98.72935,98.81503,57.572
1987-08,99.09983,100.3759,100.0773,100.0724,3.283916,57.7558,98.95966,99.01781,57.7112
1987-09,99.14235,100.2668,100.1432,100.1346,3.466033,57.9345,99.1783,99.21033,57.85168
1987-10,99.35378,100.1605,100.1715,100.1614,3.605119,58.09282,99.37605,99.38445,57.99334
1987-11,99.52232,100.2027,100.1848,100.1739,3.722032,58.24349,99.54716,99.53511,58.13608
