country,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL
2014-12,103.343,101.4376,100.8982,100.478,9.414229,87.55458,100.6415,101.0778,86.77514
2015-01,102.9903,101.7747,101.2768,100.6784,9.886876,88.53555,102.2365,103.7193,87.41936
2015-02,103.2247,101.9859,101.6682,100.8855,10.41786,89.54266,103.644,106.0504,88.07342
2015-03,103.6024,102.1018,101.969,101.0447,10.91263,90.48386,104.6377,107.696,88.73665
2015-04,103.7323,102.1776,102.1182,101.1237,11.29369,91.30233,105.1771,108.5895,89.40847
2015-05,103.8181,102.2454,102.1261,101.1279,11.55063,92.00373,105.3667,108.9034,90.08833
2015-06,103.8233,102.2546,102.061,101.0934,11.67057,92.64664,105.3449,108.8673,90.77573
2015-07,103.6003,102.1569,102.0176,101.0704,11.67123,93.31572,105.1943,108.6179,91.47021
2015-08,102.8539,102.168,101.9405,101.0296,11.53704,93.9599,104.9474,108.209,92.17132
2015-09,102.0699,102.3573,101.8284,100.9703,11.29162,94.57686,104.6029,107.6385,92.87866
2015-10,101.4217,102.7043,101.6986,100.9016,10.96799,95.18163,104.1499,106.8882,93.59189
2015-11,101.3395,103.0452,101.5412,100.8183,10.53813,95.76415,103.5802,105.9446,94.31068
2015-12,101.4098,103.2336,101.3582,100.7215,10.01771,96.32555,102.9082,104.8318,95.03476
2016-01,101.4093,103.2056,101.1806,100.6275,9.44135,96.8945,102.1978,103.6552,95.76389
2016-02,101.2336,103.0456,100.932,100.4959,8.771859,97.39722,101.5272,102.5446,96.49786
2016-03,101.2667,102.8111,100.6144,100.3279,8.12311,97.83396,100.9603,101.6057,97.23649
2016-04,101.3905,102.7437,100.2694,100.1452,7.602442,98.24353,100.5164,100.8706,97.97958
2016-05,101.6266,102.792,99.94373,99.97291,7.247194,98.67142,100.2027,100.351,98.72697
2016-06,101.6141,102.6965,99.71131,99.8499,7.064083,99.19127,100.0354,100.0739,99.47845
2016-07,101.7227,102.4319,99.6367,99.81041,7.023463,99.86971,100.052,100.1014,100.2339
2016-08,102.1454,102.3199,99.69818,99.84296,7.160823,100.6882,100.2739,100.469,100.993
2016-09,101.9306,102.2776,99.87072,99.93427,7.451389,101.6242,100.6549,101.0999,101.7557
2016-10,101.5657,102.2177,100.125,100.0688,7.846286,102.6499,101.0549,101.7623,102.5217
2016-11,101.4737,102.1076,100.4399,100.2355,8.334045,103.7452,101.3022,102.1719,103.2908
2016-12,101.8267,102.0123,100.7664,100.4083,8.860298,104.8603,101.2968,102.1631,104.0627
2017-01,101.748,101.9843,101.0722,100.5701,9.357529,105.9614,101.086,101.8139,104.8373
2017-02,101.1984,102.0238,101.2826,100.6815,9.827705,106.9691,100.8019,101.3435,105.6145
2017-03,100.2571,102.2419,101.3709,100.7282,10.24059,107.8527,100.5766,100.9703,106.3941
2017-04,100.1007,102.4826,101.3465,100.7153,10.56116,108.6192,100.4637,100.7833,107.176
2017-05,101.0926,102.6462,101.2327,100.655,10.76243,109.2909,100.4707,100.7949,107.9601
2017-06,102.0496,102.7538,101.0861,100.5774,10.82338,109.9271,100.5814,100.9782,108.7461
2017-07,102.5013,102.8679,100.9477,100.5042,10.71621,110.572,100.7874,101.3195,109.5339
2017-08,102.0702,102.9514,100.815,100.434,10.4624,111.2226,101.072,101.7907,110.3235
2017-09,101.5537,102.9221,100.692,100.3689,10.09542,111.8835,101.4048,102.342,111.1146
2017-10,101.7292,102.9253,100.5673,100.3029,9.636831,112.5421,101.7316,102.8832,111.9072
2017-11,101.9084,102.9397,100.4575,100.2448,9.129687,113.2168,101.9948,103.3191,112.7011
2017-12,101.8776,102.9603,100.3747,100.201,8.641369,113.9216,102.1558,103.5856,113.4963
2018-01,101.8414,103.018,100.335,100.18,8.223913,114.6756,102.2203,103.6925,114.2927
2018-02,101.5946,103.159,100.2935,100.158,7.90784,115.4281,102.2101,103.6756,115.0902
2018-03,101.8774,103.2513,100.2212,100.1198,7.688847,116.1454,102.1397,103.559,115.889
2018-04,102.6898,103.3015,100.1104,100.0611,7.547971,116.8177,101.9999,103.3275,116.689
2018-05,102.9165,103.2941,99.95574,99.97926,7.454776,117.4383,101.7746,102.9544,117.4902
2018-06,102.7969,103.2091,99.73353,99.86166,7.323605,117.9778,101.4627,102.4378,118.293
2018-07,102.2564,103.1484,99.46281,99.71839,7.131565,118.4575,101.1048,101.8451,119.0973
2018-08,102.4366,103.0479,99.187,99.57243,6.92832,118.9285,100.7567,101.2686,119.9033
2018-09,103.2001,102.9415,98.96404,99.45444,6.772385,119.4607,100.4665,100.788,120.7112
2018-10,104.0234,102.7233,98.83646,99.38692,6.722248,120.1074,100.2533,100.4348,121.5214
2018-11,104.3068,102.4734,98.82198,99.37925,6.77985,120.8927,100.1177,100.2103,122.3338
2018-12,103.9007,102.1181,98.90363,99.42245,6.91448,121.7987,100.048,100.0948,123.1489
2019-01,102.7606,101.6963,99.07517,99.51324,7.102404,122.8203,100.0192,100.0472,123.9668
2019-02,102.3042,101.3937,99.2802,99.62175,7.330508,123.8895,100.0011,100.0172,124.7878
2019-03,102.1659,101.3206,99.465,99.71955,7.572101,124.94,99.96274,99.95364,125.612
2019-04,102.0329,101.4597,99.55119,99.76516,7.751081,125.8724,99.87634,99.81054,126.4398
2019-05,101.8146,101.7051,99.50135,99.73878,7.832704,126.6368,99.72367,99.5577,127.2715
2019-06,101.0392,101.6382,99.37728,99.67313,7.909712,127.3094,99.50547,99.19633,128.1072
2019-07,99.90054,101.1631,99.23209,99.59628,8.019421,127.9571,99.2551,98.78168,128.9473
2019-08,98.86737,100.6068,99.09066,99.52144,8.142103,128.6117,99.01947,98.39143,129.792
2019-09,97.95182,100.2807,98.9978,99.4723,8.263475,129.3323,98.84277,98.0988,130.6416
2019-10,97.65025,100.2919,98.95306,99.44862,8.336159,130.1198,98.75003,97.94521,131.4964
2019-11,98.01872,100.6152,98.90734,99.42442,8.286476,130.9105,98.7495,97.94434,132.3567
2019-12,98.3612,100.8959,98.81455,99.37532,8.082629,131.6433,98.82877,98.07562,133.2225
2020-01,98.85457,101.0913,98.65264,99.28963,7.708191,132.2876,98.94374,98.26602,134.0943
2020-02,98.39666,100.919,98.41434,99.16352,7.217962,132.8318,99.03642,98.41952,134.972
2020-03,96.25974,100.0343,97.42905,98.64209,5.941407,132.3632,99.05002,98.44204,135.856
2020-04,92.76309,98.71012,92.24563,95.89893,0.2146083,126.1425,96.96779,94.99355,136.7463
2020-05,91.87,98.14623,92.39892,95.98004,0.4295475,127.1808,97.12025,95.24604,137.6432
2020-06,92.72337,98.22148,96.25979,98.02329,4.756399,133.3648,98.09744,96.86443,138.5467
2020-07,93.94316,98.49786,97.34074,98.59535,6.089168,135.7486,98.72807,97.90884,139.4571
2020-08,95.07319,98.67008,97.36002,98.60555,6.264445,136.6685,98.6243,97.73698,140.3744
2020-09,95.66801,98.83082,97.47205,98.66484,6.490562,137.7267,98.45695,97.45982,141.2987
2020-10,96.06438,99.1462,97.65488,98.7616,6.743678,138.8946,98.31773,97.22924,142.2301
2020-11,96.57175,99.66116,97.91351,98.89847,7.081889,140.1814,98.33605,97.2596,143.1686
2020-12,96.73855,100.0518,98.27263,99.08852,7.582351,141.6249,98.59559,97.68943,144.1143
2021-01,96.80759,100.2108,98.72046,99.32552,8.257335,143.211,99.03791,98.42197,145.0672
2021-02,97.51865,100.669,99.29391,99.62901,9.157577,144.996,99.55198,99.27336,146.0271
2021-03,99.30341,101.32,99.96825,99.98588,11.01825,146.9473,100.0474,100.0939,146.994
2021-04,101.5743,101.9934,100.6949,100.3704,18.11721,148.996,100.5232,100.8819,147.9678
2021-05,102.7493,102.2786,101.4136,100.7508,18.77101,151.0539,101.0014,101.6738,148.9484
2021-06,103.4706,102.2227,102.0541,101.0898,14.73459,153.0155,101.4951,102.4914,149.9357
2021-07,103.9888,102.1968,102.4919,101.3215,13.95388,154.6908,101.9748,103.2859,150.9297
2021-08,103.9314,102.2926,102.7604,101.4635,14.23564,156.1242,102.436,104.0497,151.9303
2021-09,103.7788,102.2123,102.8935,101.534,,,,,
2021-10,103.3267,101.9008,102.951,101.5644,,,,,
2021-11,102.36,101.457,102.9342,101.5555,,,,,
2021-12,101.5649,101.0727,102.8596,101.5161,,,,,
2022-01,101.3795,100.9179,102.8215,101.4959,,,,,
