country,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL
1973-06,,,,,,,100.2479,100.4258,13.85956
1973-07,,,,,,,100.176,100.3068,13.91416
1973-08,,,,,,,100.098,100.1776,13.96898
1973-09,,,,,,,100.0163,100.0424,14.02404
1973-10,,,,,,,99.9342,99.90636,14.07934
1973-11,,,,,,,99.8552,99.77554,14.13489
1973-12,,,,,,,99.78329,99.65643,14.19069
1974-01,,99.04012,,,,,99.72223,99.55531,14.24676
1974-02,,99.07114,,,,,99.67615,99.479,14.30309
1974-03,,99.00869,,,,,99.64926,99.43446,14.35969
1974-04,,98.80406,,,,,99.64443,99.42648,14.41656
1974-05,,98.5158,,,,,99.66431,99.45939,14.47372
1974-06,,98.00645,,,,,99.71069,99.53621,14.53116
1974-07,,97.23087,,,,,99.78213,99.65451,14.58889
1974-08,,96.57623,,,,,99.87586,99.80975,14.64691
1974-09,,95.94482,,,,,99.98793,99.99536,14.70522
1974-10,,95.23941,,,,,100.1114,100.1999,14.76382
1974-11,,94.82536,,,,,100.2383,100.4101,14.82272
1974-12,,94.71252,,,,,100.3601,100.6118,14.88192
1975-01,,94.79997,,,,,100.4683,100.791,14.94141
1975-02,,94.98891,,,,,100.5541,100.9331,15.00121
1975-03,,95.26443,,,,,100.6089,101.0238,15.06132
1975-04,,95.67592,,,,,100.6263,101.0526,15.12174
1975-05,,96.06145,,,,,100.6004,101.0097,15.18248
1975-06,,96.48282,,,,,100.5265,100.8874,15.24355
1975-07,,97.00919,,,,,100.4052,100.6863,15.30495
1975-08,,97.46505,,,,,100.2383,100.41,15.3667
1975-09,,97.91956,,,,,100.0297,100.0646,15.42882
1975-10,,98.39992,,,,,99.78818,99.66454,15.4913
1975-11,,98.60617,,,,,99.52382,99.22672,15.55416
1975-12,,98.44653,,,,,99.24741,98.76894,15.61742
1976-01,,98.0004,,,,,98.97094,98.31107,15.68109
1976-02,,97.67801,,,,,98.70677,97.87357,15.74518
1976-03,,97.48157,,,,,98.46675,97.47606,15.80969
1976-04,,97.32768,,,,,98.26067,97.13476,15.87463
1976-05,,97.24377,,,,,98.0978,96.86502,15.94001
1976-06,,97.18342,,,,,97.98606,96.67997,16.00583
1976-07,,97.11022,,,,,97.92814,96.58404,16.07208
1976-08,,97.05823,,,,,97.92539,96.57948,16.13874
1976-09,,97.03579,,,,,97.97783,96.66633,16.20582
1976-10,,97.07761,,,,,98.08003,96.83559,16.27329
1976-11,,97.26713,,,,,98.22571,97.07686,16.34112
1976-12,,97.69472,,,,,98.40859,97.37975,16.4093
1977-01,,98.26818,99.58578,99.78347,,16.40953,98.62,97.72985,16.47778
1977-02,,98.62369,99.3952,99.68261,,16.44647,98.85165,98.11349,16.54655
1977-03,,98.73735,99.12707,99.54071,,16.4705,99.09632,98.51872,16.61555
1977-04,,98.73891,98.78405,99.35918,,16.48186,99.34685,98.93363,16.68474
1977-05,,98.79815,98.42649,99.16995,,16.49046,99.59682,99.34763,16.75409
1977-06,,99.12328,98.20866,99.05467,,16.52218,99.84082,99.75172,16.82354
1977-07,,99.73245,98.24207,99.07235,,16.59609,100.0744,100.1385,16.89306
1977-08,,100.2979,98.58434,99.25349,,16.72245,100.2935,100.5014,16.96258
1977-09,,100.8911,99.24687,99.60411,,16.90379,100.4947,100.8347,17.03206
1977-10,,101.5863,100.0998,100.0555,,17.11853,100.6764,101.1355,17.10146
1977-11,,102.2063,101.0757,100.572,,17.35543,100.8369,101.4013,17.17072
1977-12,,102.8121,102.0597,101.0927,,17.59489,100.9749,101.6299,17.2398
1978-01,,103.4212,102.8521,101.512,8.487526,17.80229,101.0908,101.8218,17.30864
1978-02,,103.7406,103.3545,101.778,9.203543,17.96013,101.1847,101.9774,17.37721
1978-03,,103.7426,103.6654,101.9425,9.801752,18.0849,101.2564,102.0962,17.44546
1978-04,,103.5146,103.8138,102.021,10.31073,18.18126,101.307,102.1799,17.51334
1978-05,,103.2576,103.8069,102.0174,10.67068,18.2501,101.3368,102.2293,17.58082
1978-06,,103.0056,103.7084,101.9652,10.77423,18.30231,101.3461,102.2447,17.64786
1978-07,,102.7137,103.5433,101.8779,10.52066,18.34211,101.3362,102.2283,17.71443
1978-08,,102.51,103.3807,101.7918,9.921608,18.38158,101.3084,102.1823,17.78049
1978-09,,102.3106,103.145,101.6671,8.894254,18.40726,101.2639,102.1086,17.84601
1978-10,,102.023,102.7958,101.4823,7.554348,18.41172,101.2051,102.0111,17.91097
1978-11,,101.7456,102.4608,101.305,6.120582,18.41768,101.1344,101.8941,17.97534
1978-12,,101.3784,102.0501,101.0876,4.626536,18.40893,101.0544,101.7615,18.0391
1979-01,,100.9,101.5963,100.8475,3.308116,18.39121,100.9681,101.6187,18.10224
1979-02,,100.5659,101.2295,100.6534,2.382674,18.38806,100.8788,101.4707,18.16473
1979-03,,100.3709,100.9595,100.5105,1.750275,18.40144,100.7892,101.3224,18.22656
1979-04,,100.2142,100.8153,100.4341,1.405526,18.43681,100.7023,101.1785,18.28771
1979-05,,100.0942,100.7697,100.41,1.311223,18.4894,100.6205,101.0431,18.34818
1979-06,,99.92674,100.7106,100.3787,1.291907,18.53876,100.546,100.9195,18.40796
1979-07,,99.66523,100.729,100.3885,1.415035,18.60165,100.4798,100.8099,18.46704
1979-08,,99.4678,100.6412,100.342,1.428596,18.64418,100.4228,100.7156,18.5254
1979-09,,99.28189,100.5241,100.28,1.484132,18.68045,100.3754,100.6371,18.58305
1979-10,,99.04165,100.4793,100.2563,1.724984,18.72932,100.3371,100.5736,18.63998
1979-11,,98.85379,100.5485,100.293,2.069013,18.79874,100.307,100.5238,18.69619
1979-12,,98.73003,100.6947,100.3703,2.569511,18.88195,100.2845,100.4865,18.75168
1980-01,,98.60566,100.8135,100.4332,3.089554,18.95942,100.2682,100.4595,18.80644
1980-02,,98.46331,100.733,100.3906,3.320908,18.99871,100.2572,100.4413,18.86047
1980-03,,98.28801,100.3252,100.1748,3.118454,18.97528,100.2505,100.4303,18.91378
1980-04,,98.04029,99.68118,99.83395,2.544253,18.90588,100.2473,100.4249,18.96635
1980-05,,97.83148,99.06871,99.50983,1.902114,18.84109,100.2467,100.4239,19.01821
1980-06,,97.66356,98.71844,99.32446,1.543761,18.82496,100.2482,100.4264,19.06934
1980-07,,97.46869,98.82123,99.37885,1.573644,18.89438,100.2515,100.4319,19.11975
1980-08,,97.27718,99.38673,99.67812,2.186789,19.05189,100.2564,100.44,19.16945
1980-09,,97.07372,100.1524,100.0833,3.036737,19.24772,100.2629,100.4507,19.21844
1980-10,,96.81971,100.9278,100.4937,3.823713,19.44548,100.2712,100.4645,19.26672
1980-11,,96.65661,101.5963,100.8475,4.382671,19.62263,100.2818,100.4821,19.31431
1980-12,,96.65218,102.034,101.0791,4.623866,19.75502,100.2952,100.5042,19.36121
1981-01,,96.79427,102.2309,101.1833,4.646595,19.84039,100.3119,100.532,19.40742
1981-02,,96.99528,102.2099,101.1722,4.653708,19.88286,100.3328,100.5665,19.45296
1981-03,,97.28857,101.9726,101.0466,4.780809,19.88245,100.3585,100.6091,19.49784
1981-04,,97.62755,101.5915,100.8449,5.009976,19.85307,100.3897,100.6607,19.54206
1981-05,,97.76154,101.0799,100.5742,5.07435,19.79716,100.4265,100.7217,19.58565
1981-06,,97.57401,100.367,100.1969,4.651783,19.70065,100.4691,100.7922,19.62861
1981-07,,97.11786,99.57426,99.77737,3.666906,19.58722,100.5163,100.8705,19.67096
1981-08,,96.6336,98.82993,99.38346,2.257908,19.48207,100.5668,100.9541,19.71272
1981-09,,96.1592,98.17465,99.03667,0.7564386,19.39332,100.6183,101.0393,19.7539
1981-10,,95.6757,97.72453,98.79845,-0.5213637,19.3441,100.6679,101.1215,19.79452
1981-11,,95.41238,97.58231,98.72319,-1.363576,19.35506,100.7123,101.195,19.8346
1981-12,,95.48383,97.70869,98.79008,-1.701994,19.41879,100.7477,101.2536,19.87417
1982-01,,95.81472,98.02458,98.95725,-1.615414,19.51988,100.7708,101.2919,19.91325
1982-02,,96.06834,98.38644,99.14875,-1.272054,19.62994,100.7781,101.304,19.95187
1982-03,,96.16214,98.65567,99.29124,-0.810364,19.72133,100.7659,101.2838,19.99006
1982-04,,96.18336,98.66467,99.29601,-0.4666979,19.76041,100.7317,101.2272,20.02785
1982-05,,96.12595,98.42722,99.17033,-0.239802,19.74968,100.6734,101.1306,20.06527
1982-06,,96.03867,98.04916,98.97026,0.04841515,19.71019,100.589,100.9907,20.10236
1982-07,,95.91319,97.63818,98.75276,0.3894633,19.6635,100.4793,100.8092,20.13915
1982-08,,95.77136,97.33765,98.59371,0.8031998,19.63855,100.3463,100.5888,20.17569
1982-09,,95.62143,97.19357,98.51746,1.296666,19.64478,100.1923,100.3338,20.21202
1982-10,,95.43058,97.10567,98.47095,1.644096,19.66213,100.0225,100.0526,20.24818
1982-11,,95.27487,96.95424,98.39081,1.608619,19.66641,99.84296,99.75526,20.28422
1982-12,,95.19148,96.80552,98.3121,1.299019,19.67105,99.6599,99.45208,20.32017
1983-01,,95.16523,96.71589,98.26467,0.859059,19.68757,99.48012,99.15434,20.35609
1983-02,,95.04256,96.67313,98.24204,0.4261619,19.71359,99.3107,98.87376,20.39201
1983-03,,94.72721,96.64526,98.22729,0.1082224,19.74267,99.15858,98.62183,20.42798
1983-04,,94.30274,96.77703,98.29703,0.2230437,19.80449,99.02942,98.40791,20.46404
1983-05,,94.00945,97.10342,98.46976,0.7935913,19.90642,98.92873,98.24117,20.50022
1983-06,,93.99162,97.69192,98.7812,1.787814,20.06257,98.86138,98.12962,20.53657
1983-07,,94.25232,98.37815,99.14436,2.929064,20.23946,98.829,98.07599,20.57312
1983-08,,94.5019,99.06323,99.50693,3.963078,20.41684,98.83251,98.0818,20.6099
1983-09,,94.74374,99.66203,99.82382,4.746192,20.57717,98.87208,98.14734,20.64694
1983-10,,95.02463,100.1839,100.1,5.39195,20.72231,98.94444,98.26717,20.68427
1983-11,,95.19296,100.6924,100.3691,6.096504,20.86537,99.0458,98.43505,20.7219
1983-12,,95.29492,101.1806,100.6275,6.781109,21.00496,99.17239,98.64471,20.75987
1984-01,,95.40626,101.6306,100.8656,7.363745,21.13731,99.31879,98.88715,20.79818
1984-02,,95.5302,102.0898,101.1087,7.906795,21.27231,99.47974,99.1537,20.83685
1984-03,,95.65546,102.5448,101.3494,8.430889,21.40715,99.65057,99.43663,20.8759
1984-04,,95.80159,102.9718,101.5754,8.747636,21.53691,99.82636,99.72778,20.91534
1984-05,,95.89366,103.189,101.6904,8.625563,21.62346,100.0025,100.0195,20.95519
1984-06,,95.95478,102.9536,101.5658,7.740802,21.61558,100.1749,100.305,20.99545
1984-07,,96.01393,102.3747,101.2594,6.404431,21.53568,100.3397,100.5779,21.03614
1984-08,,96.04491,101.6941,100.8992,4.98363,21.43434,100.4932,100.8321,21.07727
1984-09,,96.07646,101.0734,100.5708,3.734174,21.34555,100.6317,101.0615,21.11885
1984-10,,96.16125,100.578,100.3086,2.706789,21.28321,100.7524,101.2614,21.16091
1984-11,,96.34435,100.2307,100.1248,1.854723,21.25237,100.8523,101.4269,21.20345
1984-12,,96.74774,100.0939,100.0524,1.244901,21.26645,100.9282,101.5526,21.24651
1985-01,98.40369,97.38716,100.2096,100.1136,0.9338459,21.3347,100.9781,101.6352,21.29008
1985-02,98.01548,97.76878,100.5734,100.3061,0.8660794,21.45654,100.9998,101.6711,21.33422
1985-03,97.96188,97.89176,101.0575,100.5623,0.92427,21.60501,100.9905,101.6558,21.37893
1985-04,98.04283,97.90053,101.4881,100.7902,0.9572468,21.74307,100.9494,101.5878,21.42426
1985-05,98.1907,97.96175,101.8425,100.9778,1.120855,21.86582,100.8754,101.465,21.47023
1985-06,98.41991,98.05247,101.9836,101.0525,1.518015,21.9437,100.7674,101.2862,21.51689
1985-07,99.1391,98.23744,101.7977,100.954,1.932762,21.95191,100.6275,101.0546,21.56426
1985-08,99.90987,98.44296,101.2685,100.674,2.109711,21.88654,100.4584,100.7745,21.61239
1985-09,100.3531,98.71201,100.4689,100.2509,1.955251,21.76291,100.2633,100.4515,21.66133
1985-10,100.4208,99.01578,99.5171,99.74712,1.517919,21.60628,100.0484,100.0954,21.71112
1985-11,100.2597,99.17065,98.54061,99.23035,0.9027147,21.44422,99.82014,99.71748,21.76181
1985-12,100.0208,99.11015,97.72854,98.80058,0.2421593,21.31795,99.58565,99.32912,21.81344
1986-01,99.92864,98.91618,97.14956,98.49417,-0.4308787,21.24278,99.3523,98.94266,21.86606
1986-02,99.53858,98.77797,96.70345,98.25808,-1.209054,21.19712,99.12779,98.57084,21.91972
1986-03,98.87175,98.71213,96.36934,98.08127,-1.982756,21.17664,98.91962,98.22607,21.97446
1986-04,98.25309,98.70074,96.15699,97.96889,-2.572643,21.1837,98.73389,97.91849,22.03033
1986-05,97.72076,98.77426,96.08346,97.92998,-2.943039,21.2223,98.57658,97.65794,22.08736
1986-06,97.39938,98.81964,96.19461,97.9888,-2.920293,21.30288,98.4529,97.4531,22.14561
1986-07,97.48039,98.84544,96.56182,98.18314,-2.324482,21.44164,98.36462,97.3069,22.2051
1986-08,97.53134,98.80104,97.1125,98.47456,-1.204454,21.62292,98.31277,97.22104,22.26585
1986-09,97.30421,98.65234,97.75281,98.81342,0.2906072,21.82615,98.29757,97.19587,22.32791
1986-10,97.84998,98.49394,98.32073,99.11398,1.892954,22.01527,98.31553,97.22561,22.39128
1986-11,98.80145,98.35925,98.68866,99.30869,3.34499,22.16152,98.36263,97.30362,22.456
1986-12,99.54496,98.32807,98.70448,99.31706,4.279639,22.23028,98.43491,97.42333,22.52206
1987-01,99.74108,98.40744,98.45335,99.18416,4.694911,22.24011,98.5266,97.57519,22.58949
1987-02,100.2065,98.52888,98.1736,99.03612,4.940895,22.24445,98.63226,97.75018,22.65828
1987-03,100.6632,98.6553,98.00678,98.94784,5.188585,22.27541,98.74719,97.94051,22.72843
1987-04,100.8983,98.67643,97.98941,98.93864,5.465701,22.34154,98.86655,98.13818,22.79995
1987-05,100.9208,98.62101,98.11279,99.00393,5.743295,22.44116,98.98611,98.3362,22.87282
1987-06,100.6961,98.63562,98.30394,99.10509,5.891044,22.55785,99.10242,98.52882,22.94704
1987-07,99.84692,98.58308,98.48927,99.20318,5.751137,22.67478,99.21253,98.71117,23.02259
1987-08,99.13602,98.58643,98.68755,99.30811,5.426478,22.79629,99.31395,98.87914,23.09946
1987-09,98.98418,98.65831,98.79649,99.36576,4.913941,22.89868,99.40472,99.02947,23.17762
1987-10,98.73972,98.73144,98.81554,99.37585,4.389338,22.9816,99.4838,99.16043,23.25707
1987-11,98.60918,98.82373,98.80736,99.37151,4.051662,23.05943,99.55041,99.27076,23.33777
1987-12,98.61367,99.03288,98.90791,99.42472,4.199934,23.16394,99.60403,99.35956,23.41971
1988-01,98.75007,99.2917,99.14931,99.55248,4.778786,23.30291,99.64491,99.42726,23.50285
1988-02,98.80251,99.48066,99.55682,99.76814,5.566304,23.48264,99.67334,99.47435,23.58718
1988-03,99.12607,99.72763,100.1145,100.0633,6.394276,23.69976,99.68962,99.50131,23.67265
1988-04,100.0116,100.1005,100.7474,100.3982,7.140511,23.93684,99.6946,99.50954,23.75926
1988-05,100.8715,100.3262,101.3779,100.7319,7.728598,24.17555,99.68922,99.50064,23.84695
1988-06,101.593,100.366,101.9268,101.0224,8.152599,24.3969,99.6747,99.4766,23.93571
1988-07,102.1076,100.376,102.3054,101.2227,8.399624,24.57938,99.65317,99.44094,24.0255
1988-08,102.3441,100.4134,102.4772,101.3137,8.411023,24.71369,99.62731,99.39812,24.11628
1988-09,102.604,100.5109,102.4976,101.3245,8.358354,24.81263,99.60032,99.35341,24.20801
1988-10,102.4962,100.6228,102.5283,101.3407,8.413085,24.91506,99.576,99.31313,24.30067
1988-11,102.0272,100.8654,102.6992,101.4312,8.643865,25.05266,99.55883,99.2847,24.3942
1988-12,101.8925,101.0334,103.0268,101.6045,8.918391,25.22979,99.55372,99.27623,24.48858
1989-01,102.1667,101.1019,103.5138,101.8623,9.203406,25.44757,99.56504,99.29498,24.58374
1989-02,102.5306,101.1256,104.05,102.146,9.353927,25.67919,99.59772,99.34911,24.67966
1989-03,102.7944,101.0696,104.473,102.3699,9.218514,25.88452,99.6569,99.44712,24.77627
1989-04,102.5026,101.0391,104.7178,102.4994,8.815645,26.04702,99.74603,99.59473,24.87354
1989-05,102.787,101.0644,104.7494,102.5162,8.197762,26.15741,99.86842,99.79743,24.97141
1989-06,103.3766,101.2507,104.6037,102.4391,7.488952,26.22397,100.0266,100.0593,25.06982
1989-07,103.5398,101.5146,104.3253,102.2917,6.826738,26.25735,100.2187,100.3776,25.16872
1989-08,103.7646,101.7206,103.9541,102.0953,6.285995,26.26719,100.4419,100.7472,25.26806
1989-09,104.0924,101.738,103.5337,101.8728,5.850047,26.26418,100.6916,101.1607,25.36777
1989-10,104.2001,101.6415,103.1003,101.6434,5.387586,26.25738,100.9596,101.6046,25.46781
1989-11,104.0538,101.5753,102.7036,101.4335,4.816726,26.25938,101.2366,102.0633,25.56812
1989-12,103.494,101.528,102.322,101.2315,4.101785,26.26466,101.5126,102.5204,25.66865
1990-01,102.689,101.4493,101.9253,101.0216,3.214091,26.26548,101.7775,102.9592,25.76935
1990-02,101.8355,101.3489,101.4657,100.7783,2.220266,26.24934,102.0212,103.3628,25.87016
1990-03,101.1667,101.3909,100.9687,100.5153,1.306299,26.22265,102.2335,103.7143,25.97107
1990-04,101.0386,101.4874,100.4461,100.2387,0.5424715,26.18832,102.4066,104.0011,26.07202
1990-05,100.7898,101.5778,99.89369,99.94642,-0.04676348,26.14517,102.5333,104.2108,26.173
1990-06,100.7096,101.5153,99.40948,99.69017,-0.4009448,26.11882,102.607,104.333,26.27398
1990-07,100.6304,101.2302,99.03259,99.49071,-0.5238863,26.11979,102.6268,104.3657,26.37495
1990-08,100.008,100.8775,98.79388,99.36438,-0.4211309,26.15657,102.5926,104.309,26.4759
1990-09,99.35065,100.5802,98.66753,99.29752,-0.1578445,26.22273,102.5059,104.1655,26.57685
1990-10,98.72458,100.5444,98.5948,99.25903,0.1735036,26.30294,102.3736,103.9465,26.67781
1990-11,98.4119,100.6636,98.50156,99.20968,0.449964,26.37753,102.2037,103.6651,26.7788
1990-12,98.09502,100.5366,98.42289,99.16805,0.7282053,26.45592,102.0044,103.3349,26.87985
1991-01,97.56807,100.3138,98.39105,99.1512,1.071376,26.54689,101.7861,102.9734,26.981
1991-02,96.99241,100.1805,98.42108,99.16708,1.544208,26.65468,101.5592,102.5976,27.08229
1991-03,96.81024,100.1738,98.57377,99.24789,2.186743,26.79608,101.3332,102.2233,27.18378
1991-04,96.84811,100.2482,98.76514,99.34917,2.903073,26.94859,101.1169,101.865,27.28552
1991-05,96.74446,100.1974,98.96979,99.45747,3.67283,27.10544,100.9179,101.5356,27.38759
1991-06,96.89314,99.95254,99.08976,99.52097,4.291908,27.23982,100.7427,101.2453,27.49005
1991-07,97.16698,99.75117,99.17794,99.56763,4.771635,27.36613,100.5941,100.9992,27.59296
