country,DEU,DEU
1983-Q1,-0.4682274,55.73358
1983-Q2,1.202617,56.32033
1983-Q3,1.999915,56.20298
1983-Q4,3.163684,56.98042
1984-Q1,3.589301,57.73402
1984-Q2,0.8953516,56.82459
1984-Q3,3.859432,58.37209
1984-Q4,3.304748,58.86348
1985-Q1,1.400568,58.54263
1985-Q2,4.055949,59.12937
1985-Q3,2.616636,59.89948
1985-Q4,2.370542,60.25886
1986-Q1,2.342773,59.91415
1986-Q2,2.49318,60.60357
1986-Q3,1.922379,61.05097
1986-Q4,2.32473,61.65971
1987-Q1,0.3305195,60.11217
1987-Q2,1.415956,61.46169
1987-Q3,1.369527,61.88708
1987-Q4,1.974542,62.87721
1988-Q1,3.651101,62.30693
1988-Q2,3.212996,63.43645
1988-Q3,3.66499,64.15524
1988-Q4,3.234052,64.91069
1989-Q1,5.267745,65.5891
1989-Q2,3.809604,65.85313
1989-Q3,3.583956,66.45453
1989-Q4,3.564769,67.22461
1990-Q1,4.621031,68.62
1990-Q2,4.713887,68.95737
1990-Q3,5.951496,70.40957
1990-Q4,6.581615,71.64907
1991-Q1,7.373944,73.67999
1991-Q2,6.283056,73.29
1991-Q3,3.863719,73.13
1991-Q4,3.392825,74.08
1992-Q1,2.073141,75.20748
1992-Q2,1.824938,74.6275
1992-Q3,1.86997,74.49751
1992-Q4,0.2396224,74.25751
1993-Q1,-1.974528,73.72249
1993-Q2,-1.239498,73.70249
1993-Q3,-0.4765252,74.14251
1993-Q4,-0.2491422,74.07251
1994-Q1,1.878707,75.10752
1994-Q2,2.150569,75.28751
1994-Q3,2.259152,75.8175
1994-Q4,3.557271,76.70747
1995-Q1,1.790717,76.45248
1995-Q2,2.291197,77.0125
1995-Q3,1.774007,77.16251
1995-Q4,0.6192859,77.1825
1996-Q1,0.1176924,76.54247
1996-Q2,0.7401367,77.5825
1996-Q3,0.9071841,77.86251
1996-Q4,1.619563,78.43253
1997-Q1,1.920513,78.01247
1997-Q2,1.856092,79.0225
1997-Q3,1.836565,79.29251
1997-Q4,1.823223,79.86253
1998-Q1,3.339234,80.61749
1998-Q2,1.575506,80.26751
1998-Q3,1.734068,80.6675
1998-Q4,0.569701,80.3175
1999-Q1,0.7815036,81.24752
1999-Q2,1.22094,81.24753
1999-Q3,1.884277,82.18749
1999-Q4,3.112605,82.81747
2000-Q1,3.390831,84.00249
2000-Q2,4.240109,84.6925
2000-Q3,3.023595,84.67251
2000-Q4,1.925958,84.4125
2001-Q1,2.508871,86.11
2001-Q2,1.614649,86.06
2001-Q3,1.473313,85.92
2001-Q4,1.66741,85.82
2002-Q1,-0.8593655,85.37
2002-Q2,-0.3602139,85.74999
2002-Q3,0.2909618,86.17
2002-Q4,0.2680038,86.05
2003-Q1,-0.7057323,84.76752
2003-Q2,-1.029136,84.86751
2003-Q3,-0.7572309,85.51749
2003-Q4,-0.3515615,85.74748
2004-Q1,0.9820828,85.60001
2004-Q2,1.369766,86.03
2004-Q3,0.4122101,85.87
2004-Q4,0.03791939,85.78
2005-Q1,0.2131709,85.78248
2005-Q2,0.2353748,86.23249
2005-Q3,1.28393,86.97251
2005-Q4,1.868183,87.38252
2006-Q1,2.850319,88.22755
2006-Q2,4.07621,89.74751
2006-Q3,3.983992,90.43749
2006-Q4,5.063854,91.80745
2007-Q1,4.137001,91.87753
2007-Q2,3.231288,92.64751
2007-Q3,2.95232,93.1075
2007-Q4,2.091369,93.72749
2008-Q1,2.655653,94.31747
2008-Q2,1.565049,94.09749
2008-Q3,0.408136,93.4875
2008-Q4,-1.845718,91.99754
2009-Q1,-7.026769,87.69
2009-Q2,-6.660627,87.83
2009-Q3,-5.527478,88.32
2009-Q4,-3.290888,88.97
2010-Q1,2.277973,89.68756
2010-Q2,4.403387,91.69749
2010-Q3,4.695972,92.46748
2010-Q4,4.774038,93.21746
2011-Q1,5.942799,95.01751
2011-Q2,3.707855,95.09751
2011-Q3,3.763487,95.94749
2011-Q4,2.606848,95.6475
2012-Q1,0.8761477,95.85001
2012-Q2,0.9805624,96.03
2012-Q3,0.3778239,96.31
2012-Q4,0.2430749,95.88
2013-Q1,-0.4356115,95.43247
2013-Q2,0.4399636,96.4525
2013-Q3,0.7294253,97.0125
2013-Q4,1.483649,97.30252
2014-Q1,2.913075,98.21249
2014-Q2,1.824725,98.21249
2014-Q3,1.78327,98.7425
2014-Q4,2.302106,99.54253
2015-Q1,0.8196787,99.01752
2015-Q2,1.53241,99.71751
2015-Q3,1.493771,100.2175
2015-Q4,1.110033,100.6475
2016-Q1,2.476819,101.47
2016-Q2,2.178644,101.89
2016-Q3,2.018125,102.24
2016-Q4,1.900216,102.56
2017-Q1,2.306103,103.81
2017-Q2,2.679363,104.62
2017-Q3,3.227703,105.54
2017-Q4,3.7344,106.39
2018-Q1,2.042184,105.93
2018-Q2,1.816097,106.52
2018-Q3,0.5021744,106.07
2018-Q4,0.08459311,106.48
2019-Q1,1.578884,107.6025
2019-Q2,0.5186744,107.0725
2019-Q3,1.359957,107.5125
2019-Q4,0.8945341,107.4325
2020-Q1,-1.919182,105.5374
2020-Q2,-11.28658,94.98767
2020-Q3,-3.660078,103.5775
2020-Q4,-2.871621,104.3474
2021-Q1,-2.790458,102.5924
2021-Q2,10.35379,104.8225
2021-Q3,2.881975,106.5625
2021-Q4,1.375283,105.7825
