country,JPN,JPN
1983-Q2,2.663112,55.14668
1983-Q3,3.745838,55.97182
1983-Q4,3.17643,56.43813
1984-Q1,4.298916,57.08812
1984-Q2,5.088233,57.95267
1984-Q3,4.804343,58.66089
1984-Q4,4.117805,58.76214
1985-Q1,5.454787,60.20215
1985-Q2,5.985128,61.42122
1985-Q3,6.07569,62.22495
1985-Q4,7.299626,63.05156
1986-Q1,5.149536,63.30228
1986-Q2,2.809357,63.14676
1986-Q3,2.075878,63.51666
1986-Q4,1.532192,64.01763
1987-Q1,1.057516,63.97171
1987-Q2,3.429386,65.3123
1987-Q3,4.883864,66.61873
1987-Q4,6.742512,68.33403
1988-Q1,9.369129,69.96531
1988-Q2,6.967841,69.86316
1988-Q3,7.209744,71.42177
1988-Q4,5.620042,72.17443
1989-Q1,5.940683,74.12173
1989-Q2,4.710257,73.15389
1989-Q3,4.217316,74.43385
1989-Q4,6.325745,76.74
1990-Q1,3.039829,76.3749
1990-Q2,7.695894,78.78374
1990-Q3,7.618695,80.10474
1990-Q4,4.186287,79.95255
1991-Q1,5.596471,80.64919
1991-Q2,3.582324,81.60603
1991-Q3,1.648629,81.42537
1991-Q4,2.55738,81.99725
1992-Q1,1.703119,82.02275
1992-Q2,0.8625914,82.30995
1992-Q3,1.205319,82.40681
1992-Q4,-0.1412084,81.88146
1993-Q1,0.9526619,82.80415
1993-Q2,-0.03654177,82.27988
1993-Q3,-0.8707822,81.68922
1993-Q4,0.393746,82.20387
1994-Q1,0.1693323,82.94436
1994-Q2,0.2283705,82.46778
1994-Q3,2.136409,83.43443
1994-Q4,1.095324,83.10426
1995-Q1,1.300805,84.02331
1995-Q2,2.824243,84.79687
1995-Q3,2.84302,85.8065
1995-Q4,3.508879,86.02029
1996-Q1,3.208662,86.71933
1996-Q2,3.554339,87.81084
1996-Q3,2.476453,87.93145
1996-Q4,3.371868,88.92078
1997-Q1,2.799727,89.14723
1997-Q2,0.7456607,88.46561
1997-Q3,0.8158215,88.64882
1997-Q4,-0.2638223,88.68619
1998-Q1,-1.733264,87.60208
1998-Q2,-1.413815,87.21487
1998-Q3,-1.438,87.37405
1998-Q4,-0.6840892,88.0795
1999-Q1,-0.8402097,86.86604
1999-Q2,-0.02378076,87.19413
1999-Q3,0.3259218,87.65881
1999-Q4,-0.4415333,87.6906
2000-Q1,2.663208,89.17946
2000-Q2,2.761399,89.60191
2000-Q3,2.24277,89.6248
2000-Q4,3.199048,90.49586
2001-Q1,2.229451,91.16767
2001-Q2,0.9838195,90.48343
2001-Q3,-0.1419168,89.49761
2001-Q4,-1.440317,89.19244
2002-Q1,-2.001524,89.34293
2002-Q2,-0.4603446,90.06689
2002-Q3,0.9522398,90.34984
2002-Q4,1.579363,90.6011
2003-Q1,1.471614,90.65771
2003-Q2,1.34803,91.28102
2003-Q3,1.328464,91.5501
2003-Q4,2.14692,92.54623
2004-Q1,2.832832,93.22589
2004-Q2,2.147461,93.24124
2004-Q3,2.470169,93.81155
2004-Q4,1.170362,93.62936
2005-Q1,0.9501604,94.11169
2005-Q2,1.721759,94.84663
2005-Q3,2.128818,95.80862
2005-Q4,2.504654,95.97446
2006-Q1,2.13601,96.12193
2006-Q2,1.5108,96.27958
2006-Q3,0.2905951,96.08704
2006-Q4,1.458501,97.37424
2007-Q1,1.973419,98.01881
2007-Q2,1.854275,98.06487
2007-Q3,1.504681,97.53284
2007-Q4,0.5874577,97.94627
2008-Q1,0.279094,98.29237
2008-Q2,-0.3366317,97.73475
2008-Q3,-1.042233,96.51633
2008-Q4,-3.89818,94.12816
2009-Q1,-8.840882,89.60246
2009-Q2,-6.520896,91.36156
2009-Q3,-5.38289,91.32096
2009-Q4,-1.785281,92.4477
2010-Q1,4.261532,93.4209
2010-Q2,3.481879,94.54266
2010-Q3,5.406111,96.25787
2010-Q4,3.271204,95.47186
2011-Q1,1.112596,94.4603
2011-Q2,-0.9454777,93.64879
2011-Q3,-0.3442639,95.92649
2011-Q4,0.3336278,95.79037
2012-Q1,2.800876,97.10601
2012-Q2,2.760611,96.23406
2012-Q3,-0.05409149,95.8746
2012-Q4,0.01433754,95.80411
2013-Q1,0.0156935,97.12125
2013-Q2,1.83443,97.99941
2013-Q3,3.201906,98.94441
2013-Q4,3.157531,98.82915
2014-Q1,2.581042,99.62799
2014-Q2,-0.18304,97.82003
2014-Q3,-1.043085,97.91234
2014-Q4,-0.4571993,98.37731
2015-Q1,0.2604464,99.88747
2015-Q2,2.260411,100.0312
2015-Q3,2.256324,100.1216
2015-Q4,1.622292,99.97327
2016-Q1,0.8090039,100.6956
2016-Q2,0.5294761,100.5608
2016-Q3,0.6163694,100.7387
2016-Q4,0.9177646,100.8908
2017-Q1,0.9973534,101.6999
2017-Q2,1.565019,102.1346
2017-Q3,2.157139,102.9118
2017-Q4,2.09903,103.0085
2018-Q1,1.419884,103.1439
2018-Q2,1.389985,103.5543
2018-Q3,-0.1055894,102.8031
2018-Q4,-0.4056329,102.5907
2019-Q1,-0.05980203,103.0822
2019-Q2,0.06128791,103.6177
2019-Q3,0.8051678,103.6308
2019-Q4,-1.771182,100.7736
2020-Q1,-1.80359,101.223
2020-Q2,-10.06818,93.1853
2020-Q3,-5.308956,98.12911
2020-Q4,-0.8376119,99.92953
2021-Q1,-1.796306,99.40474
2021-Q2,7.303425,99.99102
2021-Q3,1.195441,99.30219
2021-Q4,0.6854725,100.6145
