country,FIN,FIN,FIN,FIN,FIN,FIN,FIN,FIN,FIN
2019-03,99.63773,99.58081,99.53019,99.73903,-1.528933,106.8102,100.6497,100.9598,107.3144
2019-04,99.53925,99.47445,99.37107,99.65076,-1.5288,106.751,100.7119,101.0541,107.4267
2019-05,99.48745,99.21021,99.24398,99.58025,-1.466483,106.7245,100.7453,101.1046,107.5375
2019-06,99.33071,98.86065,99.13723,99.52103,-1.360923,106.7183,100.74,101.0965,107.647
2019-07,99.2989,98.70717,99.05188,99.47369,-1.222202,106.7336,100.6961,101.0302,107.7552
2019-08,99.22667,98.68411,98.99995,99.44488,-1.040788,106.7835,100.6182,100.9122,107.8622
2019-09,98.95564,98.69685,98.9798,99.4337,-0.8042556,106.8664,100.5119,100.7513,107.9679
2019-10,98.73262,98.64487,98.97992,99.43376,-0.51803,106.9701,100.3844,100.5583,108.0725
2019-11,98.6954,98.77943,98.99122,99.44003,-0.2186751,107.0849,100.2423,100.3432,108.1762
2019-12,98.68089,98.80894,99.00785,99.44926,0.06439923,107.2046,100.0917,100.1151,108.2788
2020-01,98.63275,98.62868,99.02469,99.4586,0.3030882,107.3236,99.93894,99.88385,108.3807
2020-02,98.49739,98.16788,99.02669,99.45971,0.4982631,107.4259,99.7914,99.66048,108.4818
2020-03,97.94613,97.3641,98.50146,99.16833,0.1356888,106.9551,99.65781,99.45825,108.5823
2020-04,97.05875,96.70638,96.38611,97.9948,-1.870242,104.7545,96.96002,95.37395,108.6822
2020-05,96.54886,97.09251,97.20483,98.449,-0.9215735,105.741,95.5879,93.29664,108.7816
2020-06,96.50287,98.05844,98.16672,98.98262,0.1558129,106.8846,96.40744,94.53738,108.8807
2020-07,96.72697,98.66811,98.9021,99.39059,0.9831336,107.7829,97.25371,95.81857,108.9794
2020-08,96.7931,98.64639,98.94444,99.41408,1.070405,107.9265,98.11657,97.12489,109.0779
2020-09,96.91123,98.46904,99.04238,99.46841,1.183047,108.1307,98.23378,97.30235,109.1762
2020-10,97.28542,98.43784,99.21966,99.56676,1.356942,108.4216,98.3544,97.48495,109.2744
2020-11,97.81789,98.69339,99.46548,99.70313,1.590242,108.7878,98.47559,97.66842,109.3724
2020-12,98.47559,99.04047,99.75924,99.8661,1.867766,109.2069,98.48535,97.68321,109.4705
2021-01,99.00969,99.59791,100.1033,100.057,2.197062,109.6816,98.49792,97.70224,109.5685
2021-02,99.45343,100.0812,100.4939,100.2737,2.589833,110.2081,98.51809,97.73277,109.6665
2021-03,100.1659,100.6441,100.9303,100.5157,3.581428,110.7856,98.89767,98.30743,109.7645
2021-04,101.1069,101.5193,101.3792,100.7648,6.322723,111.3779,99.28899,98.89986,109.8627
2021-05,101.9538,101.9611,101.7283,100.9585,5.788091,111.8614,99.6918,99.5097,109.9609
2021-06,102.5537,102.2513,101.912,101.0604,4.938844,112.1634,99.78229,99.64669,110.0591
2021-07,102.8466,102.4345,101.9123,101.0606,4.157568,112.2641,99.86543,99.77255,110.1575
2021-08,103.1253,102.6862,101.7555,100.9736,3.951742,112.1915,99.9416,99.88789,110.2559
2021-09,103.2826,102.8413,101.4806,100.8211,,,,,
2021-10,103.3775,102.5133,101.1134,100.6174,,,,,
2021-11,103.3149,101.8031,100.6976,100.3867,,,,,
2021-12,103.0023,100.8862,100.2937,100.1626,,,,,
2022-01,102.6794,100.2292,99.92456,99.95782,,,,,
