country,FIN,FIN,FIN,FIN,FIN,FIN,FIN,FIN,FIN
1973-06,,,,,,,101.2183,101.8208,39.65132
1973-07,,,,,,,101.4304,102.1418,39.78054
1973-08,,,,,,,101.7035,102.5553,39.90736
1973-09,,,,,,,101.959,102.9421,40.03173
1973-10,,,,,,,102.1429,103.2206,40.15359
1973-11,,,,,,,102.2238,103.343,40.27292
1973-12,,,,,,,102.1953,103.2999,40.38969
1974-01,,,,,,,102.0866,103.1354,40.50388
1974-02,,,,,,,101.9403,102.9138,40.61549
1974-03,,,,,,,101.7964,102.696,40.72453
1974-04,,,,,,,101.6801,102.5198,40.83102
1974-05,,,,,,,101.6039,102.4045,40.93499
1974-06,,,,,,,101.5687,102.3512,41.03646
1974-07,,,,,,,101.5618,102.3408,41.13549
1974-08,,,,,,,101.5675,102.3494,41.23212
1974-09,,,,,,,101.5755,102.3615,41.3264
1974-10,,,,,,,101.5891,102.382,41.4184
1974-11,,,,,,,101.6135,102.4191,41.5082
1974-12,,,,,,,101.6452,102.467,41.59589
1975-01,,,,,,,101.6591,102.4881,41.68155
1975-02,,,,,,,101.6227,102.433,41.76527
1975-03,,,,,,,101.5105,102.2631,41.84719
1975-04,,,,,,,101.3228,101.979,41.92739
1975-05,,,,,,,101.0727,101.6003,42.00603
1975-06,,,,,,,100.7783,101.1546,42.08323
1975-07,,,,,,,100.4603,100.6731,42.15913
1975-08,,,,,,,100.139,100.1867,42.23389
1975-09,,,,,,,99.83436,99.72552,42.30765
1975-10,,,,,,,99.5656,99.31863,42.38056
1975-11,,,,,,,99.34969,98.99177,42.45278
1975-12,,,,,,,99.19736,98.76115,42.52445
1976-01,,,,,,,99.10552,98.62211,42.59573
1976-02,,,,,,,99.06617,98.56254,42.66675
1976-03,,,,,,,99.07101,98.56985,42.73767
1976-04,,,,,,,99.11212,98.6321,42.80861
1976-05,,,,,,,99.18223,98.73824,42.87971
1976-06,,,,,,,99.27218,98.87442,42.9511
1976-07,,,,,,,99.36642,99.01709,43.0229
1976-08,,,,,,,99.44606,99.13766,43.09524
1976-09,,,,,,,99.49164,99.20667,43.16824
1976-10,,,,,,,99.48686,99.19944,43.24202
1976-11,,,,,,,99.42058,99.09908,43.31668
1976-12,,,,,,,99.29215,98.90466,43.39236
1977-01,,,,,,,99.12103,98.64558,43.46917
1977-02,,,,,,,98.93399,98.36242,43.54721
1977-03,,,,,,,98.75555,98.09228,43.62661
1977-04,,,,,,,98.59954,97.85609,43.70745
1977-05,,,,,,,98.4717,97.66254,43.78985
1977-06,,,,,,,98.37056,97.50941,43.87389
1977-07,,,,,,,98.28609,97.38154,43.95965
1977-08,,,,,,,98.20763,97.26276,44.04722
1977-09,,,,,,,98.1304,97.14584,44.13666
1977-10,,,,,,,98.06132,97.04124,44.22803
1977-11,,,,,,,98.01159,96.96596,44.32138
1977-12,,,,,,,97.98859,96.93114,44.41676
1978-01,,,,,,,97.98618,96.9275,44.5142
1978-02,,,,,,,97.99306,96.93791,44.61372
1978-03,,,,,,,97.99936,96.94745,44.71533
1978-04,,,,,,,98.0023,96.95191,44.81903
1978-05,,,,,,,98.00613,96.9577,44.92481
1978-06,,,,,,,98.02197,96.98167,45.03267
1978-07,,,,,,,98.06749,97.05059,45.14256
1978-08,,,,,,,98.16151,97.19293,45.25444
1978-09,,,,,,,98.31628,97.42725,45.36829
1978-10,,,,,,,98.52598,97.74471,45.48402
1978-11,,,,,,,98.77715,98.12498,45.60157
1978-12,,,,,,,99.05492,98.54551,45.72086
1979-01,,,,,,,99.34595,98.98611,45.8418
1979-02,,,,,,,99.63777,99.42789,45.9643
1979-03,,,,,,,99.91683,99.85038,46.08827
1979-04,,,,,,,100.1664,100.2281,46.2136
1979-05,,,,,,,100.3708,100.5377,46.34019
1979-06,,,,,,,100.5224,100.7671,46.46795
1979-07,,,,,,,100.6305,100.9308,46.59676
1979-08,,,,,,,100.7115,101.0535,46.72653
1979-09,,,,,,,100.7812,101.1589,46.85718
1979-10,,,,,,,100.8491,101.2618,46.9886
1979-11,,,,,,,100.9194,101.3682,47.1207
1979-12,,,,,,,100.9913,101.4771,47.25341
1980-01,,,,,,,101.0598,101.5808,47.38662
1980-02,,,,,,,101.1233,101.6769,47.52027
1980-03,,,,,,,101.1923,101.7814,47.65428
1980-04,,,,,,,101.2975,101.9407,47.78859
1980-05,,,,,,,101.4642,102.193,47.92312
1980-06,,,,,,,101.683,102.5243,48.05783
1980-07,,,,,,,101.8766,102.8173,48.19266
1980-08,,,,,,,101.9493,102.9274,48.32755
1980-09,,,,,,,101.8396,102.7614,48.46247
1980-10,,,,,,,101.5806,102.3693,48.59741
1980-11,,,,,,,101.2485,101.8664,48.73235
1980-12,,,,,,,100.9219,101.3719,48.86729
1981-01,,,,,,,100.6472,100.9561,49.00225
1981-02,,,,,,,100.4467,100.6526,49.13723
1981-03,,,,,,,100.3224,100.4644,49.27224
1981-04,,,,,,,100.2547,100.3618,49.40731
1981-05,,,,,,,100.2167,100.3044,49.54243
1981-06,,,,,,,100.1848,100.2561,49.67763
1981-07,,,,,,,100.1462,100.1976,49.81292
1981-08,,,,,,,100.0963,100.122,49.94833
1981-09,,,,,,,100.0363,100.0313,50.08388
1981-10,,,,,,,99.97192,99.93378,50.21958
1981-11,,,,,,,99.91064,99.841,50.35546
1981-12,,,,,,,99.86003,99.7644,50.49155
1982-01,,,,,,,99.82554,99.71217,50.62786
1982-02,,,,,,,99.81111,99.69032,50.76442
1982-03,,,,,,,99.81873,99.70187,50.90125
1982-04,,,,,,,99.84653,99.74395,51.03836
1982-05,,,,,,,99.89096,99.81121,51.17578
1982-06,,,,,,,99.94754,99.89687,51.31352
1982-07,,,,,,,100.0104,99.992,51.4516
1982-08,,,,,,,100.0724,100.0859,51.59003
1982-09,,,,,,,100.1253,100.166,51.72883
1982-10,,,,,,,100.1593,100.2174,51.86802
1982-11,,,,,,,100.1664,100.2282,52.00762
1982-12,,,,,,,100.1456,100.1967,52.14764
1983-01,,,,,,,100.1092,100.1416,52.2881
1983-02,,,,,,,100.0735,100.0876,52.42903
1983-03,,,,,,,100.0504,100.0526,52.57045
1983-04,,,,,,,100.0388,100.035,52.71239
1983-05,,,,,,,100.0306,100.0226,52.85486
1983-06,,,,,,,100.0148,99.99874,52.99789
1983-07,,,,,,,99.98212,99.94923,53.1415
1983-08,,,,,,,99.92747,99.86649,53.28572
1983-09,,,,,,,99.8542,99.75557,53.43057
1983-10,,,,,,,99.77945,99.6424,53.57607
1983-11,,,,,,,99.72263,99.55637,53.72225
1983-12,,,,,,,99.6942,99.51333,53.86913
1984-01,,,,,,,99.68308,99.49651,54.01674
1984-02,,,,,,,99.67065,99.47768,54.16508
1984-03,,,,,,,99.64319,99.4361,54.31418
1984-04,,,,,,,99.60436,99.37732,54.46405
1984-05,,,,,,,99.56633,99.31975,54.6147
1984-06,,,,,,,99.54165,99.28239,54.76614
1984-07,,,,,,,99.53513,99.27251,54.91839
1984-08,,,,,,,99.54659,99.28985,55.07144
1984-09,,,,,,,99.57221,99.32864,55.2253
1984-10,,,,,,,99.60454,99.37759,55.37996
1984-11,,,,,,,99.63596,99.42515,55.53542
1984-12,,,,,,,99.66162,99.46401,55.69168
1985-01,,,96.90837,98.28453,,54.12208,99.6824,99.49547,55.84871
1985-02,,,96.44885,98.0296,,54.01765,99.70057,99.52297,56.00652
1985-03,,,96.01727,97.79018,,53.92818,99.71586,99.54612,56.16508
1985-04,,,95.65677,97.59018,,53.87809,99.72162,99.55484,56.32439
1985-05,,,95.41736,97.45737,,53.89594,99.70808,99.53435,56.48441
1985-06,,,95.31007,97.39784,,53.98851,99.66624,99.47101,56.64513
1985-07,,,95.3252,97.40623,,54.15093,99.59306,99.36021,56.80653
1985-08,,,95.44453,97.47244,,54.37339,99.48888,99.20248,56.96857
1985-09,,,95.64189,97.58192,,54.6414,99.35708,99.00295,57.13123
1985-10,,,95.90176,97.7261,,54.94643,99.20592,98.7741,57.29449
1985-11,,,96.23863,97.91298,,55.29708,99.04713,98.53371,57.45829
1985-12,,,96.64756,98.13984,,55.69085,98.896,98.30491,57.62261
1986-01,,,97.1105,98.39666,3.687119,56.11762,98.77195,98.1171,57.78739
1986-02,,,97.5901,98.66273,4.699093,56.55598,98.69704,98.00368,57.95258
1986-03,,,98.08039,98.93473,5.700714,57.00248,98.69261,97.99699,58.11811
1986-04,,,98.57521,99.20924,6.636095,57.45349,98.77255,98.11801,58.28391
1986-05,,,99.07253,99.48514,7.443695,57.90778,98.93718,98.36726,58.44989
1986-06,,,99.55919,99.75512,8.092565,58.35757,99.16089,98.70592,58.61596
1986-07,,,100.0319,100.0173,8.586717,58.80072,99.37302,99.02708,58.78199
1986-08,,,100.4485,100.2485,8.899314,59.21225,99.49548,99.21248,58.94788
1986-09,,,100.7788,100.4317,9.027013,59.57388,99.48153,99.19137,59.1135
1986-10,,,101.0086,100.5592,8.972769,59.87664,99.36058,99.00826,59.27874
1986-11,,,101.1502,100.6378,8.734889,60.12722,99.19621,98.7594,59.44348
1986-12,,,101.2226,100.6779,8.341581,60.33635,99.05139,98.54015,59.60758
1987-01,,,101.2538,100.6952,7.845497,60.52033,98.95757,98.39812,59.77092
1987-02,,,101.2996,100.7206,7.348882,60.71222,98.92451,98.34806,59.93334
1987-03,,,101.3952,100.7737,6.895592,60.93313,98.9463,98.38106,60.0947
1987-04,,,101.542,100.8551,6.493051,61.18397,99.00301,98.46692,60.25481
1987-05,,,101.7122,100.9495,6.113411,61.44792,99.0734,98.57349,60.41352
1987-06,,,101.8852,101.0455,5.748992,61.71254,99.14527,98.68228,60.57064
1987-07,,,102.0461,101.1348,5.387249,61.96846,99.22488,98.80282,60.72596
1987-08,,,102.1791,101.2086,5.055883,62.20595,99.32584,98.95565,60.87931
1987-09,,,102.2579,101.2523,4.758074,62.40845,99.45737,99.15479,61.03047
1987-10,,,102.2575,101.2521,4.482097,62.56037,99.61133,99.38787,61.17923
1987-11,,103.5471,102.1519,101.1935,4.18748,62.64503,99.77161,99.63054,61.32537
1987-12,,103.3491,101.9669,101.0908,3.880499,62.6777,99.92226,99.85861,61.46867
1988-01,,103.2209,101.7646,100.9786,3.595082,62.69609,100.0552,100.0599,61.60891
1988-02,,103.0885,101.5951,100.8846,3.324753,62.73075,100.1685,100.2314,61.74585
1988-03,,102.8623,101.5057,100.835,3.081858,62.811,100.2661,100.3792,61.87926
1988-04,,102.5695,101.5043,100.8342,2.872899,62.94173,100.3592,100.52,62.00893
1988-05,,102.169,101.5552,100.8625,2.690136,63.10096,100.4615,100.6749,62.13461
1988-06,,101.8437,101.623,100.9001,2.518111,63.26653,100.5856,100.8629,62.2561
1988-07,,101.5782,101.6778,100.9305,2.341877,63.41969,100.7385,101.0944,62.37317
1988-08,,101.4843,101.7262,100.9573,2.183466,63.56419,100.9229,101.3736,62.48559
1988-09,,101.6544,101.7963,100.9962,2.097619,63.71754,101.1369,101.6974,62.59315
1988-10,,102.256,101.926,101.0682,2.146431,63.90319,101.3711,102.052,62.69564
1988-11,,103.361,102.0938,101.1613,2.334737,64.10763,101.6151,102.4214,62.79286
1988-12,,103.933,102.2152,101.2286,2.552647,64.27763,101.8617,102.7949,62.88461
1989-01,,104.0144,102.2567,101.2516,2.704674,64.39181,102.112,103.1738,62.97072
1989-02,,103.7432,102.1943,101.217,2.716081,64.43457,102.3695,103.5635,63.05102
1989-03,,103.2713,102.0073,101.1132,2.517795,64.39246,102.6348,103.9652,63.12536
1989-04,,102.6242,101.7158,100.9515,2.122852,64.27789,102.9007,104.3677,63.19361
1989-05,,101.7615,101.3589,100.7535,1.607332,64.1152,103.1552,104.753,63.25565
1989-06,,101.2238,100.9406,100.5215,1.012187,63.90691,103.3862,105.1028,63.31138
1989-07,,100.9378,100.4254,100.2357,0.3321159,63.63031,103.5871,105.4069,63.36076
1989-08,,100.7539,99.78846,99.88231,-0.4634773,63.26959,103.755,105.6612,63.40371
1989-09,,100.3205,99.03544,99.46456,-1.395551,62.82833,103.8925,105.8694,63.44025
1989-10,,99.26837,98.23451,99.02023,-2.43082,62.34982,104.0115,106.0495,63.47038
1989-11,,97.64348,97.50166,98.61367,-3.431412,61.90783,104.1211,106.2154,63.49413
1989-12,,96.54801,96.96147,98.31399,-4.194087,61.58178,104.2178,106.3617,63.51159
1990-01,,96.06107,96.69267,98.16486,-4.61218,61.42194,104.2759,106.4497,63.52286
1990-02,,95.92264,96.70565,98.17207,-4.654865,61.43522,104.2624,106.4293,63.52806
1990-03,,96.02052,96.9367,98.30025,-4.365615,61.58133,104.1545,106.266,63.52736
1990-04,,96.52878,97.28571,98.49387,-3.8599,61.79683,103.9525,105.9601,63.52097
1990-05,,97.39827,97.63065,98.68523,-3.292291,62.00434,103.6747,105.5395,63.50909
1990-06,,97.8484,97.83627,98.7993,-2.798898,62.11822,103.3487,105.046,63.49201
1990-07,,97.967,97.82743,98.7944,-2.419039,62.09107,103.0088,104.5315,63.47
1990-08,,97.84856,97.58089,98.65762,-2.151075,61.90861,102.6847,104.0407,63.44337
1990-09,,97.47569,97.13096,98.40801,-1.965979,61.59314,102.3917,103.5972,63.41246
1990-10,,96.83755,96.56947,98.09651,-1.838634,61.20343,102.1211,103.1875,63.37762
1990-11,,95.8912,96.00848,97.78529,-1.771715,60.811,101.8539,102.783,63.3392
1990-12,,95.19965,95.52695,97.51816,-1.811446,60.46626,101.5743,102.3597,63.29759
1991-01,,94.82051,95.15688,97.31286,-2.006114,60.18975,101.2817,101.9167,63.25318
1991-02,,94.58593,94.93021,97.1871,-2.333007,60.00194,100.9822,101.4633,63.20637
1991-03,,94.4818,94.85278,97.14415,-2.719358,59.90672,100.6814,101.008,63.15757
1991-04,,94.47073,94.90277,97.17189,-3.084833,59.8905,100.3775,100.5477,63.10721
1991-05,,94.59619,95.02756,97.24111,-3.361129,59.92029,100.0671,100.0779,63.0557
1991-06,,94.58205,95.15247,97.31041,-3.491512,59.94935,99.75247,99.60155,63.00347
1991-07,,94.53018,95.21811,97.34682,-3.463275,59.94069,99.44765,99.14007,62.95093
1991-08,,94.52309,95.20291,97.33839,-3.274825,59.88121,99.17242,98.72338,62.89851
1991-09,,94.67573,95.17421,97.32247,-2.888903,59.81377,98.94544,98.37976,62.84662
1991-10,,95.14267,95.2653,97.373,-2.256332,59.82248,98.77541,98.12233,62.79567
1991-11,,95.96541,95.54594,97.52869,-1.413732,59.9513,98.66303,97.95221,62.74605
1991-12,,96.60544,95.96865,97.7632,-0.4890155,60.17057,98.59894,97.85517,62.69815
1992-01,,97.17927,96.4136,98.01004,0.3582364,60.40537,98.55701,97.7917,62.65234
1992-02,,97.81842,96.71806,98.17895,0.9203901,60.55419,98.50751,97.71677,62.60898
1992-03,,98.09559,96.80014,98.22449,1.101058,60.56632,98.42838,97.59695,62.56842
1992-04,,98.03171,96.68282,98.1594,0.9454733,60.45675,98.31692,97.42821,62.53101
1992-05,,97.81879,96.44553,98.02776,0.5930191,60.27563,98.18105,97.2225,62.49707
1992-06,,97.47224,96.15315,97.86555,0.191106,60.06392,98.03253,96.99767,62.46693
1992-07,,97.04378,95.87085,97.70895,-0.1302737,59.8626,97.88177,96.76943,62.44088
1992-08,,96.55644,95.67632,97.60102,-0.2685544,59.7204,97.73811,96.55193,62.41921
1992-09,,96.43304,95.63573,97.57851,-0.2256327,59.67881,97.61005,96.35805,62.40221
1992-10,,96.74881,95.77196,97.65408,-0.1173937,59.75225,97.5046,96.19841,62.39013
1992-11,,97.35487,96.04047,97.80304,-0.0636585,59.91313,97.42704,96.08099,62.38322
1992-12,,97.56239,96.33566,97.9668,-0.1242268,60.09582,97.37853,96.00755,62.3817
1993-01,96.51649,97.18279,96.58509,98.10519,-0.2483345,60.25536,97.35149,95.96661,62.38578
1993-02,97.35572,96.32024,96.8543,98.25453,-0.2003451,60.43287,97.3367,95.94422,62.39565
1993-03,98.2286,95.75117,97.09934,98.39047,0.0574784,60.60114,97.32849,95.93179,62.41148
1993-04,99.1336,95.72914,97.36266,98.53655,0.5460091,60.78684,97.32862,95.93199,62.43343
1993-05,99.67971,96.14231,97.66666,98.7052,1.208701,61.00418,97.34277,95.95341,62.46163
1993-06,99.75195,96.53546,97.98937,98.88424,1.957459,61.23965,97.37603,96.00376,62.49621
1993-07,99.67637,96.93152,98.32591,99.07094,2.719132,61.49034,97.4269,96.08078,62.53727
1993-08,99.73303,97.43839,98.69826,99.2775,3.432335,61.7702,97.49106,96.17791,62.5849
1993-09,100.0982,97.85289,99.10616,99.50379,4.02228,62.07926,97.56336,96.28738,62.63916
1993-10,100.61,98.38857,99.58819,99.77121,4.501344,62.4419,97.6384,96.40098,62.70011
1993-11,100.9659,99.26118,100.1715,100.0948,4.94431,62.87542,97.71283,96.51366,62.76779
1993-12,101.0708,100.153,100.8285,100.4593,5.436427,63.36288,97.78699,96.62593,62.84221
1994-01,101.2585,101.3981,101.5178,100.8417,6.012853,63.87843,97.86611,96.74572,62.9234
1994-02,101.5203,103.0903,102.1813,101.2098,6.541045,64.38581,97.9597,96.88741,63.01134
1994-03,101.8505,104.2498,102.7444,101.5222,6.991194,64.83788,98.08012,97.0697,63.10602
1994-04,102.1183,104.8349,103.1728,101.7598,7.281153,65.21283,98.23959,97.31113,63.2074
1994-05,102.2851,104.9941,103.4877,101.9346,7.408567,65.52372,98.44801,97.62667,63.31544
1994-06,102.5227,104.8926,103.7113,102.0586,7.420838,65.78414,98.70737,98.01933,63.43009
1994-07,102.9128,104.5528,103.8515,102.1363,7.332191,65.99893,99.0019,98.46523,63.55128
1994-08,103.2389,103.9563,103.9095,102.1685,7.120338,66.16845,99.30595,98.92555,63.67892
1994-09,103.5745,103.7951,103.8659,102.1444,6.766588,66.27991,99.58874,99.35367,63.81295
1994-10,104.0157,104.4214,103.7218,102.0644,6.232285,66.33346,99.81804,99.70082,63.95326
1994-11,104.109,105.598,103.5109,101.9474,5.526574,66.35028,99.96958,99.93024,64.09978
1994-12,103.8467,106.2828,103.2247,101.7886,4.673775,66.32433,100.0397,100.0364,64.2524
1995-01,103.5002,106.3339,102.8576,101.585,3.71526,66.25168,100.063,100.0716,64.41104
1995-02,103.1412,105.824,102.39,101.3256,2.691886,66.119,100.0825,100.1012,64.57563
1995-03,103.0176,105.4016,101.874,101.0393,1.72973,65.9594,100.1236,100.1634,64.74608
1995-04,103.0685,105.1541,101.3529,100.7502,0.9013443,65.80062,100.1667,100.2287,64.92229
1995-05,102.7657,105.0304,100.8305,100.4604,0.1849337,65.6449,100.1744,100.2404,65.10419
1995-06,102.071,105.0885,100.2741,100.1517,-0.4765081,65.47067,100.1174,100.1541,65.29169
1995-07,101.2198,105.2074,99.65871,99.81033,-1.117795,65.2612,100.0024,99.97988,65.4847
1995-08,100.4676,105.0292,98.94389,99.41377,-1.781821,64.98945,99.85509,99.75692,65.68314
1995-09,99.86017,103.8401,98.17394,98.98663,-2.408136,64.6838,99.70743,99.53336,65.88693
1995-10,99.2888,101.5719,97.41148,98.56364,-2.937231,64.38509,99.58619,99.34981,66.096
