country,FRA,FRA
1983-Q1,1.793294,55.77907
1983-Q2,1.109821,55.7603
1983-Q3,1.14348,55.81348
1983-Q4,1.18214,56.13514
1984-Q1,1.258924,56.48128
1984-Q2,1.66494,56.68867
1984-Q3,2.038885,56.95145
1984-Q4,1.742004,57.11302
1985-Q1,1.252395,57.18865
1985-Q2,1.51497,57.54749
1985-Q3,1.79846,57.9757
1985-Q4,1.865545,58.17849
1986-Q1,2.074485,58.37502
1986-Q2,2.576697,59.03031
1986-Q3,2.170429,59.23402
1986-Q4,2.179311,59.44638
1987-Q1,2.076772,59.58734
1987-Q2,2.115442,60.27906
1987-Q3,2.470402,60.69734
1987-Q4,3.833831,61.72545
1988-Q1,4.856537,62.48122
1988-Q2,4.274811,62.85588
1988-Q3,4.902332,63.67292
1988-Q4,4.239335,64.3422
1989-Q1,4.289371,65.16127
1989-Q2,4.519971,65.69695
1989-Q3,4.290012,66.4045
1989-Q4,4.779637,67.41753
1990-Q1,3.983891,67.75723
1990-Q2,3.540217,68.02277
1990-Q3,2.906969,68.33486
1990-Q4,1.727253,68.58199
1991-Q1,1.072492,68.48392
1991-Q2,0.9668579,68.68044
1991-Q3,0.801676,68.88268
1991-Q4,0.9356301,69.22367
1992-Q1,2.071975,69.90289
1992-Q2,1.715319,69.85854
1992-Q3,1.438059,69.87326
1992-Q4,0.7156206,69.71905
1993-Q1,-0.8147567,69.33334
1993-Q2,-0.7106976,69.36205
1993-Q3,-0.6081005,69.44836
1993-Q4,-0.1137596,69.63974
1994-Q1,1.17312,70.14671
1994-Q2,2.229598,70.90855
1994-Q3,2.655552,71.29259
1994-Q4,3.281911,71.92525
1995-Q1,3.119942,72.33524
1995-Q2,2.504847,72.6847
1995-Q3,2.030097,72.73991
1995-Q4,1.307124,72.8654
1996-Q1,1.362043,73.32048
1996-Q2,1.050673,73.44838
1996-Q3,1.593028,73.89867
1996-Q4,1.546846,73.99252
1997-Q1,1.221765,74.21629
1997-Q2,2.208776,75.07069
1997-Q3,2.382328,75.65918
1997-Q4,3.370373,76.48634
1998-Q1,3.923304,77.12801
1998-Q2,3.697503,77.84643
1998-Q3,3.599425,78.38248
1998-Q4,3.260723,78.98035
1999-Q1,2.920328,79.38041
1999-Q2,2.814188,80.03717
1999-Q3,3.356748,81.01357
1999-Q4,4.010046,82.1475
2000-Q1,4.428439,82.89572
2000-Q2,4.596496,83.71608
2000-Q3,3.976413,84.23501
2000-Q4,3.379196,84.92342
2001-Q1,3.004169,85.38605
2001-Q2,2.1867,85.5467
2001-Q3,1.831996,85.77819
2001-Q4,1.029701,85.79788
2002-Q1,0.8579612,86.11863
2002-Q2,1.134056,86.51685
2002-Q3,1.280522,86.8766
2002-Q4,1.207949,86.83427
2003-Q1,1.03165,87.00707
2003-Q2,0.351163,86.82066
2003-Q3,0.6049476,87.40216
2003-Q4,1.384471,88.03648
2004-Q1,2.127254,88.85793
2004-Q2,3.009943,89.43391
2004-Q3,2.58757,89.66375
2004-Q4,2.616793,90.3402
2005-Q1,1.94295,90.5844
2005-Q2,1.473856,90.75204
2005-Q3,1.717383,91.20362
2005-Q4,1.746077,91.91762
2006-Q1,2.249846,92.62241
2006-Q2,3.081512,93.54858
2006-Q3,2.582618,93.55907
2006-Q4,2.598393,94.30599
2007-Q1,2.574846,95.00729
2007-Q2,2.32727,95.7257
2007-Q3,2.681242,96.06761
2007-Q4,2.109936,96.29579
2008-Q1,1.755599,96.67524
2008-Q2,0.560559,96.2623
2008-Q3,-0.07547127,95.9951
2008-Q4,-1.759053,94.6019
2009-Q1,-3.756507,93.04362
2009-Q2,-3.439232,92.95161
2009-Q3,-3.013271,93.10251
2009-Q4,-0.8922597,93.7578
2010-Q1,1.124758,94.09014
2010-Q2,1.743348,94.57209
2010-Q3,2.234455,95.18285
2010-Q4,2.245334,95.86298
2011-Q1,2.888284,96.80773
2011-Q2,2.395676,96.83773
2011-Q3,2.109252,97.19049
2011-Q4,1.568508,97.3666
2012-Q1,0.6634035,97.44996
2012-Q2,0.4756403,97.29832
2012-Q3,0.3052134,97.48713
2012-Q4,0.05197387,97.41721
2013-Q1,-0.04513138,97.40598
2013-Q2,0.7695639,98.0471
2013-Q3,0.5885606,98.0609
2013-Q4,1.145665,98.53328
2014-Q1,1.233833,98.6078
2014-Q2,0.6949944,98.72852
2014-Q3,1.182807,99.22077
2014-Q4,0.7901735,99.31186
2015-Q1,1.195841,99.78699
2015-Q2,1.08236,99.79712
2015-Q3,0.9169344,100.1306
2015-Q4,0.9761286,100.2813
2016-Q1,1.130997,100.9156
2016-Q2,0.9549713,100.7502
2016-Q3,0.8108327,100.9425
2016-Q4,1.205246,101.4899
2017-Q1,1.391508,102.3198
2017-Q2,2.380826,103.1488
2017-Q3,2.840246,103.8095
2017-Q4,3.150934,104.6878
2018-Q1,2.343583,104.7178
2018-Q2,1.868932,105.0766
2018-Q3,1.642724,105.5148
2018-Q4,1.517146,106.2761
2019-Q1,2.137384,106.956
2019-Q2,2.319574,107.514
2019-Q3,2.017297,107.6433
2019-Q4,0.8925974,107.2247
2020-Q1,-5.455049,101.1215
2020-Q2,-18.61978,87.49509
2020-Q3,-3.583163,103.7863
2020-Q4,-4.272134,102.6439
2021-Q1,1.650904,102.7909
2021-Q2,19.04986,104.1628
2021-Q3,3.524126,107.4438
2021-Q4,5.42014,108.2073
