country,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE
2009-12,99.20171,99.60307,101.119,100.8734,9.072395,91.70145,99.28467,99.12164,90.68661
2010-01,99.5797,99.85348,101.4942,101.1663,9.889229,92.17145,99.38886,99.24594,90.81445
2010-02,99.9557,100.2006,101.7585,101.3726,10.27448,92.54143,99.48576,99.36153,90.9422
2010-03,100.274,100.7936,101.926,101.5034,10.19785,92.82391,99.57809,99.47168,91.06989
2010-04,100.5914,101.499,102.0006,101.5616,9.681285,93.0221,99.66602,99.57658,91.19756
2010-05,100.906,102.1145,101.9814,101.5466,8.790284,93.13472,99.74863,99.67514,91.32524
2010-06,101.2378,102.4687,101.9162,101.4957,7.691938,93.20536,99.82581,99.76722,91.45296
2010-07,101.4872,102.6124,101.8433,101.4388,6.525682,93.26883,99.90038,99.85618,91.58074
2010-08,101.6177,102.5828,101.8018,101.4064,5.402401,93.36098,99.97587,99.94623,91.70861
2010-09,101.692,102.3787,101.8351,101.4324,4.441379,93.5219,100.0544,100.04,91.83659
2010-10,101.8355,102.1087,101.9438,101.5173,3.704014,93.75229,100.1347,100.1358,91.96469
2010-11,101.9545,101.882,102.1405,101.6708,3.232178,94.06419,100.2128,100.2289,92.09296
2010-12,101.9895,101.7661,102.3982,101.872,2.978838,94.43308,100.2827,100.3123,92.2214
2011-01,101.9094,101.6993,102.6179,102.0435,2.816694,94.76764,100.3376,100.3778,92.35004
2011-02,101.7923,101.5883,102.7483,102.1453,2.678937,95.02055,100.3696,100.4159,92.47893
2011-03,101.7536,101.3547,102.6889,102.0989,2.450116,95.09821,100.3704,100.4169,92.60806
2011-04,101.6238,101.0269,102.3358,101.8233,2.022695,94.90366,100.3341,100.3736,92.7375
2011-05,101.3759,100.6309,101.6836,101.3141,1.391555,94.43074,100.2583,100.2832,92.86727
2011-06,101.0828,100.1757,100.864,100.6743,0.6389284,93.80087,100.1471,100.1505,92.99741
2011-07,100.6874,99.70639,99.99252,99.99403,-0.1585083,93.12099,100.0177,99.99609,93.12796
2011-08,100.2452,99.27666,99.23793,99.40496,-0.8704836,92.54828,99.89226,99.84648,93.25898
2011-09,99.87278,98.9351,98.68976,98.97704,-1.448896,92.16686,99.7915,99.72627,93.3905
2011-10,99.64815,98.67188,98.39651,98.74812,-1.844568,92.02296,99.72755,99.64999,93.52258
2011-11,99.56158,98.50117,98.34304,98.70638,-2.084487,92.10343,99.70502,99.62312,93.65526
2011-12,99.61475,98.4651,98.50771,98.83493,-2.164607,92.38898,99.71908,99.63988,93.78857
2012-01,99.69454,98.54528,98.78069,99.04802,-2.100192,92.77734,99.75056,99.67744,93.92254
2012-02,99.86633,98.75487,99.06802,99.27233,-1.936347,93.18063,99.77731,99.70935,94.05721
2012-03,100.0863,99.11434,99.30784,99.45954,-1.637839,93.54066,99.78403,99.71737,94.19262
2012-04,100.1448,99.49791,99.47324,99.58866,-1.129306,93.8319,99.77258,99.70371,94.32878
2012-05,100.1127,99.73611,99.58179,99.67339,-0.3813117,94.07067,99.75172,99.67883,94.46574
2012-06,100.0821,99.69424,99.70515,99.76969,0.558295,94.32456,99.72813,99.65068,94.6035
2012-07,100.0749,99.49622,99.83794,99.87336,1.575997,94.58858,99.69807,99.61483,94.74211
2012-08,100.0919,99.29506,99.97842,99.98302,2.499042,94.8611,99.65453,99.56287,94.88158
2012-09,99.96822,99.19953,100.0953,100.0743,3.195994,95.11251,99.59459,99.49136,95.02193
2012-10,99.78106,99.204,100.179,100.1396,3.597532,95.33352,99.52784,99.41174,95.16318
2012-11,99.70047,99.30251,100.2755,100.215,3.761537,95.56793,99.4696,99.34225,95.30534
2012-12,99.79776,99.503,100.3617,100.2822,3.685166,95.79366,99.43457,99.30047,95.44842
2013-01,100.0391,99.74736,100.4269,100.3331,3.47414,96.00055,99.42999,99.295,95.59243
2013-02,100.2202,99.97393,100.4448,100.3471,3.200902,96.16325,99.458,99.32842,95.73737
2013-03,100.2238,100.136,100.3942,100.3076,2.908391,96.26118,99.51579,99.39735,95.88322
2013-04,100.157,100.2384,100.3219,100.2511,2.671973,96.33907,99.59324,99.48975,96.02999
2013-05,100.0697,100.2786,100.2561,100.1998,2.501653,96.42399,99.67767,99.59048,96.17765
2013-06,100.0136,100.2483,100.204,100.1591,2.330381,96.52268,99.757,99.68513,96.32617
2013-07,100.0588,100.1963,100.2282,100.178,2.227695,96.69572,99.82241,99.76316,96.47555
2013-08,100.1802,100.1825,100.3281,100.256,2.194472,96.9428,99.86871,99.8184,96.62574
2013-09,100.3748,100.2523,100.4702,100.3669,2.228132,97.23174,99.89569,99.85058,96.77673
2013-10,100.5767,100.3736,100.6399,100.4994,2.323685,97.54877,99.91067,99.86845,96.92849
2013-11,100.7317,100.5078,100.7991,100.6236,2.394946,97.85674,99.92358,99.88386,97.08099
2013-12,100.8201,100.6297,100.933,100.7282,2.450821,98.1414,99.94283,99.90682,97.23419
2014-01,100.848,100.7337,101.0501,100.8196,2.510626,98.41076,99.97124,99.9407,97.38808
2014-02,100.8235,100.8151,101.1184,100.8729,2.568847,98.63354,100.0081,99.98473,97.5426
2014-03,100.742,100.868,101.1123,100.8681,2.621202,98.78439,100.0508,100.0356,97.69775
2014-04,100.6055,100.906,101.0724,100.837,2.661229,98.90287,100.0949,100.0883,97.85346
2014-05,100.5166,100.9376,101.0226,100.7981,2.683938,99.01195,100.1358,100.1371,98.00973
2014-06,100.4585,100.955,100.9517,100.7428,2.670929,99.10073,100.1688,100.1765,98.1665
2014-07,100.3748,100.9302,100.8354,100.652,2.533094,99.14512,100.1903,100.202,98.32375
2014-08,100.304,100.8081,100.6503,100.5075,2.247825,99.12191,100.1964,100.2094,98.48145
2014-09,100.2784,100.541,100.3962,100.3092,1.849853,99.03039,100.1838,100.1943,98.63956
2014-10,100.2613,100.2216,100.0905,100.0705,1.372303,98.88744,100.1498,100.1537,98.79806
2014-11,100.1706,99.9733,99.72693,99.78669,0.8481337,98.68669,100.0942,100.0873,98.95692
2014-12,100.0054,99.89429,99.35593,99.49708,0.3427069,98.47773,100.0222,100.0015,99.11611
2015-01,99.69146,99.92928,99.02824,99.24126,-0.1014897,98.31088,99.94904,99.91423,99.27561
2015-02,99.33455,100.0124,98.76308,99.03428,-0.4340001,98.20547,99.89216,99.84637,99.4354
2015-03,99.25102,100.0955,98.6009,98.90767,-0.58954,98.20201,99.86385,99.8126,99.59545
2015-04,99.27382,100.1292,98.53029,98.85255,-0.6200541,98.28962,99.86275,99.81129,99.75574
2015-05,99.33549,100.0443,98.49525,98.8252,-0.6052001,98.41273,99.88061,99.83258,99.91622
2015-06,99.38725,99.78359,98.48546,98.81756,-0.5444573,98.56117,99.90707,99.86415,100.0769
2015-07,99.46357,99.4521,98.50613,98.83369,-0.4083604,98.74025,99.93311,99.89523,100.2377
2015-08,99.53568,99.18385,98.52325,98.84706,-0.2078007,98.91593,99.95203,99.91779,100.3986
2015-09,99.4688,99.07976,98.55831,98.87443,0.08015381,99.10976,99.9604,99.92777,100.5595
2015-10,99.38669,99.08207,98.63432,98.93376,0.4626961,99.34499,99.95966,99.9269,100.7205
2015-11,99.38708,99.12156,98.70141,98.98613,0.8965258,99.57144,99.95358,99.91964,100.8815
2015-12,99.44907,99.15829,98.73349,99.01118,1.304839,99.76271,99.94641,99.91109,101.0424
2016-01,99.53098,99.1852,98.74929,99.02351,1.654579,99.93752,99.94149,99.90521,101.2033
2016-02,99.57442,99.20722,98.76813,99.03822,1.944773,100.1153,99.94103,99.90467,101.364
2016-03,99.61372,99.23037,98.81387,99.07393,2.157153,100.3204,99.94594,99.91053,101.5246
2016-04,99.69936,99.25559,98.85859,99.10883,2.273593,100.5243,99.95514,99.9215,101.685
2016-05,99.73885,99.28259,98.92696,99.16222,2.377271,100.7523,99.96617,99.93465,101.8451
2016-06,99.76949,99.31158,99.03535,99.24682,2.495684,101.021,99.97544,99.94572,102.0049
2016-07,99.84238,99.34331,99.14973,99.33611,2.588147,101.2958,99.97838,99.94922,102.1645
2016-08,99.88599,99.38284,99.2605,99.42258,2.680035,101.5669,99.97028,99.93956,102.3236
2016-09,99.93619,99.44073,99.38965,99.5234,2.771719,101.8568,99.94765,99.91257,102.4823
2016-10,99.9383,99.52638,99.51174,99.61871,2.812852,102.1394,99.91041,99.86814,102.6406
2016-11,99.95303,99.65961,99.67793,99.74844,2.908227,102.4672,99.86042,99.80849,102.7983
2016-12,100.0556,99.85454,99.91356,99.93238,3.111144,102.8665,99.80124,99.7379,102.9555
2017-01,100.2012,100.0559,100.1494,100.1165,3.330686,103.2661,99.73878,99.6634,103.112
2017-02,100.3511,100.1869,100.3585,100.2797,3.518702,103.6381,99.68022,99.59352,103.2679
2017-03,100.4695,100.1904,100.5114,100.3991,3.620088,103.9521,99.63319,99.53741,103.4231
2017-04,100.5458,100.1406,100.5844,100.4561,3.639442,104.1828,99.60484,99.50359,103.5775
2017-05,100.5979,100.137,100.6117,100.4774,3.586386,104.3656,99.60223,99.50047,103.7311
2017-06,100.6719,100.2511,100.643,100.5018,3.495153,104.5518,99.63146,99.53535,103.8838
2017-07,100.81,100.4274,100.7104,100.5545,3.43433,104.7746,99.69508,99.61125,104.0355
2017-08,101.0112,100.5896,100.8376,100.6537,3.438071,105.0589,99.79389,99.72913,104.1862
2017-09,101.2549,100.6854,101.0132,100.7908,3.471553,105.3928,99.92646,99.88728,104.3357
2017-10,101.4969,100.7448,101.1683,100.9119,3.490708,105.7048,100.086,100.0776,104.4841
2017-11,101.7043,100.8133,101.3036,101.0175,3.442929,105.9951,100.2634,100.2892,104.6311
2017-12,101.8394,100.921,101.387,101.0826,3.269829,106.23,100.448,100.5095,104.7768
2018-01,101.9441,101.0428,101.4043,101.0961,3.029323,106.3944,100.6277,100.7239,104.921
2018-02,102.0268,101.1334,101.3341,101.0413,2.728003,106.4653,100.7892,100.9165,105.0637
2018-03,102.0726,101.1478,101.1974,100.9346,2.417017,106.4646,100.9183,101.0705,105.2048
2018-04,102.1462,101.0933,101.0194,100.7957,2.145575,106.4182,101.0028,101.1713,105.3443
2018-05,102.237,100.9657,100.8065,100.6294,1.884752,106.3327,101.0332,101.2077,105.482
2018-06,102.2539,100.7546,100.5468,100.4267,1.572027,106.1954,101.0082,101.1778,105.6179
2018-07,102.1754,100.5219,100.2444,100.1907,1.179586,106.0105,100.9425,101.0994,105.752
2018-08,102.1081,100.3456,99.93123,99.94617,0.7164094,105.8115,100.8569,100.9973,105.8843
2018-09,102.0805,100.2861,99.64312,99.72127,0.2311376,105.6364,100.7703,100.8939,106.0148
2018-10,102.0433,100.295,99.39575,99.52817,-0.1918644,105.502,100.6938,100.8027,106.1434
2018-11,101.8587,100.3148,99.22672,99.39622,-0.5158283,105.4483,100.6336,100.7308,106.2701
2018-12,101.6472,100.3095,99.13899,99.32773,-0.7070891,105.4789,100.5919,100.6812,106.395
2019-01,101.5097,100.2846,99.13442,99.32416,-0.7504287,105.596,100.5687,100.6535,106.518
2019-02,101.4054,100.2537,99.18688,99.36511,-0.6511933,105.7721,100.5631,100.6468,106.6392
2019-03,101.3193,100.225,99.2492,99.41376,-0.4768045,105.957,100.5741,100.6599,106.7585
2019-04,101.1613,100.1937,99.30475,99.45712,-0.2679448,106.133,100.6002,100.6911,106.8761
2019-05,100.9856,100.1455,99.32882,99.47591,-0.05537359,106.2738,100.6402,100.7388,106.9919
2019-06,100.7945,100.0631,99.31177,99.4626,0.163351,106.3688,100.6921,100.8007,107.106
2019-07,100.6322,99.94883,99.2662,99.42704,0.3972142,106.4316,100.7521,100.8722,107.2184
2019-08,100.476,99.80375,99.23602,99.40347,0.6593466,106.5092,100.815,100.9473,107.3291
2019-09,100.3356,99.63752,99.18473,99.36343,0.8765729,106.5624,100.8749,101.0188,107.4383
2019-10,100.2945,99.5097,99.12446,99.31638,1.044898,106.6044,100.9254,101.079,107.546
2019-11,100.3179,99.49525,99.02728,99.24052,1.096964,106.6051,100.9573,101.1171,107.6522
2019-12,100.3345,99.61169,98.89273,99.13548,1.028652,106.5639,100.9585,101.1185,107.7571
2020-01,100.2325,99.63277,98.71685,98.99819,0.8339833,106.4766,100.9138,101.0651,107.8606
2020-02,99.91092,99.20813,98.50324,98.83144,0.5436571,106.3471,100.8065,100.9372,107.963
2020-03,99.242,98.07813,97.18132,97.7995,-0.8858244,105.0184,96.00906,95.21388,108.0644
2020-04,98.4672,96.73458,95.0108,96.1051,-3.170402,102.7682,94.62049,93.55735,108.1647
2020-05,98.18176,95.86198,92.58375,94.21046,-5.682149,100.2352,93.99577,92.81206,108.2643
2020-06,98.47117,95.99249,96.62643,97.36633,-1.561913,104.7075,95.65253,94.78855,108.3632
2020-07,98.87717,96.68985,98.69638,98.98221,0.5786954,107.0475,97.30799,96.76349,108.4615
2020-08,99.17767,97.40531,99.44327,99.56526,1.357417,107.9549,98.81093,98.55647,108.5593
2020-09,99.42825,97.7668,99.63394,99.7141,1.592241,108.2591,98.74867,98.4822,108.6569
2020-10,99.71978,97.84988,99.77105,99.82114,1.783114,108.5053,98.53677,98.22941,108.7542
2020-11,99.93835,97.79271,99.89244,99.9159,1.997446,108.7344,98.39226,98.057,108.8515
2020-12,100.1313,97.68927,100.0534,100.0415,2.29256,109.0069,98.32145,97.97253,108.9488
2021-01,100.3965,97.62297,100.2459,100.1918,2.664984,109.3142,98.33456,97.98817,109.0461
2021-02,100.8076,97.69194,100.4768,100.372,3.118809,109.6639,98.44279,98.11729,109.1435
2021-03,101.372,97.99728,100.7406,100.578,4.79126,110.0501,98.6495,98.36388,109.2411
2021-04,101.9562,98.49597,100.9659,100.7538,7.421237,110.3949,98.93418,98.70351,109.3388
2021-05,102.2769,99.17932,101.0948,100.8545,10.37522,110.6348,99.26726,99.10087,109.4367
2021-06,102.3532,100.0581,101.1579,100.9038,5.821561,110.8031,99.61909,99.5206,109.5348
2021-07,102.3829,100.9627,101.1754,100.9174,3.619028,110.9216,99.96571,99.93412,109.633
2021-08,102.4396,101.6626,101.147,100.8953,2.81132,110.9899,100.2915,100.3228,109.7313
2021-09,102.529,101.9585,101.0804,100.8432,,,,,
2021-10,102.6053,101.9802,100.9561,100.7463,,,,,
2021-11,102.7067,101.8481,100.7635,100.5959,,,,,
2021-12,102.8,101.6088,100.5102,100.3982,,,,,
2022-01,102.8602,101.324,100.2186,100.1705,,,,,
2022-02,,101.0287,,,,,,,
