country,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE
1970-09,102.9969,,98.17632,98.57623,2.205807,46.27996,100.7184,100.8321,47.13964
1970-10,102.6718,,98.51028,98.83694,2.611315,46.5946,100.6663,100.7699,47.29923
1970-11,102.49,,98.91504,99.1529,3.070753,46.94209,100.6249,100.7206,47.45698
1970-12,102.355,,99.32684,99.47437,3.593132,47.29223,100.6129,100.7062,47.61275
1971-01,102.2833,,99.7038,99.76864,4.200488,47.62491,100.6365,100.7344,47.76639
1971-02,102.2262,,100.0388,100.0301,4.829125,47.93635,100.6932,100.802,47.91777
1971-03,102.0617,,100.2719,100.2122,5.378644,48.19746,100.7732,100.8974,48.06674
1971-04,101.766,,100.3633,100.2835,5.832591,48.38832,100.8578,100.9983,48.21317
1971-05,101.5717,,100.3378,100.2635,6.169062,48.52026,100.9275,101.0815,48.35692
1971-06,101.4727,,100.1934,100.1508,6.347841,48.59166,100.9689,101.1309,48.49787
1971-07,101.1276,,99.92226,99.93917,6.129654,48.59806,100.984,101.1489,48.63587
1971-08,100.7238,,99.63365,99.71388,5.638583,48.59214,100.9816,101.146,48.77081
1971-09,100.5723,,99.45329,99.57308,5.08914,48.63522,100.9714,101.1339,48.90257
1971-10,100.4264,,99.4662,99.58316,4.667257,48.76929,100.9603,101.1206,49.03102
1971-11,100.0401,,99.74583,99.80145,4.450232,49.03112,100.9512,101.1098,49.15606
1971-12,99.5791,,100.3407,100.2658,4.553059,49.44548,100.9435,101.1006,49.27758
1972-01,99.18728,,101.1332,100.8845,4.893015,49.9552,100.933,101.0881,49.39546
1972-02,99.0591,,101.9984,101.5599,5.34595,50.499,100.9164,101.0682,49.50961
1972-03,99.26397,,102.8087,102.1924,5.842912,51.01359,100.8956,101.0434,49.61993
1972-04,99.42297,,103.4141,102.665,6.273588,51.42401,100.8836,101.0292,49.72632
1972-05,99.30109,,103.7647,102.9388,6.562958,51.70463,100.8984,101.0468,49.82871
1972-06,99.24425,,104.0088,103.1293,6.867075,51.92848,100.956,101.1155,49.927
1972-07,99.45387,,104.1898,103.2706,7.240717,52.11691,101.0634,101.2436,50.02111
1972-08,99.84225,101.5743,104.2639,103.3284,7.522811,52.24764,101.219,101.4293,50.11098
1972-09,100.19,101.6657,104.1871,103.2685,7.531797,52.29832,101.4105,101.6578,50.19652
1972-10,100.5357,101.7245,103.8836,103.0315,7.096616,52.23027,101.6098,101.8955,50.27768
1972-11,100.9475,101.9057,103.3682,102.6292,6.157949,52.05043,101.784,102.1034,50.35439
1972-12,101.2629,101.4922,102.7833,102.1726,4.822743,51.8301,101.9076,102.2508,50.42661
1973-01,101.6297,101.0934,102.1949,101.7133,3.297757,51.6026,101.9759,102.3323,50.49428
1973-02,101.838,100.7407,101.5786,101.2321,1.696009,51.35547,101.9981,102.3587,50.5574
1973-03,101.7648,100.4704,100.9714,100.7581,0.1842495,51.10758,101.9941,102.3539,50.61592
1973-04,101.5483,100.265,100.4533,100.3537,-1.019907,50.89953,101.9952,102.3553,50.66985
1973-05,101.3453,100.1172,100.0935,100.0728,-1.814221,50.76659,102.0361,102.404,50.71919
1973-06,101.35,100.0289,99.92059,99.93787,-2.320192,50.72364,102.1456,102.5346,50.76395
1973-07,101.4377,99.9532,99.82412,99.86256,-2.690311,50.7148,102.3366,102.7626,50.80415
1973-08,101.5618,99.83532,99.7292,99.78847,-2.957998,50.70215,102.6118,103.0909,50.83982
1973-09,101.6535,99.64219,99.58456,99.67556,-3.133264,50.65968,102.9637,103.5106,50.87101
1973-10,101.713,99.43356,99.408,99.53773,-3.128081,50.59646,103.369,103.9941,50.89777
1973-11,101.7285,99.29149,99.20925,99.38258,-2.945064,50.51752,103.7959,104.5035,50.92017
1973-12,101.7396,99.26547,98.96419,99.19127,-2.738651,50.41066,104.2078,104.9949,50.93829
1974-01,101.7544,99.25085,98.6861,98.97419,-2.557681,50.28277,104.5659,105.4221,50.95223
1974-02,101.6268,99.09164,98.43224,98.77601,-2.321693,50.16315,104.8283,105.7351,50.96212
1974-03,101.456,98.67186,98.18525,98.5832,-2.082711,50.04316,104.9533,105.8842,50.96811
1974-04,101.2925,98.15152,97.95888,98.40649,-1.904845,49.92998,104.9108,105.8335,50.97034
1974-05,101.1081,97.7515,97.72543,98.22424,-1.884877,49.8097,104.6792,105.5572,50.96903
1974-06,100.8387,97.63898,97.53074,98.07227,-2.006373,49.70594,104.2553,105.0515,50.96438
1974-07,100.517,97.69262,97.42655,97.99094,-2.10888,49.64529,103.6577,104.3386,50.95663
1974-08,100.1745,97.75726,97.36723,97.94462,-2.164448,49.60473,102.925,103.4645,50.94603
1974-09,99.71075,97.73241,97.3085,97.89878,-2.166776,49.562,102.107,102.4886,50.93285
1974-10,98.99359,97.64986,97.24695,97.85073,-2.136221,49.51561,101.2655,101.4848,50.91739
1974-11,98.22779,97.57346,97.1755,97.79495,-2.088864,49.46227,100.4604,100.5243,50.89994
1974-12,97.60104,97.55663,97.14458,97.77082,-1.949414,49.42795,99.73734,99.66167,50.88081
1975-01,96.89742,97.59385,97.21491,97.82572,-1.668548,49.44378,99.11427,98.91835,50.86028
1975-02,96.09575,97.68192,97.4091,97.97731,-1.279139,49.5215,98.59398,98.29766,50.83868
1975-03,95.52299,97.82738,97.7237,98.2229,-0.7665597,49.65955,98.16891,97.79056,50.81628
1975-04,95.12339,98.0029,98.18114,98.57999,-0.121092,49.86951,97.81848,97.3725,50.79337
1975-05,94.90757,98.18243,98.76633,99.03681,0.6709478,50.1439,97.52111,97.01774,50.77024
1975-06,94.96361,98.34615,99.36164,99.50153,1.443005,50.42319,97.26081,96.70721,50.74715
1975-07,95.12093,98.48138,99.91433,99.93298,2.086002,50.68089,97.02985,96.43167,50.72434
1975-08,95.14515,98.56291,100.3552,100.2772,2.575248,50.88218,96.82785,96.19069,50.70208
1975-09,94.97224,98.56149,100.6792,100.5301,2.951487,51.02481,96.65871,95.9889,50.68057
1975-10,95.16548,98.50623,100.9606,100.7498,3.29408,51.14669,96.52546,95.82994,50.66005
1975-11,95.59429,98.433,101.2359,100.9647,3.647842,51.26658,96.43114,95.71742,50.64069
1975-12,96.0603,98.38657,101.4951,101.167,3.948438,51.37958,96.37691,95.65273,50.6227
1976-01,96.56169,98.44076,101.7421,101.3598,4.134096,51.48783,96.37458,95.64994,50.60622
1976-02,97.17935,98.73033,101.9376,101.5124,4.139956,51.57167,96.43353,95.72027,50.59141
1976-03,97.77875,99.38225,102.0657,101.6124,3.954241,51.62321,96.56114,95.87251,50.5784
1976-04,98.29287,100.2116,102.1067,101.6444,3.535387,51.6326,96.75857,96.10803,50.5673
1976-05,98.52314,100.9936,102.0156,101.5733,2.858512,51.57727,97.02283,96.4233,50.5582
1976-06,98.52247,101.5586,101.8564,101.4491,2.114998,51.48964,97.34374,96.80614,50.5512
1976-07,98.48383,101.934,101.6396,101.2798,1.369768,51.3751,97.69547,97.22575,50.54636
1976-08,98.42325,102.1238,101.3764,101.0743,0.7020712,51.23941,98.04612,97.64407,50.54373
1976-09,98.51298,102.0777,101.1066,100.8637,0.1525872,51.10267,98.36489,98.02435,50.54336
1976-10,98.66834,101.8458,100.8617,100.6725,-0.3243191,50.98081,98.62939,98.3399,50.54528
1976-11,98.51353,101.4271,100.6153,100.4802,-0.7919621,50.86057,98.82499,98.57324,50.54952
1976-12,98.15883,100.8032,100.4181,100.3263,-1.191276,50.76751,98.94771,98.71965,50.55611
1977-01,98.07478,100.1596,100.2278,100.1777,-1.568454,50.68027,99.01184,98.79616,50.56507
1977-02,98.20764,99.75324,100.1118,100.0872,-1.820169,50.63297,99.03916,98.82875,50.57642
1977-03,98.34393,99.80119,100.1341,100.1046,-1.86969,50.65801,99.05207,98.84415,50.59016
1977-04,98.42203,100.1306,100.2214,100.1727,-1.770731,50.71832,99.06903,98.86439,50.6063
1977-05,98.53048,100.5506,100.3922,100.306,-1.461678,50.82338,99.10195,98.90366,50.62485
1977-06,98.5703,100.9423,100.5989,100.4674,-1.049751,50.94913,99.15292,98.96445,50.64581
1977-07,98.63601,101.2584,100.7676,100.5991,-0.6169915,51.05812,99.20955,99.03202,50.66916
1977-08,98.72054,101.451,100.8883,100.6933,-0.1838152,51.14522,99.25433,99.08545,50.6949
1977-09,98.75095,101.4754,100.9388,100.7327,0.1889358,51.19922,99.27322,99.10797,50.72302
1977-10,98.81372,101.4169,100.871,100.6798,0.4212215,51.19556,99.26483,99.09798,50.75349
1977-11,98.91154,101.3645,100.777,100.6064,0.6298388,51.18091,99.23462,99.06193,50.78631
1977-12,99.07358,101.3671,100.6701,100.523,0.7770444,51.16199,99.19056,99.00937,50.82145
1978-01,99.09988,101.3839,100.528,100.4121,0.8823018,51.12742,99.14024,98.94933,50.85888
1978-02,98.99671,101.3433,100.3602,100.2811,0.8866506,51.08191,99.08962,98.88895,50.89857
1978-03,98.82404,101.1878,100.1791,100.1397,0.7377589,51.03175,99.04205,98.83219,50.9405
1978-04,98.69984,100.9763,100.0169,100.0131,0.5420536,50.99324,98.99695,98.77839,50.98463
1978-05,98.65688,100.7823,99.88111,99.90705,0.2889564,50.97023,98.9529,98.72585,51.03091
1978-06,98.78129,100.6481,99.7329,99.79136,-0.01230479,50.94286,98.91018,98.67487,51.07929
1978-07,98.86666,100.5216,99.56579,99.6609,-0.2945489,50.90773,98.873,98.63052,51.12974
1978-08,98.87777,100.3219,99.4134,99.54195,-0.5147424,50.88195,98.84764,98.60027,51.18219
1978-09,98.72499,99.99752,99.33588,99.48143,-0.5916391,50.89631,98.83998,98.59113,51.23658
1978-10,98.3733,99.65717,99.36523,99.50434,-0.4459451,50.96725,98.85189,98.60534,51.29284
1978-11,98.0755,99.47079,99.5499,99.6485,-0.1194358,51.11978,98.88317,98.64265,51.35091
1978-12,98.06931,99.58604,99.9052,99.92587,0.3908609,51.36197,98.93181,98.70068,51.4107
1979-01,98.26855,99.89095,100.3066,100.2392,0.9828525,51.62993,98.99261,98.77322,51.47213
1979-02,98.53986,100.2564,100.6453,100.5036,1.538226,51.86767,99.06113,98.85497,51.53512
1979-03,98.90942,100.5892,100.8764,100.684,1.998857,52.0518,99.13656,98.94495,51.59956
1979-04,99.34721,100.8239,100.9712,100.758,2.302011,52.16711,99.22376,99.04898,51.66536
1979-05,99.74256,100.8629,100.9559,100.7461,2.465554,52.22693,99.33166,99.1777,51.73242
1979-06,100.0678,100.6142,100.8639,100.6743,2.562245,52.24814,99.47044,99.34327,51.80063
1979-07,100.2533,100.2245,100.7578,100.5914,2.662099,52.26294,99.64729,99.55423,51.86988
1979-08,100.5195,99.86596,100.7238,100.5649,2.81839,52.31601,99.86713,99.81651,51.94006
1979-09,100.8245,99.66399,100.7278,100.568,2.933907,52.38955,100.1307,100.131,52.01104
1979-10,101.1753,99.59332,100.7502,100.5855,2.95519,52.47343,100.4293,100.4872,52.08272
1979-11,101.4174,99.62853,100.7616,100.5944,2.802081,52.5522,100.7478,100.8671,52.15497
1979-12,101.5127,99.76319,100.705,100.5502,2.402337,52.59585,101.0657,101.2463,52.22767
1980-01,101.5059,99.92294,100.5879,100.4588,1.894698,52.60816,101.3559,101.5926,52.30071
1980-02,101.55,100.0248,100.4033,100.3147,1.383379,52.58519,101.5924,101.8747,52.37398
1980-03,101.4828,100.0111,100.1245,100.0971,0.8854504,52.51269,101.7587,102.0731,52.44737
1980-04,101.154,99.94201,99.83985,99.87485,0.51672,52.43667,101.8615,102.1957,52.52078
1980-05,100.7705,99.89524,99.60445,99.69109,0.3047515,52.3861,101.9171,102.2621,52.59413
1980-06,100.5212,99.92244,99.45304,99.57289,0.2509621,52.37927,101.9432,102.2933,52.66734
1980-07,100.4292,99.98248,99.44822,99.56912,0.3566041,52.44931,101.9532,102.3051,52.74032
1980-08,100.3313,100.0102,99.53728,99.63864,0.4829165,52.56865,101.9551,102.3074,52.81303
1980-09,100.2377,99.95207,99.64275,99.72098,0.585818,52.69646,101.952,102.3037,52.8854
1980-10,100.2916,99.83463,99.75787,99.81085,0.6779142,52.82915,101.9426,102.2925,52.95738
1980-11,100.2999,99.68448,99.85863,99.8895,0.7645299,52.95397,101.9258,102.2725,53.02894
1980-12,100.2081,99.50793,99.94608,99.95778,0.9041911,53.07142,101.9055,102.2483,53.10005
1981-01,100.0499,99.30331,100.0467,100.0363,1.116479,53.19552,101.8961,102.2371,53.17068
1981-02,99.90739,99.05187,100.1135,100.0885,1.361754,53.30127,101.9136,102.2579,53.24084
1981-03,99.76366,98.73692,100.1179,100.0919,1.638926,53.37334,101.9657,102.32,53.3105
1981-04,99.61558,98.40965,100.0462,100.0359,1.84541,53.40434,102.0404,102.4092,53.37969
1981-05,99.48268,98.14326,99.92046,99.93777,1.946701,53.4059,102.1155,102.4988,53.44841
1981-06,99.31487,97.9994,99.78106,99.82895,1.947809,53.39951,102.1662,102.5592,53.51669
1981-07,99.25906,97.93359,99.62446,99.7067,1.780773,53.38332,102.1728,102.5671,53.58455
1981-08,99.22739,97.9009,99.43472,99.55859,1.483996,53.34877,102.1204,102.5047,53.65205
1981-09,99.1064,97.88339,99.2269,99.39635,1.152776,53.30394,102.0011,102.3623,53.71924
1981-10,99.02127,97.88455,99.03339,99.24529,0.8274214,53.26627,101.8202,102.1465,53.78618
1981-11,98.99831,97.92908,98.88148,99.12671,0.5601717,53.25061,101.5887,101.8703,53.85296
1981-12,98.90199,98.04403,98.76348,99.03459,0.3420033,53.25293,101.319,101.5486,53.91965
1982-01,98.5982,98.1966,98.64638,98.94318,0.1129155,53.25558,101.0251,101.198,53.98636
1982-02,98.17942,98.34299,98.50067,98.82943,-0.1098218,53.24274,100.7191,100.8329,54.05318
1982-03,97.82197,98.43964,98.37643,98.73244,-0.2469561,53.24153,100.4095,100.4636,54.12021
1982-04,97.59684,98.46075,98.30518,98.67683,-0.2530713,53.26919,100.1006,100.0951,54.18757
1982-05,97.42169,98.35418,98.25333,98.63635,-0.1838558,53.3077,99.79571,99.7313,54.25537
1982-06,97.24177,98.07306,98.20491,98.59855,-0.09543398,53.34855,99.50004,99.37858,54.32371
1982-07,96.97219,97.735,98.16659,98.56863,0.02278565,53.39548,99.22369,99.04889,54.39272
1982-08,96.7364,97.49406,98.14902,98.55492,0.1980318,53.45441,98.97985,98.758,54.4625
1982-09,96.63976,97.46966,98.18774,98.58515,0.452025,53.54488,98.78192,98.52187,54.53316
1982-10,96.63474,97.57836,98.30463,98.67639,0.7749273,53.67905,98.63815,98.35035,54.6048
1982-11,96.7439,97.72794,98.50032,98.82915,1.139763,53.85754,98.55236,98.24801,54.67752
1982-12,96.88045,97.87834,98.75508,99.02804,1.533959,54.06981,98.52061,98.21013,54.75141
1983-01,97.00352,98.06176,98.97037,99.19609,1.88985,54.26204,98.52354,98.21363,54.82655
1983-02,97.22672,98.35462,99.13704,99.3262,2.228434,54.42922,98.53794,98.2308,54.90301
1983-03,97.48624,98.81655,99.36506,99.5042,2.611197,54.63177,98.54556,98.2399,54.98087
1983-04,97.82534,99.31988,99.64529,99.72296,2.995493,54.86486,98.54105,98.23452,55.06017
1983-05,98.23678,99.68433,99.94014,99.95313,3.377136,55.10798,98.52673,98.21744,55.14099
1983-06,98.5771,99.7703,100.1791,100.1397,3.699707,55.32229,98.50805,98.19514,55.22336
1983-07,98.83123,99.71095,100.3178,100.2479,3.909712,55.48309,98.48959,98.17313,55.30733
1983-08,98.94524,99.67892,100.3963,100.3092,4.03715,55.61245,98.47623,98.15718,55.39294
1983-09,98.97685,99.79823,100.4807,100.3751,4.112453,55.74689,98.47398,98.1545,55.48021
1983-10,98.95831,100.0289,100.5438,100.4244,4.084062,55.87133,98.49038,98.17406,55.56916
1983-11,98.96478,100.3102,100.6055,100.4725,3.972126,55.99683,98.53228,98.22405,55.65981
1983-12,99.1163,100.5922,100.693,100.5408,3.825986,56.13851,98.60207,98.3073,55.75214
1984-01,99.29214,100.8171,100.757,100.5908,3.698553,56.26895,98.69185,98.41441,55.84618
1984-02,99.47735,100.902,100.7938,100.6196,3.595066,56.38598,98.79218,98.5341,55.94189
1984-03,99.64204,100.7792,100.7534,100.588,3.349156,56.46147,98.89899,98.66154,56.03927
1984-04,99.70084,100.5759,100.632,100.4932,2.967686,56.49308,99.01971,98.80556,56.13829
1984-05,99.6842,100.454,100.4666,100.3641,2.528446,56.50135,99.16515,98.97906,56.23893
1984-06,99.74255,100.5301,100.3366,100.2626,2.184468,56.53079,99.34016,99.18784,56.34114
1984-07,99.75177,100.7139,100.2636,100.2057,2.001703,56.5937,99.5323,99.41707,56.4449
1984-08,99.8316,100.8844,100.2754,100.2148,1.966147,56.70587,99.723,99.64455,56.55014
1984-09,100.0122,100.959,100.3268,100.2549,1.964392,56.84198,99.89727,99.85246,56.65685
1984-10,100.1744,100.975,100.3913,100.3054,1.997015,56.98709,100.0535,100.0388,56.76495
1984-11,100.2883,100.9895,100.4425,100.3453,2.016598,57.12606,100.1959,100.2087,56.8744
1984-12,100.341,101.0378,100.444,100.3465,1.958873,57.23819,100.3279,100.3662,56.98516
1985-01,100.3845,101.093,100.4662,100.3638,1.94497,57.36336,100.4469,100.5081,57.09718
1985-02,100.4029,101.1059,100.5235,100.4086,1.993315,57.50993,100.546,100.6264,57.21041
1985-03,100.3861,101.0367,100.582,100.4542,2.119995,57.65845,100.6176,100.7118,57.32481
1985-04,100.4187,100.9303,100.6386,100.4984,2.326125,57.80718,100.6576,100.7596,57.44034
1985-05,100.5486,100.8495,100.6893,100.5379,2.570398,57.95367,100.6655,100.7689,57.55695
1985-06,100.6778,100.8472,100.7333,100.5723,2.771439,58.09751,100.6462,100.7459,57.6746
1985-07,100.7571,100.9109,100.7906,100.6171,2.927002,58.25019,100.6149,100.7086,57.79327
1985-08,100.7792,101.0373,100.8948,100.6984,3.042454,58.43112,100.5884,100.677,57.91293
1985-09,100.712,101.2396,101.041,100.8125,3.15913,58.63769,100.5779,100.6644,58.03355
1985-10,100.6733,101.4925,101.2232,100.9547,3.297864,58.86645,100.581,100.6682,58.1551
1985-11,100.7052,101.7771,101.4006,101.0932,3.444575,59.09381,100.5888,100.6775,58.27756
1985-12,100.8581,102.0739,101.5076,101.1768,3.569628,59.28138,100.5907,100.6798,58.40092
1986-01,101.0658,102.3254,101.3383,101.0446,3.390757,59.30841,100.5799,100.6668,58.52515
1986-02,101.2376,102.435,101.0962,100.8556,3.100704,59.29315,100.5507,100.632,58.65023
1986-03,101.2524,102.311,100.7832,100.6112,2.736868,59.23649,100.498,100.5691,58.77617
1986-04,101.0609,102.053,100.4598,100.3588,2.364035,59.17376,100.4163,100.4717,58.90295
1986-05,100.7171,101.7721,100.1468,100.1144,2.007697,59.1172,100.3009,100.334,59.03056
1986-06,100.3445,101.5444,99.81361,99.85436,1.637287,59.04873,100.15,100.1539,59.159
1986-07,100.2377,101.3887,99.55417,99.65183,1.328313,59.02394,99.96957,99.93871,59.28827
1986-08,100.33,101.3312,99.40642,99.53649,1.085962,59.06566,99.7695,99.70004,59.41836
1986-09,100.3051,101.3999,99.37074,99.50864,0.9155542,59.17455,99.56126,99.45161,59.54927
