country,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN
1963-10,,100.6936,100.5771,7.727509,21.42254,99.89214,99.75832,21.27498
1963-11,,100.7786,100.6478,7.619885,21.54763,100.1845,100.079,21.38116
1963-12,,100.8931,100.7431,7.520275,21.67947,100.4459,100.3657,21.48758
1964-01,,101.0285,100.8557,7.446824,21.81631,100.6323,100.5702,21.59422
1964-02,,101.1548,100.9608,7.372343,21.95167,100.7118,100.6574,21.70107
1964-03,,101.2634,101.0512,7.280705,22.08364,100.6726,100.6144,21.80812
1964-04,,101.3329,101.109,7.151015,22.20744,100.5385,100.4674,21.91534
1964-05,,101.3715,101.1411,7.037931,22.32476,100.3474,100.2578,22.02272
1964-06,,101.3948,101.1606,6.989533,22.43893,100.1359,100.0258,22.13025
1964-07,,101.4091,101.1725,6.976637,22.55128,99.92925,99.79903,22.23792
1964-08,,101.4232,101.1842,6.965585,22.66374,99.74715,99.59928,22.34571
1964-09,,101.4374,101.196,6.917989,22.77634,99.60977,99.44858,22.4536
1964-10,,101.4486,101.2054,6.842694,22.88842,99.5416,99.3738,22.56158
1964-11,,101.4653,101.2192,6.748706,23.00182,99.56187,99.39603,22.66964
1964-12,,101.4861,101.2366,6.627438,23.11627,99.67004,99.51469,22.77776
1965-01,,101.504,101.2514,6.480504,23.23012,99.82487,99.68452,22.88591
1965-02,,101.5122,101.2583,6.332667,23.34179,99.97321,99.84724,22.99407
1965-03,,101.5058,101.2529,6.187624,23.45009,100.0753,99.95927,23.10222
1965-04,,101.461,101.2156,6.043026,23.54944,100.1305,100.0198,23.21034
1965-05,,101.3765,101.1454,5.888682,23.63939,100.1599,100.052,23.31841
1965-06,,101.2745,101.0605,5.731286,23.72497,100.1931,100.0884,23.42639
1965-07,,101.1908,100.9908,5.601659,23.81452,100.256,100.1575,23.53428
1965-08,,101.1366,100.9457,5.502255,23.91075,100.3682,100.2806,23.64204
1965-09,,101.1133,100.9263,5.434201,24.01406,100.5377,100.4665,23.74965
1965-10,,101.1259,100.9368,5.405665,24.12569,100.7522,100.7018,23.85709
1965-11,,101.1647,100.9691,5.398015,24.24346,100.9909,100.9636,23.96434
1965-12,,101.2077,101.0049,5.389339,24.36208,101.2322,101.2283,24.07137
1966-01,,101.2132,101.0095,5.343856,24.4715,101.4602,101.4784,24.17816
1966-02,,101.1433,100.9513,5.229009,24.56234,101.6601,101.6977,24.28469
1966-03,,100.9812,100.8164,5.032781,24.63028,101.8141,101.8666,24.39095
1966-04,,100.7349,100.6114,4.787799,24.67694,101.8999,101.9607,24.49692
1966-05,,100.4371,100.3637,4.529494,24.71013,101.8976,101.9582,24.60259
1966-06,,100.1322,100.1099,4.280878,24.74061,101.8011,101.8523,24.70795
1966-07,,99.84658,99.87228,4.032908,24.77494,101.6364,101.6717,24.81301
1966-08,,99.59682,99.66445,3.79135,24.81729,101.4388,101.4549,24.91776
1966-09,,99.40453,99.50444,3.57769,24.8732,101.2358,101.2322,25.0222
1966-10,,99.27404,99.39586,3.391649,24.94395,101.0332,101.01,25.12636
1966-11,,99.19015,99.32605,3.227401,25.0259,100.8287,100.7857,25.23022
1966-12,,99.14857,99.29146,3.103346,25.11812,100.6259,100.5633,25.33382
1967-01,,99.14394,99.28761,3.056202,25.2194,100.4485,100.3686,25.43715
1967-02,,99.17194,99.3109,3.120308,25.32876,100.3223,100.2301,25.54025
1967-03,,99.22439,99.35454,3.304621,25.44422,100.2572,100.1588,25.64311
1967-04,,99.30183,99.41898,3.602859,25.56602,100.2249,100.1234,25.74576
1967-05,,99.40359,99.50365,3.981869,25.69406,100.1828,100.0771,25.84822
1967-06,,99.5397,99.61691,4.407496,25.83105,100.0956,99.98153,25.9505
1967-07,,99.69796,99.7486,4.839537,25.97393,99.958,99.83057,26.05262
1967-08,,99.8547,99.87903,5.235464,26.11659,99.7822,99.63773,26.1546
1967-09,,99.97704,99.98082,5.53696,26.25042,99.59012,99.42702,26.25645
1967-10,,100.0409,100.034,5.712945,26.36898,99.40801,99.22726,26.35821
1967-11,,100.0509,100.0423,5.783804,26.47335,99.26375,99.06902,26.45988
1967-12,,100.0158,100.0131,5.76304,26.56569,99.18351,98.98099,26.56148
1968-01,,99.94002,99.95002,5.660872,26.64704,99.18607,98.9838,26.66303
1968-02,,99.85995,99.88339,5.520606,26.72706,99.28181,99.08883,26.76454
1968-03,,99.83126,99.85952,5.409784,26.8207,99.46569,99.29053,26.86603
1968-04,,99.88257,99.90221,5.357962,26.93583,99.70332,99.55119,26.9675
1968-05,,99.99128,99.99268,5.341849,27.0666,99.95136,99.82328,27.06896
1968-06,,100.1553,100.1292,5.348454,27.21261,100.174,100.0675,27.17041
1968-07,,100.3756,100.3125,5.391485,27.37431,100.3585,100.2699,27.27187
1968-08,,100.6373,100.5302,5.48,27.54778,100.505,100.4306,27.37333
1968-09,,100.9158,100.762,5.62281,27.72643,100.6185,100.555,27.47482
1968-10,,101.1814,100.983,5.814123,27.90211,100.7032,100.648,27.57633
1968-11,,101.3981,101.1633,6.011764,28.06486,100.761,100.7114,27.67788
1968-12,,101.5431,101.2839,6.1826,28.20814,100.7904,100.7437,27.77949
1969-01,,101.6158,101.3445,6.321982,28.33166,100.7887,100.7418,27.88115
1969-02,,101.6007,101.3319,6.374712,28.43083,100.7541,100.7038,27.9829
1969-03,,101.4956,101.2444,6.279011,28.50477,100.6903,100.6338,28.08475
1969-04,,101.295,101.0775,5.999093,28.55174,100.6134,100.5496,28.18671
1969-05,,101.0146,100.8442,5.576,28.57583,100.5437,100.4731,28.28881
1969-06,,100.6643,100.5527,5.02361,28.57967,100.4975,100.4223,28.39108
1969-07,,100.2972,100.2472,4.397915,28.57821,100.4794,100.4025,28.49353
1969-08,,99.95903,99.96584,3.763266,28.58448,100.4856,100.4093,28.5962
1969-09,,99.65352,99.71162,3.149427,28.59966,100.5048,100.4304,28.69909
1969-10,,99.36454,99.47116,2.570151,28.61923,100.5172,100.444,28.80226
1969-11,,99.06587,99.22263,2.033997,28.6357,100.5011,100.4263,28.90572
1969-12,,98.7513,98.96088,1.556703,28.64725,100.4395,100.3587,29.00949
1970-01,,98.43105,98.6944,1.147799,28.65685,100.3286,100.237,29.11363
1970-02,,98.12782,98.44208,0.8451927,28.67113,100.1729,100.0663,29.21814
1970-03,,97.83729,98.20033,0.6459798,28.68891,99.9837,99.85875,29.32308
1970-04,,97.57539,97.9824,0.5716317,28.71495,99.78075,99.63612,29.42847
1970-05,,97.36729,97.80923,0.633301,28.7568,99.58206,99.41818,29.53436
1970-06,,97.22366,97.68972,0.8333513,28.81784,99.39515,99.21315,29.64076
1970-07,,97.12951,97.61138,1.104387,28.89382,99.20791,99.00776,29.74773
1970-08,,97.09682,97.58417,1.413527,28.98853,99.00118,98.78099,29.85528
1970-09,,97.13807,97.6185,1.770178,29.10592,98.76104,98.51757,29.96346
1970-10,,97.29878,97.75224,2.238796,29.25996,98.49226,98.22274,30.07228
1970-11,,97.62704,98.02538,2.898025,29.46557,98.21579,97.91946,30.18177
1970-12,,98.10349,98.42184,3.73583,29.71747,97.96825,97.64793,30.29196
1971-01,,98.65837,98.88355,4.669443,29.99496,97.80215,97.46573,30.40286
1971-02,,99.22074,99.3515,5.59995,30.2767,97.76823,97.42851,30.51448
1971-03,,99.72147,99.76816,6.457658,30.54154,97.89244,97.56477,30.62684
1971-04,,100.1397,100.1162,7.201567,30.78287,98.15575,97.85361,30.73994
1971-05,,100.4659,100.3876,7.791902,30.9975,98.51005,98.24225,30.85375
1971-06,,100.7057,100.5872,8.220591,31.18683,98.89582,98.66541,30.96828
1971-07,,100.8708,100.7245,8.515137,31.35417,99.2531,99.05733,31.0835
1971-08,,100.9755,100.8117,8.676648,31.50376,99.52943,99.36046,31.1994
1971-09,,101.0407,100.8659,8.712715,31.64184,99.68987,99.53644,31.31594
1971-10,,101.106,100.9202,8.615162,31.78075,99.7324,99.58309,31.43311
1971-11,,101.2248,101.0191,8.388597,31.93732,99.67648,99.52175,31.55088
1971-12,,101.41,101.1732,8.070312,32.11576,99.55932,99.39323,31.66922
1972-01,,101.6228,101.3503,7.698,32.30397,99.43899,99.26124,31.78812
1972-02,,101.8172,101.512,7.301507,32.48735,99.37067,99.1863,31.90754
1972-03,,101.9816,101.6488,6.943225,32.66211,99.38354,99.20041,32.02745
1972-04,,102.1272,101.77,6.655657,32.83168,99.45393,99.27763,32.14782
1972-05,,102.2677,101.8869,6.461352,33.00036,99.54102,99.37317,32.2686
1972-06,,102.4224,102.0156,6.373,33.17437,99.61761,99.45718,32.38977
1972-07,,102.6268,102.1857,6.414187,33.36529,99.69953,99.54704,32.51127
1972-08,,102.9128,102.4237,6.601861,33.5836,99.82198,99.68137,32.63306
1972-09,,103.2564,102.7096,6.889269,33.82173,100.0154,99.89351,32.7551
1972-10,,103.6111,103.0047,7.186205,34.06458,100.2782,100.1818,32.87735
1972-11,,103.928,103.2685,7.385317,34.29599,100.59,100.5239,32.99976
1972-12,,104.1478,103.4513,7.41177,34.49611,100.9187,100.8844,33.12226
1973-01,,104.2359,103.5247,7.2718,34.65306,101.2244,101.2197,33.24483
1973-02,,104.1801,103.4782,7.002262,34.7622,101.4688,101.4879,33.3674
1973-03,,103.9979,103.3266,6.633775,34.82884,101.6257,101.6599,33.48994
1973-04,,103.721,103.0962,6.187443,34.86312,101.6957,101.7367,33.6124
1973-05,,103.3986,102.8279,5.69961,34.88125,101.6951,101.7361,33.73476
1973-06,,103.0891,102.5704,5.21028,34.90285,101.6506,101.6872,33.85696
1973-07,,102.8372,102.3608,4.728814,34.94307,101.5983,101.6299,33.979
1973-08,,102.6609,102.2141,4.242088,35.00824,101.5712,101.6001,34.10085
1973-09,,102.5624,102.1321,3.77763,35.09939,101.5869,101.6174,34.22248
1973-10,,102.4871,102.0695,3.327391,35.19804,101.634,101.6691,34.34388
1973-11,,102.372,101.9737,2.876539,35.28253,101.6882,101.7285,34.46503
1973-12,,102.2048,101.8346,2.470913,35.34848,101.7266,101.7706,34.58593
1974-01,,101.9845,101.6513,2.141978,35.39532,101.7412,101.7867,34.70656
1974-02,,101.6862,101.403,1.875567,35.41419,101.7295,101.7738,34.82693
1974-03,,101.2921,101.0751,1.635879,35.39859,101.6862,101.7263,34.94705
1974-04,,100.7943,100.6608,1.383483,35.34544,101.5977,101.6292,35.06693
1974-05,,100.2057,100.1711,1.082814,35.25895,101.4465,101.4634,35.18656
1974-06,,99.55318,99.62813,0.7030401,35.14823,101.2193,101.2141,35.30598
1974-07,,98.87014,99.05977,0.234344,35.02496,100.9186,100.8842,35.42521
1974-08,,98.18027,98.48573,-0.3164172,34.89747,100.5549,100.4853,35.54428
1974-09,,97.53667,97.95018,-0.8965581,34.7847,100.1439,100.0345,35.66321
1974-10,,96.9938,97.49845,-1.396933,34.70635,99.70829,99.55665,35.78203
1974-11,,96.60258,97.17292,-1.704637,34.68109,99.27469,99.08102,35.90078
1974-12,,96.41853,97.01977,-1.751136,34.72947,98.87337,98.64079,36.0195
1975-01,,96.48511,97.07516,-1.489821,34.86799,98.53748,98.27234,36.13821
1975-02,,96.76517,97.30821,-0.9321205,35.08409,98.29717,98.00874,36.25694
1975-03,,97.17912,97.65266,-0.138442,35.34959,98.16936,97.86853,36.3757
1975-04,,97.67179,98.06261,0.8471006,35.64486,98.14999,97.84728,36.49453
1975-05,,98.17987,98.48539,1.951416,35.947,98.22089,97.92506,36.61341
1975-06,,98.66196,98.88654,3.108688,36.24088,98.35764,98.07506,36.73237
1975-07,,99.07989,99.2343,4.246585,36.51232,98.53086,98.26508,36.85139
1975-08,,99.4073,99.50674,5.312372,36.75135,98.71552,98.46764,36.97048
1975-09,,99.64415,99.70383,6.246781,36.95763,98.89751,98.66727,37.08961
1975-10,,99.82281,99.8525,7.020304,37.14285,99.07942,98.86681,37.20877
1975-11,,99.97826,99.98184,7.608581,37.31983,99.27193,99.07799,37.32794
1975-12,,100.1255,100.1043,7.960433,37.49409,99.48501,99.31172,37.4471
1976-01,,100.2678,100.2228,8.026948,37.66682,99.71826,99.56759,37.56622
1976-02,,100.3795,100.3157,7.821791,37.82829,99.96227,99.83524,37.68528
1976-03,,100.4313,100.3588,7.405099,37.96726,100.1983,100.0941,37.80423
1976-04,,100.4095,100.3407,6.82708,38.07836,100.397,100.3121,37.92305
1976-05,,100.3064,100.2549,6.151423,38.15825,100.5283,100.4561,38.04171
1976-06,,100.1381,100.1149,5.441364,38.21288,100.573,100.5051,38.16017
1976-07,,99.94619,99.95516,4.780556,38.25782,100.54,100.469,38.27841
1976-08,,99.77658,99.81403,4.242727,38.31061,100.4524,100.3728,38.3964
1976-09,,99.6404,99.70071,3.83678,38.37561,100.3388,100.2482,38.51411
1976-10,,99.58154,99.65173,3.572717,38.46985,100.2293,100.1282,38.63151
1976-11,,99.63182,99.69357,3.446149,38.60592,100.1479,100.0389,38.74859
1976-12,,99.7825,99.81895,3.431701,38.78078,100.105,99.99181,38.86531
1977-01,,99.97657,99.98043,3.466418,38.97252,100.0879,99.97301,38.98165
1977-02,,100.1833,100.1525,3.54488,39.16926,100.0753,99.95921,39.09758
1977-03,,100.3759,100.3128,3.669565,39.36049,100.0498,99.93122,39.21308
1977-04,,100.5247,100.4366,3.824006,39.53448,100.0098,99.88739,39.32811
1977-05,,100.6303,100.5244,4.01744,39.69124,99.96403,99.83717,39.44265
1977-06,,100.6896,100.5738,4.230461,39.82946,99.92658,99.7961,39.55667
1977-07,,100.705,100.5866,4.422653,39.94983,99.91309,99.7813,39.67015
1977-08,,100.6986,100.5813,4.568887,40.06098,99.93596,99.80639,39.78305
1977-09,,100.7079,100.589,4.696114,40.17777,99.99824,99.8747,39.89534
1977-10,,100.7563,100.6292,4.782198,40.30956,100.0848,99.96964,40.007
1977-11,,100.8509,100.7079,4.800828,40.45933,100.1737,100.0672,40.11798
1977-12,,100.982,100.8171,4.751146,40.62331,100.246,100.1465,40.22826
1978-01,,101.1291,100.9395,4.671843,40.79325,100.2952,100.2005,40.3378
1978-02,,101.3026,101.0838,4.606043,40.97341,100.3225,100.2304,40.44657
1978-03,,101.51,101.2564,4.589431,41.16692,100.3336,100.2426,40.55454
1978-04,,101.7355,101.444,4.636144,41.36735,100.3377,100.2471,40.66168
1978-05,,101.9543,101.6261,4.719997,41.56466,100.3438,100.2538,40.76795
1978-06,,102.1435,101.7836,4.82058,41.74947,100.3584,100.2698,40.87333
1978-07,,102.2957,101.9102,4.927898,41.91851,100.3825,100.2962,40.97779
1978-08,,102.4105,102.0057,5.018801,42.07156,100.4146,100.3314,41.0813
1978-09,,102.4898,102.0717,5.056122,42.20921,100.4531,100.3736,41.18382
1978-10,,102.5115,102.0898,4.993072,42.32224,100.4981,100.423,41.28534
1978-11,,102.4802,102.0637,4.82693,42.41227,100.5514,100.4815,41.38583
1978-12,,102.3923,101.9906,4.564861,42.47771,100.6163,100.5527,41.48525
1979-01,,102.2554,101.8766,4.236508,42.52146,100.6966,100.6408,41.5836
1979-02,,102.0912,101.74,3.85385,42.55246,100.7948,100.7485,41.68084
1979-03,,101.9309,101.6066,3.441333,42.58361,100.9087,100.8734,41.77695
1979-04,,101.7893,101.4888,3.030885,42.62115,101.0269,101.0031,41.87192
1979-05,,101.67,101.3896,2.651047,42.66656,101.1353,101.122,41.96573
1979-06,,101.5624,101.3,2.313877,42.7155,101.2228,101.2179,42.05838
1979-07,,101.4475,101.2044,2.007378,42.75998,101.2883,101.2898,42.14984
1979-08,,101.3105,101.0904,1.716434,42.79369,101.335,101.341,42.24012
1979-09,,101.1336,100.9432,1.421124,42.80906,101.3666,101.3757,42.32922
1979-10,,100.9313,100.7749,1.157664,42.81219,101.385,101.3959,42.41714
1979-11,,100.7414,100.6169,0.9590422,42.81902,101.3886,101.3998,42.50389
1979-12,,100.5765,100.4797,0.8411846,42.83502,101.372,101.3817,42.58949
1980-01,,100.4247,100.3533,0.7848172,42.85518,101.3269,101.3322,42.67394
1980-02,,100.232,100.193,0.714465,42.85649,101.2453,101.2427,42.75728
1980-03,,100.0267,100.0221,0.6278341,42.85096,101.125,101.1107,42.83953
1980-04,,99.8838,99.90324,0.585879,42.87086,100.9781,100.9496,42.92073
1980-05,,99.88169,99.90149,0.6643955,42.95004,100.8258,100.7825,43.00091
1980-06,,100.0766,100.0637,0.9308517,43.11311,100.6958,100.6399,43.08011
1980-07,,100.449,100.3735,1.384899,43.35216,100.6203,100.5571,43.15838
1980-08,,100.9095,100.7567,1.951903,43.62899,100.6306,100.5684,43.23576
1980-09,,101.347,101.1208,2.538402,43.89572,100.7484,100.6976,43.3123
1980-10,,101.652,101.3746,3.019323,44.10483,100.9707,100.9415,43.38805
1980-11,,101.7522,101.458,3.282671,44.22463,101.2803,101.2811,43.46306
1980-12,,101.6275,101.3542,3.29387,44.24595,101.6476,101.6839,43.53739
1981-01,,101.3418,101.1165,3.129363,44.19627,102.0265,102.0996,43.61108
1981-02,,100.9896,100.8234,2.940076,44.1165,102.3658,102.4718,43.68422
1981-03,,100.6142,100.511,2.741295,44.02563,102.6183,102.7488,43.75686
1981-04,,100.1964,100.1634,2.435962,43.91517,102.7545,102.8981,43.82909
1981-05,,99.69538,99.74645,1.902734,43.76726,102.7587,102.9028,43.90099
1981-06,,99.0957,99.24746,1.071416,43.57504,102.6338,102.7658,43.97268
1981-07,,98.42467,98.68909,-0.004012174,43.35042,102.4023,102.5118,44.04426
1981-08,,97.72133,98.10384,-1.188169,43.1106,102.0961,102.1759,44.11586
1981-09,,97.03963,97.53659,-2.315122,42.87948,101.7418,101.7873,44.1876
1981-10,,96.42559,97.02564,-3.235988,42.6776,101.3519,101.3596,44.25962
1981-11,,95.89164,96.58134,-3.875376,42.51076,100.9288,100.8955,44.33208
1981-12,,95.43497,96.20134,-4.221706,42.37802,100.4722,100.3947,44.40512
1982-01,,95.03857,95.87148,-4.353671,42.27211,99.98871,99.86425,44.4789
1982-02,,94.69695,95.58723,-4.364863,42.19088,99.48717,99.3141,44.55357
1982-03,,94.40829,95.34703,-4.297215,42.13375,98.97713,98.75461,44.6293
1982-04,,94.191,95.16622,-4.112311,42.10925,98.46779,98.19589,44.70623
1982-05,,94.06903,95.06473,-3.74456,42.12837,97.96864,97.64835,44.78453
1982-06,,94.06728,95.06328,-3.14944,42.20267,97.48989,97.1232,44.86434
1982-07,,94.20947,95.18159,-2.323434,42.3432,97.04217,96.63207,44.9458
1982-08,,94.51625,95.43687,-1.277699,42.55978,96.64078,96.19177,45.02906
1982-09,,94.98508,95.82697,-0.06461706,42.85177,96.30774,95.82645,45.11422
1982-10,,95.61499,96.35114,1.269328,43.21932,96.0703,95.56599,45.2014
1982-11,,96.40046,97.00473,2.704487,43.66046,95.95387,95.43827,45.29071
1982-12,,97.30112,97.75417,4.198862,44.15741,95.96796,95.45374,45.38223
1983-01,,98.23566,98.53181,5.68117,44.67366,96.1011,95.59978,45.47601
1983-02,,99.13782,99.2825,7.082862,45.1792,96.32375,95.84402,45.57211
1983-03,,99.95766,99.9647,8.348361,45.65123,96.60013,96.14718,45.67057
1983-04,,100.6725,100.5595,9.42778,46.07921,96.89301,96.46846,45.77141
1983-05,,101.2641,101.0518,10.269,46.45453,97.17136,96.77378,45.87463
1983-06,,101.7234,101.434,10.82866,46.77265,97.41635,97.04253,45.98024
1983-07,,102.0468,101.7031,11.07224,47.03154,97.62824,97.27496,46.08822
1983-08,,102.2428,101.8661,10.98428,47.23466,97.818,97.48312,46.19854
1983-09,,102.3332,101.9414,10.59455,47.39173,98.00079,97.68362,46.31118
1983-10,,102.3205,101.9308,9.912445,47.50341,98.19064,97.89188,46.42609
1983-11,,102.2064,101.8359,8.954768,47.57015,98.39859,98.11998,46.54322
1983-12,,101.9789,101.6466,7.764312,47.58593,98.62978,98.37358,46.66252
1984-01,,101.6551,101.3772,6.457034,47.55825,98.87898,98.64695,46.78392
1984-02,,101.2745,101.0604,5.148345,47.50518,99.13422,98.92693,46.90735
1984-03,,100.8714,100.725,3.923939,47.44256,99.37864,99.19505,47.03272
1984-04,,100.4721,100.3928,2.828619,47.38262,99.59167,99.42872,47.15996
1984-05,,100.0963,100.08,1.894256,47.3345,99.75635,99.60937,47.28898
1984-06,,99.76342,99.80307,1.143526,47.30751,99.8686,99.73249,47.41969
1984-07,,99.48618,99.57238,0.5871269,47.30767,99.94955,99.82129,47.55201
1984-08,,99.26881,99.39151,0.2169935,47.33716,100.0286,99.90807,47.68583
1984-09,,99.10414,99.25449,0.001973238,47.39266,100.1288,100.0179,47.82107
1984-10,,99.00282,99.17017,-0.0505388,47.4794,100.2513,100.1523,47.95763
1984-11,,98.97321,99.14554,0.06607011,47.60158,100.3846,100.2985,48.09542
1984-12,,99.0124,99.17815,0.3615237,47.75797,100.511,100.4371,48.23433
1985-01,,99.118,99.26601,0.8186857,47.94761,100.6124,100.5484,48.37427
1985-02,,99.27081,99.39317,1.381306,48.16137,100.6756,100.6178,48.51514
1985-03,,99.46048,99.55099,2.006138,48.39433,100.6992,100.6436,48.65684
1985-04,,99.67499,99.72949,2.655107,48.64068,100.7026,100.6473,48.79928
1985-05,,99.90079,99.91738,3.29424,48.89381,100.7122,100.6579,48.94237
1985-06,,100.1179,100.098,3.881761,49.14387,100.7491,100.6983,49.08601
1985-07,,100.3212,100.2672,4.397951,49.38824,100.8158,100.7715,49.23012
1985-08,,100.5097,100.424,4.835742,49.62626,100.9021,100.8662,49.37461
1985-09,,100.6714,100.5586,5.188994,49.85186,100.9889,100.9614,49.51938
1985-10,,100.7936,100.6603,5.432022,50.0585,101.0498,101.0282,49.66435
1985-11,,100.8575,100.7135,5.535475,50.23655,101.0596,101.0389,49.80943
1985-12,,100.849,100.7064,5.487468,50.37867,101.0039,100.9778,49.95455
1986-01,,100.7924,100.6593,5.31625,50.49662,100.8931,100.8563,50.09962
1986-02,,100.7265,100.6044,5.083372,50.60959,100.7459,100.6949,50.24458
1986-03,,100.6815,100.567,4.831972,50.73272,100.5779,100.5106,50.38934
1986-04,,100.6544,100.5445,4.572075,50.86457,100.3919,100.3066,50.53385
1986-05,,100.6303,100.5244,4.302413,50.99743,100.1839,100.0783,50.67803
1986-06,,100.6016,100.5006,4.03652,51.12757,99.94984,99.8216,50.82181
1986-07,,100.5929,100.4933,3.804691,51.26731,99.6946,99.54163,50.96513
