country,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK
1970-09,,,98.63821,98.73199,1.678908,44.04078,99.36984,99.28522,44.64881
1970-10,,,98.43054,98.5387,1.44969,44.07161,99.25542,99.1588,44.77431
1970-11,,,98.36054,98.47353,1.371215,44.16319,99.15532,99.04819,44.8993
1970-12,,,98.41496,98.52419,1.426423,44.31009,99.07106,98.95509,45.02374
1971-01,,,98.54555,98.64574,1.556841,44.49097,99.00444,98.88148,45.14762
1971-02,,,98.69764,98.7873,1.721518,44.68135,98.9581,98.83028,45.27094
1971-03,,,98.83623,98.9163,1.892775,44.8654,98.93491,98.80466,45.39368
1971-04,,,98.95867,99.03027,2.09029,45.04184,98.93604,98.80591,45.51581
1971-05,,,99.04034,99.10628,2.340955,45.19933,98.96265,98.83532,45.6373
1971-06,,,99.10466,99.16615,2.696236,45.34843,99.01606,98.89433,45.75812
1971-07,,,99.17809,99.2345,3.14852,45.50116,99.09597,98.98262,45.87824
1971-08,,,99.2592,99.31,3.620382,45.65686,99.20223,99.10003,45.99761
1971-09,,,99.32834,99.37434,4.009157,45.80645,99.33469,99.24638,46.1162
1971-10,,,99.36047,99.40426,4.235507,45.93826,99.4912,99.41931,46.23394
1971-11,,,99.33869,99.38399,4.259396,46.04427,99.66905,99.61582,46.3508
1971-12,,,99.30276,99.35055,4.135947,46.14273,99.86468,99.83197,46.46671
1972-01,,,99.32401,99.37032,3.991307,46.26674,100.0719,100.0609,46.58163
1972-02,,,99.44164,99.4798,3.924267,46.43476,100.2841,100.2954,46.6955
1972-03,,,99.66075,99.68375,3.976475,46.64946,100.4956,100.529,46.80825
1972-04,,,99.94814,99.95125,4.115443,46.89551,100.7028,100.758,46.91985
1972-05,,,100.2898,100.2693,4.352276,47.16653,100.9036,100.9798,47.03022
1972-06,,,100.6814,100.6338,4.657516,47.46054,101.0967,101.1932,47.13932
1972-07,,,101.1041,101.0272,4.983568,47.76874,101.2821,101.3981,47.2471
1972-08,,,101.5216,101.4158,5.294248,48.07405,101.46,101.5947,47.35352
1972-09,,,101.8834,101.7525,5.55796,48.35235,101.6299,101.7824,47.45853
1972-10,,,102.1633,102.0131,5.77465,48.59103,101.7914,101.9608,47.56211
1972-11,,,102.3609,102.197,5.962181,48.78952,101.9425,102.1277,47.66422
1972-12,,,102.4796,102.3075,6.082162,48.94921,102.0798,102.2795,47.76484
1973-01,,,102.5338,102.3579,6.073464,49.07674,102.199,102.4111,47.86396
1973-02,,,102.5426,102.3662,5.914337,49.18108,102.2941,102.5163,47.96158
1973-03,,,102.5318,102.3561,5.627019,49.27443,102.3595,102.5885,48.05769
1973-04,,,102.5184,102.3437,5.265963,49.36501,102.3924,102.6248,48.15232
1973-05,,,102.5024,102.3287,4.847148,49.45276,102.3904,102.6227,48.24548
1973-06,,,102.4457,102.276,4.338034,49.51939,102.3515,102.5797,48.3372
1973-07,,,102.3147,102.154,3.725688,49.54845,102.2759,102.4962,48.42752
1973-08,,,102.092,101.9467,3.031641,49.53148,102.1638,102.3723,48.51651
1973-09,,,101.7514,101.6297,2.281366,49.45544,102.015,102.2078,48.60422
1973-10,,,101.2675,101.1793,1.475206,49.30785,101.832,102.0057,48.69072
1973-11,,,100.6648,100.6183,0.6371087,49.10036,101.6174,101.7686,48.77608
1973-12,,,99.98833,99.98866,-0.1930581,48.85471,101.3742,101.4998,48.8604
1974-01,,96.84058,99.27757,99.32709,-0.9913873,48.5902,101.1082,101.206,48.94378
1974-02,,96.97324,98.66922,98.76085,-1.641269,48.37388,100.8255,100.8936,49.02631
1974-03,,97.07764,98.034,98.1696,-2.296915,48.14264,100.5303,100.5675,49.1081
1974-04,,97.16978,97.37592,97.55706,-2.970752,47.8985,100.2259,100.2311,49.18927
1974-05,,97.20555,96.71699,96.94373,-3.640635,47.65237,99.91354,99.88596,49.26991
1974-06,,97.19369,96.11537,96.38376,-4.213133,47.43307,99.59343,99.53226,49.35015
1974-07,,97.16009,95.64671,95.94753,-4.581772,47.27826,99.2655,99.16994,49.4301
1974-08,,97.15962,95.33511,95.6575,-4.706482,47.20029,98.92976,98.79897,49.50987
1974-09,,97.10457,95.18552,95.51826,-4.556311,47.2021,98.58714,98.42042,49.58958
1974-10,,96.97027,95.20687,95.53814,-4.095138,47.28863,98.24107,98.03802,49.66934
1974-11,,96.85017,95.40429,95.7219,-3.334887,47.46292,97.89791,97.65887,49.74925
1974-12,,96.67979,95.75523,96.04855,-2.334372,47.71426,97.56791,97.29425,49.8294
1975-01,,96.56196,96.22135,96.48241,-1.165329,48.02396,97.26576,96.9604,49.90988
1975-02,,96.73203,96.75362,96.97784,-0.01240614,48.36788,97.00893,96.67664,49.99077
1975-03,,97.26539,97.33214,97.51631,1.233088,48.73628,96.81404,96.4613,50.07214
1975-04,,98.11257,97.96963,98.10967,2.58302,49.13573,96.69005,96.3243,50.15404
1975-05,,98.77105,98.66103,98.75322,4.011333,49.56386,96.64413,96.27356,50.23652
1975-06,,99.28458,99.42402,99.46341,5.474433,50.02977,96.68234,96.31578,50.3196
1975-07,,99.78996,100.2419,100.2247,6.867762,50.52522,96.8046,96.45087,50.40329
1975-08,,100.2086,101.0808,101.0055,8.120685,51.03328,97.01053,96.6784,50.4876
1975-09,,100.562,101.9166,101.7835,9.193806,51.54177,97.29907,96.99722,50.57251
1975-10,,100.963,102.7047,102.517,10.02252,52.02814,97.66205,97.39827,50.65799
1975-11,,101.2632,103.3478,103.1156,10.49213,52.44279,98.08841,97.86936,50.74399
1975-12,,101.4717,103.7682,103.5069,10.54529,52.74586,98.563,98.39373,50.83047
1976-01,,101.661,103.9446,103.6711,10.20724,52.92588,99.0605,98.94344,50.91738
1976-02,,101.7575,103.8873,103.6177,9.550623,52.98731,99.5527,99.48726,51.00463
1976-03,,101.5584,103.6393,103.3869,8.649136,52.95155,100.0139,99.99686,51.09217
1976-04,,101.0448,103.2676,103.0409,7.563805,52.85226,100.427,100.4533,51.17991
1976-05,,100.5811,102.8397,102.6427,6.375168,52.72364,100.7783,100.8415,51.26779
1976-06,,100.1974,102.3836,102.2181,5.097077,52.57982,101.056,101.1483,51.35573
1976-07,,99.84837,101.8795,101.7489,3.731435,52.41053,101.2525,101.3654,51.44366
1976-08,,99.59148,101.3374,101.2444,2.326753,52.2207,101.3594,101.4836,51.53151
1976-09,,99.32058,100.8058,100.7496,0.9573258,52.03519,101.368,101.493,51.61924
1976-10,,99.0228,100.3717,100.3455,-0.2482638,51.89897,101.276,101.3914,51.70677
1976-11,,98.84428,100.1018,100.0943,-1.136492,51.84678,101.089,101.1847,51.79407
1976-12,,98.77241,100.0002,99.99973,-1.639306,51.8812,100.8281,100.8965,51.88108
1977-01,,98.81432,100.0272,100.0248,-1.783587,51.9819,100.5451,100.5838,51.96778
1977-02,,98.86365,100.1299,100.1204,-1.633539,52.12175,100.3027,100.316,52.05413
1977-03,,98.86378,100.2615,100.2429,-1.274966,52.27644,100.1586,100.1567,52.14009
1977-04,,98.75851,100.3871,100.3598,-0.803117,52.42779,100.1452,100.1419,52.22565
1977-05,,98.69706,100.5026,100.4673,-0.284492,52.57365,100.2692,100.2789,52.31076
1977-06,,98.72906,100.598,100.5561,0.2451021,52.7087,100.4997,100.5336,52.39539
1977-07,,98.86595,100.6365,100.592,0.7689241,52.81353,100.7471,100.807,52.4795
1977-08,,99.04902,100.5951,100.5534,1.254566,52.87584,100.9057,100.9822,52.56305
1977-09,,99.21764,100.4722,100.439,1.651567,52.89459,100.8968,100.9724,52.64602
1977-10,,99.33142,100.3062,100.2845,1.909167,52.88981,100.7182,100.775,52.72838
1977-11,,99.40671,100.1665,100.1545,2.027672,52.89807,100.4143,100.4392,52.81012
1977-12,,99.40286,100.1107,100.1026,2.059679,52.94978,100.0581,100.0457,52.89122
1978-01,,99.35209,100.1485,100.1377,2.055379,53.05033,99.74241,99.69688,52.97167
1978-02,,99.36331,100.2827,100.2626,2.071437,53.20141,99.55292,99.4875,53.05146
1978-03,,99.46778,100.5421,100.5041,2.184843,53.41859,99.54093,99.47427,53.13059
1978-04,,99.60782,100.8818,100.8203,2.385056,53.67822,99.68629,99.63486,53.20903
1978-05,,99.73756,101.2549,101.1676,2.628343,53.95546,99.93526,99.90997,53.28675
1978-06,,99.88805,101.6396,101.5256,2.902712,54.23868,100.2263,100.2316,53.36374
1978-07,,100.0376,102.0144,101.8745,3.22442,54.51646,100.5085,100.5434,53.43997
1978-08,,100.1662,102.3506,102.1874,3.588558,54.77332,100.7465,100.8063,53.51541
1978-09,,100.3117,102.6234,102.4414,3.972702,54.99593,100.9261,101.0047,53.59004
1978-10,,100.4406,102.8215,102.6257,4.326291,55.17798,101.0634,101.1564,53.66386
1978-11,,100.508,102.947,102.7426,4.579378,55.32047,101.1872,101.2932,53.73684
1978-12,,100.5341,103.0046,102.7962,4.676029,55.42573,101.3245,101.4449,53.80899
1979-01,,100.5362,103.0067,102.7981,4.618246,55.50032,101.4867,101.6242,53.88029
1979-02,,100.5032,102.9746,102.7682,4.424985,55.55557,101.6716,101.8284,53.95077
1979-03,,100.3928,102.9195,102.7169,4.078996,55.59754,101.8623,102.0391,54.02042
1979-04,,100.1656,102.8319,102.6354,3.619284,55.62099,102.0259,102.2199,54.08926
1979-05,,99.89418,102.6915,102.5047,3.075643,55.61494,102.1293,102.3342,54.15731
1979-06,,99.58111,102.4597,102.289,2.433168,55.5584,102.1573,102.3651,54.22462
1979-07,,99.2245,102.1403,101.9917,1.718295,55.45321,102.1349,102.3403,54.29122
1979-08,,98.92615,101.7281,101.608,0.9551802,55.2965,102.1021,102.3042,54.35717
1979-09,,98.63257,101.2389,101.1527,0.1833663,55.09678,102.0928,102.2939,54.42254
1979-10,,98.22819,100.6989,100.65,-0.5613837,54.86822,102.1138,102.317,54.48741
1979-11,,97.82891,100.1133,100.105,-1.27765,54.61367,102.1486,102.3555,54.55185
1979-12,,97.36586,99.47984,99.51536,-1.973556,54.33187,102.1596,102.3677,54.61596
1980-01,,96.7794,98.80307,98.88544,-2.657564,54.02536,102.0888,102.2895,54.67984
1980-02,,96.27706,98.11649,98.24638,-3.317509,53.71251,101.8832,102.0622,54.74361
1980-03,,95.89418,97.47073,97.64531,-3.914556,53.42114,101.526,101.6675,54.80737
1980-04,,95.58579,96.90931,97.12275,-4.39695,53.17537,101.0478,101.1392,54.87127
1980-05,,95.4044,96.49073,96.73314,-4.688187,53.00761,100.5161,100.5517,54.93544
1980-06,,95.39803,96.25143,96.5104,-4.71587,52.93834,100.0039,99.98583,55.00005
1980-07,,95.5864,96.201,96.46346,-4.472059,52.97331,99.56398,99.49973,55.06524
1980-08,,95.76213,96.33266,96.58601,-3.95537,53.10932,99.2292,99.12983,55.13117
1980-09,,95.91795,96.60349,96.83809,-3.219089,53.32317,99.00879,98.88629,55.19797
1980-10,,96.0709,96.94848,97.1592,-2.349013,53.57936,98.87621,98.73981,55.2658
1980-11,,96.10651,97.284,97.4715,-1.431437,53.83191,98.79099,98.64565,55.3348
1980-12,,96.03624,97.55067,97.71972,-0.5224097,54.04804,98.71368,98.56023,55.40509
1981-01,,95.96183,97.73239,97.88886,0.3580698,54.21881,98.61738,98.45382,55.47681
1981-02,,95.94044,97.83987,97.9889,1.187095,54.35012,98.48837,98.31129,55.55008
1981-03,,96.05903,97.89668,98.04178,1.935399,54.45505,98.32813,98.13422,55.62503
1981-04,,96.25055,97.9241,98.06729,2.576528,54.54544,98.15723,97.9454,55.70176
1981-05,,96.38058,97.89642,98.04153,3.017284,54.607,98.00259,97.77453,55.78039
1981-06,,96.46615,97.8438,97.99255,3.245664,54.65654,97.88517,97.6448,55.86102
1981-07,,96.54563,97.80582,97.95721,3.290174,54.71622,97.80671,97.55811,55.94373
1981-08,,96.59329,97.772,97.92573,3.146285,54.78029,97.76197,97.50867,56.02861
1981-09,,96.64489,97.77536,97.92886,2.895926,54.86736,97.74793,97.49316,56.11573
1981-10,,96.75005,97.83912,97.9882,2.633993,54.99063,97.77023,97.5178,56.20516
1981-11,,96.92068,97.96619,98.10648,2.452187,55.15197,97.83831,97.59302,56.29694
1981-12,,97.23091,98.1416,98.26975,2.396195,55.34314,97.95765,97.72488,56.39111
1982-01,,97.64658,98.32698,98.4423,2.441653,55.54265,98.11851,97.90262,56.4877
1982-02,,97.92008,98.48099,98.58565,2.533668,55.72718,98.30441,98.10802,56.58674
1982-03,,97.99545,98.56244,98.66146,2.604449,55.87331,98.49736,98.32121,56.68823
1982-04,,97.93999,98.57519,98.67332,2.635543,55.98301,98.68102,98.52415,56.79219
1982-05,,97.86896,98.52512,98.62672,2.659769,56.05942,98.84054,98.70039,56.89861
1982-06,,97.79576,98.42332,98.53197,2.656792,56.10865,98.96271,98.83537,57.00747
1982-07,,97.70309,98.26176,98.38158,2.576354,56.12591,99.03767,98.9182,57.11877
1982-08,,97.61605,98.06685,98.20016,2.456735,56.1261,99.05997,98.94285,57.23249
1982-09,,97.48966,97.90228,98.047,2.329678,56.1456,99.0328,98.91282,57.34861
1982-10,,97.29593,97.81795,97.96849,2.223091,56.21312,98.97547,98.84948,57.46709
1982-11,,97.15022,97.85711,98.00494,2.179247,56.35386,98.91277,98.7802,57.58791
1982-12,,97.09464,98.02061,98.15714,2.214495,56.56871,98.86614,98.72868,57.71103
1983-01,,97.24376,98.32037,98.43614,2.380737,56.86497,98.8452,98.70554,57.83641
1983-02,,97.63503,98.75214,98.83804,2.715947,57.2407,98.84837,98.70905,57.96401
1983-03,,98.48994,99.29569,99.34396,3.241784,57.6846,98.86146,98.72351,58.09376
1983-04,,99.82285,99.89394,99.90081,3.895533,58.16385,98.8542,98.71549,58.2256
1983-05,,100.7912,100.503,100.4677,4.626513,58.65302,98.8,98.6556,58.35947
1983-06,,101.235,101.0631,100.989,5.361925,59.11715,98.69678,98.54156,58.49529
1983-07,,101.324,101.5308,101.4244,6.066065,59.53054,98.59064,98.42427,58.63298
1983-08,,101.3193,101.8944,101.7628,6.698715,59.88583,98.5405,98.36888,58.77246
1983-09,,101.2788,102.1631,102.0129,7.199887,60.18801,98.58323,98.41608,58.91365
1983-10,,101.2671,102.3401,102.1776,7.516526,60.4384,98.71787,98.56486,59.05644
1983-11,,101.3964,102.4492,102.2792,7.624639,60.65064,98.91349,98.78099,59.20071
1983-12,,101.6326,102.502,102.3284,7.535077,60.8312,99.13296,99.02349,59.34634
1984-01,,101.8715,102.5101,102.3359,7.247978,60.98653,99.35223,99.26575,59.49322
1984-02,,101.9073,102.4706,102.2991,6.767924,61.1147,99.55659,99.49156,59.6412
1984-03,,101.6046,102.3974,102.231,6.134992,61.22355,99.73684,99.69072,59.79015
1984-04,,101.0675,102.2929,102.1337,5.416486,61.31429,99.88625,99.8558,59.93994
1984-05,,100.7369,102.1587,102.0089,4.662325,61.38761,99.99881,99.98017,60.09041
1984-06,,100.6972,102.0079,101.8685,3.947891,61.45103,100.0696,100.0583,60.24143
1984-07,,100.8011,101.8654,101.7359,3.340983,61.51945,100.0974,100.0891,60.39286
1984-08,,100.9146,101.7564,101.6344,2.875679,61.60795,100.0834,100.0736,60.54453
1984-09,,101.0187,101.6737,101.5574,2.53239,61.71221,100.0323,100.0171,60.69632
1984-10,,101.0953,101.5928,101.4821,2.281424,61.81725,99.95651,99.93344,60.84806
1984-11,,101.0236,101.4929,101.3891,2.076841,61.91026,99.87396,99.84223,60.99962
1984-12,,100.7085,101.3626,101.2678,1.895209,61.98408,99.80689,99.76813,61.15084
1985-01,102.2675,100.1521,101.2135,101.129,1.73632,62.04546,99.78189,99.7405,61.30156
1985-02,102.2653,99.76895,101.0855,101.0099,1.642801,62.1187,99.82553,99.78872,61.45164
1985-03,102.2086,99.58842,101.0104,100.94,1.633005,62.22333,99.9572,99.9342,61.60092
1985-04,102.0861,99.45307,101.0059,100.9358,1.722439,62.37038,100.1771,100.1771,61.74924
1985-05,102.0342,99.40434,101.082,101.0067,1.919854,62.56616,100.4756,100.507,61.89642
1985-06,102.0773,99.46915,101.2006,101.117,2.174325,62.78718,100.8364,100.9056,62.04231
1985-07,102.1791,99.56503,101.3468,101.2531,2.446127,63.02429,101.2338,101.3447,62.18674
1985-08,102.2001,99.61988,101.4893,101.3857,2.677997,63.25781,101.6384,101.7918,62.32956
1985-09,102.0505,99.72243,101.6153,101.503,2.864065,63.47969,102.0207,102.2141,62.47059
1985-10,101.7168,99.90314,101.7327,101.6123,3.036834,63.69454,102.3536,102.582,62.6097
1985-11,101.476,100.0932,101.8441,101.716,3.220113,63.90384,102.6126,102.8681,62.74674
1985-12,101.2719,100.1696,101.9487,101.8133,3.424849,64.10694,102.7785,103.0515,62.88159
1986-01,101.0039,100.0728,102.0342,101.893,3.627223,64.29598,102.8468,103.127,63.01412
1986-02,100.8114,99.91489,102.0832,101.9385,3.768521,64.45966,102.8202,103.0976,63.14424
1986-03,100.6235,99.70701,102.0871,101.9421,3.807368,64.5924,102.7092,102.975,63.27187
1986-04,100.3681,99.35342,102.0433,101.9014,3.722758,64.69228,102.5392,102.787,63.39692
1986-05,100.2072,99.06433,101.9611,101.8248,3.514416,64.765,102.3379,102.5646,63.51935
1986-06,100.1068,98.95043,101.8254,101.6986,3.207017,64.80077,102.1278,102.3325,63.63911
1986-07,99.99836,98.9016,101.6266,101.5136,2.806785,64.79325,101.9213,102.1044,63.75616
1986-08,99.9102,98.84448,101.3514,101.2574,2.333079,64.73367,101.7222,101.8844,63.8705
1986-09,99.78965,98.66814,101.0084,100.9382,1.807863,64.62732,101.5276,101.6693,63.9821
1986-10,99.59088,98.54795,100.6216,100.5781,1.247812,64.48933,101.3295,101.4504,64.09096
1986-11,99.4275,98.44485,100.2667,100.2478,0.7267991,64.36829,101.1255,101.2251,64.19708
1986-12,99.24508,98.53333,100.0316,100.029,0.3336575,64.32084,100.9298,101.0088,64.30049
1987-01,98.98463,98.58636,99.9259,99.93056,0.08943313,64.35349,100.7843,100.8481,64.40121
1987-02,98.79687,98.60507,99.93054,99.93487,-0.008076833,64.45444,100.7281,100.786,64.49925
1987-03,98.66494,98.62209,99.99449,99.99439,-0.002011016,64.5911,100.7633,100.8249,64.59466
1987-04,98.56028,98.76489,100.0842,100.0779,0.07677013,64.74195,100.8454,100.9156,64.68746
1987-05,98.5427,98.88999,100.1297,100.1203,0.1493358,64.86172,100.9056,100.9821,64.77769
1987-06,98.64181,98.87099,100.118,100.1094,0.2178464,64.94194,100.9004,100.9764,64.86539
1987-07,98.84271,98.84283,100.0706,100.0652,0.3136391,64.99647,100.8352,100.9043,64.95061
1987-08,98.95502,98.89246,99.9994,99.99896,0.4624279,65.03301,100.753,100.8135,65.03341
1987-09,98.95403,98.96391,99.91731,99.92256,0.6695057,65.06,100.7003,100.7553,65.11384
1987-10,98.88431,98.78818,99.8143,99.82668,0.9018337,65.07092,100.6941,100.7484,65.19198
1987-11,98.8767,98.50931,99.70428,99.72427,1.097728,65.07488,100.7305,100.7886,65.26789
1987-12,99.01074,98.12155,99.61199,99.63837,1.192895,65.08812,100.7905,100.8549,65.34165
1988-01,99.29037,97.93286,99.53575,99.56741,1.175016,65.10965,100.8424,100.9123,65.41333
