country,CZE,CZE,CZE,CZE,CZE,CZE,CZE,CZE,CZE
2001-04,102.3632,100.2301,100.2091,100.1237,0.9377556,68.43993,100.7378,100.9624,68.2971
2001-05,101.6428,100.0559,99.82914,99.89905,0.453113,68.35058,100.6864,100.8751,68.46756
2001-06,100.8856,99.99769,99.49979,99.70433,0.1536506,68.29781,100.629,100.7777,68.64117
2001-07,100.7396,100.1223,99.27792,99.57316,0.02398222,68.32104,100.568,100.674,68.81796
2001-08,100.6094,100.2943,99.18006,99.5153,0.02718057,68.43227,100.5026,100.563,68.99801
2001-09,99.77158,100.4949,99.20422,99.52959,0.1510777,68.63085,100.4298,100.4393,69.18138
2001-10,98.90697,100.7382,99.32464,99.60078,0.4011679,68.89964,100.3446,100.2948,69.36813
2001-11,98.56732,101.0488,99.4955,99.70179,0.7689831,69.20742,100.2429,100.1221,69.55835
2001-12,99.07089,101.3359,99.6227,99.777,1.181544,69.48891,100.1243,99.92057,69.75209
2002-01,99.7203,101.5562,99.6716,99.80591,1.554697,69.71973,99.99618,99.70303,69.94945
2002-02,99.87976,101.7811,99.65645,99.79695,1.911923,69.90948,99.86905,99.48714,70.15048
2002-03,100.085,102.0361,99.59221,99.75897,2.243723,70.06839,99.75167,99.2878,70.35529
2002-04,99.97156,102.4004,99.51482,99.71321,2.603207,70.22157,99.64652,99.10924,70.56393
2002-05,99.8797,102.5752,99.41596,99.65477,2.944461,70.36314,99.55319,98.95074,70.7765
2002-06,99.89713,102.4649,99.26471,99.56535,3.181966,70.47102,99.47068,98.81062,70.99303
2002-07,100.0018,102.2095,99.13897,99.491,3.336306,70.60044,99.39864,98.68829,71.21362
2002-08,100.0443,101.7628,99.02767,99.42521,3.377665,70.74368,99.33778,98.58493,71.4383
2002-09,99.92426,101.2655,98.96282,99.38687,3.341026,70.92383,99.28933,98.50265,71.66714
2002-10,100.3119,100.872,98.95863,99.38439,3.268215,71.15144,99.25349,98.4418,71.90018
2002-11,100.5248,100.8332,98.9826,99.39856,3.173235,71.40353,99.23007,98.40202,72.13746
2002-12,100.6903,100.8849,98.99953,99.40857,3.116991,71.65488,99.21792,98.38137,72.37901
2003-01,100.9198,100.8782,98.93813,99.37227,3.060748,71.85368,99.2133,98.37354,72.62486
2003-02,101.1186,100.7869,98.81379,99.29875,3.005413,72.01055,99.21181,98.371,72.87501
2003-03,101.2661,100.6841,98.67228,99.2151,2.982976,72.15852,99.2094,98.3669,73.12946
2003-04,101.395,100.3909,98.5463,99.14061,2.99027,72.32139,99.20302,98.35608,73.38824
2003-05,101.1132,100.1104,98.42713,99.07015,3.026762,72.49286,99.19075,98.33524,73.6513
2003-06,100.6216,99.89413,98.35049,99.02484,3.162022,72.69933,99.17185,98.30315,73.91863
2003-07,100.231,99.71487,98.34274,99.02026,3.343101,72.96069,99.14716,98.26122,74.19021
2003-08,100.0384,99.71282,98.41917,99.06544,3.597668,73.2888,99.11816,98.21198,74.46599
2003-09,100.2147,99.66535,98.54899,99.1422,3.859804,73.66135,99.08634,98.15794,74.74592
2003-10,101.1728,99.04816,98.66376,99.21005,4.041972,74.02736,99.05257,98.10059,75.02994
2003-11,102.1156,98.61987,98.68399,99.22202,4.09398,74.32678,99.01781,98.04154,75.31797
2003-12,102.2965,98.29014,98.62632,99.18792,4.070089,74.5713,98.98369,97.9836,75.60994
2004-01,102.0398,97.90257,98.54521,99.13997,4.102495,74.80147,98.95302,97.93151,75.90574
2004-02,101.8208,97.47587,98.53864,99.13608,4.278632,75.09162,98.92957,97.89171,76.20525
2004-03,101.7568,97.35482,98.63018,99.1902,4.575806,75.46035,98.91756,97.87131,76.50838
2004-04,101.9035,97.57288,98.81154,99.29742,4.951025,75.90204,98.92031,97.87598,76.81495
2004-05,102.1396,98.20963,99.02686,99.42472,5.354235,76.3743,98.94079,97.91075,77.12483
2004-06,102.5311,98.72939,99.22233,99.54029,5.689603,76.83564,98.98093,97.97893,77.43785
2004-07,102.737,99.325,99.39566,99.64277,5.92543,77.28392,99.03945,98.0783,77.75381
2004-08,102.8427,99.45212,99.54239,99.72952,6.039753,77.71527,99.11378,98.20453,78.07254
2004-09,103.0264,99.42114,99.70188,99.82381,6.107332,78.16009,99.20054,98.35187,78.3938
2004-10,103.2999,99.64932,99.90056,99.94127,6.229759,78.63908,99.29461,98.51161,78.71736
2004-11,103.5806,100.13,100.1176,100.0696,6.470327,79.13597,99.3905,98.67447,79.04299
2004-12,103.4683,100.7663,100.3077,100.182,6.763175,79.61469,99.48307,98.83167,79.37043
2005-01,102.8828,101.1855,100.4362,100.2579,7.012664,80.04704,99.56783,98.9756,79.69941
2005-02,102.2018,101.3749,100.5244,100.3101,7.134881,80.44932,99.64189,99.10137,80.02964
2005-03,101.5968,101.3501,100.5873,100.3473,7.119575,80.8328,99.70531,99.20908,80.36085
2005-04,101.3573,101.3506,100.6733,100.3981,7.027427,81.23599,99.76305,99.30714,80.69272
2005-05,101.5269,101.4805,100.8122,100.4802,6.950941,81.68303,99.82206,99.40734,81.02495
2005-06,101.7345,101.7368,100.9917,100.5863,6.934757,82.164,99.88873,99.52057,81.35722
2005-07,101.9174,101.8506,101.2013,100.7103,6.969905,82.67053,99.96622,99.65216,81.68921
2005-08,101.8078,101.8581,101.4148,100.8365,7.033039,83.18102,100.0558,99.80431,82.02056
2005-09,101.795,101.9279,101.6246,100.9606,7.073633,83.68884,100.1575,99.97695,82.35095
2005-10,102.0408,102.1465,101.8242,101.0785,7.056482,84.18823,100.2696,100.1673,82.68002
2005-11,102.2374,102.36,102.0344,101.2028,7.026015,84.69608,100.3902,100.3721,83.0074
2005-12,102.3559,102.3986,102.2291,101.318,7.003284,85.19033,100.5177,100.5886,83.33276
2006-01,102.271,102.5728,102.3716,101.4022,6.98667,85.63967,100.6509,100.8148,83.6557
2006-02,102.1274,102.7182,102.4576,101.4531,6.948946,86.0397,100.788,101.0477,83.97588
2006-03,102.0927,102.8199,102.4748,101.4632,6.861351,86.37903,100.9254,101.281,84.29294
2006-04,102.1701,102.7484,102.4385,101.4418,6.688715,86.66964,101.0559,101.5027,84.6065
2006-05,102.4111,102.6013,102.4039,101.4213,6.457205,86.95747,101.1719,101.6996,84.9162
2006-06,102.7365,102.4499,102.4336,101.4389,6.245615,87.29565,101.2687,101.8641,85.2217
2006-07,103.1284,102.2793,102.5588,101.5129,6.097065,87.71101,101.3495,102.0013,85.52265
2006-08,103.3563,102.2876,102.785,101.6466,6.044302,88.20872,101.4209,102.1226,85.81871
2006-09,103.3497,102.3468,103.1137,101.841,6.096331,88.79079,101.4903,102.2403,86.10956
2006-10,103.4553,102.4383,103.5135,102.0773,6.226645,89.43034,101.5635,102.3647,86.39488
2006-11,103.6267,102.357,103.9325,102.325,6.360079,90.08281,101.6441,102.5016,86.67437
2006-12,103.7021,102.3885,104.3031,102.5441,6.45474,90.68914,101.7319,102.6506,86.94773
2007-01,103.6406,102.3852,104.5672,102.7003,6.490313,91.19795,101.8212,102.8023,87.21469
2007-02,103.6506,102.4149,104.6817,102.7679,6.427936,91.57027,101.9055,102.9454,87.47499
2007-03,103.8183,102.2315,104.6415,102.7442,6.276098,91.80025,101.9816,103.0747,87.72839
2007-04,104.0206,101.8669,104.511,102.667,6.084611,91.94315,102.055,103.1993,87.97465
2007-05,104.2676,101.6954,104.3708,102.5841,5.87841,92.06918,102.1339,103.3333,88.21358
2007-06,104.3985,101.6161,104.2399,102.5068,5.612378,92.19501,102.2241,103.4865,88.44499
2007-07,104.4208,101.6383,104.1098,102.4298,5.24655,92.31281,102.3239,103.6561,88.66872
2007-08,104.3539,101.7541,103.9428,102.3311,4.739292,92.3892,102.4271,103.8313,88.88464
2007-09,104.207,101.4721,103.7266,102.2033,4.07918,92.41273,102.5261,103.9994,89.09264
2007-10,104.0715,100.826,103.4664,102.0495,3.307093,92.38788,102.6148,104.15,89.29262
2007-11,103.9361,99.82764,103.1762,101.8779,2.491,92.32677,102.6888,104.2756,89.48453
2007-12,103.9247,99.23238,102.8838,101.705,1.72575,92.25421,102.7462,104.3731,89.66834
2008-01,103.9214,99.37893,102.5924,101.5327,1.06934,92.17316,102.7903,104.4481,89.84406
2008-02,103.7611,99.9866,102.2974,101.3584,0.5563113,92.07969,102.8245,104.5061,90.01171
2008-03,103.4867,100.5114,101.9853,101.1738,0.1757448,91.96159,102.8475,104.5452,90.17138
2008-04,103.1791,100.5432,101.6211,100.9585,-0.1693762,91.78742,102.8512,104.5515,90.32316
2008-05,102.7463,100.0793,101.14,100.674,-0.6198645,91.49848,102.8208,104.4998,90.46718
2008-06,102.2824,99.58145,100.5221,100.3087,-1.213078,91.07661,102.7372,104.3578,90.6036
2008-07,101.7096,99.67078,99.76744,99.86257,-1.940363,90.52161,102.5823,104.0949,90.73262
2008-08,100.7837,100.0296,98.8749,99.33488,-2.76756,89.83227,102.3413,103.6855,90.85448
2008-09,99.28405,100.1396,97.82603,98.71478,-3.701824,88.99178,102.0092,103.1215,90.96942
2008-10,97.30194,99.83972,96.63622,98.01134,-4.73415,88.0141,101.5902,102.41,91.07776
2008-11,95.18518,99.36362,95.3969,97.27863,-5.788225,86.98269,101.1037,101.5839,91.17979
2008-12,93.07233,98.75291,94.23773,96.59331,-6.761639,86.01631,100.5823,100.6983,91.27587
2009-01,91.83654,98.21499,93.30869,96.04404,-7.508064,85.25275,100.0739,99.83494,91.36635
2009-02,91.42478,97.8173,92.75776,95.71832,-7.874965,84.82845,99.62639,99.07505,91.45159
2009-03,91.94067,97.99574,92.6468,95.65272,-7.786044,84.80142,99.27172,98.47275,91.53195
2009-04,92.90884,98.44474,92.92078,95.8147,-7.261068,85.12267,99.01991,98.04512,91.60779
2009-05,93.77889,98.91429,93.46754,96.13796,-6.347591,85.69053,98.86277,97.77826,91.67945
2009-06,94.56367,98.96793,94.19273,96.5667,-5.113683,86.41924,98.78333,97.64335,91.74725
2009-07,95.09662,98.84342,95.0389,97.06698,-3.606809,87.25667,98.75842,97.60104,91.81152
2009-08,95.49644,98.92608,95.91335,97.58397,-1.908245,88.11805,98.76714,97.61587,91.87255
2009-09,95.7616,99.04567,96.72643,98.06467,-0.07928367,88.92122,98.79572,97.66438,91.93063
2009-10,95.72744,99.33963,97.43969,98.48636,1.836968,89.63089,98.84,97.73959,91.98602
2009-11,95.97401,99.77878,98.03872,98.84052,3.737693,90.23384,98.90227,97.84533,92.03899
2009-12,96.68725,99.84377,98.52168,99.12605,5.478102,90.72838,98.98679,97.98886,92.08976
2010-01,97.56541,99.62315,98.91449,99.35829,6.903775,91.1384,99.09437,98.17157,92.13858
2010-02,98.4062,99.51187,99.24839,99.5557,7.856243,91.49277,99.22364,98.3911,92.18565
2010-03,99.01912,99.48592,99.58585,99.75521,8.310918,91.8492,99.3707,98.64084,92.23117
2010-04,99.78691,99.56841,99.93215,99.95995,8.329224,92.21273,99.52734,98.90684,92.27534
2010-05,100.4153,99.58937,100.2841,100.1681,8.04068,92.58064,99.68391,99.17274,92.31832
2010-06,100.8735,99.66505,100.6418,100.3795,7.560601,92.95306,99.83169,99.42368,92.3603
2010-07,101.2758,99.46739,100.9818,100.5805,6.935809,93.30862,99.96515,99.65033,92.40144
2010-08,101.4998,99.06477,101.3118,100.7756,6.283091,93.65459,100.0813,99.84759,92.4419
2010-09,101.702,98.82403,101.6246,100.9605,5.693893,93.9843,100.1799,100.0151,92.48185
2010-10,102.1707,98.74897,101.8915,101.1183,5.177446,94.27148,100.2652,100.1598,92.52145
2010-11,102.9445,98.8688,102.0823,101.2312,4.714907,94.48828,100.3418,100.29,92.56087
2010-12,103.7014,98.89942,102.178,101.2878,4.28612,94.6171,100.4128,100.4105,92.60025
2011-01,103.8259,98.68519,102.1448,101.2681,3.827502,94.62673,100.4771,100.5197,92.63979
2011-02,103.3352,98.19791,101.9874,101.175,3.310366,94.52152,100.5311,100.6114,92.67962
2011-03,102.5763,97.42587,101.7435,101.0308,2.707997,94.33647,100.571,100.6792,92.71995
2011-04,101.7983,96.89069,101.4574,100.8617,2.060533,94.1128,100.5951,100.7201,92.76093
2011-05,101.1468,96.46834,101.1533,100.6819,1.395968,93.87303,100.6031,100.7336,92.80275
2011-06,100.8044,96.24945,100.8448,100.4996,0.7282711,93.63001,100.5959,100.7215,92.8456
2011-07,100.6732,96.25225,100.5319,100.3145,0.08052073,93.38376,100.5773,100.6899,92.88968
2011-08,100.5897,96.198,100.2079,100.123,-0.561866,93.12837,100.5509,100.645,92.93518
2011-09,100.5326,96.15855,99.88126,99.92986,-1.183601,92.8719,100.5183,100.5897,92.9823
2011-10,100.5533,96.01939,99.58364,99.75391,-1.726461,92.64392,100.4782,100.5216,93.03127
2011-11,100.3737,95.54858,99.30061,99.58658,-2.177,92.43127,100.4272,100.4351,93.08228
2011-12,100.1567,95.36375,99.05791,99.44308,-2.493179,92.25813,100.3622,100.3247,93.13555
2012-01,100.0986,95.33348,98.85085,99.32066,-2.648652,92.1204,100.2825,100.1892,93.19131
2012-02,100.1362,95.2057,98.64659,99.19991,-2.680648,91.98773,100.1887,100.0299,93.24979
2012-03,100.0055,94.72654,98.39093,99.04875,-2.678411,91.80975,100.0828,99.85021,93.3112
2012-04,99.56046,94.38892,98.09315,98.8727,-2.675048,91.59524,99.96903,99.65693,93.37578
2012-05,98.98045,94.28586,97.80187,98.70049,-2.645372,91.38974,99.85157,99.45746,93.44375
2012-06,98.32288,94.65502,97.56869,98.56263,-2.550804,91.24169,99.73387,99.25757,93.51534
2012-07,97.74616,95.06538,97.38354,98.45316,-2.400571,91.14201,99.61723,99.0595,93.59078
2012-08,97.45342,95.31918,97.24013,98.36838,-2.194032,91.08511,99.50187,98.86358,93.67029
2012-09,97.35127,95.27811,97.12988,98.30319,-1.947513,91.06321,99.38757,98.66947,93.75407
2012-10,97.29156,95.20062,97.0569,98.26005,-1.687604,91.08046,99.27418,98.47692,93.84233
2012-11,97.27553,95.39882,97.0368,98.24817,-1.384242,91.15179,99.16279,98.28776,93.93528
2012-12,97.5135,95.90203,97.02911,98.24362,-1.104123,91.23949,99.05665,98.10751,94.0331
2013-01,97.65048,96.52467,97.01609,98.23592,-0.8612037,91.32705,98.96172,97.9463,94.13598
2013-02,97.77764,96.89514,96.98048,98.21487,-0.6407087,91.39835,98.88502,97.81604,94.24408
2013-03,97.65777,97.10431,96.96114,98.20344,-0.3480963,91.49017,98.83184,97.72574,94.35756
2013-04,97.41415,97.18722,96.98828,98.21948,0.03923376,91.63118,98.80163,97.67442,94.47655
2013-05,97.3444,97.41648,97.0878,98.27832,0.4994657,91.8462,98.79172,97.65759,94.60117
2013-06,97.42467,97.59856,97.275,98.389,0.9956318,92.15012,98.79932,97.67052,94.73155
2013-07,97.71091,97.84964,97.58404,98.57171,1.573145,92.57581,98.82172,97.70854,94.86777
2013-08,98.15652,98.2952,98.03098,98.83595,2.25509,93.13916,98.85483,97.76478,95.00992
2013-09,98.83614,98.87816,98.56521,99.15179,2.997381,93.79272,98.89055,97.82544,95.15804
2013-10,99.62746,99.4158,99.12736,99.48414,3.732958,94.48045,98.91297,97.86352,95.31219
2013-11,100.1946,99.75587,99.66093,99.7996,4.384868,95.14868,98.90694,97.85328,95.4724
2013-12,100.2677,99.85968,100.1033,100.0611,4.929848,95.73746,98.86729,97.78593,95.63869
2014-01,100.1976,99.99418,100.418,100.2472,5.34836,96.21155,98.80969,97.68813,95.81107
2014-02,100.2963,100.3029,100.5995,100.3545,5.652924,96.56504,98.75815,97.60059,95.98953
2014-03,100.448,100.849,100.6511,100.385,5.804007,96.80026,98.73338,97.55852,96.17405
2014-04,100.5718,101.2767,100.6061,100.3584,5.803129,96.94865,98.7408,97.57112,96.36459
2014-05,100.6479,101.4478,100.5213,100.3083,5.68156,97.06449,98.77825,97.63472,96.56108
2014-06,100.6195,101.4573,100.4694,100.2776,5.499229,97.21767,98.84108,97.74142,96.76346
2014-07,100.5974,101.2262,100.4794,100.2835,5.250498,97.4365,98.92477,97.88355,96.97161
2014-08,100.6842,101.0826,100.5757,100.3404,4.945024,97.74491,99.02668,98.05662,97.18544
2014-09,100.7926,101.3134,100.7566,100.4474,4.636929,98.14182,99.14604,98.25932,97.40481
2014-10,100.7878,101.9234,100.9755,100.5768,4.341082,98.58193,99.28238,98.49084,97.62959
2014-11,100.7365,102.5524,101.1812,100.6984,4.064038,99.01556,99.43515,98.75027,97.8596
2014-12,100.6816,102.8997,101.3103,100.7747,3.804716,99.37999,99.60192,99.03349,98.09469
2015-01,100.6178,102.8047,101.3149,100.7775,3.55064,99.62768,99.77504,99.32749,98.33468
2015-02,100.6477,102.5499,101.2187,100.7206,3.330138,99.78078,99.94479,99.61577,98.57937
2015-03,100.7911,102.6009,101.0689,100.632,3.186657,99.88496,100.1018,99.88248,98.82858
2015-04,100.904,102.7384,100.9111,100.5387,3.131712,99.9848,100.2397,100.1166,99.08209
2015-05,101.0197,102.8639,100.7972,100.4714,3.159895,100.1316,100.3533,100.3096,99.33972
2015-06,101.1083,102.774,100.7557,100.4468,3.226014,100.3539,100.4385,100.4543,99.60126
2015-07,101.0375,102.5372,100.7866,100.4651,3.300138,100.652,100.4933,100.5473,99.8665
2015-08,100.8156,102.4064,100.8673,100.5128,3.333949,101.0037,100.5161,100.5859,100.1352
2015-09,100.5857,102.5237,100.9748,100.5764,3.305648,101.386,100.5057,100.5683,100.4073
2015-10,100.3632,102.8442,101.0605,100.627,3.21381,101.7502,100.464,100.4976,100.6825
2015-11,100.2909,103.1371,101.0923,100.6459,3.078119,102.0634,100.3943,100.3791,100.9605
2015-12,100.3776,103.3154,101.0542,100.6233,2.946947,102.3087,100.3011,100.2209,101.2414
2016-01,100.5444,103.3501,100.9572,100.566,2.879509,102.4965,100.1933,100.0378,101.5247
2016-02,100.5126,103.2689,100.8095,100.4787,2.860094,102.6346,100.0807,99.8465,101.8104
2016-03,100.402,103.181,100.6441,100.3809,2.874246,102.7559,99.9724,99.66267,102.0983
2016-04,100.4058,103.1215,100.4663,100.2757,2.881134,102.8655,99.87556,99.49821,102.3881
2016-05,100.4929,103.0805,100.2692,100.1592,2.820724,102.9561,99.79565,99.36249,102.6796
2016-06,100.6338,102.944,100.0496,100.0294,2.66048,103.0238,99.73638,99.26184,102.9728
2016-07,100.8665,102.831,99.87112,99.92387,2.466033,103.1342,99.69823,99.19706,103.2672
2016-08,101.0792,102.9635,99.81661,99.89164,2.345668,103.3729,99.68194,99.16938,103.5628
2016-09,101.1853,103.3363,99.87983,99.92902,2.316318,103.7345,99.69045,99.18385,103.8593
2016-10,101.2932,103.5252,100.0146,100.0087,2.379798,104.1716,99.72933,99.24986,104.1564
2016-11,101.4477,103.6152,100.1835,100.1085,2.52991,104.6455,99.80602,99.3801,104.4539
2016-12,101.4194,103.6859,100.3546,100.2097,2.750813,105.123,99.92699,99.58554,104.7515
2017-01,101.1624,103.7517,100.4833,100.2858,2.985659,105.5567,100.0921,99.86592,105.049
2017-02,100.8429,103.809,100.562,100.3323,3.21865,105.9381,100.2953,100.211,105.3461
2017-03,100.5348,103.741,100.5982,100.3538,3.424178,106.2744,100.5222,100.5963,105.6425
