country,EST,EST,EST,EST,EST,EST,EST,EST,EST
2000-11,102.9049,96.87937,102.4173,100.845,11.91277,63.91975,99.99728,99.97968,62.41106
2000-12,103.5944,96.69233,102.6768,100.9355,11.45511,64.43098,99.97621,99.92477,62.75128
2001-01,104.4968,96.63894,102.7989,100.9781,10.7604,64.86149,99.92934,99.80263,63.09552
2001-02,104.8518,96.66199,102.7052,100.9455,9.913865,65.16013,99.857,99.61411,63.44382
2001-03,104.4451,96.98003,102.3607,100.8252,8.947293,65.30227,99.76531,99.37518,63.79624
2001-04,103.3804,98.03079,101.8651,100.6523,8.021839,65.3493,99.66923,99.12476,64.15282
2001-05,102.613,100.0862,101.3195,100.4619,7.197463,65.36485,99.58495,98.90515,64.51361
2001-06,102.2886,101.665,100.6547,100.23,6.296125,65.30344,99.5228,98.74317,64.87865
2001-07,102.0346,102.5395,99.90174,99.96724,5.292679,65.18388,99.47917,98.62949,65.24799
2001-08,101.6973,102.7594,99.17542,99.71381,4.301758,65.08053,99.44446,98.53901,65.62164
2001-09,101.0571,102.2806,98.58234,99.50686,3.433342,65.06396,99.40919,98.44711,65.99962
2001-10,100.2599,101.4155,98.15058,99.35621,2.752862,65.15427,99.36945,98.34354,66.38196
2001-11,99.85625,100.8761,97.84406,99.24925,2.204974,65.32915,99.32696,98.23282,66.76865
2001-12,100.0129,101.0637,97.64189,99.17871,1.777136,65.576,99.28947,98.13514,67.15971
2002-01,101.1069,102.0719,97.5428,99.14413,1.59364,65.89515,99.27111,98.08729,67.55511
2002-02,102.5862,103.1638,97.64619,99.18021,1.834233,66.35532,99.28556,98.12494,67.95485
2002-03,103.7777,103.9427,97.9761,99.29533,2.562099,66.97538,99.33789,98.2613,68.35889
2002-04,104.1194,104.299,98.5344,99.49014,3.687943,67.75935,99.41376,98.45902,68.7672
2002-05,104.0927,104.3358,99.19382,99.72023,4.983035,68.62199,99.49087,98.65997,69.1797
2002-06,103.9934,104.3138,99.86749,99.95529,6.432564,69.50413,99.54827,98.80956,69.59634
2002-07,104.0213,104.246,100.4862,100.1712,7.936883,70.35744,99.57549,98.88049,70.01704
2002-08,104.1901,104.2551,101.0195,100.3573,9.34129,71.15989,99.57028,98.86693,70.44171
2002-09,104.3304,104.3391,101.342,100.4698,10.38581,71.82139,99.53835,98.78371,70.87028
2002-10,104.048,104.4295,101.3521,100.4733,10.91633,72.26672,99.49509,98.67097,71.30264
2002-11,103.4077,104.7767,100.9451,100.3313,10.84895,72.41669,99.45792,98.57409,71.73869
2002-12,103.1844,105.1558,100.1715,100.0613,10.25689,72.30206,99.43945,98.52596,72.17831
2003-01,103.8544,105.5245,99.16953,99.71175,9.292227,72.01827,99.44025,98.52808,72.62138
2003-02,104.2661,105.5101,98.37233,99.43359,8.323549,71.87844,99.45432,98.56474,73.06774
2003-03,103.8858,105.3483,97.80276,99.23484,7.355723,71.9019,99.47286,98.61304,73.51726
2003-04,102.8617,104.8584,97.54953,99.14648,6.490317,72.15714,99.48701,98.64993,73.96975
2003-05,102.0238,104.1413,97.56699,99.15257,5.817791,72.61428,99.49078,98.65974,74.42505
2003-06,101.9111,103.466,97.81711,99.23985,5.387048,73.24834,99.48405,98.64219,74.88296
2003-07,102.3416,103.1154,98.22946,99.38374,5.190424,74.00929,99.47623,98.62181,75.34327
2003-08,102.6833,103.056,98.70595,99.55,5.150275,74.82482,99.47898,98.62899,75.80579
2003-09,102.7868,103.1541,99.12538,99.69634,5.265567,75.60319,99.49899,98.68111,76.27026
2003-10,102.5484,103.1347,99.42837,99.80206,5.578073,76.29782,99.52995,98.7618,76.73647
2003-11,101.9655,102.8525,99.55215,99.84525,6.133518,76.85838,99.55809,98.83515,77.20414
2003-12,101.628,102.3446,99.50002,99.82707,6.891356,77.28465,99.56671,98.8576,77.673
2004-01,102.097,102.012,99.39097,99.78902,7.843248,77.66685,99.54081,98.79011,78.14276
2004-02,102.8161,101.5187,99.3011,99.75766,8.60516,78.0637,99.47109,98.60844,78.61312
2004-03,103.4488,101.1296,99.24171,99.73693,9.154405,78.48409,99.36024,98.31957,79.08378
2004-04,103.9519,100.6626,99.13329,99.6991,9.296043,78.86491,99.23203,97.98544,79.55441
2004-05,104.2916,100.0779,98.89184,99.61485,8.98389,79.13786,99.11659,97.6846,80.02467
2004-06,103.9719,100.1133,98.62255,99.52089,8.378472,79.38544,99.03745,97.47834,80.49421
2004-07,103.1851,100.4552,98.49455,99.47623,7.748333,79.74378,98.99804,97.37565,80.96263
2004-08,102.6239,100.8429,98.53002,99.48861,7.227171,80.23254,98.99211,97.3602,81.42953
2004-09,102.1763,101.3972,98.71539,99.55328,6.929949,80.84245,99.01095,97.40929,81.89449
2004-10,101.5188,102.0983,99.00751,99.65521,6.870194,81.53963,99.04816,97.50627,82.35701
2004-11,101.2292,102.701,99.40178,99.79279,7.107668,82.32121,99.10159,97.64548,82.81664
2004-12,101.7009,102.9054,99.88597,99.96174,7.625376,83.17789,99.17386,97.83384,83.27285
2005-01,102.7355,103.0274,100.4323,100.1524,8.266329,84.08704,99.27204,98.08971,83.72512
2005-02,103.6408,103.1578,100.971,100.3403,8.872924,84.99023,99.40337,98.43193,84.17289
2005-03,104.0674,103.2413,101.5245,100.5335,9.455954,85.90551,99.56923,98.86417,84.61559
2005-04,103.8633,103.1806,102.0327,100.7108,10.03809,86.78143,99.75679,99.35296,85.0526
2005-05,103.5354,103.189,102.4324,100.8503,10.6456,87.56257,99.94815,99.85165,85.48331
2005-06,103.1854,103.4485,102.771,100.9684,11.21382,88.28758,100.1281,100.3206,85.9071
2005-07,103.1862,103.8002,103.077,101.0752,11.58177,88.97952,100.2918,100.7471,86.32332
2005-08,103.5182,103.719,103.3375,101.1661,11.70782,89.62602,100.4401,101.1337,86.73133
2005-09,103.9581,103.6714,103.5729,101.2482,11.6289,90.24355,100.5769,101.4902,87.13049
2005-10,104.5711,104.6273,103.7921,101.3247,11.40473,90.839,100.7065,101.8279,87.52015
2005-11,104.7961,105.4926,103.9499,101.3797,10.99396,91.37157,100.8329,102.1572,87.89967
2005-12,104.7338,106.3438,104.0112,101.4012,10.37677,91.80907,100.9589,102.4856,88.26842
2006-01,104.193,106.9587,103.9179,101.3686,9.527058,92.09807,101.0863,102.8176,88.62578
2006-02,104.0208,107.3065,103.7548,101.3117,8.614568,92.31177,101.2166,103.1571,88.97112
2006-03,104.393,107.4691,103.5893,101.2539,7.687216,92.50925,101.3515,103.5087,89.30386
2006-04,104.7006,107.6619,103.5068,101.2251,6.896495,92.7663,101.4942,103.8807,89.62342
2006-05,104.9531,107.6022,103.5221,101.2305,6.320116,93.09663,101.6489,104.2838,89.92924
2006-06,105.4709,107.3215,103.6313,101.2686,5.900554,93.49704,101.8198,104.7291,90.22082
2006-07,105.9352,107.0916,104.0061,101.3994,5.780635,94.1231,102.0101,105.2251,90.49764
2006-08,106.1698,107.0682,104.6673,101.6301,5.99071,94.99525,102.2225,105.7786,90.75925
2006-09,106.2479,107.2859,105.4733,101.9113,6.363497,95.98619,102.4581,106.3925,91.00522
2006-10,106.5736,107.3805,106.4061,102.2368,6.87013,97.07976,102.7147,107.0614,91.23517
2006-11,107.1072,107.4102,107.393,102.5812,7.483718,98.20957,102.9861,107.7685,91.44877
2006-12,107.4194,107.5931,108.2796,102.8905,8.086917,99.2336,103.2596,108.4812,91.64574
2007-01,107.2358,107.7754,108.8509,103.0899,8.529133,99.95323,103.5137,109.1434,91.82585
2007-02,107.107,107.8173,109.1634,103.1989,8.781688,100.4183,103.7246,109.6932,91.98895
2007-03,106.7856,107.6128,109.2054,103.2136,8.763543,100.6163,103.875,110.0851,92.13494
2007-04,106.3373,107.215,109.1286,103.1868,8.537511,100.6862,103.9662,110.3228,92.26382
2007-05,105.7975,106.6714,109.0383,103.1553,8.193895,100.7249,104.0069,110.4287,92.37566
2007-06,105.1112,105.9871,108.819,103.0787,7.624327,100.6256,104.0062,110.427,92.4706
2007-07,103.9765,105.0638,108.346,102.9137,6.533885,100.273,103.971,110.3353,92.54887
2007-08,102.7208,104.0831,107.5887,102.6495,4.888133,99.63875,103.9048,110.1627,92.61076
2007-09,101.787,103.2232,106.6249,102.3131,2.92634,98.79507,103.8096,109.9145,92.65667
2007-10,101.1191,102.2312,105.6153,101.9609,0.8363531,97.89169,103.6906,109.6046,92.68705
2007-11,100.6205,101.5851,104.6448,101.6222,-1.223194,97.00828,103.5558,109.2533,92.70243
2007-12,100.2198,101.1392,103.8344,101.3394,-2.998588,96.258,103.4168,108.8911,92.70342
2008-01,100.0839,100.603,103.255,101.1373,-4.247469,95.70775,103.2923,108.5665,92.6907
2008-02,99.71958,100.355,102.7894,100.9748,-5.146957,95.24981,103.1953,108.3137,92.665
2008-03,99.02792,100.3037,102.2313,100.7801,-5.886146,94.69392,103.1207,108.1193,92.62713
2008-04,98.16199,100.0679,101.5408,100.5391,-6.636351,94.00435,103.0304,107.884,92.57793
2008-05,97.33078,99.5983,100.6953,100.2441,-7.508876,93.16156,102.8707,107.4678,92.51832
2008-06,96.55569,99.11141,99.73065,99.90754,-8.372954,92.20023,102.5905,106.7376,92.44923
2008-07,95.99464,98.62068,98.64331,99.52814,-9.129571,91.11851,102.1657,105.6306,92.3717
2008-08,95.06886,98.42333,97.38511,99.08911,-9.800573,89.87358,101.6023,104.1623,92.28678
2008-09,93.65786,97.84806,95.87238,98.56127,-10.53188,88.39009,100.9321,102.4157,92.19558
2008-10,92.16939,96.99433,94.19289,97.97525,-11.3807,86.75092,100.2067,100.5255,92.09924
2008-11,90.89008,96.23497,92.53206,97.39574,-12.24617,85.12848,99.48193,98.63667,91.9989
2008-12,89.85733,95.49445,91.20988,96.93439,-12.92362,83.81798,98.80504,96.87268,91.89572
2009-01,89.09261,94.7401,90.38023,96.6449,-13.31865,82.96077,98.20611,95.31188,91.79084
2009-02,88.11267,94.05223,90.03116,96.52309,-13.33801,82.54538,97.69404,93.97742,91.68535
2009-03,87.58185,93.67451,90.08487,96.54184,-12.87719,82.5,97.26094,92.84877,91.58031
2009-04,87.85124,93.83034,90.50426,96.68817,-11.92926,82.79033,96.89898,91.90549,91.47672
2009-05,88.5069,94.19553,91.13483,96.9082,-10.61233,83.27495,96.60506,91.13955,91.37555
2009-06,89.24156,94.37934,91.82724,97.1498,-9.09156,83.81779,96.38036,90.55397,91.27769
2009-07,90.24502,94.66547,92.48843,97.38051,-7.445128,84.33462,96.22496,90.14899,91.18397
2009-08,91.12079,95.42599,93.18523,97.62365,-5.548198,84.88721,96.14027,89.92828,91.09514
2009-09,91.72111,96.33246,93.90146,97.87356,-3.313276,85.46149,96.12624,89.89174,91.01188
2009-10,92.34892,96.90262,94.57941,98.11012,-0.8591514,86.00561,96.17342,90.0147,90.93481
2009-11,93.22092,97.1024,95.23793,98.3399,1.65507,86.53741,96.26993,90.26618,90.86444
2009-12,94.28355,97.0774,95.95349,98.58958,3.94783,87.12698,96.40383,90.61514,90.80125
2010-01,95.19683,97.22131,96.71387,98.8549,5.789278,87.7636,96.56188,91.02701,90.74562
2010-02,96.04675,97.46341,97.43649,99.10704,7.059693,88.37283,96.73293,91.47276,90.69788
2010-03,97.0343,97.69456,98.11181,99.34267,7.813915,88.94648,96.90954,91.933,90.65829
2010-04,98.10106,98.12843,98.90474,99.61935,8.266804,89.63445,97.08852,92.39943,90.62704
2010-05,98.82909,98.56757,99.7107,99.90058,8.486631,90.34219,97.2701,92.87263,90.6043
2010-06,99.14931,99.04216,100.5482,100.1928,8.672423,91.08681,97.45669,93.35889,90.59016
2010-07,99.6595,99.43793,101.4338,100.5018,8.951066,91.88346,97.65117,93.86569,90.58467
2010-08,100.2897,99.69199,102.2445,100.7847,9.110808,92.62113,97.85641,94.40057,90.58784
2010-09,100.9649,99.8328,102.9214,101.0209,9.109255,93.24639,98.07401,94.96763,90.59964
2010-10,101.894,99.82665,103.3587,101.1735,8.904113,93.66364,98.30183,95.56133,90.61999
2010-11,102.3876,100.0403,103.5146,101.2279,8.432559,93.83473,98.53623,96.17218,90.64879
2010-12,102.7815,100.3754,103.5048,101.2245,7.732733,93.86427,98.77325,96.78985,90.6859
2011-01,102.8654,100.7927,103.3301,101.1635,6.824012,93.7526,99.00912,97.40451,90.73116
2011-02,102.8524,101.0435,103.2312,101.129,6.04824,93.71783,99.24004,98.00632,90.7844
2011-03,102.7554,100.9231,103.2732,101.1436,5.478011,93.81898,99.46189,98.58446,90.84543
2011-04,102.5278,100.4553,103.4131,101.1925,4.889412,94.01704,99.66985,99.1264,90.91402
2011-05,102.2869,100.114,103.5894,101.254,4.33214,94.25594,99.85789,99.61641,90.98998
2011-06,102.0024,99.98351,103.7756,101.3189,3.759905,94.5116,100.0189,100.036,91.07307
2011-07,101.4208,99.73073,103.95,101.3798,3.135009,94.76402,100.1462,100.3678,91.16308
2011-08,100.8566,99.0378,104.0726,101.4226,2.542944,94.97643,100.2346,100.5982,91.25978
2011-09,100.3478,98.29046,104.0972,101.4312,1.994608,95.10629,100.2842,100.7273,91.36295
2011-10,99.77599,97.79603,103.9881,101.3931,1.555296,95.12038,100.3059,100.7839,91.47239
2011-11,99.56585,97.39116,103.6726,101.283,1.190153,94.95151,100.3149,100.8074,91.58789
2011-12,99.38647,97.33848,103.1466,101.0995,0.7784416,94.59495,100.3251,100.8339,91.70924
2012-01,99.31245,97.49119,102.4032,100.8401,0.310038,94.04327,100.3448,100.8852,91.83627
2012-02,99.49622,97.71447,101.5541,100.5438,-0.3412399,93.39803,100.3776,100.9707,91.96877
2012-03,99.60797,97.86689,100.7858,100.2757,-1.05375,92.83036,100.4228,101.0887,92.10657
2012-04,99.34937,98.07987,100.1965,100.0701,-1.68724,92.43075,100.4746,101.2235,92.24947
2012-05,99.26095,98.2366,99.83679,99.94458,-2.131894,92.2465,100.5254,101.3559,92.3973
2012-06,99.49093,98.16125,99.68161,99.89043,-2.387385,92.25524,100.5699,101.4719,92.5499
2012-07,99.3765,98.03212,99.5759,99.85355,-2.585428,92.31396,100.6078,101.5706,92.70713
2012-08,99.1791,97.7195,99.3934,99.78986,-2.812229,92.30548,100.6407,101.6563,92.86882
2012-09,98.58222,97.18301,99.13996,99.70143,-3.019333,92.23471,100.6694,101.7311,93.03485
2012-10,97.93488,96.81776,98.79097,99.57966,-3.198238,92.07821,100.6913,101.7882,93.20509
2012-11,97.51716,97.11923,98.54114,99.49249,-3.090384,92.01714,100.7015,101.8149,93.37943
2012-12,97.58531,98.04298,98.3744,99.4343,-2.704239,92.03687,100.6946,101.7969,93.55775
2013-01,98.18721,98.8037,98.37768,99.43545,-1.939577,92.21922,100.6666,101.724,93.73999
2013-02,98.80894,99.26441,98.32656,99.41761,-1.117544,92.35426,100.615,101.5894,93.92606
2013-03,98.88226,99.61147,98.23695,99.38634,-0.4026524,92.45658,100.5394,101.3923,94.11589
2013-04,98.58937,99.75977,98.1059,99.34062,0.09994584,92.52312,100.4443,101.1446,94.30943
2013-05,98.50423,99.64261,97.97903,99.29635,0.3796339,92.5967,100.3366,100.8639,94.50665
2013-06,98.33231,99.33148,97.94065,99.28296,0.5440457,92.75715,100.2239,100.5702,94.70751
2013-07,98.32699,99.1198,98.12488,99.34724,0.8864301,93.13226,100.1142,100.2843,94.91197
2013-08,98.70078,99.29764,98.46218,99.46494,1.464457,93.65725,100.0158,100.028,95.12003
2013-09,99.12341,99.92771,98.79611,99.58145,2.113355,94.18396,99.93706,99.82273,95.33165
2013-10,99.26738,100.7345,99.01666,99.65841,2.74663,94.60726,99.88474,99.68639,95.54681
2013-11,99.17767,101.1111,99.11145,99.69148,3.148791,94.91457,99.86358,99.63124,95.7655
2013-12,99.15952,101.1897,99.10889,99.69059,3.363261,95.13232,99.87324,99.65642,95.98767
2014-01,99.48778,101.0623,99.08634,99.68272,3.377848,95.33425,99.90314,99.73434,96.21331
2014-02,99.37899,100.9709,99.06533,99.67539,3.45051,95.54095,99.94033,99.83126,96.44238
2014-03,98.9771,101.0321,99.07093,99.67735,3.590964,95.77666,99.97575,99.92356,96.67484
2014-04,98.70148,101.0608,99.12803,99.69727,3.82876,96.06561,100.0099,100.0126,96.91064
2014-05,98.47601,101.0115,99.22986,99.7328,4.109095,96.40159,100.0474,100.1104,97.14978
2014-06,98.35334,100.9499,99.45795,99.81239,4.427821,96.86427,100.0918,100.2259,97.39219
2014-07,98.48682,101.068,99.75105,99.91466,4.576847,97.39478,100.1392,100.3496,97.63786
2014-08,98.65093,101.2773,99.99292,99.99905,4.508502,97.87979,100.1814,100.4595,97.88672
2014-09,98.70998,101.5259,100.0921,100.0337,4.294971,98.22913,100.2069,100.526,98.13876
2014-10,98.92953,101.891,100.0704,100.0261,4.075765,98.46323,100.2036,100.5173,98.39395
2014-11,99.06147,102.2298,99.9362,99.97926,3.871637,98.58932,100.1634,100.4125,98.65225
2014-12,98.94863,102.3171,99.73544,99.90922,3.699742,98.65196,100.0892,100.2193,98.91364
2015-01,98.74152,102.0768,99.58556,99.85691,3.600834,98.76708,100.0042,99.99765,99.17812
2015-02,98.47228,101.7618,99.46238,99.81393,3.527348,98.91102,99.93626,99.82066,99.44566
2015-03,98.23015,101.5251,99.51286,99.83155,3.606146,99.23051,99.90437,99.73756,99.71626
2015-04,98.17704,101.1302,99.61234,99.86626,3.681507,99.60228,99.903,99.73397,99.9899
2015-05,98.15578,100.6247,99.69339,99.89454,3.690331,99.95912,99.91506,99.76542,100.2665
2015-06,98.06018,100.6673,99.83366,99.94348,3.628442,100.3789,99.92238,99.78448,100.5462
2015-07,98.07817,100.9219,100.1026,100.0373,3.632061,100.9322,99.91489,99.76496,100.8288
2015-08,97.99497,101.3558,100.4167,100.1469,3.73502,101.5356,99.88937,99.69848,101.1143
2015-09,98.09431,101.6831,100.7107,100.2495,3.964436,102.1234,99.84906,99.59341,101.4027
2015-10,98.4492,101.8365,100.9767,100.3423,4.289895,102.6872,99.8044,99.47704,101.694
2015-11,98.79092,101.5722,101.1261,100.3944,4.612282,103.1365,99.76646,99.37818,101.9881
2015-12,99.10499,101.0545,101.1301,100.3959,4.854389,103.4409,99.74057,99.3107,102.285
2016-01,99.28954,100.4831,100.9977,100.3496,4.901464,103.6081,99.71945,99.25565,102.5847
2016-02,99.28498,99.83974,100.8859,100.3106,4.941259,103.7985,99.69196,99.18401,102.887
2016-03,99.20638,99.72773,100.8799,100.3085,4.907236,104.1,99.65127,99.07796,103.192
2016-04,99.0311,100.1383,101.0009,100.3508,4.95293,104.5355,99.60337,98.95316,103.4996
2016-05,98.93095,100.6966,101.2201,100.4272,5.119158,105.0762,99.56017,98.84058,103.8096
2016-06,99.13054,100.9888,101.5577,100.545,5.34481,105.744,99.53309,98.76999,104.1221
2016-07,99.53188,101.2099,102.0289,100.7095,5.571767,106.5559,99.52634,98.75242,104.437
2016-08,99.99034,101.403,102.5058,100.8759,5.754951,107.3789,99.5409,98.79034,104.754
2016-09,100.3253,101.7743,102.8201,100.9855,5.790077,108.0364,99.57675,98.88378,105.0732
2016-10,100.3372,102.0303,102.9538,101.0322,5.667986,108.5075,99.63369,99.03217,105.3944
2016-11,100.2969,102.3143,102.9049,101.0151,5.479956,108.7884,99.71128,99.23435,105.7174
