country,IND,IND,IND,IND,IND,IND,IND,IND
2000-07,103.4282,104.3428,102.2404,6.770602,36.54798,101.0399,101.1101,35.02685
2000-08,104.0738,103.8307,101.9763,5.610233,36.53112,100.9359,100.9262,35.18336
2000-09,104.2578,103.3137,101.7096,4.484052,36.5121,100.8294,100.7379,35.341
2000-10,104.1356,102.8137,101.4516,3.438128,36.49866,100.7247,100.5529,35.49981
2000-11,103.84,102.339,101.2067,2.509283,36.49397,100.6267,100.3796,35.65989
2000-12,103.4183,101.8928,100.9766,1.728004,36.49934,100.5397,100.2258,35.82132
2001-01,102.9429,101.4784,100.7628,1.121049,36.51616,100.4669,100.0971,35.98416
2001-02,102.4653,101.095,100.565,0.6987402,36.54436,100.4104,99.99722,36.14852
2001-03,102.0245,100.7357,100.3796,0.4465936,36.58161,100.3703,99.92641,36.31446
2001-04,101.6565,100.3965,100.2047,0.3471698,36.62674,100.3448,99.8813,36.48207
2001-05,101.4056,100.0716,100.0371,0.3709574,36.67769,100.3305,99.85606,36.65144
2001-06,101.2612,99.72198,99.85672,0.4524099,36.72026,100.3235,99.84366,36.82263
2001-07,100.9796,99.38135,99.681,0.5988917,36.76686,100.3198,99.83706,36.99574
2001-08,100.186,99.05275,99.51148,0.7873159,36.81874,100.3152,99.82896,37.17084
2001-09,98.61586,98.74094,99.35063,1.001569,36.8778,100.3054,99.81155,37.34803
2001-10,96.86729,98.4536,99.20239,1.228521,36.94705,100.2854,99.77629,37.52737
2001-11,95.79762,98.19463,99.0688,1.463871,37.02819,100.2509,99.7153,37.70897
2001-12,96.09901,97.96063,98.94809,1.700812,37.12013,100.1986,99.62284,37.89291
2002-01,97.19485,97.75011,98.83949,1.934407,37.22253,100.1273,99.49684,38.07927
2002-02,98.39615,97.55791,98.74033,2.159725,37.33361,100.0377,99.3383,38.26816
2002-03,99.26349,97.38032,98.64872,2.379682,37.45214,99.93162,99.15085,38.45966
2002-04,99.8635,97.21389,98.56287,2.594286,37.57694,99.81255,98.94036,38.65388
2002-05,100.3524,97.05728,98.48208,2.80808,37.70763,99.68479,98.7145,38.8509
2002-06,100.8267,96.90952,98.40585,3.060212,37.84398,99.55342,98.48227,39.05083
2002-07,101.2852,96.76969,98.33372,3.315191,37.98576,99.4241,98.25365,39.25377
2002-08,101.6603,96.64163,98.26765,3.57389,38.1346,99.30282,98.03925,39.45981
2002-09,101.8649,96.52958,98.20985,3.835773,38.29234,99.19569,97.84988,39.66903
2002-10,101.9228,96.44135,98.16434,4.101077,38.46228,99.10869,97.69607,39.88152
2002-11,101.8239,96.38525,98.1354,4.374387,38.64795,99.04684,97.58674,40.09736
2002-12,101.5259,96.36918,98.12711,4.667754,38.85281,99.01341,97.52764,40.31664
2003-01,101.1131,96.40104,98.14354,4.991248,39.08039,99.00925,97.52029,40.53939
2003-02,100.6723,96.48834,98.18858,5.35852,39.33414,99.03311,97.56247,40.76569
2003-03,100.2831,96.63641,98.26496,5.77944,39.61666,99.08213,97.64912,40.99558
2003-04,100.0371,96.84388,98.37199,6.256298,39.92786,99.15217,97.77293,41.2291
2003-05,100.1045,97.10242,98.50536,6.781462,40.26476,99.23828,97.92516,41.46627
2003-06,100.6572,97.40103,98.65941,7.343836,40.62318,99.33505,98.09623,41.70713
2003-07,101.48,97.72825,98.82821,7.93162,40.99864,99.43683,98.27615,41.95168
2003-08,102.3375,98.07197,99.00552,8.526917,41.38631,99.53802,98.45503,42.19994
2003-09,103.0725,98.41918,99.18465,9.110107,41.78082,99.63335,98.62357,42.4519
2003-10,103.6686,98.758,99.35943,9.658504,42.17716,99.71811,98.77341,42.70758
2003-11,104.0927,99.07555,99.52324,10.14755,42.56976,99.78896,98.89866,42.96698
2003-12,104.2759,99.36015,99.67006,10.55435,42.95347,99.84484,98.99744,43.23007
2004-01,104.2666,99.60233,99.79499,10.85839,43.3239,99.88781,99.07339,43.49688
2004-02,104.0667,99.79752,99.89568,11.04539,43.67875,99.92157,99.13307,43.76738
2004-03,103.6602,99.94505,99.97179,11.10821,44.01736,99.94994,99.18322,44.04156
2004-04,103.2329,100.0474,100.0246,11.05134,44.34042,99.9754,99.22825,44.31943
2004-05,103.0349,100.1081,100.0559,10.88889,44.64914,99.99943,99.27071,44.60095
2004-06,103.265,100.1344,100.0695,10.64229,44.94641,100.0227,99.31186,44.8861
2004-07,103.725,100.1299,100.0672,10.32941,45.23356,100.0454,99.35204,45.17486
2004-08,104.1642,100.097,100.0502,9.967042,45.5113,100.0676,99.3913,45.46719
2004-09,104.3944,100.0387,100.0201,9.573607,45.78075,100.0894,99.42982,45.76306
2004-10,104.4246,99.9578,99.97837,9.165698,46.04299,100.1113,99.46841,46.06243
2004-11,104.2561,99.85643,99.92608,8.759565,46.29869,100.1338,99.50832,46.36526
2004-12,103.8762,99.73849,99.86523,8.371822,46.54945,100.158,99.55098,46.6715
2005-01,103.4507,99.61149,99.79972,8.020264,46.79859,100.1844,99.59771,46.98112
2005-02,103.1906,99.48335,99.73362,7.717591,47.0497,100.2135,99.6492,47.29404
2005-03,103.2623,99.36073,99.67036,7.470933,47.30587,100.245,99.7049,47.61023
2005-04,103.5344,99.24982,99.61314,7.283735,47.57006,100.2775,99.76233,47.92962
2005-05,103.8555,99.15482,99.56414,7.156208,47.84433,100.3094,99.81866,48.25214
2005-06,104.1328,99.07829,99.52466,7.083056,48.12999,100.3396,99.87212,48.57774
2005-07,104.3606,99.02258,99.49592,7.062782,48.42831,100.3686,99.92339,48.90633
2005-08,104.5426,98.98715,99.47765,7.092416,48.73915,100.3975,99.97441,49.23785
2005-09,104.6637,98.97083,99.46922,7.167436,49.06205,100.4273,100.0272,49.57224
2005-10,104.7068,98.97395,99.47083,7.285188,49.39731,100.4586,100.0824,49.9094
2005-11,104.62,98.99958,99.48405,7.447037,49.74657,100.4912,100.1401,50.24928
2005-12,104.3614,99.04923,99.50967,7.650592,50.11076,100.5252,100.2001,50.59177
2006-01,104.0729,99.12311,99.54778,7.888186,50.49015,100.5603,100.2623,50.93681
2006-02,103.9537,99.21925,99.59737,8.149259,50.8839,100.5971,100.3272,51.28431
2006-03,104.1621,99.33178,99.65543,8.420245,51.28914,100.6362,100.3964,51.63417
2006-04,104.549,99.45219,99.71754,8.685042,51.70155,100.6793,100.4725,51.98633
2006-05,104.9317,99.57431,99.78054,8.932188,52.11787,100.728,100.5587,52.34068
2006-06,105.1888,99.69983,99.84529,9.16055,52.53896,100.7833,100.6564,52.69714
2006-07,105.3592,99.83189,99.91341,9.370825,52.96644,100.8445,100.7647,53.05563
2006-08,105.5048,99.97263,99.98602,9.565768,53.40142,100.9106,100.8815,53.41604
2006-09,105.6592,100.1232,100.0637,9.747808,53.84453,100.9805,101.005,53.77829
2006-10,105.801,100.2834,100.1463,9.916324,54.2957,101.054,101.1349,54.14228
2006-11,105.8726,100.4516,100.2331,10.06609,54.7541,101.1312,101.2715,54.50794
2006-12,105.8121,100.6256,100.3229,10.19279,55.21845,101.212,101.4142,54.87517
2007-01,105.6542,100.808,100.417,10.29925,55.69025,101.295,101.5611,55.24389
2007-02,105.4277,101.0021,100.5171,10.39116,56.17133,101.3784,101.7085,55.61401
2007-03,105.1488,101.2089,100.6238,10.47612,56.66226,101.4598,101.8524,55.98547
2007-04,104.8839,101.4285,100.737,10.56388,57.16323,101.5367,101.9882,56.35817
2007-05,104.7174,101.6566,100.8547,10.65662,57.67188,101.6062,102.1112,56.73207
2007-06,104.7043,101.8774,100.9687,10.73542,58.17924,101.6659,102.2168,57.10709
2007-07,104.7251,102.0746,101.0704,10.7791,58.67574,101.7132,102.3003,57.48319
2007-08,104.6195,102.2299,101.1505,10.76589,59.15056,101.7451,102.3567,57.86031
2007-09,104.2847,102.3243,101.1992,10.67427,59.59204,101.758,102.3795,58.23842
2007-10,103.9011,102.3398,101.2072,10.48575,59.98901,101.7473,102.3607,58.6175
2007-11,103.7309,102.2601,101.1661,10.18519,60.33091,101.7086,102.2922,58.99751
2007-12,103.964,102.0812,101.0738,9.771727,60.61425,101.6388,102.1688,59.37845
2008-01,104.3519,101.8074,100.9325,9.24789,60.84043,101.5372,101.9892,59.76033
2008-02,104.5402,101.4551,100.7508,8.628911,61.0183,101.4051,101.7557,60.14317
2008-03,104.2455,101.0471,100.5403,7.939188,61.16078,101.2451,101.4728,60.527
2008-04,103.6331,100.6128,100.3163,7.210719,61.28511,101.0604,101.1463,60.91185
2008-05,102.881,100.176,100.0909,6.474213,61.40568,100.855,100.7831,61.29779
2008-06,102.0619,99.76631,99.87959,5.777791,61.54072,100.6334,100.3914,61.68487
2008-07,101.1649,99.41463,99.69816,5.170871,61.70979,100.4011,99.98079,62.07315
2008-08,100.0792,99.14388,99.55849,4.695453,61.92794,100.1646,99.56276,62.4627
2008-09,98.65651,98.97107,99.46935,4.387924,62.20689,99.93154,99.1507,62.85361
2008-10,96.96164,98.90365,99.43456,4.273335,62.55254,99.71074,98.76037,63.24594
2008-11,95.04098,98.94656,99.4567,4.373329,62.96938,99.51198,98.40901,63.63978
2008-12,92.96339,99.09811,99.53488,4.691013,63.45767,99.34544,98.11459,64.0352
2009-01,91.08673,99.3504,99.66503,5.215749,64.01371,99.22112,97.89482,64.43226
2009-02,90.00598,99.69276,99.84164,5.922049,64.63184,99.14656,97.76302,64.83102
2009-03,90.30045,100.1112,100.0575,6.774424,65.30407,99.12432,97.7237,65.23153
2009-04,91.48503,100.589,100.304,7.726636,66.02039,99.15081,97.77053,65.63378
2009-05,93.10163,101.1037,100.5695,8.73042,66.76665,99.21812,97.88953,66.03778
2009-06,94.92051,101.6335,100.8428,9.730416,67.52888,99.31704,98.06438,66.44351
2009-07,96.70955,102.1607,101.1148,10.67191,68.29539,99.43897,98.27995,66.85094
2009-08,98.23884,102.6692,101.3771,11.50912,69.05531,99.57697,98.5239,67.26003
2009-09,99.31507,103.1458,101.623,12.20543,69.79951,99.72572,98.78686,67.67073
2009-10,100.0757,103.5797,101.8468,12.73747,70.52016,99.88147,99.06219,68.083
2009-11,100.6246,103.9612,102.0436,13.08683,71.21008,100.0416,99.34531,68.49679
2009-12,100.9831,104.2834,102.2098,13.24688,71.86383,100.2043,99.6329,68.91203
2010-01,101.2532,104.5432,102.3438,13.22322,72.47839,100.3678,99.92188,69.32866
2010-02,101.5163,104.7396,102.4452,13.02844,73.05236,100.5304,100.2094,69.74662
2010-03,101.8204,104.8763,102.5157,12.68413,73.58733,100.6907,100.4927,70.16583
2010-04,102.174,104.9587,102.5582,12.21748,74.08642,100.8468,100.7688,70.58623
2010-05,102.5903,104.9895,102.5741,11.65855,74.55067,100.9969,101.034,71.00774
2010-06,103.0804,104.9758,102.567,11.04067,74.98453,101.1383,101.2839,71.43031
2010-07,103.5849,104.9224,102.5394,10.38924,75.39077,101.2677,101.5128,71.85387
2010-08,104.0166,104.8312,102.4924,9.723966,75.77023,101.3816,101.7141,72.27834
2010-09,104.2879,104.7025,102.426,9.058902,76.12258,101.4763,101.8816,72.7037
2010-10,104.4116,104.5382,102.3413,8.406846,76.44868,101.5489,102.0099,73.12988
2010-11,104.365,104.3383,102.2382,7.776855,76.74798,101.5969,102.0947,73.55685
2010-12,104.1011,104.1033,102.1169,7.175523,77.02044,101.6185,102.133,73.98461
2011-01,103.7309,103.8346,101.9783,6.606424,77.26662,101.6133,102.1236,74.41313
2011-02,103.3638,103.5368,101.8247,6.073836,77.48944,101.5814,102.0673,74.84243
2011-03,103.0536,103.2137,101.658,5.577384,77.69157,101.5244,101.9666,75.27253
2011-04,102.743,102.8705,101.481,5.115804,77.87653,101.4451,101.8264,75.70345
2011-05,102.3316,102.5078,101.2939,4.686676,78.04462,101.3473,101.6535,76.13527
2011-06,101.7439,102.1319,101.0999,4.288664,78.20036,101.2358,101.4565,76.56803
2011-07,101.099,101.7491,100.9024,3.923384,78.34864,101.1166,101.2457,77.00182
2011-08,100.5721,101.367,100.7053,3.596482,78.49529,100.9954,101.0314,77.43672
2011-09,100.3124,100.9947,100.5133,3.316815,78.64742,100.8771,100.8222,77.87283
2011-10,100.2441,100.6399,100.3302,3.090529,78.81135,100.7644,100.6231,78.31025
2011-11,100.288,100.3065,100.1583,2.921871,78.99046,100.659,100.4367,78.74908
2011-12,100.392,99.99728,99.99874,2.813353,79.18729,100.5614,100.2642,79.18945
2012-01,100.45,99.71384,99.85252,2.765673,79.40356,100.4717,100.1057,79.63143
2012-02,100.3184,99.45456,99.71877,2.77324,79.6384,100.3898,99.96081,80.07517
2012-03,99.87971,99.21745,99.59645,2.830534,79.89066,100.3153,99.82906,80.52077
2012-04,99.29458,99.00245,99.48553,2.933007,80.16066,100.2478,99.70985,80.96836
2012-05,98.76701,98.80878,99.38563,3.079728,80.44818,100.187,99.60239,81.41805
2012-06,98.45535,98.63561,99.29629,3.264166,80.75295,100.1322,99.50549,81.86997
2012-07,98.32595,98.48091,99.21648,3.478076,81.07367,100.0823,99.41721,82.32425
2012-08,98.34515,98.34322,99.14545,3.712583,81.40948,100.0361,99.33552,82.78099
2012-09,98.48895,98.21966,99.08171,3.95554,81.75835,99.99275,99.25892,83.24032
2012-10,98.60423,98.10664,99.02341,4.195111,82.11757,99.95204,99.18695,83.70235
2012-11,98.47902,98.00144,98.96915,4.424119,82.48508,99.91409,99.11984,84.16721
2012-12,97.9414,97.90148,98.91758,4.63666,82.85894,99.87914,99.05807,84.63502
2013-01,97.19888,97.80528,98.86795,4.829106,83.23804,99.84739,99.00195,85.10587
2013-02,96.51308,97.71174,98.81969,5.001586,83.62159,99.81903,98.95181,85.57988
2013-03,96.07938,97.62329,98.77406,5.158519,84.01183,99.79433,98.90814,86.05716
2013-04,95.84972,97.5428,98.73254,5.302764,84.41139,99.7737,98.87167,86.5378
2013-05,95.78373,97.4724,98.69623,5.43722,84.82233,99.75759,98.84319,87.0219
2013-06,95.8957,97.41645,98.66736,5.567264,85.24868,99.74632,98.82327,87.50953
2013-07,96.13788,97.38263,98.64991,5.703229,85.69749,99.73992,98.81197,88.00079
2013-08,96.50268,97.38085,98.64899,5.857336,86.17792,99.73813,98.80879,88.49575
2013-09,96.99466,97.41219,98.66517,6.03378,86.69147,99.74031,98.81264,88.99448
2013-10,97.47987,97.48213,98.70125,6.242314,87.24361,99.74539,98.82162,89.49702
2013-11,97.77337,97.58843,98.75608,6.483432,87.83295,99.7523,98.83385,90.00344
2013-12,97.73343,97.72672,98.82742,6.755105,88.45615,99.76037,98.84811,90.51378
2014-01,97.5476,97.90087,98.91726,7.063163,89.11728,99.76965,98.86452,91.02808
2014-02,97.45763,98.11083,99.02557,7.408734,89.81689,99.7805,98.88371,91.54636
2014-03,97.63044,98.35444,99.15125,7.786727,90.5536,99.793,98.90579,92.06865
2014-04,97.93311,98.62771,99.29221,8.189536,91.3243,99.80643,98.92953,92.59497
2014-05,98.17579,98.9195,99.44274,8.602422,92.1191,99.81973,98.95306,93.12532
2014-06,98.22478,99.21453,99.59494,9.00348,92.92403,99.83192,98.9746,93.6597
2014-07,98.17551,99.50336,99.74393,9.373414,93.73026,99.84247,98.99324,94.1981
2014-08,98.165,99.77428,99.8837,9.68779,94.52665,99.85134,99.00893,94.74049
2014-09,98.28255,100.0158,100.0083,9.93229,95.30193,99.85905,99.02256,95.28687
2014-10,98.44171,100.2262,100.1168,10.0986,96.05399,99.86665,99.036,95.83721
2014-11,98.50202,100.4023,100.2077,10.18562,96.77928,99.87556,99.05174,96.39146
2014-12,98.34926,100.5394,100.2784,10.19301,97.47249,99.88731,99.07253,96.94958
2015-01,98.07446,100.6407,100.3306,10.12033,98.13625,99.90338,99.10092,97.51151
2015-02,97.79282,100.7042,100.3634,9.965851,98.76791,99.92502,99.13918,98.07721
2015-03,97.58474,100.7354,100.3795,9.738296,99.37199,99.95318,99.18896,98.64658
2015-04,97.44354,100.7417,100.3827,9.451098,99.95544,99.98833,99.25109,99.21957
2015-05,97.35766,100.7287,100.376,9.123119,100.5232,100.0307,99.32592,99.79605
2015-06,97.3258,100.698,100.3602,8.773399,101.0766,100.0803,99.4136,100.376
2015-07,97.31688,100.6524,100.3367,8.415112,101.6178,100.1373,99.51436,100.9592
2015-08,97.3019,100.5928,100.3059,8.062124,102.1475,100.2016,99.62817,101.5456
2015-09,97.26283,100.5203,100.2685,7.727528,102.6664,100.2731,99.75446,102.135
2015-10,97.20764,100.4334,100.2237,7.411145,103.1727,100.3507,99.89175,102.7274
2015-11,97.14634,100.3284,100.1695,7.111705,103.6619,100.4331,100.0374,103.3226
2015-12,97.08319,100.2052,100.106,6.833997,104.1338,100.518,100.1875,103.9205
2016-01,97.01504,100.0632,100.0328,6.573228,104.587,100.6023,100.3365,104.5209
2016-02,96.93145,99.90267,99.94994,6.331382,105.0213,100.6826,100.4784,105.1236
2016-03,96.81989,99.72514,99.85835,6.104266,105.4379,100.7557,100.6077,105.7285
2016-04,96.68633,99.52922,99.75728,5.882086,105.8349,100.8195,100.7205,106.3355
2016-05,96.5408,99.31378,99.64614,5.657685,106.2105,100.8725,100.8141,106.9444
2016-06,96.40504,99.08249,99.52682,5.433116,106.5682,100.9134,100.8865,107.5551
2016-07,96.33199,98.84023,99.40185,5.21078,106.9128,100.9414,100.936,108.1673
2016-08,96.4156,98.59531,99.27551,4.998244,107.2531,100.956,100.9618,108.7811
2016-09,96.73795,98.36153,99.1549,4.809207,107.6038,100.9576,100.9646,109.3963
2016-10,97.15961,98.15534,99.04853,4.662705,107.9833,100.948,100.9476,110.0127
2016-11,97.50118,97.99387,98.96524,4.581155,108.4109,100.9298,100.9154,110.6302
2016-12,97.62559,97.8931,98.91325,4.581783,108.9049,100.9065,100.8742,111.2488
2017-01,97.60032,97.86337,98.89791,4.676704,109.4782,100.8821,100.8311,111.8684
2017-02,97.51012,97.90876,98.92133,4.87057,110.1364,100.8604,100.7927,112.4888
2017-03,97.41918,98.02608,98.98185,5.158892,110.8773,100.8445,100.7646,113.11
2017-04,97.39846,98.20738,99.07539,5.535308,111.6932,100.836,100.7495,113.732
2017-05,97.55353,98.4423,99.19657,5.990632,112.5732,100.8354,100.7485,114.3545
2017-06,97.98236,98.71996,99.33981,6.510005,113.5058,100.8427,100.7614,114.9776
2017-07,98.55728,99.02894,99.4992,7.076547,114.4786,100.8575,100.7875,115.6012
2017-08,99.12598,99.35725,99.66856,7.668748,115.4781,100.879,100.8257,116.2251
2017-09,99.56646,99.69373,99.84214,8.259617,116.4915,100.9063,100.8738,116.8494
2017-10,99.84822,100.0292,100.0152,8.820702,117.5082,100.9376,100.9293,117.474
2017-11,99.90669,100.3548,100.1832,9.322743,118.5177,100.9713,100.9887,118.0987
2017-12,99.67642,100.6615,100.3414,9.73707,119.5091,101.0049,101.0482,118.7237
2018-01,99.34753,100.9419,100.486,10.04284,120.4729,101.0362,101.1035,119.3488
2018-02,99.15509,101.1888,100.6134,10.22712,121.4002,101.0629,101.1507,119.9739
2018-03,99.26707,101.3971,100.7209,10.28777,122.2841,101.0832,101.1866,120.5992
2018-04,99.53589,101.5623,100.8061,10.22912,123.1184,101.0962,101.2096,121.2245
2018-05,99.7644,101.6781,100.8658,10.057,123.8947,101.1016,101.2191,121.8499
2018-06,99.81493,101.741,100.8983,9.780893,124.6077,101.0991,101.2148,122.4754
2018-07,99.75872,101.7502,100.903,9.414028,125.2556,101.0889,101.1967,123.1011
2018-08,99.69939,101.7076,100.8811,8.972822,125.8397,101.0706,101.1643,123.7269
2018-09,99.70319,101.6176,100.8346,8.47525,126.3645,101.044,101.1173,124.353
2018-10,99.73241,101.4883,100.7679,7.940852,126.8394,101.0085,101.0545,124.9793
2018-11,99.70447,101.3297,100.6861,7.390046,127.2762,100.9635,100.975,125.606
2018-12,99.52576,101.1512,100.594,6.842396,127.6864,100.9088,100.8783,126.2332
2019-01,99.18254,100.9614,100.4961,6.314861,128.0806,100.8443,100.7643,126.861
2019-02,98.60473,100.7679,100.3963,5.822189,128.4684,100.7705,100.6337,127.4894
2019-03,97.69418,100.5769,100.2978,5.375771,128.8579,100.6879,100.4878,128.1187
2019-04,96.58757,100.3942,100.2035,4.985481,129.2565,100.5975,100.328,128.7489
2019-05,95.43316,100.22,100.1136,4.657363,129.6649,100.5005,100.1565,129.3802
2019-06,94.36369,100.0559,100.029,4.396053,130.0855,100.3986,99.97632,130.0128
2019-07,93.51701,99.905,99.95113,4.205069,130.5227,100.2938,99.79106,130.6468
2019-08,93.09773,99.76997,99.88148,4.085144,130.9804,100.1887,99.60535,131.2824
2019-09,93.21619,99.65371,99.8215,4.034734,131.4629,100.0865,99.42459,131.9198
2019-10,93.29987,99.55723,99.77173,4.046621,131.9721,99.99055,99.25502,132.559
2019-11,92.54189,99.4795,99.73163,4.109807,132.507,99.90453,99.10294,133.2003
2019-12,90.38413,99.4197,99.70078,4.214135,133.0672,99.83157,98.97398,133.8439
2020-01,87.84219,99.3801,99.68035,4.353227,133.6563,99.77398,98.87217,134.4899
2020-02,86.38774,99.36324,99.67165,4.522231,134.278,99.73328,98.80023,135.1385
2020-03,87.21523,83.67242,91.57721,-11.82646,113.6185,98.10531,95.92229,135.7897
2020-04,89.42097,56.64163,77.63281,-40.20883,77.28396,89.11763,80.03389,136.4437
2020-05,91.94713,76.90787,88.08758,-18.6818,105.4412,84.53764,71.93739,137.1006
2020-06,94.14737,86.96922,93.27794,-7.899635,119.8092,87.55312,77.26816,137.7605
2020-07,96.0321,93.14175,96.46217,-1.220227,128.93,90.544,82.55543,138.4235
2020-08,97.70586,95.07477,97.45936,0.9609283,132.2391,93.51048,87.79957,139.0895
2020-09,99.12029,98.2189,99.08132,4.416925,137.2695,94.64891,89.81207,139.7588
2020-10,100.038,100.0403,100.0209,6.452697,140.4878,95.77838,91.80876,140.4312
2020-11,99.94086,100.1689,100.0873,6.669973,141.3452,96.89714,93.78651,141.1069
2020-12,98.43502,100.29,100.1498,6.86111,142.1971,96.71459,93.46379,141.7859
2021-01,96.67073,100.399,100.206,7.018261,143.0366,96.53212,93.14121,142.4682
2021-02,96.26576,100.4924,100.2541,7.134888,143.8586,96.34876,92.81708,143.1537
2021-03,98.48724,100.5679,100.2931,27.32032,144.6595,94.08481,88.81486,143.8426
2021-04,102.0742,100.6245,100.3223,88.18594,145.4375,91.85034,84.86478,144.5349
2021-05,105.4249,100.6613,100.3413,38.64677,146.1908,89.64084,80.95882,145.2305
2021-06,107.4197,100.6766,100.3492,22.62555,146.9167,91.37718,84.02833,145.9294
