country,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC
1973-06,,,,,,,103.9667,106.5963,60.93439
1973-07,,,,,,,103.9186,106.515,61.17236
1973-08,,,,,,,103.7719,106.2673,61.40673
1973-09,,,,,,,103.5151,105.8339,61.63768
1973-10,,,,,,,103.1388,105.1987,61.86538
1973-11,,,,,,,102.6372,104.3519,62.09009
1973-12,,,,,,,102.0112,103.2952,62.31206
1974-01,,,,,,,101.2738,102.0504,62.53159
1974-02,,,,,,,100.4488,100.6577,62.749
1974-03,,,,,,,99.57143,99.17655,62.96463
1974-04,,,,,,,98.69008,97.68874,63.17884
1974-05,,,,,,,97.85984,96.28721,63.39201
1974-06,,,,,,,97.13679,95.06663,63.60448
1974-07,,,,,,,96.57262,94.11426,63.8166
1974-08,,,,,,,96.20594,93.49525,64.02871
1974-09,,,,,,,96.05151,93.23456,64.24107
1974-10,,,,,,,96.09496,93.30791,64.45393
1974-11,,,,,,,96.29717,93.64926,64.66748
1974-12,,,,,,,96.60343,94.16626,64.88185
1975-01,,,,,,,96.94989,94.75112,65.09716
1975-02,,,95.5963,97.52529,,62.43728,97.27676,95.30291,65.31349
1975-03,,,96.165,97.8447,,63.0178,97.54151,95.74984,65.53091
1975-04,,,96.79588,98.19904,,63.64281,97.73265,96.0725,65.7495
1975-05,,,97.52073,98.60614,,64.33376,97.86114,96.2894,65.96931
1975-06,,,98.26709,99.02533,,65.04337,97.95223,96.44318,66.19038
1975-07,,,98.96794,99.41896,,65.72735,98.03803,96.58803,66.41277
1975-08,,,99.58749,99.76693,,66.3616,98.14821,96.77401,66.63647
1975-09,,,100.0752,100.0408,,66.91174,98.30086,97.03169,66.86149
1975-10,,,100.4463,100.2493,,67.38722,98.49289,97.35587,67.08778
1975-11,,,100.6992,100.3913,,67.78595,98.70811,97.71918,67.31528
1975-12,,,100.8079,100.4523,,68.08957,98.92448,98.08445,67.54391
1976-01,,,100.7745,100.4336,,68.29846,99.12116,98.41646,67.77357
1976-02,,,100.6451,100.3609,9.618562,68.44285,99.28165,98.68737,68.00418
1976-03,,,100.5092,100.2846,8.831276,68.58308,99.39738,98.88276,68.23562
1976-04,,,100.3891,100.2172,7.999969,68.73421,99.47176,99.00832,68.46778
1976-05,,,100.2595,100.1444,7.064904,68.87887,99.51706,99.08479,68.70057
1976-06,,,100.2065,100.1146,6.200236,69.07621,99.55192,99.14362,68.93386
1976-07,,,100.2322,100.129,5.47834,69.32812,99.59922,99.22346,69.16754
1976-08,,,100.3039,100.1693,4.8986,69.61238,99.67554,99.35232,69.4015
1976-09,,,100.3729,100.208,4.458837,69.89523,99.78045,99.52941,69.63557
1976-10,,,100.4075,100.2275,4.106307,70.15434,99.88501,99.70592,69.86961
1976-11,,,100.4012,100.2239,3.83375,70.38469,99.94933,99.81448,70.10343
1976-12,,,100.3584,100.1999,3.670778,70.58899,99.93975,99.79832,70.33688
1977-01,,,100.2785,100.155,3.613328,70.76631,99.84648,99.64088,70.56976
1977-02,,,100.2129,100.1182,3.667012,70.95265,99.6796,99.35918,70.80195
1977-03,,,100.2112,100.1173,3.79138,71.18333,99.46602,98.99862,71.03327
1977-04,,,100.3226,100.1798,4.014452,71.49352,99.24725,98.6293,71.2636
1977-05,,,100.5914,100.3308,4.408795,71.9156,99.06898,98.32838,71.49279
1977-06,,,101.0079,100.5647,4.87476,72.44351,98.97109,98.16312,71.72067
1977-07,,,101.5356,100.8611,5.371188,73.05186,98.97732,98.17364,71.94707
1977-08,,,102.1218,101.1903,5.87645,73.70312,99.09554,98.37321,72.17177
1977-09,,,102.7017,101.516,6.374161,74.35046,99.31612,98.74557,72.39455
1977-10,,,103.2456,101.8215,6.867146,74.97195,99.60818,99.23859,72.61516
1977-11,,,103.7344,102.096,7.343293,75.55325,99.93001,99.78188,72.83333
1977-12,,,104.1651,102.3379,7.794896,76.09132,100.2384,100.3025,73.04878
1978-01,,,104.537,102.5468,8.222564,76.58511,100.4979,100.7405,73.26124
1978-02,,,104.8903,102.7452,8.612316,77.06332,100.6852,101.0568,73.47043
1978-03,,,105.2131,102.9265,8.897561,77.51691,100.7949,101.2419,73.67611
1978-04,,,105.5679,103.1258,9.088906,77.99149,100.845,101.3265,73.87804
1978-05,,,105.9878,103.3616,9.171717,78.51149,100.8689,101.3668,74.07599
1978-06,,,106.5125,103.6563,9.197598,79.10658,100.9071,101.4314,74.26975
1978-07,,,107.1453,104.0117,9.209332,79.77945,101.0,101.5882,74.45913
1978-08,,,107.8158,104.3883,9.192027,80.47793,101.1758,101.8849,74.64391
1978-09,,,108.4319,104.7343,9.122281,81.13292,101.4376,102.3269,74.82388
1978-10,,,108.9077,105.0016,8.946708,81.67947,101.7488,102.8522,74.99881
1978-11,,,109.1456,105.1352,8.589712,82.04305,102.0538,103.367,75.16847
1978-12,,,109.0777,105.0971,7.990139,82.17113,102.2985,103.7801,75.33265
1979-01,,,108.6761,104.8715,7.123786,82.04088,102.4505,104.0368,75.49117
1979-02,,,108.0952,104.5452,6.104154,81.76739,102.4961,104.1137,75.64388
1979-03,,,107.4797,104.1996,5.086228,81.45959,102.4372,104.0143,75.79066
1979-04,,,106.9,103.874,4.076363,81.17071,102.2906,103.7669,75.93144
1979-05,,,106.3348,103.5565,3.022848,80.88477,102.0851,103.4198,76.06617
1979-06,,,105.7642,103.236,1.871193,80.58681,101.8594,103.0389,76.19482
1979-07,,,105.1479,102.8899,0.5849915,80.24615,101.6622,102.706,76.31741
1979-08,,,104.491,102.521,-0.7596577,79.86657,101.5371,102.4948,76.43394
1979-09,,,103.8142,102.1408,-2.056992,79.46402,101.5088,102.447,76.54446
1979-10,,,103.1622,101.7746,-3.191393,79.07275,101.5672,102.5457,76.64897
1979-11,,,102.5139,101.4105,-4.102998,78.67683,101.6804,102.7368,76.74751
1979-12,,,101.7763,100.9962,-4.826713,78.20496,101.8052,102.9475,76.84009
1980-01,,,100.9202,100.5155,-5.370723,77.63469,101.8975,103.1033,76.92677
1980-02,,,100.069,100.0373,-5.756149,77.06073,101.9194,103.1401,77.00763
1980-03,,,99.33372,99.6244,-6.0035,76.56917,101.847,103.0179,77.08275
1980-04,,,98.68481,99.25995,-6.200678,76.13757,101.6796,102.7353,77.15227
1980-05,,,98.1758,98.97406,-6.27684,75.80777,101.4338,102.3204,77.21635
1980-06,,,97.82384,98.77638,-6.196121,75.59355,101.1392,101.8231,77.27518
1980-07,,,97.62945,98.66721,-5.919654,75.49586,100.8348,101.3093,77.32898
1980-08,,,97.57751,98.63803,-5.462982,75.50348,100.5573,100.8407,77.37795
1980-09,,,97.64463,98.67573,-4.864174,75.59875,100.3286,100.4548,77.42233
1980-10,,,97.79465,98.75999,-4.197079,75.75401,100.1449,100.1446,77.46233
1980-11,,,97.99517,98.87261,-3.472931,75.94444,99.99026,99.8836,77.49815
1980-12,,,98.13651,98.95199,-2.710495,76.08522,99.85071,99.64801,77.52998
1981-01,,,98.1632,98.96699,-1.933667,76.13349,99.72639,99.43815,77.55807
1981-02,,,98.10117,98.93214,-1.234428,76.10947,99.62768,99.27151,77.58263
1981-03,,,98.04381,98.89993,-0.6312562,76.08582,99.57088,99.17564,77.6039
1981-04,,,97.98273,98.86562,-0.1068354,76.05623,99.57378,99.18053,77.62208
1981-05,,,97.87091,98.80282,0.2330342,75.98443,99.65004,99.30927,77.6374
1981-06,,,97.75504,98.73774,0.4144374,75.90684,99.80267,99.56692,77.65005
1981-07,,,97.70459,98.7094,0.5056832,75.87762,100.0163,99.9275,77.66025
1981-08,,,97.75664,98.73864,0.5592962,75.92577,100.2624,100.343,77.66814
1981-09,,,97.9184,98.82949,0.6062365,76.05706,100.5041,100.751,77.67392
1981-10,,,98.14675,98.95775,0.6391435,76.23818,100.7,101.0817,77.67774
1981-11,,,98.40147,99.10081,0.6499856,76.43806,100.8122,101.2712,77.6798
1981-12,,,98.58945,99.20638,0.6562839,76.58456,100.8158,101.2771,77.68028
1982-01,,,98.66122,99.2467,0.6645555,76.63944,100.7082,101.0955,77.6794
1982-02,,,98.60339,99.21421,0.6346867,76.59253,100.5041,100.7511,77.67738
1982-03,,,98.42881,99.11617,0.4840168,76.45409,100.231,100.2901,77.6745
1982-04,,,98.20122,98.98833,0.2861402,76.27386,99.92568,99.77458,77.67099
1982-05,,,97.99514,98.87259,0.1652752,76.11001,99.62597,99.26863,77.66713
1982-06,,,97.93346,98.83795,0.1994319,76.05822,99.36327,98.82516,77.66317
1982-07,,,98.06104,98.9096,0.3636638,76.15356,99.15497,98.47353,77.65936
1982-08,,,98.33548,99.06374,0.5762877,76.36331,99.00585,98.22181,77.65591
1982-09,,,98.67326,99.25345,0.743837,76.6228,98.90852,98.0575,77.65306
1982-10,,,98.99622,99.43484,0.8307519,76.87154,98.84277,97.94651,77.65099
1982-11,,,99.19405,99.54595,0.7665985,77.02404,98.78493,97.84886,77.64986
1982-12,,,99.19891,99.54868,0.5787805,77.02781,98.71659,97.73351,77.64986
1983-01,,,99.01321,99.44438,0.3202706,76.8849,98.6332,97.59273,77.65115
1983-02,,,98.78006,99.31344,0.148878,76.70656,98.54156,97.43804,77.65389
1983-03,,,98.61711,99.22192,0.1703237,76.5843,98.45763,97.29635,77.65823
1983-04,,,98.58331,99.20294,0.3804744,76.56406,98.4043,97.20631,77.66432
1983-05,,,98.7188,99.27903,0.7451472,76.67714,98.40389,97.20564,77.67228
1983-06,,,98.90207,99.38197,1.013815,76.82932,98.47015,97.31748,77.68221
1983-07,,,99.07209,99.47746,1.07638,76.97327,98.59929,97.53548,77.6942
1983-08,,,99.21582,99.55818,0.963286,77.09891,98.77536,97.83271,77.70828
1983-09,,,99.33768,99.62663,0.7659822,77.20972,98.97456,98.16897,77.7245
1983-10,,,99.44413,99.68641,0.5713247,77.31072,99.16872,98.49675,77.74287
1983-11,,,99.58624,99.76623,0.5421711,77.44164,99.33153,98.77158,77.7634
1983-12,,,99.8244,99.89999,0.8070773,77.64949,99.44476,98.96273,77.78608
1984-01,,,100.1427,100.0788,1.348899,77.922,99.50515,99.06467,77.81093
1984-02,,,100.5287,100.2955,2.011418,78.24945,99.52077,99.09104,77.83795
1984-03,,,100.9616,100.5387,2.6528,78.61594,99.50807,99.0696,77.86716
1984-04,,,101.4422,100.8086,3.210299,79.022,99.48942,99.03811,77.89857
1984-05,,,101.8842,101.0569,3.551826,79.40058,99.4855,99.0315,77.93217
1984-06,,,102.275,101.2763,3.790704,79.74168,99.50783,99.06919,77.96795
1984-07,,,102.5952,101.4562,3.971539,80.03029,99.55089,99.14188,78.00588
1984-08,,,102.7979,101.57,4.060613,80.2296,99.60002,99.22482,78.04594
1984-09,,,102.8788,101.6155,4.049188,80.33608,99.63887,99.2904,78.08807
1984-10,,,102.8685,101.6097,3.961576,80.37344,99.65665,99.32042,78.13223
1984-11,,,102.8192,101.582,3.797391,80.3824,99.65063,99.31025,78.17837
1984-12,,,102.7092,101.5202,3.472343,80.34574,99.62875,99.27332,78.22645
1985-01,100.3802,103.1471,102.5256,101.4171,2.991959,80.25339,99.61262,99.24609,78.27644
1985-02,99.7418,103.2713,102.3645,101.3266,2.467666,80.18038,99.62959,99.27473,78.3283
1985-03,99.13325,103.4956,102.2536,101.2643,1.949325,80.14841,99.70473,99.40159,78.38199
1985-04,99.03252,103.7904,102.2482,101.2613,1.491792,80.20084,99.85239,99.65086,78.43745
1985-05,99.51512,103.9831,102.2976,101.2891,1.130418,80.29814,100.075,100.0266,78.49461
1985-06,100.2447,104.0311,102.3094,101.2957,0.7848809,80.36756,100.3606,100.5088,78.55342
1985-07,100.4862,103.9878,102.1337,101.197,0.3259525,80.29115,100.679,101.0462,78.61376
1985-08,100.2201,103.7824,101.6819,100.9432,-0.2877142,79.99876,100.9901,101.5714,78.67554
1985-09,100.012,103.3033,100.9916,100.5555,-1.016533,79.51944,101.2521,102.0138,78.73869
1985-10,100.2868,102.6033,100.13,100.0716,-1.82632,78.90557,101.43,102.314,78.80312
1985-11,100.6563,102.2465,99.11644,99.50237,-2.749942,78.17194,101.5026,102.4365,78.86878
1985-12,101.0482,102.1608,98.1442,98.95631,-3.57826,77.47076,101.4713,102.3837,78.93565
1986-01,101.447,102.1654,97.34534,98.50763,-4.170473,76.90644,101.363,102.201,79.00372
1986-02,101.5844,102.0839,96.796,98.1991,-4.54082,76.53954,101.217,101.9544,79.07304
1986-03,101.1739,101.8444,96.47147,98.01683,-4.737938,76.35103,101.0655,101.6988,79.14363
1986-04,100.9843,101.522,96.33175,97.93835,-4.85173,76.30972,100.9237,101.4594,79.21554
1986-05,101.0485,101.2217,96.27961,97.90907,-4.930623,76.33894,100.7909,101.2351,79.2888
1986-06,100.7423,101.0314,96.20619,97.86784,-4.995819,76.35255,100.6598,101.0139,79.36343
1986-07,100.2073,100.9256,96.16483,97.8446,-4.855168,76.39288,100.5257,100.7874,79.43952
1986-08,99.83092,100.8111,96.20138,97.86514,-4.377837,76.49655,100.3826,100.5458,79.51711
1986-09,99.51535,100.817,96.31964,97.93156,-3.587334,76.66682,100.2206,100.2724,79.59624
1986-10,99.05356,101.0008,96.53291,98.05134,-2.523343,76.91451,100.0229,99.93874,79.67699
1986-11,98.58274,101.091,96.86288,98.23666,-1.17008,77.25726,99.77511,99.52039,79.7594
1986-12,98.41286,101.0426,97.28539,98.47397,0.2650715,77.67612,99.47478,99.01341,79.84355
1987-01,98.53397,100.921,97.70197,98.70794,1.542503,78.09273,99.14167,98.45108,79.92953
1987-02,98.81357,100.7121,98.0303,98.89234,2.484684,78.4413,98.80817,97.88811,80.0174
1987-03,99.12331,100.4839,98.28676,99.03638,3.122159,78.73483,98.51057,97.38571,80.10726
1987-04,99.16952,100.2789,98.49808,99.15507,3.518454,78.99464,98.28047,96.99728,80.19917
1987-05,99.03681,100.1038,98.75763,99.30084,3.873096,79.29562,98.14331,96.76574,80.29316
1987-06,99.30712,100.0299,99.13228,99.51126,4.37335,79.69171,98.11584,96.71938,80.38927
1987-07,99.81589,99.99792,99.59666,99.77208,4.934959,80.16283,98.20222,96.86518,80.48747
1987-08,100.2627,100.0899,100.0473,100.0252,5.398068,80.62589,98.3943,97.18945,80.58774
1987-09,100.4185,100.2711,100.4377,100.2444,5.708278,81.04317,98.66999,97.65483,80.68999
1987-10,100.091,100.5091,100.815,100.4563,5.900173,81.4526,98.98957,98.19431,80.79415
1987-11,99.57564,100.7508,101.2826,100.719,6.058222,81.93768,99.3063,98.729,80.90008
1987-12,99.2388,101.0411,101.9204,101.0772,6.291791,82.56334,99.57658,99.18526,81.00765
1988-01,99.40052,101.3077,102.6664,101.4962,6.641954,83.27961,99.77046,99.51255,81.11675
1988-02,99.62507,101.4002,103.3934,101.9045,7.065609,83.98366,99.87373,99.68686,81.22726
1988-03,99.66041,101.3788,104.0242,102.2588,7.46484,84.61226,99.89083,99.71575,81.33905
1988-04,99.90188,101.3024,104.5563,102.5576,7.808898,85.16325,99.84887,99.64491,81.45204
1988-05,100.3934,101.3162,104.9663,102.7879,7.971859,85.61695,99.78513,99.53732,81.56614
1988-06,101.0262,101.2791,105.2078,102.9235,7.834317,85.93501,99.73552,99.45356,81.68124
1988-07,101.3783,101.2122,105.2817,102.9651,7.428283,86.11756,99.72326,99.43287,81.79725
1988-08,101.4297,101.2831,105.2197,102.9302,6.900745,86.18967,99.7607,99.49608,81.91404
1988-09,101.5139,101.516,105.069,102.8456,6.350328,86.18967,99.85046,99.64759,82.03148
1988-10,101.7431,101.8269,104.8549,102.7253,5.751946,86.13771,99.98573,99.87594,82.14943
1988-11,101.4835,102.0146,104.5445,102.551,4.965589,86.00636,100.1528,100.158,82.26774
1988-12,101.0532,102.1102,104.1773,102.3448,3.953855,85.82777,100.333,100.4622,82.38625
1989-01,101.0183,102.2158,103.7875,102.1258,2.821878,85.62966,100.5038,100.7506,82.50481
1989-02,100.9166,102.3426,103.4469,101.9345,1.771223,85.4712,100.6453,100.9893,82.62328
1989-03,100.9163,102.5039,103.2037,101.798,0.9218781,85.39228,100.746,101.1594,82.74149
1989-04,100.9272,102.6139,103.1184,101.75,0.3287061,85.44318,100.8102,101.2677,82.85931
1989-05,100.9857,102.7099,103.2281,101.8116,0.04468269,85.65521,100.8516,101.3377,82.97666
1989-06,101.2723,102.7496,103.5481,101.9914,0.1241242,86.04167,100.8882,101.3995,83.09341
1989-07,101.3914,102.7924,103.9599,102.2227,0.4493108,86.50449,100.937,101.4818,83.20948
1989-08,101.2968,102.7349,104.3941,102.4665,0.9240558,86.98611,101.0083,101.6021,83.32476
1989-09,100.9795,102.6121,104.8617,102.7292,1.515333,87.49574,101.0995,101.7561,83.43916
1989-10,100.5898,102.4825,105.3183,102.9856,2.157538,87.99616,101.1891,101.9074,83.5526
1989-11,100.6998,102.1423,105.7814,103.2457,2.901638,88.50195,101.2463,102.004,83.66497
1989-12,101.2613,101.7827,106.1243,103.4383,3.587529,88.90687,101.2406,101.9943,83.77619
1990-01,101.6886,101.5509,106.1583,103.4574,3.996842,89.05214,101.1525,101.8456,83.8862
1990-02,101.6184,101.4883,105.8916,103.3076,4.062667,88.9436,100.9751,101.5461,83.99496
1990-03,101.4188,101.6027,105.4174,103.0413,3.825066,88.65859,100.7172,101.1107,84.10245
1990-04,101.2955,101.747,104.7376,102.6594,3.224271,88.1981,100.4068,100.5868,84.20867
1990-05,101.1615,101.7684,103.8855,102.1809,2.258392,87.58964,100.0855,100.0443,84.31365
1990-06,100.6497,101.7468,102.9238,101.6407,0.9808295,86.8856,99.80253,99.56667,84.41743
1990-07,99.96321,101.6306,101.8985,101.0649,-0.4391304,86.12463,99.61082,99.24304,84.52003
1990-08,99.3133,101.311,100.9323,100.5222,-1.811438,85.41042,99.55033,99.14094,84.62148
1990-09,99.16538,101.0545,100.0957,100.0524,-3.077717,84.80286,99.6307,99.27661,84.72177
1990-10,99.81535,101.0444,99.41923,99.67242,-4.168242,84.32827,99.82488,99.60442,84.82088
1990-11,100.2986,101.1615,98.82262,99.33735,-5.178434,83.91894,100.0814,100.0374,84.91875
1990-12,100.1077,101.1531,98.2766,99.03067,-6.025089,83.55015,100.3477,100.487,85.0153
1991-01,99.28713,101.0435,97.85194,98.79216,-6.479203,83.28227,100.5861,100.8894,85.1105
1991-02,98.56923,100.9843,97.68244,98.69697,-6.424257,83.22964,100.777,101.2117,85.2043
1991-03,98.26765,100.9678,97.79235,98.7587,-5.915901,83.41364,100.917,101.4481,85.29668
1991-04,98.30702,100.9128,98.06331,98.91088,-5.061482,83.73397,101.0162,101.6154,85.38766
1991-05,98.57962,100.8656,98.4571,99.13205,-3.917385,84.15842,101.0901,101.7402,85.47724
1991-06,98.93353,100.831,98.90375,99.38291,-2.599003,84.62744,101.1526,101.8457,85.56544
1991-07,99.06517,100.8716,99.29803,99.60435,-1.246538,85.05105,101.2084,101.9399,85.65231
1991-08,99.21158,100.9585,99.61506,99.78241,-0.003046988,85.40781,101.2569,102.0218,85.73785
1991-09,99.63328,100.9431,99.89151,99.93768,1.092144,85.72903,101.2955,102.0869,85.82214
1991-10,100.4129,100.8405,100.1644,100.0909,2.037474,86.04643,101.3235,102.1343,85.90522
