country,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL
1976-09,,,,,,,,,,,-22.0,5.0,-11.0,25.0,14.0,65.0,,,,,,,,-26.0,,
1976-10,,,,,,,,,,,-9.0,0.0,-17.0,29.0,14.0,70.0,,,,,,,,-26.0,,
1976-11,,,,,,,,,,,-6.0,5.0,-8.0,27.0,24.0,75.0,,,,,,,,-26.0,,
1976-12,,,,,,,,,,,-5.0,-1.0,-3.0,25.0,24.0,61.0,,,,,,,,-24.0,,
1977-01,,,,,,,,,,,-4.0,0.0,-8.0,31.0,15.0,68.0,,,,,,,,-17.0,,
1977-02,,,,,,,,,,,-3.0,3.0,-12.0,26.0,19.0,53.0,,,,,,,,-16.0,,
1977-03,,,,,,,,,,,-6.0,2.0,-14.0,30.0,22.0,58.0,,,,,,,,-16.0,,
1977-04,,,,,,,,,,,-1.0,0.0,-12.0,27.0,24.0,57.0,,,,,,,,-16.0,,
1977-05,,,,,,,,,,,-3.0,11.0,-13.0,27.0,13.0,53.0,,,,,,,,-17.0,,
1977-06,,,,,,,,,,,-1.0,5.0,-14.0,28.0,14.0,46.0,,,,,,,,-16.0,,
1977-07,,,,,,,,,,,2.0,1.0,-7.0,24.0,11.0,43.0,,,,,,,,-8.0,,
1977-08,,,,,,,,,,,3.0,1.0,-5.0,27.0,26.0,44.0,,,,,,,,-7.0,,
1977-09,,,,,,,,,,,4.0,4.0,-6.0,26.0,16.0,42.0,,,,,,,,-5.0,,
1977-10,,,,,,,,,,,6.0,0.0,-1.0,24.0,14.0,41.0,,,,,,,,2.0,,
1977-11,,,,,,,,,,,3.0,-3.0,-2.0,24.0,8.0,36.0,,,,,,,,4.0,,
1977-12,,,,,,,,,,,9.0,1.0,-9.0,24.0,10.0,37.0,,,,,,,,6.0,,
1978-01,,,,,,,,,,,10.0,1.0,-6.0,31.0,21.0,35.0,,,,,,,,13.0,,
1978-02,,,,,,,,,,,10.0,1.0,3.0,33.0,19.0,40.0,,,,,,,,14.0,,
1978-03,,,,,,,,,,,8.0,4.0,-3.0,36.0,18.0,35.0,,,,,,,,14.0,,
1978-04,,,,,,,,,,,12.0,-7.0,4.0,31.0,30.0,36.0,,,,,,,,11.0,,
1978-05,,,,,,,,,,,9.0,1.0,0.0,29.0,22.0,34.0,,,,,,,,10.0,,
1978-06,,,,,,,,,,,6.0,3.0,11.0,28.0,28.0,42.0,,,,,,,,10.0,,
1978-07,,,,,,,,,,,8.0,-2.0,11.0,31.0,25.0,47.0,,,,,,,,6.0,,
1978-08,,,,,,,,,,,9.0,-8.0,-1.0,29.0,1.0,26.0,,,,,,,,6.0,,
1978-09,,,,,,,,,,,0.0,1.0,3.0,5.0,7.0,42.0,,,,,,,,6.0,,
1978-10,,,,,,,,,,,1.0,0.0,5.0,23.0,12.0,40.0,,,,,,,,2.0,,
1978-11,,,,,,,,,,,5.0,-1.0,4.0,30.0,5.0,49.0,,,,,,,,2.0,,
1978-12,,,,,,,,,,,3.0,-10.0,-2.0,27.0,20.0,53.0,,,,,,,,1.0,,
1979-01,,,,,,,,,,,12.0,-7.0,-10.0,24.0,-6.0,55.0,,,,,,,,-5.0,,
1979-02,,,,,,,,,,,6.0,-2.0,-3.0,19.0,-1.0,57.0,,,,,,,,-6.0,,
1979-03,,,,,,,,,,,,4.0,6.0,36.0,18.0,64.0,,,,,,,,-6.0,,
1979-04,,,,,,,,,,,,-7.0,4.0,31.0,30.0,61.0,,,,,,,,-8.0,,
1979-05,,,,,,,,,,,,1.0,6.0,29.0,22.0,66.0,,,,,,,,-8.0,,
1979-06,,,,,,,,,,,,3.0,8.0,28.0,28.0,63.0,,,,,,,,-8.0,,
1979-07,,,,,,,,,,,,-2.0,4.0,31.0,25.0,67.0,,,,,,,,-12.0,,
1979-08,,,,,,,,,,,-1.0,-6.0,6.0,28.0,20.0,65.0,,,,,,,,-12.0,,
1979-09,,,,,,,,,,,8.0,-10.0,2.0,24.0,10.0,60.0,,,,,,,,-12.0,,
1979-10,,,,,,,,,,,-1.0,-4.0,-14.0,12.0,9.0,65.0,,,,,,,,-15.0,,
1979-11,,,,,,,,,,,3.0,-10.0,-10.0,22.0,17.0,60.0,,,,,,,,-16.0,,
1979-12,,,,,,,,,,,-2.0,8.0,-1.0,8.0,5.0,63.0,,,,,,,,-16.0,,
1980-01,,,,,,,,,,,-11.0,11.0,-9.0,9.0,4.0,54.0,,,,,,,,-17.0,,
1980-02,,,,,,,,,,,-17.0,14.0,-17.0,3.0,2.0,55.0,,,,,,,,-18.0,,
1980-03,,,,,,,,,,,-5.0,9.0,-23.0,-11.0,1.0,45.0,,,,,,,,-18.0,,
1980-04,,,,,,,,,,,-11.0,16.0,-34.0,1.0,-17.0,34.0,,,,,,,,-21.0,,
1980-05,,,,,,,,,,,-13.0,18.0,-37.0,-12.0,-7.0,46.0,,,,,,,,-22.0,,
1980-06,,,,,,,,,,,-24.0,16.0,-45.0,-25.0,-15.0,46.0,,,,,,,,-22.0,,
1980-07,,,,,,,,,,,-28.0,22.0,-53.0,-21.0,-27.0,34.0,,,,,,,,-24.0,,
1980-08,,,,,,,,,,,-31.0,32.0,-49.0,-34.0,-17.0,39.0,,,,,,,,-25.0,,
1980-09,,,,,,,,,,,-30.0,32.0,-51.0,-19.0,-15.0,36.0,,,,,,,,-25.0,,
1980-10,,,,,,,,,,,-26.0,23.0,-51.0,-19.0,-26.0,32.0,,,,,,,,-28.0,,
1980-11,,,,,,,,,,,-29.0,28.0,-48.0,-20.0,-26.0,33.0,,,,,,,,-29.0,,
1980-12,,,,,,,,,,,-29.0,24.0,-42.0,-19.0,-16.0,32.0,,,,,,,,-29.0,,
1981-01,,,,,,,,,,,-34.0,21.0,-42.0,-21.0,-7.0,32.0,,,,,,,,-27.0,,
1981-02,,,,,,,,,,,-24.0,12.0,-32.0,-16.0,13.0,35.0,,,,,,,,-27.0,,
1981-03,,,,,,,,,,,-29.0,17.0,-25.0,10.0,-12.0,33.0,,,,,,,,-26.0,,
1981-04,,,,,,,,,,,-21.0,12.0,-48.0,-9.0,-8.0,37.0,,,,,,,,-22.0,,
1981-05,,,,,,,,,,,-25.0,9.0,-30.0,-6.0,2.0,49.0,,,,,,,,-21.0,,
1981-06,,,,,,,,,,,-23.0,5.0,-30.0,0.0,-8.0,32.0,,,,,,,,-22.0,,
1981-07,,,,,,,,,,,-19.0,6.0,-24.0,-12.0,7.0,40.0,,,,,,,,-27.0,,
1981-08,,,,,,,,,,,-17.0,4.0,-22.0,-4.0,-1.0,47.0,,,,,,,,-29.0,,
1981-09,,,,,,,,,,,-24.0,1.0,-24.0,-9.0,4.0,49.0,,,,,,,,-30.0,,
1981-10,,,,,,,,,,,-24.0,6.0,-16.0,-3.0,10.0,49.0,,,,,,,,-35.0,,
1981-11,,,,,,,,,,,-35.0,5.0,-22.0,-7.0,4.0,45.0,,,,,,,,-37.0,,
1981-12,,,,,,,,,,,-43.0,11.0,-29.0,6.0,-17.0,40.0,,,,,,,,-37.0,,
1982-01,,,,,,,,,,,-33.0,10.0,-27.0,-8.0,-4.0,47.0,,,,,,,,-32.0,,
1982-02,,,,,,,,,,,-35.0,6.0,-36.0,4.0,-13.0,43.0,,,,,,,,-31.0,,
1982-03,,,,,,,,,,,-29.0,5.0,-21.0,2.0,26.0,49.0,,,,,,,,-32.0,,
1982-04,,,,,,,,,,,-34.0,9.0,-18.0,3.0,0.0,47.0,,,,,,,,-31.0,,
1982-05,,,,,,,,,,,-34.0,6.0,-20.0,-5.0,-8.0,39.0,,,,,,,,-32.0,,
1982-06,,,,,,,,,,,-25.0,3.0,-28.0,-10.0,-1.0,38.0,,,,,,,,-32.0,,
1982-07,,,,,,,,,,,-31.0,9.0,-34.0,0.0,-15.0,37.0,,,,,,,,-33.0,,
1982-08,,,,,,,,,,,-33.0,13.0,-37.0,-5.0,-6.0,29.0,,,,,,,,-34.0,,
1982-09,,,,,,,,,,,-26.0,16.0,-41.0,-22.0,-10.0,26.0,,,,,,,,-34.0,,
1982-10,,,,,,,,,,,-38.0,16.0,-55.0,-5.0,-11.0,24.0,,,,,,,,-36.0,,
1982-11,,,,,,,,,,,-32.0,14.0,-35.0,17.0,-7.0,26.0,,,,,,,,-37.0,,
1982-12,,,,,,,,,,,-33.0,13.0,-59.0,-4.0,-2.0,20.0,,,,,,,,-38.0,,
1983-01,,,,,,,,,,,-24.0,10.0,-55.0,12.0,-6.0,37.0,,,,,,,,-37.0,,
1983-02,,,,,,,,,,,-33.0,12.0,-44.0,-6.0,0.0,20.0,,,,,,,,-37.0,,
1983-03,,,,,,,,,,,-37.0,16.0,-50.0,-7.0,-4.0,28.0,,,,,,,,-39.0,,
1983-04,,,,,,,,,,,-28.0,10.0,-45.0,-1.0,1.0,37.0,,,,,,,,-43.0,,
1983-05,,,,,,,,,,,-32.0,22.0,-53.0,5.0,-8.0,31.0,,,,,,,,-45.0,,
1983-06,,,,,,,,,,,-31.0,13.0,-44.0,12.0,-3.0,34.0,,,,,,,,-46.0,,
1983-07,,,,,,,,,,,-33.0,13.0,-43.0,5.0,5.0,39.0,,,,,,,,-41.0,,
1983-08,,,,,,,,,,,-26.0,6.0,-46.0,9.0,-1.0,36.0,,,,,,,,-41.0,,
1983-09,,,,,,,,,,,-23.0,11.0,-37.0,15.0,0.0,31.0,,,,,,,,-41.0,,
1983-10,,,,,,,,,,,-19.0,14.0,-38.0,9.0,23.0,31.0,,,,,,,,-37.0,,
1983-11,,,,,,,,,,,-22.0,10.0,-37.0,4.0,7.0,30.0,,,,,,,,-37.0,,
1983-12,,,,,,,,,,,-22.0,4.0,-25.0,5.0,11.0,29.0,,,,,,,,-37.0,,
1984-01,,,,,,,,,,,-25.0,-2.0,-24.0,21.0,15.0,26.0,,,,,,,,-36.0,,
1984-02,,,,,,,,,,,-32.0,5.0,-28.0,0.0,16.0,39.0,,,,,,,,-35.0,,
1984-03,,,,,,,,,,,-19.0,20.0,-40.0,10.0,15.0,31.0,,,,,,,,-35.0,,
1984-04,,,,,,,,,,,-28.0,11.0,-32.0,-6.0,0.0,23.0,,,,,,,,-33.0,,
1984-05,,,,,,,,,,,-21.0,9.0,-25.0,10.0,17.0,29.0,,,,,,,,-33.0,,
1984-06,,,,,,,,,,,-27.0,15.0,-24.0,4.0,19.0,29.0,,,,,,,,-33.0,,
1984-07,,,,,,,,,,,-23.0,4.0,-25.0,18.0,16.0,28.0,,,,,,,,-32.0,,
1984-08,,,,,,,,,,,-26.0,23.0,-38.0,4.0,10.0,25.0,,,,,,,,-32.0,,
1984-09,,,,,,,,,,,-25.0,16.0,-36.0,9.0,16.0,23.0,,,,,,,,-32.0,,
1984-10,,,,,,,,,,,-22.0,2.0,-12.0,15.0,19.0,25.0,,,,,,,,-31.0,,
1984-11,,,,,,,,,,,-7.0,0.0,-19.0,16.0,7.0,23.0,,,,,,,,-31.0,,
1984-12,,,,,,,,,,,-9.0,5.0,-14.0,20.0,14.0,22.0,,,,,,,,-31.0,,
1985-01,-35.7,-21.7,4.8,,,,,,,7.6,-0.9,7.3,-11.5,41.5,22.7,33.3,,,,,,,,-21.3,-21.0,40.6
1985-02,-34.5,-23.5,3.8,,,,,,,3.5,0.2,6.5,-15.3,32.3,27.4,32.3,,,,,,,,-21.1,-22.1,42.4
1985-03,-34.4,-22.9,4.8,,,,,,,5.5,0.3,4.9,-16.6,37.9,23.7,37.8,,,,,,,,-21.1,-22.7,42.0
1985-04,-32.0,-27.2,0.8,,,,,,,5.6,-5.6,8.0,-15.5,40.4,35.3,41.2,,,,,,,,-22.3,-26.8,50.2
1985-05,-31.6,-26.5,1.6,,,,,,,7.1,-5.4,6.3,-14.9,42.6,34.7,32.0,,,,,,,,-20.3,-24.3,47.7
1985-06,-31.2,-25.7,2.4,,,,,,,3.8,-5.2,10.3,-17.4,39.0,40.1,29.5,,,,,,,,-21.1,-24.4,47.8
1985-07,-41.7,-26.3,8.8,,,,,,,9.1,6.6,7.3,-10.6,45.3,32.6,38.9,,,,,,,,-18.5,-17.0,43.2
1985-08,-41.1,-25.3,9.5,,,,,,,12.5,6.7,5.8,-6.0,49.5,25.4,24.7,,,,,,,,-18.4,-16.8,40.7
1985-09,-40.4,-24.2,10.3,,,,,,,13.5,6.8,3.7,-8.6,52.9,35.4,20.9,,,,,,,,-17.3,-13.6,39.1
1985-10,-41.4,-31.1,27.6,,,,,,,13.1,9.2,2.5,-13.6,55.2,36.7,11.5,,,,,,,,-13.9,-14.8,41.4
1985-11,-40.6,-29.9,28.4,,,,,,,12.8,9.3,12.0,-3.5,53.9,35.7,12.7,-14.5,,,,,,,-12.8,-12.5,41.4
1985-12,-39.8,-28.6,29.2,,,,,,,9.6,9.2,11.8,-7.9,48.6,41.8,20.2,-12.8,,,,,,,-13.4,-14.3,40.9
1986-01,-60.0,-32.5,19.3,,,,,,,13.0,-8.8,8.3,-0.5,47.6,33.8,23.1,0.6,,,,,,,-16.2,-22.4,43.1
1986-02,-58.1,-34.4,18.3,,,,,,,11.2,-7.9,9.5,-4.3,47.4,47.3,25.3,-4.2,,,,,,,-16.2,-23.9,44.9
1986-03,-58.1,-33.9,19.4,,,,,,,7.1,-7.7,12.9,-15.6,49.9,34.6,12.8,-5.5,,,,,,,-16.1,-24.5,44.3
1986-04,-41.6,-27.4,25.4,,,,,,,6.3,1.1,10.0,-20.5,49.5,30.2,6.2,-25.4,,,,,,,-17.3,-13.8,28.8
1986-05,-41.4,-27.7,26.3,,,,,,,4.5,1.2,13.3,-17.9,44.6,24.6,9.0,-14.8,,,,,,,-15.3,-11.3,26.7
1986-06,-41.0,-30.4,27.2,,,,,,,1.2,1.2,20.2,-19.4,43.1,25.2,5.4,-14.5,,,,,,,-16.1,-11.3,26.7
1986-07,-43.6,-31.8,13.6,,,,,,,4.1,3.9,17.3,-19.5,49.2,34.7,4.1,-16.6,,,,,,,-15.5,-15.2,26.6
1986-08,-43.0,-31.3,14.4,,,,,,,7.9,4.0,9.8,-14.0,47.4,44.4,9.6,-18.3,,,,,,,-15.1,-19.9,34.8
1986-09,-42.5,-30.3,15.3,,,,,,,-1.7,4.1,11.7,-26.4,33.1,35.4,16.9,-26.3,,,,,,,-17.1,-20.4,38.4
1986-10,-34.7,-30.6,8.1,,,,,,,3.9,4.3,13.5,-15.5,40.7,30.8,27.6,-22.3,,,,,,,-17.4,-19.9,37.9
1986-11,-34.1,-29.4,9.2,,,,,,,8.7,4.4,7.0,-16.5,49.6,36.7,21.6,-20.7,,,,,,,-18.9,-21.2,33.6
1986-12,-32.7,-28.0,10.3,,,,,,,14.0,4.7,6.8,-5.1,53.9,38.8,20.1,-22.0,,,,,,,-19.1,-22.1,36.1
1987-01,-28.8,-34.0,21.2,,,,,,,7.3,18.3,9.3,-22.5,53.7,39.7,19.3,-28.2,,,,,,,-18.0,-19.7,40.4
1987-02,-27.5,-33.0,20.0,,,,,,,12.6,18.9,8.4,-13.6,59.9,33.4,20.2,-22.3,,,,,,,-17.9,-16.2,33.3
1987-03,-27.4,-33.0,20.8,,,,,,,14.6,19.2,7.9,-1.7,53.6,49.8,23.8,-21.4,,,,,,,-15.9,-14.6,35.3
1987-04,-48.4,-9.0,7.9,,,,,,,14.5,11.8,8.0,2.5,49.1,38.3,22.2,4.5,,,,,,,-15.9,-24.8,39.1
1987-05,-48.1,-8.5,8.8,,,,,,,13.6,12.2,5.3,-2.9,48.8,48.7,24.0,2.5,,,,,,,-18.6,-26.5,39.0
1987-06,-47.8,-7.5,9.7,,,,,,,17.7,12.4,0.7,-0.4,54.3,38.2,26.4,0.7,,,,,,,-15.3,-25.3,37.6
1987-07,-40.6,-31.4,17.0,,,,,,,10.1,3.0,4.6,-6.5,41.5,35.8,21.1,-2.8,,,,,,,-17.8,-26.4,40.7
1987-08,-40.1,-30.7,17.5,,,,,,,5.4,3.3,9.6,-13.0,38.8,34.5,24.5,-9.2,,,,,,,-17.6,-22.6,36.2
1987-09,-39.5,-30.0,18.0,,,,,,,11.2,3.5,7.3,-4.5,45.5,32.7,25.9,0.4,,,,,,,-16.2,-24.8,37.9
1987-10,-42.7,-22.1,-1.0,,,,,,,7.0,-1.7,8.3,-3.5,32.7,32.1,19.6,-2.1,,,,,,,-15.8,-20.9,34.0
1987-11,-41.9,-21.2,-0.5,,,,,,,7.1,-1.5,6.0,-8.5,35.8,32.8,20.6,16.1,,,,,,,-16.7,-25.7,36.6
1987-12,-41.2,-20.2,0.2,,,,,,,6.5,-1.4,8.1,-9.8,37.2,29.8,15.2,13.0,,,,,,,-14.8,-21.2,35.2
1988-01,-21.9,-1.9,0.8,,,,,,,9.5,0.4,2.1,-4.4,34.9,42.6,16.2,13.7,,,,,,,-11.5,-14.9,32.9
1988-02,-21.8,-2.0,-0.1,,,,,,,7.6,0.5,5.2,-9.7,37.6,24.4,13.0,8.8,,,,,,,-12.2,-16.1,34.4
1988-03,-21.2,-1.3,0.7,,,,,,,6.0,0.8,5.7,-8.2,31.9,26.3,15.4,14.8,,,,,,,-12.4,-12.4,33.2
1988-04,-24.0,-26.4,19.5,,,,,,,13.3,6.5,3.9,-2.3,46.0,36.0,18.2,9.7,,,,,,,-6.8,-2.2,30.8
1988-05,-23.4,-26.0,20.9,,,,,,,14.7,7.0,4.9,1.1,47.8,31.8,23.3,3.9,,,,,,,-5.7,-2.3,32.6
1988-06,-22.9,-25.2,22.3,,,,,,,16.9,7.8,-0.9,2.3,47.6,39.4,23.8,4.9,,,,,,,-7.2,-3.7,34.8
1988-07,-5.1,11.6,26.9,,,,,,,19.8,8.6,0.4,8.1,51.8,43.6,26.9,4.1,,,,,,,-6.7,-5.6,37.3
1988-08,-4.0,12.8,28.3,,,,,,,17.1,8.9,4.3,4.2,51.4,40.8,23.7,16.7,,,,,,,-6.8,-4.4,34.7
1988-09,-3.0,14.0,29.6,,,,,,,21.5,9.7,9.8,15.6,58.6,42.9,20.3,13.9,,,,,,,-4.8,-2.1,29.3
1988-10,-1.7,22.7,53.7,,,,,,,22.1,9.3,7.2,8.6,64.9,50.7,25.5,25.9,,,,,,,-7.0,-2.7,29.4
1988-11,-0.5,24.2,55.3,,,,,,,16.3,9.5,6.1,4.2,50.7,43.6,27.8,3.3,,,,,,,-2.6,6.7,30.8
1988-12,0.5,25.7,56.9,,,,,,,16.6,9.6,3.4,0.9,52.2,34.6,26.8,14.8,,,,,,,-2.2,5.2,34.0
1989-01,7.5,27.6,47.8,,,,,,,19.2,16.5,5.5,10.6,52.4,36.7,36.2,5.5,,,,,,,-2.8,3.9,33.7
1989-02,8.7,27.4,48.2,,,,,,,19.1,16.9,4.7,12.7,49.2,40.1,30.8,13.3,,,,,,,-1.3,7.8,31.9
1989-03,10.2,28.5,49.2,,,,,,,26.0,17.6,-0.2,15.7,62.0,39.5,28.5,8.5,,,,,,,-2.9,5.3,27.7
1989-04,26.4,16.3,58.6,,,,,,,15.3,24.5,3.5,5.3,44.2,38.2,31.7,0.5,,,,,,,-2.2,2.1,40.9
1989-05,27.6,16.8,59.9,,,,,,,19.3,25.5,6.8,9.9,54.7,37.1,28.0,9.5,,,,,,,-3.6,-2.6,49.0
1989-06,28.2,17.5,61.1,,,,,,,26.7,26.5,-3.9,17.9,58.5,40.5,34.6,10.2,,,,,,,-1.7,3.3,45.5
1989-07,16.6,35.9,63.6,,,,,,,21.8,10.1,0.1,9.8,55.7,35.7,14.1,17.1,,,,,,,0.2,6.4,42.3
1989-08,17.7,37.2,64.9,,,,,,,22.8,10.0,4.5,11.3,61.7,41.2,33.9,16.9,,,,,,,2.6,12.7,41.4
1989-09,18.6,38.5,65.8,,,,,,,26.0,9.9,1.0,14.5,64.6,44.4,21.0,10.4,,,,,,,1.9,13.0,39.2
1989-10,13.6,30.4,59.2,,,,,,,25.0,22.1,1.1,11.8,64.3,45.1,23.4,-1.8,,,,,,,0.0,9.4,43.8
1989-11,14.2,31.5,60.0,,,,,,,26.0,22.5,1.8,15.3,64.5,45.1,30.2,11.3,,,,,,,0.3,10.4,44.3
1989-12,14.8,32.6,60.8,,,,,,,23.2,22.9,1.1,8.7,61.9,51.1,30.3,6.2,,,,,,,0.6,15.1,34.3
1990-01,16.5,19.3,68.8,,,,,,,20.6,14.9,10.0,7.7,64.2,41.9,19.7,0.9,,,,,,,0.7,15.3,36.7
1990-02,17.0,19.8,69.4,,,,,,,18.1,14.8,2.6,5.0,52.0,50.4,27.2,-4.6,,,,,,,-2.3,9.1,32.4
1990-03,16.1,20.4,69.8,,,,,,,12.2,14.7,9.6,-4.1,50.3,41.6,17.3,-13.1,,,,,,,-0.4,8.8,32.4
1990-04,4.0,21.5,49.6,,,,,,,18.2,13.6,6.2,8.9,52.0,38.9,14.0,1.5,,,,,,,-0.5,8.6,39.7
1990-05,4.4,21.4,49.6,,,,,,,12.8,13.9,2.2,-5.8,46.5,45.7,19.0,-26.3,,,,,,,1.0,11.2,33.5
1990-06,4.6,21.3,49.5,,,,,,,12.8,14.5,6.6,-5.6,50.8,43.6,5.9,-25.9,,,,,,,1.5,10.8,32.5
1990-07,-1.9,15.4,27.4,,,,,,,17.2,11.2,6.1,-4.2,61.8,40.5,7.9,-18.1,,,,,,,-1.7,9.5,33.4
1990-08,-1.7,15.9,26.3,,,,,,,10.3,11.0,4.7,-16.1,51.8,35.5,11.6,-32.9,,,,,,,-3.1,0.5,42.7
1990-09,-1.1,16.6,25.3,,,,,,,10.3,11.1,6.8,-12.2,50.0,34.4,6.4,-14.1,,,,,,,-7.2,-8.8,51.4
1990-10,-24.4,-11.1,20.8,,,,,,,5.6,9.0,8.7,-12.7,38.3,29.8,16.1,-33.4,,,,,,,-7.3,-9.2,49.9
1990-11,-25.2,-11.6,20.3,,,,,,,6.9,8.9,9.7,-19.8,50.3,27.9,16.2,-31.4,,,,,,,-1.6,4.5,41.3
1990-12,-25.8,-12.0,20.2,,,,,,,6.7,8.0,7.8,-19.1,47.1,30.3,10.2,-39.5,,,,,,,-5.4,-1.7,41.7
1991-01,-36.0,2.6,-13.1,,,,,,,4.7,2.4,11.4,-19.2,44.6,23.9,24.6,-31.6,,,,,,,-7.8,-10.0,44.8
1991-02,-36.8,3.1,-14.9,,,,,,,-0.1,2.4,17.4,-23.8,41.0,28.4,10.9,-33.2,,,,,,,-8.2,-16.3,50.5
1991-03,-37.3,3.8,-16.3,,,,,,,0.7,2.4,13.5,-20.6,36.0,36.0,10.3,-27.6,,,,,,,-8.7,-11.0,42.7
1991-04,-36.0,-18.1,2.5,,,,,,,3.9,-10.6,8.4,-21.3,41.5,24.7,7.7,-37.7,,,,,,,-6.5,-5.8,39.3
1991-05,-35.9,-18.5,2.4,,,,,,,-0.6,-11.2,18.4,-26.2,42.7,20.6,7.2,-26.1,,,,,,,-5.8,-4.5,40.6
1991-06,-35.4,-18.6,2.4,,,,,,,1.2,-11.8,12.1,-24.8,40.5,18.7,9.4,-39.3,,,,,,,-9.6,-11.2,41.4
1991-07,-39.2,-20.4,1.7,,,,,,,3.3,3.4,6.2,-22.4,38.4,23.3,13.5,-31.3,,,,,,,-11.8,-18.8,42.5
