country,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL
1994-05,6.5,,-20.3,,28.7,-10.9,-9.9,-3.0,,,-11.9,,-27.3,-12.6,,23.2,4.3,32.7,,,,,,,,,,
1994-06,6.9,,-22.0,,32.0,-9.3,-7.4,-1.8,,,-11.3,,-23.9,-15.3,,26.0,7.3,33.5,,,,,,,,,,
1994-07,8.1,,-15.9,,30.8,-6.5,-2.1,0.7,,,-10.7,,-21.9,-16.4,,27.2,11.2,36.2,,,,,,,,,,
1994-08,12.4,,-15.0,,36.2,-3.5,-4.6,0.9,,,-10.9,,-20.6,-19.2,,22.1,6.7,35.3,,,,,,,,,,
1994-09,17.2,,-11.2,,39.2,-3.0,-5.4,0.6,,,-10.0,,-18.8,-22.1,,22.6,4.8,37.3,,,,,,,,,,
1994-10,17.0,,-12.4,,39.8,-5.4,-2.5,1.1,,,-11.3,,-19.5,-18.4,,19.3,-0.5,37.8,,,,,,,,,,
1994-11,18.6,,-8.7,,39.3,-3.9,-5.4,0.7,,,-11.5,,-18.3,-18.7,,22.1,2.1,36.0,,,,,,,,,,
1994-12,25.7,,-8.2,,39.9,-1.5,-2.2,2.8,,,-12.0,,-14.6,-17.8,,20.0,5.8,29.3,,,,,,,,,,
1995-01,28.0,,-14.3,,36.4,-2.3,1.0,2.9,,,-9.9,,-16.3,-15.4,,28.8,0.5,35.4,,,,,,,,,,
1995-02,27.6,,-15.0,,35.7,-4.7,-1.6,1.1,,,-9.6,,-15.5,-16.3,,22.9,-3.7,33.5,,,,,,,,,,
1995-03,23.4,,-15.8,,35.0,-0.7,-5.2,1.2,,,-9.5,,-15.2,-16.9,,24.0,5.9,33.9,,,,,,,,,,
1995-04,8.7,,-17.8,,33.9,-2.2,0.9,2.6,,,-8.9,,-14.7,-16.4,,22.5,1.6,24.8,,,,,,,,,,
1995-05,7.2,,-14.1,,37.9,-2.1,-4.2,1.2,,,-9.9,,-12.4,-12.5,,22.2,5.2,25.0,,,,,,,,,,
1995-06,11.5,,-5.9,,36.2,-0.4,-3.7,2.1,,,-10.6,,-10.8,-14.8,,34.1,7.2,28.0,,,,,,,,,,
1995-07,18.8,,-1.6,,34.5,1.2,-6.4,1.6,,,-10.0,,-15.8,-14.1,,29.4,1.6,24.5,,,,,,,,,,
1995-08,17.5,,-4.9,,34.8,0.0,-3.8,1.8,,,-9.3,,-13.3,-13.6,,25.5,9.7,26.9,,,,,,,,,,
1995-09,16.7,,-3.0,,34.4,3.6,-1.2,3.8,,,-9.1,,-19.6,-12.3,,17.4,-1.8,16.8,,,,,,,,,,
1995-10,16.7,,-2.0,,36.6,0.8,-2.3,1.9,,,-7.3,,-22.4,-8.8,,19.3,2.4,18.6,,,,,,,,,,
1995-11,13.7,,-3.8,,34.7,2.5,1.4,3.8,,,-7.5,,-19.7,-12.1,,20.0,-3.2,16.0,,,,,,,,,,
1995-12,9.0,,-1.9,,33.3,0.7,1.9,2.6,,,-5.3,,-19.3,-13.3,,22.0,-9.4,26.5,,,,,,,,,,
1996-01,-1.6,,-0.2,,35.6,7.5,-0.3,5.0,,,-7.9,,-16.8,-8.6,,23.1,10.1,16.0,,,,,,,,,,
1996-02,-2.5,,4.3,,34.5,5.8,1.0,5.7,,,-10.3,,-15.5,-11.4,,22.5,8.0,23.1,,,,,,,,,,
1996-03,5.8,,9.2,,37.2,9.6,1.1,6.2,,,-7.8,,-16.4,-7.1,,19.7,-10.6,27.2,,,,,,,,,,
1996-04,30.5,,14.7,,43.1,4.5,2.8,5.3,,,-8.5,,-16.8,-13.8,,30.3,-1.6,31.1,,,,,,,,,,
1996-05,32.9,,12.0,,39.2,3.9,0.4,3.9,,,-7.3,,-19.6,-19.9,,27.1,1.6,22.8,,,,,,,,,,
1996-06,27.1,,9.0,,38.4,2.3,-0.3,3.0,,,-7.0,,-19.8,-5.6,,25.3,-17.8,15.9,,,,,,,,,,
1996-07,22.3,,5.9,,36.0,-0.5,-1.0,1.9,,,-7.2,,-18.7,-9.3,,23.7,10.3,24.7,,,,,,,,,,
1996-08,25.8,,5.4,,36.6,0.4,-1.0,2.0,,,-6.6,,-23.4,-9.0,,30.3,5.0,20.2,,,,,,,,,,
1996-09,16.2,,-2.1,,36.6,-2.7,-0.7,0.8,,,-5.9,,-25.3,-10.8,,22.2,1.3,21.8,,,,,,,,,,
1996-10,16.1,,-1.9,,35.5,-2.8,-3.2,0.2,,,-6.4,,-21.3,-17.6,,23.6,1.2,28.9,,,,,,,,,,
1996-11,19.8,,-5.5,,31.9,2.8,-2.5,2.0,,,-5.8,,-19.5,-14.3,,18.1,-1.4,19.4,,,,,,,,,,
1996-12,11.5,,-6.2,,31.3,2.7,-3.6,1.3,,,-4.8,,-19.7,-5.3,,12.0,-1.3,17.1,,,,,,,,,,
1997-01,3.6,,5.1,,34.6,8.9,-0.7,4.3,,,-4.7,,-18.3,-7.6,,3.5,-2.8,18.4,,,,,,,,,,
1997-02,24.0,,12.8,,41.1,9.5,-2.3,3.4,,,-3.1,,-19.7,-9.4,,24.6,-8.2,28.4,,,,,,,,,,
1997-03,28.9,,10.2,,38.7,5.9,7.5,5.6,,,-3.4,,-21.7,-6.3,,26.7,2.8,17.9,,,,,,,,,,
1997-04,24.4,,10.8,,36.1,8.8,-1.4,3.4,,,-2.9,,-25.4,-3.7,,19.9,13.0,17.0,,,,,,,,,,
1997-05,21.9,,7.5,,37.4,5.4,5.2,4.7,,,-3.4,,-23.1,-5.0,,23.2,-2.5,22.4,,,,,,,,,,
1997-06,24.6,,7.2,,36.3,5.4,3.9,4.0,,,-2.6,,-23.2,-5.6,,23.4,12.9,12.0,,,,,,,,,,
1997-07,14.9,,0.3,,34.4,4.8,1.8,2.9,2.0,,-2.2,2.0,-22.6,-9.2,-20.0,25.2,0.6,27.3,13.0,,,,,,,,,
1997-08,19.9,,-0.1,,34.6,2.8,4.4,3.1,1.4,,-2.2,4.0,-23.4,-10.5,-17.0,26.8,6.3,18.4,11.0,,,,,,,,,
1997-09,19.9,,-5.4,,30.9,3.3,2.2,2.9,0.6,,-3.2,10.0,-23.7,0.4,8.0,30.8,11.0,20.5,7.0,,,,,,,,,
1997-10,16.9,,-10.5,,28.2,-0.7,-0.7,0.1,1.3,,-1.6,5.9,-24.2,-1.7,5.0,19.2,13.4,14.6,6.0,,,,,,,,,
1997-11,14.6,,-7.3,,28.4,1.4,-0.3,0.6,0.1,,-0.7,5.3,-23.4,-3.2,5.0,15.8,0.4,15.4,4.0,,,,,,,,,
1997-12,7.4,,-8.2,,35.2,3.1,-1.5,0.8,-0.3,,-0.8,5.9,-22.8,-5.9,-11.0,30.8,1.0,30.5,-11.0,,,,,,,,,
1998-01,8.7,-26.6,-1.1,-52.0,37.0,-2.3,0.1,0.3,-1.1,10.5,-3.1,-14.2,-23.5,-2.1,-62.9,18.2,9.1,13.7,-46.4,,,,,,,,,
1998-02,17.2,-24.3,2.4,-51.1,34.5,2.0,1.1,1.6,-1.3,4.7,-1.7,-15.3,-28.3,3.8,-64.4,22.3,4.2,10.9,-46.7,,,,,,,,,
1998-03,10.5,-28.5,-4.1,-52.9,30.3,-1.5,-6.4,-1.3,-0.5,0.1,-4.0,-12.9,-26.5,2.1,-64.6,27.9,1.7,16.1,-46.1,,,,,,,,,
1998-04,7.2,-29.4,-6.3,-52.6,23.6,4.1,-1.3,1.7,-6.6,4.8,-2.4,-15.1,-27.7,-0.1,-68.7,23.2,-1.4,11.8,-49.6,,,,,,,,,
1998-05,8.6,-29.9,-7.1,-52.8,24.7,7.8,-1.5,1.9,-3.6,4.9,0.5,-14.2,-27.3,2.3,-66.9,26.5,-0.1,9.7,-53.5,,,,,,,,,
1998-06,12.2,-31.7,-9.9,-53.5,23.6,6.5,-2.5,0.7,-4.0,1.6,1.9,-13.1,-33.9,-0.3,-68.8,29.3,2.5,8.4,-52.0,,,,,,,,,
1998-07,11.7,-30.7,-7.2,-54.3,21.5,6.1,0.2,1.8,-6.3,2.1,1.1,-11.4,-35.1,-1.3,-67.9,32.6,3.1,12.8,-55.6,,,,,,,,,
1998-08,8.8,-31.3,-7.0,-55.5,20.1,4.4,-2.8,0.5,-4.8,5.6,0.1,-14.9,-29.0,1.6,-70.9,27.7,-3.9,14.1,-56.0,,,,,,,,,
1998-09,15.4,-30.2,-6.9,-53.5,23.4,1.6,-1.8,0.0,-5.0,4.9,-0.4,-17.7,-27.4,3.4,-73.1,23.6,-4.2,5.9,-61.6,,,,,,,,,
1998-10,11.8,-30.7,-7.5,-53.8,22.1,3.4,-0.5,0.8,-5.2,9.3,0.4,-16.7,-40.1,2.4,-71.4,23.8,-13.1,6.0,-63.1,,,,,,,,,
1998-11,5.0,-32.2,-7.7,-56.6,17.1,3.4,-3.8,-1.8,-5.6,11.3,4.9,-20.3,-38.6,5.6,-75.5,20.2,-7.2,2.7,-62.7,,,,,,,,,
1998-12,5.7,-33.1,-7.3,-58.9,17.7,10.6,-2.4,1.6,-7.0,4.9,3.3,-20.0,-45.3,6.1,-77.0,23.2,-12.9,0.9,-65.7,,,,,,,,,
1999-01,7.7,-31.9,-2.0,-61.8,13.0,-3.1,-9.4,-5.0,-8.3,3.6,2.5,-22.2,-45.1,11.5,-82.6,27.6,-14.6,4.0,-72.5,,,,,,,,,
1999-02,3.3,-36.2,-9.4,-63.1,12.4,-1.0,-10.3,-4.2,-9.8,1.5,1.3,-20.9,-45.4,9.4,-80.2,27.0,0.8,8.6,-73.7,,,,,,,,,
1999-03,8.9,-36.7,-11.5,-61.9,11.5,2.0,-6.7,-1.5,-8.8,0.0,-0.2,-22.2,-49.6,3.2,-81.4,18.1,4.6,7.0,-73.3,,,,,,,,,
1999-04,4.9,-38.9,-14.3,-63.5,12.0,0.0,-10.1,-4.4,-5.4,-0.5,3.1,-20.9,-47.9,6.3,-79.6,23.4,-3.3,13.1,-74.8,,,,,,,,,
1999-05,5.5,-40.9,-16.3,-65.6,14.2,1.0,-8.3,-2.3,-7.4,2.8,-0.3,-23.4,-50.7,6.3,-83.8,19.8,-4.8,18.0,-73.4,,,,,,,,,
1999-06,5.3,-39.9,-15.3,-64.4,12.6,6.2,-10.7,-2.1,-7.1,2.9,1.7,-22.6,-50.5,6.0,-80.6,18.7,-7.9,14.1,-72.3,,,,,,,,,
1999-07,6.0,-41.1,-18.1,-64.1,14.9,1.4,-7.7,-3.0,-8.8,-2.3,2.6,-22.6,-50.4,6.2,-80.0,18.6,-0.3,19.3,-70.5,,,,,,,,,
1999-08,6.7,-42.1,-20.6,-63.7,15.4,-4.2,-2.6,-2.3,-8.4,-4.1,0.0,-20.4,-49.8,3.3,-77.7,19.7,-6.5,20.5,-73.6,,,,,,,,,
1999-09,11.0,-40.5,-14.3,-66.7,14.1,-6.5,-5.0,-5.2,-7.0,-5.6,4.0,-20.1,-49.7,0.2,-77.9,17.9,0.8,18.2,-69.4,,,,,,,,,
1999-10,6.8,-40.9,-15.3,-66.6,16.1,-2.0,-2.7,-2.6,-8.5,-2.0,3.1,-19.0,-47.9,3.4,-75.4,21.7,-4.0,18.7,-68.9,,,,,,,,,
1999-11,4.2,-40.9,-15.5,-66.3,16.8,-0.4,-8.7,-2.7,-8.8,-1.0,-1.1,-18.7,-50.3,4.5,-74.7,23.1,6.7,27.1,-68.5,,,,,,,,,
1999-12,9.2,-38.7,-11.2,-66.2,12.0,-1.7,-9.6,-3.3,-7.9,2.8,-1.5,-13.6,-48.0,-2.7,-71.4,27.8,9.4,18.7,-67.5,,,,,,,,,
2000-01,3.6,-40.6,-15.3,-66.0,9.8,1.9,-7.4,-2.6,-10.1,6.8,2.4,-12.2,-42.4,-5.6,-68.8,26.5,-2.3,21.9,-64.1,,,,,,,,,
2000-02,11.3,-41.9,-16.9,-66.9,6.9,1.6,-8.1,-2.8,-9.1,7.3,2.0,-15.2,-40.4,-1.7,-68.4,21.3,6.9,14.8,-62.0,,,,,,,,,
2000-03,11.5,-43.3,-20.1,-66.5,8.1,4.0,-11.9,-3.4,-12.2,10.0,2.2,-12.9,-36.1,-6.9,-67.2,21.6,-3.4,12.4,-62.5,,,,,,,,,
2000-04,5.7,-44.1,-21.9,-66.3,8.2,0.7,-6.8,-2.5,-10.4,6.3,1.5,-12.8,-33.3,-7.5,-65.8,19.9,5.8,14.6,-59.8,,,,,,,,,
2000-05,3.0,-44.1,-22.1,-66.0,8.8,-0.9,-17.4,-7.2,-12.5,5.7,3.2,-11.9,-35.8,-7.2,-64.0,21.1,6.7,24.5,-59.8,,,,,,,,,
2000-06,1.6,-44.9,-22.5,-67.2,11.9,-1.4,-13.2,-5.9,-13.3,8.5,3.0,-11.4,-34.3,-7.7,-65.3,23.6,-3.1,26.5,-63.5,,,,,,,,,
2000-07,6.9,-45.1,-20.9,-69.4,12.0,-1.1,-16.5,-7.4,-12.8,12.9,4.6,-14.3,-33.2,-1.6,-65.9,21.5,-2.2,16.5,-61.2,,,,,,,,,
2000-08,4.5,-44.1,-19.2,-68.9,12.3,0.0,-21.1,-8.8,-14.6,5.6,5.3,-13.1,-35.3,-0.6,-66.9,27.2,-2.0,18.0,-61.0,,,,,,,,,
2000-09,6.4,-43.4,-18.1,-68.7,11.1,-2.4,-19.8,-8.8,-18.0,4.9,4.0,-13.9,-33.4,-2.5,-66.0,21.9,-10.4,8.5,-62.4,,,,,,,,,
2000-10,4.7,-45.5,-19.5,-71.6,13.3,-3.0,-22.1,-9.1,-17.4,-6.6,2.2,-14.4,-33.2,-4.4,-71.1,23.4,-2.2,15.3,-62.7,,,,,,,,,
2000-11,6.7,-44.2,-17.1,-71.2,8.1,-4.5,-18.9,-8.4,-16.9,-6.5,1.9,-14.2,-35.0,-2.5,-69.1,23.9,1.8,17.8,-62.3,,,,,,,,,
2000-12,8.1,-45.9,-20.3,-71.5,2.4,-0.6,-21.7,-8.2,-17.6,-7.3,2.4,-15.5,-33.6,-1.9,-71.1,22.6,-3.2,0.2,-61.5,,,,,,,,,
2001-01,3.6,-49.2,-28.5,-69.8,-4.6,-3.5,-17.1,-8.7,-16.7,-8.0,5.5,-14.7,-30.6,-6.8,-70.3,19.4,2.8,14.4,-61.1,,,,,,,,,
2001-02,-2.4,-52.7,-37.5,-68.0,-3.6,-5.4,-19.6,-9.3,-17.9,-2.5,2.8,-17.8,-33.5,-6.8,-71.8,11.8,-9.7,4.7,-59.4,,,,,,,,,
2001-03,-10.0,-54.4,-37.7,-71.2,-4.2,-4.7,-22.1,-9.7,-18.7,-2.5,2.3,-17.8,-32.5,-7.5,-75.5,14.5,-17.3,8.0,-64.7,,,,,,,,,
2001-04,-15.9,-55.0,-38.0,-72.1,-1.6,-7.2,-21.1,-9.7,-20.2,-4.8,0.9,-19.5,-33.5,-5.3,-76.4,12.5,-10.9,7.3,-66.5,,,,,,,,,
2001-05,-12.2,-54.7,-37.0,-72.4,-1.5,-9.7,-26.0,-12.1,-20.4,-12.6,0.6,-21.2,-31.9,-3.8,-78.7,11.3,-7.6,6.2,-67.3,,,,,,,-22.5,-31.8,51.6
2001-06,-12.7,-56.8,-39.0,-74.7,-2.4,-9.2,-23.2,-11.6,-21.9,-14.4,2.3,-20.7,-34.2,-6.0,-79.4,11.2,-16.6,4.5,-68.3,,,,,,,-19.7,-28.5,48.9
2001-07,-11.4,-56.0,-38.7,-73.3,-4.5,-10.6,-25.8,-12.9,-19.0,-14.5,2.4,-24.5,-37.0,-0.5,-81.8,7.9,-13.0,1.8,-70.0,,,,,,,-21.1,-30.3,43.5
2001-08,-10.3,-57.2,-38.5,-75.8,-5.9,-13.9,-26.9,-14.1,-21.8,-10.5,1.6,-26.4,-39.9,0.9,-82.9,4.6,-13.0,1.1,-69.6,,,,,,,-23.8,-35.2,48.8
2001-09,-13.6,-58.5,-39.0,-78.0,-6.1,-12.7,-29.1,-14.5,-20.7,-8.0,1.6,-25.7,-40.3,1.0,-81.1,5.1,-19.5,5.7,-69.6,,,,,,,-26.6,-31.5,45.1
2001-10,-8.8,-55.7,-35.0,-76.4,-8.1,-13.9,-30.9,-15.6,-21.8,-7.7,2.1,-24.6,-36.4,0.1,-83.1,9.5,-12.2,2.2,-68.7,,,,,,,-18.5,-23.3,45.0
2001-11,-7.3,-56.1,-34.7,-77.6,-8.2,-16.0,-27.9,-15.2,-23.0,-13.9,1.9,-24.6,-33.8,0.2,-82.7,9.1,-15.8,2.3,-74.0,,,,,,,-15.9,-22.5,44.3
2001-12,-9.5,-55.2,-32.9,-77.6,-14.1,-15.9,-29.4,-14.9,-24.6,-15.0,-0.7,-25.2,-33.5,-2.2,-85.2,7.6,-18.1,-3.6,-75.1,,,,,,,-21.3,-27.5,37.1
2002-01,-10.2,-66.3,-54.6,-78.1,-23.6,-27.1,-17.6,-15.6,-24.5,-23.5,2.2,-23.3,-39.7,-2.5,-78.5,6.1,-4.1,2.1,-66.9,,,,,,,-20.1,-25.4,33.6
2002-02,-15.4,-67.9,-58.6,-77.1,-26.7,-26.4,-22.0,-16.4,-22.8,-24.3,1.0,-25.9,-32.1,-2.4,-75.0,-5.2,-7.9,-2.6,-66.4,,,,,,,-18.9,-19.9,33.7
2002-03,-23.7,-66.8,-55.7,-78.0,-27.5,-23.0,-24.1,-16.1,-21.2,-17.2,1.2,-22.9,-33.3,-1.8,-73.5,3.0,-18.6,-0.6,-68.4,,,,,,,-18.5,-21.5,28.4
2002-04,-21.8,-67.6,-54.1,-81.1,-23.4,-17.1,-24.5,-12.6,-20.5,-17.4,-3.8,-20.9,-30.6,-1.9,-74.4,9.8,-2.5,3.6,-67.0,,,,,,,-19.1,-23.6,32.5
2002-05,-18.7,-65.0,-48.3,-81.7,-21.7,-13.9,-21.4,-10.3,-21.2,-13.8,-4.4,-19.6,-28.2,-2.9,-72.8,11.2,-2.5,-0.9,-65.4,,,,,,,-19.4,-25.0,32.5
2002-06,-15.8,-64.1,-45.8,-82.4,-21.8,-13.5,-20.0,-11.1,-20.0,-12.6,-0.2,-21.2,-26.5,0.2,-75.2,11.9,-3.7,-4.8,-66.9,,,,,,,-23.0,-27.9,30.4
2002-07,-17.1,-64.5,-44.7,-84.2,-20.9,-16.8,-23.7,-12.9,-20.1,-15.9,-1.9,-22.6,-27.1,3.0,-75.9,11.2,-5.3,-3.5,-71.4,,,,,,,-19.0,-23.7,33.3
2002-08,-14.8,-63.0,-40.6,-85.5,-21.3,-11.2,-24.9,-11.0,-19.1,-9.9,-3.1,-22.6,-28.2,2.4,-71.7,6.3,-3.4,0.1,-67.1,,,,,,,-18.2,-22.8,24.9
2002-09,-14.0,-59.4,-33.1,-85.8,-16.8,-7.8,-16.8,-7.8,-19.4,-9.7,-1.1,-19.3,-26.1,0.4,-73.7,16.0,-6.3,2.4,-63.2,,,,,,,-15.5,-22.5,27.9
2002-10,-12.5,-58.2,-30.1,-86.4,-15.6,-15.6,-24.7,-13.3,-18.6,-2.7,-0.3,-16.8,-20.8,0.2,-69.8,19.7,3.4,8.0,-65.0,,,,,,,-16.7,-19.4,19.5
2002-11,-5.6,-54.0,-24.1,-83.9,-15.6,-5.3,-18.9,-6.8,-20.5,-4.9,-3.8,-15.5,-19.0,-0.6,-69.4,22.4,8.4,5.7,-62.7,,,,,,,-18.7,-21.5,22.4
2002-12,-4.8,-56.3,-29.8,-82.8,-21.6,1.6,-27.0,-9.1,-18.8,3.0,1.7,-16.3,-24.9,2.3,-66.2,19.7,-6.1,1.6,-60.9,,,,,,,-18.8,-25.7,23.8
2003-01,-12.2,-56.8,-34.7,-78.9,-23.3,-8.1,-13.7,-6.9,-19.7,-5.0,-0.9,-15.1,-23.2,-1.0,-70.6,24.2,0.0,-0.2,-60.4,-0.9,-9.9,-6.4,-22.4,-11.1,-13.3,-18.4,-21.1,22.1
2003-02,-20.5,-59.7,-39.7,-79.8,-22.1,-19.6,-21.6,-12.6,-20.9,-13.4,-3.4,-14.7,-23.6,-2.2,-68.6,22.4,6.8,4.3,-63.0,4.1,-7.1,-7.2,-18.2,-10.8,-13.4,-16.8,-23.1,22.8
2003-03,-21.3,-58.1,-35.4,-80.8,-20.7,-24.1,-29.2,-16.8,-19.5,-17.0,-2.9,-15.5,-25.1,0.1,-68.0,21.8,-4.4,9.2,-55.1,4.4,-8.9,-15.1,-16.0,-11.9,-12.6,-17.7,-22.1,22.6
2003-04,-11.4,-55.8,-31.5,-80.1,-18.3,-19.4,-30.5,-14.5,-18.2,-11.2,-6.5,-16.9,-24.9,1.5,-70.2,21.0,6.0,5.0,-60.6,2.7,-7.3,-9.2,-15.2,-11.5,-13.2,-17.5,-19.0,21.1
2003-05,-7.6,-54.6,-29.7,-79.5,-18.2,-12.4,-26.8,-12.2,-20.6,-5.8,-2.7,-16.9,-25.5,-0.2,-70.7,19.9,3.9,-1.0,-61.0,5.8,-5.0,-7.7,-13.1,-11.4,-13.3,-16.9,-22.0,13.5
2003-06,-0.5,-52.7,-25.0,-80.4,-16.1,-12.4,-29.5,-11.9,-17.8,-10.0,-6.3,-14.4,-21.9,-3.0,-68.2,21.9,-4.0,3.2,-60.0,6.6,-3.9,-7.1,-11.1,-9.8,-13.0,-16.3,-23.4,23.0
2003-07,-4.9,-54.4,-27.7,-81.2,-13.4,-15.8,-28.2,-13.2,-15.8,-15.4,-4.5,-15.0,-21.0,-4.1,-68.8,19.8,3.3,4.7,-61.1,6.6,-2.6,-2.4,-11.9,-7.9,-13.9,-16.6,-22.8,22.2
2003-08,-4.4,-52.5,-24.5,-80.5,-12.1,-14.1,-27.0,-13.2,-17.5,-9.5,-1.6,-14.1,-14.7,-3.4,-67.4,21.6,6.0,4.5,-57.1,8.7,-2.7,-5.4,-11.2,-11.0,-11.9,-17.3,-22.6,27.6
2003-09,-11.3,-54.0,-27.9,-80.0,-12.0,-10.0,-21.9,-9.2,-21.4,-11.8,-4.4,-14.7,-21.8,-3.8,-67.7,19.9,-0.8,7.0,-59.8,9.5,-0.5,-3.3,-7.8,-8.4,-11.1,-16.4,-24.4,25.6
2003-10,-2.3,-51.4,-23.7,-79.1,-10.4,-10.4,-19.2,-9.3,-15.6,-7.9,-1.7,-11.7,-17.5,-3.8,-60.7,21.9,13.4,10.6,-58.7,8.9,-1.5,-3.4,-10.0,-9.3,-12.6,-21.6,-33.8,34.0
2003-11,-0.7,-51.1,-22.8,-79.4,-10.1,-15.8,-19.1,-9.5,-15.9,-7.4,-6.2,-12.8,-22.7,-4.3,-62.6,19.8,7.5,11.1,-54.7,8.2,-1.8,-3.3,-10.3,-9.1,-13.0,-22.4,-32.4,31.8
2003-12,-1.9,-51.6,-25.2,-78.0,-9.8,-7.5,-26.5,-10.4,-16.3,5.7,-2.7,-12.0,-21.4,-6.8,-62.7,19.8,4.9,15.3,-51.2,9.3,-0.6,-1.5,-9.7,-7.4,-13.2,-16.8,-25.5,40.3
2004-01,20.4,-52.2,-28.8,-75.5,-7.9,-13.9,2.9,-3.1,-15.7,-9.1,-1.8,-12.1,-21.4,-3.9,-58.1,18.1,11.0,14.8,-52.7,2.5,-3.2,-4.5,-7.5,-9.4,-17.0,-18.0,-31.3,43.6
2004-02,-6.1,-51.6,-28.2,-75.1,-7.5,-20.3,-6.5,-7.4,-14.4,-11.5,-4.4,-12.2,-19.8,-2.7,-56.8,17.4,10.1,12.1,-50.1,-0.8,-4.9,-5.4,-8.4,-10.9,-15.9,-20.2,-34.9,47.3
2004-03,-26.9,-50.4,-25.1,-75.6,-1.8,-14.9,-18.0,-12.2,-12.6,-12.6,3.7,-11.1,-17.6,-2.8,-53.3,17.3,6.8,17.8,-48.8,1.6,-0.7,1.3,-4.9,-7.4,-16.4,-18.7,-33.0,51.5
