country,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL,POL
2013-01,-21.7,-40.4,-23.3,-57.5,-20.3,-8.1,-15.9,-10.0,-9.6,-10.0,6.1,-19.4,-15.1,3.4,-50.6,-4.1,-9.7,-3.0,-55.6,-8.9,-7.2,-3.9,-8.7,-7.1,-6.1,-18.8,-27.5,26.6
2013-02,-17.9,-39.8,-22.1,-57.4,-19.5,-7.9,-14.5,-10.1,-9.0,-9.2,7.8,-19.7,-11.4,4.7,-51.8,-2.5,-8.9,-0.9,-55.3,-8.9,-6.8,-3.5,-8.2,-6.3,-6.1,-15.9,-22.9,27.0
2013-03,-14.4,-40.2,-23.5,-56.9,-18.8,-7.9,-14.4,-9.9,-8.8,-10.8,7.4,-19.9,-11.7,5.7,-51.4,-2.5,-9.1,-2.1,-54.8,-2.8,-2.6,0.0,-4.9,-9.5,-9.6,-15.9,-26.7,24.9
2013-04,-24.7,-41.8,-25.2,-58.5,-19.3,-12.2,-13.2,-11.0,-9.4,-14.3,7.6,-20.1,-14.9,4.9,-51.8,-3.6,-14.0,-2.5,-54.2,-9.4,-7.1,-3.7,-8.3,-7.8,-5.2,-13.6,-24.9,26.5
2013-05,-18.4,-39.3,-20.6,-57.9,-16.7,-7.5,-9.7,-8.1,-8.1,-10.3,7.1,-17.3,-10.3,5.5,-48.0,1.7,-5.9,-1.0,-52.1,-7.6,-5.6,-2.4,-6.7,-5.9,-5.1,-17.5,-28.3,27.3
2013-06,-15.7,-38.9,-20.2,-57.6,-17.0,-8.4,-7.2,-7.2,-8.6,-9.6,6.0,-18.3,-11.5,5.5,-48.5,-1.1,-7.5,-2.5,-52.5,-9.8,-7.6,-5.5,-7.6,-7.1,-5.4,-13.4,-22.8,23.7
2013-07,-14.6,-37.8,-19.0,-56.6,-15.5,-7.4,-8.6,-7.5,-8.2,-9.6,6.7,-17.8,-10.6,3.4,-48.5,-1.5,-6.7,-1.5,-55.0,-9.9,-7.0,-3.1,-7.9,-6.5,-6.4,-13.8,-25.5,27.6
2013-08,-10.9,-36.5,-18.2,-54.9,-15.4,-7.4,-3.0,-5.4,-5.8,-8.8,5.7,-17.1,-9.2,3.5,-47.6,-0.2,-1.1,-2.2,-51.4,-6.9,-4.7,-1.7,-5.5,-4.9,-4.3,-13.3,-21.0,20.2
2013-09,-9.7,-36.0,-17.8,-54.2,-14.3,-7.9,-5.0,-6.0,-6.7,-9.7,5.2,-15.9,-7.5,3.0,-46.2,1.4,-2.7,-0.7,-52.2,-5.9,-3.6,0.1,-5.0,-5.0,-4.4,-11.1,-19.1,20.7
2013-10,-10.6,-35.3,-16.8,-53.8,-13.8,-2.4,-2.8,-3.2,-6.1,-4.4,4.5,-15.2,-7.6,2.9,-45.3,2.6,1.0,1.2,-51.7,-4.1,-2.3,0.2,-3.0,-5.4,-3.9,-13.2,-19.3,23.9
2013-11,-9.5,-34.5,-15.5,-53.4,-12.2,-2.9,-2.9,-3.7,-5.1,-6.3,5.2,-15.5,-6.6,5.2,-45.5,4.1,3.4,0.0,-50.7,-3.6,-2.1,0.9,-3.6,-5.2,-3.6,-11.3,-19.2,21.1
2013-12,-6.9,-32.9,-12.8,-53.0,-11.9,-1.4,-4.2,-3.4,-5.6,-3.4,4.7,-15.0,-5.3,3.6,-44.9,3.7,1.4,0.9,-50.1,-2.1,-0.9,2.0,-2.7,-4.5,-4.1,-8.6,-14.3,21.1
2014-01,-3.4,-30.3,-10.1,-50.6,-12.4,3.3,-3.5,-1.9,-3.1,0.9,5.3,-12.7,-0.3,3.9,-43.4,9.3,5.8,-2.1,-47.8,-0.6,1.5,5.6,-0.6,-1.2,-4.7,-10.9,-12.2,22.9
2014-02,-1.2,-30.2,-10.8,-49.6,-10.7,3.2,2.8,0.4,-3.5,0.7,4.8,-12.6,-0.9,4.1,-43.2,9.5,8.0,0.3,-49.1,-0.9,1.3,5.9,-1.1,-1.2,-3.9,-10.1,-14.1,20.9
2014-03,4.0,-29.1,-11.2,-47.1,-9.7,2.3,4.4,1.0,-1.8,-0.6,3.7,-13.4,1.8,4.5,-41.6,5.9,7.8,-1.8,-47.3,-1.7,0.7,3.7,0.2,0.2,-0.9,-7.4,-10.7,17.7
2014-04,4.0,-28.9,-11.4,-46.4,-9.1,1.9,6.5,1.2,-1.8,0.2,4.8,-12.6,1.3,4.5,-40.4,7.1,7.2,-1.1,-47.7,-0.7,1.7,5.0,0.7,-0.9,-1.5,-8.1,-14.6,19.5
2014-05,-3.6,-28.9,-11.3,-46.6,-8.9,-0.5,5.2,-0.1,-1.4,-2.5,4.9,-12.7,-1.2,4.5,-40.2,6.5,6.1,-0.4,-49.3,-2.3,-0.4,4.0,-2.8,-2.1,-2.0,-6.1,-10.6,19.3
2014-06,-4.1,-27.8,-9.8,-45.9,-7.5,3.1,3.9,0.5,-0.3,-0.2,5.4,-12.6,-2.0,5.4,-40.5,8.0,6.2,2.0,-49.8,-0.4,1.4,5.4,-0.8,-1.2,-1.5,-5.5,-6.3,17.9
2014-07,-4.8,-27.2,-10.0,-44.4,-7.2,2.5,-1.4,-1.1,-1.6,-0.1,4.6,-11.5,-2.1,4.7,-37.3,7.3,4.1,-1.5,-46.6,-0.6,0.9,4.4,-1.2,-1.7,-2.6,-10.4,-13.6,23.3
2014-08,-2.9,-26.9,-8.9,-44.9,-6.8,2.2,0.8,-0.5,-1.8,0.2,4.5,-12.5,1.2,5.9,-38.9,7.3,6.7,1.8,-47.4,-0.6,0.8,3.9,-0.9,-1.3,-2.2,-8.2,-14.7,14.0
2014-09,-2.0,-26.0,-8.3,-43.7,-6.6,-0.8,0.8,-1.7,-1.7,-1.6,5.1,-13.5,-1.9,5.0,-41.2,5.6,3.1,-0.7,-49.1,-0.3,1.3,5.1,-0.9,-0.4,-3.6,-9.3,-12.1,14.2
2014-10,-2.3,-25.2,-6.9,-43.5,-5.6,6.3,3.6,1.2,-0.7,4.4,6.2,-12.0,0.5,5.1,-39.4,8.5,5.7,-0.9,-47.4,0.2,2.4,6.2,0.8,1.1,-1.8,-6.7,-8.6,9.4
2014-11,-1.2,-24.6,-6.2,-42.9,-5.6,6.6,5.5,2.1,-0.9,3.7,5.8,-11.9,-0.8,4.1,-38.9,7.4,7.0,0.9,-47.3,-0.5,1.8,4.7,1.2,0.2,-3.3,-5.3,-6.5,7.1
2014-12,-1.3,-24.6,-5.9,-43.3,-6.4,6.0,1.8,0.8,0.6,2.6,5.5,-11.9,0.0,4.2,-39.1,7.6,2.7,-2.9,-47.4,-0.5,1.8,4.9,1.0,-0.8,-3.3,-4.3,-5.8,2.0
2015-01,0.7,-23.1,-5.0,-41.2,-7.3,4.7,2.7,0.7,0.1,2.5,5.4,-11.2,0.3,3.2,-38.2,7.7,6.0,-4.4,-47.9,-2.0,0.2,4.1,-1.4,-0.2,-3.4,-7.3,-8.9,2.3
2015-02,3.3,-23.5,-6.2,-40.7,-6.1,4.5,4.7,1.4,-0.7,1.3,5.0,-12.1,-0.6,2.8,-41.1,7.7,3.7,-1.5,-47.3,-0.6,0.2,2.6,-1.5,-0.7,-2.9,-5.5,-7.4,4.9
2015-03,4.1,-24.1,-8.9,-39.4,-8.2,4.9,2.7,1.1,0.1,3.7,4.5,-11.8,-0.9,2.4,-40.3,7.1,6.5,-0.1,-47.2,-2.2,-0.7,0.9,-0.7,-1.0,-1.0,-5.6,-5.5,4.4
2015-04,1.4,-24.7,-9.0,-40.3,-8.0,0.2,4.7,-0.3,1.4,-1.3,5.9,-11.5,-0.2,3.8,-38.1,7.5,7.7,-2.3,-46.1,-1.3,-0.3,1.7,-1.4,-1.8,-1.8,-2.5,-2.3,2.6
2015-05,-3.0,-26.2,-11.4,-41.1,-8.3,2.8,-0.6,-1.1,-1.5,0.7,5.4,-12.0,-0.8,2.6,-39.5,6.2,3.9,0.3,-46.3,-1.5,-0.7,1.3,-1.8,-1.5,-3.5,-3.6,-3.3,5.8
2015-06,-4.1,-26.2,-11.0,-41.4,-7.1,3.0,2.2,0.2,0.0,1.4,4.5,-12.9,-1.5,3.1,-41.2,5.5,1.4,2.8,-48.4,-2.2,-1.0,2.0,-2.7,-1.8,-2.7,-5.3,-5.4,1.1
2015-07,-4.6,-26.1,-10.1,-42.2,-8.1,4.0,5.2,1.2,0.9,1.2,5.7,-12.7,-1.4,4.4,-40.1,6.5,2.8,1.4,-47.7,-1.6,-0.5,2.4,-2.2,-2.2,-5.2,-7.1,-7.0,-1.8
2015-08,-5.1,-25.9,-9.7,-42.1,-7.8,5.4,5.0,1.7,1.3,4.3,5.2,-11.3,-2.2,3.6,-39.4,9.1,4.1,1.6,-46.8,-2.3,-0.8,2.6,-2.6,-2.2,-4.5,-6.5,-5.9,-2.7
2015-09,-7.2,-25.8,-8.4,-43.1,-8.4,3.4,4.9,0.8,0.6,2.5,5.9,-11.8,-1.2,2.9,-39.8,7.4,1.7,1.5,-46.6,-3.1,-1.2,2.9,-3.3,-2.0,-4.1,-8.2,-7.1,4.1
2015-10,-5.9,-24.4,-6.7,-42.1,-7.4,4.0,6.9,1.9,0.4,2.5,5.3,-11.1,0.9,3.1,-37.6,7.3,3.5,0.5,-46.2,-1.6,-0.6,2.3,-2.4,-2.9,-4.3,-5.5,-3.9,-1.4
2015-11,-6.5,-23.7,-5.5,-41.8,-7.0,3.4,4.3,1.0,0.1,1.7,4.8,-11.5,-0.6,2.7,-40.1,8.2,1.5,0.6,-46.7,-1.2,0.1,3.0,-1.5,-2.8,-3.6,-4.0,-3.3,0.2
2015-12,-4.4,-22.7,-4.7,-40.7,-6.9,4.6,4.7,1.4,0.5,2.1,5.0,-12.2,-0.2,4.8,-39.9,8.1,0.7,1.2,-48.0,-3.6,-0.9,2.8,-2.1,-2.8,-4.2,-2.3,-4.8,-0.8
2016-01,-2.7,-23.5,-7.0,-40.0,-7.3,5.6,5.9,1.8,0.6,2.4,6.2,-11.6,1.3,3.8,-37.9,6.9,5.2,-0.1,-44.4,-1.2,0.2,2.5,-0.9,-0.7,-0.6,-2.1,-4.8,-5.0
2016-02,-1.1,-23.3,-6.8,-39.8,-6.9,5.4,5.4,1.2,0.8,2.7,7.2,-11.3,-2.1,2.3,-38.5,7.0,2.7,-1.6,-45.6,-0.8,0.0,2.3,-1.5,-1.3,-1.5,-3.6,-7.1,0.6
2016-03,-1.9,-24.9,-9.8,-40.0,-7.8,2.4,8.5,1.2,0.8,-0.3,7.3,-10.8,-0.5,2.1,-35.2,5.0,5.7,-2.4,-45.7,-1.4,-0.5,0.6,-0.6,0.0,-3.1,-2.0,-3.6,0.5
2016-04,-2.7,-24.4,-9.1,-39.6,-8.3,3.3,6.3,1.1,0.7,0.4,6.4,-11.4,-0.4,2.9,-35.7,4.5,1.3,-1.9,-45.7,0.0,0.5,1.5,0.0,-0.4,-3.6,-0.4,-2.3,-2.4
2016-05,-4.5,-24.5,-9.1,-40.0,-6.8,4.2,6.5,1.1,0.3,1.4,7.4,-12.7,-2.4,2.3,-38.7,3.0,3.0,0.5,-42.8,0.3,0.5,2.2,-0.8,-0.1,-4.1,-1.7,-5.7,-0.3
2016-06,-4.8,-24.4,-8.4,-40.5,-6.5,3.0,5.2,0.6,0.7,0.4,6.5,-11.8,-0.9,3.3,-37.3,5.3,-0.3,0.0,-44.0,-1.2,-0.4,2.0,-2.0,0.1,-3.6,-1.4,-6.6,1.8
2016-07,-5.9,-24.5,-9.4,-39.7,-7.6,2.3,8.7,1.5,1.0,0.0,6.6,-11.9,0.1,3.3,-35.8,3.3,4.5,3.9,-42.5,-1.3,-0.1,2.1,-1.2,-1.2,-2.8,-0.2,-5.7,-1.3
2016-08,-8.0,-25.4,-9.6,-41.2,-8.3,3.1,2.8,-0.3,1.9,0.6,6.9,-13.1,-0.5,4.3,-38.0,2.9,-1.3,1.1,-44.5,-1.2,-0.3,2.9,-2.6,-1.1,-1.7,-1.4,-5.2,0.2
2016-09,-7.4,-24.1,-7.6,-40.5,-7.0,4.8,7.1,1.6,0.4,1.5,7.0,-10.9,-1.5,1.5,-36.6,5.3,2.0,1.3,-43.0,-1.1,-0.5,2.7,-3.0,-1.0,-2.4,0.2,-3.2,-2.0
2016-10,-7.4,-23.5,-6.4,-40.6,-6.8,3.7,7.9,1.9,1.4,1.0,6.1,-11.2,0.3,2.5,-37.0,5.9,2.0,3.2,-43.5,0.2,0.8,3.3,-1.1,0.2,-2.9,0.1,-3.3,9.8
2016-11,-7.8,-23.4,-6.3,-40.5,-7.1,3.3,5.8,0.8,0.1,2.0,6.7,-12.1,0.8,2.4,-39.1,5.0,-5.5,1.3,-43.7,-1.0,0.1,2.9,-1.7,-0.4,-2.3,-1.8,-6.5,6.2
2016-12,-5.3,-22.1,-5.2,-39.1,-5.8,4.6,11.1,2.9,1.7,1.4,6.9,-10.4,0.3,1.9,-36.3,6.9,2.1,3.8,-42.8,-0.3,0.9,4.1,-1.0,0.1,-1.4,-1.9,-6.7,7.8
2017-01,-5.0,-21.4,-2.0,-40.8,-0.6,9.6,15.8,6.3,3.5,6.3,6.4,-10.1,0.1,1.5,-36.8,7.9,5.8,6.9,-41.1,2.2,2.6,4.7,1.0,1.3,0.1,1.7,-2.4,6.0
2017-02,-3.7,-21.3,-3.3,-39.4,1.0,6.2,15.4,5.3,4.5,4.6,5.7,-10.6,0.7,2.4,-36.1,6.8,7.4,5.4,-41.8,2.2,3.1,5.0,1.9,1.6,-0.1,-0.5,-4.9,7.6
2017-03,-2.3,-20.6,-3.3,-38.0,1.9,5.7,13.4,4.6,3.9,3.8,5.3,-9.8,1.8,2.0,-36.0,8.6,7.5,5.4,-41.8,1.7,2.4,4.0,1.5,3.6,0.4,-1.1,-4.2,9.1
2017-04,2.4,-19.9,-3.3,-36.5,2.2,11.0,14.4,6.8,5.6,7.7,4.9,-8.8,2.2,1.6,-35.3,10.4,13.0,7.7,-41.3,3.2,3.0,3.2,2.6,2.3,-0.5,-1.4,-3.4,4.3
2017-05,-2.2,-19.4,-3.4,-35.5,1.9,6.5,12.5,4.3,3.5,3.9,5.9,-9.2,2.0,1.3,-35.3,9.0,4.8,5.7,-40.8,1.2,1.3,2.4,0.4,2.2,0.0,-0.2,0.1,8.5
2017-06,1.2,-17.9,-1.4,-34.3,1.9,7.3,15.8,5.7,2.9,3.4,6.1,-8.2,3.6,0.6,-34.7,10.7,8.8,4.5,-40.2,1.3,1.8,2.8,1.2,1.9,0.5,-0.6,-3.8,4.1
2017-07,1.6,-17.8,-2.6,-33.0,3.1,8.7,11.9,5.0,4.2,4.3,5.5,-8.2,4.3,1.8,-34.5,11.7,8.6,6.1,-40.2,1.0,1.9,4.2,0.4,2.4,1.8,-1.0,-3.0,7.3
2017-08,0.8,-15.9,-0.9,-30.8,3.4,11.5,9.5,4.9,3.5,5.1,6.4,-8.0,3.3,1.1,-34.3,11.4,6.7,5.7,-40.9,-0.3,0.5,3.3,-1.4,0.0,-1.0,-0.6,-2.0,12.2
2017-09,2.7,-14.8,1.1,-30.8,3.8,13.1,10.9,6.0,5.1,8.4,6.0,-7.0,4.0,2.1,-32.0,13.0,9.5,6.3,-39.4,1.6,2.0,3.9,0.6,1.5,0.3,3.2,3.9,13.1
2017-10,3.6,-13.2,4.1,-30.4,5.4,10.3,15.2,6.6,3.5,6.4,5.8,-6.6,2.4,0.9,-31.2,12.3,9.9,6.2,-38.2,1.2,2.5,5.9,0.3,0.9,-0.5,2.2,1.6,13.9
2017-11,3.5,-11.9,5.1,-28.9,5.8,11.5,14.2,6.5,4.7,8.0,6.3,-6.3,4.0,1.8,-30.7,13.6,9.4,7.8,-37.0,2.0,2.6,4.8,1.1,3.1,-1.9,1.3,-0.8,16.9
2017-12,4.6,-8.7,7.7,-25.1,7.3,15.6,19.4,9.9,3.9,12.9,5.4,-5.6,4.9,2.4,-29.6,15.1,12.1,7.3,-36.7,1.8,3.0,5.8,1.5,4.8,-1.6,1.7,4.2,19.3
2018-01,10.4,-7.0,7.7,-21.7,10.3,14.1,19.7,9.2,5.2,10.6,6.2,-2.1,9.7,0.8,-25.8,20.4,14.2,12.6,-34.1,6.8,8.4,11.1,7.3,7.6,4.8,3.8,6.4,14.8
2018-02,13.0,-6.0,7.1,-19.1,10.9,13.0,23.4,9.8,4.2,9.6,6.9,-2.8,10.3,-0.3,-23.9,15.2,17.8,10.1,-32.7,6.9,8.9,12.0,7.8,9.2,5.0,3.9,6.6,15.5
2018-03,9.3,-6.9,5.3,-19.0,10.9,9.9,19.8,7.5,2.8,6.6,7.1,-3.7,11.0,2.0,-24.7,15.6,14.9,8.7,-33.6,6.3,7.6,11.2,5.2,9.4,5.6,2.1,5.0,9.0
2018-04,6.9,-7.3,3.6,-18.2,11.0,6.6,16.3,5.4,1.0,4.2,6.6,-5.0,10.1,3.2,-26.6,14.9,10.6,7.9,-35.0,4.9,7.4,11.5,5.7,9.0,3.5,4.2,5.8,14.0
2018-05,7.1,-7.1,3.3,-17.4,9.9,10.3,11.8,5.0,2.8,7.1,7.2,-3.9,8.5,1.3,-24.6,14.3,10.2,6.6,-33.6,4.0,6.8,11.2,5.2,8.2,4.8,3.7,5.9,14.7
2018-06,4.7,-7.3,3.6,-18.2,11.5,10.1,14.4,5.7,3.0,6.3,7.4,-3.1,8.0,1.4,-23.2,15.3,9.6,8.0,-31.7,2.6,6.5,12.0,4.7,8.4,4.8,5.4,6.1,15.7
2018-07,2.4,-8.4,2.3,-19.1,11.0,10.0,14.3,5.8,3.4,6.5,7.0,-2.9,7.1,0.5,-24.1,16.0,9.9,9.7,-31.6,2.8,6.4,12.2,4.1,9.0,4.0,5.6,5.1,17.1
2018-08,3.0,-8.7,2.7,-20.1,11.7,9.3,13.2,4.9,5.1,5.3,7.8,-4.1,6.5,-1.6,-25.1,11.3,7.7,9.9,-33.5,2.1,6.1,11.6,4.5,7.5,3.4,2.9,2.3,16.8
2018-09,2.3,-8.3,3.0,-19.6,10.9,12.2,14.5,6.4,4.4,8.2,7.4,-5.8,5.5,2.3,-27.5,12.5,8.5,8.8,-33.6,2.8,5.4,9.0,4.5,8.2,3.3,4.0,5.6,22.5
2018-10,2.0,-8.4,3.7,-20.4,11.0,12.5,8.5,4.5,4.1,8.4,7.5,-6.0,3.9,1.6,-27.4,11.0,3.4,8.4,-32.1,1.5,4.5,9.1,3.0,10.2,3.1,3.0,3.2,22.7
2018-11,2.8,-7.3,5.5,-20.1,10.9,12.7,14.3,6.7,4.9,8.5,7.0,-3.9,7.4,0.8,-25.4,14.4,7.8,9.6,-33.0,2.4,5.4,11.1,2.7,10.8,2.9,3.7,2.7,22.5
2018-12,4.9,-6.4,6.5,-19.3,14.1,14.0,15.9,7.6,5.7,10.0,7.1,-3.8,6.9,2.0,-24.3,15.0,5.4,10.1,-31.1,1.8,5.0,9.7,3.7,9.4,3.2,1.8,0.0,19.4
2019-01,5.8,-6.5,5.0,-18.0,16.0,7.4,6.1,2.8,1.4,3.6,5.1,-7.2,3.7,0.9,-28.8,8.0,2.8,16.1,-36.7,-0.5,1.9,5.7,0.5,5.0,-2.3,2.2,3.1,22.9
2019-02,8.3,-7.1,3.2,-17.4,13.1,6.6,6.1,2.4,1.2,3.4,5.4,-7.1,2.4,0.2,-28.4,7.3,2.1,9.5,-37.7,-0.6,1.8,4.8,1.1,5.5,-0.2,5.9,8.8,16.9
2019-03,8.4,-7.8,1.3,-17.0,12.6,5.6,9.1,3.0,2.5,2.7,5.7,-7.3,1.5,-0.1,-27.3,5.1,3.3,9.0,-38.2,0.2,1.9,4.7,0.7,5.8,-1.0,6.4,6.1,19.3
2019-04,5.3,-8.6,-0.6,-16.7,11.5,6.8,1.8,0.9,1.4,2.8,5.8,-8.4,2.5,0.0,-30.3,5.0,-1.0,7.7,-39.5,-1.0,-0.2,2.3,-2.0,5.2,-1.2,2.2,1.4,21.0
2019-05,2.2,-10.2,-1.8,-18.5,9.0,4.3,6.6,1.9,1.4,0.9,5.1,-8.0,1.1,0.7,-28.2,4.9,2.3,7.1,-38.9,-0.8,0.0,2.4,-1.5,4.4,-1.3,2.6,2.5,20.8
2019-06,-0.4,-10.4,-1.7,-19.1,9.8,5.1,6.5,2.0,1.3,2.0,5.7,-8.9,2.2,0.6,-30.9,4.6,4.1,7.1,-39.3,-0.3,0.8,2.6,0.2,3.1,-1.1,6.2,6.2,21.6
2019-07,-2.7,-11.1,-1.8,-20.4,8.7,3.8,4.6,0.9,0.8,0.1,5.8,-9.7,1.9,-0.3,-31.8,2.6,-3.1,6.5,-40.5,-1.4,0.1,2.4,-0.8,3.1,-0.2,6.2,7.0,25.0
2019-08,-2.7,-11.9,-2.0,-21.7,7.7,3.2,5.9,1.4,0.3,0.6,5.0,-9.9,0.6,0.8,-30.7,1.9,0.9,7.7,-39.0,-0.1,1.1,2.6,0.9,3.4,-1.0,5.5,4.7,22.0
2019-09,-2.9,-11.6,-1.0,-22.2,8.3,1.5,3.5,-0.1,-0.7,-2.3,5.2,-9.8,0.3,0.7,-31.6,3.0,-0.6,5.6,-39.7,-1.1,0.3,1.7,0.3,2.2,-2.0,5.6,3.1,23.0
2019-10,-3.8,-12.1,-2.0,-22.2,9.1,-0.4,3.6,-1.0,-1.1,-3.5,6.2,-9.3,-2.1,-0.9,-32.7,4.0,-1.1,7.6,-39.2,-1.3,-0.7,0.0,-0.7,0.7,-1.0,2.3,-0.7,20.0
2019-11,-2.3,-11.3,-0.1,-22.4,10.2,1.3,2.9,-0.6,-0.8,-2.7,6.2,-9.9,-1.7,-0.6,-31.9,1.6,-2.0,7.1,-38.5,-1.5,-0.7,0.4,-1.0,1.8,-1.3,3.1,0.7,18.4
2019-12,-1.8,-11.2,0.0,-22.4,10.9,2.1,5.5,0.3,0.6,-1.9,6.7,-10.1,-2.3,-0.6,-34.7,3.9,-0.6,11.9,-40.7,-1.5,-1.3,0.5,-2.9,0.1,-0.8,2.7,2.3,19.5
2020-01,1.0,-10.7,-0.7,-20.7,16.7,3.7,0.4,-0.7,-0.3,0.8,6.3,-11.6,-3.1,2.1,-33.4,0.7,-6.8,16.0,-43.0,-3.4,-1.9,0.5,-2.7,1.4,-2.2,2.1,-3.9,23.6
2020-02,3.5,-11.5,-2.7,-20.3,15.4,1.1,3.5,-0.4,-1.1,-3.2,5.8,-11.8,-1.9,1.7,-34.6,0.8,-5.7,14.3,-42.1,-4.7,-2.8,-1.1,-2.5,-0.5,-2.4,-0.1,-6.9,21.2
2020-03,1.1,-13.4,-6.0,-20.9,11.2,-5.7,6.0,-1.9,-3.6,-8.1,5.8,-15.6,-5.0,1.4,-36.5,-8.9,-4.6,10.2,-41.5,-5.7,-6.4,-8.7,-4.8,-1.9,-3.4,1.4,-3.8,32.5
2020-04,-29.3,-41.8,-41.7,-42.0,-18.4,-58.7,-29.6,-33.3,-31.0,-58.6,11.6,-38.8,-34.4,1.8,-53.4,-61.2,-25.3,-3.7,-56.7,-36.2,-42.7,-56.0,-35.9,-24.2,-11.8,-23.1,-60.0,62.9
2020-05,-42.5,-38.1,-27.6,-48.6,-11.2,-43.8,-48.5,-35.1,-23.7,-46.1,13.1,-35.0,-21.3,4.8,-60.9,-39.4,-44.8,-2.7,-65.1,-48.5,-47.4,-44.5,-49.1,-16.4,-16.6,-20.7,-50.3,48.3
2020-06,-41.8,-34.1,-20.2,-48.0,-6.8,-21.4,-49.2,-27.4,-14.2,-26.3,11.7,-28.4,-14.0,6.0,-60.1,-19.2,-46.9,2.3,-63.1,-46.1,-39.6,-25.0,-47.6,-9.9,-17.1,-16.0,-35.8,46.1
2020-07,-34.5,-29.6,-14.0,-45.3,-4.1,-10.8,-31.7,-17.4,-10.5,-14.8,9.6,-23.4,-9.2,4.4,-55.9,-10.0,-35.5,3.0,-59.0,-38.4,-32.1,-18.6,-39.5,-7.6,-14.5,-10.9,-26.6,43.5
2020-08,-27.0,-28.1,-13.0,-43.3,-3.9,-15.6,-11.1,-11.4,-10.3,-17.2,7.6,-20.9,-6.2,3.2,-49.8,-9.7,-17.3,2.2,-56.7,-26.7,-24.6,-19.4,-27.7,-6.2,-11.3,-11.8,-30.6,47.1
2020-09,-23.5,-26.8,-11.2,-42.4,-3.4,-14.7,-4.0,-7.8,-8.3,-15.7,4.6,-20.3,-3.1,2.0,-49.8,-9.1,-8.4,3.0,-54.1,-21.1,-19.4,-16.3,-20.8,-5.4,-9.2,-16.4,-36.4,38.8
2020-10,-20.2,-25.0,-9.4,-40.5,-3.1,-20.9,-5.3,-10.4,-9.3,-22.1,5.1,-19.2,-2.7,1.5,-46.2,-9.8,-5.5,4.3,-50.7,-17.8,-18.6,-20.6,-17.4,-5.9,-8.6,-15.7,-38.6,39.3
2020-11,-25.3,-27.9,-12.1,-43.6,-6.0,-43.6,-21.9,-23.9,-16.6,-43.9,6.2,-23.1,-9.9,1.2,-46.1,-22.1,-12.5,0.8,-50.2,-25.0,-26.9,-31.9,-23.9,-8.4,-9.5,-19.2,-48.4,44.6
2020-12,-20.6,-25.5,-8.3,-42.6,-4.2,-26.1,-27.5,-20.1,-10.9,-27.6,6.8,-19.6,-3.5,0.6,-45.5,-12.8,-13.4,5.7,-50.5,-22.7,-22.9,-22.3,-23.7,-6.2,-9.6,-16.6,-42.4,47.3
2021-01,-23.6,-25.5,-9.8,-41.3,-1.8,-17.0,-23.4,-16.4,-9.8,-18.6,8.7,-18.7,-5.0,-0.5,-43.6,-13.0,-12.4,4.2,-49.2,-28.3,-26.2,-21.7,-28.7,-10.0,-12.6,-17.6,-43.2,53.9
2021-02,-21.1,-26.7,-11.5,-41.8,0.6,-14.9,-21.8,-14.6,-6.5,-16.4,7.0,-18.9,-3.8,-1.9,-45.1,-13.4,-13.3,10.5,-47.6,-24.3,-22.1,-19.0,-22.9,-8.4,-12.0,-13.8,-39.1,50.0
2021-03,-19.7,-26.5,-11.6,-41.3,3.5,-14.2,-14.8,-11.7,-5.4,-14.7,6.1,-16.8,-3.7,-1.5,-43.4,-8.5,-13.3,15.6,-45.8,-21.2,-18.6,-15.0,-19.7,-7.8,-10.7,-13.2,-40.7,53.1
2021-04,-12.4,-19.5,-2.9,-36.1,13.5,-2.3,-9.3,-5.5,0.6,-3.1,4.9,-9.2,2.4,-4.1,-36.1,4.5,-0.5,22.3,-39.9,-13.2,-9.2,-3.4,-11.1,-0.4,-6.9,-8.2,-28.6,46.9
2021-05,-6.9,-19.6,-5.4,-33.9,18.1,6.5,-2.7,-0.1,2.7,1.8,4.1,-8.9,2.6,-5.1,-34.6,2.6,6.5,23.9,-39.6,-6.6,-3.5,1.9,-5.6,-1.1,-5.6,-3.4,-16.1,48.4
2021-06,-5.3,-20.1,-8.1,-32.2,20.3,1.9,5.7,1.9,0.5,0.3,1.8,-10.3,1.1,-4.6,-33.4,-2.0,5.6,26.4,-38.9,-1.4,-0.3,0.5,-0.2,-2.4,-4.4,-5.8,-24.4,54.4
2021-07,-6.7,-19.5,-7.0,-31.9,22.1,-4.3,5.6,-0.3,-0.3,-4.3,2.2,-11.5,-0.2,-5.4,-34.8,-5.1,3.4,24.3,-39.6,0.0,0.1,-0.8,1.0,-1.0,-2.8,-7.4,-29.4,50.9
2021-08,-8.9,-19.6,-8.0,-31.1,22.0,-5.3,3.4,-1.3,-1.0,-4.1,2.0,-12.5,-1.8,-1.2,-34.7,-3.9,-1.8,22.9,-39.0,-0.4,-0.9,-2.2,-0.1,-1.4,-3.2,-5.7,-27.8,53.5
2021-09,-9.0,-19.4,-7.4,-31.4,24.6,-6.7,-2.4,-2.9,-0.3,-7.2,-0.3,-12.1,-1.0,-2.4,-34.8,-4.0,-4.5,24.6,-39.3,-0.5,-1.3,-3.3,0.1,-0.8,-2.9,-5.4,-27.2,52.8
