country,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT
1988-04,,,,,,,,,,,,4.4,7.7,0.4,-2.1,15.6,6.1,25.4,-14.2,,,,,,,-0.5,1.1,19.6
1988-05,,,,,,,,,,,,3.9,7.6,-1.3,-3.7,14.1,4.2,22.6,-12.0,,,,,,,-0.2,0.9,24.3
1988-06,,,,,,,,,,,,4.4,7.3,0.1,-3.1,16.5,5.0,23.1,-11.2,,,,,,,-2.4,-2.2,23.4
1988-07,,,,,,,,,,,,1.0,6.1,2.9,-5.7,11.6,-1.7,24.4,-9.3,,,,,,,-1.8,-1.9,30.7
1988-08,,,,,,,,,,,,3.7,5.9,-2.9,-1.6,9.8,5.4,20.3,-10.1,,,,,,,-2.4,-3.5,36.1
1988-09,,,,,,,,,,,,1.4,5.8,1.4,-6.8,12.5,0.3,23.7,-8.8,,,,,,,-4.6,-8.4,35.6
1988-10,,,,,,,,,,,,2.7,3.7,1.4,-4.6,14.1,-2.5,20.4,-7.4,,,,,,,-2.5,-3.7,28.9
1988-11,,,,,,,,,,,,3.1,3.6,1.4,-7.3,17.9,4.8,22.3,-7.7,,,,,,,-1.9,-3.7,27.2
1988-12,,,,,,,,,,,,3.5,3.6,2.9,-5.3,18.6,4.5,24.3,-9.0,,,,,,,-0.8,-5.3,33.9
1989-01,26.2,14.1,34.7,-6.5,40.4,29.2,12.5,8.0,7.5,9.8,17.8,6.8,4.3,-4.3,0.8,15.2,1.6,26.8,-3.0,,,,,,,-1.7,-4.8,34.8
1989-02,21.0,5.0,23.8,-13.7,40.4,24.0,14.6,6.6,7.5,5.1,18.8,4.9,4.2,-1.2,-0.5,13.9,5.4,18.8,-7.8,,,,,,,-0.9,-2.4,31.1
1989-03,18.1,11.6,28.4,-5.1,43.5,27.8,-1.6,2.7,7.3,3.3,18.2,2.6,4.2,2.6,-3.2,13.6,1.4,22.6,-7.8,,,,,,,0.2,-4.7,35.1
1989-04,13.7,13.9,28.0,-0.2,65.3,17.1,-1.4,-1.0,2.2,2.1,18.7,1.7,7.2,1.3,-5.2,11.7,3.1,20.4,-6.9,,,,,,,-1.5,-4.9,40.4
1989-05,19.5,2.7,24.0,-18.7,54.9,19.1,3.0,-0.9,2.0,-1.7,24.8,3.2,7.1,0.6,-1.8,12.1,1.1,25.6,-6.8,,,,,,,-4.3,-4.8,33.8
1989-06,17.8,3.2,24.6,-18.1,44.0,16.2,-7.3,-3.2,1.7,-1.8,18.5,-0.5,7.0,2.0,-9.1,9.5,-2.9,22.1,-8.1,,,,,,,-0.4,-4.4,35.5
1989-07,27.9,2.3,19.0,-14.4,59.5,23.4,6.5,0.4,4.8,-0.4,28.7,2.7,6.0,1.7,-5.8,15.6,4.3,26.3,-11.1,,,,,,,-5.5,-11.7,38.8
1989-08,2.1,-1.4,12.3,-15.1,57.0,15.9,-0.5,-2.5,4.5,0.3,22.9,-1.3,5.9,9.1,-9.6,14.8,-0.6,27.2,-9.0,,,,,,,-4.8,-9.6,32.8
1989-09,1.8,-6.6,8.6,-21.9,50.5,23.1,-4.7,-2.6,4.2,-3.7,26.1,-0.2,5.8,7.4,-4.8,11.5,5.3,22.7,-9.8,,,,,,,-2.3,-5.0,33.5
1989-10,12.1,0.9,19.1,-17.2,54.0,26.7,1.3,2.1,3.7,-4.8,21.7,-0.6,6.8,5.4,-7.6,11.1,5.4,18.5,-13.3,,,,,,,-4.0,-6.5,32.4
1989-11,13.7,-10.5,6.8,-27.7,38.5,26.7,5.3,3.8,0.5,0.1,20.6,-1.9,6.8,9.3,-6.3,9.9,0.8,21.4,-14.6,,,,,,,-2.2,-3.8,32.5
1989-12,-0.5,-1.5,19.3,-22.3,46.9,25.5,0.3,0.7,0.1,1.6,23.7,-2.2,6.8,6.9,-11.3,11.6,-0.5,20.4,-10.1,,,,,,,-2.2,-2.1,25.0
1990-01,-4.7,-3.9,10.7,-18.6,39.4,37.2,3.5,5.9,4.5,7.9,22.8,-2.9,8.5,8.7,-12.1,12.2,-1.4,17.2,-25.0,,,,,,,-0.3,-2.8,30.4
1990-02,3.0,1.4,17.7,-14.9,41.3,35.0,1.5,5.6,4.6,7.3,19.8,-1.5,8.5,6.0,-11.2,12.8,1.4,22.9,-22.6,,,,,,,0.2,-1.0,25.7
1990-03,2.1,-10.4,11.4,-32.2,39.2,29.3,15.3,5.8,4.4,1.3,27.2,-1.7,8.4,9.4,-9.9,14.3,3.4,20.8,-22.7,,,,,,,0.9,0.3,26.2
1990-04,-6.2,-7.6,9.0,-24.2,36.6,31.0,9.6,4.7,4.1,10.6,26.7,-1.3,2.2,8.4,-10.0,14.4,3.2,18.7,-21.3,,,,,,,4.1,4.9,24.5
1990-05,2.4,-7.3,8.1,-22.6,37.3,30.0,7.9,5.0,3.8,8.3,22.9,-3.9,2.0,11.4,-13.4,13.1,-2.2,16.8,-24.9,,,,,,,6.0,6.7,25.5
1990-06,-7.3,-11.8,7.5,-31.1,45.8,36.2,16.5,8.4,3.6,12.5,27.4,-2.8,1.7,12.7,-10.0,14.3,3.1,16.3,-25.3,,,,,,,6.3,9.1,27.4
1990-07,-11.1,-7.8,15.8,-31.4,36.5,29.6,8.4,5.8,3.6,6.5,20.7,-3.6,2.3,12.6,-11.7,13.5,1.4,9.9,-24.7,,,,,,,5.4,6.3,26.4
1990-08,-3.0,-16.4,14.4,-47.1,37.2,32.8,8.7,6.5,3.4,5.8,21.9,-3.3,2.1,13.0,-11.7,14.7,0.6,14.3,-25.7,,,,,,,5.3,5.3,35.1
1990-09,-0.2,-12.2,13.5,-37.9,37.4,26.0,7.5,4.5,3.1,6.1,20.1,-4.0,1.8,10.8,-13.7,12.7,-0.6,22.9,-23.8,,,,,,,-0.4,-5.7,39.1
1990-10,2.1,-23.6,1.7,-48.8,35.7,28.7,4.4,4.1,5.8,0.8,20.7,-5.6,2.7,12.7,-12.8,8.6,-1.3,27.3,-27.0,,,,,,,-0.5,-6.5,39.9
1990-11,-4.3,-8.1,17.6,-33.7,41.5,29.6,2.3,3.4,6.4,8.2,21.6,-2.9,2.4,6.2,-11.6,9.2,-1.1,24.6,-20.9,,,,,,,0.5,-0.5,33.9
1990-12,-5.4,-17.2,12.0,-46.3,29.9,35.5,10.4,9.1,6.0,7.8,18.7,-2.8,2.1,7.5,-12.6,11.6,-3.2,23.0,-21.5,,,,,,,6.1,8.7,32.6
1991-01,2.2,-16.9,6.8,-40.6,45.3,20.1,1.6,0.3,0.6,-3.0,20.8,-3.5,1.9,11.2,-11.1,11.9,2.2,24.9,-29.9,,,,,,,3.0,-0.5,38.7
1991-02,5.0,-19.0,9.7,-47.7,43.2,22.9,1.6,1.3,0.5,-0.7,20.7,-8.1,1.7,10.5,-15.4,1.5,-1.7,19.5,-20.6,,,,,,,1.0,-0.1,38.7
1991-03,3.2,-15.0,8.3,-38.4,42.4,33.7,3.4,7.2,0.3,9.1,15.4,-5.4,1.6,7.9,-17.7,9.2,-8.1,20.1,-22.9,,,,,,,5.1,11.2,33.8
1991-04,8.7,-25.1,5.1,-55.4,13.5,34.1,8.6,10.4,4.2,11.9,11.7,-7.5,-1.8,11.2,-20.3,9.1,-6.0,18.3,-16.0,,,,,,,5.4,11.3,34.8
1991-05,-4.5,-19.2,4.4,-42.8,19.2,33.0,13.8,12.3,4.0,14.4,10.0,-6.1,-2.1,7.8,-20.1,9.7,-1.6,14.9,-23.5,,,,,,,5.2,9.7,38.1
1991-06,6.8,-17.7,3.6,-39.1,18.4,33.2,10.7,10.8,3.7,9.5,11.5,-4.2,-2.5,2.6,-18.0,8.1,-4.1,18.0,-22.8,,,,,,,3.5,8.1,30.9
1991-07,-5.2,-21.1,6.2,-48.4,22.4,35.5,4.5,10.1,0.8,10.5,9.7,-6.7,-1.1,7.0,-20.4,7.2,-3.1,13.4,-29.6,,,,,,,5.2,11.4,29.2
1991-08,4.1,-16.2,0.7,-33.1,26.6,36.9,10.5,10.9,0.5,7.7,14.8,-4.8,-1.3,1.1,-22.2,9.1,-7.3,14.2,-35.0,,,,,,,5.2,12.2,29.7
1991-09,7.8,-15.2,6.4,-36.9,21.6,35.1,12.2,12.1,0.2,10.9,11.1,-4.6,-1.5,3.9,-19.1,9.3,-4.2,10.5,-27.2,,,,,,,6.5,12.2,31.9
1991-10,-11.9,-22.7,-3.0,-42.4,26.4,31.7,12.2,10.4,0.8,18.5,12.8,-3.3,-6.0,2.0,-19.2,11.2,-1.3,8.2,-32.9,,,,,,,5.9,12.3,29.5
1991-11,-13.2,-22.1,-2.5,-41.8,29.4,28.7,12.3,9.8,1.5,10.1,11.6,-3.4,-6.3,0.0,-20.9,10.7,-6.2,11.2,-31.9,,,,,,,6.4,11.0,32.4
1991-12,1.5,-23.1,-10.9,-35.3,20.5,27.5,4.7,5.9,1.2,3.6,14.5,-6.2,-6.7,2.5,-20.6,4.6,-5.3,11.2,-34.1,,,,,,,4.4,9.2,32.3
1992-01,-7.7,-24.4,-8.2,-40.5,30.1,22.1,12.4,7.3,0.5,9.0,12.5,-6.2,-7.3,-0.2,-20.9,2.3,-7.7,15.9,-32.1,,,,,,,5.9,12.4,30.5
1992-02,-14.2,-21.2,-5.2,-37.3,27.3,28.5,7.5,7.8,0.4,10.9,12.6,-4.5,-7.6,2.5,-17.8,6.7,-2.3,17.0,-28.0,,,,,,,1.6,6.3,41.0
1992-03,-9.8,-29.2,-12.6,-45.8,21.7,19.5,10.6,7.2,0.0,10.7,8.6,-6.1,-7.8,1.6,-22.7,6.0,-4.2,17.4,-25.7,,,,,,,-1.9,-5.7,41.6
1992-04,-10.2,-27.4,-8.7,-46.1,31.3,26.3,7.3,5.8,-1.0,-11.1,16.2,-4.6,-10.2,-0.7,-21.3,6.8,-3.5,13.2,-25.8,,,,,,,-2.0,-7.0,39.3
1992-05,-19.6,-27.4,-6.0,-48.9,28.1,31.0,-2.3,5.2,-1.2,-1.1,13.0,-5.7,-10.7,-0.1,-22.9,5.6,-8.6,14.5,-19.7,,,,,,,0.2,-7.6,47.6
1992-06,-18.8,-27.0,-8.4,-45.6,25.3,24.9,5.4,5.0,-1.3,-0.4,15.3,-8.9,-11.2,-0.8,-27.8,0.3,-14.0,12.2,-29.7,,,,,,,-1.3,-5.2,47.1
1992-07,-13.7,-34.3,-25.5,-43.0,-0.7,21.7,5.2,5.0,-3.1,3.0,12.0,-9.3,-10.4,6.7,-26.8,5.6,-4.3,9.7,-24.1,,,,,,,-2.6,-5.0,44.7
1992-08,-10.3,-27.7,-9.8,-45.7,-6.8,22.7,-0.2,3.5,-3.4,5.7,12.1,-9.8,-10.7,3.8,-25.7,0.3,-7.6,5.3,-35.5,,,,,,,-1.8,-5.6,43.8
1992-09,-17.6,-33.5,-17.7,-49.3,3.7,26.7,5.0,5.8,-3.9,4.0,14.2,-13.8,-11.0,10.7,-32.0,1.4,-8.3,1.7,-27.9,,,,,,,0.0,-0.7,38.9
1992-10,-14.7,-23.4,-10.6,-36.2,-7.3,19.2,1.4,1.0,-5.8,3.9,17.5,-13.5,-12.9,9.1,-37.5,6.2,-17.8,-0.3,-45.8,,,,,,,-5.4,-7.9,35.5
1992-11,-7.9,-38.1,-23.7,-52.5,-12.2,22.8,-1.4,0.4,-5.4,-2.7,20.3,-17.9,-13.4,9.2,-38.9,-5.6,-15.2,-3.5,-45.6,,,,,,,-6.8,-12.3,42.2
1992-12,-9.0,-40.4,-27.8,-53.1,-4.1,17.2,0.1,0.4,-5.7,1.8,16.0,-18.0,-13.9,13.2,-35.7,-5.1,-14.6,0.3,-51.8,,,,,,,-6.8,-15.0,40.3
1993-01,-4.5,-40.9,-23.8,-58.0,-20.2,17.3,-12.8,-4.8,-9.8,-11.6,19.0,-23.4,-18.0,17.2,-44.0,-9.0,-22.8,0.9,-55.9,,,,,,,-9.1,-11.6,35.9
1993-02,-16.6,-49.8,-35.2,-64.3,-26.5,15.9,-7.2,-2.9,-10.1,-7.8,17.5,-20.0,-18.6,12.7,-42.9,-4.5,-17.8,2.2,-53.3,,,,,,,-11.8,-16.5,32.9
1993-03,-21.5,-42.4,-22.6,-62.1,-24.8,5.6,-16.4,-11.2,-10.6,-15.4,22.7,-25.0,-19.2,16.5,-47.2,-11.3,-22.6,0.7,-61.4,,,,,,,-15.0,-24.7,43.3
1993-04,-9.4,-43.3,-25.1,-61.4,-20.2,18.6,-9.6,-3.3,-7.1,-8.3,18.9,-23.9,-23.0,14.3,-47.6,-9.7,-22.1,2.5,-62.0,,,,,,,-15.0,-21.4,38.5
1993-05,-3.2,-41.2,-25.7,-56.8,-11.3,9.6,-16.9,-10.8,-7.2,-19.3,25.2,-24.8,-23.8,17.6,-47.6,-9.3,-22.1,2.9,-54.3,,,,,,,-18.0,-26.9,37.5
1993-06,-17.5,-47.8,-31.8,-63.8,-9.3,10.7,-21.1,-10.1,-7.4,-19.3,19.9,-26.5,-24.5,21.0,-49.0,-9.4,-20.9,0.1,-56.4,,,,,,,-19.8,-29.3,40.1
1993-07,-19.6,-45.2,-28.6,-61.8,0.0,8.2,-19.9,-11.3,-6.7,-17.0,22.1,-25.8,-22.1,18.4,-50.1,-9.0,-21.3,-2.6,-56.4,,,,,,,-21.6,-31.4,34.4
1993-08,-12.8,-46.9,-28.7,-65.1,-10.3,13.2,-8.4,-4.5,-6.9,-14.9,18.3,-23.3,-22.5,13.4,-47.3,-9.3,-21.2,6.0,-51.8,,,,,,,-19.9,-27.8,26.6
1993-09,-26.6,-47.5,-29.7,-65.3,-10.9,9.5,-10.4,-7.3,-7.0,-11.7,20.9,-24.7,-23.0,15.7,-49.0,-9.3,-20.5,1.8,-60.9,,,,,,,-18.3,-25.9,33.7
1993-10,-17.3,-41.6,-18.3,-64.9,-23.1,14.8,-13.6,-6.2,-15.8,-17.9,19.9,-21.9,-21.8,11.0,-47.6,-7.2,-16.2,-1.6,-46.8,,,,,,,-21.1,-33.5,37.8
1993-11,-21.0,-40.3,-22.8,-57.8,-7.4,11.1,-17.3,-8.0,-16.0,-18.7,17.7,-18.2,-22.3,9.6,-42.8,-2.1,-14.3,-0.9,-42.5,,,,,,,-21.9,-30.4,37.9
1993-12,-27.6,-42.7,-21.6,-63.9,1.6,8.0,-9.3,-5.9,-16.5,-13.0,16.6,-16.3,-22.7,6.9,-37.6,-4.5,-13.4,2.9,-36.3,,,,,,,-16.4,-21.9,34.8
1994-01,-29.6,-48.9,-25.0,-72.8,-15.2,12.2,-16.7,-5.8,-10.2,-13.2,12.9,-15.4,-17.6,8.2,-34.2,-3.7,-18.7,7.1,-17.7,,,,,,,-21.0,-25.9,34.9
1994-02,-11.5,-40.1,-13.5,-66.7,-12.3,19.6,-10.4,-1.4,-10.4,-6.3,13.3,-10.5,-17.8,2.5,-29.3,0.4,-13.1,15.2,-22.9,,,,,,,-17.4,-23.3,33.0
1994-03,-16.8,-42.6,-18.4,-66.7,-7.0,13.7,-13.2,-5.7,-10.6,-11.3,17.4,-7.2,-18.0,1.5,-21.2,1.1,-4.9,13.9,-14.2,,,,,,,-13.4,-17.6,33.0
1994-04,-19.7,-49.8,-31.9,-67.8,5.1,15.7,-9.6,-2.1,-11.4,1.5,12.3,-6.7,-6.1,3.8,-21.0,4.6,-4.7,11.4,-7.5,,,,,,,-17.1,-21.9,38.7
1994-05,-28.5,-52.0,-28.8,-75.2,-4.9,20.4,-4.2,0.5,-11.6,0.4,14.7,-5.0,-5.9,0.7,-22.2,8.1,-6.5,15.5,-3.0,,,,,,,-15.3,-19.8,28.3
1994-06,-22.0,-45.5,-20.3,-70.7,-3.7,25.9,2.2,2.7,-11.8,-0.2,20.0,-0.1,-5.7,-0.2,-13.9,13.3,-0.5,17.9,5.2,,,,,,,-16.3,-23.4,28.8
1994-07,-16.7,-40.2,-21.0,-59.5,-3.0,38.1,7.3,9.6,-5.0,8.8,16.5,3.4,-4.2,-2.8,-9.3,16.7,-1.7,23.6,4.8,,,,,,,-17.7,-21.8,19.1
1994-08,-21.6,-38.1,-7.8,-68.5,0.8,31.2,4.5,7.8,-4.8,-2.8,12.2,-0.2,-4.0,2.9,-12.2,14.4,10.4,17.9,6.6,,,,,,,-14.4,-21.5,23.1
1994-09,-4.6,-42.5,-16.0,-68.9,-5.0,38.6,-6.3,7.2,-4.7,8.1,10.8,1.9,-3.8,-0.1,-6.7,12.3,-0.6,20.7,4.4,,,,,,,-16.0,-22.1,20.3
1994-10,-12.9,-38.4,-10.5,-66.3,-5.0,21.9,0.6,3.9,-11.2,0.9,10.9,8.3,2.8,-9.7,-1.9,16.9,5.8,23.9,13.8,,,,,,,-13.8,-16.2,24.4
1994-11,-12.3,-36.9,-12.0,-61.8,-6.7,19.7,-4.9,1.4,-11.4,-7.5,10.6,4.5,3.2,-4.5,-4.0,13.1,5.3,25.6,14.7,,,,,,,-14.9,-23.3,23.8
1994-12,-11.5,-40.6,-17.1,-64.2,-3.6,30.2,2.3,6.5,-11.8,0.9,13.1,2.2,3.5,-1.3,-4.8,10.2,1.9,24.1,13.2,,,,,,,-14.4,-19.5,22.9
1995-01,-13.0,-42.7,-17.8,-67.5,-15.5,27.8,7.6,7.6,-4.9,-1.2,12.6,5.1,1.5,-8.7,-4.7,11.2,0.5,20.4,18.8,,,,,,,-15.1,-19.0,23.7
1995-02,-9.3,-37.3,-10.7,-64.0,-8.0,22.7,-6.5,-0.6,-5.0,-7.0,17.9,3.7,1.6,-0.5,-4.6,15.0,-1.2,21.2,1.7,,,,,,,-13.2,-17.2,23.5
1995-03,-9.8,-35.9,-10.8,-61.0,-0.8,17.2,-4.8,-0.5,-5.0,-4.4,14.0,0.0,1.5,2.3,-7.2,9.4,0.8,15.8,4.4,,,,,,,-15.5,-18.7,19.4
1995-04,-6.3,-31.3,-8.4,-54.2,-3.7,17.7,-4.6,-2.0,-6.7,-1.5,19.2,-2.1,0.0,2.5,-9.2,5.4,-7.8,19.3,8.7,,,,,,,-16.3,-18.0,22.2
1995-05,-8.5,-31.7,-7.1,-56.3,-4.0,15.9,6.0,1.8,-6.8,4.6,16.3,-1.6,-0.1,1.4,-12.3,8.9,-2.3,17.3,-2.8,,,,,,,-16.2,-18.2,25.2
1995-06,-6.2,-31.1,-5.0,-57.2,-6.6,23.2,-0.2,2.4,-7.0,1.5,15.8,-0.3,-0.3,1.8,-9.8,10.8,-2.0,13.7,-3.8,,,,,,,-15.1,-17.3,27.1
1995-07,2.9,-27.8,-1.4,-54.2,0.1,18.9,-2.0,1.7,-11.3,-1.9,11.8,2.0,-2.3,-2.5,-5.4,8.9,1.6,14.5,3.1,,,,,,,-12.7,-17.9,30.5
1995-08,-4.7,-27.9,-2.4,-53.4,-3.6,11.6,-2.9,-1.5,-11.6,-1.7,13.1,-1.5,-2.5,1.8,-8.8,6.3,-2.0,9.8,-1.4,,,,,,,-13.2,-16.2,26.1
1995-09,-13.0,-33.3,-11.7,-54.8,-12.7,14.4,-7.6,-2.0,-11.8,0.8,12.7,-2.5,-2.7,1.4,-9.9,3.9,-5.9,8.8,-8.0,,,,,,,-11.8,-13.1,19.8
1995-10,3.2,-32.7,-10.3,-55.1,-6.8,18.8,-1.6,2.0,0.0,-3.7,11.1,-6.6,-1.8,7.7,-13.4,1.2,-4.5,10.9,-4.9,,,,,,,-5.9,-0.3,16.2
1995-11,-0.5,-32.6,-8.0,-57.1,-10.4,25.4,-4.9,1.6,0.0,6.4,15.7,-9.8,-2.1,11.7,-20.9,3.1,-11.6,6.1,-12.4,,,,,,,-7.5,2.5,11.4
1995-12,-5.0,-30.0,-5.8,-54.2,-11.3,23.2,-9.8,-1.6,0.0,7.2,18.2,-10.4,-2.0,13.8,-25.0,7.6,-11.7,3.0,-16.9,,,,,,,-8.2,-1.8,14.1
1996-01,1.5,-21.9,6.0,-49.8,-9.8,16.0,-6.8,-3.0,-4.5,2.4,18.2,-10.2,-6.5,13.7,-21.4,4.4,-4.7,-2.5,-18.4,,,,,,,-6.0,0.5,14.2
1996-02,-1.9,-22.5,-1.7,-43.3,-7.3,20.8,4.5,4.3,-4.5,-0.1,12.4,-10.4,-6.9,11.9,-24.1,4.8,-5.9,-0.1,-9.7,,,,,,,-9.5,-6.0,19.1
1996-03,-11.2,-23.7,1.8,-49.2,-11.6,25.3,0.0,4.2,-4.6,4.5,12.7,-11.5,-7.3,12.3,-24.2,1.8,-9.5,0.1,-11.4,,,,,,,-12.0,-7.7,15.5
1996-04,-5.9,-20.5,2.3,-43.4,-10.4,15.3,-12.9,-2.7,-12.1,2.4,10.4,-10.5,-6.2,13.3,-22.6,4.4,-11.9,1.5,-15.3,,,,,,,-9.9,-9.6,18.9
1996-05,0.1,-25.0,-5.7,-44.3,-4.5,19.2,-5.4,-0.8,-12.6,3.8,16.2,-9.5,-6.0,10.1,-20.6,2.0,-5.0,5.8,-20.1,,,,,,,-14.0,-11.2,24.0
1996-06,0.7,-16.3,3.1,-35.7,2.3,13.0,-5.0,0.6,-13.1,-1.7,6.1,-4.4,-5.9,5.9,-17.1,9.8,-4.2,4.5,-11.7,,,,,,,-13.1,-12.1,24.3
1996-07,2.8,-13.3,9.8,-36.4,3.5,19.7,-2.0,2.3,-12.6,5.6,10.8,-7.8,-9.2,7.6,-17.1,1.3,-5.1,5.0,-11.0,,,,,,,-14.0,-12.9,22.7
1996-08,3.3,-7.4,9.2,-24.1,6.7,19.9,1.3,1.3,-13.0,10.3,17.3,-8.1,-9.3,6.4,-19.9,2.2,-7.4,1.9,-14.8,,,,,,,-14.8,-15.5,31.4
1996-09,9.6,-9.4,5.3,-24.1,-2.5,23.0,0.9,1.5,-13.5,6.0,19.5,-8.6,-9.3,6.7,-17.8,-1.4,-10.9,8.6,-8.9,,,,,,,-12.6,-16.9,25.5
1996-10,6.5,-16.2,3.5,-35.9,-1.8,29.2,12.2,9.0,-3.9,22.0,14.5,-5.3,-6.4,5.3,-15.9,5.2,-1.4,3.4,-12.1,,,,,,,-13.5,-19.4,24.8
1996-11,12.5,-13.3,3.0,-29.6,-1.9,31.7,12.3,7.5,-3.6,12.8,21.5,-6.7,-6.1,7.3,-15.8,2.9,-9.3,4.2,-8.4,,,,,,,-16.1,-19.6,25.8
1996-12,14.5,-14.6,4.0,-33.2,-4.9,29.5,9.3,6.2,-3.4,13.4,20.2,-3.0,-5.7,5.1,-11.6,7.6,-7.1,-1.7,-0.7,,,,,,,-18.5,-22.3,25.3
1997-01,25.5,-1.1,12.4,-14.7,12.4,34.0,5.1,5.3,-0.4,12.7,23.1,3.2,-1.3,3.1,-8.5,21.3,1.6,3.6,0.8,,,,,,,-14.5,-18.4,30.5
1997-02,17.8,-6.7,5.5,-18.9,9.4,25.7,6.1,1.8,0.0,7.0,26.3,-1.5,-0.8,5.3,-13.0,13.8,-1.4,1.0,-1.8,,,,,,,-12.7,-15.3,6.8
1997-03,25.8,-12.4,0.4,-25.2,0.8,32.9,8.9,9.4,0.4,15.2,13.6,0.7,-0.3,2.6,-13.1,17.8,-3.0,7.5,-2.6,,,,,,,-11.1,-12.2,6.1
1997-04,15.5,-6.9,5.9,-19.7,3.2,28.3,9.4,7.3,-0.7,10.1,15.9,5.2,1.3,-1.3,-4.4,18.8,2.0,8.2,-2.2,,,,,,,-9.8,-10.0,0.5
1997-05,26.1,-6.2,4.9,-17.3,5.5,26.4,12.1,6.3,-0.4,11.2,19.5,5.2,1.8,-0.7,-3.3,18.0,3.3,8.5,-1.8,,,,,,,-9.0,-7.4,-2.6
1997-06,12.2,-1.0,11.6,-13.7,4.1,24.8,9.5,5.1,-0.2,15.0,19.0,2.3,2.2,2.5,-4.2,13.7,1.3,5.4,-1.5,19.2,10.7,1.4,11.6,-0.3,9.8,-7.3,-4.9,-6.6
