country,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN,SVN
1996-12,,,,,,,,,,,,-6.8,-42.7,17.1,-20.4,17.1,16.2,-10.3,-13.4,,,,,,,-13.2,1.3,53.0
1997-01,,,,,,,,,,,,-6.0,-38.6,19.6,-22.5,24.0,9.9,-8.0,-12.3,,,,,,,-13.1,-4.3,53.3
1997-02,,,,,,,,,,,,-0.4,-38.5,9.8,-10.5,19.2,16.9,-5.6,-8.6,,,,,,,-14.7,-9.4,54.7
1997-03,,,,,,,,,,,,-1.3,-38.4,12.6,-17.1,25.8,13.4,-8.8,-1.8,,,,,,,-13.8,-0.9,51.9
1997-04,,,,,,,,,,,,-0.1,-33.6,13.1,-11.6,24.4,13.1,-11.2,-4.8,,,,,,,-16.1,-7.7,55.3
1997-05,,,,,,,,,,,,-2.7,-33.9,13.5,-9.0,14.5,22.7,-8.0,2.0,,,,,,,-16.0,-8.1,57.2
1997-06,,,,,,,,,,,,-2.2,-34.0,13.3,-12.3,19.0,2.6,-3.7,-6.4,,,,,,,-13.8,-9.1,52.4
1997-07,,,,,,,,,,,,-1.1,-33.0,12.0,-12.1,21.0,14.5,-8.6,0.1,,,,,,,-18.5,-13.7,55.1
1997-08,,,,,,,,,,,,-0.3,-33.1,9.2,-11.1,19.5,21.5,-6.8,-6.6,,,,,,,-16.3,-11.8,58.8
1997-09,,,,,,,,,,,,-1.9,-33.2,12.6,-11.6,18.6,9.8,-5.3,-3.7,,,,,,,-15.4,-11.9,58.7
1997-10,,,,,,,,,,,,1.8,-25.8,10.5,-7.3,23.2,12.0,-5.6,1.3,,,,,,,-14.6,-9.1,60.5
1997-11,,,,,,,,,,,,2.1,-25.8,12.0,-4.0,22.3,17.8,-4.5,4.0,,,,,,,-18.0,-13.6,57.6
1997-12,,,,,,,,,,,,6.3,-25.7,6.9,0.4,25.3,9.7,-1.1,-0.1,,,,,,,-16.6,-12.9,57.1
1998-01,,,,,,,,,,,,1.3,-30.5,7.6,-6.7,18.2,16.4,-4.9,-6.5,,,,,,,-18.5,-10.0,65.8
1998-02,,,,,,,,,,,,-0.5,-30.4,10.2,-13.6,22.2,10.7,-8.4,-6.0,,,,,,,-18.2,-14.2,60.9
1998-03,,,,,,,,,,,,-1.5,-30.3,14.1,-7.4,16.9,16.1,-7.6,-4.8,,,,,,,-15.9,-11.9,65.1
1998-04,,,,,,,,,,,,-3.9,-29.6,17.3,-16.9,22.4,2.8,-8.2,-1.7,,,,,,,-13.3,-8.1,62.2
1998-05,,,,,,,,,,,,-2.0,-29.7,14.8,-11.7,20.4,2.7,-10.7,1.9,,,,,,,-17.8,-11.7,57.0
1998-06,,,,,,,,,,,,-4.4,-30.0,15.7,-15.5,17.9,7.8,-10.8,-4.1,,,,,,,-15.7,-11.3,59.2
1998-07,,,,,,,,,,,,4.4,-27.7,8.8,-5.6,27.4,9.7,-8.9,-7.7,,,,,,,-16.4,-11.5,61.8
1998-08,,,,,,,,,,,,4.5,-27.8,4.2,-7.7,25.5,10.7,-8.3,-8.4,,,,,,,-17.6,-11.3,59.4
1998-09,,,,,,,,,,,,-5.3,-28.1,12.2,-19.7,16.1,5.9,-16.9,-15.2,,,,,,,-21.0,-17.1,57.7
1998-10,,,,,,,,,,,,-13.0,-30.0,24.9,-26.8,12.6,7.1,-20.2,-28.3,,,,,,,-18.6,-14.0,53.0
1998-11,,,,,,,,,,,,-15.1,-29.9,21.0,-34.4,10.1,-5.1,-19.3,-28.9,,,,,,,-19.0,-17.7,56.0
1998-12,,,,,,,,,,,,-16.8,-29.7,21.8,-40.2,11.7,-7.7,-21.8,-35.0,,,,,,,-17.7,-14.8,60.9
1999-01,,,,,,45.0,44.8,19.1,-42.3,15.3,32.6,-12.3,-33.2,22.2,-25.4,10.7,10.0,-21.8,-28.5,,,,,,,-17.9,-16.3,55.9
1999-02,,,,,,45.6,36.8,17.1,-46.5,16.8,31.3,-19.8,-33.1,26.6,-47.6,14.9,-18.5,-23.5,-49.5,,,,,,,-17.9,-10.7,59.3
1999-03,,,,,,34.4,30.2,13.2,-34.7,22.9,24.8,-21.3,-33.1,27.7,-50.8,14.6,-15.2,-18.6,-52.5,,,,,,,-18.1,-15.1,59.2
1999-04,,,,,,49.2,39.3,23.7,-32.3,26.7,17.6,-14.5,-35.7,28.4,-28.0,13.0,15.6,-23.6,-41.3,,,,,,,-13.9,-8.4,53.3
1999-05,,,,,,33.5,41.8,15.0,-31.7,11.1,30.3,-17.6,-35.8,24.6,-38.9,10.8,-2.4,-21.9,-52.9,,,,,,,-14.3,-10.2,56.8
1999-06,,,,,,31.9,36.1,13.8,-23.4,15.7,26.5,-8.7,-36.3,18.7,-29.3,21.9,12.6,-20.6,-39.1,,,,,,,-23.7,-9.9,58.1
1999-07,,,,,,28.7,44.4,19.0,-15.4,16.6,16.0,-1.5,-22.7,17.8,-16.5,29.9,24.4,-14.5,-25.6,,,,,,,-14.8,-5.9,55.2
1999-08,,,,,,24.3,41.7,15.8,-20.6,17.3,18.5,-2.0,-22.1,14.3,-22.5,30.8,12.0,-18.9,-27.8,,,,,,,-16.6,-5.7,55.1
1999-09,,,,,,23.6,35.0,14.0,-11.7,22.8,16.7,-3.2,-21.5,13.2,-17.9,21.7,22.2,-12.8,-22.2,,,,,,,-16.4,-6.5,61.9
1999-10,,,,,,33.5,24.9,12.2,-26.1,24.8,21.6,-2.6,-26.1,13.7,-19.9,25.8,12.5,-7.0,-20.0,,,,,,,-15.7,-3.9,63.0
1999-11,,,,,,25.7,25.6,11.5,-24.3,25.2,16.9,-4.7,-25.7,14.3,-22.7,22.9,7.6,-17.1,-15.7,,,,,,,-16.2,-7.7,63.9
1999-12,,,,,,19.4,35.2,11.0,-29.0,7.7,21.6,-0.1,-25.2,14.9,-10.6,25.4,23.7,-13.1,-7.3,,,,,,,-17.4,-11.7,61.4
2000-01,,,,,,25.0,34.8,15.4,-24.3,2.3,13.6,-2.6,-24.7,17.0,-16.7,25.9,21.2,-10.9,-3.6,,,,,,,-14.6,-5.7,59.0
2000-02,,,,,,28.6,26.8,13.7,-19.5,18.8,14.3,0.6,-24.4,17.4,-10.4,29.5,16.4,-10.7,-6.9,,,,,,,-11.7,-0.5,60.4
2000-03,,,,,,26.3,13.1,6.9,-19.7,11.9,18.8,7.6,-24.0,12.2,4.6,30.4,31.3,-11.4,-2.3,,,,,,,-16.7,-7.5,66.1
2000-04,,,,,,33.3,16.3,8.0,-28.3,6.7,25.6,8.8,-27.8,6.9,4.3,28.9,28.2,-5.4,3.1,,,,,,,-17.0,-8.5,69.0
2000-05,,,,,,41.5,15.8,12.0,-13.9,21.8,21.3,9.7,-27.9,5.1,7.5,26.7,40.3,-2.0,8.6,,,,,,,-15.9,-6.9,63.8
2000-06,,,,,,34.9,23.1,14.5,-17.4,20.5,14.5,17.8,-28.2,0.7,12.4,41.8,35.3,-0.3,15.7,,,,,,,-16.8,-10.3,68.4
2000-07,,,,,,36.7,12.4,9.7,-11.3,23.5,20.0,10.5,-23.8,2.6,5.7,28.4,31.0,-5.6,10.9,,,,,,,-15.9,-5.9,65.4
2000-08,,,,,,43.2,14.7,14.1,-8.5,28.3,15.5,5.3,-23.3,6.7,-5.8,28.5,8.3,-3.2,-7.7,,,,,,,-17.0,-10.6,67.5
2000-09,,,,,,47.5,14.0,13.9,-13.4,21.9,19.6,6.1,-22.7,7.6,-1.5,27.4,22.1,-3.7,-0.3,,,,,,,-19.2,-6.8,63.5
2000-10,,,,,,40.3,20.8,13.1,-4.2,30.4,21.7,5.9,-16.7,1.4,-9.5,28.5,3.3,-6.6,-0.8,,,,,,,-17.4,-5.7,63.7
2000-11,,,,,,36.7,12.5,9.4,-10.4,13.3,20.9,2.5,-16.0,12.5,-10.4,30.5,14.7,1.9,-3.4,,,,,,,-14.5,1.4,63.5
2000-12,,,,,,42.8,9.8,11.1,-5.3,24.7,19.3,6.2,-15.3,4.6,-7.1,30.2,20.2,2.6,8.0,,,,,,,-17.2,-4.8,64.7
2001-01,,,,,,32.0,6.0,3.1,-12.6,18.2,28.6,5.8,-17.2,6.2,-11.5,35.2,8.2,4.7,0.4,,,,,,,-15.8,-3.7,58.9
2001-02,,,,,,36.7,14.8,8.8,-1.6,17.9,25.3,6.5,-16.7,10.1,2.3,27.4,20.6,2.9,13.1,,,,,,,-17.3,-2.1,59.0
2001-03,,,,,,43.4,27.9,15.8,-5.6,18.0,23.7,5.5,-16.3,7.0,-8.1,31.5,17.1,-1.4,1.6,,,,,,,-16.8,-4.8,56.4
2001-04,,,,,,26.3,22.7,8.5,5.7,19.7,23.6,1.1,-16.8,4.3,-8.2,16.0,12.6,1.7,2.3,,,,,,,-15.5,-2.3,57.4
2001-05,,,,,,27.5,8.7,6.2,-12.7,11.3,17.5,-3.3,-16.7,14.2,-19.3,23.6,-1.3,-1.4,-12.2,,,,,,,-21.5,-6.8,58.7
2001-06,,,,,,30.8,6.1,4.4,-11.3,10.7,23.6,-1.6,-16.7,11.4,-13.6,20.1,7.3,-0.6,-6.6,,,,,,,-16.4,-7.8,59.6
2001-07,,,,,,37.7,6.4,6.7,-18.2,7.6,23.9,-4.2,-24.0,14.7,-21.5,23.7,-0.6,-3.8,-16.6,,,,,,,-20.9,-7.4,58.6
2001-08,,,,,,36.5,2.8,4.2,-13.3,4.0,26.8,-6.5,-23.8,17.6,-23.6,21.8,-0.6,-6.4,-19.6,,,,,,,-20.6,-8.1,64.9
2001-09,,,,,,29.6,8.9,5.5,-13.1,3.9,21.9,-6.2,-23.4,15.1,-24.9,21.5,5.1,-12.9,-21.9,,,,,,,-18.1,-5.6,55.7
2001-10,,,,,,24.5,4.8,4.9,-10.0,-1.7,14.6,-11.4,-26.8,10.9,-32.4,9.2,-3.0,-12.9,-27.8,,,,,,,-19.3,-11.3,59.5
2001-11,,,,,,29.7,10.7,7.5,-4.7,7.5,17.8,-8.4,-26.9,12.5,-24.3,11.6,10.3,-8.5,-27.7,,,,,,,-19.9,-10.6,57.5
2001-12,,,,,,30.2,7.3,7.9,-2.5,10.8,13.8,-9.8,-26.9,14.8,-30.1,15.6,-1.7,-13.6,-29.5,,,,,,,-19.1,-10.4,51.9
2002-01,,,,,,30.2,7.2,9.1,-5.3,19.8,10.2,-8.2,-24.9,11.2,-30.1,16.7,-10.1,-12.1,-30.1,,,,,,,-19.7,-11.8,53.0
2002-02,,,,,,29.0,7.5,8.2,-4.9,11.7,11.9,-3.9,-24.8,11.6,-15.2,14.9,27.5,-12.6,-16.9,,,,,,,-23.6,-18.8,61.2
2002-03,47.2,-23.1,-21.4,-24.9,-6.0,31.6,14.6,10.9,-5.5,10.9,13.6,-6.2,-24.7,11.8,-17.2,10.4,10.9,-6.1,-17.7,,,,,,,-24.6,-13.1,58.0
2002-04,39.4,-23.8,-16.1,-31.6,-6.9,25.5,2.0,4.9,-9.6,8.0,12.9,-7.5,-19.1,18.0,-24.4,20.0,2.1,-4.3,-22.8,,,,,,,-25.2,-17.6,56.2
2002-05,36.8,-10.4,-16.0,-4.8,-5.4,29.8,9.3,10.6,-4.1,19.2,7.4,-4.0,-23.1,17.0,-18.2,23.2,11.4,-4.0,-19.2,54.1,37.7,30.8,28.2,18.4,12.6,-23.2,-13.0,52.6
2002-06,23.3,-13.4,-21.3,-5.4,-1.9,37.8,6.5,10.8,-9.0,14.9,11.8,-4.9,-23.5,13.6,-21.8,20.7,-0.9,-3.0,-24.2,52.5,34.2,22.5,27.7,12.0,9.5,-19.5,-13.1,49.3
2002-07,29.0,-6.8,-14.2,0.7,1.3,27.7,5.9,6.0,-13.6,14.0,15.5,-8.9,-26.0,16.8,-30.6,20.7,-0.1,-3.8,-29.1,51.7,36.5,32.3,25.6,6.7,7.4,-21.2,-14.1,52.3
2002-08,19.8,-4.2,-12.6,4.2,0.7,23.3,7.9,6.1,-15.3,13.2,13.0,-6.1,-28.4,16.5,-18.5,16.8,15.7,-5.4,-19.5,53.9,33.8,29.8,17.7,8.4,1.4,-19.9,-12.4,58.8
2002-09,22.3,0.3,-9.9,10.5,0.4,25.9,6.1,6.3,-16.2,11.1,13.0,-5.3,-25.0,16.0,-21.5,21.5,-0.4,-4.4,-22.7,51.6,38.0,37.1,25.3,10.9,4.6,-19.3,-15.6,54.6
2002-10,23.0,6.1,-9.3,21.5,5.7,28.1,13.1,9.4,-12.1,6.2,12.8,-3.5,-24.2,16.5,-17.4,23.4,11.0,-3.9,-20.4,56.8,37.8,28.7,27.8,15.1,4.9,-23.7,-16.1,56.4
2002-11,17.5,4.7,-8.7,18.0,3.4,36.4,13.3,12.1,-10.9,15.7,13.4,-0.5,-24.7,14.3,-14.6,27.3,16.2,-5.4,-21.0,52.1,32.6,20.6,25.3,11.1,7.4,-17.7,-10.4,56.6
2002-12,7.2,0.8,-8.3,9.9,1.4,34.5,7.5,9.8,-10.4,22.8,12.7,-1.9,-24.6,16.6,-17.8,28.7,9.1,-1.4,-22.4,48.5,35.2,29.5,27.5,8.7,7.3,-17.2,-5.1,51.3
2003-01,12.7,3.4,-10.1,16.8,7.1,31.9,9.5,10.9,1.7,21.3,8.7,-1.4,-24.0,14.4,-16.9,27.2,6.7,-4.5,-21.8,39.6,31.3,32.5,21.9,9.1,8.3,-21.4,-12.0,55.7
2003-02,10.9,3.7,-7.3,14.6,5.9,16.0,11.9,5.7,-7.0,6.1,10.9,-1.2,-20.2,12.1,-22.1,30.5,0.7,-5.1,-26.0,42.0,30.7,28.5,21.5,7.1,5.4,-20.4,-12.7,52.8
2003-03,27.4,6.6,-8.7,21.9,4.4,28.3,10.4,8.6,-17.4,10.2,12.8,-6.1,-24.3,20.0,-21.4,22.9,7.4,-1.3,-25.6,38.2,34.9,37.2,29.4,7.0,5.7,-20.1,-10.0,51.1
2003-04,33.8,6.6,-7.6,20.8,5.6,22.7,3.7,5.5,-14.3,14.5,10.0,-11.3,-23.9,17.0,-31.4,14.3,4.4,-7.0,-31.8,44.8,32.4,22.1,30.3,-2.8,-2.3,-20.1,-9.6,49.5
2003-05,33.9,14.3,-1.0,29.6,0.5,28.7,19.7,12.5,-1.6,20.5,10.8,-9.4,-21.9,12.8,-32.5,17.0,6.6,-12.1,-36.9,47.0,32.0,22.6,26.3,-4.4,-6.2,-19.7,-9.5,44.6
2003-06,22.3,12.9,2.7,23.1,6.1,25.0,19.4,11.4,-0.3,20.4,10.2,-10.5,-21.4,13.4,-36.2,18.1,-5.6,-14.8,-37.4,47.5,32.4,26.0,23.7,-2.0,-6.5,-17.7,-9.5,47.5
2003-07,25.0,7.7,-7.1,22.5,3.3,25.7,19.5,11.1,-4.5,18.2,12.0,-7.6,-27.5,16.0,-31.9,25.1,2.5,-11.0,-34.7,43.7,28.7,16.8,25.6,-1.2,-9.6,-21.8,-17.3,50.5
2003-08,37.7,8.9,-4.2,22.0,2.6,28.6,20.3,12.5,-1.0,12.4,11.4,-6.0,-21.9,18.0,-22.5,22.5,13.0,-8.2,-21.2,41.0,27.5,19.7,21.8,-9.6,-10.6,-21.7,-15.5,50.0
2003-09,27.2,4.2,-8.6,17.0,0.6,31.7,19.9,11.9,-3.6,19.4,15.8,-0.6,-20.8,14.0,-21.1,33.2,3.1,-9.1,-22.9,35.6,30.0,28.1,26.3,-4.1,-8.5,-21.1,-14.3,51.8
2003-10,25.1,6.2,-2.8,15.3,12.9,33.9,22.2,14.1,0.6,11.9,13.9,-2.7,-18.1,20.9,-17.6,30.4,21.2,-10.1,-15.2,39.9,31.4,34.3,19.9,-6.9,-9.4,-18.7,-13.7,45.9
2003-11,31.5,8.9,5.4,12.5,1.4,33.1,21.2,12.9,3.1,14.4,15.5,0.2,-21.5,13.8,-12.3,26.8,18.8,-8.9,-14.2,36.4,29.4,29.4,22.3,-2.0,-7.6,-20.6,-15.1,45.1
2003-12,40.2,15.0,5.8,24.2,9.3,32.1,18.2,11.5,1.0,4.8,15.7,-2.7,-22.9,16.5,-18.5,27.0,8.4,-7.4,-16.7,39.6,26.6,17.6,22.5,-3.4,-11.7,-21.1,-15.1,43.7
2004-01,39.6,11.1,4.0,18.3,8.2,37.1,18.0,13.6,5.9,21.8,14.3,-2.4,-23.9,22.8,-16.8,32.5,10.4,-9.2,-17.9,42.4,31.8,27.2,25.8,-3.9,-5.7,-21.7,-14.3,46.2
2004-02,45.8,15.1,6.3,23.9,8.9,31.1,21.2,12.9,5.3,18.4,13.5,-3.2,-23.1,14.4,-20.5,25.2,9.5,-7.8,-20.4,39.8,27.9,22.4,21.4,-4.8,-9.6,-22.1,-20.6,34.7
2004-03,28.3,8.2,-0.5,17.0,12.2,26.0,22.7,11.7,3.9,17.3,13.6,-1.3,-18.2,11.8,-16.8,24.8,11.0,-7.8,-15.3,44.0,26.7,6.8,29.2,-5.1,-7.4,-19.3,-16.8,36.5
2004-04,29.2,14.2,2.8,25.7,8.7,29.6,19.0,12.6,-7.0,9.9,10.8,5.1,-20.6,7.9,-5.6,29.0,17.9,-3.0,-8.8,44.9,33.5,24.8,30.7,1.7,-3.4,-19.7,-14.9,35.6
2004-05,13.1,10.4,2.1,18.8,15.4,29.5,23.6,14.7,0.4,10.3,8.8,2.4,-19.5,7.6,-9.8,24.5,7.2,-2.1,-10.1,35.9,29.1,23.0,28.4,5.8,5.7,-13.7,-5.0,37.1
2004-06,35.2,16.7,4.9,28.4,13.1,26.5,23.7,13.4,10.5,14.8,10.1,1.3,-19.4,11.2,-12.5,27.5,7.3,-2.4,-10.3,36.7,30.3,26.6,27.7,11.1,4.6,-16.6,-9.5,44.8
2004-07,30.7,16.5,7.3,25.7,11.3,28.8,23.0,11.3,6.7,15.6,18.0,3.2,-15.4,9.5,-8.7,27.7,14.3,-1.7,-6.0,36.8,30.2,31.4,22.5,10.5,4.2,-18.1,-12.6,42.1
2004-08,26.6,16.6,1.5,31.7,14.6,36.8,21.2,13.9,7.7,14.2,16.5,5.0,-18.5,11.5,-12.4,38.8,13.8,-1.1,-4.6,36.1,32.1,26.5,33.6,19.5,10.2,-17.8,-8.5,38.4
2004-09,26.9,17.6,8.9,26.4,13.5,28.8,19.8,10.5,-3.2,16.9,17.1,5.4,-19.0,16.9,-6.4,39.5,9.5,3.3,0.3,39.8,24.7,13.0,21.2,6.9,2.4,-16.4,-8.5,34.2
2004-10,23.2,13.4,2.6,24.2,-6.8,31.5,25.4,12.6,-0.7,11.8,19.2,5.7,-19.3,12.5,-8.0,37.5,12.8,4.3,0.2,30.3,25.6,17.5,28.8,11.2,3.8,-9.8,7.2,34.5
2004-11,27.0,13.3,0.8,25.9,13.3,32.2,24.3,13.1,-7.1,14.4,17.2,2.9,-23.8,9.1,-5.8,23.5,7.3,3.0,-3.6,39.2,28.5,21.2,25.2,10.2,0.4,-15.9,-2.4,39.2
2004-12,24.7,12.9,1.2,24.6,9.2,34.6,21.5,14.9,-4.9,16.7,11.4,0.5,-24.6,16.4,-9.9,27.8,11.6,1.1,-4.3,30.6,29.8,38.2,20.5,14.9,6.4,-13.5,-3.3,36.8
2005-01,24.6,20.4,13.3,27.4,3.3,37.9,15.2,13.2,4.0,13.0,13.5,-0.1,-23.5,17.1,-12.8,29.6,7.5,-0.1,-10.2,32.6,26.0,25.8,19.8,16.3,0.5,-12.4,-5.4,31.3
2005-02,16.2,16.0,6.9,25.2,5.9,26.8,17.3,10.3,-13.3,10.1,13.2,-2.5,-23.5,15.8,-17.7,26.0,2.2,0.5,-13.0,33.3,31.1,32.5,27.5,19.2,5.5,-10.6,0.3,34.7
2005-03,14.6,14.6,11.0,18.1,4.0,26.9,11.5,8.7,-13.7,6.7,12.3,0.0,-24.4,16.7,-12.2,29.0,2.9,-2.8,-12.4,28.9,21.5,31.3,4.3,16.0,4.9,-12.6,-3.8,33.7
2005-04,13.3,10.4,6.3,14.6,2.8,38.7,15.8,14.8,-5.2,13.1,10.1,-3.2,-24.3,17.3,-15.9,23.5,8.8,-7.5,-12.7,19.3,21.5,33.6,11.7,18.1,7.7,-9.1,3.8,34.6
2005-05,6.2,7.6,4.8,10.4,4.4,36.5,13.6,14.1,-14.1,20.0,7.7,-2.6,-23.5,18.3,-16.7,27.1,7.4,-9.7,-13.5,22.6,20.7,30.2,9.3,17.2,6.7,-9.6,0.8,31.9
2005-06,12.0,5.5,2.3,8.7,-1.6,34.7,13.8,13.9,-5.3,14.0,6.8,-1.8,-23.1,16.7,-12.2,23.5,11.2,-8.3,-10.7,20.6,21.8,29.9,14.9,16.6,5.0,-13.7,-4.9,42.4
2005-07,-2.5,3.1,7.1,-0.8,1.3,35.4,17.7,18.0,-8.4,21.6,-1.0,-2.6,-26.1,15.7,-11.0,19.0,8.7,-6.9,-11.7,22.1,22.5,23.3,22.0,20.9,13.0,-15.9,-7.0,45.0
2005-08,-1.6,3.4,11.9,-5.0,0.5,39.1,14.7,16.9,-10.7,15.0,3.1,-1.4,-29.0,16.5,-11.1,23.5,-7.2,-5.2,-10.8,19.4,24.1,27.5,25.3,17.5,13.1,-14.4,-6.3,43.6
2005-09,7.7,4.3,6.5,2.1,5.9,36.8,16.1,16.6,4.4,17.2,3.1,-0.8,-28.1,16.2,-12.7,26.7,9.7,-5.7,-14.0,22.1,24.2,26.8,23.7,21.4,11.3,-16.6,-10.6,44.8
2005-10,13.7,1.0,8.5,-6.5,9.3,38.9,13.8,16.9,-9.4,19.4,2.0,0.7,-26.8,13.6,-9.7,25.5,10.0,-3.2,-10.1,19.0,19.4,20.3,19.1,12.4,8.5,-16.1,-11.2,45.8
2005-11,5.6,1.8,3.2,0.5,5.0,41.2,18.4,19.7,-7.5,24.1,0.5,-0.3,-26.4,15.5,-13.7,28.3,3.1,-4.4,-16.5,12.6,24.9,35.2,26.9,10.1,9.9,-23.4,-22.0,54.0
2005-12,11.0,3.1,5.8,0.4,2.2,35.9,18.4,18.0,-8.6,21.8,0.2,3.3,-21.2,8.3,-3.5,21.8,17.6,-5.0,-6.2,22.7,19.8,10.6,26.1,8.5,3.3,-21.3,-19.7,53.3
2006-01,1.0,-1.8,1.4,-5.0,2.1,40.1,25.7,21.9,-9.9,19.3,-0.1,7.8,-25.0,9.0,0.8,31.6,14.2,-1.8,-2.8,26.4,23.7,15.0,29.8,7.8,4.9,-15.0,-6.4,50.9
2006-02,10.0,-0.9,4.2,-6.0,0.0,28.0,29.3,17.3,-6.2,9.5,5.3,5.2,-18.2,8.2,3.1,20.6,14.5,3.9,-2.8,30.3,23.4,18.5,21.4,7.2,7.3,-14.5,-8.4,52.3
2006-03,10.1,7.5,14.3,0.6,5.6,30.9,28.7,18.6,-3.6,12.4,3.7,8.2,-22.0,10.9,4.3,31.1,14.1,-0.4,2.1,30.8,31.8,28.0,36.7,15.5,4.7,-17.5,-9.1,63.4
2006-04,3.6,7.3,17.6,-3.0,6.3,37.7,30.9,21.8,-0.2,13.8,3.3,10.7,-22.5,7.3,6.2,33.3,20.9,1.4,5.4,28.5,22.6,20.3,19.0,15.3,7.0,-18.2,-15.8,58.3
2006-05,15.9,7.5,11.2,3.8,9.5,38.3,30.5,22.3,6.3,16.6,2.0,5.5,-20.3,11.0,-1.9,29.5,5.3,7.0,-2.2,34.7,33.2,30.7,34.2,13.5,7.3,-15.4,-4.9,63.3
2006-06,11.1,10.7,17.6,3.9,8.1,31.2,34.9,22.2,-7.8,20.9,-0.5,15.4,-11.3,6.5,9.3,43.3,27.1,11.2,7.9,31.5,31.4,34.7,28.0,9.8,13.0,-12.0,-4.6,58.8
2006-07,30.0,22.3,19.0,25.5,10.1,47.1,29.8,26.7,3.2,19.3,-3.4,13.0,-8.3,6.7,18.6,27.1,24.3,4.5,15.0,35.8,32.4,30.1,31.3,13.0,10.5,-12.1,-2.6,58.1
